FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mohamed,Diame,MID,NEW,4700000,2,8,0.266666666666667,5.6737588652482306e-08,1.7021276595744699e-06,0,10638,0,1,0,0,0,0,0,1.7,319,-3,0,8,3,0.2,0,1.0,0,0,0,0,0,0.1,2290,0,0,0,0,154,197,0,0,33,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.5
Brahim,Diaz,MID,MCI,4800000,0,0,0.0,0.0,0.0,0,3171,0,0,0,0,0,0,0,0.0,120,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,829,0,0,0,0,0,28,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,4900000,2,22,2.2,4.4897959183673497e-07,4.48979591836735e-06,0,149206,2,5,0,0,0,0,0,4.5,8754,-1,0,22,1,0.4,0,2.0,0,0,5,0,0,3.1,92943,0,0,0,0,796,6005,0,0,120,Crystal Palace,Arsenal,West Brom,Leicester,Watford,2.0,1.1,1.7,1.6,1.9,1.5,1.5,1.1,1.6,1.3,2.0,2.3,2.4,1.8,1.4,1.1,2.2,1.7,1.8,1.9,2.0,1.8,1.6,1.1,1.3,1.1,1.4,1.8,32.4
Mame Biram,Diouf,FWD,STK,5500000,1,39,4.3,7.81818181818182e-07,7.09090909090909e-06,0,69940,1,19,0,0,0,3,0,7.1,27415,0,0,39,0,1.0,0,5.7,4,0,2,0,2,4.5,271430,0,0,0,0,810,31425,0,0,160,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,5.4,4.4,5.1,5.9,4.3,3.9,4.1,5.6,5.7,4.0,4.3,5.6,3.0,5.4,4.5,5.1,5.6,4.0,4.6,4.3,6.3,2.9,3.9,4.0,4.8,3.5,6.4,4.5,54.2
Abdoulaye,Doucoure,MID,WAT,5400000,1,49,4.9,9.07407407407407e-07,9.07407407407407e-06,0,357923,3,18,0,0,0,4,0,9.1,45271,4,0,49,-4,0.7,0,3.7,9,0,3,0,0,17.8,1166245,0,0,0,1,900,56048,0,0,218,Everton,West Ham,Newcastle,Man Utd,Tottenham,6.8,5.6,5.8,4.2,3.5,6.1,6.2,5.2,5.4,5.2,5.0,4.4,3.9,5.9,5.9,3.6,6.0,6.0,4.9,4.8,4.7,5.4,4.6,5.9,5.5,5.8,5.6,4.3,59.0
Aleksandar,Dragovic,DEF,LEI,5000000,0,0,0.0,0.0,0.0,0,749,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,874,0,0,0,0,0,54,0,0,0,Stoke,Man City,West Ham,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4800000,1,1,0.0333333333333333,6.94444444444444e-09,2.0833333333333302e-07,0,14028,0,0,0,0,0,0,0,0.2,315,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.2,5911,0,0,0,0,11,349,0,0,7,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Shane,Duffy,DEF,BHA,4500000,1,33,3.3,7.33333333333333e-07,7.33333333333333e-06,0,28482,3,10,0,0,0,0,0,7.3,4530,0,0,33,0,1.0,0,4.7,4,0,4,0,0,1.6,85823,0,0,0,1,882,9960,0,0,171,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.8,3.8,1.8,4.9,4.3,3.0,3.1,3.9,3.6,3.3,2.5,3.8,3.1,3.1,3.3,4.4,2.9,2.9,4.4,2.2,2.2,3.3,4.3,3.8,3.4,3.1,3.5,2.2,46.2
Paul,Dummett,DEF,NEW,4200000,0,1,0.0333333333333333,7.936507936507941e-09,2.38095238095238e-07,0,34832,0,0,0,0,0,0,0,0.2,370,-3,1,1,3,0.0,0,0.0,0,0,0,0,0,0.1,556,0,0,0,0,7,12,-1,0,4,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4400000,2,25,2.5,5.68181818181818e-07,5.68181818181818e-06,0,56637,1,11,0,0,0,0,0,5.7,3371,-1,0,25,1,0.7,0,3.0,0,0,3,0,0,1.7,57834,1,0,0,0,900,8883,0,0,164,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,1.8,2.5,1.2,3.8,2.9,1.9,2.0,2.6,2.3,2.1,1.6,2.6,2.0,2.0,2.2,3.0,1.8,1.9,3.0,1.4,1.4,2.2,3.0,2.8,2.2,2.0,2.3,1.4,42.6
Nathan,Dyer,MID,SWA,4400000,1,3,0.1,2.2727272727272702e-08,6.81818181818182e-07,0,3709,0,0,0,0,0,0,0,0.7,425,-1,0,3,1,0.2,0,1.0,0,0,0,0,0,0.1,5654,0,0,0,0,56,525,0,0,11,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
,Ederson,GLK,MCI,5500000,1,40,4.0,7.27272727272727e-07,7.272727272727271e-06,0,130856,0,6,0,13,0,0,0,7.3,13064,0,0,40,0,0.5,0,2.7,2,0,5,0,0,4.7,126641,0,0,0,0,855,7415,0,0,174,Arsenal,Leicester,Huddersfield,Southampton,West Ham,5.4,3.2,4.4,4.2,5.3,2.9,4.1,4.2,4.7,3.7,4.9,4.4,3.4,5.1,5.4,4.5,4.1,3.1,3.8,4.2,5.2,3.4,4.3,4.5,3.6,4.2,5.3,4.8,12.2
,Eduardo,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,2438,0,0,0,0,0,0,0,0.0,103,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,601,0,0,0,0,0,31,0,0,0,Man Utd,West Brom,Liverpool,Swansea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,414,0,3,0,0,0,0,0,0.0,131,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1226,0,0,0,0,52,467,0,0,12,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Robert,Elliot,GLK,NEW,4200000,3,37,3.7,8.809523809523809e-07,8.80952380952381e-06,0,147829,0,9,0,22,0,0,0,8.8,12765,2,0,37,-2,0.9,0,3.7,2,0,3,0,0,26.7,662062,0,0,0,2,900,32534,0,0,170,Bournemouth,Man Utd,Watford,West Brom,Chelsea,4.7,1.9,4.4,3.3,3.5,4.2,4.2,2.0,3.0,3.5,5.2,3.0,3.7,2.3,4.8,3.8,4.3,3.1,2.3,4.3,3.3,5.2,2.1,5.3,2.3,5.3,4.5,3.9,17.1
Mohamed,Elneny,MID,ARS,4400000,0,11,0.3666666666666671,8.33333333333333e-08,2.5e-06,0,171015,1,5,0,0,0,0,0,2.5,8485,-1,0,11,1,0.2,0,0.7,0,0,1,0,1,2.6,142325,0,0,0,0,263,1823,0,0,54,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,14.8
Christian,Eriksen,MID,TOT,9700000,2,60,6.0,6.18556701030928e-07,6.18556701030928e-06,0,659973,0,5,0,0,0,3,0,6.2,42520,2,0,60,-2,0.5,0,5.0,10,0,6,0,3,25.4,1097467,0,0,0,2,833,86997,0,0,239,Crystal Palace,Arsenal,West Brom,Leicester,Watford,8.3,5.8,7.6,7.2,8.1,7.2,7.1,5.3,7.4,6.5,8.4,8.6,8.3,7.9,6.8,5.7,8.7,7.5,8.0,8.0,8.4,7.9,7.2,4.8,6.5,5.3,6.8,8.0,97.2
Jonny,Evans,DEF,WBA,4900000,0,16,2.3,4.6938775510204106e-07,3.26530612244898e-06,0,35635,3,11,0,0,0,1,0,3.3,1417,-1,0,16,1,0.2,0,1.0,0,0,1,0,0,0.8,32574,0,0,0,0,571,2151,0,0,101,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,1.6,1.8,1.7,2.6,3.4,1.5,1.2,2.1,1.5,2.0,2.7,1.5,2.6,1.2,1.2,2.0,1.8,2.7,2.5,2.0,1.6,2.4,1.7,1.2,2.6,1.3,2.0,2.6,16.4
Lukasz,Fabianski,GLK,SWA,4600000,2,43,4.3,9.34782608695652e-07,9.347826086956521e-06,0,122700,0,12,0,39,0,0,0,9.3,9756,1,0,43,-1,0.7,0,3.3,3,0,4,0,0,8.4,315827,0,0,0,1,900,11282,0,0,215,Brighton,Burnley,Bournemouth,Chelsea,Stoke,5.5,5.2,4.9,5.5,5.0,5.7,3.5,4.0,6.0,4.1,6.4,4.3,4.5,5.5,5.7,3.8,5.0,5.3,5.6,5.1,4.4,3.5,5.3,4.3,4.1,4.0,5.1,4.8,26.7
Cesc,Fabregas,MID,CHE,6900000,3,28,3.1,4.4927536231884096e-07,4.05797101449275e-06,0,461687,0,9,0,0,0,1,0,4.1,28029,-1,0,28,1,0.5,0,3.3,3,0,3,0,1,4.9,282878,0,0,0,1,719,5558,0,1,156,Man Utd,West Brom,Liverpool,Swansea,Newcastle,2.3,2.7,2.1,2.8,3.1,2.9,2.9,2.1,3.8,2.4,2.5,2.2,2.9,2.5,3.0,3.4,2.7,1.9,2.0,3.1,3.0,1.9,3.2,3.2,2.9,3.9,2.9,2.8,73.5
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,98314,0,0,0,0,0,0,0,0.0,4550,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.0,11466,0,0,0,0,0,179,0,0,0,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1364,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,71,0,0,0,0,0,1,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,0,30,1.0,2.04081632653061e-07,6.1224489795918405e-06,0,147486,0,0,0,0,0,3,0,6.1,8927,-1,0,30,1,0.0,0,0.0,3,0,3,0,0,1.3,173535,0,0,0,1,315,1212,0,0,103,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.8,0.5,0.5,34.3
Leroy,Fer,MID,SWA,5400000,2,18,2.0,3.7037037037037e-07,3.3333333333333304e-06,0,32189,4,10,0,0,0,0,0,3.3,827,-1,0,18,1,0.2,0,1.3,0,0,3,0,1,0.3,15802,0,0,0,0,689,369,0,0,89,Brighton,Burnley,Bournemouth,Chelsea,Stoke,1.2,1.4,1.6,1.6,1.4,1.4,1.0,2.0,1.7,1.0,1.7,1.0,1.3,1.5,1.8,1.4,1.3,1.2,1.7,1.4,1.1,1.0,1.2,2.1,1.0,1.0,1.7,1.3,24.3
Edimilson,Fernandes,MID,WHU,4400000,2,6,0.2,4.54545454545455e-08,1.36363636363636e-06,0,11425,1,9,0,0,0,0,0,1.4,509,-1,0,6,1,0.2,0,1.0,0,0,0,0,0,0.2,4865,0,0,0,0,277,815,0,0,28,Liverpool,Watford,Leicester,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.7
Federico,Fernandez,DEF,SWA,4500000,1,35,3.5,7.77777777777778e-07,7.777777777777781e-06,0,88750,0,12,0,0,0,0,0,7.8,6442,0,0,35,0,0.5,0,2.3,6,0,4,0,0,3.4,167344,1,0,0,0,900,6178,0,0,195,Brighton,Burnley,Bournemouth,Chelsea,Stoke,4.1,3.9,3.6,4.1,3.7,4.3,2.5,2.9,4.9,3.0,5.0,3.1,3.3,4.1,4.3,2.8,3.7,3.9,4.2,3.8,3.2,2.5,3.9,3.1,3.0,2.9,3.8,3.5,29.0
,Fernandinho,MID,MCI,5100000,13,42,4.2,8.235294117647059e-07,8.23529411764706e-06,0,168057,3,6,0,0,0,2,0,8.2,10067,1,0,42,-1,1.4,0,7.3,3,0,6,0,2,5.9,351414,0,0,0,1,869,85895,0,0,203,Arsenal,Leicester,Huddersfield,Southampton,West Ham,5.6,4.1,4.1,4.0,5.4,2.8,5.4,3.6,5.2,4.0,4.4,3.2,3.1,5.4,4.8,4.2,5.1,3.2,3.7,4.1,4.4,5.3,4.2,4.0,4.9,4.2,5.1,4.6,54.6
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,3995,0,0,0,0,0,0,0,0.0,58,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,384,0,0,0,0,0,10,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,6,0.2,4.444444444444441e-08,1.33333333333333e-06,0,12743,0,0,0,0,0,0,0,1.3,453,0,0,6,0,0.0,0,0.0,0,0,2,0,0,0.2,15316,0,0,0,0,154,29,0,0,12,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.6
Roberto,Firmino,FWD,LIV,8500000,8,45,4.5,5.294117647058821e-07,5.2941176470588205e-06,0,1362005,0,11,0,0,0,3,0,5.3,46163,0,0,45,0,0.5,0,4.0,8,0,4,0,2,19.0,1158464,0,0,0,1,698,94216,0,0,179,West Ham,Southampton,Chelsea,Stoke,Brighton,3.3,5.3,4.7,4.5,3.7,6.8,6.6,4.4,2.2,5.2,6.3,3.3,5.2,3.7,3.2,4.8,3.8,6.5,6.5,2.3,5.5,4.3,4.4,6.7,3.6,6.8,3.6,6.5,80.2
Jon,Flanagan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,578,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,530,0,0,0,0,0,33,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,28559,0,0,0,0,0,0,0,0.0,635,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,4327,0,0,0,0,0,126,0,0,0,Liverpool,Watford,Leicester,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4900000,11,30,3.0,6.12244897959184e-07,6.1224489795918405e-06,0,30050,0,20,0,0,0,1,0,6.1,1851,-1,0,30,1,1.0,0,5.0,3,0,2,0,0,0.7,17775,0,0,0,1,900,10936,0,0,134,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,3.3,2.0,2.5,3.2,3.1,2.2,2.4,3.5,3.1,2.3,2.7,3.5,1.5,3.3,1.9,2.8,2.8,2.3,2.7,1.7,4.0,1.7,2.2,2.4,2.9,1.7,3.4,3.3,32.5
Phil,Foden,MID,MCI,4800000,0,0,0.0,0.0,0.0,0,1910,0,0,0,0,0,0,0,0.0,31,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,437,0,0,0,0,0,34,0,0,0,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4900000,2,34,4.3,8.775510204081629e-07,6.9387755102040806e-06,0,97095,0,11,0,0,0,0,0,6.9,23340,-1,0,34,1,0.3,0,1.7,3,0,3,0,2,1.9,76467,0,0,0,0,688,220,0,0,156,Liverpool,Watford,Leicester,Everton,Man City,0.0,5.7,5.1,3.1,3.1,4.8,6.4,4.0,6.1,4.1,4.3,6.4,4.2,5.7,6.4,4.3,5.4,3.1,3.9,5.8,5.3,5.2,4.5,5.6,2.8,4.4,2.9,5.1,33.4
Fraser,Forster,GLK,SOU,5100000,2,49,4.9,9.6078431372549e-07,9.607843137254902e-06,0,175208,0,10,0,29,0,0,0,9.6,14219,1,0,49,-1,0.6,0,3.0,5,0,4,0,0,9.7,318164,0,0,1,1,900,25706,0,0,194,Burnley,Liverpool,Everton,Man City,Bournemouth,6.0,5.0,5.2,5.0,6.1,6.7,5.1,6.6,6.6,6.3,4.4,6.8,7.4,5.2,6.5,6.3,6.5,6.3,5.7,5.4,5.9,6.0,4.6,4.8,4.7,5.9,5.0,4.3,22.2
Ben,Foster,GLK,WBA,4500000,1,29,3.2,7.11111111111111e-07,6.444444444444439e-06,0,345991,1,12,0,19,0,0,0,6.4,19079,0,0,29,0,0.3,0,1.3,1,0,3,0,0,12.9,286603,0,0,0,0,810,2739,0,0,148,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,2.8,3.0,2.8,4.1,4.8,2.5,2.0,3.4,2.6,3.3,4.3,2.6,4.2,2.0,2.0,3.3,3.0,4.2,3.9,3.2,2.7,3.8,2.8,1.7,4.2,2.3,3.3,3.6,14.9
Timothy,Fosu-Mensah,DEF,CRY,4500000,1,10,1.3,2.88888888888889e-07,2.22222222222222e-06,0,64395,0,14,0,0,0,0,0,2.2,1931,0,0,10,0,0.2,0,0.7,0,0,0,0,0,1.0,27123,0,0,0,0,611,233,0,0,114,Tottenham,Everton,Stoke,Brighton,West Brom,0.6,0.8,0.9,0.6,0.6,0.9,0.8,0.6,0.6,1.2,0.6,0.7,1.0,0.6,0.6,1.1,0.6,0.8,0.8,0.7,0.6,1.1,0.6,1.1,1.0,0.8,0.6,1.2,18.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,604,0,0,0,0,0,0,0,0.0,61,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,760,0,0,0,0,0,73,0,0,0,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,1,16,2.0,4.54545454545455e-07,3.63636363636364e-06,0,104710,2,8,0,0,0,0,0,3.6,2517,-1,0,16,1,0.4,0,1.7,0,0,1,0,0,1.2,23707,0,0,0,0,664,3472,0,0,117,Newcastle,Huddersfield,Swansea,Burnley,Southampton,1.1,2.1,1.3,1.8,1.5,2.4,1.0,2.0,1.0,2.1,1.5,1.5,2.1,1.3,1.6,1.7,1.4,2.0,1.0,1.5,2.1,2.1,3.0,1.0,1.5,1.6,1.2,1.5,22.6
Ryan,Fraser,MID,BOU,5200000,0,8,0.266666666666667,5.12820512820513e-08,1.53846153846154e-06,0,55600,0,5,0,0,0,0,0,1.5,1293,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,0.3,7115,0,0,0,0,270,13,0,0,32,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.3
Christian,Fuchs,DEF,LEI,4900000,12,32,4.0,8.16326530612245e-07,6.53061224489796e-06,0,111450,1,10,0,0,0,0,0,6.5,3955,-1,0,32,1,1.0,0,5.0,6,0,3,0,1,2.8,58140,0,0,0,1,720,27203,0,0,157,Stoke,Man City,West Ham,Tottenham,Burnley,3.7,3.8,3.7,4.6,5.2,3.2,4.3,6.0,4.7,5.3,2.9,5.7,4.2,4.8,2.9,4.0,2.9,5.0,5.1,4.0,5.7,4.0,5.5,4.0,4.6,4.4,5.7,4.0,28.9
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,2576,1,0,0,0,0,0,0,0.0,190,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3075,0,0,0,0,16,85,0,0,-2,Brighton,Burnley,Bournemouth,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,783,0,0,0,0,0,0,0,0.0,24,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,209,0,0,0,0,0,12,0,0,0,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6600000,2,32,3.2,4.84848484848485e-07,4.8484848484848505e-06,0,354871,1,8,0,0,0,3,0,4.8,18047,-4,0,32,4,0.8,0,5.3,4,0,3,0,0,3.1,220594,0,0,0,1,596,15322,0,0,104,Burnley,Liverpool,Everton,Man City,Bournemouth,2.7,2.5,4.0,2.8,3.7,3.5,3.2,3.1,3.2,2.8,2.2,4.3,4.2,2.1,3.3,3.2,3.6,2.9,3.6,2.7,3.3,2.9,2.1,2.0,2.9,3.6,3.9,2.3,32.7
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1775,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,294,0,0,0,0,0,5,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.3,7.5e-08,2.25e-06,0,120831,0,0,0,0,0,0,0,2.3,8307,0,0,9,0,0.0,0,0.0,2,0,1,0,0,3.2,172632,0,0,0,0,97,3737,0,0,38,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6100000,1,8,0.266666666666667,4.37158469945355e-08,1.3114754098360701e-06,0,100441,1,4,0,0,0,0,0,1.3,829,-4,0,8,4,0.1,0,0.7,0,0,0,0,0,0.6,14212,0,0,0,0,209,382,0,0,12,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,14.0
Kieran,Gibbs,DEF,WBA,5000000,1,14,0.46666666666666706,9.33333333333333e-08,2.8e-06,0,13253,0,10,0,0,0,0,0,2.8,937,0,0,14,0,0.3,0,1.7,0,0,1,0,0,0.4,20293,0,0,0,0,567,1277,0,0,78,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.2,0.2,0.2,0.2,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,20.7
