FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Manuel,Lanzini,MID,WHU,6800000,2,8,0.266666666666667,3.92156862745098e-08,1.17647058823529e-06,0,47937,0,8,0,0,0,0,0,1.2,1661,-2,0,8,2,0.3,0,2.0,0,0,0,0,0,0.6,14699,0,0,0,0,340,817,0,0,55,Liverpool,Watford,Leicester,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,21.1
Jamaal,Lascelles,DEF,NEW,4800000,2,43,4.3,8.95833333333333e-07,8.95833333333333e-06,0,183448,3,9,0,0,0,2,0,9.1,17400,3,-1,43,-3,0.6,0,3.0,4,0,3,0,0,13.3,748646,0,0,0,1,893,49474,1,0,181,Bournemouth,Man Utd,Watford,West Brom,Chelsea,5.8,2.5,5.4,4.1,4.4,5.2,5.2,2.6,3.8,4.4,6.3,3.8,4.6,3.0,5.9,4.5,5.3,3.9,3.0,5.3,4.1,6.3,2.8,6.4,3.0,6.4,5.6,4.9,37.4
,Lee Chung-yong,MID,CRY,4400000,0,3,0.1,2.2727272727272702e-08,6.81818181818182e-07,0,28016,0,2,0,0,0,0,0,0.7,2086,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.5,41090,0,0,0,0,109,12,0,0,8,Tottenham,Everton,Stoke,Brighton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,1862,0,0,0,0,0,0,0,0.0,165,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6459,0,0,0,0,0,129,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,2,9,0.3,6.81818181818182e-08,2.04545454545455e-06,0,27678,1,3,0,0,0,0,0,2.0,313,-1,0,9,1,0.6,0,2.7,0,0,1,0,0,0.2,3862,0,0,0,0,303,956,0,0,58,Bournemouth,Man Utd,Watford,West Brom,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.5
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,3728,0,0,0,0,0,0,0,0.0,74,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,572,0,0,0,0,0,4,0,0,0,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,0,17,0.566666666666667,1.1333333333333301e-07,3.4e-06,0,20281,0,6,0,0,0,0,0,3.4,3261,0,0,17,0,0.3,0,1.7,0,0,3,0,0,0.2,20149,0,0,0,0,572,48,0,0,127,Burnley,Liverpool,Everton,Man City,Bournemouth,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,25.2
Aaron,Lennon,MID,EVE,5400000,1,2,0.0666666666666667,1.23456790123457e-08,3.7037037037037e-07,0,4686,0,2,0,0,0,0,0,0.4,97,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,1425,0,0,0,0,52,137,0,0,7,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
,Lewis Cook,MID,BOU,4400000,2,8,0.266666666666667,6.06060606060606e-08,1.81818181818182e-06,0,32616,1,3,0,0,0,0,0,1.8,1899,-1,0,8,1,0.4,0,1.7,0,0,1,0,0,1.0,29861,0,0,0,0,338,1595,0,0,51,Newcastle,Huddersfield,Swansea,Burnley,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.6
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,1322,0,0,0,0,0,0,0,0.0,233,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5765,0,0,0,0,0,484,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,2,0.0666666666666667,1.36054421768707e-08,4.08163265306122e-07,0,240010,0,2,0,0,0,0,0,0.4,2075,-6,0,2,6,0.1,0,0.7,0,0,0,0,0,1.0,9096,0,0,0,0,68,148,0,0,13,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Jesse,Lingard,MID,MUN,5800000,1,15,0.5,8.62068965517241e-08,2.58620689655172e-06,0,16651,0,2,0,0,0,0,0,2.6,1387,-2,0,15,2,0.2,0,1.3,0,0,0,0,2,0.3,8786,0,0,0,0,217,359,0,0,49,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.1
Jake,Livermore,MID,WBA,4900000,2,18,2.0,4.08163265306122e-07,3.6734693877551003e-06,0,10333,1,11,0,0,0,0,0,3.7,370,-1,0,18,1,0.4,0,2.0,0,0,2,0,0,0.2,6017,0,0,0,0,700,87,0,0,83,Huddersfield,Chelsea,Tottenham,Newcastle,Crystal Palace,1.0,1.3,1.0,2.0,2.0,1.6,1.0,1.5,1.0,2.4,2.2,1.1,1.6,1.6,1.0,1.4,1.3,1.9,1.3,1.9,1.3,1.6,1.8,1.0,1.9,1.0,1.2,1.1,15.7
Fernando,Llorente,FWD,TOT,7400000,1,4,0.8,1.0810810810810799e-07,5.40540540540541e-07,0,13455,1,1,0,0,0,0,0,0.5,2372,-1,0,4,1,0.1,0,1.0,0,0,0,0,0,0.2,11183,0,0,0,0,52,1267,0,0,13,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2.2
Hugo,Lloris,GLK,TOT,5500000,2,41,4.1,7.454545454545451e-07,7.45454545454545e-06,0,281921,0,7,0,19,0,0,0,7.5,59122,0,0,41,0,0.7,0,4.0,0,0,5,0,0,10.6,135690,0,0,0,0,900,14689,0,0,190,Crystal Palace,Arsenal,West Brom,Leicester,Watford,0.0,3.4,5.4,3.5,6.1,4.6,5.2,3.7,4.8,4.2,5.3,4.5,4.1,5.1,4.2,3.7,5.4,5.2,5.3,4.7,5.1,5.1,4.6,3.3,4.9,4.3,4.9,4.0,17.5
Ruben,Loftus-Cheek,MID,CRY,4500000,5,14,0.46666666666666706,1.03703703703704e-07,3.11111111111111e-06,0,401151,0,13,0,0,0,0,0,3.1,8608,0,0,14,0,0.4,0,2.0,0,0,0,0,1,5.3,155564,0,0,0,0,450,6948,0,0,83,Tottenham,Everton,Stoke,Brighton,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,29.4
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,12471,0,0,0,0,0,0,0,0.0,423,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,12758,0,0,0,0,0,131,0,0,0,Tottenham,Everton,Stoke,Brighton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,3413,0,0,0,0,0,0,0,0.0,148,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3268,0,0,0,0,0,90,0,0,0,West Brom,Bournemouth,Man City,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,3900000,0,0,0.0,0.0,0.0,0,87391,0,0,0,0,0,0,0,0.0,4149,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,55723,0,0,0,0,0,8406,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5800000,1,18,2.0,3.44827586206897e-07,3.10344827586207e-06,0,29083,2,5,0,0,0,0,0,3.1,1885,-2,0,18,2,0.5,0,2.7,0,0,2,0,2,0.4,13694,0,0,0,0,486,761,0,0,44,Burnley,Liverpool,Everton,Man City,Bournemouth,1.3,1.2,2.1,1.3,1.9,1.7,1.5,1.5,1.5,1.3,1.0,2.2,2.2,1.0,1.6,1.5,1.8,1.4,1.8,1.3,1.6,1.4,1.0,1.0,1.4,1.8,2.0,1.1,30.7
Ademola,Lookman,MID,EVE,5200000,0,1,0.0333333333333333,6.41025641025641e-09,1.92307692307692e-07,0,7078,0,2,0,0,0,0,0,0.2,204,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,1094,0,0,0,0,16,66,0,0,5,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Jonas,Lossl,GLK,HUD,4600000,8,48,4.8,1.04347826086957e-06,1.0434782608695699e-05,0,152355,0,13,0,27,0,0,0,10.4,5941,1,0,48,-1,1.0,0,4.7,4,0,4,0,1,8.9,405256,0,0,1,1,900,34354,0,0,222,West Brom,Bournemouth,Man City,Arsenal,Everton,7.2,5.0,5.0,3.5,3.9,7.1,5.5,6.8,5.6,6.4,6.6,3.6,7.2,4.9,7.1,3.3,6.5,5.2,5.2,5.2,7.2,4.3,5.2,6.1,5.5,5.9,3.9,7.2,26.4
Dejan,Lovren,DEF,LIV,5400000,0,16,2.3,4.25925925925926e-07,2.96296296296296e-06,0,69329,2,8,0,0,0,0,0,3.0,4662,-1,0,16,1,0.4,0,2.3,1,0,2,0,0,0.8,11815,0,0,0,0,482,103,0,0,92,West Ham,Southampton,Chelsea,Stoke,Brighton,0.0,2.2,2.0,1.2,1.4,2.2,2.9,1.3,1.2,1.8,2.1,1.3,1.8,1.2,1.3,2.2,1.5,2.9,2.7,1.2,2.3,2.2,1.2,2.5,1.4,2.4,1.5,2.8,17.8
Chris,Lowe,DEF,HUD,4500000,1,36,3.6,8e-07,8e-06,0,107395,0,8,0,0,0,0,0,8.0,8246,0,0,36,0,0.3,0,1.3,0,0,5,0,0,4.1,259011,0,0,0,0,760,12802,0,0,156,West Brom,Bournemouth,Man City,Arsenal,Everton,5.0,3.2,3.3,2.2,2.4,4.9,3.6,4.6,3.7,4.3,4.5,2.2,5.0,3.2,4.9,2.0,4.4,3.4,3.4,3.4,5.4,2.7,3.4,4.1,3.6,3.9,2.4,5.0,15.2
Matthew,Lowton,DEF,BUR,4500000,8,39,3.9,8.66666666666667e-07,8.66666666666667e-06,0,33501,0,9,0,0,0,0,0,8.7,2986,0,0,39,0,0.8,0,3.7,2,0,4,0,1,1.8,71531,0,0,0,0,900,20865,0,0,177,Southampton,Swansea,Arsenal,Bournemouth,Leicester,4.5,3.6,5.3,4.0,2.9,4.3,4.6,4.2,4.1,2.6,4.1,5.2,4.7,4.3,3.4,3.4,3.8,4.2,4.1,3.9,3.8,4.2,5.4,4.1,3.9,5.2,2.8,4.7,28.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,955,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,171,0,0,0,0,0,10,0,0,0,West Ham,Southampton,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11600000,5,62,6.2,5.344827586206899e-07,5.3448275862069e-06,0,1201951,1,4,0,0,0,7,0,5.3,217900,1,1,62,-1,0.3,1,4.0,8,0,8,0,3,48.7,1180372,0,0,0,2,900,33836,-1,0,222,Chelsea,Newcastle,Brighton,Watford,Arsenal,6.4,9.3,9.3,8.4,4.4,7.9,9.3,6.4,6.0,8.6,8.0,6.6,9.2,6.0,5.8,9.3,5.7,7.2,6.4,9.3,6.0,7.9,5.8,9.3,6.8,9.3,6.6,8.2,106.9
Levi,Lumeka,MID,CRY,4500000,0,1,0.0333333333333333,7.407407407407409e-09,2.22222222222222e-07,0,276,0,0,0,0,0,0,0,0.2,26,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,383,0,0,0,0,25,16,0,0,3,Tottenham,Everton,Stoke,Brighton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,34,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,67,0,0,0,0,0,30,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,26578,0,0,0,0,0,0,0,0.0,1383,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.2,20613,0,0,0,0,0,397,0,0,0,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,6,43,4.3,8.43137254901961e-07,8.431372549019611e-06,0,210117,0,14,0,0,0,1,0,8.4,12567,1,0,43,-1,0.6,0,3.3,4,0,3,0,2,7.5,433692,0,0,0,1,900,22419,0,0,223,Stoke,Man City,West Ham,Tottenham,Burnley,4.2,4.3,4.1,5.0,5.7,3.6,4.8,6.4,5.2,5.9,3.3,6.2,4.7,5.3,3.2,4.4,3.3,5.5,5.6,4.5,6.3,4.5,6.0,4.4,5.1,4.8,6.2,4.5,46.0
Riyad,Mahrez,MID,LEI,8400000,6,49,4.9,5.83333333333333e-07,5.83333333333333e-06,0,241420,0,13,0,0,0,1,0,5.8,11859,-1,0,49,1,1.0,0,8.0,5,0,2,0,6,4.9,282045,0,0,0,1,775,48828,0,0,158,Stoke,Man City,West Ham,Tottenham,Burnley,4.5,4.2,4.7,5.1,6.2,4.4,5.1,7.0,5.8,5.3,3.4,6.7,5.2,4.6,5.5,6.6,3.1,6.1,6.9,4.2,7.3,4.0,7.0,4.7,5.5,4.8,7.1,4.4,61.4
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0333333333333333,7.407407407407409e-09,2.22222222222222e-07,0,470,0,0,0,0,0,0,0,0.2,64,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,684,0,0,0,0,1,38,0,0,3,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,3,0.1,2.32558139534884e-08,6.976744186046509e-07,0,6537,0,5,0,0,0,0,0,0.7,412,-2,0,3,2,0.2,0,0.7,0,0,0,0,0,0.1,3222,0,0,0,0,138,316,0,0,33,West Brom,Bournemouth,Man City,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Sadio,Mane,MID,LIV,9300000,0,22,0.733333333333333,7.88530465949821e-08,2.36559139784946e-06,0,1370340,1,9,0,0,0,3,0,2.4,11037,-2,0,22,2,0.0,0,0.0,0,0,2,0,0,6.6,509718,0,0,0,0,362,3146,0,1,92,West Ham,Southampton,Chelsea,Stoke,Brighton,0.0,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,41.0
Eliaquim,Mangala,DEF,MCI,5000000,0,1,0.0333333333333333,6.66666666666667e-09,2e-07,0,3986,0,0,0,0,0,0,0,0.2,249,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,3356,0,0,0,0,19,160,0,0,3,Arsenal,Leicester,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Javier,Manquillo,DEF,NEW,4400000,2,26,3.3,7.5e-07,5.90909090909091e-06,0,47271,1,7,0,0,0,0,0,5.9,2837,-1,0,26,1,0.6,0,2.7,1,0,3,0,0,1.3,50885,0,0,0,0,720,11826,0,0,115,Bournemouth,Man Utd,Watford,West Brom,Chelsea,4.0,1.6,3.7,2.8,2.9,3.5,3.6,1.7,2.5,3.0,4.5,2.5,3.1,1.9,4.1,3.4,3.7,2.6,1.9,3.6,2.7,4.5,1.8,4.6,1.9,4.6,3.9,3.3,21.6
Solomon,March,MID,BHA,5000000,1,28,2.8,5.6e-07,5.6e-06,0,27002,1,9,0,0,0,1,0,5.6,3826,0,0,28,0,0.3,0,1.7,0,0,3,0,1,0.5,42193,0,0,0,0,692,489,0,0,104,Swansea,Stoke,Man Utd,Crystal Palace,Liverpool,2.8,2.6,1.4,3.2,3.0,1.9,1.9,2.7,1.8,2.3,1.8,3.2,1.8,2.2,2.2,3.3,1.9,3.0,3.4,2.7,1.4,3.1,3.1,2.1,2.1,2.0,2.5,1.4,38.4
Adrian,Mariappa,DEF,WAT,4000000,0,5,0.166666666666667,4.1666666666666696e-08,1.25e-06,0,109404,1,13,0,0,0,0,0,1.3,9280,0,0,5,0,0.2,0,0.7,0,0,0,0,0,4.0,131560,0,0,0,0,450,11487,0,0,59,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.3
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,777,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,366,0,0,0,0,0,19,0,0,0,Southampton,Swansea,Arsenal,Bournemouth,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,6,39,1.3,1.625e-07,4.875e-06,0,149689,1,2,0,0,0,4,0,4.9,6139,0,0,39,0,0.4,0,3.0,1,0,2,0,2,2.4,174241,0,0,0,0,267,13070,0,0,138,Chelsea,Newcastle,Brighton,Watford,Arsenal,0.6,1.1,0.8,0.6,0.6,0.6,1.0,0.6,0.6,0.9,0.7,0.7,0.8,0.6,0.6,1.0,0.6,0.6,0.6,1.0,0.6,1.0,0.6,0.9,0.6,1.2,0.6,0.6,50.7
Cuco,Martina,DEF,EVE,4300000,0,5,0.166666666666667,3.87596899224806e-08,1.16279069767442e-06,0,39689,1,9,0,0,0,0,0,1.2,4642,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.5,30812,0,0,0,0,390,116,0,0,61,Watford,Crystal Palace,Southampton,West Ham,Huddersfield,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,20.1
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,21082,0,0,0,0,0,0,0,0.0,666,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,895,0,0,0,0,0,27,0,0,0,Man City,Tottenham,Burnley,Huddersfield,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,4,0.133333333333333,2.7210884353741497e-08,8.16326530612245e-07,0,1640,0,11,0,0,0,0,0,0.8,54,-1,0,4,1,-0.1,0,-0.3,0,0,0,0,0,0.0,1323,0,0,0,0,346,22,0,0,61,Leicester,Brighton,Crystal Palace,Liverpool,Swansea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.3
Brandon,Mason,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,39432,0,0,0,0,0,0,0,0.0,1785,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.2,22712,0,0,0,0,0,624,0,0,0,Everton,West Ham,Newcastle,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4400000,-1,10,0.33333333333333304,7.575757575757571e-08,2.2727272727272702e-06,0,10693,1,7,0,0,0,0,0,2.3,869,-1,0,10,1,0.1,0,0.3,0,0,0,0,2,0.3,9190,0,0,0,0,245,269,0,0,67,Liverpool,Watford,Leicester,Everton,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,16.9
Juan,Mata,MID,MUN,7000000,0,27,3.4,4.857142857142861e-07,3.8571428571428595e-06,0,149441,0,2,0,0,0,1,0,3.9,13946,0,0,27,0,0.0,0,0.3,2,0,6,0,0,2.4,111373,0,0,0,0,491,1001,0,0,113,Chelsea,Newcastle,Brighton,Watford,Arsenal,2.7,4.5,3.7,2.8,1.7,2.4,4.3,2.1,2.3,3.8,3.4,3.3,3.7,2.4,2.2,4.2,2.2,3.2,2.5,4.2,2.4,4.1,1.7,4.0,2.9,4.7,2.0,2.7,37.7
Nemanja,Matic,MID,MUN,5000000,3,31,3.1,6.2e-07,6.2e-06,0,610004,0,4,0,0,0,0,0,6.2,37314,0,0,31,0,0.5,0,2.7,0,0,8,0,1,14.5,459823,0,0,0,0,900,16276,0,0,161,Chelsea,Newcastle,Brighton,Watford,Arsenal,2.4,4.0,3.2,2.5,1.6,2.1,3.8,1.8,2.0,3.3,2.9,2.9,3.3,2.1,1.9,3.7,1.9,2.7,2.2,3.7,2.1,3.6,1.6,3.5,2.5,4.1,1.7,2.3,32.8
Joel,Matip,DEF,LIV,5500000,6,30,3.0,5.454545454545451e-07,5.45454545454545e-06,0,101900,1,16,0,0,0,0,0,5.5,3549,0,0,30,0,0.7,0,4.0,1,0,4,0,0,2.4,55384,0,0,0,0,900,6559,0,0,206,West Ham,Southampton,Chelsea,Stoke,Brighton,1.9,3.3,3.0,1.9,2.1,3.2,4.2,2.0,1.5,2.8,3.2,2.1,2.7,1.8,2.0,3.2,2.3,4.1,3.9,1.5,3.4,2.9,1.5,3.6,2.1,3.6,2.3,4.0,30.9
