FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4400000,0,0,0.0,0.0,0.0,0,8909,0,0,0,0,0,0,0,0.0,573,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,3906,0,0,0,0,0,452,0,0,0,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tammy,Abraham,FWD,SWA,5700000,13,39,4.9,8.596491228070179e-07,6.8421052631578906e-06,0,187897,0,6,0,0,0,4,0,6.8,14933,2,-1,39,-2,1.4,0,7.7,8,0,4,0,0,12.0,653849,0,0,0,1,625,285168,1,0,130,Leicester,Arsenal,Brighton,Burnley,Bournemouth,6.0,3.8,6.8,6.2,6.9,5.8,6.3,5.8,4.2,6.5,6.5,5.2,7.0,3.5,5.7,6.1,7.0,5.8,4.6,5.9,6.7,5.5,4.4,4.4,5.7,6.5,5.5,4.1,6.3,6.8,44.8
Charlie,Adam,MID,STK,4800000,0,0,0.0,0.0,0.0,0,4574,0,0,0,0,0,0,0,0.0,227,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1468,0,0,0,0,0,131,0,0,0,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adam Smith,DEF,BOU,4800000,1,13,1.6,3.3333333333333304e-07,2.70833333333333e-06,0,28128,2,11,0,0,0,0,0,2.7,1027,-2,0,13,2,0.6,0,2.7,0,0,1,0,0,0.5,2233,0,0,0,0,624,273,0,0,100,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,0.8,1.1,0.8,1.6,0.8,1.1,1.0,1.8,0.8,1.5,0.8,1.9,1.1,0.9,1.9,0.8,1.0,1.5,0.9,1.3,0.8,1.1,1.7,1.3,2.4,0.8,1.1,1.0,0.9,0.9,18.7
,Adrian,GLK,WHU,4400000,0,0,0.0,0.0,0.0,0,10847,0,0,0,0,0,0,0,0.0,635,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,1323,0,0,0,0,0,76,0,0,0,Brighton,Crystal Palace,Liverpool,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim,Afellay,MID,STK,4900000,0,2,0.0833333333333333,1.70068027210884e-08,4.08163265306122e-07,0,809,1,6,0,0,0,0,0,0.4,73,-1,0,2,1,0.1,0,0.7,0,0,0,0,0,0.0,583,0,0,0,0,62,109,0,0,4,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Benik,Afobe,FWD,BOU,5700000,0,7,0.29166666666666696,5.1169590643274906e-08,1.2280701754386e-06,0,25407,0,3,0,0,0,0,0,1.2,674,-3,0,7,3,0.1,0,0.7,0,0,0,0,0,0.2,3030,0,0,0,0,177,163,0,0,20,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.1
Sergio,Aguero,FWD,MCI,11500000,0,52,8.7,7.56521739130435e-07,4.52173913043478e-06,0,1393897,0,1,0,0,0,6,0,4.5,18125,0,0,52,0,0.3,0,3.7,8,0,4,0,3,9.3,1233272,0,0,0,1,466,151276,0,0,219,Burnley,West Brom,Arsenal,Leicester,Huddersfield,10.6,11.3,13.0,11.2,11.5,10.1,13.0,9.9,12.3,9.0,12.5,11.4,11.4,9.9,10.8,11.9,12.0,12.5,12.1,9.0,10.0,11.0,12.8,11.4,11.2,12.4,10.2,10.3,11.7,13.0,80.0
Nathan,Ake,DEF,BOU,4900000,2,19,2.4,4.89795918367347e-07,3.8775510204081595e-06,0,224032,1,12,0,0,0,0,0,3.9,6131,-1,0,19,1,0.8,0,4.0,4,0,1,0,0,3.8,32095,0,0,0,0,712,1891,0,0,134,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,1.4,2.1,1.4,2.8,1.5,2.1,2.0,2.6,1.2,2.7,1.2,3.3,2.1,1.8,3.2,1.3,1.9,2.7,1.8,2.4,1.2,2.1,3.0,2.4,3.6,1.3,2.1,2.0,1.8,1.8,22.6
Marc,Albrighton,MID,LEI,5500000,1,17,2.1,3.8181818181818203e-07,3.09090909090909e-06,0,113093,2,10,0,0,0,0,0,3.1,7850,0,0,17,0,0.3,0,1.7,0,0,2,0,1,1.9,113191,0,0,0,0,588,1016,0,0,79,Swansea,Everton,Stoke,Man City,West Ham,1.9,2.5,1.0,1.0,1.1,1.1,1.6,1.3,1.6,2.2,1.4,1.4,1.0,1.9,1.5,1.1,1.7,1.9,1.0,2.0,2.5,1.0,2.9,1.0,2.0,1.4,1.5,1.5,2.6,1.3,25.1
Toby,Alderweireld,DEF,TOT,6000000,7,34,4.3,7.16666666666667e-07,5.66666666666667e-06,0,242426,3,5,0,0,0,0,0,5.7,14850,0,0,34,0,0.8,0,4.7,3,0,5,0,0,12.3,143043,0,0,0,0,720,18041,0,0,174,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,4.8,3.9,5.3,3.6,5.2,4.2,6.4,4.7,5.8,4.3,5.7,3.4,5.9,5.2,3.7,6.0,3.6,4.6,5.7,6.0,4.9,5.0,4.2,5.9,4.9,2.6,5.7,3.8,5.7,3.7,24.9
Trent,Alexander-Arnold,DEF,LIV,4300000,0,1,0.0416666666666667,9.68992248062015e-09,2.3255813953488398e-07,0,126648,2,8,0,0,0,0,0,0.2,7282,-2,1,1,2,0.0,0,0.0,0,0,0,0,0,1.3,65784,0,0,0,0,270,1100,-1,0,38,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7
Joe,Allen,MID,STK,5300000,0,16,2.3,4.33962264150943e-07,3.0188679245282997e-06,0,135342,3,11,0,0,0,0,0,3.0,12070,-2,0,16,2,0.2,0,1.0,1,0,1,0,1,1.7,14775,0,0,0,0,623,91,0,0,84,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,0.0,1.6,2.5,1.2,1.6,2.1,2.3,1.5,1.6,3.0,2.1,1.3,1.6,2.4,1.2,2.2,1.3,1.6,2.3,1.4,1.8,1.2,2.9,1.2,1.4,1.2,1.9,1.2,2.6,2.0,26.5
Bamidele,Alli,MID,TOT,9400000,3,38,4.8,5.1063829787234e-07,4.04255319148936e-06,0,1026642,1,5,0,0,0,2,0,4.0,197369,-1,0,38,1,0.5,0,4.3,2,0,5,0,2,22.2,422974,0,0,0,1,711,4702,0,0,104,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,4.7,4.0,5.8,4.9,4.7,6.0,6.3,5.1,5.1,4.5,6.4,3.9,6.5,7.2,6.0,6.8,3.7,4.6,7.2,6.5,4.9,6.4,5.2,6.5,5.3,2.6,4.9,3.0,5.3,5.4,64.9
Marcos,Alonso,DEF,CHE,7000000,1,33,4.1,5.85714285714286e-07,4.7142857142857105e-06,0,538535,3,8,0,0,0,2,0,4.7,52257,0,0,33,0,0.1,0,1.0,3,0,2,0,0,16.4,528069,0,0,0,1,688,11419,0,0,151,Watford,Bournemouth,Man Utd,West Brom,Liverpool,3.8,4.5,3.7,5.2,4.1,3.2,4.3,4.3,5.2,3.5,3.9,5.8,4.7,3.1,3.8,5.2,4.9,6.1,5.2,3.5,3.8,5.4,5.2,3.7,5.8,5.5,4.9,4.6,4.8,4.4,51.7
Daniel,Amartey,MID,LEI,4400000,0,1,0.0416666666666667,9.46969696969697e-09,2.2727272727272702e-07,0,9887,0,2,0,0,0,0,0,0.2,784,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.3,8205,0,0,0,0,18,510,0,0,2,Swansea,Everton,Stoke,Man City,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7106,0,3,0,0,0,0,0,1.2,86,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3612,0,0,0,0,198,1,0,0,11,Chelsea,Stoke,Everton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,23058,0,0,0,0,0,0,0,0.0,3510,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,37155,0,0,0,0,0,4291,0,0,0,Newcastle,West Ham,Tottenham,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7500000,8,24,3.4,4.53333333333333e-07,3.2e-06,0,41902,1,6,0,0,0,1,0,3.2,2458,0,0,24,0,0.5,0,4.0,1,0,3,0,1,0.8,68920,0,0,0,0,544,18559,0,0,63,Brighton,Crystal Palace,Liverpool,Watford,Leicester,4.4,2.4,4.1,2.3,4.6,2.7,1.7,3.6,5.1,1.7,4.4,2.3,2.1,4.1,1.9,5.1,4.8,1.7,2.8,1.7,3.0,3.7,3.4,3.5,2.4,4.4,1.7,2.5,2.0,5.0,38.4
Scott,Arfield,MID,BUR,4900000,1,17,0.708333333333333,1.4455782312925197e-07,3.4693877551020403e-06,0,9512,3,4,0,0,0,1,0,3.5,1950,-1,0,17,1,0.3,0,1.7,3,0,2,0,0,0.3,19745,0,0,0,1,406,694,0,0,48,Man City,Newcastle,Southampton,Swansea,Arsenal,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.1
Marko,Arnautovic,MID,WHU,6900000,1,4,0.166666666666667,2.4154589371980698e-08,5.79710144927536e-07,0,90217,0,10,0,0,0,0,0,0.6,1737,-1,0,4,1,0.1,0,1.0,0,0,0,0,0,0.7,30880,0,0,0,0,264,1081,0,1,9,Brighton,Crystal Palace,Liverpool,Watford,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.1
Harry,Arter,MID,BOU,4900000,0,8,1.6,3.26530612244898e-07,1.63265306122449e-06,0,26796,2,9,0,0,0,0,0,1.6,1102,-1,0,8,1,0.0,0,0.0,0,0,0,0,0,0.5,8075,0,0,0,0,450,173,0,0,63,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,0.8,1.0,0.8,1.3,1.1,1.0,1.0,0.9,0.8,1.2,0.8,1.8,1.7,0.8,2.1,0.8,0.9,1.3,0.8,1.4,0.8,0.8,1.2,0.8,1.6,0.8,0.9,1.0,1.3,0.8,13.8
Christian,Atsu,MID,NEW,5100000,5,29,3.6,7.058823529411759e-07,5.68627450980392e-06,0,204241,0,8,0,0,0,1,0,5.7,14655,1,0,29,-1,0.6,0,3.0,2,0,1,0,2,4.7,305889,0,0,0,0,652,34808,0,0,79,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,4.7,3.5,5.1,1.8,2.7,2.7,3.6,4.5,5.0,2.4,2.7,2.4,4.3,2.7,4.2,2.1,3.6,3.6,3.2,3.5,2.2,3.4,3.3,4.1,3.2,5.4,3.9,4.0,3.4,3.5,39.3
Serge,Aurier,DEF,TOT,5900000,0,-1,-0.0416666666666667,-7.062146892655369e-09,-1.6949152542372902e-07,0,21183,0,2,0,0,0,0,0,-0.2,962,-1,0,-1,1,-0.1,0,-0.7,0,0,0,0,0,0.2,25155,0,0,0,0,96,1477,0,1,2,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Charlie,Austin,FWD,SOU,6200000,1,12,0.5,8.06451612903226e-08,1.93548387096774e-06,0,62811,0,0,0,0,0,1,0,1.9,1757,-3,0,12,3,0.2,0,1.0,2,0,0,0,0,0.4,17672,0,0,0,0,69,470,0,0,40,West Brom,Brighton,Burnley,Liverpool,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.3
Andre,Ayew,MID,WHU,7000000,0,21,3.0,4.28571428571429e-07,3e-06,0,63065,1,7,0,0,0,1,0,3.0,3932,0,0,21,0,0.1,0,1.0,2,0,1,0,1,1.3,26507,0,0,0,0,367,1031,0,0,78,Brighton,Crystal Palace,Liverpool,Watford,Leicester,3.7,1.9,3.5,1.8,3.9,2.2,1.5,3.0,4.5,1.5,3.7,1.9,1.7,3.4,1.6,4.3,4.1,1.5,2.3,1.5,2.4,3.1,2.8,2.9,1.9,3.7,1.5,2.1,1.6,4.3,18.8
Jordan,Ayew,FWD,SWA,5000000,5,23,2.9,5.8e-07,4.6e-06,0,141910,0,8,0,0,0,1,0,4.6,14740,0,0,23,0,0.6,0,3.0,0,0,4,0,1,3.6,209583,0,0,0,0,720,20444,0,0,85,Leicester,Arsenal,Brighton,Burnley,Bournemouth,2.8,1.6,3.3,2.9,3.4,2.7,3.3,2.7,1.8,3.3,3.6,2.3,3.5,1.4,2.6,2.9,3.4,2.7,2.0,2.7,3.3,2.5,1.9,1.9,2.6,3.3,2.5,1.7,3.0,3.7,29.0
Cesar,Azpilicueta,DEF,CHE,6600000,-1,40,5.0,7.575757575757579e-07,6.06060606060606e-06,0,243012,1,8,0,0,0,0,0,6.1,38421,1,0,40,-1,0.8,0,5.0,5,0,3,0,4,15.1,399456,1,0,0,1,720,35193,0,0,206,Watford,Bournemouth,Man Utd,West Brom,Liverpool,5.2,5.9,5.0,6.7,5.5,4.3,5.7,5.8,6.8,4.8,5.2,7.1,6.2,4.3,5.1,6.4,6.4,7.5,6.7,4.7,5.2,6.6,6.8,5.0,7.5,7.1,6.5,6.1,6.4,5.8,37.8
Eric,Bailly,DEF,MUN,6200000,0,38,6.3,1.01612903225806e-06,6.12903225806452e-06,0,444816,2,2,0,0,0,1,0,6.1,167709,2,0,38,-2,0.3,0,2.0,3,0,5,0,0,12.7,515713,0,0,0,1,540,776,0,0,157,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.0,8.3,8.1,9.1,9.4,8.9,4.7,6.8,9.4,7.0,5.6,8.4,8.1,5.9,9.4,7.8,8.7,9.3,6.6,8.4,7.1,9.4,6.3,7.6,5.8,9.4,6.7,9.4,6.6,8.1,23.2
Leighton,Baines,DEF,EVE,5800000,2,15,1.9,3.27586206896552e-07,2.58620689655172e-06,0,255409,1,13,0,0,0,0,0,2.5,16975,-2,1,15,2,0.3,0,1.7,0,0,1,0,0,5.8,37794,0,0,0,0,713,726,-1,0,113,Arsenal,Leicester,Watford,Crystal Palace,Southampton,2.3,1.0,1.4,2.2,1.5,2.3,1.9,1.0,1.0,1.1,1.4,1.4,1.1,1.3,1.6,2.0,1.4,1.0,2.8,1.8,1.4,2.4,1.0,1.0,1.9,1.1,1.6,1.4,1.3,1.0,26.9
Tiemoue,Bakayoko,MID,CHE,5100000,9,23,3.3,6.47058823529412e-07,4.50980392156863e-06,0,54259,1,5,0,0,0,1,0,4.6,18182,1,-1,23,-1,1.1,0,5.7,3,0,1,0,1,2.5,139864,0,0,0,0,492,53372,1,0,108,Watford,Bournemouth,Man Utd,West Brom,Liverpool,0.0,3.6,2.2,2.9,2.4,3.1,3.2,2.9,3.2,2.4,4.0,3.2,3.2,2.6,3.4,2.6,4.0,3.6,2.9,2.0,2.4,3.6,3.6,1.9,4.2,4.0,3.0,4.3,2.9,3.3,26.8
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1108,0,0,0,0,0,0,0,0.0,41,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,466,0,0,0,0,0,29,0,0,0,West Ham,Southampton,Swansea,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Bardsley,DEF,BUR,4300000,0,0,0.0,0.0,0.0,0,4309,0,0,0,0,0,0,0,0.0,195,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,768,0,0,0,0,0,57,0,0,0,Man City,Newcastle,Southampton,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,8668,0,0,0,0,0,0,0,0.0,144,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,625,0,0,0,0,0,26,0,0,0,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5200000,1,6,0.25,4.80769230769231e-08,1.15384615384615e-06,0,29379,1,0,0,0,0,0,0,1.2,977,-3,0,6,3,0.2,0,1.0,0,0,0,0,0,0.4,3553,0,0,0,0,127,340,0,0,17,Man City,Newcastle,Southampton,Swansea,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.0
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,229,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,29,0,0,0,0,0,3,0,0,0,Leicester,Arsenal,Brighton,Burnley,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,2,16,2.3,5.11111111111111e-07,3.55555555555556e-06,0,59723,0,9,0,0,0,0,0,3.6,3976,0,0,16,0,0.4,0,2.0,0,0,2,0,0,1.6,40430,0,0,0,0,630,1877,0,0,74,Southampton,Man City,Huddersfield,Chelsea,Tottenham,1.9,1.2,1.4,1.7,1.6,2.3,2.6,2.2,1.2,1.6,1.2,2.8,3.3,1.3,2.3,2.0,1.2,1.7,1.7,2.1,1.7,2.4,1.7,1.8,2.2,1.2,2.1,1.5,1.3,1.7,25.6
Kyle,Bartley,DEF,SWA,4400000,0,3,0.125,2.84090909090909e-08,6.81818181818182e-07,0,4549,0,1,0,0,0,0,0,0.7,90,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,658,0,0,0,0,75,11,0,0,18,Leicester,Arsenal,Brighton,Burnley,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,1,3,0.6,7.40740740740741e-08,3.7037037037037e-07,0,102763,0,6,0,0,0,0,0,0.4,32849,-4,0,3,4,0.1,0,0.7,0,0,0,0,0,0.9,67307,1,0,0,0,154,2276,0,0,5,Watford,Bournemouth,Man Utd,West Brom,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.0
Jan,Bednarek,DEF,SOU,4300000,0,0,0.0,0.0,0.0,0,6794,0,0,0,0,0,0,0,0.0,215,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,811,0,0,0,0,0,57,0,0,0,West Brom,Brighton,Burnley,Liverpool,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,2,22,2.8,6.22222222222222e-07,4.88888888888889e-06,0,102933,1,12,0,29,0,0,0,4.9,5642,0,0,22,0,0.7,0,3.0,0,0,1,0,0,4.0,32818,0,0,0,0,720,1672,0,0,140,Stoke,Chelsea,Newcastle,Huddersfield,Swansea,1.8,2.7,1.8,3.5,1.9,2.7,2.5,3.1,1.4,3.4,1.5,4.1,2.7,2.3,4.0,1.7,2.4,3.3,2.3,3.0,1.4,2.6,3.7,3.0,4.2,1.6,2.6,2.5,2.3,2.3,20.8
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,8665,0,0,0,0,0,0,0,0.0,167,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,581,0,0,0,0,0,9,0,0,0,Chelsea,Stoke,Everton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,1,34,4.3,7.288135593220341e-07,5.7627118644067805e-06,0,316926,1,10,0,0,0,0,0,5.8,21127,-1,0,34,1,1.1,0,6.7,4,0,4,0,1,10.6,144841,0,0,0,1,720,16658,0,0,156,Everton,Swansea,Man City,Tottenham,Burnley,2.2,5.0,2.2,5.5,2.8,6.4,5.5,3.1,2.2,6.0,6.4,3.0,2.8,5.6,2.2,6.4,2.3,5.6,3.3,4.4,2.7,5.7,2.2,6.4,5.3,2.2,6.4,2.2,5.6,2.8,33.8
Yohan,Benalouane,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,2102,0,0,0,0,0,0,0,0.0,104,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,471,0,0,0,0,0,51,0,0,0,Swansea,Everton,Stoke,Man City,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,0,9,1.5,1.97368421052632e-07,1.18421052631579e-06,0,366436,3,11,0,0,0,0,0,1.2,4321,-4,0,9,4,0.1,0,0.7,0,0,0,0,0,2.2,27542,0,0,0,0,521,91,0,0,-11,Newcastle,West Ham,Tottenham,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.5,0.8,0.8,0.8,1.5,0.8,0.9,0.8,0.8,0.8,1.1,1.0,0.8,0.9,0.8,0.8,1.2,0.8,1.5,1.1,1.2,1.0,1.2,21.3
Saido,Berahino,FWD,STK,5800000,0,8,2.0,3.44827586206897e-07,1.37931034482759e-06,0,26471,0,1,0,0,0,0,0,1.4,963,-2,0,8,2,0.0,1,0.0,0,0,2,0,1,0.3,10552,0,0,0,0,220,386,0,0,16,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,2.4,1.6,2.0,1.1,1.6,2.0,1.3,1.1,1.2,2.3,1.9,1.0,1.1,1.8,1.0,1.7,1.3,1.2,2.3,1.1,1.4,1.3,2.3,1.0,1.0,1.0,1.4,1.0,2.5,1.1,10.9
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,199,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,21,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,Everton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
