FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jairo,Riedewald,DEF,CRY,4800000,1,4,0.166666666666667,3.47222222222222e-08,8.33333333333333e-07,0,14092,0,4,0,0,0,0,0,0.8,222,-2,0,4,2,0.1,0,0.7,0,0,0,0,0,0.1,414,0,0,0,0,124,13,0,0,27,Newcastle,West Ham,Tottenham,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.5
Matt,Ritchie,MID,NEW,6000000,2,30,3.8,6.33333333333333e-07,5e-06,0,228644,3,8,0,0,0,0,0,5.0,23285,0,0,30,0,0.3,0,2.0,3,0,2,0,4,4.9,303472,0,0,0,1,717,17343,0,0,147,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,5.1,3.8,5.5,2.0,2.9,2.9,3.9,4.8,5.4,2.6,3.0,2.6,4.6,2.9,4.6,2.3,3.9,3.9,3.5,3.8,2.4,3.7,3.6,4.4,3.4,5.7,4.2,4.3,3.7,3.8,56.6
Andrew,Robertson,DEF,LIV,4800000,0,11,0.4583333333333329,9.548611111111109e-08,2.29166666666667e-06,0,88760,0,1,0,0,0,0,0,2.3,5175,-2,0,11,2,0.0,0,0.0,3,0,1,0,0,1.1,57439,0,0,0,0,180,118,0,0,47,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,241,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,37,0,0,0,0,0,1,0,0,0,Man City,Newcastle,Southampton,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4400000,0,0,0.0,0.0,0.0,0,5814,0,0,0,0,0,0,0,0.0,270,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,629,0,0,0,0,0,33,0,0,0,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,0,7,0.29166666666666696,5.95238095238095e-08,1.4285714285714301e-06,0,34055,1,2,0,0,0,1,0,1.4,2526,-1,0,7,1,0.2,0,1.0,1,0,0,0,0,0.4,15116,0,0,0,0,136,270,0,1,29,Southampton,Man City,Huddersfield,Chelsea,Tottenham,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,11.2
Jay,Rodriguez,FWD,WBA,5700000,2,18,2.3,4.03508771929825e-07,3.1578947368421102e-06,0,126462,2,9,0,0,0,1,0,3.1,8291,-3,1,18,3,0.4,0,2.0,0,0,3,0,0,1.0,46854,0,0,0,0,707,1057,-1,0,42,Southampton,Man City,Huddersfield,Chelsea,Tottenham,1.8,1.5,1.4,1.5,1.5,2.2,3.0,1.5,1.2,1.8,2.0,2.7,2.9,1.2,2.8,1.9,1.4,1.6,1.5,2.0,2.1,2.4,1.7,1.7,1.5,1.2,2.4,1.4,1.2,2.2,33.7
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,1382,0,0,0,0,0,0,0,0.0,50,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,244,0,0,0,0,0,41,0,0,0,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,4588,0,0,0,0,0,0,0,0.0,149,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,548,0,0,0,0,0,40,0,0,0,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6100000,2,13,1.9,3.11475409836066e-07,2.13114754098361e-06,0,74598,1,6,0,0,0,1,0,2.1,2129,-4,0,13,4,0.5,0,3.0,0,0,0,0,0,0.6,11330,0,0,0,0,340,984,0,0,33,Southampton,Man City,Huddersfield,Chelsea,Tottenham,1.4,1.1,1.0,1.1,1.1,1.6,2.3,1.1,1.0,1.3,1.5,2.1,2.2,1.0,2.1,1.4,1.0,1.2,1.1,1.5,1.5,1.8,1.2,1.3,1.1,1.0,1.8,1.0,1.0,1.6,11.1
Wayne,Rooney,FWD,EVE,7300000,9,32,4.0,5.47945205479452e-07,4.38356164383562e-06,0,859912,3,9,0,0,0,3,0,4.4,35165,-2,1,32,2,0.5,0,3.7,9,0,1,0,0,9.9,501740,0,0,0,0,610,17246,-1,0,114,Arsenal,Leicester,Watford,Crystal Palace,Southampton,5.9,3.7,3.9,4.7,4.4,5.7,4.6,3.2,3.6,3.7,3.6,3.6,4.1,4.2,3.7,5.0,5.2,2.2,5.9,4.7,4.0,5.8,4.5,3.7,5.2,3.7,4.9,3.4,3.8,2.9,50.6
Danny,Rose,DEF,TOT,6400000,0,0,0.0,0.0,0.0,0,15308,0,0,0,0,0,0,0,0.0,307,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,2127,0,0,0,0,0,901,0,0,0,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,0,3,0.125,3.125e-08,7.5e-07,0,100387,0,3,0,0,0,0,0,0.8,7166,0,0,3,0,0.0,0,0.0,0,0,0,0,0,3.1,107661,0,0,0,0,163,2083,0,0,22,West Ham,Southampton,Swansea,Stoke,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5300000,0,5,0.208333333333333,3.93081761006289e-08,9.43396226415094e-07,0,3803,1,3,0,0,0,0,0,0.9,200,-2,0,5,2,0.0,0,0.0,0,0,1,0,0,0.1,1076,0,0,0,0,133,43,0,0,8,Leicester,Arsenal,Brighton,Burnley,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.4
Antonio,Rudiger,DEF,CHE,5900000,0,22,3.7,6.27118644067797e-07,3.72881355932203e-06,0,63673,2,6,0,0,0,0,0,3.7,6236,-1,0,22,1,0.5,0,3.0,2,0,2,0,1,2.0,26345,0,0,0,0,540,2409,0,0,120,Watford,Bournemouth,Man Utd,West Brom,Liverpool,3.3,3.8,3.2,4.5,3.5,2.7,3.6,3.7,4.5,3.0,3.3,5.1,4.1,2.7,3.2,4.5,4.2,5.3,4.5,2.9,3.3,4.9,4.5,3.1,5.1,4.8,4.3,4.0,4.2,3.7,16.1
Mathew,Ryan,GLK,BHA,4500000,3,27,3.4,7.555555555555559e-07,6e-06,0,13406,0,10,0,24,0,0,0,6.0,898,0,0,27,0,1.1,0,5.0,2,0,2,0,0,0.7,11033,0,0,0,1,720,1870,0,0,142,West Ham,Southampton,Swansea,Stoke,Man Utd,2.3,3.5,2.5,4.4,1.7,5.1,4.5,3.0,3.4,3.7,3.7,3.1,2.3,4.6,3.0,3.7,3.2,5.1,2.3,3.2,5.1,2.0,1.9,3.7,4.6,3.6,3.6,2.9,3.6,2.1,16.5
Abdelhamid,Sabiri,MID,HUD,5000000,0,8,0.33333333333333304,6.66666666666667e-08,1.6e-06,0,538,1,2,0,0,0,0,0,1.6,90,0,0,8,0,0.1,0,0.7,0,0,1,0,1,0.0,774,0,0,0,0,158,23,0,0,24,Man Utd,Liverpool,West Brom,Bournemouth,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.0
Henri,Saivet,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,1305,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1599,0,0,0,0,0,51,0,0,0,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,1,13,0.5416666666666671,9.84848484848485e-08,2.36363636363636e-06,0,8400,2,6,0,0,0,1,0,2.4,1541,0,0,13,0,0.4,0,2.0,1,0,0,0,1,0.2,8716,0,0,0,0,115,812,0,0,39,Brighton,Crystal Palace,Liverpool,Watford,Leicester,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,11.9
Mamadou,Sakho,DEF,CRY,4900000,7,7,0.29166666666666696,5.95238095238095e-08,1.4285714285714301e-06,0,5339,0,10,0,0,0,0,0,1.4,531,-1,0,7,1,0.5,0,2.3,2,0,0,0,1,0.2,9831,0,0,0,0,270,4099,0,0,55,Newcastle,West Ham,Tottenham,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Bakary,Sako,MID,CRY,4900000,0,4,0.166666666666667,3.40136054421769e-08,8.16326530612245e-07,0,2790,0,5,0,0,0,0,0,0.8,291,-1,0,4,1,0.2,0,1.0,0,0,0,0,0,0.1,1651,0,0,0,0,103,275,0,0,19,Newcastle,West Ham,Tottenham,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.3
Mohamed,Salah,MID,LIV,9200000,3,46,5.8,6.30434782608696e-07,5e-06,0,790489,0,7,0,0,0,4,0,5.0,101995,2,0,46,-2,0.4,0,4.0,4,0,2,0,2,31.6,1074161,0,0,0,2,589,34545,0,0,130,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,6.0,8.2,5.0,7.2,7.3,4.9,4.5,8.7,8.0,5.8,4.5,8.1,8.7,6.3,5.5,7.1,5.5,6.2,6.9,8.7,8.5,3.5,6.1,6.1,6.1,8.7,5.0,8.5,6.4,8.5,79.2
Renato,Sanches,MID,SWA,4900000,0,6,0.25,5.10204081632653e-08,1.22448979591837e-06,0,107778,1,2,0,0,0,0,0,1.2,14099,-1,0,6,1,0.1,0,0.7,0,0,1,0,0,1.2,164603,0,0,0,0,220,452,0,0,27,Leicester,Arsenal,Brighton,Burnley,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.5
Alexis,Sanchez,MID,ARS,11800000,0,15,3.0,2.5423728813559297e-07,1.27118644067797e-06,0,156980,1,3,0,0,0,0,0,1.3,23868,-2,1,15,2,0.3,0,3.7,0,0,2,0,2,2.1,105415,0,0,0,0,272,817,-1,0,58,Everton,Swansea,Man City,Tottenham,Burnley,1.6,3.8,1.5,2.6,1.5,3.7,2.9,1.6,1.5,3.9,3.6,1.5,1.5,3.2,1.5,4.2,1.9,4.4,1.5,2.2,1.5,2.5,1.5,3.8,3.1,1.5,4.5,1.5,3.2,1.5,34.9
Davinson,Sanchez,DEF,TOT,6000000,6,26,1.08333333333333,1.80555555555556e-07,4.33333333333333e-06,0,6269,0,2,0,0,0,0,0,4.3,920,0,0,26,0,0.7,0,4.3,0,0,4,0,0,0.4,17818,0,0,0,0,451,2920,0,0,130,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,0.5,0.5,1.3,0.5,0.6,0.5,1.0,0.5,0.8,0.5,0.7,0.5,0.8,0.6,0.5,0.8,0.5,0.5,0.7,1.4,0.5,0.6,0.5,0.8,0.5,0.5,0.7,0.5,0.7,0.5,13.0
,Sandro,FWD,EVE,7200000,0,7,0.29166666666666696,4.0509259259259304e-08,9.72222222222222e-07,0,66055,0,7,0,0,0,0,0,1.0,1083,-3,0,7,3,0.0,0,0.3,0,0,1,0,0,0.4,4255,0,0,0,0,215,186,0,0,12,Arsenal,Leicester,Watford,Crystal Palace,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.5
Leroy,Sane,MID,MCI,8500000,10,47,1.9583333333333302,2.30392156862745e-07,5.52941176470588e-06,0,272751,1,3,0,0,0,4,0,5.6,15237,0,-1,47,0,1.1,0,9.7,5,0,2,0,3,9.7,505250,0,0,0,2,406,121797,1,0,149,Burnley,West Brom,Arsenal,Leicester,Huddersfield,1.1,1.2,2.4,1.4,1.3,1.1,2.1,1.0,2.0,1.0,2.0,1.4,1.6,1.0,1.0,1.5,1.3,1.6,1.6,1.0,1.1,1.2,1.5,1.8,1.0,1.5,1.5,1.2,1.4,1.8,63.6
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2527,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,119,0,0,0,0,0,1,0,0,0,Man Utd,Liverpool,West Brom,Bournemouth,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,0,1,0.0416666666666667,9.46969696969697e-09,2.2727272727272702e-07,0,315,0,0,0,0,0,0,0,0.2,33,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.0,426,0,0,0,0,18,18,-1,0,5,West Ham,Southampton,Swansea,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1
Christopher,Schindler,DEF,HUD,4600000,0,32,4.0,8.695652173913041e-07,6.95652173913044e-06,0,122812,2,9,0,0,0,0,0,7.0,17406,1,0,32,-1,0.7,0,3.0,6,0,4,0,0,4.7,289630,0,0,0,2,720,1136,0,0,191,Man Utd,Liverpool,West Brom,Bournemouth,Man City,4.2,3.4,5.6,3.7,3.2,2.5,3.1,6.0,4.3,5.4,4.7,5.2,4.3,3.0,6.0,3.6,5.3,2.7,5.3,4.4,5.0,3.7,5.8,3.6,4.4,4.3,4.6,4.3,3.1,6.0,32.2
Jeffrey,Schlupp,DEF,CRY,4700000,2,7,0.29166666666666696,6.20567375886525e-08,1.48936170212766e-06,0,10497,1,11,0,0,0,0,0,1.5,287,-3,1,7,3,0.1,0,0.7,0,0,0,0,0,0.2,1625,0,0,0,0,417,543,-1,0,46,Newcastle,West Ham,Tottenham,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,17.7
Kasper,Schmeichel,GLK,LEI,5000000,2,35,4.4,8.8e-07,7.000000000000001e-06,0,67543,1,13,0,26,0,0,0,7.0,6462,0,0,35,0,0.9,0,4.7,6,0,2,0,0,4.2,81468,0,0,1,1,720,3490,0,0,166,Swansea,Everton,Stoke,Man City,West Ham,4.3,5.1,4.0,3.9,3.9,4.9,5.1,4.0,5.2,6.5,5.0,5.9,3.7,6.2,5.0,5.1,3.5,4.4,3.4,6.0,6.2,4.9,6.6,4.8,5.6,4.8,4.8,5.1,6.6,5.5,20.0
Morgan,Schneiderlin,MID,EVE,4900000,2,11,1.6,3.26530612244898e-07,2.24489795918367e-06,0,39166,1,11,0,0,0,0,0,2.2,2053,-1,0,11,1,0.3,0,1.7,0,0,1,0,0,0.7,13835,0,0,0,0,599,561,0,1,91,Arsenal,Leicester,Watford,Crystal Palace,Southampton,2.0,0.8,0.8,1.0,1.1,1.8,1.2,0.8,0.8,1.2,0.9,0.8,0.9,0.8,0.9,1.1,1.4,0.8,1.5,0.9,0.9,1.3,0.8,0.8,1.1,1.2,1.3,0.8,0.9,0.8,17.1
Kyle,Scott,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,2583,0,0,0,0,0,0,0,0.0,778,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3315,0,0,0,0,0,1257,0,0,0,Watford,Bournemouth,Man Utd,West Brom,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6000000,2,27,3.4,5.66666666666667e-07,4.5e-06,0,189469,1,18,0,0,0,1,0,4.5,29672,0,0,27,0,0.5,0,2.7,2,0,0,0,2,4.4,205521,0,0,0,0,650,15892,0,0,116,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,0.0,0.0,4.3,2.0,3.0,3.8,4.0,2.8,3.0,5.0,3.8,2.5,3.0,4.1,1.7,3.9,2.6,3.0,4.1,2.7,3.3,2.3,4.8,2.0,2.6,2.3,3.4,1.8,4.5,3.7,57.6
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,3043,0,0,0,0,0,0,0,0.0,206,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1501,0,0,0,0,0,108,0,0,0,Huddersfield,Tottenham,Chelsea,Newcastle,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4900000,0,10,0.4166666666666671,8.50340136054422e-08,2.04081632653061e-06,0,56067,0,2,0,0,0,0,0,2.0,2344,-1,0,10,1,0.0,0,0.0,0,0,1,0,0,0.8,11086,0,0,0,0,270,35,0,0,45,Bournemouth,Watford,Leicester,Brighton,Crystal Palace,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,10.4
Jonjo,Shelvey,MID,NEW,5300000,2,8,0.33333333333333304,6.289308176100629e-08,1.50943396226415e-06,0,66435,0,5,0,0,0,0,0,1.5,1117,-2,0,8,2,0.6,0,3.0,1,0,0,0,1,0.5,8454,0,0,0,0,270,2277,0,1,36,Crystal Palace,Burnley,Bournemouth,Man Utd,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.8
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1410,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,48,0,0,0,0,0,1,0,0,0,Tottenham,Huddersfield,West Ham,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,16571,0,0,0,0,0,0,0,0.0,528,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,1211,0,0,0,0,0,70,0,0,0,West Ham,Southampton,Swansea,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8200000,2,13,1.9,2.31707317073171e-07,1.58536585365854e-06,0,273082,0,13,0,0,0,0,0,1.6,16214,-3,0,13,3,0.2,0,2.0,0,0,0,0,0,2.7,83075,0,0,0,0,569,600,0,0,69,Arsenal,Leicester,Watford,Crystal Palace,Southampton,2.5,1.1,1.0,1.3,1.4,2.2,1.6,1.0,1.1,1.6,1.2,1.0,1.3,1.1,1.2,1.5,1.8,1.0,1.9,1.2,1.3,1.7,1.0,1.0,1.5,1.6,1.7,1.1,1.2,1.0,43.0
Danny,Simpson,DEF,LEI,4500000,2,19,2.4,5.33333333333333e-07,4.2222222222222194e-06,0,120337,0,13,0,0,0,0,0,4.2,7900,0,0,19,0,0.7,0,3.0,0,0,2,0,0,4.2,81694,0,0,0,0,703,4861,0,0,127,Swansea,Everton,Stoke,Man City,West Ham,1.6,2.1,1.5,1.4,1.5,2.0,2.0,1.5,2.1,3.6,2.0,2.5,1.4,2.7,2.0,2.1,1.3,1.7,1.2,2.6,2.7,1.9,3.2,2.0,2.3,1.9,1.9,2.8,3.2,2.3,23.6
Joshua,Sims,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,3381,0,0,0,0,0,0,0,0.0,297,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4466,0,0,0,0,0,241,0,0,0,West Brom,Brighton,Burnley,Liverpool,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome,Sinclair,FWD,WAT,4900000,0,0,0.0,0.0,0.0,0,6520,0,0,0,0,0,0,0,0.0,417,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,4550,0,0,0,0,0,483,0,0,0,Chelsea,Stoke,Everton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moussa,Sissoko,MID,TOT,5400000,1,18,2.3,4.25925925925926e-07,3.3333333333333304e-06,0,18177,0,3,0,0,0,1,0,3.3,3240,-1,0,18,1,0.6,0,3.0,0,0,2,0,0,0.5,21027,0,0,0,0,333,2310,0,0,71,Liverpool,Man Utd,Crystal Palace,Arsenal,West Brom,1.5,1.2,1.9,1.5,1.4,2.0,2.2,1.6,1.6,1.4,2.2,1.2,2.3,2.7,2.1,2.5,1.2,1.4,2.7,2.3,1.5,2.2,1.6,2.3,1.7,1.2,1.5,1.2,1.7,1.8,30.4
Jiri,Skalak,MID,BHA,4800000,0,0,0.0,0.0,0.0,0,1306,0,0,0,0,0,0,0,0.0,63,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,296,0,0,0,0,0,13,0,0,0,West Ham,Southampton,Swansea,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam,Slimani,FWD,LEI,6800000,4,9,0.375,5.51470588235294e-08,1.32352941176471e-06,0,17948,0,2,0,0,0,0,0,1.3,831,-2,0,9,2,0.3,0,1.7,0,0,0,0,1,0.3,7886,0,0,0,0,107,835,0,0,21,Swansea,Everton,Stoke,Man City,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.2
