FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Thibaut,Courtois,GLK,CHE,5900000,2,110,4.1,6.94915254237288e-07,1.86440677966102e-05,0,318993,1,20,0,52,0,0,0,18.6,10303,4,0,110,-4,0.4,0,2.3,0,0,13,0,0,15.5,471287,0,230,0,1,2430,5287,0,0,477,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,4.4,5.4,4.8,4.7,3.5,5.7,3.6,5.2,4.6,4.9
Philippe,Coutinho,MID,LIV,8300000,2,97,1.19753086419753,1.44280827011751e-07,1.1686746987951801e-05,0,2271930,2,21,0,0,0,6,0,11.8,8731,3,-1,97,-3,0.5,0,4.3,11,0,4,0,6,19.4,2200971,0,459,0,2,1455,99051,1,0,369,Burnley,Man City,Everton,Bournemouth,Stoke,1.0,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.8
Aaron,Cresswell,DEF,WHU,5200000,1,43,2.4,4.615384615384621e-07,8.26923076923077e-06,0,27259,2,23,0,0,0,0,0,8.3,472,-3,0,43,3,0.3,0,1.3,1,0,4,0,1,0.5,32697,0,514,0,0,1559,7590,0,1,245,Bournemouth,Leicester,Hull City,Arsenal,Swansea,2.3,2.1,2.1,2.4,2.2,1.6,2.2,2.1,2.5,3.1,1.4
Peter,Crouch,FWD,STK,4900000,5,59,3.1,6.3265306122449e-07,1.20408163265306e-05,0,213416,0,19,0,0,0,4,0,12.0,53263,-1,0,59,1,0.4,0,2.0,6,0,3,0,3,5.4,396018,0,47,0,2,1020,5353,0,0,184,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,2.9,2.7,2.3,4.0,4.3,3.1,3.6,2.7,3.3,2.6
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,53866,0,0,0,0,0,0,0,0.0,54,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,749,0,8,0,0,0,4,0,0,0,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4636,0,0,0,0,0,0,0,0.0,27,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1050,0,0,0,0,0,18,0,0,0,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,2,94,4.1,8.039215686274509e-07,1.8431372549019602e-05,0,535341,1,38,0,0,0,3,0,18.4,5753,1,0,94,-1,0.3,0,1.3,12,0,6,0,3,8.5,696821,0,491,0,4,2070,37289,0,0,488,West Ham,Swansea,Southampton,Liverpool,Chelsea,5.8,5.0,4.5,4.8,5.2,3.5,5.3,3.6,5.8,5.5,3.0
Scott,Dann,DEF,CRY,5200000,1,59,2.8,5.384615384615379e-07,1.1346153846153801e-05,0,288197,2,36,0,0,0,3,0,11.3,2162,-3,0,59,3,0.1,0,0.7,4,0,2,0,1,2.5,108610,0,480,0,2,1730,187,0,0,302,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,2.5,2.5,2.9,3.3,2.6,3.2,3.0,2.7,3.2,2.2
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2141,0,0,0,0,0,0,0,0.0,34,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,964,0,0,0,0,0,25,0,0,0,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,0,35,0.432098765432099,8.641975308641971e-08,7.000000000000001e-06,0,83776,2,5,0,0,0,0,0,7.0,395,-5,0,35,5,0.0,0,0.0,3,0,4,0,0,0.7,33875,0,257,0,0,762,25,0,0,169,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,David Luiz,DEF,CHE,6300000,2,95,4.1,6.50793650793651e-07,1.5079365079365101e-05,0,131761,5,16,0,0,0,1,0,15.1,10067,3,0,95,-3,0.2,0,1.3,4,0,12,0,0,5.1,278816,0,0,0,1,2070,1916,0,0,470,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,4.4,5.4,4.8,4.7,3.5,5.7,3.6,5.2,4.6,4.9
Ben,Davies,DEF,TOT,4700000,5,32,0.39506172839506204,8.40556868925663e-08,6.80851063829787e-06,0,17919,1,7,0,0,0,0,0,6.8,1259,-3,0,32,3,0.9,0,4.0,1,0,3,0,1,0.6,29448,0,192,0,0,761,3044,0,0,175,Southampton,Burnley,Swansea,Watford,Bournemouth,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Curtis,Davies,DEF,HUL,4900000,0,36,1.6,3.26530612244898e-07,7.346938775510201e-06,0,109094,3,46,0,0,0,0,0,7.3,511,-1,0,36,1,0.0,0,0.0,3,0,1,0,2,1.4,99416,1,0,0,1,1941,299,0,0,341,Swansea,Everton,West Ham,Middlesbrough,Man City,1.3,0.8,1.7,1.3,0.9,1.0,1.2,1.0,1.2,1.2,1.5
Tom,Davies,MID,EVE,4400000,2,34,0.419753086419753,9.539842873176211e-08,7.727272727272729e-06,0,46325,2,5,0,0,0,1,0,7.7,5411,-1,0,34,1,0.6,0,2.7,0,0,5,0,2,2.8,163085,0,0,0,0,703,5137,0,0,122,West Brom,Hull City,Liverpool,Man Utd,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Steven,Davis,MID,SOU,5100000,2,50,2.4,4.7058823529411793e-07,9.803921568627451e-06,0,39875,2,24,0,0,0,0,0,9.8,194,-4,0,50,4,0.5,0,2.5,0,0,6,0,2,0.4,6011,0,535,0,0,1730,71,0,0,306,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,0.0,1.2,2.0,1.8,1.3,1.5,1.2,2.7,1.2,1.6,2.1
Craig,Dawson,DEF,WBA,4800000,1,62,2.4,5e-07,1.29166666666667e-05,0,77403,8,33,0,0,0,1,0,12.9,734,-2,0,62,2,0.6,0,3.0,3,0,5,0,0,1.4,28251,0,433,0,0,2286,1599,0,0,350,Everton,Arsenal,Man Utd,Watford,Southampton,1.5,2.9,1.5,1.5,2.8,3.2,1.8,2.3,1.3,2.4,1.8
Michael,Dawson,DEF,HUL,4200000,0,43,2.9,6.9047619047619e-07,1.0238095238095199e-05,0,47920,3,27,0,0,0,3,0,10.0,2269,-3,1,43,3,0.0,0,0.0,4,0,1,0,0,0.5,59711,1,0,0,2,1350,160,-1,0,251,Swansea,Everton,West Ham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,2.5,3.0,2.6,3.0,3.0,3.5
Kevin,De Bruyne,MID,MCI,10500000,4,126,4.8,4.571428571428571e-07,1.2e-05,0,1174545,4,25,0,0,0,4,0,12.0,61244,0,0,126,0,0.2,1,2.3,21,0,7,0,12,7.3,1143854,0,546,0,3,1998,1750,0,0,510,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,4.2,3.8,3.8,6.6,4.4,5.2,5.2,4.9,6.6,5.7
David,de Gea,GLK,MUN,5400000,2,96,3.7,6.85185185185185e-07,1.77777777777778e-05,0,843414,2,22,0,53,0,0,0,17.8,15681,-1,0,96,1,0.8,0,4.5,2,0,10,0,0,33.4,403431,0,368,0,1,2340,7166,0,0,415,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,3.8,4.8,4.1,3.4,4.2,3.0,4.1,4.6,3.3,4.5
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5946,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,277,0,129,0,0,0,5,0,0,0,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,14517,0,0,0,0,0,0,0,0.0,263,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15491,0,0,0,0,0,23,0,0,0,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,1,58,2.4,5.454545454545451e-07,1.31818181818182e-05,0,96768,6,26,0,0,0,2,0,13.2,10231,-1,0,58,1,0.5,0,2.0,2,0,6,0,0,1.7,157712,0,0,0,1,2028,769,0,0,275,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,1.9,1.5,1.9,2.8,1.5,1.3,1.5,1.2,2.0,1.2
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3378,0,0,0,0,0,0,0,0.0,12,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2411,0,0,0,0,0,3,0,0,0,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.0123456790123457,2.68384326355341e-09,2.1739130434782601e-07,0,10448,0,0,0,0,0,0,0,0.2,54,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,1973,0,11,0,0,15,15,0,0,2,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6800000,5,108,4.0,5.882352941176471e-07,1.5882352941176503e-05,0,566578,6,46,0,0,0,9,0,15.9,28641,-2,0,108,2,0.8,0,5.3,16,0,4,0,3,5.8,612588,0,629,0,1,2326,11614,0,0,387,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,4.1,5.6,5.0,3.2,5.5,4.6,5.6,4.1,3.2,4.7
Jermain,Defoe,FWD,SUN,7700000,2,142,5.3,6.88311688311688e-07,1.84415584415584e-05,0,1413870,1,49,0,0,0,14,0,18.4,136446,7,1,142,-7,0.3,0,2.0,24,0,4,0,3,22.4,2042607,0,595,0,6,2422,8174,-1,0,468,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,8.0,6.0,6.0,6.4,7.4,5.7,7.6,6.2,7.5,4.7
Steven,Defour,MID,BUR,5700000,0,51,0.62962962962963,1.10461338531514e-07,8.94736842105263e-06,0,30944,1,13,0,0,0,1,0,8.9,130,-3,0,51,3,0.0,0,0.0,6,0,5,0,3,0.2,30689,0,0,0,0,986,27,0,0,231,Liverpool,Sunderland,Tottenham,Stoke,Middlesbrough,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,0,45,2.1,4.375e-07,9.375e-06,0,36724,7,32,0,0,0,0,0,9.4,751,-2,0,45,2,0.1,0,0.3,3,0,3,0,2,0.5,14347,0,366,0,1,1791,25,0,0,294,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,1.6,1.6,1.8,2.1,1.6,2.1,1.9,1.7,2.1,1.4
Fabian,Delph,MID,MCI,4700000,1,5,0.0617283950617284,1.31337010769635e-08,1.0638297872340401e-06,0,6782,0,1,0,0,0,0,0,1.1,23,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.1,1625,0,156,0,0,44,20,0,0,16,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,2,48,0.592592592592593,1.09739368998628e-07,8.88888888888889e-06,0,25161,5,14,0,0,0,0,0,8.9,1238,-1,0,48,1,0.4,0,2.3,4,0,9,0,1,0.5,30646,0,473,0,0,1462,564,0,0,305,Southampton,Burnley,Swansea,Watford,Bournemouth,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jason,Denayer,DEF,SUN,4700000,0,36,0.444444444444444,9.456264775413711e-08,7.65957446808511e-06,0,4086,2,20,0,0,0,0,0,7.7,65,-3,0,36,3,-0.1,0,-0.7,2,0,4,0,0,0.1,2118,1,0,0,0,1229,21,0,0,205,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7721,1,1,0,0,0,0,0,0.4,26,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1035,0,259,0,0,24,8,0,0,6,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,132716,1,6,0,0,0,0,0,2.2,153,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19070,0,283,0,0,460,18,0,0,53,West Brom,Hull City,Liverpool,Man Utd,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,810,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,248,0,0,0,0,0,26,0,0,0,Swansea,Everton,West Ham,Middlesbrough,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,2,54,2.2,4.4e-07,1.0800000000000002e-05,0,398390,4,18,0,0,0,0,0,10.8,1955,-5,0,54,5,0.4,0,2.0,0,0,11,0,0,4.3,36435,0,526,0,0,2071,352,0,0,300,Southampton,Burnley,Swansea,Watford,Bournemouth,0.0,1.9,1.1,1.1,2.5,1.9,1.2,1.4,1.1,1.8,1.4
Adama,Diomande,FWD,HUL,4500000,1,41,2.0,4.44444444444444e-07,9.11111111111111e-06,0,478952,1,27,0,0,0,2,0,9.1,6700,0,0,41,0,0.2,0,0.7,2,0,2,0,0,4.3,529827,0,0,0,0,1162,3209,0,0,126,Swansea,Everton,West Ham,Middlesbrough,Man City,2.1,1.0,1.9,1.8,1.3,1.1,2.0,1.3,2.2,1.4,2.0
Mame Biram,Diouf,FWD,STK,5700000,3,33,1.7,2.98245614035088e-07,5.78947368421053e-06,0,34848,3,21,0,0,0,0,0,5.8,298,-3,0,33,3,0.2,0,1.0,0,0,4,0,2,0.3,17918,0,245,0,0,1029,77,0,0,121,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,1.1,1.0,0.8,1.7,1.9,1.2,1.5,1.0,1.3,1.0
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1169,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,105,0,0,0,0,0,0,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,1.3,3.0232558139534897e-07,5.58139534883721e-06,0,16453,4,35,0,0,0,0,0,5.6,185,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,12014,0,0,0,0,1577,51,0,1,281,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,1.0,0.6,0.6,0.6,1.2,0.8,1.2,0.7,0.9,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,6,17,0.20987654320987698,4.56253354804079e-08,3.69565217391304e-06,0,1026,2,11,0,0,0,1,0,3.7,24,-4,0,17,4,0.4,0,2.0,0,0,1,0,0,0.0,405,0,0,0,0,457,72,0,0,80,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,4900000,0,50,0.6172839506172839,1.25976316452507e-07,1.0204081632653099e-05,0,53059,1,16,0,0,0,1,0,10.2,241,-6,0,50,6,0.1,0,0.7,3,0,4,0,2,0.3,18178,0,0,0,0,1255,15,0,0,223,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,186,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,239,0,0,0,0,0,8,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,1,52,2.5,4.71698113207547e-07,9.81132075471698e-06,0,319874,4,36,0,0,0,1,0,9.8,2533,-2,0,52,2,0.7,0,3.7,3,0,4,0,1,3.8,79371,0,592,0,0,1833,1068,0,0,298,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,1.2,2.4,3.1,1.2,1.5,2.2,1.2,2.9,1.2,2.3
Nathan,Dyer,MID,SWA,4700000,0,12,0.148148148148148,3.1520882584712406e-08,2.5531914893617e-06,0,7659,0,11,0,0,0,0,0,2.6,55,-3,0,12,3,0.1,0,0.3,0,0,0,0,1,0.1,1798,0,64,0,0,214,14,0,0,47,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,132,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,395,0,0,0,0,0,52,0,0,0,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0246913580246914,5.61167227833894e-09,4.54545454545455e-07,0,242,0,0,0,0,0,0,0,0.5,4,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,243,0,0,0,0,8,5,0,0,6,Burnley,Man City,Everton,Bournemouth,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,0,12,0.148148148148148,3.29218106995885e-08,2.66666666666667e-06,0,226,0,4,0,0,0,0,0,2.7,71,0,0,12,0,0.3,0,1.3,0,0,1,0,0,0.0,1318,0,0,0,0,345,131,0,0,71,Swansea,Everton,West Ham,Middlesbrough,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,585,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,988,0,0,0,0,0,24,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,2,42,1.9,4.1304347826086996e-07,9.13043478260869e-06,0,21956,2,47,0,0,0,0,0,9.1,64,-4,0,42,4,0.4,0,1.7,1,0,1,0,1,0.2,7992,0,0,0,0,1853,287,0,1,307,Swansea,Everton,West Ham,Middlesbrough,Man City,1.4,1.0,1.0,1.7,1.0,1.0,1.9,1.0,2.0,1.0,1.4
Mohamed,Elneny,MID,ARS,4500000,0,22,0.271604938271605,6.03566529492455e-08,4.88888888888889e-06,0,32301,1,8,0,0,0,0,0,4.9,192,-5,0,22,5,0.1,0,0.5,0,0,2,0,1,0.4,10183,0,134,0,0,556,45,0,0,117,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,136,0,0,0,0,0,0,0,0.0,19,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,253,0,0,0,0,0,20,0,0,0,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25111,0,0,0,0,0,0,0,0.0,170,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15245,0,4,0,0,0,27,0,0,0,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8600000,2,144,5.5,6.3953488372093e-07,1.67441860465116e-05,0,885853,0,19,0,0,0,5,0,16.6,82716,1,1,144,-1,0.6,0,5.0,17,0,11,0,13,13.3,986037,0,738,0,4,2268,6109,-1,0,529,Southampton,Burnley,Swansea,Watford,Bournemouth,0.0,7.1,4.8,5.1,8.2,7.2,5.2,6.1,3.8,7.0,5.7
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,98,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,114,0,0,0,0,0,8,0,0,0,Burnley,Watford,Leicester,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,5000000,0,10,0.12345679012345698,2.46913580246914e-08,2e-06,0,532,0,3,0,0,0,0,0,2.0,89,0,0,10,0,0.1,0,0.3,0,0,2,0,0,0.0,741,0,0,0,0,268,7,0,0,53,Swansea,Everton,West Ham,Middlesbrough,Man City,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,1,50,2.5,5.68181818181818e-07,1.13636363636364e-05,0,361201,6,24,0,0,0,1,0,11.4,1484,-1,0,50,1,0.5,0,2.0,3,0,3,0,1,4.4,238841,0,343,0,1,1687,1718,0,0,310,Everton,Arsenal,Man Utd,Watford,Southampton,1.6,3.0,1.6,1.6,3.0,3.4,1.9,2.4,1.3,2.5,1.9
Lukasz,Fabianski,GLK,SWA,4800000,1,71,2.6,5.41666666666667e-07,1.47916666666667e-05,0,147873,1,59,0,77,0,0,0,14.8,1524,-2,0,71,2,0.6,0,2.7,5,0,4,0,0,3.6,149265,0,366,1,0,2430,8413,0,0,439,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,2.3,2.5,2.7,2.8,2.9,1.8,3.0,1.8,2.5,1.8,3.0
,Fabio,DEF,MID,4400000,1,49,0.604938271604938,1.3748597081930401e-07,1.11363636363636e-05,0,18335,4,15,0,0,0,0,0,11.1,2752,-1,0,49,1,0.8,0,3.7,8,0,5,0,0,0.7,44330,0,0,0,0,1245,670,0,0,263,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,4,71,0.876543209876543,1.27035247808195e-07,1.02898550724638e-05,0,261174,5,9,0,0,0,3,0,10.3,3183,-6,0,71,6,0.8,0,5.7,8,0,2,0,9,2.0,88540,0,617,0,2,738,1666,0,0,302,Stoke,Crystal Palace,Man City,Bournemouth,Man Utd,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6
Adam,Federici,GLK,BOU,4400000,0,8,0.0987654320987654,2.24466891133558e-08,1.81818181818182e-06,0,3844,1,3,0,5,0,0,0,1.8,102,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2083,0,31,0,0,180,16,0,0,37,West Ham,Swansea,Southampton,Liverpool,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5000000,2,39,0.48148148148148107,9.629629629629631e-08,7.8e-06,0,143128,1,15,0,0,0,2,0,7.8,1330,-5,0,39,5,1.1,0,5.3,3,0,1,0,2,1.0,31821,0,0,0,1,749,4886,0,1,157,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,1,26,1.3,2.24137931034483e-07,4.48275862068966e-06,0,18804,6,12,0,0,0,0,0,4.5,101,-2,0,26,2,0.2,0,1.0,0,0,4,0,0,0.2,11639,0,164,0,0,907,45,0,0,160,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,0.6,0.6,0.7,0.8,0.6,0.6,0.7,0.6,0.6,0.6
Leroy,Fer,MID,SWA,4800000,4,77,3.3,6.875e-07,1.60416666666667e-05,0,647960,8,39,0,0,0,6,0,16.0,2957,-2,0,77,2,0.5,0,2.3,5,0,3,0,2,5.5,727458,0,107,0,2,1696,14891,0,0,338,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,3.2,2.4,3.6,3.0,2.1,3.2,3.3,2.8,3.3,3.4,3.1
Edimilson,Fernandes,MID,WHU,4800000,1,20,0.24691358024691396,5.1440329218107005e-08,4.16666666666667e-06,0,788,2,9,0,0,0,0,0,4.2,11,-2,0,20,2,0.2,0,1.0,0,0,1,0,0,0.0,808,0,0,0,0,486,11,0,0,67,Bournemouth,Leicester,Hull City,Arsenal,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,1,28,1.8,4.28571428571429e-07,6.66666666666667e-06,0,69041,4,30,0,0,0,0,0,6.7,1079,-3,0,28,3,1.0,0,4.0,1,0,2,0,1,1.7,42506,0,333,0,1,1440,9528,0,0,246,Hull City,Bournemouth,Middlesbrough,Tottenham,West Ham,1.3,1.4,1.5,1.6,1.7,1.0,1.8,1.0,1.4,1.0,1.8
,Fernandinho,MID,MCI,5300000,6,50,2.3,4.33962264150943e-07,9.43396226415094e-06,0,125535,3,18,0,0,0,1,0,9.4,2433,-2,0,50,2,0.6,0,3.0,3,0,6,0,1,1.4,78725,0,417,0,0,1855,489,0,2,316,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,1.2,1.2,1.2,2.4,1.3,1.7,1.7,1.5,2.4,1.9
,Fernando,MID,MCI,4700000,0,15,0.185185185185185,3.94011032308905e-08,3.1914893617021303e-06,0,15259,3,8,0,0,0,0,0,3.2,181,-3,0,15,3,0.0,0,0.0,1,0,1,0,0,0.2,7655,0,236,0,0,533,56,0,0,93,Liverpool,Arsenal,Chelsea,Hull City,Southampton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
