FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,6373,0,0,0,0,0,0,0,0.0,978,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1114,0,0,0,0,0,128,0,0,0,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tammy,Abraham,FWD,SWA,5500000,2,16,3.2,5.81818181818182e-07,2.90909090909091e-06,0,118052,0,4,0,0,0,1,0,2.9,27449,0,0,16,0,0.7,0,4.0,2,0,3,0,0,4.3,192404,0,0,0,0,400,54198,0,0,43,Watford,West Ham,Huddersfield,Leicester,Arsenal,1.6,2.9,1.6,2.4,2.8,2.1,4.1,3.0,3.2,3.6,1.6,1.6,4.0,2.2,3.0,4.8,1.6,3.3,2.6,2.6,3.7,1.6,4.3,3.7,3.2,1.6,2.8,3.4,2.6,3.4,1.6,4.4,2.7,19.0
Charlie,Adam,MID,STK,4800000,0,0,0.0,0.0,0.0,0,3521,0,0,0,0,0,0,0,0.0,501,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,853,0,0,0,0,0,245,-1,0,0,Chelsea,Southampton,Man City,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adam Smith,DEF,BOU,4900000,2,5,1.0,2.04081632653061e-07,1.0204081632653099e-06,0,22876,1,8,0,0,0,0,0,1.0,3172,-1,0,5,1,0.2,0,1.0,0,0,0,0,0,0.6,1414,0,0,0,0,370,140,0,0,53,Everton,Leicester,Tottenham,Stoke,Chelsea,0.5,0.5,0.8,0.5,0.6,0.5,0.6,0.7,0.5,0.5,1.0,0.5,0.9,0.5,1.3,0.7,0.5,0.8,0.5,0.5,0.9,0.5,0.6,0.5,0.6,0.8,1.0,1.3,0.5,0.5,0.6,0.5,0.5,9.9
,Adrian,GLK,WHU,4400000,0,0,0.0,0.0,0.0,0,8459,0,0,0,0,0,0,0,0.0,1191,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,862,0,0,0,0,0,208,0,0,0,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim,Afellay,MID,STK,4900000,0,0,0.0,0.0,0.0,0,573,0,0,0,0,0,0,0,0.0,57,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,136,0,0,0,0,0,25,0,0,0,Chelsea,Southampton,Man City,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benik,Afobe,FWD,BOU,5800000,1,5,0.33333333333333304,5.74712643678161e-08,8.620689655172409e-07,0,22100,0,1,0,0,0,0,0,0.9,1918,-2,0,5,2,0.1,0,0.7,0,0,0,0,0,0.3,2362,0,0,0,0,154,375,0,0,12,Everton,Leicester,Tottenham,Stoke,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.2
Sergio,Aguero,FWD,MCI,11700000,20,41,8.2,7.008547008547011e-07,3.5042735042735002e-06,0,250334,0,1,0,0,0,5,0,3.6,11410,2,-3,41,-2,0.9,0,10.0,6,0,3,0,2,25.8,934041,0,0,0,1,376,773967,3,0,180,Crystal Palace,Chelsea,Stoke,Burnley,West Brom,10.4,10.5,12.3,10.2,10.9,12.3,10.3,10.3,8.4,12.3,9.3,12.3,7.5,11.8,10.7,11.4,8.0,9.7,10.0,10.1,11.5,11.9,9.5,9.2,10.0,10.8,10.3,10.3,12.3,7.2,9.2,10.6,12.3,64.1
Nathan,Ake,DEF,BOU,5000000,2,7,1.4,2.8e-07,1.4e-06,0,186219,1,9,0,0,0,0,0,1.4,26607,0,0,7,0,0.2,0,1.0,1,0,0,0,0,4.5,25536,0,0,0,0,450,1720,0,0,77,Everton,Leicester,Tottenham,Stoke,Chelsea,0.7,1.0,1.4,0.7,1.0,0.7,1.1,1.2,0.9,0.9,1.6,0.7,1.4,0.7,2.0,1.2,0.8,1.3,0.7,0.7,1.6,0.7,1.0,0.7,1.0,1.4,1.6,2.0,0.7,0.8,1.0,0.7,0.7,14.9
Marc,Albrighton,MID,LEI,5500000,2,12,2.4,4.3636363636363604e-07,2.1818181818181803e-06,0,82397,0,6,0,0,0,0,0,2.2,16310,0,0,12,0,0.2,0,1.3,0,0,1,0,1,2.3,102510,0,0,0,0,345,2468,0,0,45,Liverpool,Bournemouth,West Brom,Swansea,Everton,3.0,1.5,2.0,3.2,3.5,1.2,1.6,1.2,1.4,2.2,1.4,1.8,2.9,1.7,2.3,1.2,2.3,1.5,1.3,1.8,2.2,1.2,2.8,3.2,1.2,3.5,1.2,2.4,1.4,1.7,2.0,3.6,1.9,13.6
Toby,Alderweireld,DEF,TOT,6000000,6,20,4.0,6.66666666666667e-07,3.3333333333333304e-06,0,159159,3,3,0,0,0,0,0,3.3,26433,0,0,20,0,0.7,0,4.3,2,0,3,0,0,13.5,105801,0,0,0,0,450,15848,0,0,109,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,4.2,4.9,3.7,4.0,3.7,3.8,3.4,3.8,3.6,6.0,4.4,3.9,4.1,5.0,2.6,5.7,6.0,3.2,6.0,2.3,3.8,3.7,6.0,3.1,4.8,2.9,5.3,4.8,2.0,5.8,2.7,6.0,2.7,17.4
Trent,Alexander-Arnold,DEF,LIV,4500000,2,1,0.3,6.66666666666667e-08,2.22222222222222e-07,0,91994,2,8,0,0,0,0,0,0.2,12737,0,0,1,0,0.1,0,0.3,0,0,0,0,0,2.0,61737,0,0,0,0,270,4167,0,0,38,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,20.7
Joe,Allen,MID,STK,5400000,6,13,2.6,4.81481481481482e-07,2.40740740740741e-06,0,89380,2,6,0,0,0,0,0,2.4,11207,-1,0,13,1,0.6,0,3.0,1,0,1,0,1,2.6,10656,0,0,0,0,443,2902,0,0,65,Chelsea,Southampton,Man City,Bournemouth,Watford,2.7,2.1,1.3,3.6,2.3,3.3,1.3,2.0,3.4,2.6,2.0,1.4,3.9,2.4,1.3,1.5,2.8,1.3,2.7,1.6,1.5,2.5,1.3,1.8,2.0,3.9,1.3,1.7,1.3,2.6,1.3,3.3,3.3,16.9
Bamidele,Alli,MID,TOT,9500000,3,25,5.0,5.263157894736841e-07,2.63157894736842e-06,0,532542,0,3,0,0,0,2,0,2.6,209719,0,0,25,0,0.5,0,5.0,2,0,3,0,0,30.9,348811,0,0,0,1,441,29714,0,0,76,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,5.7,6.2,5.7,5.3,4.5,4.7,6.1,3.3,6.3,7.5,4.8,3.6,6.2,6.8,2.8,7.5,7.5,5.7,7.5,2.8,5.1,6.5,7.5,3.9,7.0,4.1,6.9,5.4,2.6,6.1,2.5,6.2,5.1,44.6
Marcos,Alonso,DEF,CHE,7100000,6,30,6.0,8.450704225352109e-07,4.2253521126760595e-06,0,255041,2,5,0,0,0,2,0,4.2,62212,1,0,30,-1,0.7,0,4.7,3,0,2,0,0,21.1,486052,0,0,0,1,450,49331,0,0,122,Stoke,Man City,Crystal Palace,Watford,Bournemouth,7.0,5.1,8.1,6.4,7.2,6.8,8.0,5.7,6.0,7.8,6.4,7.3,7.0,6.5,8.2,9.0,5.0,7.5,7.8,8.8,9.0,8.0,5.5,6.1,7.9,7.5,6.6,9.0,9.0,8.1,9.0,9.0,7.7,38.1
Daniel,Amartey,MID,LEI,4400000,0,1,0.0666666666666667,1.5151515151515202e-08,2.2727272727272702e-07,0,6628,0,2,0,0,0,0,0,0.2,1438,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,4528,0,0,0,0,18,1836,0,0,2,Liverpool,Bournemouth,West Brom,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,6419,0,3,0,0,0,0,0,1.2,811,0,0,6,0,0.1,0,0.3,0,0,1,0,0,0.1,3604,0,0,0,0,198,4,0,0,11,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,9182,0,0,0,0,0,0,0,0.0,4113,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,16036,0,0,0,0,0,6810,0,0,0,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7500000,2,12,3.0,4e-07,1.6e-06,0,25539,1,5,0,0,0,0,0,1.6,8864,0,0,12,0,0.3,0,2.3,0,0,2,0,1,0.7,46092,0,0,0,0,337,3814,0,0,27,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,2.4,3.5,1.5,3.4,1.5,4.4,1.7,4.3,1.5,1.5,3.6,4.5,1.5,3.7,1.5,1.5,3.3,1.5,4.5,4.2,1.5,2.3,1.5,2.8,3.5,2.9,2.9,1.5,4.1,1.5,2.7,1.5,4.5,21.1
Scott,Arfield,MID,BUR,4900000,10,12,0.8,1.63265306122449e-07,2.44897959183673e-06,0,2782,1,3,0,0,0,1,0,2.4,1514,-1,0,12,1,0.8,0,4.0,3,0,0,0,0,0.2,8247,0,0,0,1,195,7913,0,0,41,Huddersfield,Everton,West Ham,Man City,Newcastle,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,9.0
Marko,Arnautovic,MID,WHU,6900000,1,1,0.0666666666666667,9.66183574879227e-09,1.44927536231884e-07,0,81274,0,7,0,0,0,0,0,0.1,3046,-1,0,1,1,0.0,0,0.3,0,0,0,0,0,0.7,24165,0,0,0,0,154,1439,0,1,1,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Harry,Arter,MID,BOU,4900000,2,8,1.6,3.26530612244898e-07,1.63265306122449e-06,0,16980,2,9,0,0,0,0,0,1.6,3284,-1,0,8,1,0.3,0,1.7,0,0,0,0,0,0.7,7281,0,0,0,0,450,880,0,0,63,Everton,Leicester,Tottenham,Stoke,Chelsea,0.9,1.6,1.0,0.8,1.2,0.8,1.2,1.8,1.1,0.9,1.0,0.8,1.7,0.8,2.4,2.0,0.8,2.1,0.8,0.8,1.5,0.8,1.3,0.8,0.8,1.0,1.2,1.6,0.8,0.9,0.9,1.1,0.8,13.8
Christian,Atsu,MID,NEW,5100000,9,20,4.0,7.843137254901959e-07,3.92156862745098e-06,0,111281,0,4,0,0,0,1,0,4.0,18969,1,-1,20,-1,1.0,0,5.3,2,0,1,0,1,5.0,225922,0,0,0,0,391,97621,1,0,55,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,3.5,5.4,4.7,5.3,4.1,5.7,2.3,2.7,3.5,4.2,5.3,6.0,3.4,3.2,3.2,4.1,2.9,4.2,3.5,4.1,5.1,3.4,4.2,2.7,3.4,5.0,4.4,3.7,6.0,4.7,3.9,5.6,4.3,28.0
Serge,Aurier,DEF,TOT,6000000,1,1,0.0666666666666667,1.1111111111111102e-08,1.66666666666667e-07,0,10643,0,0,0,0,0,0,0,0.2,3589,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.3,22522,0,0,0,0,27,3220,0,0,0,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Charlie,Austin,FWD,SOU,6300000,0,9,0.6,9.52380952380952e-08,1.4285714285714301e-06,0,54096,0,0,0,0,0,1,0,1.4,9638,-2,0,9,2,0.0,0,0.3,2,0,0,0,0,0.5,15545,0,0,0,0,50,381,0,0,34,Man Utd,Stoke,Newcastle,West Brom,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.5
Andre,Ayew,MID,WHU,7000000,1,18,3.6,5.14285714285714e-07,2.5714285714285703e-06,0,44464,0,7,0,0,0,1,0,2.6,9352,0,0,18,0,0.7,0,4.7,2,0,0,0,1,1.5,21100,0,0,0,0,266,3048,0,0,68,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,3.2,4.5,1.8,4.4,1.9,5.4,2.4,5.4,1.8,1.8,4.6,5.4,1.8,4.8,1.8,1.9,4.2,1.8,5.4,5.4,1.8,3.1,1.8,3.7,4.5,3.8,3.8,1.8,5.2,1.8,3.6,1.8,5.4,15.5
Jordan,Ayew,FWD,SWA,5000000,2,14,2.8,5.6e-07,2.8e-06,0,82155,0,5,0,0,0,1,0,2.8,18917,0,0,14,0,0.7,0,3.3,0,0,3,0,0,3.1,124875,0,0,0,0,450,46356,0,0,55,Watford,West Ham,Huddersfield,Leicester,Arsenal,1.4,2.4,1.4,1.9,2.3,1.7,3.4,2.4,2.6,3.0,1.4,1.4,3.3,1.8,2.5,4.2,1.4,2.7,2.1,2.1,3.1,1.4,3.6,3.0,2.6,1.4,2.2,2.8,2.1,2.8,1.4,3.7,2.2,17.3
Cesar,Azpilicueta,DEF,CHE,6500000,6,25,5.0,7.69230769230769e-07,3.84615384615385e-06,0,151037,1,5,0,0,0,0,0,3.8,21151,0,0,25,0,1.1,0,7.3,3,0,2,0,2,10.4,101100,0,0,0,0,450,44821,0,0,119,Stoke,Man City,Crystal Palace,Watford,Bournemouth,5.6,3.8,6.7,5.4,5.6,5.2,6.6,4.3,4.5,6.1,4.8,5.7,5.6,4.9,6.8,7.5,3.8,5.8,6.5,7.0,7.5,6.7,4.1,4.6,6.6,5.8,5.5,7.5,7.5,6.3,7.5,7.3,6.0,20.9
Eric,Bailly,DEF,MUN,6200000,5,32,6.4,1.03225806451613e-06,5.16129032258064e-06,0,141040,2,2,0,0,0,1,0,5.2,36716,2,0,32,-2,0.6,0,4.0,3,0,4,0,0,17.0,426823,0,0,0,1,450,43406,0,0,132,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,9.1,9.1,5.3,7.0,7.9,7.8,9.2,9.4,9.6,4.6,6.4,9.6,7.6,5.0,8.5,8.2,6.1,9.6,7.2,9.6,9.5,7.4,9.1,7.7,9.6,5.9,7.4,5.7,9.3,6.8,9.6,7.4,7.7,20.6
Leighton,Baines,DEF,EVE,5900000,0,10,2.0,3.3898305084745803e-07,1.69491525423729e-06,0,171751,0,10,0,0,0,0,0,1.7,40945,-1,1,10,1,0.1,0,0.7,0,0,1,0,0,7.5,31401,0,0,0,0,450,5891,-1,0,71,Bournemouth,Burnley,Brighton,Arsenal,Leicester,2.3,1.6,1.5,2.3,1.0,1.7,2.3,1.8,3.0,1.9,1.0,1.1,1.3,1.8,1.6,1.0,1.5,2.4,2.3,1.7,1.0,2.9,2.6,1.0,2.3,1.0,1.0,2.4,2.1,1.8,1.0,1.7,1.0,15.3
Tiemoue,Bakayoko,MID,CHE,5000000,1,6,1.5,3e-07,1.2e-06,0,22152,0,2,0,0,0,0,0,1.2,4922,0,0,6,0,0.3,0,1.3,0,0,0,0,0,0.7,26105,0,0,0,0,240,6243,0,0,38,Stoke,Man City,Crystal Palace,Watford,Bournemouth,0.8,0.8,1.2,0.8,1.0,0.8,0.8,0.8,0.8,0.9,0.8,0.8,0.8,1.1,0.8,1.1,0.8,1.2,0.8,1.4,1.4,0.8,0.8,0.8,1.2,0.9,0.8,2.0,1.1,0.9,2.0,1.3,0.9,9.7
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,863,0,0,0,0,0,0,0,0.0,154,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,278,0,0,0,0,0,86,-1,0,0,Newcastle,Arsenal,Everton,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Bardsley,DEF,BUR,4400000,0,0,0.0,0.0,0.0,0,3312,0,0,0,0,0,0,0,0.0,492,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,513,0,0,0,0,0,100,0,0,0,Huddersfield,Everton,West Ham,Man City,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,7772,0,0,0,0,0,0,0,0.0,542,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,523,0,0,0,0,0,49,0,0,0,Bournemouth,Burnley,Brighton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5300000,1,3,0.2,3.77358490566038e-08,5.66037735849057e-07,0,24566,1,0,0,0,0,0,0,0.6,2310,-2,0,3,2,0.2,0,1.0,0,0,0,0,0,0.4,2179,0,0,0,0,100,607,0,0,8,Huddersfield,Everton,West Ham,Man City,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,205,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,22,0,0,0,0,0,2,0,0,0,Watford,West Ham,Huddersfield,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,3,10,2.5,5.55555555555556e-07,2.22222222222222e-06,0,44027,0,4,0,0,0,0,0,2.2,6004,0,0,10,0,0.5,0,2.3,0,0,2,0,0,1.6,22162,0,0,0,0,360,5295,0,0,49,Arsenal,Watford,Leicester,Southampton,Man City,1.6,1.2,1.7,2.4,1.5,1.7,2.1,2.6,2.2,2.7,3.8,1.2,1.6,1.3,3.4,3.4,1.5,2.0,2.4,1.7,1.5,2.1,2.1,2.9,2.8,2.1,2.0,2.0,1.2,2.8,2.0,1.2,2.6,14.7
Kyle,Bartley,DEF,SWA,4400000,0,3,0.2,4.54545454545455e-08,6.81818181818182e-07,0,3919,0,1,0,0,0,0,0,0.7,455,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,617,0,0,0,0,75,29,0,0,18,Watford,West Ham,Huddersfield,Leicester,Arsenal,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,0,1,0.3,3.7037037037037e-08,1.23456790123457e-07,0,61170,0,4,0,0,0,0,0,0.1,2658,-4,1,1,4,0.0,0,0.3,0,0,0,0,0,0.5,4060,1,0,0,0,81,1289,-1,0,1,Stoke,Man City,Crystal Palace,Watford,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Jan,Bednarek,DEF,SOU,4300000,0,0,0.0,0.0,0.0,0,5702,0,0,0,0,0,0,0,0.0,698,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,544,0,0,0,0,0,127,-1,0,0,Man Utd,Stoke,Newcastle,West Brom,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,2,13,2.6,5.77777777777778e-07,2.8888888888888903e-06,0,74873,0,9,0,22,0,0,0,2.9,16069,0,0,13,0,0.6,0,2.7,0,0,0,0,0,4.5,27587,0,0,0,0,450,1929,0,0,89,Everton,Leicester,Tottenham,Stoke,Chelsea,1.3,2.6,3.4,1.5,2.7,1.7,2.9,3.1,2.4,2.5,3.0,1.3,3.4,1.3,3.9,2.9,2.2,3.3,1.3,1.9,3.6,1.6,2.7,1.3,2.7,3.3,3.7,3.8,1.3,2.3,2.7,1.9,1.6,14.9
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,7679,0,0,0,0,0,0,0,0.0,579,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,547,0,0,0,0,0,13,0,0,0,Swansea,West Brom,Arsenal,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,5,14,2.8,4.7457627118644104e-07,2.3728813559322004e-06,0,250779,1,8,0,0,0,0,0,2.4,25205,-1,0,14,1,0.6,0,3.7,0,0,2,0,0,10.1,57908,0,0,0,0,450,18828,0,0,80,West Brom,Brighton,Watford,Everton,Swansea,3.9,3.9,3.4,1.4,2.4,1.4,3.3,1.4,3.4,2.8,2.2,1.4,3.3,4.0,2.4,1.9,3.2,1.4,4.2,2.7,3.5,3.0,2.0,1.8,3.2,1.4,4.2,3.1,1.4,4.2,1.4,3.0,1.4,22.2
Yohan,Benalouane,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,1659,0,0,0,0,0,0,0,0.0,200,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,276,0,0,0,0,0,68,0,0,0,Liverpool,Bournemouth,West Brom,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7700000,2,7,1.4,1.81818181818182e-07,9.09090909090909e-07,0,306817,3,8,0,0,0,0,0,0.9,38530,-3,1,7,3,0.2,0,1.3,0,0,0,0,0,3.4,27072,0,0,0,0,450,1725,-1,0,-17,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.7,0.7,0.7,0.7,1.8,1.0,1.3,1.4,1.0,0.7,1.5,0.7,0.7,1.2,1.3,0.7,0.9,0.9,0.7,0.7,0.7,0.9,0.7,0.7,0.7,0.7,1.3,1.0,1.1,1.4,1.2,0.7,0.7,18.2
Saido,Berahino,FWD,STK,5900000,0,8,2.7,4.5762711864406795e-07,1.35593220338983e-06,0,20738,0,1,0,0,0,0,0,1.4,3754,-1,0,8,1,0.1,0,0.3,0,0,1,0,1,0.4,9240,0,0,0,0,151,677,0,0,22,Chelsea,Southampton,Man City,Bournemouth,Watford,2.2,2.0,1.4,4.1,2.6,3.7,1.9,2.2,3.9,1.6,2.0,1.8,4.1,2.6,1.4,1.4,2.5,1.4,2.7,1.9,2.0,3.5,1.5,1.7,2.1,3.9,1.4,1.7,1.4,3.0,1.4,3.6,2.4,8.2
