FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Marcus,Rashford,FWD,MUN,7500000,2,22,4.4,5.866666666666669e-07,2.93333333333333e-06,0,149197,0,2,0,0,0,2,0,2.9,37075,0,0,22,0,0.7,0,5.0,2,0,3,0,1,7.4,213691,0,0,0,0,307,73201,0,0,80,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,4.6,6.3,3.1,3.3,3.5,3.4,4.8,6.3,6.1,2.9,4.2,6.6,3.6,4.1,5.6,4.0,4.5,6.6,4.7,5.1,5.1,3.5,4.4,5.3,6.6,3.0,3.3,3.7,4.9,4.7,6.6,4.9,3.7,40.6
Nathan,Redmond,MID,SOU,6400000,3,15,3.0,4.6875e-07,2.34375e-06,0,194045,1,4,0,0,0,0,0,2.3,48864,-1,1,15,1,0.4,0,2.7,0,0,3,0,1,4.7,55839,0,0,0,0,444,3022,-1,0,41,Man Utd,Stoke,Newcastle,West Brom,Brighton,1.5,2.3,2.2,1.8,2.8,1.9,2.1,3.6,2.8,3.3,3.7,2.8,3.3,2.1,3.9,1.8,2.7,4.3,1.5,1.9,2.8,2.9,3.2,2.6,3.2,4.5,2.5,2.7,2.0,2.9,3.2,3.7,1.5,36.1
Winston,Reid,DEF,WHU,4900000,9,15,5.0,1.0204081632653099e-06,3.0612244897959202e-06,0,42964,0,4,0,0,0,0,0,3.1,1688,-1,0,15,1,1.0,0,5.0,3,0,2,0,0,0.9,5379,0,0,0,0,270,2957,0,0,70,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,7.0,6.0,2.5,7.5,3.1,7.5,5.7,7.2,2.5,2.5,7.3,7.5,2.5,7.4,2.5,5.0,7.5,2.5,7.5,7.5,2.9,6.8,2.5,4.9,6.9,6.7,7.0,2.7,7.5,2.5,5.3,2.5,7.5,7.1
Declan,Rice,DEF,WHU,4500000,0,3,0.2,4.444444444444441e-08,6.66666666666667e-07,0,768,0,5,0,0,0,0,0,0.7,222,0,0,3,0,0.2,0,0.7,0,0,0,0,0,0.0,1168,0,0,0,0,150,82,0,0,25,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
,Richarlison,MID,WAT,6000000,2,23,4.6,7.66666666666667e-07,3.833333333333329e-06,0,142572,0,8,0,0,0,1,0,3.8,38453,0,0,23,0,0.5,0,2.7,3,0,3,0,1,4.2,305900,0,0,0,1,390,13628,0,0,64,Swansea,West Brom,Arsenal,Chelsea,Stoke,6.9,5.6,5.2,6.4,3.6,6.6,6.2,6.3,2.3,2.3,6.2,6.9,2.8,5.6,3.9,2.6,5.7,2.3,5.8,4.9,2.7,5.2,4.6,2.4,5.6,4.6,4.4,2.6,5.6,3.7,6.9,3.0,4.1,36.8
Jairo,Riedewald,DEF,CRY,4900000,0,2,0.133333333333333,2.7210884353741497e-08,4.08163265306122e-07,0,12573,0,3,0,0,0,0,0,0.4,1133,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.2,358,0,0,0,0,99,19,0,0,21,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.6
Matt,Ritchie,MID,NEW,6000000,11,24,4.8,8e-07,4e-06,0,95205,3,4,0,0,0,0,0,4.1,18773,0,-1,24,0,1.2,0,7.3,3,0,2,0,4,5.9,224987,0,0,0,1,447,176697,1,0,100,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,4.6,6.9,6.1,6.5,5.3,7.2,3.1,3.6,4.6,5.5,6.8,7.2,4.6,4.2,4.3,5.4,3.9,5.4,4.7,5.4,6.3,4.5,5.5,3.6,4.5,6.4,5.7,4.8,7.2,5.6,5.1,7.0,5.6,36.4
Andrew,Robertson,DEF,LIV,4900000,2,11,0.733333333333333,1.4965986394557802e-07,2.24489795918367e-06,0,63541,0,1,0,0,0,0,0,2.2,8983,-1,0,11,1,0.1,0,0.7,3,0,1,0,0,1.6,56295,0,0,0,0,180,1589,0,0,47,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.6,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,204,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,31,0,0,0,0,0,5,0,0,0,Huddersfield,Everton,West Ham,Man City,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4400000,0,0,0.0,0.0,0.0,0,4529,0,0,0,0,0,0,0,0.0,610,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,445,0,0,0,0,0,93,0,0,0,Bournemouth,Burnley,Brighton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,4,0.266666666666667,5.4421768707482993e-08,8.16326530612245e-07,0,24748,1,0,0,0,0,1,0,0.8,2495,-1,0,4,1,0.1,0,0.3,1,0,0,0,0,0.5,7263,0,0,0,0,56,2741,0,1,20,Arsenal,Watford,Leicester,Southampton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.6
Jay,Rodriguez,FWD,WBA,5800000,2,12,2.4,4.1379310344827597e-07,2.06896551724138e-06,0,95775,2,4,0,0,0,1,0,2.0,20123,-2,1,12,2,0.5,0,3.0,0,0,3,0,0,1.3,34698,0,0,0,0,444,3783,-1,0,24,Arsenal,Watford,Leicester,Southampton,Man City,1.2,1.2,1.8,2.1,1.4,1.4,1.5,2.4,1.7,2.7,2.7,1.3,1.8,1.7,2.9,2.9,1.3,2.6,2.0,1.6,1.3,1.5,1.9,2.9,2.8,2.3,2.1,1.2,1.2,3.0,1.5,1.2,2.6,23.2
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,1182,0,0,0,0,0,0,0,0.0,88,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,162,0,0,0,0,0,25,0,0,0,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4900000,0,0,0.0,0.0,0.0,0,3767,0,0,0,0,0,0,0,0.0,387,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,356,0,0,0,0,0,69,0,0,0,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6100000,0,4,1.0,1.6393442622950802e-07,6.557377049180329e-07,0,65102,1,3,0,0,0,0,0,0.6,6841,-4,1,4,4,0.1,0,0.7,0,0,0,0,0,0.7,5183,0,0,0,0,152,621,-1,0,1,Arsenal,Watford,Leicester,Southampton,Man City,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.7,0.5,0.5,0.5,0.8,0.8,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.8,0.7,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.6,2.6
Wayne,Rooney,FWD,EVE,7500000,2,21,4.2,5.6e-07,2.8e-06,0,520247,3,7,0,0,0,2,0,2.8,127804,0,0,21,0,0.2,0,1.3,6,0,1,0,0,15.7,448269,0,0,0,0,440,86188,0,0,73,Bournemouth,Burnley,Brighton,Arsenal,Leicester,6.3,5.4,4.4,6.3,3.5,3.6,4.8,4.1,6.3,5.0,2.7,3.0,3.2,4.2,3.1,4.2,4.8,4.5,4.7,6.3,2.4,6.1,5.5,4.1,6.1,3.4,4.0,6.3,5.1,4.7,2.8,3.8,2.6,36.7
Danny,Rose,DEF,TOT,6400000,0,0,0.0,0.0,0.0,0,13165,0,0,0,0,0,0,0,0.0,1518,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,1039,0,0,0,0,0,83,0,0,0,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,1,3,0.2,5e-08,7.5e-07,0,68773,0,3,0,0,0,0,0,0.8,13743,0,0,3,0,0.3,0,1.0,0,0,0,0,0,3.4,86492,0,0,0,0,163,26662,0,0,22,Newcastle,Arsenal,Everton,West Ham,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5400000,0,5,1.3,2.40740740740741e-07,9.25925925925926e-07,0,2872,1,3,0,0,0,0,0,0.9,503,-1,0,5,1,0.1,0,0.3,0,0,1,0,0,0.1,901,0,0,0,0,133,87,0,0,8,Watford,West Ham,Huddersfield,Leicester,Arsenal,0.6,0.7,0.6,0.6,0.8,0.6,1.0,0.6,1.0,0.6,0.6,0.6,1.2,0.6,0.6,1.5,0.6,1.0,0.6,0.7,0.8,0.6,0.8,1.0,0.8,0.6,0.6,0.8,0.7,0.8,0.6,1.0,0.6,3.4
Antonio,Rudiger,DEF,CHE,5900000,0,13,3.3,5.59322033898305e-07,2.20338983050847e-06,0,45845,2,5,0,0,0,0,0,2.2,8408,-1,0,13,1,0.7,0,4.0,1,0,1,0,1,2.1,12744,0,0,0,0,360,4509,0,0,70,Stoke,Man City,Crystal Palace,Watford,Bournemouth,3.0,1.9,4.4,3.1,3.0,2.8,4.1,2.2,2.3,3.3,2.5,3.1,3.0,2.6,4.1,4.5,1.9,3.1,3.9,4.0,4.9,4.1,2.1,2.4,4.4,3.1,3.3,4.9,4.4,3.5,4.9,4.2,3.3,11.1
Mathew,Ryan,GLK,BHA,4500000,1,12,2.4,5.33333333333333e-07,2.66666666666667e-06,0,9220,0,7,0,8,0,0,0,2.7,1872,0,0,12,0,0.7,0,3.0,0,0,1,0,0,0.6,4452,0,0,0,0,450,695,0,0,70,Newcastle,Arsenal,Everton,West Ham,Southampton,2.2,1.2,2.4,1.4,2.0,3.1,3.1,1.2,3.3,2.9,1.7,3.4,1.9,2.1,2.0,1.8,2.7,2.4,2.1,2.7,3.6,1.7,1.5,2.7,1.4,1.3,2.0,2.3,3.1,2.1,1.8,1.8,1.2,5.1
Abdelhamid,Sabiri,MID,HUD,5000000,5,6,0.4,8e-08,1.2e-06,0,164,0,2,0,0,0,0,0,1.2,77,0,0,6,0,0.4,0,2.0,0,0,0,0,1,0.0,546,0,0,0,0,96,362,0,0,23,Burnley,Tottenham,Swansea,Man Utd,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.0
Henri,Saivet,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,1002,0,0,0,0,0,0,0,0.0,129,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1322,0,0,0,0,0,97,0,0,0,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,1,7,0.46666666666666706,8.48484848484848e-08,1.2727272727272698e-06,0,4861,1,5,0,0,0,0,0,1.3,1044,0,0,7,0,0.1,0,0.7,0,0,0,0,1,0.2,4614,0,0,0,0,88,700,0,0,11,Tottenham,Swansea,Burnley,Brighton,Crystal Palace,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,3.4
Mamadou,Sakho,DEF,CRY,4900000,0,0,0.0,0.0,0.0,0,3530,0,0,0,0,0,0,0,0.0,526,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4400,0,0,0,0,0,957,0,0,0,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,4900000,1,1,0.0666666666666667,1.36054421768707e-08,2.04081632653061e-07,0,2032,0,0,0,0,0,0,0,0.2,114,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.0,327,0,0,0,0,12,189,0,0,7,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Mohamed,Salah,MID,LIV,9200000,10,34,6.8,7.391304347826091e-07,3.69565217391304e-06,0,447506,0,4,0,0,0,3,0,3.7,54986,2,-1,34,-2,0.8,0,7.3,4,0,1,0,2,34.4,874850,0,0,0,2,339,190787,1,0,96,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,5.2,6.0,8.9,7.6,10.2,4.3,8.8,10.1,4.1,5.0,10.2,9.6,5.2,4.6,8.9,10.2,5.9,8.6,9.7,5.0,7.8,7.1,10.2,10.2,3.4,7.7,6.2,5.2,10.2,5.0,10.2,6.2,9.9,55.3
Renato,Sanches,MID,SWA,5000000,1,4,0.266666666666667,5.33333333333333e-08,8e-07,0,44924,0,0,0,0,0,0,0,0.8,17969,0,0,4,0,0.4,0,2.0,0,0,1,0,0,2.4,157712,0,0,0,0,125,11072,0,0,8,Watford,West Ham,Huddersfield,Leicester,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.3
Alexis,Sanchez,MID,ARS,11900000,1,4,1.3,1.0924369747899199e-07,3.3613445378151303e-07,0,108117,0,3,0,0,0,0,0,0.3,17242,-1,0,4,1,0.1,0,1.3,0,0,0,0,0,2.5,78832,0,0,0,0,100,14103,0,0,19,West Brom,Brighton,Watford,Everton,Swansea,0.8,0.9,0.6,0.6,0.9,0.6,0.6,0.6,1.0,0.7,0.6,0.6,1.0,1.3,0.6,0.6,0.9,0.6,1.3,1.0,1.6,0.6,0.6,0.6,0.6,0.6,1.2,0.7,0.6,1.9,0.6,0.9,0.6,9.9
Davinson,Sanchez,DEF,TOT,6000000,6,13,0.866666666666667,1.44444444444444e-07,2.16666666666667e-06,0,2502,0,0,0,0,0,0,0,2.2,1062,0,0,13,0,0.7,0,4.3,0,0,2,0,0,0.2,9870,0,0,0,0,181,4341,0,0,52,West Ham,Huddersfield,Bournemouth,Liverpool,Man Utd,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,1.1,0.4,0.4,0.4,0.5,0.4,0.6,0.9,0.4,0.8,0.4,0.4,0.4,1.1,0.4,0.4,0.4,0.5,0.4,0.4,0.6,0.4,0.7,0.4,4.0
,Sandro,FWD,EVE,7300000,1,6,0.4,5.479452054794519e-08,8.21917808219178e-07,0,59371,0,7,0,0,0,0,0,0.8,3573,-2,0,6,2,0.2,0,1.3,0,0,1,0,0,0.6,3086,0,0,0,0,207,1036,0,0,10,Bournemouth,Burnley,Brighton,Arsenal,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Leroy,Sane,MID,MCI,8200000,1,18,1.2,1.4634146341463402e-07,2.19512195121951e-06,0,206926,0,1,0,0,0,2,0,2.2,48442,-3,0,18,3,0.6,0,5.0,2,0,0,0,0,3.3,129123,0,0,0,1,143,25184,0,0,55,Crystal Palace,Chelsea,Stoke,Burnley,West Brom,0.8,0.7,0.7,0.6,0.6,1.1,0.6,0.6,0.6,1.4,0.6,1.5,0.6,0.9,0.7,0.9,0.6,0.6,0.6,0.6,0.7,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.9,0.6,0.6,0.6,0.8,19.3
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2217,0,0,0,0,0,0,0,0.0,195,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,106,0,0,0,0,0,3,0,0,0,Burnley,Tottenham,Swansea,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4500000,0,0,0.0,0.0,0.0,0,178,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,335,0,0,0,0,0,39,0,0,0,Newcastle,Arsenal,Everton,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher,Schindler,DEF,HUD,4600000,1,23,4.6,1e-06,5e-06,0,71050,1,3,0,0,0,0,0,5.0,17961,1,0,23,-1,0.6,0,2.7,3,0,3,0,0,4.2,215292,0,0,0,1,450,4888,0,0,120,Burnley,Tottenham,Swansea,Man Utd,Liverpool,4.6,5.5,6.9,5.0,3.3,6.5,4.4,3.7,2.8,3.8,6.6,5.7,6.9,6.4,6.9,5.3,3.1,6.9,4.4,6.9,3.1,6.6,5.7,6.9,4.4,6.4,4.8,5.5,5.4,5.1,6.1,3.6,6.7,20.7
Jeffrey,Schlupp,DEF,CRY,4800000,2,5,0.33333333333333304,6.94444444444444e-08,1.04166666666667e-06,0,8669,0,2,0,0,0,0,0,1.0,973,-2,0,5,2,0.3,0,1.3,0,0,0,0,0,0.2,913,0,0,0,0,186,237,0,0,31,Man City,Man Utd,Chelsea,Newcastle,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.8
Kasper,Schmeichel,GLK,LEI,5000000,2,21,4.2,8.4e-07,4.2000000000000004e-06,0,43068,1,9,0,19,0,0,0,4.2,12328,0,0,21,0,0.9,0,4.3,3,0,1,0,0,4.3,59635,0,0,1,0,450,5553,0,0,111,Liverpool,Bournemouth,West Brom,Swansea,Everton,6.3,3.3,6.2,5.9,5.7,3.3,3.5,2.8,5.3,4.9,3.7,5.2,6.1,4.7,6.3,2.4,5.6,3.9,5.2,2.8,4.2,2.6,6.3,6.2,4.6,6.2,4.5,5.4,3.5,5.1,4.7,6.3,6.2,15.0
Morgan,Schneiderlin,MID,EVE,5000000,2,6,1.5,3e-07,1.2e-06,0,31350,0,8,0,0,0,0,0,1.2,3086,0,0,6,0,0.3,0,1.3,0,0,1,0,0,0.8,10406,0,0,0,0,357,1498,0,1,47,Bournemouth,Burnley,Brighton,Arsenal,Leicester,1.6,1.0,0.8,1.9,0.8,0.8,0.9,0.8,2.2,1.1,0.8,0.8,1.0,1.1,0.8,0.8,0.8,0.9,0.9,1.5,0.8,1.4,1.1,0.8,1.0,0.8,0.8,1.5,1.7,1.2,0.8,0.8,0.8,6.8
Kyle,Scott,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,1092,0,0,0,0,0,0,0,0.0,185,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,995,0,0,0,0,0,132,0,0,0,Stoke,Man City,Crystal Palace,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,5900000,7,19,3.8,6.44067796610169e-07,3.22033898305085e-06,0,114113,0,6,0,0,0,1,0,3.2,14579,-1,0,19,1,0.9,0,5.3,2,0,0,0,1,3.6,98104,0,0,0,0,384,48088,0,0,76,Chelsea,Southampton,Man City,Bournemouth,Watford,4.6,3.7,2.2,5.7,4.2,5.5,2.2,3.6,5.6,4.5,3.6,2.7,5.7,4.2,2.2,2.8,4.8,1.9,4.7,3.1,2.9,4.4,2.4,3.3,3.6,5.7,2.2,3.1,2.0,4.5,1.9,5.5,5.5,38.0
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,2181,0,0,0,0,0,0,0,0.0,209,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,827,0,0,0,0,0,331,0,0,0,Southampton,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4900000,0,10,3.3,6.73469387755102e-07,2.04081632653061e-06,0,39949,0,2,0,0,0,0,0,2.0,10155,-1,1,10,1,0.1,0,0.7,0,0,1,0,0,1.2,10948,0,0,0,0,270,85,-1,0,45,Chelsea,Southampton,Man City,Bournemouth,Watford,0.0,3.7,1.6,4.6,4.7,3.8,2.8,3.4,4.8,3.0,4.3,2.1,4.9,4.7,2.0,2.4,4.0,1.6,4.2,3.8,2.0,4.7,1.6,3.4,2.5,4.3,1.6,3.9,1.6,3.6,1.6,4.9,4.0,10.4
Jonjo,Shelvey,MID,NEW,5300000,1,-1,-0.0666666666666667,-1.2578616352201299e-08,-1.88679245283019e-07,0,59740,0,2,0,0,0,0,0,-0.2,3670,-2,1,-1,2,0.1,0,0.3,0,0,0,0,0,0.5,2989,0,0,0,0,68,483,-1,1,-1,Brighton,Liverpool,Southampton,Crystal Palace,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1305,0,0,0,0,0,0,0,0.0,72,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,42,0,0,0,0,0,3,0,0,0,Leicester,Newcastle,Man Utd,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,13695,0,0,0,0,0,0,0,0.0,1948,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.2,748,0,0,0,0,0,79,-1,0,0,Newcastle,Arsenal,Everton,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8300000,2,7,1.8,2.16867469879518e-07,8.433734939759041e-07,0,198073,0,10,0,0,0,0,0,0.8,33343,-2,1,7,2,0.2,0,2.0,0,0,0,0,0,4.1,74795,0,0,0,0,299,16907,-1,0,39,Bournemouth,Burnley,Brighton,Arsenal,Leicester,2.1,1.4,0.9,2.4,0.9,0.9,1.3,1.1,2.7,1.5,0.9,0.9,1.4,1.4,0.9,1.0,1.1,1.2,1.3,1.9,0.9,1.9,1.5,0.9,1.3,0.9,1.0,2.0,2.2,1.5,0.9,1.1,0.9,20.6
