FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4400000,0,0,0.0,0.0,0.0,0,10471,0,0,0,0,0,0,0,0.0,411,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,4417,0,0,0,0,0,101,0,0,0,Man Utd,Watford,West Brom,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tammy,Abraham,FWD,SWA,6000000,2,48,4.4,7.33333333333333e-07,8e-06,0,342046,0,11,0,0,0,4,0,8.1,65678,5,-1,48,-5,0.5,0,3.0,8,0,4,0,1,18.1,1127041,0,0,0,1,895,115965,1,0,156,Burnley,Bournemouth,Chelsea,Stoke,West Brom,4.8,4.7,4.7,6.0,5.5,3.9,5.8,6.0,4.4,6.3,3.5,4.8,5.2,5.6,4.9,4.0,5.2,5.2,4.4,3.8,3.6,5.1,6.0,4.8,3.3,5.7,5.6,60.1
Charlie,Adam,MID,STK,4700000,0,1,0.0909090909090909,1.93423597678917e-08,2.1276595744680897e-07,0,5282,0,0,0,0,0,0,0,0.2,214,-3,1,1,3,0.1,0,0.3,0,0,0,0,0,0.1,1838,0,0,0,0,2,114,-1,0,0,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
,Adam Smith,DEF,BOU,4800000,1,17,1.5,3.125e-07,3.5416666666666703e-06,0,31351,3,13,0,0,0,0,0,3.5,944,-2,0,17,2,0.3,0,1.3,0,0,1,0,0,0.5,2982,0,0,0,0,819,183,0,0,131,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,1.4,0.9,0.9,0.8,1.9,0.8,1.2,0.8,1.2,0.8,1.0,1.3,1.0,1.0,1.0,1.0,1.1,0.8,0.9,1.4,1.4,2.1,0.8,1.0,1.2,0.8,1.0,27.6
,Adrian,GLK,WHU,4300000,0,0,0.0,0.0,0.0,0,12428,0,0,0,0,0,0,0,0.0,453,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.4,1601,0,0,0,0,0,91,-1,0,0,Watford,Leicester,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim,Afellay,MID,STK,4900000,0,2,0.18181818181818202,3.71057513914657e-08,4.08163265306122e-07,0,1071,1,6,0,0,0,0,0,0.4,72,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,772,0,0,0,0,62,47,0,0,4,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Benik,Afobe,FWD,BOU,5700000,0,14,1.27272727272727,2.2328548644338103e-07,2.45614035087719e-06,0,27867,0,5,0,0,0,0,0,2.5,706,-3,0,14,3,0.4,0,2.3,0,0,0,0,1,0.2,4141,0,0,0,0,340,320,0,0,44,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,0.8,0.8,0.6,0.6,0.9,0.6,0.8,0.6,0.8,1.1,0.7,1.0,0.7,0.6,1.0,0.6,0.8,0.6,0.6,0.9,1.0,1.2,0.6,0.8,0.8,0.6,0.6,16.0
Sergio,Aguero,FWD,MCI,11800000,8,67,8.4,7.118644067796609e-07,5.6779661016949205e-06,0,1687337,0,1,0,0,0,8,0,5.7,105742,3,0,67,-3,0.4,0,5.0,11,0,6,0,3,22.2,2192175,0,0,0,1,602,116394,0,0,283,Leicester,Huddersfield,Southampton,West Ham,Man Utd,10.5,10.2,10.4,12.0,9.0,12.0,10.1,11.0,10.5,10.5,10.1,10.0,12.1,12.3,11.2,12.0,9.2,9.7,10.9,11.4,10.5,12.5,10.5,10.5,10.5,12.4,12.1,97.4
Nathan,Ake,DEF,BOU,4900000,7,30,2.7,5.510204081632651e-07,6.1224489795918405e-06,0,244090,1,14,0,0,0,0,0,6.1,4245,-1,0,30,1,0.8,0,3.7,5,0,2,0,0,3.8,51888,0,0,0,0,982,13543,0,0,193,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,3.3,2.4,2.5,2.2,3.4,1.5,2.9,1.8,2.9,2.2,2.6,3.2,2.5,2.6,2.5,2.5,2.7,1.8,2.4,3.2,3.3,3.9,2.0,2.6,2.9,1.9,2.5,29.3
Marc,Albrighton,MID,LEI,5500000,1,21,1.9,3.45454545454545e-07,3.81818181818182e-06,0,137822,2,11,0,0,0,0,0,3.8,7239,0,0,21,0,0.2,0,1.3,0,0,2,0,1,1.4,115120,0,0,0,0,695,187,0,0,96,Man City,West Ham,Tottenham,Burnley,Newcastle,1.0,1.0,1.2,1.4,1.0,1.2,1.9,1.6,1.2,1.0,1.8,1.1,1.0,1.4,1.6,1.0,1.4,1.6,1.0,2.0,1.0,1.8,1.1,1.2,1.1,1.8,1.0,32.1
Toby,Alderweireld,DEF,TOT,5900000,0,38,3.8,6.44067796610169e-07,6.44067796610169e-06,0,478428,3,7,0,0,0,0,0,6.3,103575,-1,1,38,1,0.2,0,1.3,3,0,5,0,0,8.1,159923,0,0,0,0,900,370,-1,0,200,Arsenal,West Brom,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,4.8,4.1,3.7,4.7,4.3,3.4,5.1,4.8,5.2,4.3,4.5,4.2,3.9,3.0,4.3,4.0,4.2,3.8,27.7
Trent,Alexander-Arnold,DEF,LIV,4200000,0,1,0.0909090909090909,2.16450216450216e-08,2.38095238095238e-07,0,146454,2,8,0,0,0,0,0,0.2,6408,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,1.0,70214,0,0,0,0,270,1504,0,0,38,Southampton,Chelsea,Stoke,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7
Joe,Allen,MID,STK,5200000,2,22,2.2,4.23076923076923e-07,4.23076923076923e-06,0,149244,4,15,0,0,0,0,0,4.2,3557,-3,0,22,3,0.4,0,2.0,1,0,2,0,1,1.5,16563,0,0,0,0,893,600,0,0,125,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,1.2,1.5,1.8,1.9,1.3,1.5,2.1,2.1,1.3,1.6,2.1,1.1,2.1,1.2,1.8,1.6,1.3,1.7,1.1,2.6,1.1,1.4,1.5,1.7,1.1,2.2,2.1,38.2
Bamidele,Alli,MID,TOT,9300000,0,49,4.9,5.268817204301079e-07,5.26881720430107e-06,0,1391238,1,7,0,0,0,3,0,5.3,230450,-2,0,49,2,0.4,0,3.7,4,0,5,0,2,17.4,549600,0,0,0,1,891,4224,0,0,145,Arsenal,West Brom,Leicester,Watford,Stoke,0.0,6.2,5.1,5.9,5.4,5.1,3.8,5.5,4.9,6.3,6.9,7.0,6.1,5.8,4.0,6.9,5.6,6.4,6.3,6.3,5.7,5.1,3.6,4.9,4.2,5.0,6.0,81.8
Marcos,Alonso,DEF,CHE,6900000,6,46,4.2,6.08695652173913e-07,6.66666666666667e-06,0,695060,3,10,0,0,0,2,0,6.7,26647,-1,0,46,1,0.6,0,4.3,3,0,4,0,0,14.0,556283,0,0,0,1,935,14137,0,0,206,West Brom,Liverpool,Swansea,Newcastle,West Ham,5.1,4.2,3.5,4.9,5.0,5.0,4.2,3.7,4.9,4.5,3.6,4.2,5.2,4.5,6.2,5.7,3.4,3.9,5.8,5.1,4.4,5.2,5.6,5.7,4.9,5.2,4.5,58.3
Daniel,Amartey,MID,LEI,4400000,0,1,0.0909090909090909,2.06611570247934e-08,2.2727272727272702e-07,0,12176,0,2,0,0,0,0,0,0.2,541,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,8878,0,0,0,0,18,180,0,0,2,Man City,West Ham,Tottenham,Burnley,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Ethan,Ampadu,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,139,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,258,0,0,0,0,0,72,0,0,0,West Brom,Liverpool,Swansea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7345,0,3,0,0,0,0,0,1.2,47,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3617,0,0,0,0,198,0,0,0,11,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,32205,0,0,0,0,0,0,0,0.0,1913,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,45875,0,0,0,0,0,1084,0,0,0,Everton,Stoke,Brighton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7400000,0,27,3.0,4.05405405405405e-07,3.64864864864865e-06,0,70701,1,10,0,0,0,1,0,3.6,4390,-1,1,27,1,0.1,0,1.0,1,0,3,0,1,0.3,71523,0,0,0,0,662,46,-1,0,67,Watford,Leicester,Everton,Man City,Chelsea,0.0,0.0,0.0,1.5,2.6,3.9,2.1,3.5,2.8,2.0,3.4,2.0,3.3,3.6,1.9,2.2,1.5,3.2,2.9,3.1,2.6,2.4,2.9,1.6,1.8,2.0,4.1,44.0
Scott,Arfield,MID,BUR,4900000,0,19,1.72727272727273,3.52504638218924e-07,3.8775510204081595e-06,0,13972,3,7,0,0,0,1,0,3.9,1242,-1,0,19,1,0.1,0,0.7,3,0,2,0,0,0.2,20464,0,0,0,1,496,69,0,0,53,Swansea,Arsenal,Bournemouth,Leicester,Watford,1.2,1.6,1.3,0.9,0.9,1.1,0.9,0.9,0.9,0.9,1.2,1.1,1.2,1.0,0.9,1.6,0.9,1.8,1.0,0.9,0.9,1.2,1.3,0.9,1.0,0.9,1.3,16.2
Marko,Arnautovic,MID,WHU,6800000,1,7,0.6363636363636359,9.358288770053481e-08,1.02941176470588e-06,0,96416,0,13,0,0,0,0,0,1.0,1201,-2,0,7,2,0.1,0,1.0,0,0,0,0,0,0.6,31609,0,0,0,0,366,186,0,1,20,Watford,Leicester,Everton,Man City,Chelsea,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,16.3
Harry,Arter,MID,BOU,4900000,3,12,1.7,3.46938775510204e-07,2.44897959183673e-06,0,29980,2,9,0,0,0,0,0,2.4,754,-1,0,12,1,0.3,0,1.3,0,0,1,0,0,0.4,8657,0,0,0,0,553,247,0,0,76,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,1.3,1.5,1.0,0.9,1.1,0.8,1.1,0.8,1.3,1.7,0.9,1.5,1.0,1.1,1.0,0.9,1.3,0.9,0.8,1.3,1.2,1.4,0.8,1.1,1.2,1.2,1.1,14.4
Christian,Atsu,MID,NEW,5100000,3,37,3.4,6.66666666666667e-07,7.254901960784309e-06,0,311309,0,9,0,0,0,1,0,7.3,61543,1,0,37,-1,0.5,0,2.7,2,0,3,0,2,3.2,337578,0,0,0,0,913,1411,0,0,105,Man Utd,Watford,West Brom,Chelsea,Leicester,0.0,0.0,0.0,2.9,3.9,4.9,1.9,2.7,2.3,3.3,2.5,3.9,1.7,3.5,2.8,3.8,3.3,1.8,3.2,2.4,4.2,2.4,4.6,3.4,4.1,3.0,3.2,54.2
Serge,Aurier,DEF,TOT,5900000,6,9,0.818181818181818,1.3867488443759598e-07,1.5254237288135598e-06,0,25942,0,4,0,0,0,0,0,1.5,2224,-1,0,9,1,0.6,0,3.3,0,0,1,0,0,0.4,39258,0,0,0,0,366,5462,0,1,36,Arsenal,West Brom,Leicester,Watford,Stoke,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,1.0,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.4
Charlie,Austin,FWD,SOU,6000000,1,14,1.27272727272727,2.1212121212121198e-07,2.33333333333333e-06,0,67266,0,1,0,0,0,1,0,2.3,816,-5,1,14,5,0.1,0,0.7,2,0,0,0,0,0.3,18626,0,0,0,0,103,286,-1,0,44,Liverpool,Everton,Man City,Bournemouth,Arsenal,0.6,1.0,0.7,0.9,0.8,0.7,0.6,0.7,0.6,0.6,1.1,1.1,0.6,0.6,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.6,0.6,0.7,0.6,1.0,0.6,13.4
Andre,Ayew,MID,WHU,6900000,5,34,3.4,4.92753623188406e-07,4.92753623188406e-06,0,72200,1,15,0,0,0,2,0,4.9,2680,-1,0,34,1,0.6,0,4.3,2,0,1,0,2,1.3,38487,0,0,0,0,592,3389,0,0,121,Watford,Leicester,Everton,Man City,Chelsea,3.1,3.9,3.4,1.7,3.1,4.6,2.5,4.1,3.3,2.4,4.1,2.4,3.9,4.3,2.3,2.7,1.8,3.8,3.5,3.8,3.1,2.9,3.5,1.9,2.3,2.5,4.8,30.3
Jordan,Ayew,FWD,SWA,5100000,2,32,2.9,5.68627450980392e-07,6.27450980392157e-06,0,196077,0,13,0,0,0,1,0,6.3,19125,1,-1,32,-1,0.6,0,3.0,0,0,4,0,2,4.0,283723,0,0,0,0,968,15286,1,0,111,Burnley,Bournemouth,Chelsea,Stoke,West Brom,2.6,2.5,2.5,3.4,3.1,2.0,3.3,3.7,2.3,3.6,1.7,2.6,2.8,3.1,2.6,2.0,2.8,2.8,2.3,1.9,1.8,2.8,3.4,2.6,1.6,3.2,3.1,50.7
Cesar,Azpilicueta,DEF,CHE,6800000,12,67,6.1,8.970588235294121e-07,9.85294117647059e-06,0,312423,1,10,0,0,0,1,0,10.0,10426,3,-1,67,-3,1.3,0,9.0,10,0,5,0,5,19.6,685328,1,0,0,2,990,182523,1,0,307,West Brom,Liverpool,Swansea,Newcastle,West Ham,7.8,7.2,6.3,8.2,8.0,7.7,7.2,6.5,7.9,7.7,6.4,7.2,8.3,7.6,9.1,8.6,6.0,6.9,8.4,8.4,7.5,8.3,9.1,8.7,8.2,8.5,7.7,54.4
Eric,Bailly,DEF,MUN,6100000,2,46,5.8,9.50819672131148e-07,7.540983606557381e-06,0,597136,2,3,0,0,0,1,0,7.5,10862,1,0,46,-1,0.4,0,2.7,3,0,6,0,0,10.9,576226,0,0,0,1,720,49603,0,0,198,Newcastle,Brighton,Watford,Arsenal,Man City,8.7,8.7,7.2,3.9,7.0,8.4,5.4,4.2,8.4,8.1,4.0,8.5,5.9,5.9,8.7,5.1,7.8,5.5,8.7,5.6,7.3,4.3,8.7,6.1,8.7,5.9,8.0,28.3
Leighton,Baines,DEF,EVE,5800000,12,28,2.5,4.3103448275862105e-07,4.82758620689655e-06,0,302747,1,22,0,0,0,1,0,4.8,6346,-2,0,28,2,0.7,0,4.3,2,0,1,0,1,5.2,52977,0,0,0,1,983,12346,0,0,165,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,2.8,2.2,2.9,3.2,1.4,1.6,1.9,2.1,1.9,2.0,2.6,1.9,3.2,2.3,1.2,3.8,2.7,1.9,2.7,1.7,1.8,2.9,1.8,2.7,1.9,2.3,1.9,45.0
Tiemoue,Bakayoko,MID,CHE,5100000,2,33,3.3,6.47058823529412e-07,6.47058823529412e-06,0,105751,2,7,0,0,0,1,0,6.5,17161,1,0,33,-1,0.6,0,3.3,3,0,3,0,2,4.0,265055,0,0,0,0,762,27799,0,0,149,West Brom,Liverpool,Swansea,Newcastle,West Ham,2.9,2.2,3.2,3.4,3.2,2.9,2.5,3.9,2.6,2.8,2.4,3.2,2.8,3.2,3.5,3.4,2.0,2.1,3.6,3.2,2.3,3.4,3.6,3.5,4.2,3.0,3.1,42.3
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1291,0,0,0,0,0,0,0,0.0,53,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,652,0,0,0,0,0,80,0,0,0,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beni,Baningime,MID,EVE,4500000,1,2,0.18181818181818202,4.04040404040404e-08,4.44444444444444e-07,0,41,0,1,0,0,0,0,0,0.4,30,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.0,147,0,0,0,0,99,84,0,0,7,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Phil,Bardsley,DEF,BUR,4300000,0,0,0.0,0.0,0.0,0,4903,0,0,0,0,0,0,0,0.0,186,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1007,0,0,0,0,0,112,0,0,0,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,9082,0,0,0,0,0,0,0,0.0,113,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,711,0,0,0,0,0,27,0,0,0,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5200000,1,10,0.9090909090909091,1.74825174825175e-07,1.92307692307692e-06,0,32616,2,3,0,0,0,0,0,1.9,873,-3,0,10,3,0.3,0,1.3,0,0,1,0,0,0.3,5453,0,0,0,0,312,521,0,0,23,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,9.9
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,243,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,39,0,0,0,0,0,2,0,0,0,Burnley,Bournemouth,Chelsea,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,1,26,2.6,5.77777777777778e-07,5.7777777777777805e-06,0,79340,1,13,0,0,0,0,0,5.8,4368,0,0,26,0,0.7,0,3.3,0,0,2,0,2,1.5,53500,0,0,0,0,862,3731,0,0,116,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,2.1,1.4,2.9,3.0,2.4,1.3,2.6,1.5,3.5,3.3,1.6,2.2,2.1,1.3,2.1,1.8,2.9,1.9,2.7,2.1,2.4,2.7,1.3,2.6,1.6,2.0,1.7,32.9
Kyle,Bartley,DEF,SWA,4400000,0,3,0.272727272727273,6.19834710743802e-08,6.81818181818182e-07,0,4882,0,1,0,0,0,0,0,0.7,91,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,680,0,0,0,0,75,6,0,0,18,Burnley,Bournemouth,Chelsea,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,0,16,2.3,2.83950617283951e-07,1.97530864197531e-06,0,143778,0,6,0,0,0,2,0,2.0,11586,-4,0,16,4,0.5,0,4.3,3,0,0,0,0,0.7,95942,1,0,0,1,194,898,0,0,56,West Brom,Liverpool,Swansea,Newcastle,West Ham,0.0,1.5,1.4,1.9,1.9,1.5,1.4,2.3,1.8,2.3,1.2,1.9,1.9,1.8,2.6,2.2,1.2,1.7,2.7,1.7,1.2,2.0,2.1,1.9,2.1,2.0,1.7,16.1
Jan,Bednarek,DEF,SOU,4200000,0,0,0.0,0.0,0.0,0,7460,0,0,0,0,0,0,0,0.0,213,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1099,0,0,0,0,0,90,0,0,0,Liverpool,Everton,Man City,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,9,36,3.3,7.33333333333333e-07,8e-06,0,119101,1,14,0,38,0,0,0,8.0,3748,0,0,36,0,1.0,0,4.7,2,0,2,0,0,3.9,48648,0,0,0,1,990,12607,0,0,196,Huddersfield,Swansea,Burnley,Southampton,Crystal Palace,4.3,3.3,3.3,3.1,4.1,2.1,3.9,2.6,3.9,3.0,3.5,4.2,3.4,3.5,3.4,3.4,3.7,2.5,3.2,4.3,4.4,4.7,2.7,3.5,3.9,2.6,3.4,27.4
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,9134,0,0,0,0,0,0,0,0.0,120,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,604,0,0,0,0,0,7,0,0,0,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,1,38,3.5,5.932203389830511e-07,6.44067796610169e-06,0,408278,1,16,0,0,0,0,0,6.4,25657,-1,0,38,1,0.2,0,1.3,4,0,4,0,1,9.5,174487,0,0,0,1,990,4057,0,0,197,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,4.3,2.3,5.2,4.6,2.8,2.3,4.8,4.9,3.0,2.3,4.0,2.4,5.2,2.2,4.1,2.4,3.4,2.4,4.4,1.8,4.5,4.2,2.0,5.0,1.8,4.4,2.3,48.1
Yohan,Benalouane,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,2430,0,0,0,0,0,0,0,0.0,106,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,647,0,0,0,0,0,49,0,0,0,Man City,West Ham,Tottenham,Burnley,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,0,9,1.5,1.97368421052632e-07,1.18421052631579e-06,0,375448,3,11,0,0,0,0,0,1.2,1919,-4,0,9,4,0.0,0,0.0,0,0,0,0,0,2.0,30106,0,0,0,0,521,2390,0,0,-11,Everton,Stoke,Brighton,West Brom,Bournemouth,1.6,1.4,0.8,0.8,1.1,0.9,0.8,0.8,1.4,0.9,0.8,0.9,0.8,0.8,1.2,0.9,0.8,1.2,0.8,0.8,1.3,0.9,1.1,1.1,1.2,1.0,1.4,21.3
Saido,Berahino,FWD,STK,5700000,1,11,1.6,2.80701754385965e-07,1.9298245614035097e-06,0,29092,0,1,0,0,0,0,0,1.9,686,-3,0,11,3,0.2,1,1.0,0,0,2,0,1,0.3,11433,0,0,0,0,246,259,0,0,22,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,0.9,1.3,1.3,0.9,0.8,0.8,1.3,1.5,0.8,0.8,1.2,0.8,1.2,1.0,1.1,1.2,0.8,1.0,0.9,1.7,0.8,0.8,0.9,0.9,0.8,1.8,1.0,12.3
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,211,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,27,0,0,0,0,0,2,0,0,0,West Ham,Newcastle,Man Utd,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7500000,1,22,2.0,2.66666666666667e-07,2.93333333333333e-06,0,94739,0,2,0,0,0,1,0,2.9,1903,-5,0,22,5,0.4,0,3.0,0,0,1,0,1,0.6,19179,0,0,0,0,341,799,0,0,92,Leicester,Huddersfield,Southampton,West Ham,Man Utd,1.2,1.2,1.2,1.7,1.0,2.0,1.1,1.6,1.3,1.4,1.0,1.0,1.7,1.7,1.4,1.6,1.0,1.2,1.2,1.2,1.7,1.5,1.2,1.6,1.3,1.7,1.6,31.8
