FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,805,0,0,0,0,0,0,0,0.0,15,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,85,0,0,0,0,0,6,0,0,0,Watford,Leicester,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,0,1,0.0909090909090909,2.3310023310023302e-08,2.56410256410256e-07,0,492903,0,0,0,0,0,0,0,0.3,26998,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,11.4,187057,0,0,0,0,2,9101,0,0,3,Burnley,Bournemouth,Chelsea,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Marcus,Rashford,FWD,MUN,7600000,2,45,4.1,5.39473684210526e-07,5.92105263157895e-06,0,427941,0,3,0,0,0,3,0,5.9,24907,1,0,45,-1,0.5,0,3.7,5,0,6,0,3,8.7,547289,0,0,0,0,697,58326,0,0,151,Newcastle,Brighton,Watford,Arsenal,Man City,5.6,5.4,4.3,2.0,4.7,5.4,3.1,2.9,4.7,4.6,3.9,6.1,2.8,2.5,5.6,2.8,4.1,3.9,5.8,3.1,4.6,2.8,6.1,3.6,6.1,3.2,4.9,69.6
Nathan,Redmond,MID,SOU,6200000,2,29,2.6,4.19354838709677e-07,4.67741935483871e-06,0,316408,1,9,0,0,0,0,0,4.7,12686,-3,0,29,3,0.2,0,1.3,2,0,3,0,2,2.6,75094,0,0,0,0,785,509,0,0,114,Liverpool,Everton,Man City,Bournemouth,Arsenal,1.6,2.9,1.5,2.7,2.6,2.1,2.4,2.3,2.0,1.4,2.4,2.5,1.5,1.7,2.0,2.0,2.3,1.8,2.2,3.1,2.3,1.6,1.6,2.1,2.1,2.8,1.3,69.5
Winston,Reid,DEF,WHU,4900000,-1,22,2.8,5.714285714285711e-07,4.48979591836735e-06,0,56024,3,15,0,0,0,0,0,4.5,1601,-1,0,22,1,0.0,0,0.0,3,0,3,0,0,0.8,12122,0,0,0,0,720,270,0,0,140,Watford,Leicester,Everton,Man City,Chelsea,3.2,2.7,1.5,1.6,2.5,3.6,2.1,3.2,2.4,2.3,3.7,2.3,2.9,4.2,2.4,2.8,1.8,2.2,2.9,3.1,2.7,2.3,2.9,1.5,2.1,1.6,2.6,19.3
Declan,Rice,DEF,WHU,4400000,0,4,0.36363636363636404,8.26446280991736e-08,9.09090909090909e-07,0,1343,0,6,0,0,0,0,0,0.9,68,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.0,1532,0,0,0,0,164,56,0,0,29,Watford,Leicester,Everton,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.0
,Richarlison,MID,WAT,6500000,7,58,5.3,8.153846153846151e-07,8.92307692307692e-06,0,323291,2,20,0,0,0,4,0,9.1,28920,5,-1,58,-5,0.7,0,4.3,4,0,3,0,4,18.4,1217136,0,0,0,2,930,114973,1,0,147,West Ham,Newcastle,Man Utd,Tottenham,Burnley,6.1,6.6,5.5,4.3,6.8,6.9,6.2,6.1,5.8,5.7,4.9,4.6,6.4,6.4,4.6,6.7,6.8,6.1,5.4,5.2,5.8,5.1,6.2,6.4,6.2,6.1,4.7,93.4
Jairo,Riedewald,DEF,CRY,4700000,0,4,0.36363636363636404,7.73694390715667e-08,8.51063829787234e-07,0,14775,0,4,0,0,0,0,0,0.9,206,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.1,476,0,0,0,0,124,18,0,0,27,Everton,Stoke,Brighton,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.5
Matt,Ritchie,MID,NEW,5800000,2,40,3.6,6.20689655172414e-07,6.89655172413793e-06,0,306754,3,10,0,0,0,0,0,6.8,34302,-2,1,40,2,0.6,0,3.3,3,0,3,0,5,3.9,333904,0,0,0,1,975,2316,-1,0,194,Man Utd,Watford,West Brom,Chelsea,Leicester,1.8,2.9,2.6,3.1,4.3,5.2,2.1,2.9,2.5,3.6,2.7,4.2,1.9,3.8,3.0,4.1,3.6,2.0,3.5,2.6,4.6,2.7,5.0,3.7,4.5,3.3,3.5,71.1
Andrew,Robertson,DEF,LIV,4700000,0,11,1.0,2.1276595744680897e-07,2.34042553191489e-06,0,101666,0,1,0,0,0,0,0,2.3,3575,-3,0,11,3,0.0,0,0.0,3,0,1,0,0,0.9,58006,0,0,0,0,180,184,0,0,47,Southampton,Chelsea,Stoke,Brighton,Everton,0.5,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.7,0.5,0.6,1.0,0.5,0.6,0.5,0.6,0.5,0.7,11.8
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,276,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,45,0,0,0,0,0,3,0,0,0,Swansea,Arsenal,Bournemouth,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4300000,0,0,0.0,0.0,0.0,0,6712,0,0,0,0,0,0,0,0.0,256,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.2,732,0,0,0,0,0,41,-1,0,0,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,1,9,0.818181818181818,1.6697588126159598e-07,1.8367346938775502e-06,0,38643,1,4,0,0,0,1,0,1.8,972,-1,0,9,1,0.1,0,0.7,1,0,0,0,0,0.4,16553,0,0,0,0,226,519,0,1,23,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,0.4,0.4,0.5,0.7,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,14.0
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,348,0,0,0,0,0,0,0,0.0,212,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1258,0,0,0,0,0,600,0,0,0,Burnley,Bournemouth,Chelsea,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5600000,2,28,2.5,4.4642857142857105e-07,5e-06,0,141674,2,14,0,0,0,2,0,5.0,4301,-4,0,28,4,0.6,0,3.3,0,0,3,0,0,0.8,53925,0,0,0,0,977,1458,0,0,80,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,1.7,1.3,2.7,3.5,1.8,1.3,2.6,2.1,3.3,3.1,1.6,2.5,2.0,1.5,2.0,1.4,2.7,2.3,2.7,1.9,2.1,2.1,1.2,2.8,1.5,1.8,2.2,47.8
Marcos,Rojo,DEF,MUN,5400000,0,0,0.0,0.0,0.0,0,1651,0,0,0,0,0,0,0,0.0,171,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1713,0,0,0,0,0,1410,0,0,0,Newcastle,Brighton,Watford,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,4800000,0,0,0.0,0.0,0.0,0,5108,0,0,0,0,0,0,0,0.0,171,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,724,0,0,0,0,0,66,0,0,0,Newcastle,Brighton,Watford,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,1,17,1.7,2.8333333333333304e-07,2.83333333333333e-06,0,81065,1,9,0,0,0,1,0,2.8,1883,-5,0,17,5,0.2,0,1.3,0,0,0,0,0,0.5,13880,0,0,0,0,518,577,0,0,37,Chelsea,Tottenham,Newcastle,Crystal Palace,Swansea,0.9,0.8,1.5,2.1,0.9,0.8,1.5,1.1,2.0,1.8,0.8,1.4,1.1,0.8,1.1,0.8,1.5,1.3,1.5,1.0,1.1,1.1,0.8,1.6,0.8,1.0,1.2,19.1
Wayne,Rooney,FWD,EVE,7300000,2,42,3.8,5.20547945205479e-07,5.75342465753425e-06,0,969043,3,16,0,0,0,4,0,5.8,38447,-2,0,42,2,0.5,0,3.3,9,0,1,0,0,9.6,592524,0,0,0,0,823,21048,0,0,169,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,4.2,3.7,5.0,4.8,2.7,3.1,3.8,3.3,3.3,3.8,4.7,2.8,5.2,4.8,2.2,5.7,4.5,3.1,4.6,4.2,3.9,5.0,3.7,4.8,2.8,3.8,3.3,69.2
Danny,Rose,DEF,TOT,6400000,6,6,0.545454545454545,8.52272727272727e-08,9.375e-07,0,17215,0,0,0,0,0,0,0,0.9,713,-1,0,6,1,0.3,0,2.0,0,0,1,0,0,0.3,7640,0,0,0,0,90,3220,0,0,21,Arsenal,West Brom,Leicester,Watford,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.9
Liam,Rosenior,DEF,BHA,3900000,0,3,0.272727272727273,6.99300699300699e-08,7.69230769230769e-07,0,124608,0,3,0,0,0,0,0,0.8,7598,-1,1,3,1,0.0,0,0.0,0,0,0,0,0,2.8,116089,0,0,0,0,163,4877,-1,0,22,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5300000,1,7,0.6363636363636359,1.2006861063464801e-07,1.32075471698113e-06,0,4258,1,3,0,0,0,0,0,1.3,115,-2,0,7,2,0.1,0,0.7,0,0,1,0,0,0.1,1162,0,0,0,0,156,30,0,0,12,Burnley,Bournemouth,Chelsea,Stoke,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.4
Antonio,Rudiger,DEF,CHE,5900000,1,30,3.3,5.59322033898305e-07,5.08474576271186e-06,0,77549,3,8,0,0,0,0,0,5.1,3541,-1,0,30,1,0.5,0,2.7,3,0,3,0,1,1.9,32305,0,0,0,0,744,2935,0,0,170,West Brom,Liverpool,Swansea,Newcastle,West Ham,3.6,2.9,2.4,3.5,3.5,3.5,2.9,2.5,3.5,3.2,2.5,2.9,3.7,3.1,4.5,4.1,2.3,2.7,4.6,3.6,3.0,3.7,4.0,4.1,3.5,3.7,3.2,21.1
Mathew,Ryan,GLK,BHA,4500000,6,41,3.7,8.22222222222222e-07,9.11111111111111e-06,0,18736,0,11,0,28,0,0,0,9.1,1368,0,0,41,0,1.0,0,4.7,2,0,4,0,0,0.9,25993,0,0,0,1,990,4088,0,0,198,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,4.2,2.4,5.5,4.7,3.8,3.9,4.1,4.1,3.9,3.4,4.1,3.8,3.7,4.3,4.8,3.6,3.3,5.1,2.7,2.9,3.8,5.2,4.4,4.0,3.9,4.4,3.1,19.5
Abdelhamid,Sabiri,MID,HUD,5000000,0,8,0.7272727272727271,1.45454545454545e-07,1.6e-06,0,721,1,2,0,0,0,0,0,1.6,41,0,0,8,0,0.0,0,0.0,0,0,1,0,1,0.0,853,0,0,0,0,158,19,0,0,24,Bournemouth,Man City,Arsenal,Everton,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,10.0
Henri,Saivet,MID,NEW,4400000,0,0,0.0,0.0,0.0,0,1612,0,0,0,0,0,0,0,0.0,166,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1909,0,0,0,0,0,223,-1,0,0,Man Utd,Watford,West Brom,Chelsea,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diafra,Sakho,FWD,WHU,5500000,1,14,1.27272727272727,2.3140495867768603e-07,2.5454545454545503e-06,0,11145,2,7,0,0,0,1,0,2.5,510,0,0,14,0,0.1,0,0.3,1,0,0,0,1,0.2,10058,0,0,0,0,133,629,0,0,40,Watford,Leicester,Everton,Man City,Chelsea,0.8,0.9,0.7,0.6,0.6,1.1,0.8,0.9,0.7,0.6,1.1,0.6,0.8,1.3,0.6,0.7,0.6,0.6,0.7,0.9,0.6,0.6,1.1,0.6,0.6,0.6,1.2,12.4
Mamadou,Sakho,DEF,CRY,4900000,2,11,1.0,2.04081632653061e-07,2.24489795918367e-06,0,9608,0,12,0,0,0,0,0,2.2,693,-1,0,11,1,0.3,0,1.3,2,0,0,0,1,0.3,14606,0,0,0,0,450,2275,0,0,98,Everton,Stoke,Brighton,West Brom,Bournemouth,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.7,0.6,0.5,0.5,0.8,13.6
Bakary,Sako,MID,CRY,4900000,1,7,0.6363636363636359,1.2987012987013e-07,1.4285714285714301e-06,0,3510,0,5,0,0,0,0,0,1.4,188,-1,0,7,1,0.2,0,1.0,0,0,0,0,0,0.1,2134,0,0,0,0,149,91,0,0,21,Everton,Stoke,Brighton,West Brom,Bournemouth,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.2
Mohamed,Salah,MID,LIV,9500000,15,72,6.5,6.84210526315789e-07,7.578947368421049e-06,0,876889,0,12,0,0,0,7,0,7.7,9956,5,-2,72,-5,0.9,1,8.7,7,0,3,0,3,42.5,1726646,0,0,0,3,849,286655,2,0,204,Southampton,Chelsea,Stoke,Brighton,Everton,8.4,8.4,6.1,5.8,9.8,9.8,7.4,4.9,9.1,9.7,6.7,6.7,7.9,5.9,8.2,7.4,9.8,9.8,4.2,7.6,6.6,6.6,9.4,5.9,9.1,6.9,8.7,120.2
Renato,Sanches,MID,SWA,4800000,0,8,1.6,3.3333333333333304e-07,1.66666666666667e-06,0,140815,1,4,0,0,0,0,0,1.7,5474,-2,0,8,2,0.1,0,0.7,0,0,1,0,0,0.6,165372,0,0,0,0,297,233,0,0,39,Burnley,Bournemouth,Chelsea,Stoke,West Brom,1.1,1.0,1.1,0.9,1.0,0.8,1.3,1.1,0.8,1.2,0.8,1.0,0.9,1.3,0.9,0.8,0.9,1.0,0.9,0.8,0.8,0.9,1.4,0.8,0.8,1.3,0.8,11.6
Alexis,Sanchez,MID,ARS,11800000,1,30,3.8,3.22033898305085e-07,2.54237288135593e-06,0,209144,2,9,0,0,0,1,0,2.5,16331,-2,0,30,2,0.4,0,5.0,2,0,2,0,3,2.7,183606,0,0,0,0,542,2026,0,0,101,Tottenham,Burnley,Huddersfield,Man Utd,Southampton,4.0,2.3,5.3,4.9,2.7,2.3,5.3,4.8,2.4,2.0,4.2,2.9,5.4,3.4,5.7,2.0,3.2,1.9,3.6,2.0,4.6,4.2,2.2,5.2,1.9,4.6,2.0,71.0
Davinson,Sanchez,DEF,TOT,6000000,6,34,4.3,7.16666666666667e-07,5.66666666666667e-06,0,11735,0,3,0,0,0,0,0,5.7,1842,0,0,34,0,0.5,0,2.7,0,0,5,0,0,0.5,30538,0,0,0,0,631,5445,0,0,168,Arsenal,West Brom,Leicester,Watford,Stoke,3.6,6.1,3.8,6.2,5.0,5.3,3.9,5.0,4.6,5.7,4.9,4.5,5.6,5.2,4.1,6.0,5.4,6.1,5.2,5.3,5.1,4.7,3.7,5.1,4.8,5.0,4.6,18.2
,Sandro,FWD,EVE,7100000,0,7,0.6363636363636359,8.962868117797698e-08,9.859154929577472e-07,0,68629,0,7,0,0,0,0,0,1.0,653,-4,0,7,4,0.0,0,0.0,0,0,1,0,0,0.4,5014,0,0,0,0,215,305,0,0,12,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.5
Leroy,Sane,MID,MCI,8900000,2,73,6.6,7.41573033707865e-07,8.20224719101124e-06,0,330814,2,6,0,0,0,6,0,8.3,25229,4,-1,73,-4,1.0,0,8.7,9,0,3,0,5,28.0,1506060,0,0,0,3,672,253908,1,0,231,Leicester,Huddersfield,Southampton,West Ham,Man Utd,7.8,7.6,7.6,9.3,5.8,9.4,7.3,8.7,8.1,8.2,6.7,6.3,9.4,9.3,8.4,9.0,6.6,7.6,7.8,7.9,8.2,8.7,7.6,8.2,8.2,9.5,9.0,94.8
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,2679,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,130,0,0,0,0,0,3,0,0,0,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,0,2,0.18181818181818202,4.13223140495868e-08,4.54545454545455e-07,0,452,0,0,0,0,0,0,0,0.5,43,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.0,545,0,0,0,0,24,39,0,0,6,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Christopher,Schindler,DEF,HUD,4600000,-2,32,2.9,6.30434782608696e-07,6.95652173913044e-06,0,204682,3,13,0,0,0,0,0,7.0,57740,1,0,32,-1,0.0,0,0.0,6,0,4,0,0,3.3,301285,0,0,0,2,956,158,0,1,214,Bournemouth,Man City,Arsenal,Everton,Brighton,0.0,2.3,1.4,1.4,3.5,2.8,3.1,2.6,3.2,3.2,1.5,3.7,2.0,3.6,1.4,3.2,2.2,2.3,2.5,4.4,1.9,2.3,3.1,2.3,2.9,1.6,3.9,38.9
Jeffrey,Schlupp,DEF,CRY,4700000,1,11,1.2,2.5531914893617e-07,2.34042553191489e-06,0,11645,2,15,0,0,0,0,0,2.3,330,-3,0,11,3,0.3,0,1.3,0,0,0,0,0,0.2,3000,0,0,0,0,687,665,0,0,63,Everton,Stoke,Brighton,West Brom,Bournemouth,0.7,0.8,0.6,0.6,0.8,0.7,0.6,0.6,1.1,0.6,0.7,0.8,0.6,0.6,0.9,0.6,0.7,0.8,0.6,0.6,1.0,0.6,0.9,0.8,0.7,0.6,1.1,30.0
Kasper,Schmeichel,GLK,LEI,5000000,2,46,4.2,8.4e-07,9.2e-06,0,90520,1,16,0,36,0,0,0,9.2,10500,0,0,46,0,0.7,0,3.7,6,0,3,0,0,4.3,105057,0,0,1,1,990,4507,0,0,227,Man City,West Ham,Tottenham,Burnley,Newcastle,4.0,4.2,5.1,5.2,3.8,4.9,6.3,5.5,5.5,3.4,6.3,4.3,5.1,3.0,4.3,3.2,5.2,5.2,4.3,6.2,4.4,5.6,4.3,4.9,4.7,5.9,4.3,28.7
Morgan,Schneiderlin,MID,EVE,4800000,0,11,1.6,3.3333333333333304e-07,2.29166666666667e-06,0,45509,1,11,0,0,0,0,0,2.3,1477,-2,0,11,2,0.0,0,0.0,0,0,1,0,0,0.6,14793,0,0,0,0,599,301,0,1,91,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,0.8,0.9,1.4,1.4,0.8,0.8,1.2,0.9,0.8,1.0,1.2,0.8,1.3,1.3,0.8,1.4,0.9,0.8,1.0,0.8,0.8,1.2,1.2,1.4,0.8,0.9,0.8,17.1
Kyle,Scott,MID,CHE,4400000,0,0,0.0,0.0,0.0,0,3892,0,0,0,0,0,0,0,0.0,359,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4365,0,0,0,0,0,280,0,0,0,West Brom,Liverpool,Swansea,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,5900000,13,45,4.5,7.627118644067799e-07,7.6271186440677996e-06,0,260022,2,20,0,0,0,2,0,7.6,9435,-1,0,45,1,1.0,0,6.0,5,0,1,0,4,5.2,310057,0,0,0,1,827,87780,0,0,178,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,4.0,4.7,5.3,5.5,4.1,4.6,5.8,5.8,4.1,4.8,5.9,2.9,5.9,3.9,5.3,4.7,4.2,5.1,3.4,6.6,3.4,4.3,4.5,5.0,3.2,6.1,5.9,77.2
Luke,Shaw,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,3710,0,0,0,0,0,0,0,0.0,221,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1951,0,0,0,0,0,178,0,0,0,Newcastle,Brighton,Watford,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,4800000,1,18,3.0,6.25e-07,3.75e-06,0,58999,0,6,0,0,0,0,0,3.8,779,-2,0,18,2,0.6,0,2.7,0,0,2,0,0,0.8,14397,0,0,0,0,540,1442,0,0,86,Brighton,Crystal Palace,Liverpool,Swansea,Tottenham,2.9,3.6,3.6,2.4,2.8,2.8,3.6,3.9,2.7,2.8,3.4,1.7,3.9,3.0,2.9,3.4,1.9,3.2,2.2,2.8,1.8,3.0,2.7,3.1,2.2,4.4,2.7,20.2
Jonjo,Shelvey,MID,NEW,5300000,1,14,1.27272727272727,2.40137221269297e-07,2.64150943396226e-06,0,71349,1,7,0,0,0,0,0,2.6,1897,-2,0,14,2,0.4,0,2.0,1,0,1,0,1,0.5,12266,0,0,0,0,540,529,0,1,69,Man Utd,Watford,West Brom,Chelsea,Leicester,0.6,0.6,0.6,0.6,0.9,1.2,0.6,0.6,0.6,0.7,0.6,0.9,0.6,0.7,0.6,0.8,0.7,0.6,0.6,0.6,1.0,0.6,1.1,0.7,0.9,0.6,0.6,32.2
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1450,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,51,0,0,0,0,0,1,0,0,0,Southampton,Chelsea,Stoke,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,18065,0,0,0,0,0,0,0,0.0,398,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1326,0,0,0,0,0,40,0,0,0,Stoke,Man Utd,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,2,18,1.8,2.25e-07,2.25e-06,0,303725,0,20,0,0,0,0,0,2.2,6505,-5,1,18,5,0.2,0,1.7,0,0,0,0,0,2.2,86662,0,0,0,0,759,816,-1,0,93,Crystal Palace,Southampton,West Ham,Huddersfield,Liverpool,1.0,1.1,1.6,1.7,0.9,0.9,1.5,1.1,0.9,1.2,1.4,0.9,1.6,1.5,0.9,1.7,1.1,1.0,1.2,0.9,0.9,1.4,1.4,1.6,0.9,1.1,0.9,51.6
Danny,Simpson,DEF,LEI,4500000,1,28,2.5,5.55555555555556e-07,6.22222222222222e-06,0,150167,0,16,0,0,0,0,0,6.2,12452,0,0,28,0,0.7,0,3.0,0,0,3,0,0,3.8,94907,0,0,0,0,973,2463,0,0,177,Man City,West Ham,Tottenham,Burnley,Newcastle,1.8,1.9,2.4,2.5,1.6,2.3,3.8,2.6,2.7,1.4,3.2,1.9,2.4,1.2,1.9,1.3,2.5,2.5,1.9,3.1,2.0,2.7,1.9,2.3,2.8,2.9,1.9,31.7
