FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4500000,0,0,0.0,0.0,0.0,0,3174,0,0,0,0,0,0,0,0.0,1788,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,661,0,0,0,0,0,370,0,0,0,West Ham,Swansea,Stoke,Brighton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tammy,Abraham,FWD,SWA,5500000,2,4,2.0,3.63636363636364e-07,7.27272727272727e-07,0,31205,0,3,0,0,0,0,0,0.7,17412,0,0,4,0,0.4,0,2.0,0,0,1,0,0,2.3,14625,0,0,0,0,162,9527,0,0,5,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,2.2,1.5,2.7,1.0,2.9,1.0,1.4,2.0,2.0,3.0,1.4,2.0,1.0,1.0,1.0,1.2,1.1,1.2,2.2,1.0,2.6,1.2,2.2,1.2,1.0,3.0,2.1,1.2,1.0,1.2,1.3,1.2,2.3,1.0,2.5,3.0,4.1
Charlie,Adam,MID,STK,4900000,0,0,0.0,0.0,0.0,0,1855,0,0,0,0,0,0,0,0.0,890,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,297,0,0,0,0,0,157,-1,0,0,West Brom,Man Utd,Newcastle,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adam Smith,DEF,BOU,5000000,1,2,1.0,2e-07,4e-07,0,11874,0,2,0,0,0,0,0,0.4,6713,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.9,537,0,0,0,0,100,133,0,0,16,Man City,Arsenal,Brighton,Everton,Leicester,0.5,0.5,0.9,0.5,0.5,1.5,0.5,0.5,0.7,0.5,0.9,0.5,0.5,1.1,0.5,0.6,0.8,0.5,0.5,0.9,0.6,0.5,0.6,1.5,0.5,0.7,0.5,0.9,0.7,0.8,1.1,0.5,0.5,0.5,0.5,0.8,2.2
,Adrian,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,4420,0,0,0,0,0,0,0,0.0,2167,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,365,0,0,0,0,0,146,0,0,0,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim,Afellay,MID,STK,5000000,0,0,0.0,0.0,0.0,0,349,0,0,0,0,0,0,0,0.0,185,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,66,0,0,0,0,0,27,0,0,0,West Brom,Man Utd,Newcastle,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benik,Afobe,FWD,BOU,5900000,1,3,1.5,2.5423728813559297e-07,5.084745762711859e-07,0,12365,0,1,0,0,0,0,0,0.5,6660,-1,1,3,1,0.3,0,1.5,0,0,0,0,0,0.5,1322,0,0,0,0,121,332,-1,0,9,Man City,Arsenal,Brighton,Everton,Leicester,0.8,1.0,1.9,0.8,1.4,1.5,0.8,0.8,1.5,0.8,1.3,0.8,0.8,1.1,0.8,1.2,1.2,2.1,1.2,1.9,1.9,1.9,1.0,2.2,0.8,1.5,0.8,0.8,0.8,1.2,1.1,0.8,0.8,0.8,0.8,1.8,9.0
Sergio,Aguero,FWD,MCI,11500000,2,11,5.5,4.78260869565217e-07,9.56521739130435e-07,0,66212,0,1,0,0,0,1,0,1.0,41142,0,0,11,0,0.5,0,5.5,3,0,1,0,0,12.7,108851,0,0,0,0,172,68915,0,0,43,Bournemouth,Liverpool,Watford,Crystal Palace,Chelsea,8.2,6.0,8.2,5.5,8.2,8.2,4.2,6.2,7.7,6.1,6.1,4.5,5.8,6.1,8.2,3.0,5.5,8.2,8.2,3.0,6.0,5.5,3.3,8.2,6.6,7.2,3.9,5.1,5.5,5.9,3.2,8.2,3.6,8.0,3.2,6.9,19.1
Nathan,Ake,DEF,BOU,5000000,1,4,2.0,4e-07,8e-07,0,71749,0,3,0,0,0,0,0,0.8,54494,0,0,4,0,0.4,0,2.0,1,0,0,0,0,7.0,18369,0,0,0,0,180,3882,0,0,38,Man City,Arsenal,Brighton,Everton,Leicester,1.2,1.0,2.5,1.0,1.5,3.0,1.0,1.4,2.1,1.2,2.5,1.0,1.3,2.7,1.0,1.9,2.2,1.2,1.4,2.5,1.8,1.1,1.9,3.0,1.2,2.1,1.0,2.2,2.0,2.3,2.7,1.0,1.0,1.2,1.4,2.3,7.5
Marc,Albrighton,MID,LEI,5500000,3,8,4.0,7.27272727272727e-07,1.45454545454545e-06,0,30046,0,4,0,0,0,0,0,1.5,22346,0,0,8,0,0.7,0,4.0,0,0,1,0,1,3.2,87433,0,0,0,0,177,17677,0,0,32,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,2.0,5.3,2.0,5.7,3.7,4.3,4.7,6.0,2.0,4.0,3.3,3.2,4.3,3.7,2.1,6.0,3.2,2.9,2.0,4.3,3.9,3.2,2.9,5.1,3.6,6.0,6.0,2.0,6.0,3.0,6.0,4.5,4.9,3.7,6.0,3.8,10.5
Toby,Alderweireld,DEF,TOT,6000000,0,7,3.5,5.83333333333333e-07,1.16666666666667e-06,0,61551,1,2,0,0,0,0,0,1.2,41500,0,0,7,0,0.6,0,3.5,1,0,1,0,0,15.2,66236,0,0,0,0,180,29524,0,0,40,Burnley,Everton,Swansea,West Ham,Huddersfield,1.8,2.4,1.8,3.6,4.0,2.2,2.4,3.3,2.8,2.8,2.6,2.3,5.2,5.2,2.8,5.2,5.2,1.8,1.8,5.2,1.8,3.8,1.8,3.2,2.3,5.2,1.8,4.9,2.8,5.1,3.5,1.8,5.2,1.8,5.2,1.9,6.3
Trent,Alexander-Arnold,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,39630,1,2,0,0,0,0,0,0.0,30018,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.7,42056,0,0,0,0,90,7159,0,0,9,Arsenal,Man City,Burnley,Leicester,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2
Joe,Allen,MID,STK,5500000,3,4,2.0,3.63636363636364e-07,7.27272727272727e-07,0,42567,1,1,0,0,0,0,0,0.7,21100,0,0,4,0,0.4,0,2.0,0,0,1,0,0,3.6,4506,0,0,0,0,180,2952,0,0,15,West Brom,Man Utd,Newcastle,Chelsea,Southampton,1.0,1.2,1.0,2.2,2.0,1.0,2.7,1.0,2.7,1.0,1.0,2.5,2.1,1.0,1.0,2.7,1.7,1.0,1.0,2.9,1.0,1.7,1.2,1.0,2.3,1.0,1.0,1.5,3.0,1.0,1.2,1.0,1.7,1.0,2.7,1.0,4.9
Bamidele,Alli,MID,TOT,9500000,2,10,5.0,5.263157894736841e-07,1.05263157894737e-06,0,142570,0,2,0,0,0,1,0,1.1,104923,0,0,10,0,0.5,0,5.0,0,0,1,0,0,35.2,101453,0,0,0,0,171,48211,0,0,33,Burnley,Everton,Swansea,West Ham,Huddersfield,2.5,6.9,3.1,7.5,6.1,4.0,4.0,4.7,4.0,5.4,2.5,5.3,7.3,7.5,3.7,7.5,7.5,3.0,4.3,7.5,5.7,6.3,2.5,5.3,4.6,7.5,2.5,7.5,4.0,7.5,5.3,2.5,7.4,2.5,6.0,4.6,14.2
Marcos,Alonso,DEF,CHE,7000000,16,16,8.0,1.14285714285714e-06,2.2857142857142898e-06,0,101585,2,4,0,0,0,2,0,2.3,29205,0,0,16,0,1.1,0,8.0,3,0,0,0,0,17.8,250510,0,0,0,1,180,243303,0,0,53,Everton,Leicester,Arsenal,Stoke,Man City,9.9,7.4,11.4,8.9,7.9,11.5,7.9,11.5,7.6,11.5,9.6,7.9,9.5,10.4,11.1,9.5,7.7,9.5,12.0,8.6,10.3,11.5,9.5,12.0,9.5,9.7,12.0,9.5,12.0,7.5,9.1,10.7,9.1,12.0,11.6,11.5,24.1
Daniel,Amartey,MID,LEI,4500000,0,1,0.166666666666667,3.7037037037037e-08,2.22222222222222e-07,0,2893,0,2,0,0,0,0,0,0.2,1638,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,1142,0,0,0,0,18,418,0,0,2,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Nordin,Amrabat,MID,WAT,5000000,3,5,2.5,5e-07,1e-06,0,1597,0,3,0,0,0,0,0,1.0,949,0,0,5,0,0.5,0,2.5,0,0,1,0,0,0.2,3298,0,0,0,0,171,1951,0,0,7,Brighton,Southampton,Man City,Swansea,West Brom,1.5,2.2,1.2,3.8,2.0,2.0,3.4,3.8,2.9,1.9,3.6,1.2,1.2,3.7,3.3,1.2,2.8,1.9,1.3,3.2,1.2,1.7,1.7,1.4,3.0,2.9,1.2,1.7,1.7,2.0,1.2,2.1,1.9,3.3,2.3,1.4,7.4
Michail,Antonio,MID,WHU,7500000,5,5,0.833333333333333,1.11111111111111e-07,6.66666666666667e-07,0,3688,0,2,0,0,0,0,0,0.7,2795,0,0,5,0,0.3,0,2.5,0,0,0,0,1,0.4,15236,0,0,0,0,67,13800,0,0,17,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.6,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.6,0.5,0.5,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.5,1.2,0.4,0.4,0.4,0.8,9.1
Scott,Arfield,MID,BUR,4900000,0,0,0.0,0.0,0.0,0,811,1,1,0,0,0,0,0,0.0,430,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,117,0,0,0,0,15,43,-1,0,-1,Tottenham,Crystal Palace,Liverpool,Huddersfield,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Marko,Arnautovic,MID,WHU,6900000,-2,0,0.0,0.0,0.0,0,62215,0,7,0,0,0,0,0,0.0,53369,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,1.1,21039,0,0,0,0,122,290,-1,1,-1,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7
Harry,Arter,MID,BOU,5000000,2,3,1.5,3e-07,6e-07,0,7287,1,3,0,0,0,0,0,0.6,4359,0,0,3,0,0.3,0,1.5,0,0,0,0,0,0.8,1752,0,0,0,0,180,683,0,0,27,Man City,Arsenal,Brighton,Everton,Leicester,0.8,0.8,1.0,1.0,1.3,1.3,0.8,1.0,1.5,0.8,1.7,0.8,0.8,1.3,0.8,1.1,1.2,1.3,1.8,1.0,1.3,1.1,1.3,2.2,0.8,1.5,0.8,0.8,0.8,1.0,1.3,0.8,0.8,0.8,0.9,1.6,6.3
Christian,Atsu,MID,NEW,5000000,2,4,2.0,4e-07,8e-07,0,33853,0,3,0,0,0,0,0,0.8,24091,0,0,4,0,0.4,0,2.0,0,0,0,0,0,2.6,35316,0,0,0,0,180,9223,0,0,3,West Ham,Swansea,Stoke,Brighton,Liverpool,2.0,2.5,3.0,1.6,1.8,1.2,2.0,2.4,2.1,1.0,1.0,1.1,2.1,2.0,2.7,1.0,1.8,1.0,1.6,1.0,1.4,1.9,1.1,2.0,1.0,2.1,1.0,1.3,2.0,1.1,1.0,2.0,1.7,1.1,1.6,1.5,9.7
Charlie,Austin,FWD,SOU,6400000,7,8,4.0,6.25e-07,1.25e-06,0,23575,0,0,0,0,0,1,0,1.3,8028,-1,0,8,1,0.6,0,4.0,2,0,0,0,0,1.1,10775,0,0,0,0,31,9894,0,0,31,Huddersfield,Watford,Crystal Palace,Man Utd,Stoke,2.8,3.0,4.7,3.2,2.2,5.5,3.3,5.1,4.3,2.7,5.2,5.0,5.1,6.0,5.7,4.5,3.2,5.7,2.8,5.1,4.8,3.0,5.5,2.9,5.3,6.0,6.0,5.1,5.2,5.0,4.3,3.8,2.8,5.5,2.7,3.2,6.0
Andre,Ayew,MID,WHU,7000000,2,4,2.0,2.85714285714286e-07,5.714285714285711e-07,0,18526,0,6,0,0,0,0,0,0.6,9737,0,0,4,0,0.3,0,2.0,0,0,0,0,0,1.8,4728,0,0,0,0,157,2414,0,0,15,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,2.2,1.2,1.0,1.0,1.5,2.3,1.7,1.9,1.9,1.5,2.1,1.6,1.8,1.6,2.1,1.0,2.4,2.0,1.9,1.1,1.0,2.2,2.1,1.5,1.0,1.0,2.4,1.2,1.0,1.4,2.0,3.0,1.0,1.0,1.0,2.8,3.2
Jordan,Ayew,FWD,SWA,5000000,2,4,2.0,4e-07,8e-07,0,28072,0,4,0,0,0,0,0,0.8,14857,0,0,4,0,0.4,0,2.0,0,0,1,0,0,1.9,21202,0,0,0,0,180,14484,0,0,10,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,2.2,1.5,2.7,1.0,2.9,1.0,1.4,2.0,2.0,3.0,1.4,2.0,1.0,1.0,1.0,1.2,1.1,1.2,2.2,1.0,2.6,1.2,2.2,1.2,1.0,3.0,2.1,1.2,1.0,1.2,1.3,1.2,2.3,1.0,2.5,3.0,4.1
Cesar,Azpilicueta,DEF,CHE,6500000,2,3,1.5,2.3076923076923105e-07,4.615384615384621e-07,0,92514,0,4,0,0,0,0,0,0.5,45838,0,0,3,0,0.2,0,1.5,0,0,0,0,0,9.3,14073,0,0,0,0,180,6785,0,0,31,Everton,Leicester,Arsenal,Stoke,Man City,0.8,0.8,1.0,0.8,0.8,2.2,0.8,1.3,0.8,1.5,0.8,0.8,1.2,0.8,0.9,0.8,0.8,1.4,2.2,0.8,0.8,1.8,0.9,1.7,1.1,0.8,1.6,1.8,1.7,1.4,0.8,0.8,0.8,1.8,1.0,1.6,8.3
Eric,Bailly,DEF,MUN,6100000,15,20,10.0,1.63934426229508e-06,3.27868852459016e-06,0,41639,1,0,0,0,0,1,0,3.3,22871,1,-1,20,-1,1.6,0,10.0,3,0,2,0,0,13.6,209760,0,0,0,1,180,186671,1,0,67,Leicester,Stoke,Everton,Southampton,Crystal Palace,15.0,10.0,14.7,12.9,13.3,11.4,13.3,10.9,14.6,13.3,13.3,15.0,10.7,11.4,13.3,13.3,9.2,11.1,13.8,9.6,15.0,15.0,15.0,13.3,13.3,12.2,13.3,15.0,12.9,11.4,15.0,13.3,13.3,15.0,13.3,11.4,10.3
Leighton,Baines,DEF,EVE,6000000,2,8,4.0,6.66666666666667e-07,1.33333333333333e-06,0,56053,0,1,0,0,0,0,0,1.3,33659,0,0,8,0,0.7,0,4.0,0,0,1,0,0,10.1,20223,0,0,0,0,180,8292,0,0,26,Chelsea,Tottenham,Man Utd,Bournemouth,Burnley,3.8,5.1,2.0,5.6,4.0,4.0,5.7,2.0,4.6,4.0,2.3,4.6,4.6,2.0,4.0,4.9,4.9,4.0,3.6,3.8,6.0,6.0,5.2,2.0,6.0,4.6,4.6,6.0,2.0,4.4,5.8,4.9,6.0,2.5,4.8,2.1,3.2
Tiemoue,Bakayoko,MID,CHE,5000000,2,2,2.0,4e-07,4e-07,0,8361,0,1,0,0,0,0,0,0.4,3330,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.6,9785,0,0,0,0,90,8615,0,0,2,Everton,Leicester,Arsenal,Stoke,Man City,2.4,1.0,1.7,1.0,1.0,2.2,1.0,2.3,1.0,1.3,1.0,1.2,2.0,2.0,1.3,1.1,1.9,1.4,3.0,1.1,1.7,1.9,1.8,1.8,1.0,1.0,2.2,1.7,2.6,1.0,1.7,1.4,1.0,2.7,1.5,2.5,1.1
Sam,Baldock,FWD,BHA,5000000,0,0,0.0,0.0,0.0,0,437,0,0,0,0,0,0,0,0.0,169,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,93,0,0,0,0,0,46,0,0,0,Watford,West Brom,Bournemouth,Newcastle,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Bardsley,DEF,BUR,4500000,0,0,0.0,0.0,0.0,0,1695,0,0,0,0,0,0,0,0.0,883,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,189,0,0,0,0,0,56,0,0,0,Tottenham,Crystal Palace,Liverpool,Huddersfield,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,Barkley,MID,EVE,7500000,0,0,0.0,0.0,0.0,0,5212,0,0,0,0,0,0,0,0.0,2178,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,296,0,0,0,0,0,99,0,0,0,Chelsea,Tottenham,Man Utd,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5400000,0,0,0.0,0.0,0.0,0,15871,1,0,0,0,0,0,0,0.0,6845,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.6,714,0,0,0,0,11,304,-1,0,-2,Tottenham,Crystal Palace,Liverpool,Huddersfield,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,144,0,0,0,0,0,0,0,0.0,38,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,3,3,0.5,1.11111111111111e-07,6.66666666666667e-07,0,26014,0,0,0,0,0,0,0,0.7,6684,0,0,3,0,0.3,0,1.5,0,0,1,0,0,1.7,8096,0,0,0,0,90,6850,0,0,13,Stoke,Brighton,West Ham,Arsenal,Watford,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.5
Kyle,Bartley,DEF,SWA,4500000,2,3,0.5,1.11111111111111e-07,6.66666666666667e-07,0,1693,0,1,0,0,0,0,0,0.7,1170,0,0,3,0,0.3,0,1.5,0,0,0,0,0,0.1,538,0,0,0,0,75,380,0,0,18,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.8,3.9
Michy,Batshuayi,FWD,CHE,8300000,-1,0,0.0,0.0,0.0,0,46992,0,4,0,0,0,0,0,0.0,16649,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.8,1947,1,0,0,0,69,971,-1,0,-2,Everton,Leicester,Arsenal,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Jan,Bednarek,DEF,SOU,4400000,0,0,0.0,0.0,0.0,0,3191,0,0,0,0,0,0,0,0.0,1522,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.2,223,0,0,0,0,0,98,-1,0,0,Huddersfield,Watford,Crystal Palace,Man Utd,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,2,5,2.5,5.55555555555556e-07,1.11111111111111e-06,0,28224,0,3,0,10,0,0,0,1.1,19633,0,0,5,0,0.6,0,2.5,0,0,0,0,0,5.4,14071,0,0,0,0,180,3089,0,0,38,Man City,Arsenal,Brighton,Everton,Leicester,1.7,1.2,3.3,1.2,2.2,3.8,1.5,2.0,2.9,1.8,3.3,1.5,1.9,3.3,1.4,2.6,3.0,1.8,2.0,3.3,2.6,1.6,2.7,3.8,1.8,2.9,1.2,2.7,2.8,3.1,3.3,1.4,1.4,1.7,2.0,3.1,7.0
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,4960,0,0,0,0,0,0,0,0.0,2786,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,513,0,0,0,0,0,21,0,0,0,Brighton,Southampton,Man City,Swansea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,6000000,2,3,1.5,2.5e-07,5e-07,0,117788,0,4,0,0,0,0,0,0.5,74830,0,0,3,0,0.3,0,1.5,0,0,0,0,0,12.3,22096,0,0,0,0,180,7728,0,0,17,Liverpool,Bournemouth,Chelsea,West Brom,Brighton,0.8,1.5,0.8,1.6,2.0,0.9,0.8,1.2,0.9,2.0,0.9,1.0,0.8,0.8,0.8,1.7,1.5,1.4,0.8,1.1,0.8,2.2,1.0,1.2,2.2,1.0,1.0,1.0,0.8,2.2,1.1,0.8,1.0,0.8,0.8,0.8,12.6
Yohan,Benalouane,DEF,LEI,4500000,0,0,0.0,0.0,0.0,0,933,0,0,0,0,0,0,0,0.0,436,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,108,0,0,0,0,0,50,0,0,0,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7900000,1,3,1.5,1.89873417721519e-07,3.79746835443038e-07,0,159655,1,4,0,0,0,0,0,0.4,67353,-1,1,3,1,0.2,0,1.5,0,0,0,0,0,6.5,18503,0,0,0,0,180,14371,-1,0,-17,Swansea,Burnley,Southampton,Man City,Man Utd,0.8,1.8,0.8,1.2,0.8,0.8,1.5,2.1,1.5,1.2,2.2,1.9,0.8,1.4,0.8,0.8,1.3,1.9,0.8,0.8,0.8,1.0,1.9,1.5,0.8,0.8,0.8,1.0,0.8,1.2,1.4,1.9,1.2,1.4,0.8,0.8,4.4
Saido,Berahino,FWD,STK,6000000,5,7,3.5,5.83333333333333e-07,1.16666666666667e-06,0,7733,0,1,0,0,0,0,0,1.2,3431,0,0,7,0,0.6,0,3.5,0,0,1,0,1,0.6,6373,0,0,0,0,136,5317,0,0,17,West Brom,Man Utd,Newcastle,Chelsea,Southampton,1.8,3.6,1.8,4.1,4.5,1.8,5.2,1.8,5.2,1.8,1.8,5.2,3.9,1.8,1.8,5.2,3.7,1.8,1.8,5.2,1.8,3.6,3.5,1.8,5.2,1.8,1.8,3.6,5.2,1.8,3.4,1.8,4.5,1.8,5.2,1.8,7.3
