FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Brahim,Diaz,MID,MCI,5000000,0,0,0.0,0.0,0.0,0,1413,0,0,0,0,0,0,0,0.0,645,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,293,0,0,0,0,0,124,0,0,0,Bournemouth,Liverpool,Watford,Crystal Palace,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,1,4,2.0,4e-07,8e-07,0,36177,1,1,0,0,0,0,0,0.8,21072,0,0,4,0,0.4,0,2.0,0,0,1,0,0,3.9,16460,0,0,0,0,157,6658,0,0,21,Burnley,Everton,Swansea,West Ham,Huddersfield,1.0,2.2,1.0,2.3,1.5,1.0,1.0,1.0,1.0,1.3,1.0,1.3,2.1,3.0,1.0,2.4,2.8,1.0,1.0,2.9,1.7,1.6,1.0,1.2,1.0,2.5,1.0,2.6,1.2,2.6,1.3,1.0,2.1,1.0,1.5,1.0,6.4
Mame Biram,Diouf,FWD,STK,5500000,2,4,2.0,3.63636363636364e-07,7.27272727272727e-07,0,5134,0,1,0,0,0,0,0,0.7,2548,0,0,4,0,0.4,0,2.0,0,0,1,0,0,0.3,1632,0,0,0,0,180,973,0,0,16,West Brom,Man Utd,Newcastle,Chelsea,Southampton,1.0,1.5,1.0,1.8,2.0,1.0,2.8,1.0,2.8,1.0,1.0,2.5,1.6,1.0,1.0,3.0,1.5,1.0,1.0,2.9,1.0,1.5,1.4,1.0,3.0,1.0,1.0,1.5,2.5,1.0,1.4,1.0,2.0,1.0,2.5,1.0,5.9
Abdoulaye,Doucoure,MID,WAT,5100000,3,12,6.0,1.17647058823529e-06,2.3529411764705897e-06,0,38818,0,3,0,0,0,1,0,2.4,27284,1,-1,12,-1,1.2,0,6.0,2,0,1,0,0,4.4,180458,0,0,0,0,180,73712,1,0,49,Brighton,Southampton,Man City,Swansea,West Brom,6.0,7.8,3.8,9.0,7.4,7.3,9.0,9.0,8.0,6.3,9.0,3.0,3.0,9.0,9.0,4.3,9.0,7.2,4.8,9.0,5.2,6.6,6.6,5.3,8.8,8.0,4.2,6.7,6.5,6.0,4.3,7.5,6.0,9.0,6.0,5.8,14.7
Daniel,Drinkwater,MID,LEI,4900000,0,0,0.0,0.0,0.0,0,4687,0,0,0,0,0,0,0,0.0,1933,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.2,743,0,0,0,0,0,414,-1,0,0,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Duffy,DEF,BHA,4500000,1,2,1.0,2.22222222222222e-07,4.44444444444444e-07,0,2673,0,4,0,0,0,0,0,0.4,1586,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.4,1313,0,0,0,0,180,458,0,0,28,Watford,West Brom,Bournemouth,Newcastle,Arsenal,0.8,0.7,0.6,0.7,0.5,0.5,0.5,0.5,0.9,1.5,0.5,1.1,0.6,0.5,1.5,0.5,0.5,0.6,0.7,0.6,0.7,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.8,0.5,0.5,1.1,0.9,0.8,0.5,0.5,7.1
Paul,Dummett,DEF,NEW,4400000,0,1,0.166666666666667,3.78787878787879e-08,2.2727272727272702e-07,0,18462,0,0,0,0,0,0,0,0.2,8819,-1,1,1,1,0.1,0,0.5,0,0,0,0,0,0.5,370,0,0,0,0,7,62,-1,0,4,West Ham,Swansea,Stoke,Brighton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Lewis,Dunk,DEF,BHA,4500000,1,0,0.0,0.0,0.0,0,14958,0,4,0,0,0,0,0,0.0,8855,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.5,2139,1,0,0,0,180,904,0,0,21,Watford,West Brom,Bournemouth,Newcastle,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
Nathan,Dyer,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,712,0,0,0,0,0,0,0,0.0,312,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,278,0,0,0,0,0,143,0,0,0,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Ederson,GLK,MCI,5500000,2,8,4.0,7.27272727272727e-07,1.45454545454545e-06,0,21915,0,1,0,3,0,0,0,1.5,13511,0,0,8,0,0.7,0,4.0,0,0,1,0,0,4.8,28804,0,0,0,0,180,13221,0,0,32,Bournemouth,Liverpool,Watford,Crystal Palace,Chelsea,5.6,3.8,6.0,4.0,5.9,6.0,2.0,6.0,3.7,2.7,4.6,2.6,2.5,3.8,6.0,3.0,3.6,6.0,6.0,2.5,3.8,4.0,4.0,6.0,3.1,3.3,2.8,4.0,4.0,2.8,2.0,6.0,2.8,4.2,2.5,4.4,2.3
,Eduardo,GLK,CHE,4900000,0,0,0.0,0.0,0.0,0,1071,0,0,0,0,0,0,0,0.0,386,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,173,0,0,0,0,0,78,-1,0,0,Everton,Leicester,Arsenal,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Elliot,GLK,NEW,4000000,2,4,2.0,5e-07,1e-06,0,30339,0,3,0,6,0,0,0,1.0,20312,0,0,4,0,0.5,0,2.0,0,0,0,0,0,18.8,115521,0,0,0,0,180,63608,0,0,29,West Ham,Swansea,Stoke,Brighton,Liverpool,1.2,2.5,3.0,2.5,1.9,1.2,2.7,2.3,1.8,1.0,1.2,2.0,1.9,1.5,1.4,1.0,1.1,1.2,2.5,1.0,1.4,2.2,1.0,2.7,1.0,1.8,1.0,1.3,3.0,1.2,1.0,1.8,1.0,2.0,2.3,1.4,3.7
Mohamed,Elneny,MID,ARS,4500000,0,5,0.833333333333333,1.85185185185185e-07,1.11111111111111e-06,0,50222,0,3,0,0,0,0,0,1.1,34916,0,0,5,0,0.6,0,2.5,0,0,0,0,1,4.1,93472,0,0,0,0,66,17052,0,0,21,Liverpool,Bournemouth,Chelsea,West Brom,Brighton,0.4,0.7,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.6,0.4,0.4,0.5,0.4,0.7,0.4,1.0,0.4,0.4,0.4,0.4,0.4,1.2,0.4,0.4,0.7,0.4,0.4,0.4,6.3
Christian,Eriksen,MID,TOT,9600000,7,19,9.5,9.89583333333333e-07,1.97916666666667e-06,0,43572,0,2,0,0,0,0,0,2.0,25357,1,-1,19,-1,1.0,0,9.5,5,0,1,0,3,21.9,286210,0,0,0,1,180,184468,1,0,59,Burnley,Everton,Swansea,West Ham,Huddersfield,5.6,13.1,5.8,14.2,14.2,7.6,10.6,11.9,7.6,12.9,6.9,12.9,14.2,14.2,7.6,14.2,14.2,8.1,8.1,14.2,10.9,14.2,4.8,12.9,11.6,14.2,7.0,14.2,7.6,14.2,11.9,5.8,14.2,4.9,14.1,11.6,21.8
Jonny,Evans,DEF,WBA,4900000,0,0,0.0,0.0,0.0,0,12479,0,0,0,0,0,0,0,0.0,5851,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.6,1608,0,0,0,0,0,733,-1,0,0,Stoke,Brighton,West Ham,Arsenal,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukasz,Fabianski,GLK,SWA,4500000,1,7,3.5,7.77777777777778e-07,1.55555555555556e-06,0,16524,0,4,0,6,0,0,0,1.6,10277,0,0,7,0,0.8,0,3.5,0,0,1,0,0,4.1,9322,0,0,0,0,180,3191,0,0,39,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,5.2,3.5,5.2,2.0,3.4,2.0,2.5,2.6,3.5,5.2,2.9,4.9,3.3,3.3,1.8,2.3,3.5,3.1,5.2,2.6,5.2,3.1,3.0,2.2,1.8,5.2,2.0,3.8,2.1,3.1,5.1,2.3,5.2,2.2,4.7,5.2,3.3
Cesc,Fabregas,MID,CHE,6900000,0,-1,-1.0,-1.44927536231884e-07,-1.44927536231884e-07,0,219413,0,3,0,0,0,0,0,-0.1,27535,-1,0,-1,1,-0.1,0,-0.5,0,0,0,0,0,3.8,8395,0,0,0,0,80,6202,0,1,7,Everton,Leicester,Arsenal,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,17456,0,0,0,0,0,0,0,0.0,9258,0,0,0,0,0.0,0,0.0,0,0,0,0,0,4.9,5771,0,0,0,0,0,2636,0,0,0,Man City,Arsenal,Brighton,Everton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,983,0,0,0,0,0,0,0,0.0,366,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,54,0,0,0,0,0,6,0,0,0,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,1,2,0.33333333333333304,6.80272108843537e-08,4.08163265306122e-07,0,7274,0,0,0,0,0,0,0,0.4,3910,-1,1,2,1,0.2,0,1.0,0,0,0,0,0,0.4,1809,0,0,0,0,29,732,-1,0,5,Leicester,Stoke,Everton,Southampton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6
Leroy,Fer,MID,SWA,5500000,1,4,2.0,3.63636363636364e-07,7.27272727272727e-07,0,6878,1,4,0,0,0,0,0,0.7,4127,0,0,4,0,0.4,0,2.0,0,0,1,0,0,0.5,2592,0,0,0,0,180,1328,0,0,18,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,2.4,1.6,2.4,1.0,2.2,1.0,1.3,1.2,1.0,2.8,1.4,2.5,1.2,1.0,1.0,2.1,1.3,1.1,2.0,1.0,2.7,1.1,1.4,1.2,1.0,2.0,1.3,1.4,1.0,1.0,1.4,2.1,2.3,1.0,2.5,3.0,5.2
Edimilson,Fernandes,MID,WHU,4500000,1,2,0.33333333333333304,7.40740740740741e-08,4.44444444444444e-07,0,2597,0,3,0,0,0,0,0,0.4,1399,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.4,1989,0,0,0,0,81,839,0,0,10,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,4.5
Federico,Fernandez,DEF,SWA,4500000,0,9,4.5,1e-06,2e-06,0,20650,0,4,0,0,0,0,0,2.0,13527,0,0,9,0,1.0,0,4.5,3,0,1,0,0,2.3,46698,0,0,0,0,180,12098,0,0,44,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,6.8,4.5,6.8,3.0,5.0,3.0,3.7,3.9,4.5,6.8,4.3,6.8,4.8,4.5,2.8,3.4,4.5,4.5,6.8,3.4,6.8,4.5,4.4,3.3,2.5,6.8,3.0,5.4,3.2,4.6,6.8,3.4,6.8,3.3,6.6,6.8,6.4
,Fernandinho,MID,MCI,5000000,2,8,4.0,8e-07,1.6e-06,0,25783,0,1,0,0,0,0,0,1.6,17183,0,0,8,0,0.8,0,4.0,0,0,1,0,1,3.4,88119,0,0,0,0,180,41201,0,0,35,Bournemouth,Liverpool,Watford,Crystal Palace,Chelsea,6.0,3.6,5.3,4.0,6.0,6.0,2.2,4.2,4.1,3.6,4.2,2.7,4.0,3.1,6.0,2.0,4.0,6.0,6.0,2.0,3.6,4.0,2.1,6.0,4.0,3.7,3.1,3.6,3.3,5.3,2.0,6.0,2.9,5.7,2.2,4.4,8.9
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,2596,0,0,0,0,0,0,0,0.0,746,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,147,0,0,0,0,0,71,0,0,0,Bournemouth,Liverpool,Watford,Crystal Palace,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,3,6,3.0,6.66666666666667e-07,1.33333333333333e-06,0,3724,0,0,0,0,0,0,0,1.3,3138,0,0,6,0,0.7,0,3.0,0,0,2,0,0,0.4,13837,0,0,0,0,154,12545,0,0,12,Stoke,Brighton,West Ham,Arsenal,Watford,4.5,3.1,3.6,1.8,1.5,1.8,2.3,1.9,2.1,2.9,3.7,4.0,3.6,4.3,1.7,1.5,1.8,4.5,3.7,3.3,3.1,3.1,3.5,2.6,3.7,2.1,3.0,3.6,3.7,2.1,2.7,1.5,3.3,4.0,1.5,3.6,1.6
Roberto,Firmino,FWD,LIV,8500000,2,14,7.0,8.235294117647059e-07,1.6470588235294099e-06,0,167242,0,2,0,0,0,1,0,1.6,132484,0,0,14,0,0.8,0,7.0,3,0,1,0,1,23.2,200426,0,0,0,0,169,77877,0,0,50,Arsenal,Man City,Burnley,Leicester,Newcastle,10.5,8.6,9.1,4.9,7.0,8.5,9.9,8.5,6.7,10.2,9.5,3.7,7.0,10.5,8.7,7.0,5.4,9.1,10.5,10.0,8.6,9.1,4.8,8.2,5.9,10.5,10.5,4.8,8.3,7.0,4.6,10.5,4.9,10.5,7.7,10.5,20.3
Jon,Flanagan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,22,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,90,0,0,0,0,0,90,0,0,0,Arsenal,Man City,Burnley,Leicester,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,15301,0,0,0,0,0,0,0,0.0,5711,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,777,0,0,0,0,0,342,0,0,0,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,5000000,3,5,2.5,5e-07,1e-06,0,7532,0,1,0,0,0,0,0,1.0,3958,0,0,5,0,0.5,0,2.5,0,0,1,0,0,0.9,2233,0,0,0,0,180,1707,0,0,26,West Brom,Man Utd,Newcastle,Chelsea,Southampton,1.2,1.7,1.2,3.1,2.8,1.2,3.6,1.2,3.6,1.2,1.2,3.3,2.9,1.2,1.2,3.6,2.4,1.2,1.2,3.8,1.2,2.4,1.8,1.2,3.2,1.2,1.2,2.2,3.8,1.2,1.7,1.2,2.4,1.2,3.6,1.2,6.4
Phil,Foden,MID,MCI,5000000,0,0,0.0,0.0,0.0,0,840,0,0,0,0,0,0,0,0.0,377,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,181,0,0,0,0,0,85,0,0,0,Bournemouth,Liverpool,Watford,Crystal Palace,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5000000,1,1,0.166666666666667,3.33333333333333e-08,2e-07,0,22778,0,3,0,0,0,0,0,0.2,10240,0,0,1,0,0.1,0,0.5,0,0,0,0,0,1.8,3228,0,0,0,0,90,1759,0,0,6,Newcastle,Huddersfield,West Brom,Tottenham,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,5.1
Fraser,Forster,GLK,SOU,5000000,3,9,4.5,9.000000000000001e-07,1.8000000000000001e-06,0,28050,0,2,0,6,0,0,0,1.8,18801,0,0,9,0,0.9,0,4.5,0,0,1,0,0,6.5,22557,0,0,0,0,180,8153,0,0,35,Huddersfield,Watford,Crystal Palace,Man Utd,Stoke,4.3,4.7,5.8,3.9,3.6,6.2,6.2,5.8,4.1,3.4,5.2,6.4,5.6,6.1,5.5,5.8,4.7,6.8,3.5,6.2,6.6,5.1,6.2,5.8,6.2,6.6,6.8,5.8,6.8,3.8,2.9,5.1,2.3,6.0,2.4,4.5,4.2
Ben,Foster,GLK,WBA,4500000,6,13,6.5,1.44444444444444e-06,2.8888888888888903e-06,0,33192,0,0,0,2,0,0,0,2.9,18984,0,0,13,0,1.4,0,6.5,1,0,2,0,0,17.9,158477,0,0,0,0,180,103284,0,0,44,Stoke,Brighton,West Ham,Arsenal,Watford,9.8,8.7,7.7,5.6,7.4,4.6,7.4,7.4,7.7,8.0,9.8,8.7,8.7,9.8,6.4,6.5,6.5,8.3,9.5,7.0,8.7,4.9,9.8,8.0,9.5,7.7,9.8,8.7,8.7,6.8,7.4,6.5,9.7,8.7,7.1,8.7,2.3
Timothy,Fosu-Mensah,DEF,CRY,4500000,2,3,1.5,3.3333333333333304e-07,6.66666666666667e-07,0,12843,0,3,0,0,0,0,0,0.7,6913,0,0,3,0,0.3,0,1.5,0,0,0,0,0,1.9,17989,0,0,0,0,167,10862,0,0,33,Swansea,Burnley,Southampton,Man City,Man Utd,0.9,1.5,0.8,1.4,0.8,0.8,1.4,0.8,2.2,0.9,2.2,1.6,1.3,1.1,0.8,0.8,1.6,1.2,0.8,0.8,0.8,0.8,0.8,1.4,0.8,1.6,0.8,1.2,0.8,1.2,1.1,1.6,1.5,1.0,0.8,1.3,4.3
Simon,Francis,DEF,BOU,4500000,0,2,0.33333333333333304,7.40740740740741e-08,4.44444444444444e-07,0,57324,0,1,0,0,0,0,0,0.4,34836,0,0,2,0,0.2,0,1.0,0,0,0,0,0,1.7,1278,0,0,0,0,79,109,0,0,16,Man City,Arsenal,Brighton,Everton,Leicester,0.0,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Ryan,Fraser,MID,BOU,5500000,2,4,2.0,3.63636363636364e-07,7.27272727272727e-07,0,17720,0,2,0,0,0,0,0,0.7,12230,0,0,4,0,0.4,0,2.0,0,0,0,0,0,1.1,5991,0,0,0,0,167,709,0,0,19,Man City,Arsenal,Brighton,Everton,Leicester,1.0,1.0,1.6,1.7,2.0,2.0,1.0,1.5,2.3,1.1,2.5,1.1,1.3,2.0,1.0,1.8,1.9,2.0,2.7,1.6,2.0,1.8,2.1,3.0,1.1,2.3,1.0,1.0,1.1,1.6,2.0,1.0,1.0,1.2,1.4,2.4,8.5
Christian,Fuchs,DEF,LEI,5000000,6,6,3.0,6e-07,1.2e-06,0,27952,0,4,0,0,0,0,0,1.2,13150,0,0,6,0,0.6,0,3.0,0,0,1,0,0,3.8,14617,0,0,0,0,180,5138,0,0,36,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,1.5,3.3,1.5,4.1,2.0,4.2,3.0,3.4,1.5,2.9,1.5,3.9,2.6,2.5,1.5,4.5,2.5,2.8,1.5,3.1,2.2,3.1,1.5,3.3,2.7,4.5,3.9,2.3,4.0,2.8,4.4,2.8,3.2,2.8,3.1,4.3,5.2
Jay,Fulton,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,473,1,0,0,0,0,0,0,0.0,230,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,200,0,0,0,0,16,112,0,0,-2,Crystal Palace,Newcastle,Tottenham,Watford,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,5000000,0,0,0.0,0.0,0.0,0,389,0,0,0,0,0,0,0,0.0,144,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,77,0,0,0,0,0,34,0,0,0,Chelsea,Tottenham,Man Utd,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,7000000,7,9,4.5,6.428571428571429e-07,1.28571428571429e-06,0,72021,0,2,0,0,0,1,0,1.3,27849,0,0,9,0,0.6,0,4.5,1,0,1,0,0,5.9,60997,0,0,0,0,147,50971,0,0,26,Huddersfield,Watford,Crystal Palace,Man Utd,Stoke,3.4,3.7,5.6,3.8,2.7,6.2,3.9,5.8,5.1,3.3,6.1,5.8,5.8,6.8,6.6,5.3,3.8,6.6,3.4,6.0,5.7,3.6,6.2,3.5,6.1,6.8,6.8,5.8,6.1,5.6,4.8,4.5,3.4,6.2,3.2,3.9,7.6
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,817,0,0,0,0,0,0,0,0.0,403,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,226,0,0,0,0,0,132,0,0,0,Liverpool,Bournemouth,Chelsea,West Brom,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,16708,0,0,0,0,0,0,0,0.0,9568,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.8,5131,0,0,0,0,0,1920,0,0,0,West Ham,Swansea,Stoke,Brighton,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6400000,1,3,1.5,2.34375e-07,4.6875e-07,0,47043,0,3,0,0,0,0,0,0.5,33498,-1,1,3,1,0.2,0,1.5,0,0,0,0,0,1.7,10547,0,0,0,0,126,1923,-1,0,4,West Ham,Swansea,Stoke,Brighton,Liverpool,0.0,1.3,2.2,1.9,1.2,0.8,1.1,1.8,1.4,0.8,0.8,0.8,1.0,1.4,1.2,1.0,1.9,0.8,1.9,0.8,0.8,1.2,0.8,1.1,0.8,1.4,0.8,0.8,1.5,0.8,0.8,1.9,0.8,0.8,1.2,0.8,4.3
