FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jacob,Murphy,MID,NEW,5000000,2,21,1.05,2.1e-07,4.2000000000000004e-06,0,10121,0,17,0,0,0,0,0,4.2,147,-5,0,21,5,0.3,0,1.5,0,0,0,0,0,0.1,1613,0,0,0,0,643,89,0,0,65,Brighton,Stoke,Swansea,Man City,Burnley,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,25.7
Jamie,Murphy,MID,BHA,4700000,0,6,0.3,6.382978723404259e-08,1.27659574468085e-06,0,4063,0,4,0,0,0,0,0,1.3,89,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,1701,0,0,0,0,166,62,0,0,25,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Glenn,Murray,FWD,BHA,5700000,1,49,2.7,4.7368421052631595e-07,8.596491228070179e-06,0,265794,4,16,0,0,0,5,0,8.6,19573,-3,1,49,3,0.3,1,1.8,6,0,5,0,0,2.2,338792,0,0,0,1,992,6954,-1,0,120,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,2.2,3.1,2.0,2.1,2.1,3.0,2.5,2.8,2.9,1.8,1.8,3.0,3.3,2.1,2.7,1.7,2.9,1.5,60.6
Ahmed,Musa,MID,LEI,6200000,0,0,0.0,0.0,0.0,0,26588,0,0,0,0,0,0,0,0.0,301,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.4,3861,0,0,0,0,0,71,0,0,0,Liverpool,Huddersfield,Chelsea,Watford,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,2,0.1,2.08333333333333e-08,4.1666666666666704e-07,0,4125,0,0,0,0,0,0,0,0.4,34,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.0,1530,0,0,0,0,26,3,0,0,-2,Stoke,Arsenal,Leicester,Brighton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Shkodran,Mustafi,DEF,ARS,5400000,8,62,3.1,5.74074074074074e-07,1.14814814814815e-05,0,255084,1,7,0,0,0,2,0,11.5,5659,-1,0,62,1,0.2,0,1.3,6,0,7,0,0,3.1,301366,0,0,0,1,869,56842,0,0,279,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,2.4,3.9,2.0,4.6,2.0,3.1,2.0,2.9,2.6,4.0,1.9,3.8,3.7,2.2,4.4,1.7,3.8,2.0,53.3
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,457,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,526,0,0,0,0,0,18,0,0,0,Man City,Southampton,Burnley,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.05,1.25e-08,2.5e-07,0,81656,1,1,0,2,0,0,0,0.3,3378,0,0,1,0,0.0,0,0.0,0,0,0,0,0,3.6,67439,0,0,0,0,90,5441,0,0,7,Arsenal,West Ham,Brighton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,15,0.75,1.5957446808510598e-07,3.1914893617021303e-06,0,3351,0,10,0,0,0,0,0,3.2,54,-3,0,15,3,0.2,0,1.0,0,0,1,0,0,0.0,1247,0,0,0,0,410,17,0,0,43,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.4
Kyle,Naughton,DEF,SWA,4600000,0,62,3.1,6.73913043478261e-07,1.34782608695652e-05,0,332073,1,31,0,0,0,0,0,13.5,25179,1,0,62,-1,0.4,0,1.8,8,0,6,0,1,5.3,493261,0,0,0,2,1786,9389,0,0,366,Watford,Tottenham,Newcastle,Liverpool,Arsenal,3.6,3.3,2.7,3.2,3.6,2.4,3.4,3.1,4.1,2.5,3.3,2.1,3.0,2.8,2.5,3.5,2.5,3.5,68.5
Wilfred,Ndidi,MID,LEI,4900000,2,50,2.5,5.102040816326529e-07,1.0204081632653099e-05,0,40407,2,30,0,0,0,0,0,10.2,2000,-1,0,50,1,0.4,0,2.2,2,0,4,0,3,0.5,34261,0,0,0,0,1770,713,0,1,259,Liverpool,Huddersfield,Chelsea,Watford,Everton,1.2,2.6,1.5,1.8,2.1,2.6,1.2,2.0,2.4,1.8,2.3,1.5,2.3,1.7,2.1,1.6,2.4,1.4,69.1
Reiss,Nelson,MID,ARS,4800000,0,0,0.0,0.0,0.0,0,2840,0,0,0,0,0,0,0,0.0,56,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,1232,0,0,0,0,0,25,0,0,0,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julien,Ngoy,FWD,STK,4500000,0,0,0.0,0.0,0.0,0,25003,0,0,0,0,0,0,0,0.0,2362,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,44637,0,0,0,0,0,2778,0,0,0,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oumar,Niasse,FWD,EVE,4700000,1,41,2.05,4.3617021276595707e-07,8.72340425531915e-06,0,426206,2,9,0,0,0,5,0,8.7,24118,-3,0,41,3,0.1,0,0.3,8,0,0,0,1,3.3,572178,0,0,0,2,451,18389,0,0,136,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,1.5,1.9,1.0,2.1,1.9,1.0,2.1,1.5,1.1,2.1,1.7,1.5,1.7,1.3,2.0,1.2,1.9,1.1,53.3
Edward,Nketiah,FWD,ARS,5000000,0,0,0.0,0.0,0.0,0,1499,0,0,0,0,0,0,0,0.0,164,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1885,0,0,0,0,0,183,0,0,0,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georges-Kevin,Nkoudou,MID,TOT,5400000,0,1,0.05,9.259259259259259e-09,1.85185185185185e-07,0,946,0,0,0,0,0,0,0,0.2,31,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,446,0,0,0,0,1,16,0,0,3,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Mark,Noble,MID,WHU,5300000,0,27,1.35,2.5471698113207504e-07,5.09433962264151e-06,0,14189,2,16,0,0,0,1,0,5.1,341,-2,0,27,2,0.4,0,2.0,0,0,3,0,0,0.1,5370,0,0,0,0,825,17,0,0,161,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,1.0,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.7,1.2,36.2
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1562,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,52,0,0,0,0,0,1,0,0,0,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,23323,0,0,0,0,0,0,0,0.0,691,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.0,12169,0,0,0,0,0,379,0,0,0,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,456,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,99,0,0,0,0,0,2,0,0,0,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4900000,0,45,2.8,5.714285714285711e-07,9.183673469387759e-06,0,170670,4,20,0,0,0,0,0,9.2,2680,-1,0,45,1,0.5,0,2.5,6,0,4,0,1,1.3,174226,0,0,0,0,1306,254,0,0,240,Arsenal,West Ham,Brighton,Everton,Man City,3.2,2.6,3.7,1.5,2.0,3.0,2.4,3.3,3.0,2.5,2.0,3.1,2.7,1.7,2.8,2.2,2.9,3.3,47.5
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,1500,0,0,0,0,0,0,0,0.0,66,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1721,0,0,0,0,0,44,0,0,0,Swansea,West Ham,Everton,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro,Obiang,MID,WHU,4400000,1,38,2.4,5.454545454545451e-07,8.63636363636364e-06,0,148479,3,25,0,0,0,1,0,8.6,5146,-1,0,38,1,0.5,0,2.2,3,0,5,0,0,1.0,151744,0,0,0,1,1243,1931,0,0,204,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,3.6,1.4,2.4,2.1,1.2,1.8,1.2,1.9,2.1,1.9,2.1,1.3,2.1,1.2,1.2,1.4,2.7,44.7
Angelo,Ogbonna,DEF,WHU,4400000,0,36,2.4,5.454545454545451e-07,8.18181818181818e-06,0,93211,2,34,0,0,0,1,0,8.2,38710,-1,0,36,1,1.1,0,5.0,4,0,3,0,0,5.0,303934,0,0,0,1,1350,22694,0,0,252,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,4.3,1.5,2.2,3.5,1.9,2.6,1.4,1.5,2.5,2.3,2.4,1.8,2.5,1.3,1.8,1.4,2.0,44.4
Stefano,Okaka,FWD,WAT,5300000,1,11,0.55,1.0377358490566e-07,2.07547169811321e-06,0,60990,0,4,0,0,0,1,0,2.1,563,-2,0,11,2,0.1,0,0.5,1,0,0,0,0,0.4,46909,0,0,0,0,129,790,0,0,33,Swansea,Man City,Southampton,Leicester,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.6
Shinji,Okazaki,FWD,LEI,5500000,2,61,3.6,6.54545454545455e-07,1.10909090909091e-05,0,527622,1,12,0,0,0,6,0,11.1,33414,0,0,61,0,0.8,0,4.2,7,0,2,0,2,5.5,665520,0,0,0,1,812,23019,0,0,226,Liverpool,Huddersfield,Chelsea,Watford,Everton,2.9,4.5,2.5,3.8,3.2,4.0,3.3,4.8,4.4,3.6,4.0,3.3,4.3,3.2,4.1,3.7,4.2,3.0,80.1
Martin,Olsson,DEF,SWA,5000000,-1,54,3.0,6e-07,1.0800000000000002e-05,0,22060,2,27,0,0,0,0,0,10.8,916,0,0,54,0,0.4,0,2.0,0,0,7,0,1,0.3,18305,0,0,0,0,1616,267,0,0,270,Watford,Tottenham,Newcastle,Liverpool,Arsenal,3.5,3.1,2.6,3.0,3.4,2.2,3.3,3.0,4.0,2.4,3.2,2.0,2.8,2.6,2.4,3.4,2.4,3.3,44.5
Divock,Origi,FWD,LIV,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,21636,0,1,0,0,0,0,0,0.1,66,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1119,0,0,0,0,9,7,0,0,3,Leicester,Burnley,Man City,Swansea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Oriol Romeu,MID,SOU,4400000,2,39,2.2,5e-07,8.86363636363636e-06,0,226653,5,27,0,0,0,1,0,8.9,7445,-1,0,39,1,0.3,0,1.3,0,0,4,0,0,2.2,121490,0,0,0,0,1529,2104,0,0,262,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,1.1,1.7,1.5,1.4,1.8,1.5,1.3,1.4,1.6,1.7,1.9,1.4,1.1,1.5,1.4,1.9,1.7,1.1,66.1
David,Ospina,GLK,ARS,4800000,0,0,0.0,0.0,0.0,0,7765,0,0,0,0,0,0,0,0.0,160,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1450,0,0,0,0,0,51,0,0,0,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas,Otamendi,DEF,MCI,6400000,8,102,5.4,8.4375e-07,1.59375e-05,0,855788,6,12,0,0,0,4,0,16.2,17720,9,-1,102,-9,1.1,0,7.3,14,0,9,0,0,31.6,2156502,1,0,0,4,1690,155637,1,0,447,Crystal Palace,Watford,Liverpool,Newcastle,West Brom,7.0,6.9,6.1,6.6,7.5,6.9,6.0,5.6,7.3,6.9,7.8,5.1,6.7,6.3,6.4,6.8,7.5,7.0,91.2
Mesut,Ozil,MID,ARS,9300000,2,80,4.7,5.05376344086022e-07,8.60215053763441e-06,0,198744,2,24,0,0,0,4,0,8.6,13575,-2,0,80,2,0.5,0,4.5,10,0,5,0,5,2.9,196354,0,0,0,2,1370,17927,0,0,349,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,4.0,5.6,4.4,5.9,4.8,7.0,3.0,4.0,3.3,5.3,3.8,5.8,5.9,4.4,6.4,2.6,5.9,3.8,172.7
Alex,Palmer,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,3448,0,0,0,0,0,0,0,0.0,227,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,10203,0,0,0,0,0,384,0,0,0,Arsenal,West Ham,Brighton,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey,Palmer,MID,HUD,5300000,0,4,0.2,3.77358490566038e-08,7.54716981132075e-07,0,4453,2,2,0,0,0,0,0,0.8,42,-2,0,4,2,0.0,0,0.2,0,0,1,0,0,0.0,965,0,0,0,0,168,23,0,0,9,Burnley,Leicester,West Ham,Stoke,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,4909,0,0,0,0,0,0,0,0.0,53,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,270,0,0,0,0,0,2,0,0,0,Swansea,Man City,Southampton,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Payne,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,486,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,105,0,0,0,0,0,1,0,0,0,Burnley,Leicester,West Ham,Stoke,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Pedro,MID,CHE,7700000,0,54,2.7,3.50649350649351e-07,7.0129870129870106e-06,0,283833,0,5,0,0,0,3,0,7.0,4621,-3,0,54,3,0.3,0,2.3,2,0,6,0,2,1.2,182837,0,0,0,1,850,1615,0,0,160,Stoke,Arsenal,Leicester,Brighton,Bournemouth,2.3,1.4,2.3,1.7,2.7,2.0,2.7,1.4,1.4,2.4,1.9,2.1,2.7,2.0,3.0,2.5,1.9,2.2,69.3
Matthew,Pennington,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,4494,0,0,0,0,0,0,0,0.0,78,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1299,0,0,0,0,0,22,0,0,0,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas,Pereira,MID,MUN,4900000,0,0,0.0,0.0,0.0,0,3861,0,0,0,0,0,0,0,0.0,14,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,207,0,0,0,0,0,0,0,0,0,Southampton,Everton,Stoke,Burnley,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Pereyra,MID,WAT,5800000,1,27,1.35,2.3275862068965502e-07,4.6551724137931e-06,0,11842,1,13,0,0,0,1,0,4.7,345,-2,0,27,2,0.2,0,1.3,0,0,0,0,1,0.1,3708,0,0,0,0,613,34,0,0,102,Swansea,Man City,Southampton,Leicester,Stoke,0.0,0.7,0.7,0.7,0.7,0.7,0.7,1.0,0.8,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,37.2
Ayoze,Perez,FWD,NEW,5200000,0,37,2.1,4.0384615384615397e-07,7.115384615384621e-06,0,121266,1,15,0,0,0,1,0,7.1,2402,-3,0,37,3,0.2,0,0.8,2,0,3,0,1,0.7,83809,1,0,0,0,1129,1407,0,0,98,Brighton,Stoke,Swansea,Man City,Burnley,2.0,2.0,1.8,1.4,1.6,1.6,1.8,1.7,1.2,1.8,1.2,2.1,1.6,1.8,1.4,2.0,1.7,1.2,62.1
Lucas,Perez,FWD,ARS,7400000,0,0,0.0,0.0,0.0,0,8808,0,0,0,0,0,0,0,0.0,41,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,474,0,0,0,0,0,6,0,0,0,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Phillips,MID,WBA,5500000,3,42,3.0,5.454545454545451e-07,7.63636363636364e-06,0,175852,0,12,0,0,0,1,0,7.6,618,-5,0,42,5,0.1,0,0.5,0,0,5,0,3,0.4,70183,0,0,0,0,888,109,0,0,138,Arsenal,West Ham,Brighton,Everton,Man City,3.1,2.1,3.1,2.5,1.5,2.9,1.9,3.6,2.3,2.8,2.5,2.9,3.5,1.5,2.4,2.5,2.6,2.0,50.9
Jordan,Pickford,GLK,EVE,4900000,10,84,4.2,8.57142857142857e-07,1.7142857142857098e-05,0,322917,0,30,0,62,0,0,0,17.1,6752,-1,-1,84,1,1.4,0,7.0,12,0,6,0,0,8.1,235109,0,0,1,2,1800,57575,1,0,406,Bournemouth,Man Utd,Tottenham,West Brom,Leicester,3.7,5.2,3.8,5.9,4.6,3.3,6.2,5.2,4.3,6.3,4.3,4.4,5.2,3.7,5.1,3.7,5.4,4.7,50.1
Jeremy,Pied,DEF,SOU,4200000,0,2,0.1,2.38095238095238e-08,4.76190476190476e-07,0,5148,0,1,0,0,0,0,0,0.5,101,-3,0,2,3,0.1,0,0.3,0,0,0,0,0,0.1,2094,0,0,0,0,90,68,0,0,19,Man Utd,Crystal Palace,Watford,Tottenham,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Erik,Pieters,DEF,STK,4700000,0,29,1.6,3.4042553191489397e-07,6.17021276595745e-06,0,48273,1,37,0,0,0,0,0,6.2,2041,-3,0,29,3,0.2,0,1.0,0,0,2,0,0,0.3,14341,0,0,0,0,1590,17,0,0,224,Chelsea,Newcastle,Man Utd,Huddersfield,Watford,0.0,0.0,0.0,1.4,1.3,0.8,1.6,0.8,1.0,0.9,1.0,0.8,1.2,1.2,1.3,0.8,2.3,0.8,43.0
Paul,Pogba,MID,MUN,7900000,2,60,6.0,7.59493670886076e-07,7.5949367088607605e-06,0,2191943,1,10,0,0,0,3,0,7.6,45911,-1,0,60,1,0.2,0,1.5,4,0,4,0,7,12.3,1650990,0,0,0,2,862,34014,0,1,233,Southampton,Everton,Stoke,Burnley,Tottenham,8.0,6.6,7.9,6.0,4.9,9.0,6.7,7.6,5.6,7.1,5.8,8.8,4.3,8.7,6.7,8.5,5.3,7.3,99.3
Nick,Pope,GLK,BUR,4800000,1,85,5.0,1.04166666666667e-06,1.77083333333333e-05,0,96079,2,13,0,60,0,0,0,17.7,11446,3,0,85,-3,1.0,0,4.7,12,0,8,0,0,7.0,436180,0,0,0,2,1494,41066,0,0,375,Huddersfield,Liverpool,Crystal Palace,Man Utd,Newcastle,5.2,6.3,6.2,6.3,5.6,5.3,5.3,6.5,5.7,6.0,6.8,6.0,6.7,5.6,6.0,7.4,4.7,6.0,43.2
Sebastian,Prodl,DEF,WAT,4300000,1,18,0.9,2.0930232558139502e-07,4.18604651162791e-06,0,27308,1,11,0,0,0,0,0,4.2,486,-2,0,18,2,0.2,0,1.0,0,0,2,0,0,0.2,10846,0,0,0,0,638,409,0,0,120,Swansea,Man City,Southampton,Leicester,Stoke,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,1.0,0.4,0.4,0.4,16.4
Davy,Propper,MID,BHA,5300000,2,53,2.6,4.90566037735849e-07,1e-05,0,12174,1,25,0,0,0,0,0,10.0,299,-2,0,53,2,0.4,0,2.3,1,0,7,0,2,0.1,8057,0,0,0,0,1800,219,0,0,270,Newcastle,Bournemouth,West Brom,Chelsea,Southampton,1.8,2.8,1.7,2.2,1.7,2.7,1.5,3.0,2.6,1.9,1.3,2.4,3.0,1.5,2.1,1.6,2.2,1.3,60.6
Marc,Pugh,MID,BOU,4700000,1,22,1.1,2.3404255319148897e-07,4.6808510638297895e-06,0,5885,2,13,0,0,0,0,0,4.7,164,-3,0,22,3,0.1,0,0.7,0,0,4,0,0,0.1,2547,0,0,0,0,723,136,0,0,72,Everton,Brighton,Arsenal,West Ham,Chelsea,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,39.2
Jason,Puncheon,MID,CRY,4500000,0,11,0.55,1.2222222222222198e-07,2.44444444444444e-06,0,61343,4,14,0,0,0,0,0,2.4,770,-5,0,11,5,0.0,0,0.0,0,0,0,0,0,0.3,12638,0,0,0,0,554,165,0,0,38,Man City,Southampton,Burnley,Arsenal,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,24.3
Collin,Quaner,FWD,HUD,4600000,5,24,1.2,2.60869565217391e-07,5.21739130434783e-06,0,340234,2,11,0,0,0,0,0,5.2,12672,1,0,24,-1,0.5,0,2.3,0,0,1,0,3,5.9,416488,0,0,0,0,590,35149,0,0,99,Burnley,Leicester,West Ham,Stoke,Liverpool,0.7,0.6,0.9,0.7,0.7,0.6,0.9,0.6,0.6,0.8,0.9,0.6,0.6,0.7,0.6,0.9,0.6,0.8,47.9
Domingos,Quina,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,508,0,0,0,0,0,0,0,0.0,51,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,838,0,0,0,0,0,18,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Ramsdale,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,5276,0,0,0,0,0,0,0,0.0,255,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15611,0,0,0,0,0,359,0,0,0,Everton,Brighton,Arsenal,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Ramsey,MID,ARS,7000000,0,81,5.4,7.71428571428571e-07,1.15714285714286e-05,0,801605,0,13,0,0,0,3,0,11.6,16484,0,0,81,0,0.2,0,1.3,7,0,7,0,8,2.7,806079,0,0,0,1,1196,333,0,0,311,West Brom,Chelsea,Bournemouth,Crystal Palace,Swansea,0.0,0.0,5.4,7.2,5.9,8.1,3.8,5.0,4.1,6.5,4.8,7.0,7.1,5.4,7.7,3.2,7.1,4.8,122.8
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,908,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,113,0,0,0,0,0,4,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,3900000,0,2,0.1,2.56410256410256e-08,5.128205128205129e-07,0,604359,0,0,0,0,0,0,0,0.5,16054,-1,0,2,1,0.1,0,0.2,0,0,0,0,0,10.1,247081,0,0,0,0,12,6444,0,0,5,Watford,Tottenham,Newcastle,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
