FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Harry,Maguire,DEF,LEI,5600000,0,102,3.4,6.071428571428571e-07,1.8214285714285698e-05,0,768705,5,43,0,0,0,2,0,18.2,22351,6,0,102,-6,0.4,0,2.0,10,0,7,0,4,12.4,1301074,0,0,0,1,2700,20703,0,0,585,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,3.2,3.5,7.2,0.0,4.2,4.6,3.0,129.8
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,139,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,152,0,0,0,0,0,0,0,0,0,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riyad,Mahrez,MID,LEI,8900000,0,161,5.8,6.51685393258427e-07,1.80898876404494e-05,0,1335552,1,34,0,0,0,10,0,18.3,10490,4,-1,161,-4,1.2,0,10.5,18,0,7,0,11,12.5,1819153,0,0,0,3,2234,163073,1,0,541,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,5.6,7.8,13.5,0.0,6.1,8.0,5.0,215.8
Ainsley,Maitland-Niles,MID,ARS,4500000,0,19,0.633333333333333,1.40740740740741e-07,4.2222222222222194e-06,0,11065,0,10,0,0,0,0,0,4.2,370,0,0,19,0,0.2,0,1.0,0,0,3,0,0,0.1,14302,0,0,0,0,653,142,0,0,104,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.9
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,411,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,520,0,0,0,0,0,2,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,1,37,1.19354838709677,2.7756939234808695e-07,8.6046511627907e-06,0,20611,3,22,0,0,0,0,0,8.6,445,-2,0,37,2,0.5,0,2.3,4,0,3,0,1,0.2,21376,0,0,0,1,1061,189,0,0,203,Newcastle,Brighton,Watford,Everton,Man City,0.6,0.6,1.0,0.0,0.7,0.6,1.1,41.9
Sadio,Mane,MID,LIV,9500000,9,122,5.3,5.57894736842105e-07,1.2842105263157901e-05,0,1746794,2,22,0,0,0,8,0,12.8,48447,0,0,122,0,0.8,0,8.0,8,0,11,0,8,11.1,1143960,0,0,0,3,1749,20744,0,1,411,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,5.3,5.9,6.9,5.6,6.6,4.7,6.9,183.6
Eliaquim,Mangala,DEF,EVE,5000000,0,22,0.7096774193548392,1.4193548387096802e-07,4.4e-06,0,29976,0,7,0,0,0,0,0,4.4,266,0,0,22,0,0.0,0,0.0,0,0,2,0,0,0.2,30948,0,0,0,0,617,11,0,0,118,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.4,0.4,16.8
Javier,Manquillo,DEF,NEW,4300000,0,45,2.3,5.348837209302331e-07,1.0465116279069802e-05,0,112589,2,29,0,0,0,0,0,10.5,801,-2,0,45,2,0.0,0,0.0,1,0,4,0,0,0.7,83174,0,0,0,0,1691,159,0,0,229,Huddersfield,Leicester,Arsenal,Everton,West Brom,2.4,1.4,2.7,1.2,2.2,1.9,2.3,41.3
Solomon,March,MID,BHA,4800000,0,58,1.9333333333333302,4.0277777777777794e-07,1.2083333333333301e-05,0,46022,3,22,0,0,0,1,0,12.1,191,-2,0,58,2,0.1,0,0.5,0,0,6,0,2,0.2,45025,0,0,0,0,1608,80,0,0,239,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,1.6,1.9,2.3,0.0,1.0,1.3,1.0,82.8
Adrian,Mariappa,DEF,WAT,4200000,0,45,2.1,5e-07,1.0714285714285699e-05,0,379934,3,35,0,0,0,0,0,10.7,14015,2,0,45,-2,0.5,0,2.0,2,0,5,0,0,5.7,512047,0,0,0,1,1659,15935,0,0,283,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,1.6,1.9,1.3,2.8,1.3,1.7,1.1,47.0
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1407,0,0,0,0,0,0,0,0.0,21,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1008,0,0,0,0,0,24,0,0,0,West Brom,Watford,Leicester,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,7900000,0,118,3.93333333333333,4.9789029535865e-07,1.49367088607595e-05,0,549988,1,11,0,0,0,9,0,14.9,5549,-1,0,118,1,0.0,0,0.0,7,0,8,0,6,2.6,580738,0,0,0,1,1334,4651,0,0,380,Swansea,Man City,West Brom,Bournemouth,Arsenal,4.8,2.1,8.6,0.0,5.0,2.7,4.6,161.0
Cuco,Martina,DEF,EVE,4400000,0,55,2.6,5.90909090909091e-07,1.25e-05,0,157163,2,30,0,0,0,0,0,12.5,23139,-1,0,55,1,0.1,0,0.3,0,0,5,0,2,2.0,241805,0,0,0,0,1830,244,0,0,367,Man City,Liverpool,Swansea,Newcastle,Huddersfield,2.3,2.9,1.7,2.5,1.7,2.8,2.2,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,28602,0,0,0,0,0,0,0,0.0,146,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1461,0,0,0,0,0,10,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,5030,0,0,0,0,0,0,0,0.0,55,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,5048,0,0,0,0,0,6,0,0,0,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,15,0.483870967741936,9.87491770901909e-08,3.0612244897959202e-06,0,3034,1,21,0,0,0,0,0,3.1,249,-1,0,15,1,0.5,0,2.3,0,0,1,0,0,0.0,3028,0,0,0,0,831,33,0,0,131,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.2,0.2,0.2,0.2,0.2,0.3,0.2,22.1
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,96695,0,0,0,0,0,0,0,0.0,999,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.2,89305,0,0,0,0,0,89,0,0,0,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4200000,0,39,1.3,3.0952380952381003e-07,9.28571428571429e-06,0,159214,5,24,0,0,0,0,0,9.3,1141,-3,0,39,3,0.0,0,0.0,1,0,3,0,2,0.5,174780,0,0,0,0,1323,1382,0,0,247,Southampton,Chelsea,Stoke,Arsenal,Man City,0.9,0.6,1.1,0.6,0.7,0.6,0.8,58.3
Juan,Mata,MID,MUN,6800000,0,87,3.6,5.294117647058821e-07,1.2794117647058802e-05,0,268629,1,8,0,0,0,3,0,12.8,1515,-2,0,87,2,0.2,0,1.5,6,0,13,0,4,2.1,209266,0,0,0,1,1559,1576,0,0,358,Swansea,Man City,West Brom,Bournemouth,Arsenal,4.2,1.8,7.6,0.0,4.4,2.3,4.0,143.9
Nemanja,Matic,MID,MUN,4700000,0,79,2.6,5.53191489361702e-07,1.68085106382979e-05,0,1080037,6,21,0,0,0,1,0,16.8,7704,-3,0,79,3,1.2,0,5.5,3,0,15,0,1,9.2,620674,0,0,0,1,2649,16143,0,0,487,Swansea,Man City,West Brom,Bournemouth,Arsenal,2.6,1.3,4.7,0.0,2.8,1.3,2.5,105.9
Joel,Matip,DEF,LIV,5400000,6,79,3.3,6.11111111111111e-07,1.4629629629629599e-05,0,224842,3,26,0,0,0,1,0,14.6,1128,-1,0,79,1,0.4,0,2.3,3,0,9,0,0,1.9,146689,0,0,0,1,1905,1295,0,0,456,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,4.0,2.1,3.3,2.6,4.2,3.0,4.3,76.3
Konstantinos,Mavropanos,DEF,ARS,4300000,0,0,0.0,0.0,0.0,0,570,0,0,0,0,0,0,0,0.0,28,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,765,0,0,0,0,0,20,0,0,0,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,5100000,0,101,3.4,6.66666666666667e-07,1.9803921568627498e-05,0,166082,2,42,0,0,0,2,0,19.8,13126,1,0,101,-1,0.7,0,3.5,7,0,9,0,1,3.7,310424,0,0,0,1,2700,7904,0,0,548,Man Utd,West Brom,Everton,Man City,Chelsea,2.5,2.8,3.5,2.8,4.1,2.7,4.3,97.8
Chancel,Mbemba,DEF,NEW,4000000,0,20,0.666666666666667,1.66666666666667e-07,5e-06,0,872369,0,11,0,0,0,0,0,5.0,19450,0,0,20,0,0.0,0,0.0,3,0,1,0,0,11.5,1355685,0,0,0,1,670,2509,0,0,133,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.3,0.3,0.4,0.3,0.3,0.3,0.3,23.2
James,McArthur,MID,CRY,4300000,3,67,2.6,6.046511627906979e-07,1.5581395348837196e-05,0,348878,3,28,0,0,0,3,0,15.6,13661,-2,0,67,2,0.5,0,2.3,6,0,4,0,0,3.5,314487,0,0,0,1,1836,5196,0,0,287,Liverpool,Bournemouth,Brighton,Watford,Leicester,1.8,2.0,2.4,1.7,2.3,1.8,2.7,97.4
Gareth,McAuley,DEF,WBA,4500000,0,8,0.258064516129032,5.734767025089611e-08,1.77777777777778e-06,0,86196,0,15,0,0,0,0,0,1.8,205,-5,0,8,5,0.0,0,0.0,0,0,0,0,0,0.5,6992,0,0,0,0,454,30,0,0,73,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739e-07,3.47826086956522e-06,0,264795,0,5,0,0,0,0,0,3.5,4168,1,0,16,-1,0.0,0,0.0,0,0,0,0,1,1.9,255104,0,0,0,0,267,18,0,0,45,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4
Alex,McCarthy,GLK,SOU,4400000,0,25,0.833333333333333,1.8939393939393898e-07,5.68181818181818e-06,0,10874,1,14,0,19,0,0,0,5.7,2494,-1,0,25,1,0.9,0,4.0,1,0,2,0,0,0.3,21223,0,0,0,0,900,5936,0,0,142,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.4,0.4,0.8,0.0,0.4,0.4,0.4,12.7
James,McCarthy,MID,EVE,4900000,0,6,0.193548387096774,3.94996708360764e-08,1.22448979591837e-06,0,2271,0,6,0,0,0,0,0,1.2,14,-1,0,6,1,0.0,0,0.0,0,0,0,0,0,0.0,695,0,0,0,0,204,12,0,0,41,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.8
James,McClean,MID,WBA,4700000,0,33,1.06451612903226,2.26492793411119e-07,7.021276595744679e-06,0,10001,4,16,0,0,0,1,0,7.0,70,-3,0,33,3,0.1,0,0.3,1,0,3,0,0,0.1,6399,1,0,0,0,876,12,0,0,104,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.5,0.6,0.5,0.5,0.5,0.5,0.5,56.7
Sam,McQueen,DEF,SOU,4200000,0,12,0.4,9.52380952380952e-08,2.8571428571428602e-06,0,6318,0,1,0,0,0,0,0,2.9,65,-3,0,12,3,0.0,0,0.0,2,0,1,0,0,0.1,4115,0,0,0,0,126,55,0,0,40,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.2,0.2,0.4,0.0,0.2,0.2,0.2,6.6
Scott,McTominay,MID,MUN,4200000,0,13,0.4333333333333329,1.0317460317460302e-07,3.0952380952381e-06,0,60422,1,3,0,0,0,0,0,3.1,5831,-3,0,13,3,0.2,0,1.0,0,0,2,0,0,0.8,106428,0,0,0,0,429,4906,0,0,65,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.2,0.2,0.4,0.0,0.2,0.2,0.2,9.5
Ben,Mee,DEF,BUR,4900000,0,88,3.1,6.3265306122449e-07,1.7959183673469397e-05,0,949007,5,26,0,0,0,0,0,18.0,24133,4,0,88,-4,0.8,0,4.0,6,0,9,0,0,14.4,1219347,0,0,0,1,2520,21598,0,0,474,West Brom,Watford,Leicester,Chelsea,Stoke,2.6,3.1,6.5,3.2,3.9,2.7,2.9,112.9
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1853,0,0,0,0,0,0,0,0.0,39,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2697,0,0,0,0,0,3,0,0,0,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.566666666666667,8.99470899470899e-08,2.6984126984127003e-06,0,111538,2,1,0,0,0,0,0,2.7,69,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.3,87970,0,0,0,0,298,35,0,0,84,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.3,0.3,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3918,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1312,0,0,0,0,0,2,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,5000000,0,47,1.5666666666666698,3.13333333333333e-07,9.4e-06,0,15477,4,18,0,0,0,1,0,9.4,66,0,0,47,0,0.3,0,1.5,4,0,3,0,1,0.1,15120,0,0,0,0,1324,16,0,0,262,Huddersfield,Leicester,Arsenal,Everton,West Brom,1.3,0.8,1.2,0.9,1.3,0.8,0.9,73.4
Per,Mertesacker,DEF,ARS,4700000,0,15,0.5,1.0638297872340401e-07,3.1914893617021303e-06,0,45607,0,7,0,0,0,1,0,3.2,163,-3,0,15,3,0.0,0,0.0,2,0,0,0,0,0.5,30904,0,0,0,1,351,130,0,0,77,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.2,0.2,0.2,0.3,0.2,0.2,0.2,15.7
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381e-07,4.28571428571429e-06,0,68131,3,16,0,0,0,0,0,4.3,689,-3,0,18,3,0.0,0,0.0,0,0,2,0,0,0.4,59532,0,0,0,0,753,26,0,0,125,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9
Simon,Mignolet,GLK,LIV,4700000,0,67,3.5,7.4468085106383e-07,1.42553191489362e-05,0,109246,3,24,0,36,0,0,0,14.3,1042,-3,0,67,3,0.0,0,0.0,0,0,7,0,0,1.1,65937,0,0,1,0,1710,238,0,0,329,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,4.3,2.3,3.6,2.9,4.5,3.3,4.7,28.0
Luka,Milivojevic,MID,CRY,4900000,10,106,3.7,7.55102040816327e-07,2.16326530612245e-05,0,248473,6,45,0,0,0,8,0,21.6,29981,-1,0,106,1,1.0,1,4.7,14,0,5,0,0,7.6,616154,0,0,0,1,2449,34951,0,0,471,Liverpool,Bournemouth,Brighton,Watford,Leicester,3.1,3.5,4.1,3.0,3.9,3.2,4.5,134.2
James,Milner,DEF,LIV,6000000,6,60,1.9354838709677402,3.2258064516129e-07,1e-05,0,281667,3,21,0,0,0,0,0,10.0,758,-5,0,60,5,0.5,0,2.7,3,0,5,0,2,2.3,49149,0,0,0,1,1386,819,0,0,356,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,2.1,1.0,1.4,1.1,1.9,1.3,2.1,101.2
Tyrone,Mings,DEF,BOU,4200000,0,0,0.0,0.0,0.0,0,17619,1,4,0,0,0,0,0,0.0,42,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.2,2594,0,0,0,0,135,40,-1,0,17,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Kevin,Mirallas,MID,EVE,6000000,0,5,1.0,1.66666666666667e-07,8.33333333333333e-07,0,117751,1,8,0,0,0,0,0,0.8,154,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.8,8922,0,0,0,0,135,0,0,0,19,Man City,Liverpool,Swansea,Newcastle,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.6170212765957397e-07,2.12765957446809e-06,0,155235,0,0,0,0,0,1,0,2.1,286,-3,0,10,3,0.0,0,0.0,0,0,0,0,0,0.7,48914,0,0,0,0,89,15,0,0,37,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6
Henrikh,Mkhitaryan,MID,ARS,7800000,0,90,4.3,5.51282051282051e-07,1.15384615384615e-05,0,2082019,2,13,0,0,0,2,0,11.7,19698,-2,-1,90,2,0.7,0,5.7,8,0,10,0,9,12.6,2232773,0,0,0,3,1353,96126,1,0,351,Stoke,Southampton,Newcastle,West Ham,Man Utd,5.3,5.1,3.5,5.7,2.2,5.2,3.4,129.8
Jayson,Molumby,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,677,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,796,0,0,0,0,0,6,0,0,0,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,Monreal,DEF,ARS,5500000,0,112,4.9,8.90909090909091e-07,2.03636363636364e-05,0,1358384,3,25,0,0,0,4,0,20.4,11489,0,0,112,0,0.0,0,0.0,14,0,9,0,2,6.5,1394120,0,0,0,2,1923,70112,0,0,543,Stoke,Southampton,Newcastle,West Ham,Man Utd,7.3,7.0,4.1,7.4,3.8,6.7,4.4,106.9
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,3037,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,253,0,0,0,0,0,0,0,0,0,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Mooy,MID,HUD,5300000,1,98,3.4,6.41509433962264e-07,1.84905660377358e-05,0,923247,3,46,0,0,0,4,0,18.5,21883,-2,0,98,2,0.2,0,1.3,8,0,8,0,3,5.2,1020753,0,0,0,2,2436,3044,0,0,488,Newcastle,Brighton,Watford,Everton,Man City,2.6,2.1,3.7,0.0,4.6,1.7,4.1,169.1
Alvaro,Morata,FWD,CHE,10400000,0,103,4.3,4.13461538461538e-07,9.90384615384615e-06,0,3951275,7,11,0,0,0,10,0,9.9,4989,4,0,103,-4,0.0,0,0.5,13,0,11,0,5,7.5,3797841,0,0,0,2,1652,8510,0,0,302,Tottenham,West Ham,Southampton,Burnley,Swansea,4.8,5.7,9.1,0.0,4.1,4.8,4.5,193.8
Alberto,Moreno,DEF,LIV,4300000,0,45,1.4516129032258098,3.3758439609902503e-07,1.0465116279069802e-05,0,397223,0,17,0,0,0,0,0,10.2,960,-2,1,45,2,0.0,0,0.0,3,0,5,0,1,1.2,341698,0,0,0,0,1083,156,-1,0,290,Crystal Palace,Everton,Bournemouth,West Brom,Stoke,1.3,0.7,0.9,0.7,1.2,0.8,1.3,54.3
Wes,Morgan,DEF,LEI,4400000,0,51,2.0,4.54545454545455e-07,1.1590909090909101e-05,0,249314,3,35,0,0,0,0,0,11.6,5266,-1,0,51,1,0.5,0,2.0,1,0,4,0,0,2.3,187496,0,0,0,0,2187,32595,0,0,296,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,1.4,1.6,3.2,0.0,2.2,2.2,1.2,60.1
James,Morrison,MID,WBA,5400000,0,13,0.419354838709677,7.76583034647551e-08,2.40740740740741e-06,0,3214,0,1,0,0,0,1,0,2.4,9,-1,0,13,1,0.0,0,0.0,0,0,2,0,0,0.0,2701,0,0,0,0,205,5,0,0,35,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.2,0.2,0.2,0.2,0.2,0.2,14.5
Victor,Moses,DEF,CHE,6500000,0,94,3.13333333333333,4.82051282051282e-07,1.4461538461538501e-05,0,149702,1,12,0,0,0,2,0,14.5,5073,0,0,94,0,0.2,0,1.0,4,0,9,0,3,1.9,184478,0,0,0,3,1589,2036,0,0,339,Tottenham,West Ham,Southampton,Burnley,Swansea,3.5,4.2,5.9,0.0,2.5,3.6,2.4,81.9
Steve,Mounie,FWD,HUD,5800000,2,77,3.5,6.03448275862069e-07,1.32758620689655e-05,0,428475,2,28,0,0,0,6,0,13.1,67724,-2,1,77,2,0.3,0,2.0,11,0,5,0,2,3.1,522045,0,0,0,2,1455,3840,-1,0,231,Newcastle,Brighton,Watford,Everton,Man City,3.0,2.9,4.4,0.0,4.6,2.7,4.3,94.4
Lys,Mousset,FWD,BOU,4900000,1,25,0.806451612903226,1.64581961816985e-07,5.10204081632653e-06,0,16173,1,9,0,0,0,1,0,5.1,1030,-1,0,25,1,0.3,0,1.3,3,0,1,0,0,0.2,18136,0,0,0,1,365,492,0,0,65,Watford,Crystal Palace,Liverpool,Man Utd,Southampton,0.0,0.4,0.8,0.0,0.4,0.4,0.4,29.1
Joy,Mukena,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,764,0,0,0,0,0,0,0,0.0,118,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2019,0,0,0,0,0,238,0,0,0,Bournemouth,Burnley,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,2925,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6143,0,0,0,0,0,79,0,0,0,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4595,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,92,0,0,0,0,0,1,0,0,0,Arsenal,Tottenham,West Ham,Burnley,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,24221,0,0,0,0,0,0,0,0.0,300,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,7694,0,0,0,0,0,65,0,0,0,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob,Murphy,MID,NEW,5000000,0,40,1.33333333333333,2.66666666666667e-07,8e-06,0,13365,0,23,0,0,0,1,0,8.0,105,-5,0,40,5,0.2,0,1.0,2,0,1,0,1,0.1,5334,0,0,0,0,929,46,0,0,137,Huddersfield,Leicester,Arsenal,Everton,West Brom,1.0,0.7,0.9,0.7,1.0,0.7,0.7,44.2
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.1914893617021297e-07,1.27659574468085e-06,0,4764,0,4,0,0,0,0,0,1.3,20,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,1919,0,0,0,0,166,1,0,0,25,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1
Glenn,Murray,FWD,BHA,6000000,0,99,3.5,5.83333333333333e-07,1.65e-05,0,448239,7,28,0,0,0,11,0,16.8,27311,0,-1,99,0,0.8,1,4.5,16,0,7,0,0,6.9,800006,0,0,0,2,1719,91724,1,0,298,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,4.5,4.7,6.9,0.0,2.8,4.2,2.3,127.4
Ahmed,Musa,MID,LEI,6100000,0,0,0.0,0.0,0.0,0,28716,0,0,0,0,0,0,0,0.0,75,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.4,4266,0,0,0,0,0,1,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,6,2.0,4.1666666666666704e-07,1.25e-06,0,4533,0,0,0,0,0,0,0,1.3,9,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,0.0,1715,0,0,0,0,35,2,0,0,15,Tottenham,West Ham,Southampton,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Shkodran,Mustafi,DEF,ARS,5400000,0,88,4.2,7.77777777777778e-07,1.62962962962963e-05,0,401975,5,23,0,0,0,3,0,16.3,10336,-1,0,88,1,0.9,0,4.7,8,0,8,0,1,3.7,478236,0,0,0,2,1751,48038,0,0,488,Stoke,Southampton,Newcastle,West Ham,Man Utd,6.0,5.7,3.2,6.3,3.0,5.5,3.4,96.1
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,661,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,694,0,0,0,0,0,1,0,0,0,Liverpool,Bournemouth,Brighton,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.032258064516129,8.06451612903226e-09,2.5e-07,0,122975,1,1,0,2,0,0,0,0.3,2167,0,0,1,0,0.0,0,0.0,0,0,0,0,0,3.4,111432,0,0,0,0,90,1195,0,0,7,Burnley,Swansea,Man Utd,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,27,0.9,1.9148936170212802e-07,5.74468085106383e-06,0,4740,0,14,0,0,0,1,0,5.7,44,-3,0,27,3,0.0,0,0.0,3,0,1,0,0,0.0,2921,0,0,0,1,542,7,0,0,83,Man Utd,West Brom,Everton,Man City,Chelsea,0.4,0.4,0.6,0.4,0.4,0.4,0.4,38.6
Kyle,Naughton,DEF,SWA,4600000,0,94,3.4,7.391304347826091e-07,2.04347826086957e-05,0,557879,1,39,0,0,0,0,0,20.4,17206,1,0,94,-1,1.0,0,4.5,11,0,9,0,2,5.6,726907,0,0,0,3,2506,15077,0,0,497,Man Utd,West Brom,Everton,Man City,Chelsea,2.5,2.8,3.5,2.8,4.1,2.7,4.3,93.3
