FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW38Forecast,ICTIndex
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,427,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,522,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,41,1.1081081081081101,2.5769956002514103e-07,9.53488372093023e-06,0,22171,3,23,0,0,0,0,0,9.5,0,-2,0,41,2,0,0,0,4,0,3,0,1,0.2,21657,0,0,0,1,1110,0,0,0,211,Arsenal,,,,,0.8,46.5
Sadio,Mane,MID,LIV,9400000,3,147,5.1,5.425531914893621e-07,1.56382978723404e-05,0,2051325,3,24,0,0,0,10,0,15.6,0,-1,0,147,1,0,0,0,8,0,15,0,8,8.5,1290587,0,0,0,3,2189,0,0,1,499,Brighton,,,,,6.6,238.0
Eliaquim,Mangala,DEF,EVE,5000000,0,22,2.0,4e-07,4.4e-06,0,30596,0,7,0,0,0,0,0,4.4,0,0,0,22,0,0,0,0,0,0,2,0,0,0.1,31017,0,0,0,0,617,0,0,0,118,West Ham,,,,,0.0,16.8
Javier,Manquillo,DEF,NEW,4200000,0,49,2.3,5.476190476190479e-07,1.1666666666666698e-05,0,116500,2,31,0,0,0,0,0,11.7,0,-3,0,49,3,0,0,0,1,0,4,0,1,0.6,83839,0,0,0,0,1757,0,0,0,247,Chelsea,,,,,2.2,45.9
Solomon,March,MID,BHA,4800000,2,74,2.0,4.1666666666666704e-07,1.5416666666666698e-05,0,48441,3,29,0,0,0,1,0,15.4,0,-2,0,74,2,0,0,0,3,0,6,0,3,0.2,48669,0,0,0,0,1838,0,0,0,303,Liverpool,,,,,1.0,99.8
Adrian,Mariappa,DEF,WAT,4100000,2,58,2.1,5.1219512195122e-07,1.41463414634146e-05,0,442528,4,43,0,0,0,0,0,14.1,0,1,0,58,-1,0,0,0,2,0,6,0,0,4.9,528682,0,0,0,1,2206,0,0,0,378,Man Utd,,,,,1.1,62.8
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1516,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,1184,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0,0.0
Anthony,Martial,MID,MUN,7800000,0,125,3.37837837837838,4.3312543312543294e-07,1.6025641025641002e-05,0,573802,1,13,0,0,0,9,0,16.0,0,-2,0,125,2,0,0,0,7,0,9,0,6,2.6,602260,0,0,0,1,1572,0,0,0,403,Watford,,,,,3.7,179.5
Cuco,Martina,DEF,EVE,4100000,0,55,1.4864864864864902,3.6255767963085e-07,1.34146341463415e-05,0,214640,2,30,0,0,0,0,0,13.4,0,-4,0,55,4,0,0,0,0,0,5,0,2,1.1,243641,0,0,0,0,1830,0,0,0,367,West Ham,,,,,1.0,74.9
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,29335,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1506,0,0,0,0,0,0,0,0,0,Huddersfield,,,,,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,5140,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5076,0,0,0,0,0,0,0,0,0,Everton,,,,,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,20,0.540540540540541,1.1031439602868199e-07,4.08163265306122e-06,0,3578,3,28,0,0,0,0,0,4.1,0,-1,0,20,1,0,0,0,0,0,1,0,0,0.0,3316,0,0,0,0,1242,0,0,0,171,Swansea,,,,,0.3,35.1
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,100947,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1.1,89805,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
Conor,Masterson,DEF,LIV,4000000,0,0,0.0,0.0,0.0,0,255,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,577,0,0,0,0,0,0,0,0,0,Brighton,,,,,0.0,0.0
Arthur,Masuaku,DEF,WHU,4200000,1,68,2.5,5.95238095238095e-07,1.61904761904762e-05,0,170843,5,29,0,0,0,0,0,16.2,0,-3,0,68,3,0,0,0,2,0,6,0,3,1.2,224319,0,0,0,1,1867,0,0,0,352,Everton,,,,,2.2,80.7
Juan,Mata,MID,MUN,6800000,6,100,2.7027027027027,3.9745627980922104e-07,1.4705882352941199e-05,0,276770,1,10,0,0,0,3,0,14.7,0,-2,0,100,2,0,0,0,6,0,15,0,5,2.0,214879,0,0,0,1,1919,0,0,0,418,Watford,,,,,2.7,172.1
Nemanja,Matic,MID,MUN,4700000,0,91,2.5,5.31914893617021e-07,1.9361702127659602e-05,0,1122165,6,26,0,0,0,1,0,19.4,0,-3,0,91,3,0,0,0,3,0,16,0,1,9.1,661639,0,0,0,1,3117,0,0,0,576,Watford,,,,,2.4,127.9
Joel,Matip,DEF,LIV,5400000,0,81,3.2,5.92592592592593e-07,1.4999999999999999e-05,0,236311,3,27,0,0,0,1,0,15.0,0,-1,0,81,1,0,0,0,3,0,9,0,0,1.7,147125,0,0,0,1,1995,0,0,0,470,Brighton,,,,,4.2,78.1
Konstantinos,Mavropanos,DEF,ARS,4200000,0,4,0.108108108108108,2.57400257400257e-08,9.52380952380952e-07,0,1881,0,5,0,0,0,0,0,1.0,0,-3,0,4,3,0,0,0,0,0,1,0,0,0.0,3828,0,0,0,0,194,0,0,1,41,Huddersfield,,,,,0.1,5.5
Alfie,Mawson,DEF,SWA,5100000,1,112,2.9,5.68627450980392e-07,2.19607843137255e-05,0,225211,3,56,0,0,0,2,0,22.0,0,1,0,112,-1,0,0,0,7,0,9,0,1,4.1,388165,0,0,0,1,3420,0,0,0,662,Stoke,,,,,3.3,119.4
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.540540540540541,1.38600138600139e-07,5.12820512820513e-06,0,978481,0,11,0,0,0,0,0,5.1,0,-1,0,20,1,0,0,0,3,0,1,0,0,10.1,1386169,0,0,0,1,670,0,0,0,133,Chelsea,,,,,0.3,23.2
James,McArthur,MID,CRY,4400000,2,101,3.1,7.045454545454549e-07,2.2954545454545498e-05,0,388652,5,35,0,0,0,5,0,23.0,0,-1,0,101,1,0,0,0,9,0,7,0,2,4.7,423066,0,0,0,2,2425,0,0,0,416,West Brom,,,,,3.3,138.9
Gareth,McAuley,DEF,WBA,4500000,0,8,0.216216216216216,4.80480480480481e-08,1.77777777777778e-06,0,87054,0,15,0,0,0,0,0,1.8,0,-5,0,8,5,0,0,0,0,0,0,0,0,0.5,7170,0,0,0,0,454,0,0,0,73,Crystal Palace,,,,,0.1,9.3
Oliver,McBurnie,FWD,SWA,4600000,0,16,1.5,3.26086956521739e-07,3.47826086956522e-06,0,278564,0,5,0,0,0,0,0,3.5,0,1,0,16,-1,0,0,0,0,0,0,0,1,1.7,255163,0,0,0,0,267,0,0,0,45,Stoke,,,,,0.0,17.4
Alex,McCarthy,GLK,SOU,4400000,2,52,1.40540540540541,3.19410319410319e-07,1.18181818181818e-05,0,18802,2,26,0,42,0,0,0,11.8,0,-1,0,52,1,0,0,0,3,0,4,0,0,0.8,57486,0,0,0,0,1620,0,0,0,278,Man City,,,,,0.7,28.1
James,McCarthy,MID,EVE,4900000,0,6,1.5,3.06122448979592e-07,1.22448979591837e-06,0,2384,0,6,0,0,0,0,0,1.2,0,-1,0,6,1,0,0,0,0,0,0,0,0,0.0,804,0,0,0,0,204,0,0,0,41,West Ham,,,,,0.0,5.8
James,McClean,MID,WBA,4700000,2,45,1.21621621621622,2.5876940770557797e-07,9.57446808510638e-06,0,10241,7,20,0,0,0,1,0,9.6,0,-3,0,45,3,0,0,0,1,0,6,0,0,0.1,6723,1,0,0,0,1391,0,0,0,153,Crystal Palace,,,,,0.6,80.2
Dwight,McNeil,FWD,BUR,4500000,1,1,0.027027027027027,6.006006006006011e-09,2.22222222222222e-07,0,0,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,3,Bournemouth,,,,,0.0,0.0
Sam,McQueen,DEF,SOU,4200000,1,14,0.378378378378378,9.00900900900901e-08,3.3333333333333304e-06,0,6615,0,2,0,0,0,0,0,3.3,0,-3,0,14,3,0,0,0,2,0,1,0,0,0.1,4234,0,0,0,0,142,0,0,0,49,Man City,,,,,0.2,7.2
Scott,McTominay,MID,MUN,4200000,2,21,0.567567567567568,1.35135135135135e-07,5e-06,0,78024,2,3,0,0,0,0,0,5.0,0,-3,0,21,3,0,0,0,0,0,4,0,0,0.8,119238,0,0,0,0,629,0,0,0,96,Watford,,,,,0.3,14.2
Ben,Mee,DEF,BUR,4900000,0,90,3.1,6.3265306122449e-07,1.83673469387755e-05,0,1373674,5,27,0,0,0,0,0,18.4,0,4,0,90,-4,0,0,0,6,0,9,0,0,7.3,1226095,0,0,0,1,2610,0,0,0,491,Bournemouth,,,,,2.8,117.3
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1982,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2723,0,0,0,0,0,0,0,0,0,Crystal Palace,,,,,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,20,0.540540540540541,8.58000858000858e-08,3.17460317460317e-06,0,112451,2,1,0,0,0,0,0,3.2,0,-2,0,20,2,0,0,0,1,0,2,0,1,0.4,90215,0,0,0,0,360,0,0,0,96,Southampton,,,,,0.3,27.2
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3940,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1324,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0,0.0
Mikel,Merino,MID,NEW,4900000,0,49,1.3243243243243201,2.7027027027027e-07,1e-05,0,15756,4,18,0,0,0,1,0,10.0,0,-1,0,49,1,0,0,0,4,0,3,0,1,0.1,15198,0,0,0,0,1337,0,0,0,271,Chelsea,,,,,0.7,76.9
Per,Mertesacker,DEF,ARS,4700000,0,16,0.432432432432432,9.20069005175388e-08,3.4042553191489397e-06,0,46441,0,7,0,0,0,1,0,3.4,0,-3,0,16,3,0,0,0,2,0,0,0,0,0.5,31711,0,0,0,1,364,0,0,0,81,Huddersfield,,,,,0.2,16.1
Roque,Mesa,MID,SWA,4200000,0,18,1.6,3.80952380952381e-07,4.28571428571429e-06,0,69957,3,16,0,0,0,0,0,4.3,0,-3,0,18,3,0,0,0,0,0,2,0,0,0.4,59697,0,0,0,0,753,0,0,0,125,Stoke,,,,,0.0,20.9
Simon,Mignolet,GLK,LIV,4700000,0,67,3.5,7.4468085106383e-07,1.42553191489362e-05,0,112462,3,24,0,36,0,0,0,14.3,0,-3,0,67,3,0,0,0,0,0,7,0,0,1.1,66701,0,0,1,0,1710,0,0,0,329,Brighton,,,,,4.7,28.0
Luka,Milivojevic,MID,CRY,5200000,3,144,4.0,7.69230769230769e-07,2.7692307692307697e-05,0,437158,8,52,0,0,0,10,0,27.7,0,2,0,144,-2,0,1,0,21,0,8,0,2,13.5,1150971,0,0,0,2,3079,0,0,0,630,West Brom,,,,,4.8,168.6
James,Milner,DEF,LIV,6000000,0,77,2.0810810810810803,3.4684684684684703e-07,1.28333333333333e-05,0,291403,3,25,0,0,0,0,0,12.8,0,-5,0,77,5,0,0,0,4,0,6,0,3,2.5,68360,0,0,0,1,1759,0,0,0,459,Brighton,,,,,2.3,132.5
Tyrone,Mings,DEF,BOU,4200000,2,3,0.0810810810810811,1.9305019305019297e-08,7.142857142857141e-07,0,17854,1,5,0,0,0,0,0,0.7,0,-3,0,3,3,0,0,0,0,0,0,0,0,0.2,2820,0,0,0,0,201,0,0,0,40,Burnley,,,,,0.0,7.2
Kevin,Mirallas,MID,EVE,6000000,0,5,1.0,1.66666666666667e-07,8.33333333333333e-07,0,118144,1,8,0,0,0,0,0,0.8,0,-5,0,5,5,0,0,0,0,0,0,0,0,0.8,8931,0,0,0,0,135,0,0,0,19,West Ham,,,,,0.0,7.9
Aleksandar,Mitrovic,FWD,NEW,4700000,0,10,1.7,3.6170212765957397e-07,2.12765957446809e-06,0,156162,0,0,0,0,0,1,0,2.1,0,-3,0,10,3,0,0,0,0,0,0,0,0,0.6,48968,0,0,0,0,89,0,0,0,37,Chelsea,,,,,0.0,16.6
Henrikh,Mkhitaryan,MID,ARS,7700000,3,107,2.8918918918918903,3.75570375570376e-07,1.3896103896103901e-05,0,2414977,2,17,0,0,0,3,0,13.9,0,-3,0,107,3,0,0,0,9,0,12,0,9,7.5,2270366,0,0,0,3,1712,0,0,0,411,Huddersfield,,,,,1.8,163.8
Jayson,Molumby,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,718,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,862,0,0,0,0,0,0,0,0,0,Liverpool,,,,,0.0,0.0
Nacho,Monreal,DEF,ARS,5700000,1,130,4.6,8.07017543859649e-07,2.28070175438596e-05,0,1476893,3,29,0,0,0,5,0,22.8,0,2,0,130,-2,0,0,0,15,0,10,0,2,8.0,1603695,0,0,0,3,2241,0,0,0,604,Huddersfield,,,,,3.9,124.0
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,3042,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0.0,256,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0,0.0
Aaron,Mooy,MID,HUD,5200000,2,113,3.1,5.961538461538459e-07,2.1730769230769197e-05,0,967635,4,52,0,0,0,4,0,21.7,0,-3,0,113,3,0,0,0,8,0,10,0,3,4.7,1033789,0,0,0,2,3066,0,0,0,576,Arsenal,,,,,3.6,195.2
Alvaro,Morata,FWD,CHE,10400000,1,122,3.9,3.75e-07,1.1730769230769198e-05,0,4029005,7,19,0,0,0,11,0,11.7,0,4,0,122,-4,0,0,0,13,0,11,0,6,7.6,3879625,0,0,0,2,2055,0,0,0,356,Newcastle,,,,,3.8,228.8
Alberto,Moreno,DEF,LIV,4300000,0,52,1.40540540540541,3.2683846637335e-07,1.2093023255814e-05,0,402027,1,19,0,0,0,0,0,12.1,0,-2,0,52,2,0,0,0,3,0,6,0,1,1.2,346366,0,0,0,0,1264,0,0,0,328,Brighton,,,,,1.3,61.7
Wes,Morgan,DEF,LEI,4400000,0,61,1.9,4.31818181818182e-07,1.3863636363636402e-05,0,283414,4,52,0,0,0,0,0,13.9,0,-1,0,61,1,0,0,0,1,0,5,0,0,2.9,256466,0,0,0,0,2817,0,0,0,390,Tottenham,,,,,1.2,75.1
James,Morrison,MID,WBA,5300000,0,13,0.351351351351351,6.62927078021418e-08,2.45283018867925e-06,0,3244,0,1,0,0,0,1,0,2.5,0,-2,0,13,2,0,0,0,0,0,2,0,0,0.0,2732,0,0,0,0,205,0,0,0,35,Crystal Palace,,,,,0.2,14.5
Victor,Moses,DEF,CHE,6500000,1,131,4.7,7.23076923076923e-07,2.01538461538462e-05,0,179921,3,20,0,0,0,3,0,20.2,0,0,0,131,0,0,0,0,9,0,11,0,6,2.9,270612,0,0,0,4,2109,0,0,0,486,Newcastle,,,,,4.4,125.9
Steve,Mounie,FWD,HUD,5500000,2,92,3.3,6e-07,1.67272727272727e-05,0,523833,2,32,0,0,0,7,0,16.7,0,-5,0,92,5,0,0,0,12,0,6,0,2,1.7,534468,0,0,0,2,1849,0,0,0,269,Arsenal,,,,,4.0,124.5
Lys,Mousset,FWD,BOU,4900000,1,36,0.972972972972973,1.98565912851627e-07,7.346938775510201e-06,0,20490,1,16,0,0,0,2,0,7.3,0,-1,0,36,1,0,0,0,3,0,1,0,0,0.2,24091,0,0,0,1,581,0,0,0,106,Burnley,,,,,0.5,43.9
Joy,Mukena,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,1484,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3004,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,3317,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6435,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4614,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,102,0,0,0,0,0,0,0,0,0,Swansea,,,,,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,25328,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,7972,0,0,0,0,0,0,0,0,0,Chelsea,,,,,0.0,0.0
Jacob,Murphy,MID,NEW,5000000,6,51,1.3783783783783798,2.7567567567567604e-07,1.0199999999999999e-05,0,13755,0,25,0,0,0,1,0,10.2,0,-5,0,51,5,0,0,0,2,0,2,0,2,0.1,5532,0,0,0,0,1137,0,0,0,171,Chelsea,,,,,0.7,54.7
Jamie,Murphy,MID,BHA,4700000,0,6,1.5,3.1914893617021297e-07,1.27659574468085e-06,0,4809,0,4,0,0,0,0,0,1.3,0,-3,0,6,3,0,0,0,0,0,0,0,0,0.0,1927,0,0,0,0,166,0,0,0,25,Liverpool,,,,,0.0,5.1
Glenn,Murray,FWD,BHA,5900000,1,111,3.2,5.42372881355932e-07,1.88135593220339e-05,0,660546,9,36,0,0,0,12,0,18.8,0,-1,0,111,1,0,2,0,16,0,8,0,0,5.7,937743,0,0,0,2,2184,0,0,0,319,Liverpool,,,,,1.9,153.1
Ahmed,Musa,MID,LEI,6100000,0,0,0.0,0.0,0.0,0,28929,0,0,0,0,0,0,0,0.0,0,-4,0,0,4,0,0,0,0,0,0,0,0,0.4,4271,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,6,2.0,4.1666666666666704e-07,1.25e-06,0,4561,0,0,0,0,0,0,0,1.3,0,-2,0,6,2,0,0,0,0,0,0,0,1,0.0,1721,0,0,0,0,35,0,0,0,15,Newcastle,,,,,0.0,5.0
Shkodran,Mustafi,DEF,ARS,5400000,9,109,4.0,7.407407407407409e-07,2.01851851851852e-05,0,492651,6,30,0,0,0,3,0,20.2,0,-1,0,109,1,0,0,0,13,0,10,0,1,4.2,593921,0,0,0,2,2272,0,0,0,610,Huddersfield,,,,,3.1,117.0
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,680,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,701,0,0,0,0,0,0,0,0,0,West Brom,,,,,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.027027027027027,6.75675675675676e-09,2.5e-07,0,137408,1,1,0,2,0,0,0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,3.1,112872,0,0,0,0,90,0,0,0,7,Crystal Palace,,,,,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,0,30,0.810810810810811,1.72512938470385e-07,6.382978723404261e-06,0,4939,0,15,0,0,0,1,0,6.4,0,-3,0,30,3,0,0,0,3,0,1,0,0,0.0,2990,0,0,0,1,614,0,0,0,97,Stoke,,,,,0.4,41.4
Kyle,Naughton,DEF,SWA,4600000,0,101,3.0,6.52173913043478e-07,2.19565217391304e-05,0,628757,1,50,0,0,0,0,0,22.0,0,1,0,101,-1,0,0,0,11,0,9,0,2,6.3,839489,1,0,0,3,3030,0,0,0,561,Stoke,,,,,3.5,106.9
Wilfred,Ndidi,MID,LEI,4900000,0,78,2.4,4.89795918367347e-07,1.59183673469388e-05,0,62685,6,45,0,0,0,0,0,15.9,0,-1,0,78,1,0,0,0,4,0,9,0,4,0.4,50893,0,0,0,0,2896,0,0,2,449,Tottenham,,,,,1.2,117.2
Didier,Ndong,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,556,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,909,0,0,0,0,0,0,0,0,0,Man Utd,,,,,0.0,0.0
Layton,Ndukwu,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,Tottenham,,,,,0.0,0.0
Reiss,Nelson,MID,ARS,4700000,0,5,0.135135135135135,2.87521564117309e-08,1.0638297872340401e-06,0,3407,0,3,0,0,0,0,0,1.1,0,-3,0,5,3,0,0,0,0,0,0,0,0,0.0,1836,0,0,0,0,144,0,0,0,23,Huddersfield,,,,,0.1,5.3
Julien,Ngoy,FWD,STK,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,58245,0,2,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,76059,0,0,0,0,19,0,0,0,4,Swansea,,,,,0.0,0.3
Oumar,Niasse,FWD,EVE,4600000,7,83,2.2432432432432403,4.87661574618096e-07,1.80434782608696e-05,0,901711,2,23,0,0,0,8,0,18.0,0,-4,0,83,4,0,0,0,14,0,0,0,3,5.0,1143458,0,0,0,3,1076,0,0,0,248,West Ham,,,,,1.4,115.2
Edward,Nketiah,FWD,ARS,5000000,0,3,0.0810810810810811,1.62162162162162e-08,6e-07,0,3779,0,1,0,0,0,0,0,0.6,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,4612,0,0,0,0,17,0,0,0,10,Huddersfield,,,,,0.0,2.3
Georges-Kevin,Nkoudou,MID,BUR,5300000,0,11,0.297297297297297,5.6093829678735304e-08,2.07547169811321e-06,0,2553,1,2,0,0,0,0,0,2.1,0,-2,0,11,2,0,0,0,0,0,1,0,0,0.0,2201,0,0,0,0,223,0,0,0,21,Bournemouth,,,,,0.1,11.2
Lukas,Nmecha,FWD,MCI,4500000,0,2,0.0540540540540541,1.2012012012011998e-08,4.44444444444444e-07,0,6758,0,0,0,0,0,0,0,0.4,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,11907,0,0,0,0,14,0,0,0,4,Southampton,,,,,0.0,0.3
Mark,Noble,MID,WHU,5300000,2,84,2.9,5.47169811320755e-07,1.58490566037736e-05,0,27905,6,45,0,0,0,4,0,15.8,0,-2,0,84,2,0,0,0,7,0,7,0,0,0.3,25269,0,0,0,1,2400,0,0,0,461,Everton,,,,,3.4,100.8
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1685,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,78,0,0,0,0,0,0,0,0,0,Southampton,,,,,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,3900000,0,0,0.0,0.0,0.0,0,45034,0,0,0,0,0,0,0,0.0,0,-1,0,0,1,0,0,0,0,0,0,0,0,1.5,64423,0,0,0,0,0,0,0,0,0,Stoke,,,,,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,494,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,123,0,0,0,0,0,0,0,0,0,Liverpool,,,,,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4700000,1,70,2.4,5.1063829787234e-07,1.48936170212766e-05,0,185591,7,40,0,0,0,0,0,14.9,0,-3,0,70,3,0,0,0,6,0,7,0,1,1.1,176812,0,0,0,0,2306,0,0,0,407,Crystal Palace,,,,,2.9,74.3
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,2195,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2418,0,0,0,0,0,0,0,0,0,Leicester,,,,,0.0,0.0
Michael,Obafemi,FWD,SOU,4500000,0,1,0.027027027027027,6.006006006006011e-09,2.22222222222222e-07,0,50835,0,0,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,87473,0,0,0,0,8,0,0,0,-1,Man City,,,,,0.0,0.3
Pedro,Obiang,MID,WHU,4200000,1,54,1.45945945945946,3.47490347490347e-07,1.28571428571429e-05,0,242835,3,29,0,0,0,2,0,12.9,0,-3,0,54,3,0,0,0,6,0,5,0,0,0.7,229370,0,0,0,1,1562,0,0,0,270,Everton,,,,,1.2,60.1
Angelo,Ogbonna,DEF,WHU,4200000,2,77,2.4,5.714285714285711e-07,1.8333333333333302e-05,0,372340,3,60,0,0,0,1,0,18.3,0,-3,0,77,3,0,0,0,4,0,7,0,0,3.4,514788,0,0,0,2,2880,0,0,0,520,Everton,,,,,2.0,91.4
Stefano,Okaka,FWD,WAT,5300000,0,24,1.6,3.0188679245283e-07,4.52830188679245e-06,0,66463,2,9,0,0,0,1,0,4.5,0,-2,0,24,2,0,0,0,1,0,2,0,1,0.3,50983,0,0,0,0,442,0,0,0,52,Man Utd,,,,,0.0,29.8
Shinji,Okazaki,FWD,LEI,5300000,0,76,2.8,5.283018867924531e-07,1.4339622641509399e-05,0,810283,2,19,0,0,0,6,0,14.3,0,-2,0,76,2,0,0,0,7,0,5,0,3,2.9,802125,0,0,0,1,1314,0,0,0,275,Tottenham,,,,,1.8,107.9
Martin,Olsson,DEF,SWA,5000000,1,89,2.5,5e-07,1.7800000000000002e-05,0,28741,7,50,0,0,0,0,0,17.8,0,0,0,89,0,0,0,0,0,0,10,0,1,0.3,25839,0,0,0,0,3149,0,0,0,454,Stoke,,,,,2.7,75.4
Aiden,O'Neill,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,216,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,334,0,0,0,0,0,0,0,0,0,Bournemouth,,,,,0.0,0.0
Divock,Origi,FWD,LIV,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,22047,0,1,0,0,0,0,0,0.1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0.2,1181,0,0,0,0,9,0,0,0,3,Brighton,,,,,0.0,0.0
,Oriol Romeu,MID,SOU,4200000,2,68,2.0,4.76190476190476e-07,1.61904761904762e-05,0,307748,11,47,0,0,0,1,0,16.2,0,-3,0,68,3,0,0,0,0,0,8,0,0,2.5,213189,0,0,0,0,2897,0,0,0,474,Man City,,,,,1.0,118.7
Jordi,Osei-Tutu,DEF,ARS,4000000,0,0,0.0,0.0,0.0,0,53,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,235,0,0,0,0,0,0,0,0,0,Huddersfield,,,,,0.0,0.0
