FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Declan,Rice,DEF,WHU,4400000,1,16,0.592592592592593,1.34680134680135e-07,3.63636363636364e-06,0,3059,1,14,0,0,0,0,0,3.6,152,-1,0,16,1,0.3,0,1.3,0,0,0,0,0,0.1,4188,0,0,0,0,604,85,0,0,109,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.3
,Richarlison,MID,WAT,6100000,2,110,4.1,6.72131147540984e-07,1.80327868852459e-05,0,1609497,4,43,0,0,0,5,0,17.7,46197,1,1,110,-1,0.4,0,2.3,4,0,8,0,8,9.7,2026535,0,0,0,2,2284,18787,-1,0,268,Everton,West Brom,Arsenal,Liverpool,Bournemouth,5.4,5.1,3.2,3.0,4.7,4.3,3.9,4.4,3.1,4.6,2.6,182.5
Jairo,Riedewald,DEF,CRY,4600000,0,18,0.666666666666667,1.44927536231884e-07,3.91304347826087e-06,0,16459,0,4,0,0,0,0,0,3.8,100,-4,1,18,4,0.0,0,0.0,0,0,2,0,0,0.1,1413,0,0,0,0,310,24,-1,0,82,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,6.7
Matt,Ritchie,MID,NEW,5400000,11,86,3.4,6.2962962962963e-07,1.59259259259259e-05,0,487389,3,29,0,0,0,1,0,15.9,2388,-6,0,86,6,0.9,0,4.7,9,0,6,0,7,1.7,397502,0,0,0,1,2021,9716,0,0,381,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,3.1,2.2,3.2,2.2,4.1,2.8,3.9,3.3,4.0,2.8,3.0,142.9
Connor,Roberts,DEF,SWA,4000000,0,1,0.037037037037037,9.259259259259259e-09,2.5e-07,0,3944,0,1,0,0,0,0,0,0.3,894,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.2,11589,0,0,0,0,25,1548,0,0,3,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Andrew,Robertson,DEF,LIV,4800000,6,53,1.96296296296296,4.08950617283951e-07,1.1041666666666698e-05,0,187550,2,13,0,0,0,0,0,11.3,5729,-2,-1,53,2,0.9,0,4.3,3,0,6,0,1,4.2,332400,0,0,0,1,1244,52402,1,0,265,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,2.1,1.5,1.1,1.9,2.2,1.0,1.4,1.2,1.9,1.4,2.1,56.3
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,381,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,88,0,0,0,0,0,1,0,0,0,Southampton,Everton,West Ham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4200000,0,0,0.0,0.0,0.0,0,8908,0,0,0,0,0,0,0,0.0,100,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1487,0,0,0,0,0,78,-1,0,0,Watford,Burnley,Brighton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,4900000,0,27,1.0,2.04081632653061e-07,5.51020408163265e-06,0,71384,2,11,0,0,0,2,0,5.5,1453,-1,0,27,1,0.0,0,0.0,1,0,4,0,0,0.4,48518,0,0,0,0,784,230,0,1,69,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.8,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,46.4
Joe,Rodon,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,3706,0,0,0,0,0,0,0,0.0,181,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5443,0,0,0,0,0,19,0,0,0,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,5500000,2,70,2.7,4.90909090909091e-07,1.27272727272727e-05,0,244430,2,29,0,0,0,4,0,12.7,15632,-5,0,70,5,0.3,0,1.7,5,0,7,0,1,1.9,214534,0,0,0,0,1967,8877,0,0,187,Huddersfield,Watford,Leicester,Bournemouth,Burnley,3.4,2.2,3.1,2.2,2.7,2.7,1.5,2.4,2.1,2.6,2.1,116.6
Marcos,Rojo,DEF,MUN,5400000,0,16,0.592592592592593,1.09739368998628e-07,2.96296296296296e-06,0,22551,5,7,0,0,0,0,0,3.0,1983,-1,0,16,1,0.4,0,2.3,4,0,2,0,0,0.2,24617,0,0,0,0,474,201,0,0,88,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.4,0.3,0.3,18.5
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,6708,0,0,0,0,0,0,0,0.0,101,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1529,0,0,0,0,0,56,0,0,0,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6000000,2,58,2.3,3.83333333333333e-07,9.66666666666667e-06,0,141848,4,33,0,0,0,4,0,9.7,2042,-5,0,58,5,0.5,0,3.0,0,0,3,0,1,0.7,81548,0,0,0,0,1817,4680,0,0,149,Huddersfield,Watford,Leicester,Bournemouth,Burnley,2.7,1.7,2.5,1.7,2.1,2.2,1.2,1.9,1.6,2.0,1.6,94.3
Wayne,Rooney,FWD,EVE,7200000,2,99,4.5,6.25e-07,1.375e-05,0,2187308,5,26,0,0,0,10,0,13.8,46575,-3,1,99,3,0.2,2,1.3,19,0,4,0,3,10.1,1812389,0,0,0,2,1627,15528,-1,0,398,Watford,Burnley,Brighton,Stoke,Man City,4.8,4.2,6.3,5.0,5.5,5.2,4.2,5.9,4.3,6.0,4.1,127.7
Danny,Rose,DEF,TOT,6400000,0,14,0.5185185185185179,8.10185185185185e-08,2.1875e-06,0,35312,1,7,0,0,0,0,0,2.2,416,-1,0,14,1,0.0,0,0.0,0,0,2,0,0,0.3,21432,0,0,0,0,448,658,0,0,91,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,24.6
Liam,Rosenior,DEF,BHA,3900000,0,3,0.111111111111111,2.84900284900285e-08,7.69230769230769e-07,0,232821,0,3,0,0,0,0,0,0.8,4837,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,3.6,263448,0,0,0,0,163,5442,0,0,22,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Wayne,Routledge,MID,SWA,5100000,0,14,0.5185185185185179,1.01670297748729e-07,2.7450980392156897e-06,0,5203,1,9,0,0,0,0,0,2.7,42,-4,0,14,4,0.1,0,0.7,0,0,1,0,0,0.1,1476,0,0,0,0,321,34,0,0,45,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.3,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,13.8
Antonio,Rudiger,DEF,CHE,5900000,6,94,4.9,8.30508474576271e-07,1.59322033898305e-05,0,238322,3,13,0,0,0,2,0,15.9,18811,-1,0,94,1,0.4,0,2.3,8,0,10,0,1,3.6,281918,0,0,0,2,1616,3503,0,0,435,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,4.8,4.8,7.0,0.0,6.3,7.2,6.2,6.9,5.2,6.4,5.1,60.8
Mathew,Ryan,GLK,BHA,4500000,8,102,3.8,8.444444444444441e-07,2.2666666666666698e-05,0,89758,0,36,0,82,0,0,0,22.7,3743,0,0,102,0,0.9,0,4.0,8,0,8,0,0,2.7,195016,0,0,1,2,2430,12970,0,0,504,Swansea,Arsenal,Everton,Leicester,Huddersfield,4.4,5.6,2.6,0.0,4.4,5.1,4.4,4.7,3.8,4.8,3.6,58.5
Abdelhamid,Sabiri,MID,HUD,4800000,0,10,0.37037037037037,7.716049382716051e-08,2.08333333333333e-06,0,1055,1,5,0,0,0,0,0,2.1,11,-2,0,10,2,0.0,0,0.0,0,0,1,0,1,0.0,1029,0,0,0,0,217,13,0,0,30,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.4
Henri,Saivet,MID,NEW,4400000,0,8,8.0,1.81818181818182e-06,1.81818181818182e-06,0,3713,0,2,0,0,0,1,0,1.8,110,-1,0,8,1,0.0,0,0.0,1,0,0,0,0,0.0,3976,0,0,0,0,83,2,0,0,27,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8
Diafra,Sakho,FWD,WHU,5500000,0,24,1.7,3.09090909090909e-07,4.3636363636363605e-06,0,30193,2,11,0,0,0,2,0,4.4,308,0,0,24,0,0.0,0,0.0,1,0,0,0,1,0.2,28568,0,0,0,0,294,8,0,0,65,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2
Mamadou,Sakho,DEF,CRY,4700000,0,41,1.51851851851852,3.2308904649330203e-07,8.72340425531915e-06,0,135844,1,16,0,0,0,1,0,8.7,3892,-3,0,41,3,0.1,0,0.3,10,0,2,0,1,0.4,142852,0,0,0,1,877,209,0,0,214,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.8,0.8,1.2,0.8,1.5,1.0,1.1,0.9,1.2,33.8
Bakary,Sako,MID,CRY,4900000,0,36,1.33333333333333,2.72108843537415e-07,7.346938775510201e-06,0,19932,0,10,0,0,0,3,0,7.3,1125,-1,0,36,1,0.1,0,0.3,1,0,1,0,0,0.1,20302,0,0,0,0,466,10,0,0,115,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.7,0.8,0.7,0.8,0.7,1.0,46.9
Mohamed,Salah,MID,LIV,10500000,13,217,8.3,7.904761904761909e-07,2.06666666666667e-05,0,1798139,0,23,0,0,0,22,0,20.9,3454,15,-1,217,-15,1.1,1,12.0,23,0,10,0,9,59.5,3552575,0,0,0,9,2023,101776,1,0,624,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,12.2,11.6,7.8,11.3,10.0,9.9,11.7,9.9,12.0,9.7,12.0,316.4
Renato,Sanches,MID,SWA,4300000,0,20,0.7407407407407409,1.72265288544358e-07,4.65116279069767e-06,0,167341,1,10,0,0,0,0,0,4.7,682,-7,0,20,7,0.0,0,0.0,0,0,2,0,0,0.2,170412,0,0,0,0,699,149,0,0,83,Brighton,West Ham,Huddersfield,Man Utd,West Brom,0.0,0.0,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,27.0
Alexis,Sanchez,MID,MUN,11800000,2,106,4.8,4.06779661016949e-07,8.98305084745763e-06,0,439781,5,24,0,0,0,8,0,9.0,52579,-2,0,106,2,0.3,1,3.0,8,0,8,0,5,4.4,502268,0,0,0,2,1771,5508,0,0,340,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,5.5,3.9,5.0,0.0,6.3,2.8,6.8,4.6,6.7,3.8,5.7,251.9
Davinson,Sanchez,DEF,TOT,6000000,8,68,3.2,5.33333333333333e-07,1.1333333333333302e-05,0,53651,1,14,0,0,0,0,0,11.3,1109,0,0,68,0,0.9,0,5.3,3,0,9,0,0,0.6,70608,1,0,0,0,1710,5608,0,1,382,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,3.8,4.0,2.4,3.2,2.8,2.9,3.0,3.1,4.0,2.5,3.4,50.3
,Sandro,FWD,EVE,7000000,0,10,1.3,1.8571428571428602e-07,1.4285714285714301e-06,0,74543,0,7,0,0,0,0,0,1.4,220,-5,0,10,5,0.0,0,0.0,0,0,1,0,0,0.3,7738,0,0,0,0,275,4,0,0,21,Watford,Burnley,Brighton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8
Leroy,Sane,MID,MCI,8300000,0,118,4.37037037037037,5.265506470325751e-07,1.4216867469879502e-05,0,2081054,4,15,0,0,0,7,0,14.2,17587,-2,0,118,2,0.0,0,0.0,11,0,7,0,10,6.5,2088187,0,0,0,3,1542,26219,0,0,419,Arsenal,Chelsea,Stoke,Everton,Man Utd,3.5,4.4,4.1,0.0,4.8,4.3,3.4,5.1,4.2,5.8,4.5,181.6
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,3044,0,0,0,0,0,0,0,0.0,35,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,295,0,0,0,0,0,33,0,0,0,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezequiel,Schelotto,DEF,BHA,4400000,2,12,0.444444444444444,1.01010101010101e-07,2.7272727272727298e-06,0,1495,1,16,0,0,0,0,0,2.7,169,-1,0,12,1,0.5,0,2.0,0,0,0,0,0,0.0,3577,0,0,0,0,704,517,0,0,123,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,25.0
Christopher,Schindler,DEF,HUD,4600000,2,70,2.7,5.8695652173913e-07,1.52173913043478e-05,0,343403,4,42,0,0,0,0,0,15.2,5801,1,0,70,-1,0.3,0,1.3,12,0,6,0,2,2.8,421592,0,0,0,4,2274,3302,0,1,491,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,1.7,1.7,2.8,4.1,1.7,2.1,3.3,1.9,2.6,1.6,3.7,86.5
Jeffrey,Schlupp,DEF,CRY,4700000,0,39,2.1,4.4680851063829794e-07,8.297872340425529e-06,0,35925,3,26,0,0,0,0,0,8.3,478,-3,0,39,3,0.0,0,0.0,0,0,3,0,0,0.2,26907,0,0,0,0,1560,14,0,0,228,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,1.4,1.3,2.0,1.2,2.4,1.8,1.8,1.5,2.0,60.8
Kasper,Schmeichel,GLK,LEI,5000000,1,101,3.7,7.4e-07,2.02e-05,0,211386,2,40,0,83,0,0,0,20.2,8802,0,0,101,0,0.3,0,1.3,14,0,7,0,0,5.1,264549,1,0,1,3,2430,12833,0,0,504,Stoke,Bournemouth,West Brom,Brighton,Newcastle,4.9,3.9,3.1,0.0,3.8,4.0,3.8,4.5,4.4,5.1,3.2,62.1
Morgan,Schneiderlin,MID,EVE,4700000,1,36,1.6,3.4042553191489397e-07,7.65957446808511e-06,0,56857,3,30,0,0,0,0,0,7.7,535,-3,0,36,3,0.3,0,1.3,0,0,4,0,0,0.5,21542,0,0,0,0,1530,320,0,1,242,Watford,Burnley,Brighton,Stoke,Man City,0.8,0.8,1.1,0.8,0.8,0.8,0.8,1.2,0.8,1.0,0.8,38.7
Kyle,Scott,MID,CHE,4300000,0,0,0.0,0.0,0.0,0,6306,0,0,0,0,0,0,0,0.0,171,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,6363,0,0,0,0,0,217,0,0,0,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6200000,10,110,4.4,7.09677419354839e-07,1.7741935483871e-05,0,854831,4,44,0,0,0,6,0,17.7,24898,2,-1,110,-2,1.1,0,7.0,14,0,4,0,6,10.2,1161314,0,0,0,1,2064,110145,1,0,411,Leicester,Southampton,Man City,Everton,Arsenal,3.9,4.3,3.6,6.2,3.3,4.7,4.0,5.0,3.1,5.2,4.2,199.1
Luke,Shaw,DEF,MUN,4900000,0,31,1.14814814814815,2.3431594860166303e-07,6.326530612244901e-06,0,72978,1,2,0,0,0,0,0,6.3,11985,-1,0,31,1,0.4,0,2.0,1,0,5,0,0,1.1,121989,0,0,0,0,532,2047,0,0,143,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,0.8,0.8,0.8,0.0,0.7,0.6,0.8,0.6,1.1,0.6,0.9,27.2
Ryan,Shawcross,DEF,STK,4800000,2,52,2.7,5.625e-07,1.0833333333333301e-05,0,91580,1,28,0,0,0,1,0,10.8,2896,-2,0,52,2,0.8,0,3.7,2,0,4,0,1,0.9,51737,1,0,0,0,1651,1219,0,0,262,Leicester,Southampton,Man City,Everton,Arsenal,1.8,2.5,2.3,2.5,2.0,2.8,2.4,3.0,2.2,4.0,1.9,73.2
Jonjo,Shelvey,MID,NEW,5200000,3,33,1.6,3.07692307692308e-07,6.34615384615385e-06,0,84765,2,21,0,0,0,0,0,6.3,255,-3,0,33,3,0.3,0,1.7,1,0,3,0,1,0.3,17109,0,0,0,0,1380,1068,0,2,182,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.9,0.8,0.9,0.8,1.4,0.8,1.2,1.0,1.3,0.8,0.9,77.7
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,1506,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,68,0,0,0,0,0,1,0,0,0,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4300000,0,0,0.0,0.0,0.0,0,22718,0,0,0,0,0,0,0,0.0,122,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,2970,0,0,0,0,0,77,0,0,0,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8000000,12,89,3.7,4.625e-07,1.1125e-05,0,383477,2,37,0,0,0,4,0,11.1,3223,-5,0,89,5,0.7,0,5.7,8,0,5,0,4,2.2,173031,0,0,0,1,2004,20501,0,0,361,Watford,Burnley,Brighton,Stoke,Man City,2.8,2.9,4.2,2.8,2.8,3.3,3.1,4.3,2.9,3.9,2.9,137.6
,Silva,MID,LEI,6000000,1,8,0.296296296296296,4.938271604938269e-08,1.33333333333333e-06,0,2688,0,2,0,0,0,0,0,1.3,393,0,0,8,0,0.2,0,1.0,0,0,0,0,1,0.0,4204,0,0,0,0,117,427,0,0,34,Stoke,Bournemouth,West Brom,Brighton,Newcastle,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.5
Danny,Simpson,DEF,LEI,4300000,-1,44,2.1,4.88372093023256e-07,1.02325581395349e-05,0,333053,1,32,0,0,0,0,0,10.2,2842,-2,0,44,2,0.1,0,0.3,0,0,4,0,0,2.0,181434,0,0,0,0,1783,6639,0,0,274,Stoke,Bournemouth,West Brom,Brighton,Newcastle,2.2,1.7,1.2,0.0,1.6,1.7,1.6,2.0,2.3,2.4,1.3,49.9
Jack,Simpson,DEF,BOU,4000000,0,1,0.037037037037037,9.259259259259259e-09,2.5e-07,0,6045,0,2,0,0,0,0,0,0.3,578,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.2,12422,0,0,0,0,71,1084,0,0,10,Newcastle,Leicester,Tottenham,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Joshua,Sims,MID,SOU,4300000,0,1,0.037037037037037,8.61326442721792e-09,2.3255813953488398e-07,0,6383,0,0,0,0,0,0,0,0.2,128,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,6587,0,0,0,0,1,150,0,0,3,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome,Sinclair,FWD,WAT,4900000,0,3,0.111111111111111,2.2675736961451203e-08,6.12244897959184e-07,0,12990,0,0,0,0,0,0,0,0.6,352,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.2,10406,0,0,0,0,28,386,0,0,8,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Moussa,Sissoko,MID,TOT,5300000,0,45,1.6666666666666698,3.14465408805031e-07,8.49056603773585e-06,0,44803,3,13,0,0,0,1,0,8.5,502,-2,0,45,2,0.1,0,0.3,0,0,6,0,1,0.4,35708,0,0,0,0,1097,187,0,0,194,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.8,1.5,0.9,1.2,0.8,0.8,0.8,0.8,1.0,0.8,1.2,75.3
Jiri,Skalak,MID,BHA,4700000,0,0,0.0,0.0,0.0,0,2115,0,0,0,0,0,0,0,0.0,34,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,649,0,0,0,0,0,13,0,0,0,Swansea,Arsenal,Everton,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam,Slimani,FWD,NEW,6600000,0,21,0.7777777777777779,1.17845117845118e-07,3.18181818181818e-06,0,34702,0,3,0,0,0,1,0,3.2,1649,-4,0,21,4,0.0,0,0.0,1,0,1,0,1,0.3,22912,0,0,0,0,240,619,0,0,61,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.0,0.0,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,21.0
Chris,Smalling,DEF,MUN,5400000,1,72,3.8,7.037037037037041e-07,1.3333333333333301e-05,0,347715,3,15,0,0,0,1,0,13.3,24850,-1,0,72,1,0.6,0,3.3,5,0,8,0,0,3.8,448446,0,0,0,1,1635,13386,0,0,353,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,4.8,4.2,4.9,0.0,4.6,2.8,5.0,2.9,5.7,3.7,5.2,58.9
Tommy,Smith,DEF,HUD,4700000,0,40,2.0,4.25531914893617e-07,8.510638297872341e-06,0,34572,6,28,0,0,0,0,0,8.5,685,-3,0,40,3,0.0,0,0.0,2,0,4,0,1,0.2,16409,0,0,0,0,1609,48,0,0,258,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,1.0,1.0,1.8,2.9,1.0,1.3,2.1,1.2,1.7,1.0,2.4,53.8
Robert,Snodgrass,MID,WHU,5800000,0,0,0.0,0.0,0.0,0,233471,0,0,0,0,0,0,0,0.0,152,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.4,1839,0,0,0,0,0,3,0,0,0,Liverpool,Swansea,Burnley,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramadan,Sobhi,MID,STK,4500000,0,39,1.44444444444444,3.20987654320988e-07,8.66666666666667e-06,0,64820,2,24,0,0,0,2,0,8.7,1584,-5,0,39,5,0.0,0,0.0,2,0,1,0,1,0.5,38503,0,0,0,0,885,373,0,0,182,Leicester,Southampton,Man City,Everton,Arsenal,0.7,0.7,0.7,1.3,0.7,0.8,0.7,0.9,0.7,0.9,0.7,50.4
Dominic,Solanke,FWD,LIV,4700000,0,21,1.4,2.97872340425532e-07,4.4680851063829805e-06,0,216858,0,4,0,0,0,0,0,4.5,3866,-3,0,21,3,0.1,0,0.3,0,0,1,0,1,1.5,114739,0,0,0,0,375,1687,0,0,49,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,1.0,1.0,0.7,1.0,0.8,0.7,1.0,0.7,1.2,0.7,1.1,42.0
Heung-Min,Son,MID,TOT,8100000,3,122,4.7,5.80246913580247e-07,1.5061728395061701e-05,0,861968,0,12,0,0,0,8,0,15.1,74487,1,0,122,-1,0.3,0,2.7,10,0,11,0,5,12.0,1444924,0,0,0,5,1690,81121,0,0,378,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,4.1,6.6,4.8,5.9,3.9,4.2,4.0,4.0,5.3,4.5,5.9,173.4
Alexander,S?rloth,FWD,CRY,5500000,2,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,1183,0,3,0,0,0,0,0,0.4,596,0,0,2,0,0.2,0,1.0,0,0,0,0,0,0.1,6479,0,0,0,0,90,1230,0,0,12,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,1.6,1.7,1.0,1.2,1.5,1.4,2.0,1.4,2.0,1.5,2.0,11.3
Pape,Souare,DEF,CRY,4500000,0,0,0.0,0.0,0.0,0,1425,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1342,0,0,0,0,0,41,0,0,0,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Souttar,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,7845,0,0,0,0,0,0,0,0.0,210,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,10452,0,0,0,0,0,21,0,0,0,Leicester,Southampton,Man City,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian,Speroni,GLK,CRY,4100000,0,36,1.33333333333333,3.2520325203252e-07,8.78048780487805e-06,0,178627,0,14,0,30,0,0,0,8.8,15115,1,0,36,-1,0.0,0,0.0,3,0,2,0,0,4.4,291630,0,0,0,1,990,225,0,0,175,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.7,1.2,0.8,0.8,0.7,1.0,21.3
Konstantinos,Stafylidis,DEF,STK,4400000,0,1,0.037037037037037,8.417508417508421e-09,2.2727272727272702e-07,0,320,0,1,0,0,0,0,0,0.2,79,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,0.0,595,0,0,0,0,19,15,-1,0,4,Leicester,Southampton,Man City,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Junior,Stanislas,MID,BOU,5900000,7,53,1.96296296296296,3.32705586942875e-07,8.98305084745763e-06,0,28153,1,15,0,0,0,3,0,9.0,2522,-1,0,53,1,1.1,0,6.7,4,0,2,0,3,0.6,51100,0,0,0,2,895,9360,0,0,192,Newcastle,Leicester,Tottenham,West Brom,Watford,1.5,1.1,1.2,1.8,1.1,1.5,1.0,1.2,1.2,1.5,1.1,79.3
