FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Callum,Wilson,FWD,BOU,6000000,2,75,4.4,7.33333333333333e-07,1.25e-05,0,484942,0,18,0,0,0,7,0,12.5,61980,0,0,75,0,0.9,0,5.3,10,0,4,0,2,9.8,1021021,0,0,0,3,1236,39318,0,0,240,Newcastle,Leicester,Tottenham,West Brom,Watford,5.4,4.8,5.0,6.0,5.0,5.8,4.0,5.3,5.3,5.2,4.4,105.7
Kane,Wilson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,19856,0,0,0,0,0,0,0,0.0,107,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15303,0,0,0,0,0,23,0,0,0,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Wimmer,DEF,STK,4100000,0,19,1.1,2.68292682926829e-07,4.6341463414634106e-06,0,53223,5,32,0,0,0,0,0,4.6,1224,-4,0,19,4,0.0,0,0.0,1,0,1,0,0,0.3,53327,0,0,0,0,1321,849,0,0,196,Leicester,Southampton,Man City,Everton,Arsenal,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.7,0.6,1.2,0.6,36.5
Harry,Winks,MID,TOT,4800000,0,31,1.14814814814815,2.3919753086419803e-07,6.45833333333333e-06,0,29643,0,9,0,0,0,0,0,6.5,219,-2,0,31,2,0.0,0,0.0,0,0,4,0,1,0.1,28140,0,0,0,0,768,63,0,0,167,Crystal Palace,Huddersfield,Bournemouth,Newcastle,Chelsea,0.6,0.8,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,33.1
Chris,Wood,FWD,BUR,6200000,0,49,3.3,5.32258064516129e-07,7.90322580645161e-06,0,295307,1,6,0,0,0,4,0,7.9,1105,-3,0,49,3,0.0,0,0.0,8,0,7,0,0,0.6,299093,0,0,0,0,1021,81,0,0,126,Southampton,Everton,West Ham,West Brom,Watford,0.0,3.9,2.8,0.0,3.0,3.3,3.9,3.5,4.0,2.2,3.8,61.9
Ben,Woodburn,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,29934,0,0,0,0,0,0,0,0.0,1366,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.4,32976,0,0,0,0,0,1906,0,0,0,West Ham,Newcastle,Man Utd,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie,Woodman,GLK,NEW,4000000,0,0,0.0,0.0,0.0,0,8987,0,0,0,0,0,0,0,0.0,358,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15080,0,0,0,0,0,19,0,0,0,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Granit,Xhaka,MID,ARS,5200000,2,80,3.0,5.76923076923077e-07,1.53846153846154e-05,0,1035126,5,35,0,0,0,1,0,15.4,15772,-3,0,80,3,0.4,0,2.0,2,0,9,0,5,6.9,919343,0,0,0,1,2345,5400,0,0,421,Man City,Brighton,Watford,Stoke,Southampton,2.2,1.5,3.0,0.0,3.3,3.0,2.0,3.5,1.5,3.1,1.8,138.2
Claudio,Yacob,MID,WBA,4300000,1,19,0.703703703703704,1.6365202411714e-07,4.41860465116279e-06,0,30153,4,13,0,0,0,0,0,4.4,512,-2,0,19,2,0.4,0,1.7,0,0,3,0,0,0.3,22910,0,0,0,0,717,422,0,0,97,Huddersfield,Watford,Leicester,Bournemouth,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,19.7
,Yaya Toure,MID,MCI,6000000,0,7,0.25925925925925897,4.3209876543209907e-08,1.16666666666667e-06,0,79486,1,1,0,0,0,0,0,1.2,487,-5,0,7,5,0.0,0,0.0,0,0,0,0,1,0.7,11134,0,0,0,0,89,80,0,0,43,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.3
DeAndre,Yedlin,DEF,NEW,4400000,6,53,2.3,5.22727272727273e-07,1.2045454545454499e-05,0,54226,3,28,0,0,0,0,0,12.0,1510,-1,0,53,1,0.7,0,3.0,2,0,4,0,1,0.8,76458,1,0,0,1,1919,4938,0,0,315,Bournemouth,Liverpool,Southampton,Tottenham,Huddersfield,1.5,1.8,2.2,1.6,2.4,1.5,2.7,1.2,2.2,2.2,2.1,61.4
Maya,Yoshida,DEF,SOU,4600000,0,66,3.7,8.043478260869571e-07,1.43478260869565e-05,0,456314,1,24,0,0,0,2,0,14.3,14148,-4,1,66,4,0.0,0,0.0,6,0,5,0,1,2.3,468259,0,0,0,0,1534,614,-1,0,335,Burnley,Stoke,Newcastle,West Ham,Arsenal,0.0,0.0,0.0,0.0,4.2,3.7,4.1,3.3,3.6,2.9,3.4,73.0
Ashley,Young,MID,MUN,4900000,2,77,3.9,7.959183673469391e-07,1.57142857142857e-05,0,505148,5,17,0,0,0,2,0,15.4,12053,-1,1,77,1,0.2,0,1.0,10,0,8,0,5,1.9,583580,0,0,0,1,1704,5866,-1,0,371,Chelsea,Crystal Palace,Liverpool,Swansea,Man City,4.1,2.8,3.7,0.0,4.7,2.0,5.2,3.3,5.1,2.7,4.2,102.8
Pablo,Zabaleta,DEF,WHU,4900000,5,65,2.5,5.102040816326529e-07,1.3265306122449e-05,0,204324,8,40,0,0,0,0,0,13.3,4562,-1,0,65,1,0.6,0,2.7,6,0,7,0,0,2.1,133697,0,0,0,0,2299,1870,0,0,412,Liverpool,Swansea,Burnley,Southampton,Chelsea,1.8,1.6,2.7,0.0,2.6,1.8,2.9,1.7,2.1,1.5,2.3,73.6
Wilfried,Zaha,MID,CRY,6800000,0,72,3.6,5.294117647058821e-07,1.0588235294117599e-05,0,1426220,3,24,0,0,0,4,0,10.6,29001,-2,1,72,2,0.2,0,1.3,0,0,6,0,3,3.2,509464,0,0,0,0,1786,109,-1,0,208,Tottenham,Man Utd,Chelsea,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,3.2,3.9,2.9,4.0,2.8,4.5,162.5
,Zanka,DEF,HUD,4500000,2,70,2.6,5.77777777777778e-07,1.55555555555556e-05,0,550005,4,47,0,0,0,0,0,15.6,12010,0,0,70,0,0.3,0,1.3,4,0,7,0,2,6.2,697171,0,0,0,2,2430,8516,0,0,437,West Brom,Tottenham,Swansea,Crystal Palace,Newcastle,1.6,1.6,2.6,3.9,1.6,2.0,3.1,1.8,2.5,1.5,3.5,72.3
Davide,Zappacosta,DEF,CHE,5900000,6,52,1.9259259259259298,3.2642812303829305e-07,8.813559322033901e-06,0,47268,0,11,0,0,0,1,0,8.8,822,-1,0,52,1,0.4,0,2.3,1,0,5,0,1,0.3,52957,0,0,0,0,877,604,0,0,206,Man Utd,Man City,Crystal Palace,Tottenham,West Ham,1.1,1.1,2.6,0.0,1.6,2.0,1.6,1.9,1.2,1.6,1.2,64.2
Mauro,Zarate,FWD,WAT,5400000,0,0,0.0,0.0,0.0,0,2216,0,0,0,0,0,0,0,0.0,18,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1756,0,0,0,0,0,5,0,0,0,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Zeegelaar,DEF,WAT,4300000,1,28,1.03703703703704,2.41171403962102e-07,6.511627906976741e-06,0,89400,4,18,0,0,0,0,0,6.5,1623,-2,0,28,2,0.2,0,1.0,5,0,2,0,2,0.5,110551,0,0,0,1,993,730,0,1,186,Everton,West Brom,Arsenal,Liverpool,Bournemouth,0.5,0.6,0.5,0.5,0.5,0.6,0.5,1.1,0.5,0.5,0.5,35.2
Oleksandr,Zinchenko,MID,MCI,5000000,2,8,0.296296296296296,5.9259259259259297e-08,1.6e-06,0,939,0,2,0,0,0,0,0,1.6,151,0,0,8,0,0.3,0,1.7,0,0,1,0,0,0.0,1346,0,0,0,0,261,139,0,0,62,Arsenal,Chelsea,Stoke,Everton,Man Utd,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.8
Kurt,Zouma,DEF,STK,5400000,2,63,2.6,4.81481481481482e-07,1.1666666666666698e-05,0,147377,1,40,0,0,0,1,0,11.7,2706,-1,0,63,1,0.6,0,3.0,4,0,5,0,0,1.9,80476,0,0,0,0,2135,701,0,0,420,Leicester,Southampton,Man City,Everton,Arsenal,1.7,2.4,2.2,2.3,1.9,2.7,2.2,2.8,2.0,3.8,1.8,92.1
