FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Eliaquim,Mangala,DEF,MCI,5000000,1,6,0.375,7.5e-08,1.2e-06,0,6800,0,1,0,0,0,0,0,1.2,391,0,0,6,0,0.2,0,1.0,0,0,0,0,0,0.2,8799,0,0,0,0,200,2191,0,0,33,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.1
Javier,Manquillo,DEF,NEW,4400000,1,31,2.4,5.454545454545451e-07,7.04545454545455e-06,0,71819,1,21,0,0,0,0,0,7.0,2779,-1,0,31,1,0.1,0,0.6,1,0,3,0,0,1.3,71517,0,0,0,0,1170,1724,0,0,161,Everton,Arsenal,West Ham,Man City,Brighton,2.0,1.3,2.0,1.7,2.7,1.8,2.0,1.5,2.4,2.8,2.2,1.6,1.6,2.2,1.7,3.1,1.4,2.5,1.2,2.7,2.4,2.3,28.9
Solomon,March,MID,BHA,5000000,1,35,2.1875,4.375e-07,7.000000000000001e-06,0,38667,1,12,0,0,0,1,0,7.0,911,0,0,35,0,0.2,0,1.2,0,0,3,0,1,0.3,43214,0,0,0,0,890,55,0,0,130,Tottenham,Burnley,Watford,Chelsea,Newcastle,1.1,1.7,1.3,1.3,1.5,1.9,1.3,1.6,1.4,2.3,1.3,2.2,2.0,1.6,1.1,1.8,2.5,1.3,1.6,1.3,1.6,1.1,44.3
Adrian,Mariappa,DEF,WAT,4100000,2,21,1.8,4.3902439024390204e-07,5.1219512195122e-06,0,153245,2,20,0,0,0,0,0,5.1,6335,1,0,21,-1,0.7,0,3.0,0,0,2,0,0,6.1,290299,0,0,0,0,911,26941,0,0,140,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,2.4,1.8,1.6,1.1,1.0,1.1,1.1,1.1,1.4,1.2,1.5,1.0,1.5,1.0,1.2,1.0,1.3,1.3,2.5,1.3,1.1,1.0,24.7
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,935,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,498,0,0,0,0,0,20,0,0,0,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,2,65,4.0625,5.078125e-07,8.125e-06,0,200506,1,6,0,0,0,6,0,8.1,9445,0,0,65,0,0.6,0,5.0,1,0,4,0,3,3.6,284751,0,0,0,0,661,22654,0,0,229,Bournemouth,West Brom,Leicester,Burnley,Southampton,5.1,3.3,3.0,4.7,4.6,3.7,4.7,3.1,2.7,6.0,3.5,4.4,3.1,4.2,3.1,5.6,2.3,5.3,3.7,5.3,2.9,3.9,88.7
Cuco,Martina,DEF,EVE,4300000,2,19,1.1875,2.76162790697674e-07,4.41860465116279e-06,0,48034,1,10,0,0,0,0,0,4.4,477,-2,0,19,2,0.7,0,2.8,0,0,2,0,0,0.4,35819,0,0,0,0,660,1903,0,0,131,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.6,0.7,0.8,0.6,0.6,0.8,0.6,1.0,0.7,0.6,1.8,0.7,0.6,1.0,0.6,0.6,0.8,0.6,0.8,0.6,0.8,0.6,30.0
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,23753,0,0,0,0,0,0,0,0.0,264,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1053,0,0,0,0,0,23,0,0,0,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,702,0,0,0,0,0,0,0,0.0,180,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1216,0,0,0,0,0,186,0,0,0,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,5,0.3125,6.37755102040816e-08,1.0204081632653099e-06,0,2020,1,15,0,0,0,0,0,1.0,57,-1,0,5,1,0.0,0,0.2,0,0,0,0,0,0.0,1595,0,0,0,0,488,9,0,0,83,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,15.3
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,54236,0,0,0,0,0,0,0,0.0,2294,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.7,58899,0,0,0,0,0,3921,0,0,0,Crystal Palace,Huddersfield,Brighton,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4400000,6,20,1.25,2.84090909090909e-07,4.54545454545455e-06,0,13615,2,14,0,0,0,0,0,4.5,416,-1,0,20,1,0.5,0,2.0,1,0,1,0,2,0.4,19501,0,0,0,0,621,8503,0,0,135,Arsenal,Stoke,Newcastle,Bournemouth,West Brom,1.0,0.6,0.9,0.6,0.0,1.7,0.6,0.8,1.9,0.6,0.9,0.6,0.6,1.0,0.9,0.8,0.6,0.9,0.6,0.6,0.6,0.8,31.7
Juan,Mata,MID,MUN,6800000,1,36,2.25,3.30882352941176e-07,5.2941176470588205e-06,0,178839,0,3,0,0,0,1,0,5.3,2096,-2,0,36,2,0.3,0,1.8,2,0,7,0,1,1.9,116892,0,0,0,0,642,1195,0,0,150,Bournemouth,West Brom,Leicester,Burnley,Southampton,2.2,1.2,1.1,1.9,1.9,1.4,1.9,1.1,1.1,2.8,1.3,1.8,1.2,1.7,1.2,2.5,1.1,2.3,1.4,2.3,1.1,1.5,53.1
Nemanja,Matic,MID,MUN,4900000,2,43,2.7,5.510204081632651e-07,8.77551020408163e-06,0,884435,0,9,0,0,0,0,0,8.8,13290,-1,0,43,1,0.4,0,2.0,0,0,9,0,1,10.0,502008,0,0,0,0,1403,4585,0,0,245,Bournemouth,West Brom,Leicester,Burnley,Southampton,2.9,1.7,1.5,2.6,2.5,2.0,2.6,1.6,1.4,3.5,1.8,2.4,1.6,2.2,1.6,3.2,1.4,3.0,1.9,3.0,1.4,2.1,48.8
Joel,Matip,DEF,LIV,5400000,0,48,3.7,6.85185185185185e-07,8.88888888888889e-06,0,184362,1,18,0,0,0,1,0,8.7,8354,-1,1,48,1,0.3,0,1.6,3,0,5,0,0,2.1,117405,0,0,0,1,1170,76,-1,0,283,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,3.1,2.5,4.0,4.1,3.5,3.5,3.0,3.2,4.5,3.6,5.6,4.3,2.5,4.5,4.2,2.2,4.0,3.6,4.5,3.6,5.1,50.6
Alfie,Mawson,DEF,SWA,5000000,8,58,3.6,7.2e-07,1.1599999999999999e-05,0,54305,0,18,0,0,0,1,0,11.6,2848,0,0,58,0,0.7,0,3.6,3,0,6,0,0,1.2,53684,0,0,0,0,1440,3715,0,0,319,Man City,Everton,Crystal Palace,Liverpool,Watford,3.1,2.3,5.3,3.2,4.5,4.1,3.2,4.2,4.4,3.0,4.2,4.0,5.3,3.3,3.9,2.6,3.7,3.6,3.0,4.0,3.2,4.1,48.9
Chancel,Mbemba,DEF,NEW,4000000,0,17,1.0625,2.65625e-07,4.25e-06,0,495839,0,10,0,0,0,0,0,4.3,20460,0,0,17,0,0.1,0,0.4,3,0,1,0,0,11.1,888008,0,0,0,1,588,7263,0,0,123,Everton,Arsenal,West Ham,Man City,Brighton,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.7,1.2,0.6,0.5,0.5,0.6,0.5,0.9,0.5,0.7,0.5,0.8,0.7,0.6,22.1
James,McArthur,MID,CRY,4300000,0,24,1.5,3.48837209302326e-07,5.58139534883721e-06,0,192746,2,9,0,0,0,1,0,5.6,4952,-2,1,24,2,0.6,0,2.6,1,0,1,0,0,2.5,99461,0,0,0,0,706,14915,-1,0,94,Watford,Leicester,Swansea,Arsenal,Man City,0.8,0.8,0.9,1.2,0.8,0.8,1.0,0.8,0.8,1.2,0.8,0.9,0.9,0.8,0.8,0.8,0.8,1.0,0.8,1.0,0.8,1.2,36.3
Gareth,McAuley,DEF,WBA,4700000,0,4,0.25,5.3191489361702104e-08,8.51063829787234e-07,0,77537,0,9,0,0,0,0,0,0.9,942,-3,0,4,3,0.0,0,0.0,0,0,0,0,0,0.5,4875,0,0,0,0,258,60,0,0,47,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Oliver,McBurnie,FWD,SWA,4500000,0,7,0.4375,9.722222222222221e-08,1.55555555555556e-06,0,107431,0,1,0,0,0,0,0,1.6,3499,0,0,7,0,0.1,0,0.4,0,0,0,0,0,1.5,63854,0,0,0,0,83,3670,0,0,21,Man City,Everton,Crystal Palace,Liverpool,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.7
Alex,McCarthy,GLK,SOU,4400000,0,0,0.0,0.0,0.0,0,2434,0,0,0,0,0,0,0,0.0,56,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,686,0,0,0,0,0,16,0,0,0,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,McCarthy,MID,EVE,4900000,0,0,0.0,0.0,0.0,0,1819,0,0,0,0,0,0,0,0.0,15,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,331,0,0,0,0,0,7,0,0,0,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,McClean,MID,WBA,4800000,1,14,0.875,1.8229166666666698e-07,2.91666666666667e-06,0,7899,3,5,0,0,0,0,0,2.9,133,-2,0,14,2,0.2,0,1.0,0,0,2,0,0,0.1,4757,0,0,0,0,362,25,0,0,38,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.4,0.4,0.4,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,27.8
Sam,McQueen,DEF,SOU,4300000,0,3,0.1875,4.3604651162790697e-08,6.976744186046509e-07,0,3847,0,1,0,0,0,0,0,0.7,70,-2,0,3,2,0.0,0,0.2,0,0,0,0,0,0.1,1271,0,0,0,0,23,30,0,0,8,Leicester,Chelsea,Huddersfield,Tottenham,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Scott,McTominay,MID,MUN,4300000,0,0,0.0,0.0,0.0,0,27361,0,0,0,0,0,0,0,0.0,725,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.5,43729,0,0,0,0,0,251,0,0,0,Bournemouth,West Brom,Leicester,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Mee,DEF,BUR,4800000,0,56,3.7,7.70833333333333e-07,1.1666666666666698e-05,0,425039,2,12,0,0,0,0,0,11.7,72198,3,0,56,-3,0.5,0,2.2,6,0,6,0,0,12.4,586855,0,0,0,1,1350,2293,0,0,263,Stoke,Brighton,Tottenham,Man Utd,Huddersfield,0.0,4.1,4.4,2.7,3.4,4.4,4.4,4.1,3.3,3.3,3.2,4.1,3.8,4.0,4.2,3.8,4.6,3.9,3.7,4.9,2.7,3.8,66.5
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,163,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,603,0,0,0,0,0,245,0,0,0,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,1.0625,1.68650793650794e-07,2.6984126984127003e-06,0,109381,2,1,0,0,0,0,0,2.7,223,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.4,87445,0,0,0,0,298,46,0,0,84,Swansea,Tottenham,Bournemouth,Newcastle,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.5,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3674,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1259,0,0,0,0,0,4,0,0,0,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,5000000,6,34,2.6,5.2e-07,6.8e-06,0,11928,2,13,0,0,0,1,0,6.8,197,0,0,34,0,0.4,0,2.2,4,0,2,0,1,0.1,14148,0,0,0,0,883,347,0,0,203,Everton,Arsenal,West Ham,Man City,Brighton,3.2,1.3,1.7,1.4,2.2,1.7,2.9,1.3,2.3,1.7,2.1,2.1,1.3,2.2,1.4,3.2,1.6,2.7,2.1,2.7,1.9,2.1,55.5
Per,Mertesacker,DEF,ARS,4800000,2,14,0.875,1.8229166666666698e-07,2.91666666666667e-06,0,35839,0,6,0,0,0,1,0,2.9,589,-2,0,14,2,0.1,0,0.4,2,0,0,0,0,0.5,25632,0,0,0,1,333,715,0,0,74,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,0.4,0.5,0.5,0.8,0.4,0.5,0.4,1.3,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.8,0.4,0.5,0.4,15.5
Roque,Mesa,MID,SWA,4300000,2,10,0.625,1.45348837209302e-07,2.32558139534884e-06,0,39754,2,4,0,0,0,0,0,2.3,1562,-2,0,10,2,0.3,0,1.2,0,0,2,0,0,0.6,38092,0,0,0,0,376,1967,0,0,65,Man City,Everton,Crystal Palace,Liverpool,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.6
Simon,Mignolet,GLK,LIV,4900000,2,50,3.3,6.73469387755102e-07,1.0204081632653099e-05,0,62469,3,20,0,26,0,0,0,10.2,2114,-1,0,50,1,0.7,0,3.4,0,0,5,0,0,1.7,49247,0,0,1,0,1350,3601,0,0,248,West Brom,Bournemouth,Arsenal,Swansea,Leicester,4.3,2.6,2.1,3.4,3.5,3.0,2.9,2.5,2.7,3.8,3.0,4.9,3.6,2.1,3.8,3.7,1.8,3.3,3.0,3.8,3.0,4.3,20.2
Luka,Milivojevic,MID,CRY,4600000,8,40,2.7,5.8695652173913e-07,8.69565217391304e-06,0,65281,3,24,0,0,0,2,0,8.7,1011,-4,0,40,4,0.7,0,3.4,4,0,2,0,0,0.5,26466,0,0,0,0,1189,8996,0,0,199,Watford,Leicester,Swansea,Arsenal,Man City,2.0,1.6,2.3,2.9,1.6,1.9,2.5,1.4,1.7,2.9,2.1,2.3,2.3,1.7,1.7,2.2,2.1,2.5,1.9,2.6,1.7,2.9,55.5
James,Milner,DEF,LIV,6100000,2,32,2.0,3.2786885245901605e-07,5.245901639344259e-06,0,252785,0,11,0,0,0,0,0,5.2,1761,-4,0,32,4,0.3,0,1.6,3,0,2,0,1,2.4,34065,0,0,0,1,738,1170,0,0,182,West Brom,Bournemouth,Arsenal,Swansea,Leicester,2.1,1.1,1.0,1.5,1.6,1.3,1.3,1.1,1.2,1.8,1.3,2.5,1.7,1.0,1.8,2.3,1.0,1.5,1.3,1.8,1.3,2.2,62.3
Tyrone,Mings,DEF,BOU,4300000,0,0,0.0,0.0,0.0,0,15722,1,4,0,0,0,0,0,0.0,164,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2258,0,0,0,0,135,15,0,0,17,Man Utd,Liverpool,Man City,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
Kevin,Mirallas,MID,EVE,6100000,0,5,0.3125,5.1229508196721296e-08,8.196721311475409e-07,0,109095,1,8,0,0,0,0,0,0.8,561,-4,0,5,4,0.1,0,0.4,0,0,0,0,0,0.9,8197,0,0,0,0,135,95,0,0,19,Newcastle,Swansea,Chelsea,West Brom,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.9
Aleksandar,Mitrovic,FWD,NEW,4800000,1,10,0.625,1.3020833333333302e-07,2.08333333333333e-06,0,135581,0,0,0,0,0,1,0,2.1,1810,-2,0,10,2,0.2,0,0.8,0,0,0,0,0,0.9,46031,0,0,0,0,89,850,0,0,37,Everton,Arsenal,West Ham,Man City,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,16.6
Henrikh,Mkhitaryan,MID,MUN,7700000,0,53,4.4,5.714285714285711e-07,6.883116883116879e-06,0,1733175,1,3,0,0,0,1,0,6.9,17042,-3,0,53,3,0.0,0,0.2,4,0,8,0,5,7.4,1579755,0,0,0,1,804,719,0,0,198,Bournemouth,West Brom,Leicester,Burnley,Southampton,5.7,3.7,3.4,5.3,5.1,4.2,5.2,3.5,3.1,6.6,4.0,4.9,3.5,4.7,3.6,6.2,2.6,5.9,4.2,5.9,3.3,4.4,73.4
Jayson,Molumby,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,415,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,593,0,0,0,0,0,17,0,0,0,Tottenham,Burnley,Watford,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nacho,Monreal,DEF,ARS,5700000,2,71,4.4,7.719298245614041e-07,1.2456140350877198e-05,0,404443,2,20,0,0,0,2,0,12.5,26785,2,0,71,-2,0.7,0,4.0,8,0,7,0,0,13.0,796651,0,0,0,1,1440,21957,0,0,382,West Ham,Newcastle,Liverpool,Crystal Palace,West Brom,4.2,5.8,6.1,4.4,4.0,5.9,3.4,6.6,3.3,5.4,3.7,4.9,4.4,6.0,3.1,6.0,5.7,3.4,6.6,2.7,6.1,3.6,67.2
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,2930,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,240,0,0,0,0,0,1,0,0,0,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Mooy,MID,HUD,5400000,3,51,3.2,5.92592592592593e-07,9.44444444444444e-06,0,598606,2,23,0,0,0,2,0,9.4,14237,-1,0,51,1,0.4,0,2.0,3,0,6,0,1,5.8,735005,0,0,0,1,1348,2210,0,0,275,Chelsea,Watford,Southampton,Stoke,Burnley,3.2,2.0,2.0,3.5,3.5,1.7,4.3,1.8,3.1,1.6,3.8,1.9,1.6,4.2,3.9,2.1,1.7,2.9,1.8,4.6,1.6,4.0,89.6
Alvaro,Morata,FWD,CHE,10800000,2,85,5.7,5.27777777777778e-07,7.87037037037037e-06,0,2247312,4,6,0,0,0,9,0,7.9,612568,8,0,85,-8,0.4,0,4.4,13,0,8,0,4,26.6,3140225,0,0,0,2,1166,36912,0,0,276,Huddersfield,Southampton,Everton,Brighton,Stoke,0.0,7.2,6.9,7.9,7.8,5.1,7.7,7.1,7.5,7.6,8.2,5.6,6.8,8.3,6.3,7.0,8.4,7.2,8.6,6.6,7.4,7.2,140.1
Alberto,Moreno,DEF,LIV,4600000,0,44,3.7,8.043478260869571e-07,9.56521739130435e-06,0,258177,0,17,0,0,0,0,0,9.4,61845,1,1,44,-1,0.7,0,3.0,3,0,5,0,1,3.6,332262,0,0,0,0,1080,318,-1,0,287,West Brom,Bournemouth,Arsenal,Swansea,Leicester,0.0,3.1,2.5,4.0,4.1,3.5,3.5,3.0,3.2,4.5,3.6,5.6,4.3,2.5,4.5,4.2,2.2,4.0,3.6,4.5,3.6,5.1,53.7
Wes,Morgan,DEF,LEI,4500000,1,39,2.4,5.33333333333333e-07,8.66666666666667e-06,0,120556,2,22,0,0,0,0,0,8.7,4768,0,0,39,0,0.6,0,2.6,1,0,4,0,0,3.0,97762,0,0,0,0,1440,5279,0,0,229,Southampton,Crystal Palace,Man Utd,Watford,Liverpool,1.9,3.6,2.2,2.4,1.6,3.1,1.9,2.3,1.2,2.0,1.5,2.4,2.0,1.9,2.5,2.1,2.2,1.8,2.2,2.8,3.2,1.7,41.1
James,Morrison,MID,WBA,5400000,0,13,0.8125,1.5046296296296302e-07,2.40740740740741e-06,0,2928,0,1,0,0,0,1,0,2.4,18,-1,0,13,1,0.0,0,0.0,0,0,2,0,0,0.0,2546,0,0,0,0,205,5,0,0,35,Liverpool,Man Utd,Stoke,Everton,Arsenal,0.0,0.0,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,14.5
Victor,Moses,DEF,CHE,6400000,1,33,2.0625,3.22265625e-07,5.15625e-06,0,50834,1,4,0,0,0,0,0,5.2,3314,-1,0,33,1,0.3,0,2.2,1,0,3,0,2,0.9,45277,0,0,0,1,610,2609,0,0,120,Huddersfield,Southampton,Everton,Brighton,Stoke,1.4,1.6,1.0,2.1,1.7,1.1,1.5,1.8,1.5,2.1,2.1,1.1,1.2,3.0,1.6,1.8,2.5,1.6,2.4,1.3,1.8,1.3,34.6
Steve,Mounie,FWD,HUD,5700000,13,37,3.4,5.96491228070175e-07,6.49122807017544e-06,0,309994,2,11,0,0,0,4,0,6.5,1219,-3,0,37,3,0.6,0,3.6,6,0,4,0,0,1.0,283080,0,0,0,1,621,10581,0,0,122,Chelsea,Watford,Southampton,Stoke,Burnley,3.3,2.7,2.5,4.9,3.9,2.3,4.8,3.2,4.1,1.7,4.2,2.5,2.0,3.9,4.8,2.5,2.5,3.7,1.8,4.9,2.3,4.2,53.3
Lys,Mousset,FWD,BOU,4900000,0,7,0.4375,8.928571428571429e-08,1.4285714285714301e-06,0,7785,0,2,0,0,0,0,0,1.4,239,-1,0,7,1,0.0,0,0.0,0,0,1,0,0,0.1,6019,0,0,0,0,107,104,0,0,15,Man Utd,Liverpool,Man City,West Ham,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.2
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,120,0,0,0,0,0,0,0,0.0,120,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,714,0,0,0,0,0,714,0,0,0,Man City,Everton,Crystal Palace,Liverpool,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4433,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,69,0,0,0,0,0,1,0,0,0,Burnley,West Ham,West Brom,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,16610,0,0,0,0,0,0,0,0.0,385,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5071,0,0,0,0,0,96,0,0,0,Everton,Arsenal,West Ham,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob,Murphy,MID,NEW,5000000,2,16,1.0,2e-07,3.2e-06,0,9630,0,15,0,0,0,0,0,3.2,88,-5,0,16,5,0.4,0,2.0,0,0,0,0,0,0.1,1436,0,0,0,0,486,59,0,0,51,Everton,Arsenal,West Ham,Man City,Brighton,0.8,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.6,0.5,0.6,0.5,0.5,22.3
