FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,258,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,36,0,0,0,0,0,1,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4127,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,0,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,1.7,4.0476190476190503e-07,1.19047619047619e-06,0,29384,0,7,0,8,0,0,0,1.2,231,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.2,9856,0,0,0,0,270,24,0,0,44,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,6.3
Andre,Gray,FWD,WAT,6300000,0,66,2.5,3.9682539682539704e-07,1.04761904761905e-05,0,309413,1,25,0,0,0,4,0,10.5,1525,-2,0,66,2,0.0,0,0.0,3,0,5,0,3,1.3,255608,0,0,0,0,1253,231,0,0,193,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,1.9,2.6,1.5,2.5,1.5,90.0
Demarai,Gray,MID,LEI,5300000,1,66,2.3,4.33962264150943e-07,1.2452830188679199e-05,0,145714,2,23,0,0,0,3,0,12.5,866,-2,0,66,2,0.5,0,2.5,2,0,3,0,2,0.6,134003,0,0,0,0,1333,1733,0,0,255,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,3.4,0.0,1.4,4.3,1.2,92.9
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,6256,0,0,0,0,0,0,0,0.0,148,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13533,0,0,0,0,0,72,0,0,0,Watford,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,6000000,2,139,4.3,7.16666666666667e-07,2.31666666666667e-05,0,1650782,1,38,0,0,0,5,0,23.2,43983,5,0,139,-5,0.3,0,2.0,21,0,8,0,8,17.5,2491602,0,0,0,2,2490,35526,0,0,538,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,8.0,0.0,3.8,7.1,2.7,220.8
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,52723,0,0,0,0,0,0,0,0.7,150,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.4,52093,0,0,0,0,14,18,0,0,9,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5000000,0,95,3.3,6.6e-07,1.9e-05,0,126586,2,23,0,0,0,2,0,18.6,16046,0,1,95,0,0.0,0,0.0,4,0,9,0,7,1.3,193487,0,0,0,0,2304,2383,-1,0,373,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.0,2.8,3.3,2.3,3.4,174.1
Idrissa,Gueye,MID,EVE,4800000,1,59,2.1,4.375e-07,1.22916666666667e-05,0,68077,5,41,0,0,0,1,0,12.3,338,-2,0,59,2,0.2,0,1.0,2,0,6,0,0,0.8,33941,0,0,0,0,2321,171,0,1,449,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.2,1.9,1.2,1.7,1.1,80.6
Ilkay,Gundogan,MID,MCI,5300000,8,61,1.90625,3.59669811320755e-07,1.15094339622642e-05,0,122475,3,12,0,0,0,3,0,11.5,3300,-2,0,61,2,0.8,0,4.5,6,0,4,0,2,1.0,147045,0,0,0,2,1060,8936,0,0,279,Tottenham,Swansea,West Ham,Huddersfield,Brighton,1.0,1.4,1.1,3.1,1.2,91.0
Florent,Hadergjonaj,DEF,HUD,4500000,2,35,1.06060606060606,2.35690235690236e-07,7.777777777777781e-06,0,5625,3,25,0,0,0,0,0,7.8,787,0,0,35,0,0.2,0,1.0,5,0,2,0,1,0.1,10111,0,0,0,0,1282,97,0,0,209,Watford,Everton,Man City,Chelsea,Arsenal,0.8,0.0,0.6,1.0,0.8,59.8
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,115417,0,0,0,0,0,0,0,0.0,2228,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.9,135583,0,0,0,0,0,4886,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,721,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,809,0,0,0,0,0,9,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,2256,0,0,0,0,0,0,0,0.0,23,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,966,0,0,0,0,0,15,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,86568,0,0,0,0,0,0,0,0.0,176,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,5840,0,0,0,0,0,5,0,0,0,Arsenal,Everton,West Brom,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0303030303030303,6.73400673400673e-09,2.22222222222222e-07,0,2236,0,0,0,0,0,0,0,0.2,8,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1461,0,0,0,0,20,10,0,0,6,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4200000,3,55,3.2,7.61904761904762e-07,1.30952380952381e-05,0,525612,0,34,0,45,0,0,0,13.1,2563,-3,0,55,3,1.1,0,4.5,3,0,4,0,1,5.6,180557,0,0,1,1,1530,14133,0,0,307,Stoke,Arsenal,Man City,Leicester,Man Utd,4.1,2.3,3.1,6.0,3.3,34.3
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,2862,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5876,0,0,0,0,0,78,0,0,0,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,1,40,1.25,2.84090909090909e-07,9.09090909090909e-06,0,28442,7,25,0,0,0,1,0,9.1,131,-1,0,40,1,0.2,0,1.0,0,0,3,0,0,0.2,25957,0,0,0,0,1347,58,0,0,170,Arsenal,Everton,West Brom,Watford,Tottenham,0.8,0.6,0.9,1.2,0.6,57.8
Eden,Hazard,MID,CHE,10600000,2,153,5.5,5.18867924528302e-07,1.44339622641509e-05,0,1268766,1,22,0,0,0,11,0,14.4,27703,1,0,153,-1,0.2,0,2.0,23,0,10,0,5,7.3,1507747,0,0,0,5,2036,26847,0,0,606,Southampton,Burnley,Swansea,Liverpool,Huddersfield,12.1,0.0,6.0,13.7,6.0,270.1
Tom,Heaton,GLK,BUR,4700000,0,8,0.25,5.3191489361702104e-08,1.7021276595744699e-06,0,365747,0,4,0,8,0,0,0,1.7,325,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.8,19906,0,0,0,0,305,259,0,0,48,Leicester,Chelsea,Stoke,Brighton,Arsenal,0.2,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0303030303030303,7.2150072150072204e-09,2.38095238095238e-07,0,9132,1,1,0,0,0,0,0,0.2,33,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2741,0,0,0,0,32,16,0,0,1,Watford,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4600000,2,91,2.8,6.08695652173913e-07,1.97826086956522e-05,0,1503457,3,51,0,0,0,2,0,19.8,54634,1,1,91,-1,0.3,0,1.3,7,0,7,0,0,18.1,1948815,0,0,0,1,2936,2853,-1,0,539,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,1.7,3.2,1.8,3.1,3.3,112.6
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.744680851063829e-07,9.14893617021277e-06,0,278939,0,8,0,0,0,2,0,9.1,2346,-3,0,43,3,0.0,0,0.0,5,0,3,0,2,1.0,302787,0,0,0,0,842,1658,0,0,110,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,4.7,0.0,2.0,4.7,1.5,44.2
Jordan,Henderson,MID,LIV,5300000,3,63,1.90909090909091,3.60205831903945e-07,1.18867924528302e-05,0,166214,1,19,0,0,0,1,0,11.9,366,-2,0,63,2,0.5,0,2.7,3,0,11,0,1,1.1,127298,0,0,0,0,1778,803,0,0,313,Bournemouth,West Brom,Stoke,Chelsea,Brighton,1.5,1.1,1.5,1.0,1.5,83.5
Jeff,Hendrick,MID,BUR,5400000,1,78,2.7,5e-07,1.44444444444444e-05,0,25055,1,21,0,0,0,2,0,14.4,298,-1,0,78,1,0.2,0,1.0,1,0,9,0,2,0.2,25871,0,0,0,0,2111,842,0,0,268,Leicester,Chelsea,Stoke,Brighton,Arsenal,4.4,2.0,2.4,1.7,2.5,86.7
Wayne,Hennessey,GLK,CRY,4300000,2,75,3.4,7.90697674418605e-07,1.74418604651163e-05,0,123668,0,38,0,83,0,0,0,17.4,4564,-2,0,75,2,0.8,0,3.3,8,0,4,0,0,2.6,190886,0,0,0,1,1980,11623,0,0,414,Brighton,Watford,Leicester,Stoke,West Brom,4.4,3.7,3.3,3.6,3.8,56.0
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,3486,0,0,0,0,0,0,0,0.0,95,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7359,0,0,0,0,0,76,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,4,34,1.0625,2.125e-07,6.8e-06,0,198025,5,13,0,0,0,0,0,6.8,169,-5,0,34,5,0.5,0,2.5,0,0,3,0,2,1.3,28637,0,0,0,0,975,1214,0,0,166,West Brom,Bournemouth,Arsenal,Brighton,West Ham,1.2,0.0,0.7,1.0,0.6,48.6
Wesley,Hoedt,DEF,SOU,5000000,0,50,2.3,4.6e-07,1e-05,0,9365,6,36,0,0,0,0,0,10.0,227,0,0,50,0,0.1,0,0.5,5,0,3,0,2,0.1,12640,0,0,0,0,1980,240,0,0,398,Chelsea,Leicester,Bournemouth,Everton,Swansea,3.7,0.0,1.7,3.0,1.7,73.0
Jonathan,Hogg,MID,HUD,4400000,2,42,1.7,3.8636363636363604e-07,9.54545454545455e-06,0,35700,7,37,0,0,0,0,0,9.5,470,-1,0,42,1,0.3,0,1.3,0,0,5,0,0,0.2,43809,0,0,0,0,1979,111,0,1,329,Watford,Everton,Man City,Chelsea,Arsenal,1.3,0.0,1.7,1.6,1.5,58.0
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,29,0.90625,2.1075581395348802e-07,6.74418604651163e-06,0,35308,3,25,0,0,0,0,0,6.7,655,-2,0,29,2,0.5,0,2.0,0,0,1,0,0,0.5,41560,0,0,0,0,1201,7448,0,0,202,Chelsea,Leicester,Bournemouth,Everton,Swansea,1.0,0.0,0.5,1.0,0.5,50.2
Rob,Holding,DEF,ARS,4400000,1,19,0.59375,1.34943181818182e-07,4.31818181818182e-06,0,109753,2,12,0,0,0,0,0,4.3,413,-6,0,19,6,0.1,0,0.5,0,0,2,0,1,0.6,27354,0,0,0,0,549,167,0,0,137,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.3,0.4,0.3,0.6,0.3,19.5
Jose,Holebas,DEF,WAT,4800000,1,62,2.6,5.41666666666667e-07,1.29166666666667e-05,0,71787,6,43,0,0,0,0,0,12.9,1635,-2,0,62,2,0.3,0,1.3,6,0,5,0,4,0.6,68586,0,0,0,0,2021,875,0,0,364,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,1.9,3.7,2.0,2.4,1.6,112.7
Mason,Holgate,DEF,EVE,4000000,0,37,2.5,6.25e-07,9.25e-06,0,210711,3,14,0,0,0,0,0,9.0,5588,-5,1,37,5,0.1,0,0.3,0,0,4,0,0,1.2,201742,0,0,0,0,1183,223,-1,0,214,Swansea,Newcastle,Huddersfield,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18669,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1279,0,0,0,0,0,9,0,0,0,Watford,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,2,0.0625,1.3888888888888899e-08,4.44444444444444e-07,0,368,0,1,0,0,0,0,0,0.4,25,0,0,2,0,0.1,0,0.5,0,0,0,0,0,0.0,535,0,0,0,0,27,36,0,0,11,Southampton,Burnley,Swansea,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,3.8
Will,Hughes,MID,WAT,4600000,2,41,1.24242424242424,2.7009222661396604e-07,8.91304347826087e-06,0,76443,0,12,0,0,0,2,0,8.9,1048,-4,0,41,4,0.7,0,3.3,5,0,2,0,3,0.3,73467,0,0,0,1,558,1174,0,0,154,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.6,0.6,0.6,0.8,0.6,53.3
Jordan,Hugill,FWD,WHU,5000000,0,3,0.09375,1.875e-08,6e-07,0,1366,0,0,0,0,0,0,0,0.6,57,-5,1,3,5,0.1,0,0.5,0,0,0,0,0,0.0,1831,0,0,0,0,22,39,-1,0,4,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.03125,8.01282051282051e-09,2.56410256410256e-07,0,411847,0,1,0,0,0,0,0,0.3,5201,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,5.2,339658,0,0,0,0,17,3519,0,0,5,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,5511,0,0,0,0,0,0,0,0.0,60,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,2285,0,0,0,0,0,89,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,141,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,183,0,0,0,0,0,11,0,0,0,Liverpool,Man Utd,Southampton,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4700000,0,80,2.9,6.17021276595745e-07,1.70212765957447e-05,0,144539,1,30,0,0,0,2,0,17.0,12675,-3,0,80,3,0.9,0,4.0,5,0,4,0,6,1.3,190673,0,0,0,1,1760,3036,0,0,280,Liverpool,Man Utd,Southampton,Swansea,Burnley,3.9,0.0,2.4,2.9,2.3,147.8
Vicente,Iborra,MID,LEI,5700000,1,55,3.2,5.6140350877193e-07,9.64912280701754e-06,0,21729,0,17,0,0,0,3,0,9.6,9301,-3,0,55,3,0.9,0,5.0,6,0,3,0,0,0.2,22036,0,0,0,0,1276,384,0,0,276,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,60.4
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,1.0,1.0526315789473699e-07,5.263157894736841e-07,0,39914,0,2,0,0,0,0,0,0.5,97,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.1,38312,0,0,0,0,102,84,0,0,18,West Brom,Bournemouth,Arsenal,Brighton,West Ham,0.0,0.0,0.0,0.0,0.0,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,0,33,1.03125,1.58653846153846e-07,5.0769230769230795e-06,0,145432,1,8,0,0,0,1,0,5.1,946,-5,0,33,5,0.0,0,0.0,3,0,0,0,3,0.8,25748,0,0,0,0,453,339,0,0,89,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,1.1,0.0,0.5,1.2,0.5,32.9
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8446,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,973,0,0,0,0,0,0,0,0,0,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,2,74,2.4,4.3636363636363604e-07,1.34545454545455e-05,0,96512,0,38,0,0,0,1,0,13.5,568,-5,0,74,5,0.2,0,1.3,3,0,7,0,1,0.5,37608,0,0,0,0,2361,92,0,0,241,Watford,Everton,Man City,Chelsea,Arsenal,2.2,0.0,2.8,2.4,2.5,127.7
Danny,Ings,FWD,LIV,5400000,2,9,0.272727272727273,5.05050505050505e-08,1.66666666666667e-06,0,8078,0,0,0,0,0,0,0,1.7,852,-1,0,9,1,0.4,0,2.0,0,0,1,0,1,0.1,6829,0,0,0,0,127,377,0,0,26,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.1,0.1,0.1,0.1,0.1,11.0
Stephen,Ireland,MID,STK,4500000,0,1,0.0303030303030303,6.73400673400673e-09,2.22222222222222e-07,0,1966,1,3,0,0,0,0,0,0.2,24,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,2239,0,0,0,0,90,8,0,0,1,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,2.7
Alex,Iwobi,MID,ARS,5100000,9,70,2.1875,4.28921568627451e-07,1.37254901960784e-05,0,211401,1,19,0,0,0,2,0,13.7,1387,-4,0,70,4,0.9,0,4.5,2,0,7,0,5,0.8,99803,0,0,0,0,1339,5153,0,0,318,Newcastle,West Ham,Man Utd,Burnley,Leicester,1.1,2.2,1.1,3.0,1.1,130.0
,Izquierdo,MID,BHA,5900000,2,78,2.4375,4.1313559322033895e-07,1.32203389830508e-05,0,22305,2,25,0,0,0,4,0,13.2,1865,-1,0,78,1,0.3,0,2.0,4,0,3,0,3,0.3,39230,0,0,0,0,1561,1340,0,0,252,Crystal Palace,Tottenham,Burnley,Man Utd,Man City,3.2,0.0,1.5,3.1,1.2,106.1
Jaroslaw,Jach,DEF,CRY,4300000,0,0,0.0,0.0,0.0,0,249,0,0,0,0,0,0,0,0.0,12,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,339,0,0,0,0,0,7,0,0,0,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4700000,6,42,2.1,4.4680851063829794e-07,8.936170212765961e-06,0,356809,2,34,0,0,0,0,0,8.9,876,-3,0,42,3,0.6,0,2.7,4,0,4,0,0,2.5,115593,0,0,0,1,1624,4028,0,0,316,Swansea,Newcastle,Huddersfield,Southampton,West Ham,1.2,1.8,1.2,2.0,1.6,49.4
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,9874,0,0,0,0,0,0,0,0.0,73,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1698,0,0,0,0,0,17,0,0,0,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,0,26,2.0,4.54545454545455e-07,5.90909090909091e-06,0,28140,2,15,0,0,0,0,0,5.9,213,-1,0,26,1,0.0,0,0.0,0,0,4,0,0,0.2,19922,0,0,0,0,991,6,0,0,121,Burnley,Southampton,Crystal Palace,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1161,0,0,0,0,0,0,0,0.0,136,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3370,0,0,0,0,0,276,0,0,0,Man Utd,Liverpool,Newcastle,Tottenham,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4800000,1,54,1.6363636363636398,3.40909090909091e-07,1.125e-05,0,42433,2,34,0,0,0,3,0,11.3,2402,-2,0,54,2,0.2,0,1.0,3,0,2,0,1,0.5,55682,0,0,0,2,1548,325,0,0,297,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.9,2.0,0.9,1.1,0.8,82.6
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,9036,0,0,0,0,0,0,0,0.1,8,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,987,0,0,0,0,1,4,0,0,2,Man City,Brighton,Watford,West Brom,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13635,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,744,0,0,0,0,0,0,0,0,0,Newcastle,West Ham,Man Utd,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,0,31,0.9393939393939391,1.73961840628507e-07,5.74074074074074e-06,0,589594,0,17,0,0,0,1,0,5.7,288,-6,0,31,6,0.1,0,0.3,2,0,1,0,1,2.0,579401,0,0,0,1,609,62,0,0,93,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.5,0.5,0.5,0.5,0.5,40.8
,Jesus,FWD,MCI,10000000,0,92,4.0,4e-07,9.2e-06,0,2370166,4,9,0,0,0,9,0,9.2,57536,-5,0,92,5,0.4,1,4.0,13,0,7,0,5,6.4,2064070,0,0,0,2,1213,14117,0,0,323,Tottenham,Swansea,West Ham,Huddersfield,Brighton,3.6,4.6,4.0,10.4,4.7,154.8
,Joao Mario,MID,WHU,6000000,2,26,0.8125,1.3541666666666698e-07,4.33333333333333e-06,0,13570,0,11,0,0,0,1,0,4.3,912,-5,0,26,5,1.0,0,6.0,2,0,2,0,1,0.1,20182,0,0,0,1,582,1447,0,0,95,Stoke,Arsenal,Man City,Leicester,Man Utd,0.4,0.4,0.4,0.8,0.5,33.7
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,191116,0,0,0,0,0,0,0,0.0,8667,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,4.2,411710,0,0,0,0,0,2402,0,0,0,West Brom,Bournemouth,Arsenal,Brighton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,790,0,0,0,0,0,0,0,0.0,27,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1160,0,0,0,0,0,71,0,0,0,Stoke,Arsenal,Man City,Leicester,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,3,0.0909090909090909,2.21729490022173e-08,7.317073170731709e-07,0,35374,2,13,0,0,0,0,0,0.7,461,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,0.3,11851,0,0,0,0,412,1004,0,0,58,West Ham,Burnley,Liverpool,Crystal Palace,Swansea,0.0,0.0,0.0,0.0,0.0,16.2
Curtis,Jones,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,32,0,0,0,0,0,32,0,0,0,Bournemouth,West Brom,Stoke,Chelsea,Brighton,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,5500000,0,101,4.8,8.72727272727273e-07,1.8363636363636398e-05,0,1918632,2,11,0,0,0,0,0,18.4,17324,5,0,101,-5,0.0,0,0.0,16,0,13,0,0,5.5,2056104,1,0,0,2,1793,11040,0,0,489,West Brom,Bournemouth,Arsenal,Brighton,West Ham,10.8,0.0,7.1,10.3,7.2,47.5
,Jordan Ayew,FWD,SWA,5300000,0,91,3.0,5.66037735849057e-07,1.71698113207547e-05,0,1107943,1,38,0,0,0,6,0,17.2,19245,3,0,91,-3,0.0,0,0.0,10,0,7,0,2,6.1,1292534,0,0,0,0,2310,8726,0,1,336,Everton,Man City,Chelsea,Bournemouth,Southampton,3.5,2.4,2.5,6.3,3.7,143.5
,Joselu,FWD,NEW,5500000,1,65,2.5,4.54545454545455e-07,1.18181818181818e-05,0,170644,2,25,0,0,0,4,0,11.8,616,0,0,65,0,0.1,1,0.5,5,0,5,0,1,0.4,171309,0,0,0,0,1624,189,0,0,213,Arsenal,Everton,West Brom,Watford,Tottenham,2.6,1.8,2.8,3.4,1.9,103.4
Christian,Kabasele,DEF,WAT,4400000,0,58,2.4,5.454545454545451e-07,1.31818181818182e-05,0,185388,4,40,0,0,0,2,0,13.2,831,-1,0,58,1,0.0,0,0.0,1,0,5,0,0,0.5,202305,1,0,0,1,2039,63,0,0,355,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,1.6,3.3,1.7,2.1,1.4,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,3.5,8.33333333333333e-07,1.66666666666667e-06,0,23383,0,3,0,0,0,0,0,1.7,37,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.1,3547,0,0,0,0,151,12,0,0,35,Huddersfield,Crystal Palace,Tottenham,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,5.0
Elias,Kachunga,MID,HUD,5700000,0,46,2.4,4.21052631578947e-07,8.07017543859649e-06,0,27057,1,23,0,0,0,1,0,8.1,53,-3,0,46,3,0.1,0,0.7,0,0,6,0,1,0.1,14094,0,0,0,0,1327,5,0,0,151,Watford,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,54.5
Sullay,Kaikai,MID,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,12145,0,0,0,0,0,0,0,0.2,19,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,13265,0,0,0,0,13,1,0,0,5,Brighton,Watford,Leicester,Stoke,West Brom,0.0,0.0,0.0,0.0,0.0,0.6
