FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Aaron,Ramsey,MID,ARS,7000000,6,6,2.0,2.85714285714286e-07,8.57142857142857e-07,0,8324,0,0,0,0,0,1,0,0.9,8324,0,0,6,0,0.9,0,6,0,0,0,0,0,3.6,88203,0,0,0,0,23,88203,0,0,16,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,1.8,1.0,2.3,1.7,1.2,1.8,1.0,1.7,1.8,1.0,1.0,1.2,1.4,1.0,1.3,1.7,2.8,1.1,1.9,1.0,2.1,1.9,2.3,1.4,2.1,1.0,1.4,1.4,1.3,1.2,2.2,1.6,2.5,2.1,1.0,1.5,1.0,6.7
Darren,Randolph,GLK,WHU,4500000,0,0,0.0,0.0,0.0,0,268,0,0,0,0,0,0,0,0.0,268,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0,18,0,0,0,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angel,Rangel,DEF,SWA,4000000,0,0,0.0,0.0,0.0,0,49229,0,0,0,0,0,0,0,0.0,49229,0,0,0,0,0.0,0,0,0,0,0,0,0,19.0,15642,0,0,0,0,0,15642,0,0,0,Man Utd,Crystal Palace,Newcastle,Tottenham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,Rashford,FWD,MUN,7500000,5,5,5.0,6.66666666666667e-07,6.66666666666667e-07,0,23058,0,0,0,0,0,0,0,0.7,23058,0,0,5,0,0.7,0,5,0,0,1,0,1,6.0,31391,0,0,0,0,79,31391,0,0,15,Swansea,Leicester,Stoke,Everton,Southampton,3.7,7.1,6.2,5.2,3.8,7.1,6.2,4.0,4.3,6.2,7.1,7.1,5.8,6.2,4.5,7.0,3.8,6.2,6.9,4.8,4.2,7.1,5.9,3.4,5.0,6.2,7.1,6.2,7.1,6.2,4.7,3.5,4.7,6.1,7.1,6.2,6.7,6.8
Nathan,Redmond,MID,SOU,6500000,2,2,2.0,3.07692307692308e-07,3.07692307692308e-07,0,30440,1,0,0,0,0,0,0,0.3,30440,0,0,2,0,0.3,0,2,0,0,1,0,0,7.8,14356,0,0,0,0,90,14356,0,0,8,West Ham,Huddersfield,Watford,Crystal Palace,Man Utd,2.1,1.0,1.3,1.9,1.0,1.8,2.8,1.2,1.4,1.5,1.0,2.1,1.0,1.9,1.1,1.5,1.7,1.4,1.0,1.0,2.3,1.0,1.0,1.8,1.0,1.1,1.2,2.2,2.5,1.4,1.7,1.0,2.1,1.2,2.3,1.7,1.4,10.9
Winston,Reid,DEF,WHU,5000000,0,0,0.0,0.0,0.0,0,6676,0,4,0,0,0,0,0,0.0,6676,0,0,0,0,0.0,0,0,0,0,0,0,0,1.7,1574,0,0,0,0,90,1574,0,0,19,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Declan,Rice,DEF,WHU,4500000,0,0,0.0,0.0,0.0,0,19,0,2,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,122,0,0,0,0,29,122,0,0,4,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
,Richarlison,MID,WAT,6000000,4,4,1.33333333333333,2.22222222222222e-07,6.66666666666667e-07,0,869,0,2,0,0,0,0,0,0.7,869,0,0,4,0,0.7,0,4,0,0,0,0,1,0.2,4883,0,0,0,0,41,4883,0,0,11,Bournemouth,Brighton,Southampton,Man City,Swansea,1.0,0.9,0.7,0.7,0.7,0.7,0.7,0.9,1.2,0.9,1.1,1.4,0.7,0.7,0.7,1.0,0.7,0.7,0.8,0.9,0.7,0.8,0.7,0.9,1.1,0.9,1.1,0.7,0.7,0.7,1.3,0.8,0.7,1.3,0.7,1.7,0.7,1.1
Jairo,Riedewald,DEF,CRY,5000000,1,1,1.0,2e-07,2e-07,0,2911,0,3,0,0,0,0,0,0.2,2911,0,0,1,0,0.2,0,1,0,0,0,0,0,0.4,207,0,0,0,0,90,207,0,0,19,Liverpool,Swansea,Burnley,Southampton,Man City,0.5,0.7,0.5,0.9,0.5,0.5,0.5,0.6,0.9,1.2,0.5,0.7,0.9,0.9,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.8,0.5,1.4,0.5,0.5,0.5,0.5,0.5,1.1,0.5,0.5,0.5,1.1,2.2
Matt,Ritchie,MID,NEW,6000000,1,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,13380,1,2,0,0,0,0,0,0.2,13380,0,0,1,0,0.2,0,1,0,0,0,0,0,3.4,9039,0,0,0,0,90,9039,0,0,12,Huddersfield,West Ham,Swansea,Stoke,Brighton,0.5,0.7,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,2.4
Andrew,Robertson,DEF,LIV,4900000,0,0,0.0,0.0,0.0,0,15532,0,0,0,0,0,0,0,0.0,15532,-1,1,0,1,0.0,0,0,0,0,0,0,0,1.3,565,0,0,0,0,0,565,-1,0,0,Crystal Palace,Arsenal,Man City,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul,Robinson,GLK,BUR,4500000,0,0,0.0,0.0,0.0,0,87,0,0,0,0,0,0,0,0.0,87,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0,10,0,0,0,West Brom,Tottenham,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4500000,0,0,0.0,0.0,0.0,0,1465,0,0,0,0,0,0,0,0.0,1465,0,0,0,0,0.0,0,0,0,0,0,0,0,0.3,101,0,0,0,0,0,101,0,0,0,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hal,Robson-Kanu,FWD,WBA,5000000,0,0,0.0,0.0,0.0,0,6643,1,0,0,0,0,0,0,0.0,6643,0,0,0,0,0.0,0,0,0,0,0,0,0,0.7,868,0,0,0,0,18,868,0,0,-5,Burnley,Stoke,Brighton,West Ham,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Rodriguez,FWD,WBA,6000000,1,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,19620,1,0,0,0,0,0,0,0.2,19620,0,0,1,0,0.2,0,1,0,0,1,0,0,2.4,3749,0,0,0,0,87,3749,0,0,-6,Burnley,Stoke,Brighton,West Ham,Arsenal,0.5,0.7,1.0,1.4,0.6,0.6,1.0,0.5,0.5,0.5,1.0,0.5,0.9,1.0,0.5,0.9,0.5,0.5,0.5,0.8,1.2,1.2,0.5,0.5,0.5,0.8,0.5,0.5,1.2,0.5,0.6,0.5,0.5,1.1,0.7,0.5,0.8,9.8
Marcos,Rojo,DEF,MUN,5500000,0,0,0.0,0.0,0.0,0,511,0,0,0,0,0,0,0,0.0,511,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,57,0,0,0,0,0,57,0,0,0,Swansea,Leicester,Stoke,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio,Romero,GLK,MUN,5000000,0,0,0.0,0.0,0.0,0,1203,0,0,0,0,0,0,0,0.0,1203,0,0,0,0,0.0,0,0,0,0,0,0,0,0.2,112,0,0,0,0,0,112,0,0,0,Swansea,Leicester,Stoke,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6400000,1,1,0.33333333333333304,5.20833333333333e-08,1.5625e-07,0,23875,0,0,0,0,0,0,0,0.2,23875,-1,1,1,1,0.2,0,1,0,0,0,0,0,1.5,904,0,0,0,0,2,904,-1,0,2,Burnley,Stoke,Brighton,West Ham,Arsenal,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9
Wayne,Rooney,FWD,EVE,7500000,9,9,9.0,1.2e-06,1.2e-06,0,50662,0,0,0,0,0,1,0,1.2,50662,0,0,9,0,1.2,0,9,3,0,1,0,0,16.6,68172,0,0,0,0,90,68172,0,0,37,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,8.9,11.2,10.4,10.2,12.8,12.8,11.2,12.8,11.2,12.8,11.2,9.5,12.8,11.5,11.2,11.2,11.0,12.8,9.4,11.2,11.9,8.6,11.1,12.8,11.2,12.8,11.2,11.2,12.8,11.2,10.6,12.8,9.2,12.8,9.8,11.2,11.2,10.6
Danny,Rose,DEF,TOT,6500000,0,0,0.0,0.0,0.0,0,4510,0,0,0,0,0,0,0,0.0,4510,0,0,0,0,0.0,0,0,0,0,0,0,0,0.4,435,0,0,0,0,0,435,0,0,0,Chelsea,Burnley,Everton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liam,Rosenior,DEF,BHA,4000000,0,0,0.0,0.0,0.0,0,9129,0,0,0,0,0,0,0,0.0,9129,0,0,0,0,0.0,0,0,0,0,0,0,0,3.0,4548,0,0,0,0,0,4548,0,0,0,Leicester,Watford,West Brom,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Routledge,MID,SWA,5500000,3,3,3.0,5.454545454545451e-07,5.454545454545451e-07,0,495,0,0,0,0,0,0,0,0.5,495,0,0,3,0,0.5,0,3,0,0,1,0,0,0.1,444,0,0,0,0,85,444,0,0,4,Man Utd,Crystal Palace,Newcastle,Tottenham,Watford,1.7,3.5,4.3,1.5,2.5,3.1,2.6,2.9,1.6,3.3,2.3,4.1,3.1,3.3,2.3,2.6,3.1,4.1,1.6,2.0,2.0,3.7,2.2,2.2,2.3,2.9,2.7,3.7,2.0,3.1,1.5,1.8,3.7,2.0,3.7,3.5,3.9,2.4
Antonio,Rudiger,DEF,CHE,6000000,0,0,0.0,0.0,0.0,0,15592,1,3,0,0,0,0,0,0.0,15592,0,0,0,0,0.0,0,0,0,0,0,0,0,2.6,1420,0,0,0,0,90,1420,0,0,11,Tottenham,Everton,Leicester,Arsenal,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
Mathew,Ryan,GLK,BHA,4500000,2,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,1315,0,2,0,3,0,0,0,0.4,1315,0,0,2,0,0.4,0,2,0,0,0,0,0,0.7,1014,0,0,0,0,90,1014,0,0,15,Leicester,Watford,West Brom,Bournemouth,Newcastle,1.0,1.2,2.8,1.6,2.2,1.0,1.0,2.1,2.5,1.6,2.0,1.0,2.8,1.1,1.0,2.5,1.1,1.5,1.0,1.8,2.0,2.5,1.2,2.1,2.5,1.6,2.0,1.0,1.0,1.0,1.0,1.0,2.5,2.8,1.0,1.0,1.0,1.7
Diafra,Sakho,FWD,WHU,5500000,1,1,1.0,1.81818181818182e-07,1.81818181818182e-07,0,526,0,2,0,0,0,0,0,0.2,526,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,452,0,0,0,0,30,452,0,0,-2,Southampton,Newcastle,Huddersfield,West Brom,Tottenham,0.5,0.7,0.5,0.5,0.5,0.5,0.5,1.2,0.8,1.1,0.5,1.2,0.5,0.5,1.0,0.8,0.5,0.9,0.5,0.5,0.5,0.5,0.6,1.0,1.0,0.6,0.9,0.5,0.6,0.5,0.5,0.8,0.7,0.6,0.5,1.0,0.5,0.6
Mamadou,Sakho,DEF,LIV,5000000,0,0,0.0,0.0,0.0,0,828,0,0,0,0,0,0,0,0.0,828,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,149,0,0,0,0,0,149,0,0,0,Crystal Palace,Arsenal,Man City,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,5000000,0,0,0.0,0.0,0.0,0,883,0,0,0,0,0,0,0,0.0,883,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,26,0,0,0,0,0,26,0,0,0,Liverpool,Swansea,Burnley,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Salah,MID,LIV,9100000,11,11,3.6666666666666696,4.0293040293040296e-07,1.20879120879121e-06,0,17540,0,2,0,0,0,1,0,1.2,17540,1,-1,11,-1,1.2,0,11,1,0,0,0,1,28.8,191526,0,0,0,1,85,191526,1,0,26,Crystal Palace,Arsenal,Man City,Burnley,Leicester,5.2,3.0,2.8,3.9,3.1,4.6,2.4,2.1,3.6,4.2,4.1,4.9,4.4,3.7,4.9,3.2,4.6,2.3,4.4,3.9,3.1,3.6,3.7,2.8,2.7,3.4,4.9,5.2,1.8,3.5,4.6,4.2,5.2,2.5,5.1,4.2,4.4,8.2
Alexis,Sanchez,MID,ARS,12000000,0,0,0.0,0.0,0.0,0,32287,0,0,0,0,0,0,0,0.0,32287,0,0,0,0,0.0,0,0,0,0,0,0,0,2.3,2318,0,0,0,0,0,2318,0,0,0,Stoke,Liverpool,Bournemouth,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Sandro,FWD,EVE,7500000,2,2,0.666666666666667,8.888888888888891e-08,2.66666666666667e-07,0,23825,0,0,0,0,0,0,0,0.3,23825,0,0,2,0,0.3,0,2,0,0,1,0,0,1.3,928,0,0,0,0,76,928,0,0,2,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.4,0.3,0.3,0.3,0.3,0.5,0.4,0.5,0.3,0.4,0.3,0.9,0.3,0.5,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.7,0.3,0.5,0.3,0.3,0.7,0.3,0.3,0.6,0.3,0.5,0.3,0.3,0.8,2.1
Leroy,Sane,MID,MCI,8400000,1,1,1.0,1.19047619047619e-07,1.19047619047619e-07,0,57982,0,0,0,0,0,0,0,0.1,57982,-1,1,1,1,0.1,0,1,0,0,0,0,0,3.9,4159,0,0,0,0,22,4159,-1,0,2,Everton,Bournemouth,Liverpool,Watford,Crystal Palace,0.7,0.6,0.5,0.5,0.8,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.8,0.9,0.6,0.5,0.5,1.1,0.5,0.5,0.5,0.5,0.7,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.6
Sean,Scannell,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,458,0,0,0,0,0,0,0,0.0,458,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,74,0,0,0,0,0,74,0,0,0,Newcastle,Southampton,West Ham,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher,Schindler,DEF,HUD,4500000,6,6,6.0,1.33333333333333e-06,1.33333333333333e-06,0,1510,0,0,0,0,0,0,0,1.3,1510,0,0,6,0,1.3,0,6,0,0,1,0,0,0.7,4928,0,0,0,0,90,4928,0,0,23,Newcastle,Southampton,West Ham,Leicester,Burnley,8.5,8.5,7.4,5.1,5.2,8.5,7.4,5.4,5.2,8.5,7.4,7.1,4.4,4.6,8.5,6.9,6.6,7.4,8.5,6.4,4.0,8.5,7.4,6.4,4.2,8.5,7.4,7.4,8.5,8.5,7.4,7.4,7.8,5.7,5.7,5.9,5.6,2.5
Jeffrey,Schlupp,DEF,CRY,5000000,0,0,0.0,0.0,0.0,0,3118,0,0,0,0,0,0,0,0.0,3118,0,0,0,0,0.0,0,0,0,0,0,0,0,0.3,141,0,0,0,0,0,141,0,0,0,Liverpool,Swansea,Burnley,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper,Schmeichel,GLK,LEI,5000000,2,2,2.0,4e-07,4e-07,0,5755,0,4,0,6,0,0,0,0.4,5755,0,0,2,0,0.4,0,2,0,0,0,0,0,3.5,11805,0,0,0,0,90,11805,0,0,20,Brighton,Man Utd,Chelsea,Huddersfield,Liverpool,2.8,1.0,1.2,1.0,1.1,1.6,2.8,1.6,1.0,1.6,1.3,2.1,2.8,1.1,1.8,2.1,2.8,1.0,1.2,1.0,1.0,1.0,1.5,1.0,2.0,1.0,2.0,2.0,2.5,1.0,2.5,2.2,1.0,2.5,2.5,2.5,2.5,3.9
Morgan,Schneiderlin,MID,EVE,5000000,3,3,3.0,6e-07,6e-07,0,3902,0,0,0,0,0,0,0,0.6,3902,0,0,3,0,0.6,0,3,0,0,1,0,0,1.3,5886,0,0,0,0,90,5886,0,0,17,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,2.0,3.1,2.0,1.5,4.1,2.9,2.7,2.2,2.3,2.5,3.5,2.5,3.7,2.6,1.6,3.7,3.3,3.7,1.8,3.5,1.7,1.5,2.3,2.9,1.6,4.1,2.0,2.3,3.3,3.3,2.6,2.2,2.7,4.3,2.0,3.1,3.1,2.4
Kyle,Scott,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,167,0,0,0,0,0,0,0,0.0,167,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,322,0,0,0,0,0,322,0,0,0,Tottenham,Everton,Leicester,Arsenal,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6000000,2,2,2.0,3.3333333333333304e-07,3.3333333333333304e-07,0,15990,0,1,0,0,0,0,0,0.3,15990,0,0,2,0,0.3,0,2,0,0,0,0,0,3.8,12849,0,0,0,0,90,12849,0,0,5,Arsenal,West Brom,Man Utd,Newcastle,Chelsea,1.1,1.0,1.0,2.5,2.1,1.6,1.0,2.3,1.0,1.5,1.4,1.9,1.1,1.8,1.0,1.2,2.1,1.2,1.0,1.7,2.8,1.0,1.4,1.3,1.9,1.8,1.2,1.3,1.4,2.1,1.0,1.0,1.7,1.5,1.0,2.3,1.4,2.1
Luke,Shaw,DEF,MUN,5000000,0,0,0.0,0.0,0.0,0,878,0,0,0,0,0,0,0,0.0,878,0,0,0,0,0.0,0,0,0,0,0,0,0,0.1,117,0,0,0,0,0,117,0,0,0,Swansea,Leicester,Stoke,Everton,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Shawcross,DEF,STK,5000000,2,2,2.0,4e-07,4e-07,0,4057,0,1,0,0,0,0,0,0.4,4057,0,0,2,0,0.4,0,2,0,0,0,0,0,1.7,1663,0,0,0,0,90,1663,0,0,11,Arsenal,West Brom,Man Utd,Newcastle,Chelsea,1.0,2.5,1.0,1.8,1.2,2.5,1.0,2.0,1.2,1.0,2.5,2.5,1.1,2.0,2.5,1.0,2.5,2.8,1.0,1.0,2.2,1.0,1.0,1.5,1.6,2.8,1.0,2.1,1.3,1.0,1.0,2.8,2.1,1.1,1.0,2.8,1.6,2.1
Jonjo,Shelvey,MID,NEW,5400000,-2,-2,-2.0,-3.7037037037037e-07,-3.7037037037037e-07,0,34360,0,2,0,0,0,0,0,-0.4,34360,-1,1,-2,1,-0.4,0,-2,0,0,0,0,0,1.1,922,0,0,0,0,47,922,-1,1,-3,Huddersfield,West Ham,Swansea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
,Sheyi Ojo,MID,LIV,5000000,0,0,0.0,0.0,0.0,0,496,0,0,0,0,0,0,0,0.0,496,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,32,0,0,0,0,0,32,0,0,0,Crystal Palace,Arsenal,Man City,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Sidwell,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,2609,0,0,0,0,0,0,0,0.0,2609,0,0,0,0,0.0,0,0,0,0,0,0,0,0.5,327,0,0,0,0,0,327,0,0,0,Leicester,Watford,West Brom,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,EVE,8500000,0,0,0.0,0.0,0.0,0,63701,0,0,0,0,0,0,0,0.0,63701,0,0,0,0,0.0,0,0,0,0,0,0,0,5.9,12994,0,0,0,0,0,12994,0,0,0,Man City,Chelsea,Tottenham,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
