FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Darren,Fletcher,MID,STK,4800000,0,64,2.6,5.41666666666667e-07,1.3333333333333301e-05,0,57606,0,48,0,0,0,1,0,13.3,409,-2,0,64,2,0.1,0,0.3,3,0,4,0,1,0.5,28855,0,0,0,1,2110,88,0,0,319,Man City,Everton,Arsenal,Tottenham,West Ham,1.5,3.1,1.5,2.0,1.7,2.3,1.3,2.3,1.8,73.7
Phil,Foden,MID,MCI,4700000,1,6,0.206896551724138,4.4020542920029294e-08,1.27659574468085e-06,0,2565,0,1,0,0,0,0,0,1.3,37,-3,0,6,3,0.4,0,1.7,0,0,0,0,1,0.0,963,0,0,0,0,18,55,0,0,18,Stoke,Everton,Man Utd,Tottenham,Swansea,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,15255,0,0,0,0,0,0,0,0.0,228,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,22300,0,0,0,0,0,37,0,0,0,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,152849,0,11,0,0,0,0,0,7.2,363,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77177,0,0,0,0,688,0,0,0,156,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4700000,0,73,3.6,7.65957446808511e-07,1.5531914893617003e-05,0,517629,0,30,0,69,0,0,0,15.5,4803,-3,0,73,3,0.0,0,0.0,6,0,4,0,0,4.2,365662,0,0,1,1,1800,331,0,0,351,Newcastle,West Ham,Arsenal,Chelsea,Leicester,3.3,0.0,4.1,3.6,4.2,3.2,3.5,2.8,3.3,48.9
Ben,Foster,GLK,WBA,4400000,2,89,3.2,7.27272727272727e-07,2.02272727272727e-05,0,697019,2,42,0,76,0,0,0,20.2,9650,-1,0,89,1,0.5,0,2.0,6,0,7,0,0,10.2,482185,0,0,0,0,2520,5183,0,0,472,Leicester,Bournemouth,Burnley,Swansea,Man Utd,3.5,2.3,3.9,3.6,2.1,3.8,2.3,3.7,3.7,55.8
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,38,1.9,4.31818181818182e-07,8.63636363636364e-06,0,99331,2,29,0,0,0,0,0,8.6,1123,-1,0,38,1,0.2,0,1.0,3,0,2,0,0,1.1,69326,0,0,0,0,1590,598,0,0,276,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,1.2,1.1,1.7,1.0,1.9,1.4,1.5,1.4,1.7,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1751,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1845,0,0,0,0,0,35,0,0,0,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,2,41,1.6,3.7209302325581396e-07,9.53488372093023e-06,0,170790,7,34,0,0,0,0,0,9.5,2344,-2,0,41,2,0.2,0,0.7,1,0,3,0,0,1.6,112725,0,0,0,0,2152,2859,0,1,369,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,1.2,1.3,1.1,1.9,1.0,1.2,1.1,1.1,1.0,95.9
Ryan,Fraser,MID,BOU,5100000,0,69,3.6,7.058823529411759e-07,1.35294117647059e-05,0,113037,0,26,0,0,0,4,0,13.5,9717,-4,0,69,4,0.5,0,2.3,8,0,1,0,2,0.9,99171,0,0,0,2,1373,721,0,0,255,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0.0,4.3,2.9,3.7,2.3,3.2,3.3,3.9,3.1,101.2
Christian,Fuchs,DEF,LEI,4800000,3,55,2.6,5.41666666666667e-07,1.1458333333333301e-05,0,205106,1,27,0,0,0,0,0,11.5,1685,-2,0,55,2,0.2,0,1.0,8,0,4,0,1,2.0,109535,0,0,0,1,1642,1524,0,0,319,West Brom,Brighton,Newcastle,Burnley,Southampton,1.8,0.0,2.1,2.3,2.1,2.7,3.1,3.3,1.8,62.4
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4234,1,0,0,0,0,0,0,0.2,37,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3711,0,0,0,0,17,3,0,0,1,Huddersfield,Man Utd,West Brom,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1181,0,0,0,0,0,0,0,0.0,17,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,626,0,0,0,0,0,76,0,0,0,Brighton,Stoke,Man City,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6200000,1,55,2.3,3.70967741935484e-07,8.87096774193548e-06,0,497239,2,14,0,0,0,4,0,8.9,1590,-8,0,55,8,0.5,0,3.0,7,0,4,0,0,1.4,263968,0,0,0,1,975,574,0,0,165,Newcastle,West Ham,Arsenal,Chelsea,Leicester,1.9,0.0,1.7,1.4,1.5,1.9,2.1,1.8,1.7,47.7
Ali,Gabr,DEF,WBA,4400000,0,0,0.0,0.0,0.0,0,3325,0,0,0,0,0,0,0,0.0,488,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,6324,0,0,0,0,0,90,-1,0,0,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2292,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,353,0,0,0,0,0,1,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,0.31034482758620696,7.95755968169761e-08,2.3076923076923098e-06,0,224247,0,0,0,0,0,0,0,2.3,1466,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.6,198364,0,0,0,0,97,1436,0,0,38,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,126,0,0,0,0,0,0,0,0.0,75,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,497,0,0,0,0,0,217,0,0,0,Brighton,Stoke,Man City,Liverpool,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,2,71,2.44827586206897,4.0135669869983003e-07,1.1639344262295098e-05,0,186639,2,26,0,0,0,5,0,11.6,2004,-4,0,71,4,1.1,0,6.7,7,0,3,0,2,1.1,122663,0,0,0,2,1370,9914,0,0,230,Southampton,Huddersfield,Leicester,Arsenal,Everton,2.3,0.0,2.8,2.0,2.4,1.8,2.7,1.9,1.7,107.1
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.31034482758620696,7.389162561576349e-08,2.1428571428571398e-06,0,5278,0,0,0,3,0,0,0,2.1,92,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,6644,0,0,0,0,90,73,0,0,26,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.7
Kieran,Gibbs,DEF,WBA,5000000,2,62,2.6,5.2e-07,1.24e-05,0,43333,2,32,0,0,0,0,0,12.4,525,0,0,62,0,0.2,0,1.0,1,0,5,0,2,0.4,48969,0,0,0,0,2076,524,0,0,345,Leicester,Bournemouth,Burnley,Swansea,Man Utd,2.6,1.6,2.9,2.6,1.5,2.8,1.6,2.8,2.9,75.4
Olivier,Giroud,FWD,CHE,8200000,1,45,2.3,2.80487804878049e-07,5.48780487804878e-06,0,189076,0,7,0,0,0,4,0,5.5,8528,-3,0,45,3,0.3,0,2.3,4,0,2,0,1,1.5,150987,0,0,0,1,484,2215,0,0,157,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,2.3,0.0,1.9,2.4,1.9,2.6,1.5,1.8,1.8,70.9
Connor,Goldson,DEF,BHA,3900000,0,5,0.172413793103448,4.42086648983201e-08,1.28205128205128e-06,0,104111,1,4,0,0,0,0,0,1.3,4059,-1,0,5,1,0.0,0,0.0,0,0,1,0,0,2.6,217037,0,0,0,0,180,8128,0,0,33,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,160626,0,39,0,61,0,0,0,13.8,1790,0,0,62,0,0.0,0,0.0,4,0,5,0,0,1.4,133068,0,0,0,0,2038,204,0,0,386,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,2.1,2.2,2.4,2.9,2.0,3.9,2.0,2.4,1.8,45.1
Joseph,Gomez,DEF,LIV,4600000,0,71,3.5,7.608695652173909e-07,1.54347826086957e-05,0,564387,2,20,0,0,0,0,0,15.4,26293,1,1,71,-1,0.0,0,0.0,6,0,7,0,2,3.6,687753,0,0,0,2,1631,1085,-1,0,409,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,2.7,4.4,4.3,2.4,3.6,3.0,4.5,3.3,4.6,64.4
Dan,Gosling,MID,BOU,4800000,1,46,1.58620689655172,3.3045977011494303e-07,9.58333333333333e-06,0,7819,6,27,0,0,0,2,0,9.6,406,-2,0,46,2,0.8,0,3.7,4,0,1,0,1,0.1,8458,0,0,0,0,1362,660,0,0,183,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0.8,1.3,0.8,1.0,0.8,0.8,0.9,1.1,0.8,69.3
Yoan,Gouffran,MID,NEW,5000000,0,0,0.0,0.0,0.0,0,257,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,33,0,0,0,0,0,0,0,0,0,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,0,0.0,0.0,0.0,0,4093,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,139,0,0,0,0,0,0,0,0,0,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4200000,0,5,0.172413793103448,4.10509031198686e-08,1.19047619047619e-06,0,28191,0,7,0,8,0,0,0,1.2,401,-3,0,5,3,0.0,0,0.0,0,0,0,0,0,0.3,9767,0,0,0,0,270,13,0,0,44,Man City,Everton,Arsenal,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,6.3
Andre,Gray,FWD,WAT,6300000,0,66,2.5,3.9682539682539704e-07,1.04761904761905e-05,0,301806,1,25,0,0,0,4,0,10.5,4103,-2,0,66,2,0.0,0,0.3,3,0,5,0,3,1.4,252484,0,0,0,0,1253,390,0,0,193,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,1.4,1.5,2.6,2.3,1.9,2.6,1.5,2.5,1.5,90.0
Demarai,Gray,MID,LEI,5300000,0,59,2.3,4.33962264150943e-07,1.1132075471698101e-05,0,141584,2,22,0,0,0,3,0,11.1,1901,-2,0,59,2,0.1,0,0.7,2,0,3,0,1,0.7,130855,0,0,0,0,1242,329,0,0,225,West Brom,Brighton,Newcastle,Burnley,Southampton,1.5,0.0,1.2,2.1,1.4,1.8,1.4,2.2,1.2,81.1
Robert,Green,GLK,HUD,4000000,0,0,0.0,0.0,0.0,0,5652,0,0,0,0,0,0,0,0.0,122,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13103,0,0,0,0,0,172,0,0,0,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal,Gro?,MID,BHA,5900000,6,133,4.6,7.796610169491519e-07,2.2542372881355898e-05,0,1451965,1,33,0,0,0,5,0,22.5,20583,4,0,133,-4,0.7,0,4.3,21,0,8,0,8,18.2,2332936,0,0,0,2,2235,62334,0,0,507,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,4.7,0.0,5.8,6.5,4.0,5.0,4.1,5.0,3.0,202.5
Marko,Grujic,MID,LIV,4200000,0,3,1.0,2.38095238095238e-07,7.142857142857141e-07,0,51539,0,0,0,0,0,0,0,0.7,307,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.4,52043,0,0,0,0,14,19,0,0,9,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Johann Berg,Gudmundsson,MID,BUR,5100000,5,89,3.2,6.274509803921571e-07,1.74509803921569e-05,0,64181,2,23,0,0,0,2,0,17.5,4995,1,0,89,-1,0.6,0,3.0,4,0,8,0,6,1.7,152251,0,0,0,0,2214,14589,0,0,359,West Ham,West Brom,Watford,Leicester,Stoke,2.5,0.0,2.6,2.4,3.3,2.5,3.2,2.2,3.3,169.4
Idrissa,Gueye,MID,EVE,4800000,2,56,2.2,4.58333333333333e-07,1.1666666666666698e-05,0,64865,5,40,0,0,0,1,0,11.7,290,-2,0,56,2,0.4,0,2.0,2,0,6,0,0,0.8,32255,0,0,0,0,2198,1186,0,1,418,Brighton,Stoke,Man City,Liverpool,Swansea,2.0,1.2,1.2,1.4,1.2,2.0,1.2,1.8,1.2,72.8
Ilkay,Gundogan,MID,MCI,5300000,2,51,1.75862068965517,3.3181522446324e-07,9.62264150943396e-06,0,99638,3,9,0,0,0,2,0,9.6,4175,-2,0,51,2,0.4,0,2.0,5,0,4,0,2,1.1,133307,0,0,0,2,971,10334,0,0,238,Stoke,Everton,Man Utd,Tottenham,Swansea,0.9,0.0,1.2,1.0,0.9,1.3,1.0,1.5,1.1,81.1
Florent,Hadergjonaj,DEF,HUD,4500000,1,24,0.827586206896552,1.83908045977011e-07,5.333333333333329e-06,0,1773,2,22,0,0,0,0,0,5.3,43,0,0,24,0,0.2,0,1.0,2,0,1,0,1,0.0,2806,0,0,0,0,1012,594,0,0,159,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.4,0.8,0.4,0.4,0.5,0.4,0.4,0.4,0.6,39.0
Massadio,Haidara,DEF,NEW,3900000,0,0,0.0,0.0,0.0,0,106190,0,0,0,0,0,0,0,0.0,1871,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.7,120625,0,0,0,0,0,4295,0,0,0,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Haksabanovic,MID,WHU,5000000,0,0,0.0,0.0,0.0,0,690,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,775,0,0,0,0,0,11,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,2155,0,0,0,0,0,0,0,0.0,27,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,893,0,0,0,0,0,15,0,0,0,West Brom,Brighton,Newcastle,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grant,Hanley,DEF,NEW,4000000,0,0,0.0,0.0,0.0,0,85924,0,0,0,0,0,0,0,0.0,166,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,5818,0,0,0,0,0,9,0,0,0,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,1,0.0344827586206897,7.662835249042142e-09,2.22222222222222e-07,0,2199,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1426,0,0,0,0,20,12,0,0,6,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Joe,Hart,GLK,WHU,4200000,0,45,1.55172413793103,3.6945812807881796e-07,1.0714285714285699e-05,0,513789,0,30,0,39,0,0,0,10.7,2990,-3,0,45,3,0.0,0,0.0,3,0,3,0,1,5.4,152707,0,0,1,1,1260,1952,0,0,261,Burnley,Southampton,Chelsea,Stoke,Arsenal,1.3,0.0,1.3,0.8,1.4,0.8,1.0,0.8,1.1,30.2
Jakob,Haugaard,GLK,STK,4000000,0,0,0.0,0.0,0.0,0,2563,0,0,0,0,0,0,0,0.0,63,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5550,0,0,0,0,0,84,0,0,0,Man City,Everton,Arsenal,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac,Hayden,MID,NEW,4400000,1,38,1.7,3.8636363636363604e-07,8.63636363636364e-06,0,27730,7,24,0,0,0,1,0,8.6,176,-1,0,38,1,0.2,0,1.0,0,0,3,0,0,0.2,25731,0,0,0,0,1327,127,0,0,164,Southampton,Huddersfield,Leicester,Arsenal,Everton,1.0,0.0,1.5,0.9,1.3,1.1,1.4,0.8,1.0,57.7
Eden,Hazard,MID,CHE,10600000,2,146,5.8,5.47169811320755e-07,1.37735849056604e-05,0,1148911,1,18,0,0,0,11,0,13.8,15106,1,1,146,-1,0.8,0,8.0,23,0,9,0,5,7.6,1413750,0,0,0,5,1769,34185,-1,0,552,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,7.5,0.0,6.8,8.2,6.5,8.5,6.2,6.3,6.6,234.6
Tom,Heaton,GLK,BUR,4700000,0,8,0.27586206896551696,5.86940572267058e-08,1.7021276595744699e-06,0,364178,0,4,0,8,0,0,0,1.7,528,-3,0,8,3,0.0,0,0.0,0,0,0,0,0,1.8,19032,0,0,0,0,305,34,0,0,48,West Ham,West Brom,Watford,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,5.3
Michael,Hefele,DEF,HUD,4200000,0,1,0.0344827586206897,8.210180623973729e-09,2.38095238095238e-07,0,8973,1,1,0,0,0,0,0,0.2,36,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,2676,0,0,0,0,32,29,0,0,1,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Ahmed El-Sayed,Hegazi,DEF,WBA,4700000,2,87,3.0,6.382978723404259e-07,1.85106382978723e-05,0,1337657,3,42,0,0,0,2,0,18.5,29876,2,0,87,-2,0.3,0,1.3,7,0,7,0,0,20.6,1914478,0,0,0,1,2576,12863,0,0,490,Leicester,Bournemouth,Burnley,Swansea,Man Utd,3.2,2.0,3.5,3.3,1.9,3.5,2.1,3.4,3.4,99.8
Tomer,Hemed,FWD,BHA,4700000,0,43,2.7,5.744680851063829e-07,9.14893617021277e-06,0,269017,0,8,0,0,0,2,0,9.1,3100,-3,0,43,3,0.0,0,0.0,5,0,3,0,2,1.1,294926,0,0,0,0,842,1802,0,0,110,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,1.9,0.0,3.1,3.4,2.1,2.5,1.9,2.8,1.6,44.2
Jordan,Henderson,MID,LIV,5300000,3,55,1.89655172413793,3.5783994795055297e-07,1.0377358490566001e-05,0,164810,1,18,0,0,0,1,0,10.4,656,-2,0,55,2,0.2,0,1.0,3,0,9,0,1,1.1,125042,0,0,0,0,1508,293,0,0,265,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.0,1.3,1.0,1.2,1.5,1.1,1.4,0.9,1.4,72.1
Jeff,Hendrick,MID,BUR,5400000,1,73,2.8,5.185185185185179e-07,1.35185185185185e-05,0,23768,1,20,0,0,0,2,0,13.5,468,-1,0,73,1,0.4,0,2.3,1,0,8,0,2,0.2,24103,0,0,0,0,2021,334,0,0,256,West Ham,West Brom,Watford,Leicester,Stoke,2.0,0.0,2.1,1.9,2.7,2.0,2.6,1.7,2.7,84.5
Wayne,Hennessey,GLK,CRY,4300000,2,62,3.4,7.90697674418605e-07,1.4418604651162803e-05,0,102344,0,32,0,67,0,0,0,14.4,2033,-2,0,62,2,0.5,0,2.0,8,0,3,0,0,2.0,128179,0,0,0,0,1620,7027,0,0,337,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,3.2,2.8,4.0,2.7,4.4,3.5,3.6,3.4,4.1,47.2
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,3075,0,0,0,0,0,0,0,0.0,87,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6945,0,0,0,0,0,110,0,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5000000,0,29,1.0,2e-07,5.7999999999999995e-06,0,196933,4,11,0,0,0,0,0,5.8,445,-5,0,29,5,0.0,0,0.0,0,0,3,0,1,1.3,27302,0,0,0,0,871,23,0,0,142,Liverpool,Swansea,Man City,West Brom,Bournemouth,0.0,0.0,0.6,0.5,0.7,0.5,0.6,0.5,0.5,43.7
Wesley,Hoedt,DEF,SOU,5000000,8,49,2.6,5.2e-07,9.800000000000001e-06,0,7781,4,27,0,0,0,0,0,9.8,243,0,0,49,0,0.7,0,3.7,5,0,3,0,2,0.1,11820,0,0,0,0,1710,1688,0,0,368,Newcastle,West Ham,Arsenal,Chelsea,Leicester,2.0,0.0,2.5,2.2,2.6,1.9,2.1,1.6,2.0,66.2
Jonathan,Hogg,MID,HUD,4400000,1,35,1.7,3.8636363636363604e-07,7.95454545454546e-06,0,33999,5,33,0,0,0,0,0,8.0,260,-1,0,35,1,0.4,0,1.7,0,0,4,0,0,0.2,42773,0,0,0,0,1630,461,0,1,282,Swansea,Crystal Palace,Newcastle,Brighton,Watford,1.4,1.3,0.8,0.8,1.2,0.8,1.7,0.8,1.5,40.4
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,23,0.793103448275862,1.84442662389735e-07,5.34883720930233e-06,0,32882,3,16,0,0,0,0,0,5.3,601,-2,0,23,2,0.2,0,0.7,0,0,1,0,0,0.3,33024,0,0,0,0,931,144,0,0,164,Newcastle,West Ham,Arsenal,Chelsea,Leicester,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,39.2
Rob,Holding,DEF,ARS,4400000,0,12,0.413793103448276,9.404388714733539e-08,2.7272727272727298e-06,0,108137,2,12,0,0,0,0,0,2.7,366,-6,0,12,6,0.0,0,0.0,0,0,1,0,1,0.6,25613,0,0,0,0,443,238,0,0,101,Watford,Stoke,Southampton,Newcastle,West Ham,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,15.4
Jose,Holebas,DEF,WAT,4800000,8,58,2.9,6.04166666666667e-07,1.2083333333333301e-05,0,65839,4,31,0,0,0,0,0,12.1,2231,-2,0,58,2,1.1,0,5.3,6,0,5,0,3,0.5,58690,0,0,0,0,1661,1739,0,0,321,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,2.4,2.5,2.7,3.2,2.2,4.2,2.3,2.7,2.0,98.4
Mason,Holgate,DEF,EVE,4100000,0,35,1.20689655172414,2.9436501261564305e-07,8.53658536585366e-06,0,185357,3,14,0,0,0,0,0,8.5,5407,-4,0,35,4,0.0,0,0.0,0,0,4,0,0,1.5,198012,0,0,0,0,1170,3207,0,0,208,Brighton,Stoke,Man City,Liverpool,Swansea,1.0,0.6,0.7,0.9,0.6,0.7,0.6,0.8,0.6,48.5
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,18489,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1253,0,0,0,0,0,7,0,0,0,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Callum,Hudson-Odoi,MID,CHE,4500000,0,1,0.0344827586206897,7.662835249042142e-09,2.22222222222222e-07,0,274,0,1,0,0,0,0,0,0.2,21,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,444,0,0,0,0,25,18,0,0,8,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Will,Hughes,MID,WAT,4600000,4,30,1.03448275862069,2.2488755622188896e-07,6.52173913043478e-06,0,73971,0,6,0,0,0,2,0,6.5,170,-4,0,30,4,0.3,0,1.3,3,0,2,0,2,0.2,66314,0,0,0,1,347,1436,0,0,106,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.9
Jordan,Hugill,FWD,WHU,5200000,0,2,0.0689655172413793,1.3262599469496002e-08,3.84615384615385e-07,0,1054,0,0,0,0,0,0,0,0.4,173,-3,1,2,3,0.1,0,0.3,0,0,0,0,0,0.0,1650,0,0,0,0,12,33,-1,0,5,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0344827586206897,8.841732979664008e-09,2.56410256410256e-07,0,391275,0,1,0,0,0,0,0,0.3,3530,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,5.3,329783,0,0,0,0,17,2568,0,0,5,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,5279,0,0,0,0,0,0,0,0.0,86,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1986,0,0,0,0,0,75,0,0,0,West Brom,Brighton,Newcastle,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
