FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Emerson,Hyndman,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,108,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,145,0,0,0,0,0,9,0,0,0,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4800000,0,67,2.7,5.625e-07,1.3958333333333301e-05,0,111670,1,25,0,0,0,1,0,14.0,23200,-2,1,67,2,0.1,0,0.3,2,0,4,0,6,1.4,160368,0,0,0,0,1581,143,-1,0,233,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,0.0,2.9,1.8,2.4,1.4,2.1,2.1,2.6,2.0,129.6
Vicente,Iborra,MID,LEI,5700000,0,35,1.20689655172414,2.11736237144586e-07,6.1403508771929805e-06,0,11060,0,15,0,0,0,1,0,6.1,61,-3,0,35,3,0.0,0,0.0,2,0,2,0,0,0.1,4603,0,0,0,0,1055,57,0,0,199,West Brom,Brighton,Newcastle,Burnley,Southampton,0.6,0.0,0.6,0.7,0.6,0.6,0.6,0.8,0.6,38.7
Zlatan,Ibrahimovic,FWD,MUN,9500000,0,5,0.172413793103448,1.8148820326678798e-08,5.263157894736841e-07,0,39388,0,2,0,0,0,0,0,0.5,94,-5,0,5,5,0.0,0,0.0,0,0,0,0,0,0.1,37982,0,0,0,0,102,38,0,0,18,Liverpool,Swansea,Man City,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,12.6
Kelechi,Iheanacho,FWD,LEI,6500000,4,22,0.7586206896551719,1.16710875331565e-07,3.38461538461538e-06,0,141282,1,8,0,0,0,0,0,3.4,582,-5,0,22,5,0.3,0,2.0,0,0,0,0,2,0.7,19956,0,0,0,0,423,349,0,0,47,West Brom,Brighton,Newcastle,Burnley,Southampton,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.6
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8415,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,971,0,0,0,0,0,0,0,0,0,Man City,Everton,Arsenal,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,1,67,2.4,4.3636363636363604e-07,1.2181818181818199e-05,0,93080,0,36,0,0,0,1,0,12.2,374,-5,0,67,5,0.2,0,1.3,3,0,6,0,1,0.5,34627,0,0,0,0,2121,1119,0,0,218,Swansea,Crystal Palace,Newcastle,Brighton,Watford,2.3,2.2,1.5,1.2,2.1,1.2,2.9,1.2,2.5,108.9
Danny,Ings,FWD,LIV,5400000,0,3,0.103448275862069,1.91570881226054e-08,5.55555555555556e-07,0,6920,0,0,0,0,0,0,0,0.6,117,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,4504,0,0,0,0,28,38,0,0,9,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.3
Stephen,Ireland,MID,STK,4500000,0,1,0.0344827586206897,7.662835249042142e-09,2.22222222222222e-07,0,1763,1,3,0,0,0,0,0,0.2,106,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,2191,0,0,0,0,90,5,0,0,1,Man City,Everton,Arsenal,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Alex,Iwobi,MID,ARS,5100000,2,58,2.0,3.9215686274509797e-07,1.13725490196078e-05,0,204397,1,17,0,0,0,2,0,11.4,2881,-4,0,58,4,0.2,0,1.0,1,0,6,0,3,0.8,92355,0,0,0,0,1183,876,0,0,279,Watford,Stoke,Southampton,Newcastle,West Ham,1.6,0.0,1.7,1.6,1.1,2.0,1.0,1.7,1.0,117.9
,Izquierdo,MID,BHA,5900000,2,72,2.48275862068966,4.2080654587960293e-07,1.22033898305085e-05,0,12047,2,20,0,0,0,4,0,12.2,2234,-1,0,72,1,0.8,0,5.0,4,0,3,0,3,0.4,33736,0,0,0,0,1291,5749,0,0,231,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,1.8,0.0,2.4,2.8,1.4,2.0,1.5,2.0,1.2,92.1
Jaroslaw,Jach,DEF,CRY,4300000,0,0,0.0,0.0,0.0,0,193,0,0,0,0,0,0,0,0.0,20,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.0,291,0,0,0,0,0,7,-1,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4700000,0,28,0.96551724137931,2.0542920029347001e-07,5.95744680851064e-06,0,353296,1,30,0,0,0,0,0,6.0,958,-3,0,28,3,0.0,0,0.0,4,0,2,0,0,2.5,107948,0,0,0,1,1264,640,0,0,242,Brighton,Stoke,Man City,Liverpool,Swansea,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,39.0
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,9604,0,0,0,0,0,0,0,0.0,71,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1605,0,0,0,0,0,48,0,0,0,West Brom,Brighton,Newcastle,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,2,26,0.8965517241379308,2.0376175548589302e-07,5.90909090909091e-06,0,26929,2,15,0,0,0,0,0,5.9,225,-1,0,26,1,0.5,0,2.0,0,0,4,0,0,0.2,19790,0,0,0,0,991,357,0,0,121,West Brom,Brighton,Newcastle,Burnley,Southampton,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.5,0.4,31.4
Kyle,Jameson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,563,0,0,0,0,0,0,0,0.0,144,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2331,0,0,0,0,0,372,0,0,0,Leicester,Bournemouth,Burnley,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4800000,6,50,3.1,6.45833333333333e-07,1.0416666666666699e-05,0,34140,2,26,0,0,0,3,0,10.4,2532,-2,0,50,2,0.8,0,4.0,3,0,2,0,1,0.6,51935,0,0,0,2,1295,6006,0,0,258,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,2.7,2.7,2.9,3.5,2.5,4.4,2.5,3.0,2.3,71.0
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,8996,0,0,0,0,0,0,0,0.1,9,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,975,0,0,0,0,1,1,0,0,2,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13540,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,740,0,0,0,0,0,3,0,0,0,Watford,Stoke,Southampton,Newcastle,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,1,28,0.96551724137931,1.7879948914431698e-07,5.18518518518519e-06,0,587852,0,14,0,0,0,1,0,5.2,337,-6,0,28,6,0.1,0,0.7,2,0,1,0,1,2.0,578242,0,0,0,1,536,98,0,0,85,Man City,Everton,Arsenal,Tottenham,West Ham,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.9
,Jesus,FWD,MCI,9900000,1,79,4.0,4.04040404040404e-07,7.97979797979798e-06,0,2258969,3,8,0,0,0,8,0,8.0,1575,-6,0,79,6,0.1,1,0.7,11,0,6,0,4,4.6,1839323,0,0,0,2,1015,3824,0,0,277,Stoke,Everton,Man Utd,Tottenham,Swansea,4.5,0.0,4.0,4.6,3.4,4.6,3.9,5.4,4.6,138.2
,Joao Mario,MID,WHU,6200000,0,12,0.413793103448276,6.674082313681871e-08,1.93548387096774e-06,0,10198,0,8,0,0,0,0,0,1.9,2152,-3,1,12,3,0.3,0,1.7,0,0,1,0,1,0.1,15962,0,0,0,0,338,184,-1,0,50,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,17.9
,Joel Pereira,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,168844,0,0,0,0,0,0,0,0.0,2329,0,0,0,0,0.0,0,0.0,0,0,0,0,0,4.5,401633,0,0,0,0,0,243,0,0,0,Liverpool,Swansea,Man City,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,685,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1008,0,0,0,0,0,12,0,0,0,Burnley,Southampton,Chelsea,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,2,0.0689655172413793,1.68208578637511e-08,4.878048780487799e-07,0,33944,0,6,0,0,0,0,0,0.5,188,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.2,7988,0,0,0,0,155,318,0,0,26,Man City,Everton,Arsenal,Tottenham,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
Phil,Jones,DEF,MUN,5500000,0,101,4.8,8.72727272727273e-07,1.8363636363636398e-05,0,1811055,2,11,0,0,0,0,0,18.4,101123,5,1,101,-5,0.1,0,0.7,16,0,13,0,0,6.9,2031808,1,0,0,2,1793,393,-1,0,489,Liverpool,Swansea,Man City,West Brom,Bournemouth,0.0,0.0,6.3,4.2,6.8,4.2,7.2,4.9,7.0,47.5
,Jordan Ayew,FWD,SWA,5400000,7,93,3.2,5.92592592592593e-07,1.72222222222222e-05,0,639674,1,38,0,0,0,6,0,17.2,22811,4,0,93,-4,0.7,0,3.7,10,0,7,0,2,13.7,1277805,0,0,0,0,2300,61822,0,0,344,Huddersfield,Man Utd,West Brom,Everton,Man City,2.8,0.0,2.2,2.8,3.9,2.6,2.8,3.1,3.9,143.5
,Joselu,FWD,NEW,5500000,1,63,2.6,4.72727272727273e-07,1.14545454545455e-05,0,165792,2,24,0,0,0,4,0,11.5,1544,0,0,63,0,0.1,1,0.7,5,0,5,0,1,0.5,169985,0,0,0,0,1583,431,0,0,204,Southampton,Huddersfield,Leicester,Arsenal,Everton,2.5,0.0,3.0,2.2,2.6,2.0,2.9,2.1,1.9,102.3
Christian,Kabasele,DEF,WAT,4400000,0,58,2.4,5.454545454545451e-07,1.31818181818182e-05,0,177833,4,40,0,0,0,2,0,12.9,4735,-1,1,58,1,0.0,0,0.0,1,0,5,0,0,0.6,202176,1,0,0,1,2039,19,-1,0,355,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.0,0.0,0.0,0.0,0.0,3.3,1.7,2.0,1.5,71.3
Younes,Kaboul,DEF,WAT,4200000,0,7,0.24137931034482799,5.74712643678161e-08,1.66666666666667e-06,0,23225,0,3,0,0,0,0,0,1.7,47,-3,0,7,3,0.0,0,0.0,0,0,1,0,0,0.1,3503,0,0,0,0,151,12,0,0,35,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,5.0
Elias,Kachunga,MID,HUD,5700000,0,44,1.51724137931034,2.66182698124622e-07,7.719298245614039e-06,0,26760,1,23,0,0,0,1,0,7.7,54,-3,0,44,3,0.0,0,0.0,0,0,6,0,1,0.1,13882,0,0,0,0,1253,10,0,0,146,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.0,1.1,0.8,0.8,1.0,0.8,1.5,0.8,1.2,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,12026,0,0,0,0,0,0,0,0.2,26,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,13259,0,0,0,0,13,2,0,0,5,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,12900000,5,178,6.4,4.961240310077521e-07,1.37984496124031e-05,0,3460315,4,23,0,0,0,24,0,13.8,25009,4,0,178,-4,0.4,1,5.7,27,0,13,0,2,46.9,4238764,0,0,0,7,2401,25903,0,0,628,Bournemouth,Chelsea,Stoke,Man City,Brighton,7.8,0.0,5.9,7.6,8.5,7.4,9.2,7.4,9.4,350.9
N'Golo,Kante,MID,CHE,4900000,0,75,3.0,6.12244897959184e-07,1.5306122448979598e-05,0,1151948,3,20,0,0,0,1,0,15.3,21753,-1,0,75,1,0.3,0,1.3,6,0,14,0,1,11.4,748160,0,0,0,0,2184,3550,0,0,484,Crystal Palace,Tottenham,West Ham,Southampton,Huddersfield,2.9,0.0,2.5,3.3,2.4,3.5,2.3,2.3,2.5,116.9
Loris,Karius,GLK,LIV,4800000,8,51,1.75862068965517,3.66379310344828e-07,1.0625e-05,0,17779,0,8,0,17,0,0,0,10.6,3088,-2,0,51,2,1.3,0,6.3,5,0,5,0,0,1.1,63452,0,0,1,0,900,9458,0,0,209,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.9,1.6,1.8,0.9,1.2,1.0,1.7,1.1,1.7,15.9
Orestis,Karnezis,GLK,WAT,4500000,8,30,1.03448275862069,2.2988505747126398e-07,6.66666666666667e-06,0,2308,0,8,0,16,0,0,0,6.7,840,0,0,30,0,1.2,0,5.3,5,0,3,0,0,0.1,8362,0,0,0,0,571,2406,0,0,131,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.5,0.5,0.5,0.6,0.5,1.0,0.5,0.5,0.5,12.6
Beram,Kayal,MID,BHA,4400000,1,12,0.413793103448276,9.404388714733539e-08,2.7272727272727298e-06,0,6023,0,5,0,0,0,0,0,2.7,51,-1,0,12,1,0.2,0,1.0,0,0,0,0,0,0.1,3104,0,0,0,0,221,69,0,0,36,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.1
Michael,Keane,DEF,EVE,5300000,1,46,2.2,4.15094339622642e-07,8.679245283018871e-06,0,558588,2,37,0,0,0,0,0,8.7,1474,-2,0,46,2,0.3,0,1.7,7,0,3,0,1,4.9,156800,0,0,0,0,1749,3652,0,0,342,Brighton,Stoke,Man City,Liverpool,Swansea,2.5,1.6,1.8,2.2,1.2,1.9,1.2,2.2,1.6,60.7
Martin,Kelly,DEF,CRY,4200000,1,33,1.13793103448276,2.7093596059113304e-07,7.857142857142861e-06,0,63973,1,16,0,0,0,0,0,7.9,1179,-3,0,33,3,0.1,0,0.3,1,0,4,0,0,0.7,90437,0,0,0,0,963,1026,0,0,170,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.6,0.6,0.7,0.6,0.9,0.6,0.6,0.6,0.8,29.5
,Kenedy,MID,NEW,4700000,2,17,0.586206896551724,1.2472487160675e-07,3.61702127659574e-06,0,14663,0,3,0,0,0,0,0,3.6,2468,-3,0,17,3,0.6,0,2.7,2,0,3,0,1,0.8,54348,0,0,0,0,363,2579,0,0,48,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,26.0
Jonjoe,Kenny,DEF,EVE,4200000,0,50,2.6,6.19047619047619e-07,1.19047619047619e-05,0,317668,2,31,0,0,0,0,0,11.6,18274,-3,1,50,3,0.2,0,1.0,2,0,5,0,2,3.1,478480,0,0,0,1,1589,1917,-1,0,309,Brighton,Stoke,Man City,Liverpool,Swansea,3.2,2.1,2.3,2.8,1.7,2.4,1.7,2.8,2.1,59.5
,Ki Sung-yueng,MID,SWA,5000000,13,59,3.5,7e-07,1.18e-05,0,9129,1,19,0,0,0,2,0,12.0,2409,0,-1,59,0,1.7,0,8.7,9,0,4,0,2,1.7,105814,0,0,0,1,1342,70939,1,0,255,Huddersfield,Man Utd,West Brom,Everton,Man City,2.9,0.0,1.9,2.9,4.6,1.9,3.4,3.1,3.7,63.4
,Kiko Femenia,DEF,WAT,4300000,0,52,1.7931034482758603,4.1700080192461903e-07,1.2093023255814e-05,0,469664,2,22,0,0,0,0,0,12.1,2372,-2,0,52,2,0.1,0,0.3,9,0,5,0,1,1.3,487429,0,0,0,1,1248,314,0,0,305,Arsenal,Liverpool,Bournemouth,Burnley,Huddersfield,0.0,1.1,1.2,1.5,1.0,2.3,1.0,1.3,0.9,53.5
Andy,King,MID,SWA,4200000,7,31,1.0689655172413801,2.54515599343186e-07,7.380952380952381e-06,0,349667,1,13,0,0,0,2,0,7.4,4631,-3,0,31,3,0.6,0,2.7,1,0,0,0,1,3.5,489719,0,0,0,0,614,17774,0,0,117,Huddersfield,Man Utd,West Brom,Everton,Man City,0.5,0.0,0.5,0.5,0.8,0.5,0.5,0.5,0.5,30.6
Joshua,King,FWD,BOU,7000000,8,71,3.0,4.28571428571429e-07,1.01428571428571e-05,0,333903,2,24,0,0,0,4,0,10.1,1081,-5,0,71,5,0.5,0,3.7,5,0,6,0,3,1.4,101487,0,0,0,0,1778,4080,0,0,241,Tottenham,West Brom,Watford,Crystal Palace,Liverpool,2.8,3.6,2.6,3.3,2.1,3.1,3.0,3.1,2.5,140.3
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5924,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,225,0,0,0,0,0,0,0,0,0,Huddersfield,Man Utd,West Brom,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nya,Kirby,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,10,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,23,0,0,0,0,0,13,0,0,0,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,6900000,0,4,0.137931034482759,1.99900049975013e-08,5.79710144927536e-07,0,82999,0,4,0,0,0,0,0,0.6,77,-6,0,4,6,0.0,0,0.0,0,0,0,0,0,0.4,5754,0,0,0,0,187,34,0,0,10,Brighton,Stoke,Man City,Liverpool,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4200000,0,62,2.1379310344827602,5.09031198686371e-07,1.47619047619048e-05,0,251718,0,13,0,0,0,1,0,14.8,6174,-3,0,62,3,0.0,0,0.0,7,0,6,0,0,1.4,295802,0,0,0,2,1172,3571,0,0,303,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,1.2,2.2,2.4,1.1,1.7,1.3,2.2,1.5,2.3,37.9
Anthony,Knockaert,MID,BHA,5500000,2,76,2.9,5.27272727272727e-07,1.38181818181818e-05,0,117395,4,19,0,0,0,3,0,13.8,583,-5,0,76,5,0.7,0,4.0,6,0,9,0,1,0.6,50603,0,0,0,0,1841,1502,0,0,318,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,2.3,0.0,3.0,3.5,1.9,2.5,1.9,2.5,1.4,124.4
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2171,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,0,0,0,0,Stoke,Everton,Man Utd,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,5800000,0,80,2.75862068965517,4.75624256837099e-07,1.37931034482759e-05,0,1151991,3,24,0,0,0,1,0,13.8,7861,-2,0,80,2,0.0,0,0.0,6,0,7,0,4,6.4,822127,0,0,0,1,1656,1186,0,0,386,Watford,Stoke,Southampton,Newcastle,West Ham,0.0,0.0,3.4,3.1,1.6,3.7,1.5,3.2,1.7,96.6
Vincent,Kompany,DEF,MCI,5800000,0,32,1.10344827586207,1.90249702734839e-07,5.51724137931035e-06,0,273157,4,5,0,0,0,0,0,5.5,1438,-2,0,32,2,0.3,0,2.0,0,0,4,0,0,2.0,83028,0,0,0,0,854,2279,0,0,188,Stoke,Everton,Man Utd,Tottenham,Swansea,0.6,0.0,0.6,0.7,0.6,0.6,0.6,0.7,0.6,33.8
Terence,Kongolo,DEF,HUD,4400000,1,7,0.24137931034482799,5.4858934169279006e-08,1.59090909090909e-06,0,1350,0,8,0,0,0,0,0,1.6,496,-1,0,7,1,0.3,0,1.3,0,0,0,0,0,0.0,3461,0,0,0,0,417,1063,0,0,63,Swansea,Crystal Palace,Newcastle,Brighton,Watford,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.4
Laurent,Koscielny,DEF,ARS,6000000,1,98,4.1,6.83333333333333e-07,1.63333333333333e-05,0,160983,4,31,0,0,0,2,0,16.3,4604,0,0,98,0,0.2,0,1.3,16,0,9,0,0,1.9,193179,0,0,0,3,2135,9300,0,0,538,Watford,Stoke,Southampton,Newcastle,West Ham,5.8,0.0,5.8,5.4,3.2,6.1,3.0,5.5,3.2,92.7
Cheikhou,Kouyate,MID,WHU,5000000,1,63,2.6,5.2e-07,1.26e-05,0,62696,4,42,0,0,0,2,0,12.6,820,0,0,63,0,0.5,0,2.7,2,0,4,0,2,0.3,75254,0,0,0,0,1990,597,0,0,255,Burnley,Southampton,Chelsea,Stoke,Arsenal,2.4,0.0,2.3,1.4,2.5,1.3,1.6,1.6,3.2,79.0
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,35349,0,0,0,0,0,0,0,0.0,535,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,67869,0,0,0,0,0,344,0,0,0,Everton,Leicester,Huddersfield,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,4800000,2,50,2.4,5e-07,1.0416666666666699e-05,0,27591,2,29,0,0,0,0,0,10.4,153,-2,0,50,2,0.4,0,2.0,4,0,3,0,3,0.2,31905,0,0,0,0,1479,124,0,0,239,Leicester,Bournemouth,Burnley,Swansea,Man Utd,2.3,1.6,2.1,2.3,1.2,1.7,1.6,1.9,1.3,53.8
Alexandre,Lacazette,FWD,ARS,10200000,0,99,3.8,3.72549019607843e-07,9.70588235294118e-06,0,1770571,1,24,0,0,0,9,0,9.7,5087,-3,0,99,3,0.0,0,0.3,5,0,8,0,4,6.1,1220245,0,0,0,1,1808,48,0,0,369,Watford,Stoke,Southampton,Newcastle,West Ham,0.0,0.0,5.3,4.8,3.3,5.1,2.4,4.6,3.1,200.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,152887,0,1,0,0,0,0,0,0.2,1961,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.1,208263,0,0,0,0,16,66,0,0,3,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Adam,Lallana,MID,LIV,7300000,1,10,0.34482758620689696,4.72366556447804e-08,1.36986301369863e-06,0,40554,1,1,0,0,0,0,0,1.4,143,-2,0,10,2,0.1,0,1.0,0,0,1,0,0,0.3,8971,0,0,0,0,185,85,0,0,27,Man Utd,Watford,Crystal Palace,Everton,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,24.4
Erik,Lamela,MID,TOT,6300000,1,28,0.96551724137931,1.5325670498084302e-07,4.44444444444444e-06,0,13852,3,5,0,0,0,0,0,4.4,984,-2,0,28,2,0.2,0,1.3,0,0,3,0,3,0.1,14492,0,0,0,0,405,535,0,0,88,Bournemouth,Chelsea,Stoke,Man City,Brighton,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,47.0
Manuel,Lanzini,MID,WHU,6600000,2,77,3.9,5.90909090909091e-07,1.1666666666666698e-05,0,235075,3,33,0,0,0,3,0,11.7,1627,-4,0,77,4,0.2,1,1.0,8,0,4,0,6,0.8,236266,0,0,0,2,1596,3141,0,0,361,Burnley,Southampton,Chelsea,Stoke,Arsenal,4.4,0.0,4.2,2.7,4.5,2.7,3.1,3.1,5.5,126.5
Aymeric,Laporte,DEF,MCI,5400000,7,14,0.482758620689655,8.93997445721584e-08,2.59259259259259e-06,0,62983,1,1,0,0,0,0,0,2.6,4871,-1,0,14,1,0.5,0,2.7,1,0,2,0,0,1.2,129846,0,0,0,0,270,8581,0,0,70,Stoke,Everton,Man Utd,Tottenham,Swansea,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.3
Jamaal,Lascelles,DEF,NEW,4700000,1,88,3.7,7.872340425531909e-07,1.87234042553191e-05,0,744518,3,24,0,0,0,3,0,18.7,9204,2,0,88,-2,0.6,0,2.7,8,0,6,0,0,8.3,1090799,0,0,0,2,2117,36732,0,0,405,Southampton,Huddersfield,Leicester,Arsenal,Everton,4.3,0.0,4.7,3.2,5.1,2.7,4.5,4.0,4.5,88.1
,Lee Chung-yong,MID,CRY,4200000,0,5,0.172413793103448,4.10509031198686e-08,1.19047619047619e-06,0,43087,0,3,0,0,0,0,0,1.2,588,-3,0,5,3,0.1,0,0.3,0,0,0,0,0,0.3,45622,0,0,0,0,113,854,0,0,14,Chelsea,Huddersfield,Liverpool,Bournemouth,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,4570,0,0,0,0,0,0,0,0.0,82,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9586,0,0,0,0,0,68,0,0,0,West Ham,West Brom,Watford,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4300000,1,26,0.8965517241379308,2.0850040096231e-07,6.04651162790698e-06,0,35661,3,25,0,0,0,0,0,6.0,152,-2,0,26,2,0.7,0,3.0,1,0,2,0,0,0.2,8551,0,0,0,0,1293,1087,0,0,224,Southampton,Huddersfield,Leicester,Arsenal,Everton,0.5,0.0,0.5,0.4,0.6,0.4,0.5,0.4,0.5,46.7
