FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Martin,Cranie,DEF,HUD,4000000,0,2,0.10526315789473699,2.63157894736842e-08,5e-07,0,16222,0,7,0,0,0,0,0,0.5,664,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.3,22095,0,0,0,0,179,442,0,0,35,Stoke,Burnley,Leicester,West Ham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.7
Aaron,Cresswell,DEF,WHU,5100000,1,58,3.2,6.274509803921571e-07,1.13725490196078e-05,0,83162,1,28,0,0,0,0,0,11.4,11499,1,-1,58,-1,0.8,0,4.2,6,0,6,0,2,2.6,185421,0,0,0,0,1494,13466,1,0,298,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,2.4,0.0,6.6,2.4,3.4,4.7,3.0,3.9,2.4,2.4,3.8,3.6,3.6,2.9,3.8,2.0,2.9,2.2,3.1,69.3
Peter,Crouch,FWD,STK,4800000,5,41,2.7,5.625e-07,8.54166666666667e-06,0,197021,1,14,0,0,0,3,0,8.5,7941,-2,0,41,2,0.6,0,2.8,4,0,0,0,2,3.3,236702,0,0,0,0,663,26989,0,0,141,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,2.0,1.6,2.9,1.6,3.1,2.5,2.5,2.9,2.3,2.3,2.3,2.9,1.5,2.4,1.9,2.3,1.8,3.0,2.2,56.5
Charlie,Daniels,DEF,BOU,4800000,0,57,3.2,6.66666666666667e-07,1.1875e-05,0,867374,0,23,0,0,0,1,0,11.9,55361,-2,1,57,2,0.2,0,1.0,4,0,4,0,1,8.3,421352,0,0,0,0,1585,705,-1,0,317,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,2.9,3.3,3.8,3.4,3.2,3.6,2.6,3.3,2.5,3.5,3.9,3.8,4.6,2.7,3.4,3.1,3.1,3.1,65.7
,Danilo,DEF,MCI,5000000,7,39,2.05263157894737,4.1052631578947397e-07,7.8e-06,0,312533,1,2,0,0,0,1,0,7.8,1717,-5,0,39,5,0.4,0,2.1,1,0,4,0,1,1.9,163213,0,0,0,0,478,6455,0,0,162,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,1.4,2.6,1.8,1.4,1.6,1.9,1.6,1.3,1.2,1.8,1.6,2.2,1.0,1.6,1.5,1.4,1.8,1.9,1.6,29.4
Scott,Dann,DEF,CRY,4700000,2,31,2.1,4.4680851063829794e-07,6.595744680851059e-06,0,66288,3,23,0,0,0,1,0,6.6,2332,-3,0,31,3,0.6,0,3.0,0,0,1,0,0,0.6,37600,0,0,0,0,1325,1245,0,0,200,Arsenal,Man City,Southampton,Burnley,Arsenal,2.1,1.4,1.5,2.0,1.1,1.7,1.8,1.0,1.9,1.9,1.6,1.3,1.8,1.3,2.4,2.0,1.5,1.5,2.2,64.5
Karl,Darlow,GLK,NEW,4400000,0,9,0.47368421052631604,1.07655502392344e-07,2.04545454545455e-06,0,13698,0,9,0,14,0,0,0,2.0,295,-1,0,9,1,0.3,0,1.5,0,0,0,0,0,0.2,2586,0,0,0,0,360,31,0,0,58,Man City,Brighton,Stoke,Swansea,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.3
Matteo,Darmian,DEF,MUN,5000000,0,9,0.47368421052631604,9.47368421052632e-08,1.8000000000000001e-06,0,31690,0,2,0,0,0,0,0,1.8,448,-5,0,9,5,0.0,0,0.2,0,0,1,0,0,0.2,6491,0,0,0,0,195,62,0,0,46,Burnley,Southampton,Everton,Stoke,Burnley,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
,David Luiz,DEF,CHE,5800000,0,29,1.5263157894736799,2.6315789473684203e-07,5e-06,0,1147996,2,9,0,0,0,1,0,5.0,7562,-2,0,29,2,0.0,0,0.0,0,0,3,0,1,8.3,320415,0,0,0,0,716,73,0,1,165,Brighton,Stoke,Arsenal,Leicester,Brighton,0.0,0.0,0.0,0.0,0.0,1.0,1.3,1.3,0.8,0.8,2.2,1.0,1.1,1.5,1.0,1.3,0.8,1.0,0.8,26.3
,David Silva,MID,MCI,8200000,3,105,5.8,7.073170731707321e-07,1.2804878048780499e-05,0,1615830,3,11,0,0,0,5,0,12.8,40067,2,0,105,-2,0.7,0,5.4,15,0,9,0,8,15.6,2088255,0,0,0,3,1516,56988,0,0,411,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,7.2,6.4,6.2,5.3,7.5,7.6,6.7,6.8,5.4,6.4,6.5,7.2,7.3,6.6,5.7,7.8,6.6,8.2,7.0,185.2
Ben,Davies,DEF,TOT,5500000,7,71,4.7,8.54545454545455e-07,1.29090909090909e-05,0,1241390,1,11,0,0,0,2,0,12.9,16774,0,0,71,0,0.5,0,2.7,7,0,4,0,4,14.7,1591568,0,0,0,3,1072,61544,0,0,297,Southampton,Swansea,West Ham,Everton,Southampton,6.0,0.0,11.6,5.3,5.2,6.1,4.6,6.5,5.6,6.6,4.7,5.9,5.4,5.1,5.0,5.4,6.3,5.3,5.2,87.5
Tom,Davies,MID,EVE,5200000,1,27,1.5,2.8846153846153803e-07,5.1923076923076896e-06,0,61598,6,13,0,0,0,0,0,5.2,562,-3,0,27,3,0.2,0,1.1,0,0,3,0,2,0.4,31805,0,0,0,0,859,326,0,0,96,West Brom,Bournemouth,Man Utd,Tottenham,West Brom,0.8,0.8,0.9,0.8,1.2,1.0,0.8,1.0,0.8,0.8,1.0,0.8,0.8,0.8,0.9,1.1,0.8,1.0,0.8,24.5
Steven,Davis,MID,SOU,5000000,2,60,3.5,7e-07,1.2e-05,0,337721,0,18,0,0,0,3,0,12.0,13041,0,0,60,0,0.4,0,2.0,6,0,4,0,1,3.2,465663,0,0,0,2,1291,2053,0,0,296,Tottenham,Man Utd,Crystal Palace,Watford,Tottenham,2.5,2.1,3.5,3.2,3.1,3.5,3.2,2.8,3.1,3.4,3.4,3.9,3.0,2.3,3.1,3.1,3.9,3.5,2.1,74.3
Craig,Dawson,DEF,WBA,4800000,0,27,1.42105263157895,2.96052631578947e-07,5.625e-06,0,301258,1,10,0,0,0,0,0,5.6,872,-2,0,27,2,0.0,0,0.0,1,0,3,0,0,1.1,81251,0,0,0,0,810,74,0,0,144,Everton,Arsenal,West Ham,Brighton,Everton,0.8,1.2,0.9,1.4,0.7,0.7,1.0,0.8,1.2,1.1,0.8,0.7,1.1,0.9,0.7,1.0,0.7,1.1,1.7,25.3
Kevin,De Bruyne,MID,MCI,10300000,3,116,6.1,5.92233009708738e-07,1.12621359223301e-05,0,1352291,1,12,0,0,0,6,0,11.3,61149,3,0,116,-3,0.6,0,6.3,16,0,9,0,8,26.0,1268814,0,0,0,2,1616,26769,0,0,503,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,7.7,6.9,6.6,5.8,8.0,8.2,7.2,7.3,5.9,6.9,7.0,7.7,7.6,7.1,6.2,8.2,7.1,8.7,7.5,197.4
David,de Gea,GLK,MUN,5900000,1,100,5.3,8.98305084745763e-07,1.69491525423729e-05,0,533557,0,14,0,71,0,0,0,16.9,18877,4,0,100,-4,0.7,0,4.3,10,0,10,0,0,44.2,945279,0,0,0,0,1710,17683,0,0,422,Burnley,Southampton,Everton,Stoke,Burnley,7.6,7.4,3.8,7.6,5.7,5.2,8.0,5.1,7.7,5.8,7.3,5.6,6.9,4.7,8.0,5.1,7.9,5.6,7.4,48.7
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9549,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,517,0,0,0,0,0,0,0,0,0,Man City,Brighton,Stoke,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,662,0,0,0,0,0,0,0,0.0,90,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,943,0,0,0,0,0,95,0,0,0,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,0,27,2.1,3.3333333333333304e-07,4.28571428571429e-06,0,64014,1,14,0,0,0,2,0,4.3,1675,-2,0,27,2,0.2,0,1.5,1,0,1,0,1,0.4,38343,0,0,0,0,628,53,0,1,95,Leicester,Swansea,Man City,Southampton,Leicester,0.0,0.0,0.0,1.6,1.8,2.1,1.1,1.5,1.8,1.9,1.1,1.4,1.8,1.4,1.5,1.8,1.4,1.8,1.2,41.9
Jermain,Defoe,FWD,BOU,7600000,0,41,2.7,3.5526315789473703e-07,5.39473684210526e-06,0,198703,1,15,0,0,0,3,0,5.4,3830,-4,0,41,4,0.5,0,3.5,4,0,2,0,1,1.5,45910,0,0,0,1,787,217,0,0,129,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,1.6,3.3,2.0,2.9,2.4,2.4,3.0,2.6,3.0,1.9,2.7,2.3,2.5,1.9,60.1
Steven,Defour,MID,BUR,5400000,1,48,2.5,4.62962962962963e-07,8.88888888888889e-06,0,22928,4,12,0,0,0,0,0,8.9,438,-1,0,48,1,0.4,0,2.4,0,0,11,0,1,0.3,18174,0,0,0,0,1572,154,0,0,261,Man Utd,Huddersfield,Liverpool,Crystal Palace,Man Utd,1.2,1.7,1.7,1.6,1.9,1.9,1.2,2.3,2.1,2.8,1.7,1.8,1.8,1.8,2.0,1.7,2.2,1.3,2.4,53.4
Damien,Delaney,DEF,CRY,4200000,0,0,0.0,0.0,0.0,0,22453,0,4,0,0,0,0,0,0.0,344,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,2894,0,0,0,0,90,24,0,0,19,Arsenal,Man City,Southampton,Burnley,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,3,39,2.05263157894737,4.56140350877193e-07,8.66666666666667e-06,0,78904,1,10,0,0,0,1,0,8.7,3616,0,0,39,0,0.5,0,2.1,0,0,5,0,1,1.0,110532,0,0,0,0,1162,3891,0,0,274,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,1.5,1.2,1.2,1.0,1.6,1.7,1.3,1.4,1.0,1.2,1.3,1.5,1.6,1.3,1.1,1.8,1.3,1.9,1.4,49.1
Mousa,Dembele,MID,TOT,4900000,1,24,1.26315789473684,2.57787325456498e-07,4.89795918367347e-06,0,153496,2,14,0,0,0,0,0,4.9,1463,-1,0,24,1,0.4,0,1.8,3,0,1,0,0,1.5,74407,0,0,0,0,824,544,0,0,159,Southampton,Swansea,West Ham,Everton,Southampton,0.7,0.0,1.6,1.0,0.6,0.6,0.6,0.8,0.6,1.0,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.7,30.4
Laurent,Depoitre,FWD,HUD,5400000,9,64,4.0,7.407407407407409e-07,1.1851851851851899e-05,0,60096,1,21,0,0,0,5,0,12.1,7469,-1,-1,64,1,0.9,0,4.7,11,0,3,0,2,5.8,361222,0,0,0,1,1094,193335,1,0,206,Stoke,Burnley,Leicester,West Ham,Stoke,5.9,4.6,3.7,5.3,4.4,4.7,2.6,5.4,3.7,2.9,4.9,5.5,3.8,3.3,4.8,2.5,5.4,3.3,5.1,64.9
Mohamed,Diame,MID,NEW,4600000,7,23,1.21052631578947,2.6315789473684203e-07,5e-06,0,12527,0,10,0,0,0,1,0,5.0,103,-4,0,23,4,0.4,0,2.0,0,0,0,0,0,0.1,2997,0,0,0,0,473,213,0,0,78,Man City,Brighton,Stoke,Swansea,Man City,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.9,0.6,0.7,0.6,0.8,0.6,0.6,21.0
Brahim,Diaz,MID,MCI,4700000,0,0,0.0,0.0,0.0,0,3655,0,0,0,0,0,0,0,0.0,45,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,1108,0,0,0,0,0,32,0,0,0,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,4700000,3,42,2.2,4.68085106382979e-07,8.936170212765961e-06,0,208012,3,16,0,0,0,0,0,8.9,3537,-3,0,42,3,0.5,0,2.3,0,0,8,0,0,2.4,117673,0,0,0,0,1598,2643,0,0,248,Southampton,Swansea,West Ham,Everton,Southampton,1.8,0.0,3.9,2.4,1.4,1.6,1.1,2.0,1.2,2.3,1.6,2.0,1.2,1.3,1.1,1.1,1.5,1.4,1.7,61.0
Mame Biram,Diouf,FWD,STK,5600000,1,61,3.4,6.071428571428571e-07,1.08928571428571e-05,0,332370,1,35,0,0,0,4,0,10.9,39117,1,0,61,-1,0.5,0,2.7,5,0,2,0,2,4.8,545118,0,0,0,0,1502,6735,0,0,243,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,2.9,2.3,4.1,2.4,4.3,3.5,3.5,4.0,3.3,3.3,3.2,4.1,2.2,3.5,2.8,3.3,2.7,4.2,3.1,93.5
Abdoulaye,Doucoure,MID,WAT,5300000,0,78,4.3,8.11320754716981e-07,1.47169811320755e-05,0,950322,5,33,0,0,0,6,0,14.7,27932,3,1,78,-3,0.6,0,3.3,12,0,5,0,0,11.9,1456903,0,0,0,1,1620,22312,-1,0,362,Leicester,Swansea,Man City,Southampton,Leicester,4.2,5.1,3.2,4.3,4.5,4.4,3.9,4.4,5.5,4.9,3.6,3.5,4.9,4.3,4.5,4.4,3.8,4.8,3.2,100.7
Aleksandar,Dragovic,DEF,LEI,4900000,0,0,0.0,0.0,0.0,0,1202,0,0,0,0,0,0,0,0.0,37,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1210,0,0,0,0,0,45,0,0,0,Watford,Liverpool,Huddersfield,Chelsea,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4800000,0,9,0.47368421052631604,9.86842105263158e-08,1.875e-06,0,17349,0,3,0,0,0,0,0,1.9,247,-2,0,9,2,0.1,0,0.7,0,0,0,0,0,0.2,8505,0,0,0,0,236,104,0,0,46,Brighton,Stoke,Arsenal,Leicester,Brighton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,13.1
Shane,Duffy,DEF,BHA,4600000,0,58,3.2,6.956521739130439e-07,1.26086956521739e-05,0,123987,5,22,0,0,0,0,0,12.6,5358,1,0,58,-1,0.6,0,2.7,5,0,7,0,1,2.5,223700,0,0,0,1,1602,8556,0,0,314,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,2.9,2.5,3.4,2.8,3.9,2.8,4.5,2.7,3.3,4.0,1.7,2.3,3.1,4.1,3.7,3.7,2.8,3.6,2.4,76.3
Paul,Dummett,DEF,NEW,4200000,0,1,0.0526315789473684,1.2531328320802e-08,2.38095238095238e-07,0,36634,0,0,0,0,0,0,0,0.2,126,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,1626,0,0,0,0,7,120,0,0,4,Man City,Brighton,Stoke,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4500000,7,51,2.7,6e-07,1.1333333333333302e-05,0,109602,4,23,0,0,0,0,0,11.6,4749,0,-1,51,0,0.7,0,3.3,4,0,7,0,0,3.0,181155,3,0,0,0,1710,10279,1,0,323,Chelsea,Newcastle,Bournemouth,West Brom,Chelsea,2.3,1.9,2.6,2.2,3.0,2.2,3.6,2.1,2.5,3.1,1.4,1.7,2.4,3.2,3.1,2.9,2.2,2.8,1.8,79.2
Nathan,Dyer,MID,SWA,4400000,2,14,0.736842105263158,1.6746411483253602e-07,3.18181818181818e-06,0,7055,2,10,0,0,0,0,0,3.2,210,-1,0,14,1,0.3,0,1.3,0,0,1,0,0,0.1,8695,0,0,0,0,527,167,0,0,57,Liverpool,Watford,Tottenham,Newcastle,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,17.9
,Ederson,GLK,MCI,5500000,6,73,3.8,6.90909090909091e-07,1.32727272727273e-05,0,201260,0,12,0,29,0,0,0,13.3,5218,0,0,73,0,0.7,0,3.6,2,0,8,0,0,5.2,207220,0,0,0,0,1665,9051,0,0,325,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,3.8,4.9,4.5,3.7,4.0,4.8,4.2,3.5,3.2,4.5,4.1,5.2,2.8,4.2,3.9,3.8,4.6,4.7,4.2,26.0
,Eduardo,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,2928,0,0,0,0,0,0,0,0.0,41,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,788,0,0,0,0,0,19,0,0,0,Brighton,Stoke,Arsenal,Leicester,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,2,2,0.10526315789473699,2.63157894736842e-08,5e-07,0,1964,0,8,0,0,0,0,0,0.5,252,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.1,4537,0,0,0,0,211,1254,0,0,36,Huddersfield,Chelsea,Newcastle,Man Utd,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Robert,Elliot,GLK,NEW,4100000,9,54,3.6,8.78048780487805e-07,1.31707317073171e-05,0,402319,0,20,0,39,0,0,0,13.2,9868,1,0,54,-1,0.5,0,2.0,4,0,3,0,0,23.3,774939,0,0,1,3,1350,14973,0,0,261,Man City,Brighton,Stoke,Swansea,Man City,3.3,5.0,3.6,3.7,3.0,4.2,4.4,4.1,3.3,3.2,4.1,3.3,4.6,3.0,4.5,2.4,4.6,4.5,4.4,32.7
Mohamed,Elneny,MID,ARS,4200000,0,11,0.578947368421053,1.3784461152882198e-07,2.61904761904762e-06,0,231524,1,5,0,0,0,0,0,2.6,5769,-3,0,11,3,0.0,0,0.0,0,0,1,0,1,2.6,185173,0,0,0,0,263,5481,0,0,54,Crystal Palace,West Brom,Chelsea,Bournemouth,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.8
Christian,Eriksen,MID,TOT,9300000,3,102,5.4,5.80645161290323e-07,1.09677419354839e-05,0,1398997,0,16,0,0,0,5,0,11.0,30469,-2,0,102,2,0.6,0,5.8,15,0,9,0,5,14.4,1267483,0,0,0,2,1602,13453,0,0,390,Southampton,Swansea,West Ham,Everton,Southampton,6.7,0.0,14.1,8.0,5.8,6.4,4.3,7.2,5.2,7.9,6.3,7.2,5.1,5.3,4.6,4.9,6.0,5.7,6.6,165.3
Jonny,Evans,DEF,WBA,4900000,1,38,2.4,4.89795918367347e-07,7.755102040816329e-06,0,49959,4,25,0,0,0,1,0,7.8,1528,-1,0,38,1,0.6,0,3.0,1,0,3,0,1,0.8,48123,1,0,0,0,1381,2067,0,0,265,Everton,Arsenal,West Ham,Brighton,Everton,1.9,2.6,2.1,3.0,1.2,1.5,2.3,2.0,2.7,2.4,1.9,1.6,2.4,2.1,1.2,2.3,1.6,2.4,2.8,51.1
Lukasz,Fabianski,GLK,SWA,4600000,3,83,4.4,9.56521739130435e-07,1.80434782608696e-05,0,223305,0,26,0,76,0,0,0,18.0,13027,1,0,83,-1,0.9,0,4.3,7,0,6,0,0,8.4,421486,0,0,1,2,1710,6734,0,0,405,Liverpool,Watford,Tottenham,Newcastle,Liverpool,4.5,6.0,5.5,4.6,5.2,5.8,4.2,5.5,5.3,6.4,4.4,5.3,3.7,5.1,4.6,4.3,5.6,4.5,5.5,54.6
Cesc,Fabregas,MID,CHE,6800000,1,49,2.9,4.2647058823529394e-07,7.20588235294118e-06,0,621254,1,11,0,0,0,1,0,7.2,13114,-2,1,49,2,0.2,0,1.5,3,0,6,0,3,3.7,379683,0,0,0,1,1185,1984,-1,1,287,Brighton,Stoke,Arsenal,Leicester,Brighton,2.7,2.6,1.7,2.5,1.9,3.0,2.4,3.0,1.4,1.5,2.7,2.2,2.4,3.0,2.4,3.3,2.9,2.1,2.5,135.0
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,121576,0,0,0,0,0,0,0,0.0,1695,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.5,12969,0,0,0,0,0,139,0,0,0,West Ham,Everton,Brighton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1409,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,82,0,0,0,0,0,2,0,0,0,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,32,1.68421052631579,3.5834266517357203e-07,6.80851063829787e-06,0,195398,1,0,0,0,0,3,0,6.8,1737,-3,0,32,3,0.0,0,0.0,3,0,3,0,0,0.7,188989,0,0,0,1,373,71,0,0,110,Burnley,Southampton,Everton,Stoke,Burnley,1.2,1.2,0.9,1.2,0.8,0.8,1.6,0.8,1.1,0.8,1.0,0.8,1.6,0.8,1.5,0.9,1.4,0.8,1.0,43.7
Leroy,Fer,MID,SWA,5200000,0,33,2.1,4.0384615384615397e-07,6.34615384615385e-06,0,37239,5,20,0,0,0,1,0,6.3,462,-3,0,33,3,0.3,0,1.7,0,0,3,0,1,0.2,16616,0,0,0,0,1102,6,0,0,159,Liverpool,Watford,Tottenham,Newcastle,Liverpool,0.0,1.4,1.4,1.5,1.2,1.7,1.3,1.5,1.1,1.8,1.3,1.5,1.0,1.4,2.1,1.0,1.4,1.6,1.5,46.3
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,282,0,0,0,0,0,0,0,0.0,131,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1010,0,0,0,0,0,356,0,0,0,Everton,Arsenal,West Ham,Brighton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4400000,0,9,0.47368421052631604,1.07655502392344e-07,2.04545454545455e-06,0,15100,1,13,0,0,0,0,0,2.0,293,-1,0,9,1,0.1,0,0.3,0,0,0,0,0,0.2,6347,0,0,0,0,412,12,0,0,44,Bournemouth,West Brom,Tottenham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4500000,1,38,2.7,6e-07,8.444444444444439e-06,0,178174,3,19,0,0,0,0,0,8.4,2735,0,0,38,0,0.0,0,0.2,6,0,4,0,0,1.8,173926,1,0,0,0,1260,168,0,0,236,Liverpool,Watford,Tottenham,Newcastle,Liverpool,2.1,3.0,2.7,2.1,2.5,2.9,1.9,2.7,2.6,3.4,2.1,2.6,1.7,2.5,2.2,2.0,2.8,2.1,2.8,38.9
,Fernandinho,MID,MCI,5100000,6,65,3.4,6.66666666666667e-07,1.27450980392157e-05,0,417478,4,11,0,0,0,2,0,12.7,11665,1,0,65,-1,0.4,0,2.1,3,0,8,0,4,6.4,614274,0,0,0,1,1561,15632,0,0,324,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,3.3,2.9,2.7,2.3,3.5,3.6,3.0,3.1,2.3,2.9,2.9,3.3,3.5,3.0,2.5,3.8,2.9,4.0,3.2,93.4
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4297,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,493,0,0,0,0,0,8,0,0,0,Newcastle,Crystal Palace,Watford,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,19,1.0,2.22222222222222e-07,4.2222222222222194e-06,0,18499,3,2,0,0,0,1,0,4.2,500,0,0,19,0,0.4,0,1.7,2,0,4,0,0,0.2,21428,0,0,0,0,438,31,0,0,59,Everton,Arsenal,West Ham,Brighton,Everton,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,20.9
Roberto,Firmino,FWD,LIV,8800000,11,93,5.2,5.90909090909091e-07,1.05681818181818e-05,0,1855545,0,17,0,0,0,7,0,10.7,18101,3,-1,93,-3,0.8,0,6.8,16,0,8,0,5,29.2,2213532,0,0,0,2,1330,237377,1,0,375,Swansea,Leicester,Burnley,Man City,Swansea,6.6,6.9,5.2,6.1,5.8,5.4,6.4,6.0,7.1,7.3,4.6,6.5,6.1,5.6,7.3,6.0,7.4,4.5,7.2,149.1
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,975,0,0,0,0,0,0,0,0.0,36,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,878,0,0,0,0,0,32,0,0,0,Swansea,Leicester,Burnley,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
