FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4400000,1,1,0.0833333333333333,1.8939393939393898e-08,2.2727272727272702e-07,0,10813,0,1,0,0,0,0,0,0.2,333,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.2,4573,0,0,0,0,24,154,0,0,5,Watford,West Brom,Chelsea,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Tammy,Abraham,FWD,SWA,6000000,2,50,4.2,7e-07,8.33333333333333e-06,0,566098,0,13,0,0,0,4,0,8.3,222712,5,0,50,-5,0.5,0,3.0,8,0,4,0,1,14.3,1147095,0,0,0,1,976,17383,0,0,159,Bournemouth,Chelsea,Stoke,West Brom,Man City,0.0,0.0,5.6,5.3,3.8,5.5,6.0,3.8,5.3,3.8,4.5,5.1,5.4,4.8,4.0,4.8,5.2,4.1,4.1,3.4,5.0,5.7,4.4,3.0,4.8,5.4,63.9
Charlie,Adam,MID,STK,4700000,0,1,0.0833333333333333,1.77304964539007e-08,2.1276595744680897e-07,0,5444,0,0,0,0,0,0,0,0.2,162,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.1,1911,0,0,0,0,2,70,0,0,0,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
,Adam Smith,DEF,BOU,4800000,1,18,1.5,3.125e-07,3.75e-06,0,32134,3,13,0,0,0,0,0,3.8,772,-2,0,18,2,0.2,0,1.0,0,0,1,0,0,0.5,3200,0,0,0,0,866,215,0,0,140,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,0.8,1.1,1.0,1.8,0.8,1.3,0.8,1.4,0.8,1.0,1.5,0.9,0.9,1.1,0.9,1.2,0.8,1.1,1.4,1.2,2.2,0.8,1.1,1.0,0.8,0.9,29.1
,Adrian,GLK,WHU,4300000,0,0,0.0,0.0,0.0,0,12716,0,0,0,0,0,0,0,0.0,279,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.4,1687,0,0,0,0,0,84,0,0,0,Leicester,Everton,Man City,Chelsea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim,Afellay,MID,STK,4900000,0,2,0.166666666666667,3.40136054421769e-08,4.08163265306122e-07,0,1143,1,6,0,0,0,0,0,0.4,71,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,805,0,0,0,0,62,33,0,0,4,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4
Benik,Afobe,FWD,BOU,5700000,0,14,1.16666666666667,2.04678362573099e-07,2.45614035087719e-06,0,28331,0,5,0,0,0,0,0,2.5,458,-3,0,14,3,0.1,0,0.7,0,0,0,0,1,0.2,4612,0,0,0,0,340,454,0,0,44,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,0.6,0.6,0.6,0.7,0.6,0.8,0.6,0.8,1.0,0.6,0.9,0.6,0.6,0.9,0.6,0.8,0.6,0.6,0.9,0.7,1.2,0.6,0.7,0.6,0.6,0.6,16.0
Sergio,Aguero,FWD,MCI,11700000,0,67,8.4,7.179487179487179e-07,5.7264957264957295e-06,0,1880473,0,1,0,0,0,8,0,5.7,190741,2,1,67,-2,0.2,0,2.7,11,0,6,0,3,19.0,2218145,0,0,0,1,602,24054,-1,0,283,Huddersfield,Southampton,West Ham,Man Utd,Swansea,10.2,10.7,12.1,9.3,11.8,10.7,11.4,10.5,10.4,10.3,10.0,12.1,11.8,10.9,11.5,8.9,9.2,11.1,11.3,10.7,12.3,10.4,10.6,10.5,12.6,11.7,97.4
Nathan,Ake,DEF,BOU,4900000,6,36,3.0,6.12244897959184e-07,7.346938775510201e-06,0,247808,1,14,0,0,0,0,0,7.3,3632,-1,0,36,1,1.0,0,5.0,5,0,3,0,0,4.0,63322,0,0,0,0,1072,11109,0,0,219,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,2.6,3.1,3.0,3.5,1.7,3.7,2.1,3.8,2.6,3.0,4.0,2.8,2.9,3.1,2.7,3.3,2.1,3.2,3.8,3.5,4.5,2.2,3.1,3.0,2.5,2.7,32.9
Marc,Albrighton,MID,LEI,5500000,2,23,1.9,3.45454545454545e-07,4.18181818181818e-06,0,141691,2,13,0,0,0,0,0,4.2,3729,0,0,23,0,0.2,0,1.3,0,0,2,0,1,1.3,115420,0,0,0,0,761,299,0,0,103,West Ham,Tottenham,Burnley,Newcastle,Southampton,1.1,1.2,1.3,1.1,1.3,1.8,1.4,1.1,1.0,1.8,1.2,1.0,1.5,1.6,1.0,1.3,1.6,1.1,2.0,1.0,1.7,1.1,1.3,1.1,1.8,1.0,33.1
Toby,Alderweireld,DEF,TOT,5900000,0,38,3.8,6.44067796610169e-07,6.44067796610169e-06,0,529342,3,7,0,0,0,0,0,6.4,48503,-1,0,38,1,0.1,0,0.7,3,0,5,0,0,7.1,160064,0,0,0,0,900,137,0,0,200,West Brom,Leicester,Watford,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,5.2,3.7,3.8,4.3,4.4,3.2,5.4,4.5,5.5,3.5,4.7,4.1,3.8,3.2,4.2,4.4,4.2,3.9,27.7
Trent,Alexander-Arnold,DEF,LIV,4200000,7,8,0.666666666666667,1.58730158730159e-07,1.9047619047619e-06,0,148837,2,8,0,0,0,0,0,1.9,2161,-3,0,8,3,0.5,0,2.3,1,0,1,0,0,1.2,79135,0,0,0,0,360,8899,0,0,68,Chelsea,Stoke,Brighton,Everton,West Brom,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,26.2
Joe,Allen,MID,STK,5200000,2,24,2.2,4.23076923076923e-07,4.6153846153846195e-06,0,152210,4,17,0,0,0,0,0,4.6,2900,-3,0,24,3,0.4,0,2.0,1,0,2,0,1,1.4,16939,0,0,0,0,983,367,0,0,140,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,1.4,1.8,2.0,1.2,1.4,2.2,1.9,1.3,1.6,2.1,1.1,2.2,1.2,1.7,1.5,1.5,1.6,1.1,2.5,1.1,1.5,1.5,1.7,1.1,2.2,2.1,41.8
Bamidele,Alli,MID,TOT,9200000,2,51,4.6,5e-07,5.54347826086957e-06,0,1458980,1,9,0,0,0,3,0,5.5,62197,-3,1,51,3,0.1,0,1.3,4,0,5,0,2,16.3,560109,0,0,0,1,965,10452,-1,0,147,West Brom,Leicester,Watford,Stoke,Brighton,5.8,4.6,4.7,5.1,4.8,3.2,4.5,5.0,6.2,5.9,6.7,5.0,5.3,3.1,6.7,4.5,6.3,5.1,6.1,4.9,4.4,3.4,4.1,4.1,4.5,5.5,83.7
Marcos,Alonso,DEF,CHE,6900000,14,60,5.0,7.2463768115942e-07,8.69565217391304e-06,0,708313,3,10,0,0,0,3,0,8.7,12779,-1,0,60,1,1.3,0,8.7,5,0,5,0,0,14.4,587940,0,0,0,2,1025,31363,0,0,247,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,5.5,4.8,6.1,6.5,6.3,5.6,5.0,6.3,5.8,4.9,5.0,6.8,5.5,7.5,6.7,4.5,5.3,6.9,6.3,6.0,6.8,6.9,7.2,6.2,6.6,5.8,66.6
Daniel,Amartey,MID,LEI,4400000,0,1,0.0833333333333333,1.8939393939393898e-08,2.2727272727272702e-07,0,12654,0,2,0,0,0,0,0,0.2,471,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,8998,0,0,0,0,18,115,0,0,2,West Ham,Tottenham,Burnley,Newcastle,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Ethan,Ampadu,MID,CHE,4500000,0,0,0.0,0.0,0.0,0,182,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,303,0,0,0,0,0,45,0,0,0,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7379,0,3,0,0,0,0,0,1.2,30,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3618,0,0,0,0,198,1,0,0,11,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,33610,0,0,0,0,0,0,0,0.0,1393,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,47343,0,0,0,0,0,1460,0,0,0,Stoke,Brighton,West Brom,Bournemouth,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7400000,0,27,3.0,4.05405405405405e-07,3.64864864864865e-06,0,72634,1,10,0,0,0,1,0,3.6,1819,-1,0,27,1,0.0,0,0.3,1,0,3,0,1,0.3,71566,0,0,0,0,662,43,0,0,67,Leicester,Everton,Man City,Chelsea,Arsenal,0.0,2.7,1.5,2.5,4.0,2.0,3.6,2.4,1.8,3.3,1.9,3.4,3.6,1.8,2.3,1.5,3.0,2.9,3.0,2.8,2.3,2.9,1.5,1.8,2.1,4.0,44.0
Scott,Arfield,MID,BUR,4900000,0,19,1.5833333333333302,3.2312925170068e-07,3.8775510204081595e-06,0,15017,3,7,0,0,0,1,0,3.9,1019,-1,0,19,1,0.0,0,0.0,3,0,2,0,0,0.2,20510,0,0,0,1,496,46,0,0,53,Arsenal,Bournemouth,Leicester,Watford,Stoke,1.5,1.0,0.8,0.8,0.9,0.8,0.9,0.8,0.8,1.0,0.8,1.0,0.8,0.8,1.2,0.9,1.5,0.8,0.8,0.8,0.9,1.1,0.8,0.8,0.8,1.2,16.2
Marko,Arnautovic,MID,WHU,6800000,1,8,0.666666666666667,9.803921568627449e-08,1.17647058823529e-06,0,97398,1,15,0,0,0,0,0,1.2,939,-2,0,8,2,0.1,0,0.7,0,0,0,0,0,0.5,31802,0,0,0,0,439,191,0,1,25,Leicester,Everton,Man City,Chelsea,Arsenal,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,25.8
Harry,Arter,MID,BOU,4900000,7,19,2.4,4.89795918367347e-07,3.8775510204081595e-06,0,30575,3,9,0,0,0,1,0,3.9,566,-1,0,19,1,0.7,0,3.3,0,0,2,0,0,0.5,10290,0,0,0,0,640,1628,0,0,101,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,2.3,1.9,1.8,1.6,1.2,2.1,1.2,2.5,2.8,1.4,2.8,1.7,1.8,1.9,1.5,2.4,1.7,1.8,2.2,1.7,2.5,1.2,2.0,1.9,2.3,1.6,21.2
Christian,Atsu,MID,NEW,5000000,0,37,3.4,6.8e-07,7.400000000000001e-06,0,357439,0,9,0,0,0,1,0,7.4,44168,0,1,37,0,0.3,0,1.7,2,0,3,0,2,2.3,337747,0,0,0,0,913,166,-1,0,105,Watford,West Brom,Chelsea,Leicester,Everton,0.0,0.0,2.8,3.8,4.7,1.8,2.6,2.3,3.2,2.4,4.1,1.7,3.5,2.5,3.6,2.9,1.7,3.4,2.2,4.4,2.6,4.7,3.3,4.0,2.7,3.0,54.2
Serge,Aurier,DEF,TOT,5900000,0,9,0.75,1.27118644067797e-07,1.5254237288135598e-06,0,29364,0,4,0,0,0,0,0,1.5,3394,-1,0,9,1,0.5,0,2.7,0,0,1,0,0,0.4,40965,0,0,0,0,366,1627,0,1,36,West Brom,Leicester,Watford,Stoke,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.8,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,16.4
Charlie,Austin,FWD,SOU,6000000,1,15,1.25,2.0833333333333302e-07,2.5e-06,0,67891,0,2,0,0,0,1,0,2.5,606,-5,0,15,5,0.1,0,0.7,2,0,0,0,0,0.3,19094,0,0,0,0,138,461,0,0,43,Everton,Man City,Bournemouth,Arsenal,Leicester,1.0,0.6,0.7,0.9,0.7,0.6,0.8,0.6,0.6,1.2,0.8,0.6,0.7,0.7,0.8,0.6,0.9,0.6,0.7,0.7,0.6,0.6,0.7,0.7,0.9,0.6,13.9
Andre,Ayew,MID,WHU,6900000,0,34,2.8333333333333304,4.10628019323672e-07,4.92753623188406e-06,0,77548,1,15,0,0,0,2,0,4.9,5291,-1,0,34,1,0.6,0,4.0,2,0,1,0,2,1.2,39286,0,0,0,0,592,724,0,0,121,Leicester,Everton,Man City,Chelsea,Arsenal,2.9,2.5,1.4,2.2,3.7,1.8,3.3,2.2,1.6,3.1,1.7,3.1,3.4,1.6,2.1,1.4,2.7,2.7,2.8,2.6,2.1,2.7,1.4,1.7,1.9,3.7,30.3
Jordan,Ayew,FWD,SWA,5100000,1,33,2.8,5.49019607843137e-07,6.47058823529412e-06,0,215272,0,15,0,0,0,1,0,6.5,18901,1,0,33,-1,0.3,0,1.7,0,0,4,0,2,4.0,301373,0,0,0,0,1013,17401,0,0,116,Bournemouth,Chelsea,Stoke,West Brom,Man City,2.6,2.3,3.2,3.0,2.0,3.1,3.7,2.0,3.0,2.0,2.4,2.8,3.0,2.6,2.1,2.7,2.9,2.2,2.2,1.7,2.7,3.3,2.4,1.5,2.7,3.1,52.1
Cesar,Azpilicueta,DEF,CHE,6800000,6,73,6.1,8.970588235294121e-07,1.0735294117647099e-05,0,341064,1,10,0,0,0,1,0,10.7,28471,3,0,73,-3,1.3,0,8.7,10,0,6,0,5,20.4,749963,1,0,0,2,1080,61663,0,0,333,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,7.3,6.4,8.0,8.0,7.7,7.3,6.7,7.8,7.6,6.6,6.8,8.4,7.3,9.1,8.2,6.1,7.1,8.5,8.3,7.8,8.4,8.8,8.8,8.2,8.6,7.6,57.3
Eric,Bailly,DEF,MUN,6100000,0,46,5.8,9.50819672131148e-07,7.540983606557381e-06,0,668545,2,3,0,0,0,1,0,7.5,71232,1,0,46,-1,0.4,0,2.7,3,0,6,0,0,9.6,579660,0,0,0,1,720,1875,0,0,198,Brighton,Watford,Arsenal,Man City,Bournemouth,0.0,6.9,4.1,6.9,8.2,5.8,4.7,8.5,8.3,4.3,8.5,5.8,5.9,8.7,5.1,7.6,5.6,8.7,5.6,7.5,4.6,8.7,5.3,8.7,6.1,8.1,28.3
Leighton,Baines,DEF,EVE,5800000,7,35,2.9,5e-07,6.03448275862069e-06,0,307433,1,24,0,0,0,2,0,6.0,4552,-2,0,35,2,1.2,0,6.7,2,0,1,0,1,5.2,62952,0,0,0,1,1073,9698,0,0,185,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,2.7,3.7,4.0,1.9,2.1,2.5,2.6,2.7,2.2,3.1,2.4,3.7,2.7,1.6,4.4,3.2,2.4,3.4,2.4,2.2,3.6,2.3,3.3,2.4,3.0,2.5,50.9
Tiemoue,Bakayoko,MID,CHE,5100000,3,36,3.3,6.47058823529412e-07,7.05882352941176e-06,0,127232,2,7,0,0,0,1,0,7.1,21283,1,0,36,-1,0.5,0,2.7,3,0,4,0,2,3.7,272639,0,0,0,0,852,7090,0,0,163,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,2.1,3.2,3.4,3.2,2.9,2.6,3.9,2.4,2.7,2.4,3.0,2.8,3.2,3.3,3.1,2.0,2.2,3.5,3.1,2.5,3.5,3.5,3.5,4.2,2.9,3.2,46.2
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1351,0,0,0,0,0,0,0,0.0,60,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,740,0,0,0,0,0,88,0,0,0,Man Utd,Crystal Palace,Liverpool,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beni,Baningime,MID,EVE,4500000,0,2,0.166666666666667,3.7037037037037e-08,4.44444444444444e-07,0,73,0,1,0,0,0,0,0,0.4,32,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.0,190,0,0,0,0,99,37,0,0,7,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Phil,Bardsley,DEF,BUR,4300000,0,0,0.0,0.0,0.0,0,5053,0,0,0,0,0,0,0,0.0,150,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1060,0,0,0,0,0,53,0,0,0,Arsenal,Bournemouth,Leicester,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,9157,0,0,0,0,0,0,0,0.0,75,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,736,0,0,0,0,0,25,0,0,0,Southampton,West Ham,Huddersfield,Liverpool,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5200000,7,17,1.5,2.8846153846153803e-07,3.26923076923077e-06,0,33848,2,3,0,0,0,1,0,3.3,1224,-3,0,17,3,0.6,0,3.3,1,0,2,0,0,0.4,12350,0,0,0,0,402,6881,0,0,50,Arsenal,Bournemouth,Leicester,Watford,Stoke,1.3,0.9,0.8,0.8,1.3,0.9,0.8,0.8,0.8,1.2,1.1,1.1,0.8,0.8,0.9,0.9,1.4,0.8,0.8,0.9,1.0,1.1,1.1,1.0,0.8,1.1,24.9
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,246,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,41,0,0,0,0,0,2,0,0,0,Bournemouth,Chelsea,Stoke,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,2,28,2.5,5.55555555555556e-07,6.22222222222222e-06,0,83363,1,17,0,0,0,0,0,6.2,3951,0,0,28,0,0.8,0,3.7,0,0,2,0,2,1.4,54755,0,0,0,0,952,1177,0,0,130,Tottenham,Newcastle,Crystal Palace,Swansea,Liverpool,1.4,2.7,2.7,2.3,1.2,2.2,1.5,3.1,3.1,1.7,2.0,2.2,1.2,2.1,1.8,2.8,1.7,2.4,1.9,2.2,2.5,1.2,2.3,1.6,2.0,1.6,37.0
Kyle,Bartley,DEF,SWA,4400000,0,3,0.25,5.68181818181818e-08,6.81818181818182e-07,0,4938,0,1,0,0,0,0,0,0.7,56,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,689,0,0,0,0,75,9,0,0,18,Bournemouth,Chelsea,Stoke,West Brom,Man City,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,0,16,2.3,2.83950617283951e-07,1.97530864197531e-06,0,148619,0,6,0,0,0,2,0,2.0,4539,-4,0,16,4,0.0,0,0.3,3,0,0,0,0,0.7,96086,1,0,0,1,194,139,0,0,56,Liverpool,Swansea,Newcastle,West Ham,Huddersfield,0.0,1.5,2.0,1.9,1.6,1.5,2.4,1.8,2.2,1.2,1.8,2.0,1.8,2.3,2.1,1.3,1.8,2.7,1.7,1.3,2.1,2.1,2.1,2.1,2.0,1.8,16.1
Jan,Bednarek,DEF,SOU,4200000,0,0,0.0,0.0,0.0,0,7587,0,0,0,0,0,0,0,0.0,122,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1166,0,0,0,0,0,65,0,0,0,Everton,Man City,Bournemouth,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,8,44,3.7,8.22222222222222e-07,9.77777777777778e-06,0,122851,1,14,0,41,0,0,0,9.8,3679,0,0,44,0,1.5,0,6.7,3,0,3,0,0,4.3,69537,0,0,0,2,1080,20602,0,0,223,Swansea,Burnley,Southampton,Crystal Palace,Man Utd,3.6,4.2,4.1,4.4,2.4,4.9,2.9,5.0,3.6,4.1,5.2,3.8,3.9,4.3,3.8,4.5,3.0,4.4,5.0,4.7,5.6,3.0,4.3,4.1,3.5,3.7,28.9
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,9223,0,0,0,0,0,0,0,0.0,87,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,605,0,0,0,0,0,1,0,0,0,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,6,44,3.7,6.27118644067797e-07,7.45762711864407e-06,0,416542,1,16,0,0,0,0,0,7.5,7763,-1,0,44,1,0.5,0,3.0,4,0,5,0,1,9.5,186983,0,0,0,1,1080,12446,0,0,218,Burnley,Huddersfield,Man Utd,Southampton,West Ham,2.3,5.6,4.9,2.7,2.4,5.1,5.5,3.0,2.6,4.2,2.1,5.6,2.3,4.3,2.4,3.8,2.7,4.9,1.8,4.9,4.8,2.0,5.5,1.8,4.9,2.4,51.6
Yohan,Benalouane,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,2506,0,0,0,0,0,0,0,0.0,75,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,689,0,0,0,0,0,41,0,0,0,West Ham,Tottenham,Burnley,Newcastle,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,1,10,1.4,1.8421052631578898e-07,1.31578947368421e-06,0,376844,3,11,0,0,0,0,0,1.3,1374,-4,0,10,4,0.0,0,0.3,0,0,0,0,0,2.1,33361,0,0,0,0,536,3093,0,0,-12,Stoke,Brighton,West Brom,Bournemouth,Watford,1.3,0.7,0.7,1.1,0.8,0.7,0.7,1.3,0.8,0.7,0.8,0.7,0.7,1.2,0.8,0.8,1.1,0.7,0.7,1.2,0.7,1.1,0.8,1.1,0.8,1.3,23.1
Saido,Berahino,FWD,STK,5700000,0,11,1.6,2.80701754385965e-07,1.9298245614035097e-06,0,29609,0,1,0,0,0,0,0,1.9,505,-3,0,11,3,0.1,1,0.7,0,0,2,0,1,0.3,11727,0,0,0,0,246,288,0,0,22,Crystal Palace,Liverpool,Swansea,Tottenham,Burnley,1.3,1.3,1.0,0.8,0.8,1.4,1.4,0.8,0.8,1.3,0.8,1.4,0.9,1.0,1.2,0.9,1.0,0.9,1.6,0.8,0.9,0.9,0.9,0.8,1.8,1.0,12.3
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,211,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,28,0,0,0,0,0,1,0,0,0,Newcastle,Man Utd,Tottenham,Burnley,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7500000,1,23,1.9166666666666698,2.55555555555556e-07,3.0666666666666698e-06,0,96288,0,2,0,0,0,1,0,3.1,1511,-5,0,23,5,0.2,0,1.3,0,0,1,0,1,0.6,19430,0,0,0,0,347,236,0,0,95,Huddersfield,Southampton,West Ham,Man Utd,Swansea,1.1,1.2,1.7,1.0,1.8,1.1,1.5,1.2,1.2,1.0,1.0,1.6,1.5,1.2,1.4,1.0,1.0,1.2,1.1,1.6,1.3,1.0,1.5,1.3,1.7,1.4,32.7
