FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Pierre-Emile,H?jbjerg,MID,SOU,4300000,0,5,0.33333333333333304,7.75193798449612e-08,1.16279069767442e-06,0,20321,0,2,0,0,0,0,0,1.2,1247,-2,0,5,2,0.2,0,1.0,0,0,0,0,0,0.4,20773,0,0,0,0,159,1600,0,0,39,Arsenal,Leicester,Chelsea,Huddersfield,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.7
Rob,Holding,DEF,ARS,4500000,0,8,0.5333333333333329,1.1851851851851899e-07,1.77777777777778e-06,0,94833,1,8,0,0,0,0,0,1.8,772,-5,0,8,5,0.0,0,0.0,0,0,1,0,0,0.6,15043,0,0,0,0,263,228,0,0,68,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.7
Jose,Holebas,DEF,WAT,4900000,0,30,2.7,5.510204081632651e-07,6.1224489795918405e-06,0,48011,3,21,0,0,0,0,0,6.1,2219,-1,1,30,1,0.1,0,0.3,3,0,2,0,3,0.5,42106,0,0,0,0,904,558,-1,0,169,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,2.8,3.7,3.1,3.0,1.9,1.8,2.2,2.1,2.2,2.7,1.9,2.9,1.9,2.6,2.0,2.4,2.0,2.2,2.8,3.5,2.7,2.2,1.9,53.6
Mason,Holgate,DEF,EVE,4200000,6,19,1.26666666666667,3.01587301587302e-07,4.52380952380952e-06,0,79821,0,5,0,0,0,0,0,4.5,1894,-3,0,19,3,0.7,0,3.0,0,0,2,0,0,0.9,56436,0,0,0,0,540,11255,0,0,89,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.6,0.6,0.8,0.8,0.6,0.6,0.9,0.6,1.1,0.8,0.6,1.9,0.8,0.6,1.1,0.6,0.6,1.0,0.6,0.9,0.6,0.9,0.6,24.1
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,16659,0,0,0,0,0,0,0,0.0,181,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1016,0,0,0,0,0,18,0,0,0,Brighton,Chelsea,Watford,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Hughes,MID,WAT,4600000,0,26,1.73333333333333,3.7681159420289897e-07,5.65217391304348e-06,0,41892,0,6,0,0,0,2,0,5.7,12651,-4,0,26,4,1.3,0,5.8,3,0,2,0,1,0.7,62948,0,0,0,1,323,1180,0,0,89,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0.0,0.0,0.0,0.0,0.0,1.1,0.9,0.9,1.1,1.1,0.9,1.2,1.4,1.0,0.9,0.9,1.0,0.9,1.1,1.1,1.0,1.1,0.9,30.3
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0666666666666667,1.70940170940171e-08,2.56410256410256e-07,0,277168,0,1,0,0,0,0,0,0.3,9019,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,7.0,277279,0,0,0,0,17,6706,0,0,5,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,4412,0,0,0,0,0,0,0,0.0,82,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1104,0,0,0,0,0,31,-1,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,1,29,2.1,4.28571428571429e-07,5.91836734693878e-06,0,36051,1,7,0,0,0,0,0,5.9,1219,-1,0,29,1,0.5,0,2.3,0,0,2,0,3,0.4,30023,0,0,0,0,731,240,0,0,113,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,1.3,1.0,1.3,1.0,2.0,2.3,1.2,1.8,1.4,1.3,1.5,1.3,1.9,1.2,1.4,1.8,1.5,1.8,1.0,1.5,1.4,1.9,1.3,52.2
Vicente,Iborra,MID,LEI,5800000,3,26,2.9,5e-07,4.48275862068966e-06,0,8427,0,7,0,0,0,1,0,4.5,324,-2,0,26,2,0.4,0,2.3,2,0,2,0,0,0.1,3208,0,0,0,0,732,282,0,0,149,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,2.3,2.2,3.1,2.6,2.3,1.4,3.6,2.1,2.0,2.3,3.3,1.4,2.6,3.1,2.1,3.2,1.9,3.2,2.1,2.6,2.1,3.4,1.8,32.0
Zlatan,Ibrahimovic,FWD,MUN,9800000,0,3,0.2,2.04081632653061e-08,3.06122448979592e-07,0,22338,0,0,0,0,0,0,0,0.3,4880,-2,1,3,2,0.1,0,0.8,0,0,0,0,0,0.3,29300,0,0,0,0,43,1322,-1,0,8,Man City,Bournemouth,West Brom,Leicester,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.8
Kelechi,Iheanacho,FWD,LEI,6500000,0,10,0.666666666666667,1.0256410256410301e-07,1.53846153846154e-06,0,132316,1,5,0,0,0,0,0,1.5,863,-5,1,10,5,0.0,0,0.3,0,0,0,0,0,0.6,12250,0,0,0,0,254,208,-1,0,25,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,10.1
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,7940,0,0,0,0,0,0,0,0.0,67,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,955,0,0,0,0,0,4,0,0,0,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5600000,2,36,2.6,4.6428571428571395e-07,6.42857142857143e-06,0,80657,0,20,0,0,0,0,0,6.4,1356,-4,0,36,4,0.3,0,1.5,0,0,5,0,1,0.5,26900,0,0,0,0,1251,439,0,0,128,Brighton,Chelsea,Watford,Southampton,Stoke,2.4,2.2,1.6,1.5,2.4,2.5,1.3,3.1,1.4,2.2,1.3,2.8,1.4,1.3,3.0,2.9,1.6,1.3,1.9,1.4,3.5,1.3,2.9,61.4
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,4592,0,0,0,0,0,0,0,0.0,145,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2363,0,0,0,0,0,92,0,0,0,Everton,West Brom,Bournemouth,Arsenal,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5100000,2,23,1.53333333333333,3.00653594771242e-07,4.50980392156863e-06,0,162546,0,6,0,0,0,1,0,4.5,1463,-4,0,23,4,0.3,0,1.5,1,0,3,0,0,0.6,45620,0,0,0,0,474,1075,0,0,116,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.8,0.8,1.3,1.0,0.8,0.8,0.9,0.8,1.3,0.8,1.7,0.8,0.8,0.8,0.8,0.8,1.1,1.1,0.8,1.5,0.8,1.1,0.8,52.7
,Izquierdo,MID,BHA,5900000,1,30,2.0,3.3898305084745803e-07,5.08474576271186e-06,0,3764,1,8,0,0,0,2,0,5.1,314,-1,0,30,1,0.5,0,3.0,1,0,3,0,0,0.1,5418,0,0,0,0,513,150,0,0,91,Huddersfield,Tottenham,Burnley,Watford,Chelsea,1.2,1.0,1.4,1.0,1.2,1.3,1.7,1.2,1.2,1.3,1.9,1.2,1.8,1.7,1.4,1.0,1.6,2.1,1.2,1.3,1.2,1.4,1.0,33.8
Phil,Jagielka,DEF,EVE,4800000,0,15,1.5,3.125e-07,3.125e-06,0,307812,0,23,0,0,0,0,0,3.1,5592,-2,0,15,2,0.1,0,0.3,1,0,1,0,0,2.7,87677,0,0,0,0,892,551,0,0,163,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.8,0.8,1.0,1.1,0.8,0.8,1.2,0.8,1.4,1.1,0.8,2.2,1.1,0.8,1.4,0.8,0.8,1.3,0.8,1.2,0.8,1.1,0.8,27.4
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,7802,0,0,0,0,0,0,0,0.0,173,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,765,0,0,0,0,0,34,0,0,0,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,0,8,0.5333333333333329,1.2121212121212098e-07,1.81818181818182e-06,0,23870,1,6,0,0,0,0,0,1.8,311,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,16508,0,0,0,0,338,20,0,0,35,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,7.3
Daryl,Janmaat,DEF,WAT,4800000,0,7,0.46666666666666706,9.722222222222221e-08,1.4583333333333299e-06,0,14278,0,6,0,0,0,1,0,1.5,244,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.1,5059,0,0,0,0,135,133,0,0,34,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,9.4
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,8677,0,0,0,0,0,0,0,0.1,36,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,923,0,0,0,0,1,6,0,0,2,Stoke,Brighton,Man City,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,12630,0,0,0,0,0,0,0,0.0,105,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,704,0,0,0,0,0,2,0,0,0,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5500000,0,26,1.73333333333333,3.1515151515151503e-07,4.7272727272727305e-06,0,548444,0,14,0,0,0,1,0,4.7,11462,-5,0,26,5,0.1,0,0.5,2,0,1,0,1,2.7,577449,0,0,0,1,482,203,0,0,77,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0.0,1.0,1.5,1.3,0.9,0.9,1.4,0.9,1.6,0.9,1.1,1.0,0.9,1.0,0.9,1.7,0.9,1.0,1.0,1.1,0.9,1.3,1.4,34.7
,Jesus,FWD,MCI,10300000,3,74,5.3,5.145631067961171e-07,7.184466019417481e-06,0,1644005,3,6,0,0,0,8,0,7.1,143969,-2,1,74,2,0.5,0,5.0,11,0,5,0,4,12.6,1664562,0,0,0,2,816,17386,-1,0,264,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,4.9,6.5,6.0,6.7,6.6,6.7,5.6,5.6,7.1,7.2,6.1,6.8,4.6,4.8,7.1,6.8,6.4,6.7,5.7,6.1,6.4,7.7,6.6,119.5
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,69932,0,0,0,0,0,0,0,0.0,5191,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.7,180380,0,0,0,0,0,16702,0,0,0,Man City,Bournemouth,West Brom,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,34,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,184,0,0,0,0,0,184,0,0,0,Chelsea,Arsenal,Stoke,Newcastle,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,1,0.0666666666666667,1.6260162601626e-08,2.4390243902438996e-07,0,28682,0,6,0,0,0,0,0,0.2,425,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.3,6042,0,0,0,0,149,349,0,0,23,Tottenham,Burnley,West Ham,West Brom,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Phil,Jones,DEF,MUN,5300000,0,59,5.4,1.0188679245283002e-06,1.1132075471698101e-05,0,897003,1,3,0,0,0,0,0,10.9,44008,3,1,59,-3,0.0,0,0.0,8,0,8,0,0,6.1,1107755,0,0,0,1,893,7872,-1,0,265,Man City,Bournemouth,West Brom,Leicester,Burnley,6.3,7.4,5.6,4.3,7.7,7.5,3.5,7.7,5.5,5.4,8.1,5.0,7.3,5.5,7.9,5.3,7.0,4.4,8.1,5.0,8.1,5.8,7.4,22.5
,Joselu,FWD,NEW,5500000,0,34,2.6,4.72727272727273e-07,6.18181818181818e-06,0,110727,2,14,0,0,0,2,0,6.2,6156,0,0,34,0,0.3,0,1.5,3,0,4,0,0,0.6,125234,0,0,0,0,924,640,0,0,102,Leicester,Everton,Arsenal,West Ham,Man City,2.7,3.2,1.3,2.0,2.2,2.7,2.6,2.3,1.9,2.3,2.1,2.6,2.1,1.6,2.4,1.7,3.2,1.9,2.6,1.9,2.9,2.4,1.7,72.7
Christian,Kabasele,DEF,WAT,4500000,8,45,3.2,7.11111111111111e-07,1e-05,0,11760,2,22,0,0,0,2,0,10.0,2868,0,0,45,0,1.1,0,5.0,1,0,4,0,0,1.3,75110,0,0,0,1,1139,48629,0,0,231,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,3.6,4.3,4.0,3.9,2.6,2.4,2.9,2.7,2.9,3.5,2.6,3.8,2.5,3.3,2.6,3.1,2.6,2.8,3.5,4.2,3.5,2.9,2.5,47.2
Younes,Kaboul,DEF,WAT,4300000,0,7,0.46666666666666706,1.0852713178294599e-07,1.62790697674419e-06,0,21280,0,3,0,0,0,0,0,1.6,272,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.2,3300,0,0,0,0,151,24,0,0,35,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,5.0
Elias,Kachunga,MID,HUD,5800000,2,33,2.4,4.1379310344827597e-07,5.68965517241379e-06,0,23374,1,20,0,0,0,0,0,5.7,351,-2,0,33,2,0.3,0,1.5,0,0,5,0,1,0.2,13463,0,0,0,0,1057,149,0,0,95,Brighton,Chelsea,Watford,Southampton,Stoke,2.1,1.9,1.4,1.3,2.2,2.2,1.2,2.8,1.2,2.0,1.2,2.5,1.2,1.2,2.7,2.6,1.4,1.2,1.7,1.2,3.1,1.2,2.6,38.9
Sullay,Kaikai,MID,CRY,4400000,0,1,0.0666666666666667,1.5151515151515202e-08,2.2727272727272702e-07,0,10422,0,0,0,0,0,0,0,0.2,167,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,12732,0,0,0,0,13,16,0,0,5,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,12800000,2,82,5.9,4.609375e-07,6.40625e-06,0,2103463,3,12,0,0,0,10,0,6.4,103721,3,0,82,-3,0.3,0,4.3,14,0,6,0,1,37.5,2339419,0,0,0,4,1209,66999,0,0,276,Stoke,Brighton,Man City,Burnley,Southampton,8.2,8.2,6.9,6.6,7.6,0.0,15.9,8.9,7.2,8.2,6.1,8.1,7.0,8.9,7.2,8.5,6.0,7.4,7.2,7.2,7.0,7.1,8.3,160.6
N'Golo,Kante,MID,CHE,4900000,2,42,3.5,7.142857142857141e-07,8.571428571428571e-06,0,888241,1,8,0,0,0,1,0,8.6,19601,-1,0,42,1,0.8,0,3.8,5,0,6,0,1,12.3,565794,0,0,0,0,1066,19961,0,0,257,West Ham,Huddersfield,Southampton,Everton,Brighton,3.4,3.2,3.1,3.6,3.0,3.1,2.5,3.4,3.0,3.6,3.6,3.6,2.1,2.4,3.7,3.3,3.0,4.1,3.4,4.3,4.2,2.8,3.5,58.5
Loris,Karius,GLK,LIV,4800000,0,6,0.4,8.33333333333333e-08,1.25e-06,0,5643,0,0,0,0,0,0,0,1.3,161,-2,0,6,2,0.0,0,0.0,0,0,1,0,0,0.2,2129,0,0,0,0,90,38,0,0,23,Everton,West Brom,Bournemouth,Arsenal,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Orestis,Karnezis,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,359,0,3,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,487,0,0,0,0,31,27,0,0,4,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Beram,Kayal,MID,BHA,4400000,0,0,0.0,0.0,0.0,0,4737,0,0,0,0,0,0,0,0.0,92,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1957,0,0,0,0,0,78,0,0,0,Huddersfield,Tottenham,Burnley,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Keane,DEF,EVE,5300000,1,19,1.6,3.0188679245283e-07,3.58490566037736e-06,0,500171,1,24,0,0,0,0,0,3.6,4927,-2,0,19,2,0.1,0,0.5,2,0,1,0,0,5.1,125711,0,0,0,0,984,773,0,0,182,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.8,0.8,1.1,1.2,0.8,0.8,1.4,0.8,1.6,1.2,0.8,2.4,1.2,0.8,1.6,0.8,0.9,1.4,0.8,1.4,0.8,1.3,0.9,31.4
Martin,Kelly,DEF,CRY,4200000,6,6,0.4,9.52380952380952e-08,1.4285714285714301e-06,0,10277,0,2,0,0,0,0,0,1.4,417,-3,0,6,3,0.4,0,1.5,0,0,1,0,0,0.2,4307,0,0,0,0,139,2132,0,0,28,Bournemouth,Watford,Leicester,Swansea,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,6.0
,Kenedy,MID,CHE,4700000,0,0,0.0,0.0,0.0,0,2557,0,0,0,0,0,0,0,0.0,49,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.0,853,0,0,0,0,0,15,-1,0,0,West Ham,Huddersfield,Southampton,Everton,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4300000,5,20,1.33333333333333,3.10077519379845e-07,4.65116279069767e-06,0,11176,1,15,0,0,0,0,0,4.7,3676,-2,0,20,2,1.0,0,4.3,2,0,2,0,1,0.9,49831,0,0,0,1,644,17206,0,0,152,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.7,0.7,0.8,0.9,0.7,0.7,1.0,0.7,1.2,0.9,0.7,2.0,0.9,0.7,1.2,0.7,0.7,1.1,0.7,1.0,0.7,0.9,0.7,29.9
,Ki Sung-yueng,MID,SWA,4900000,2,13,1.6,3.26530612244898e-07,2.6530612244897998e-06,0,1016,1,7,0,0,0,0,0,2.7,84,-1,0,13,1,0.4,0,1.8,0,0,1,0,0,0.0,1119,0,0,0,0,532,106,0,0,78,West Brom,Man City,Everton,Crystal Palace,Liverpool,1.1,0.8,1.0,1.1,0.8,1.0,0.9,1.0,0.8,1.1,0.8,0.9,0.8,1.3,0.9,0.9,0.8,0.9,1.5,0.8,0.8,1.0,0.9,13.8
,Kiko Femenia,DEF,WAT,4600000,2,51,3.6,7.826086956521741e-07,1.1086956521739099e-05,0,190703,2,20,0,0,0,0,0,11.1,7432,1,0,51,-1,0.9,0,4.3,9,0,5,0,1,6.2,475882,0,0,0,1,1208,45282,0,0,295,Burnley,Crystal Palace,Huddersfield,Brighton,Leicester,4.2,4.9,4.6,4.6,3.1,2.9,3.5,3.2,3.4,4.1,3.1,4.4,3.1,3.9,3.2,3.7,3.1,3.4,4.2,4.7,4.1,3.4,3.0,50.5
Andy,King,MID,LEI,4300000,0,14,0.933333333333333,2.1705426356589102e-07,3.2558139534883703e-06,0,184904,0,8,0,0,0,0,0,3.3,12257,-2,0,14,2,0.0,0,0.0,1,0,0,0,1,3.2,287912,0,0,0,0,347,13314,0,0,53,Newcastle,Southampton,Crystal Palace,Man Utd,Watford,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,10.9
Joshua,King,FWD,BOU,7000000,2,38,2.9,4.14285714285714e-07,5.4285714285714306e-06,0,287833,1,14,0,0,0,2,0,5.4,5102,-5,0,38,5,0.5,0,3.8,2,0,4,0,1,1.5,76116,0,0,0,0,1153,4957,0,0,142,Crystal Palace,Man Utd,Liverpool,Man City,West Ham,2.7,1.7,2.9,2.4,3.5,3.6,2.6,2.9,2.5,2.0,3.5,2.3,3.2,2.4,2.6,3.3,3.0,3.5,2.1,3.0,2.6,2.6,2.3,86.7
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5612,0,0,0,0,0,0,0,0.0,47,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,196,0,0,0,0,0,5,0,0,0,West Brom,Man City,Everton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,7000000,0,4,0.266666666666667,3.80952380952381e-08,5.714285714285711e-07,0,80424,0,4,0,0,0,0,0,0.6,324,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.3,4813,0,0,0,0,187,56,0,0,10,Liverpool,Newcastle,Swansea,Chelsea,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4300000,0,25,1.6666666666666698,3.87596899224806e-07,5.81395348837209e-06,0,43603,0,8,0,0,0,0,0,5.8,4887,-2,0,25,2,0.5,0,2.0,1,0,3,0,0,1.0,68375,0,0,0,0,630,4061,0,0,149,Everton,West Brom,Bournemouth,Arsenal,Swansea,1.2,1.6,0.8,0.8,1.1,1.2,0.9,0.9,0.8,0.9,1.4,1.0,1.9,1.4,0.8,1.3,1.9,0.8,1.2,1.0,1.3,1.0,1.6,16.7
Anthony,Knockaert,MID,BHA,5700000,2,43,2.9,5.08771929824561e-07,7.54385964912281e-06,0,95399,2,11,0,0,0,1,0,7.5,2898,-3,0,43,3,0.4,0,2.3,5,0,5,0,1,0.8,40539,0,0,0,0,1066,1087,0,0,202,Huddersfield,Tottenham,Burnley,Watford,Chelsea,2.1,1.9,2.6,1.9,2.2,2.4,3.0,2.2,2.2,2.3,3.3,2.2,3.2,3.1,2.5,1.5,2.8,3.5,2.2,2.4,2.2,2.5,1.5,66.1
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2002,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,100,0,0,0,0,0,4,0,0,0,Man Utd,Swansea,Tottenham,Bournemouth,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,6200000,1,74,5.3,8.548387096774191e-07,1.19354838709677e-05,0,509781,1,15,0,0,0,1,0,11.9,17437,2,-1,74,-2,0.9,0,5.5,6,0,7,0,4,15.7,701948,0,0,0,1,1207,79505,1,0,314,Southampton,West Ham,Newcastle,Liverpool,Crystal Palace,5.3,5.1,7.6,7.8,5.2,5.3,7.2,4.7,8.0,4.8,7.2,5.1,6.2,5.5,7.3,4.1,7.5,7.4,4.7,8.0,3.5,7.6,4.9,75.7
