FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jermain,Defoe,FWD,BOU,7800000,2,6,1.5,1.92307692307692e-07,7.69230769230769e-07,0,113360,0,6,0,0,0,0,0,0.8,12916,-2,0,6,2,0.2,0,1.7,0,0,0,0,0,2.5,10285,0,0,0,0,199,3676,0,0,16,Brighton,Everton,Leicester,Tottenham,Stoke,1.3,0.8,1.5,1.1,0.8,0.8,0.8,0.9,1.5,1.0,0.8,1.1,0.8,1.9,0.8,2.2,1.3,0.9,2.2,0.8,0.8,1.5,0.8,0.8,0.8,0.8,1.0,0.9,1.4,0.8,0.9,0.8,0.8,0.9,5.4
Steven,Defour,MID,BUR,5500000,3,12,3.0,5.454545454545451e-07,2.1818181818181803e-06,0,9170,0,3,0,0,0,0,0,2.2,1958,0,0,12,0,0.4,0,2.3,0,0,1,0,1,0.4,12499,0,0,0,0,325,672,0,0,63,Liverpool,Huddersfield,Everton,West Ham,Man City,1.6,2.8,3.5,4.5,2.5,3.1,3.0,2.4,4.5,3.7,2.4,1.5,3.4,2.4,1.5,1.5,2.2,4.2,3.5,2.1,3.2,2.1,4.5,2.4,4.1,2.0,2.7,2.2,3.2,3.7,1.9,2.6,2.1,4.1,14.6
Damien,Delaney,DEF,CRY,4400000,0,0,0.0,0.0,0.0,0,11349,0,0,0,0,0,0,0,0.0,1559,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,875,0,0,0,0,0,121,0,0,0,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabian,Delph,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,5872,0,0,0,0,0,0,0,0.0,743,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1355,0,0,0,0,0,332,0,0,0,Watford,Crystal Palace,Chelsea,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5000000,1,8,2.0,4e-07,1.6e-06,0,55151,0,3,0,0,0,0,0,1.6,15026,0,0,8,0,0.3,0,1.7,0,0,1,0,0,3.2,58410,0,0,0,0,288,4741,0,0,58,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,1.0,1.3,1.5,1.5,1.6,1.0,1.1,1.4,1.0,1.6,2.1,1.1,1.0,1.6,2.0,1.0,2.6,3.0,1.5,2.0,1.0,1.1,2.2,2.4,1.0,2.5,1.0,1.8,1.3,1.0,1.6,1.0,1.5,1.3,13.1
Laurent,Depoitre,FWD,HUD,5200000,1,1,0.0833333333333333,1.6025641025641e-08,1.92307692307692e-07,0,5956,0,0,0,0,0,0,0,0.2,610,-3,1,1,3,0.1,0,0.3,0,0,0,0,0,0.1,1072,0,0,0,0,7,309,-1,0,3,Leicester,Burnley,Tottenham,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,NEW,4800000,1,3,0.25,5.20833333333333e-08,6.25e-07,0,6959,0,0,0,0,0,0,0,0.6,966,-2,1,3,2,0.2,0,1.0,0,0,0,0,0,0.2,815,0,0,0,0,43,253,-1,0,16,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.5
Brahim,Diaz,MID,MCI,4900000,0,0,0.0,0.0,0.0,0,2128,0,0,0,0,0,0,0,0.0,248,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,443,0,0,0,0,0,73,0,0,0,Watford,Crystal Palace,Chelsea,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,9,2.3,4.6e-07,1.8000000000000001e-06,0,68106,1,2,0,0,0,0,0,1.8,12372,0,0,9,0,0.4,0,2.0,0,0,2,0,0,3.5,31211,0,0,0,0,337,9276,0,0,53,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,1.2,1.7,1.9,1.9,2.0,1.3,1.4,1.8,1.2,2.0,2.6,1.4,1.2,2.1,2.4,1.2,3.1,3.4,1.9,2.4,1.2,1.4,2.7,2.9,1.2,3.0,1.2,2.2,1.6,1.2,2.0,1.2,1.8,1.6,12.0
Mame Biram,Diouf,FWD,STK,5400000,5,9,3.0,5.55555555555556e-07,1.66666666666667e-06,0,9916,0,3,0,0,0,0,0,1.7,1502,-1,0,9,1,0.4,0,2.3,0,0,1,0,1,0.3,5582,0,0,0,0,270,3553,0,0,40,Newcastle,Chelsea,Southampton,Man City,Bournemouth,1.5,2.9,2.9,1.5,4.5,2.0,4.4,2.0,2.5,4.5,2.1,2.5,2.0,4.5,3.3,1.5,1.5,2.8,1.5,3.2,2.0,2.5,3.9,1.5,1.7,2.8,4.0,1.5,2.1,1.5,3.4,1.5,4.1,3.4,11.5
Abdoulaye,Doucoure,MID,WAT,5200000,11,26,6.5,1.25e-06,5e-06,0,98406,0,3,0,0,0,2,0,5.1,27049,2,-1,26,-2,1.1,0,5.7,5,0,3,0,0,9.3,466201,0,0,0,0,360,229987,1,0,99,Man City,Swansea,West Brom,Arsenal,Chelsea,4.9,9.8,8.3,9.8,9.3,7.8,9.2,9.8,9.8,4.8,3.6,9.7,9.8,6.6,8.7,8.3,4.7,8.9,5.6,8.7,7.8,6.2,7.8,7.4,5.6,8.1,6.9,7.1,6.2,8.4,6.5,9.8,6.5,6.7,24.2
Aleksandar,Dragovic,DEF,LEI,5000000,0,0,0.0,0.0,0.0,0,128,0,0,0,0,0,0,0,0.0,62,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,379,0,0,0,0,0,89,0,0,0,Huddersfield,Liverpool,Bournemouth,West Brom,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4900000,0,0,0.0,0.0,0.0,0,8359,0,0,0,0,0,0,0,0.0,1700,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,4541,0,0,0,0,0,815,0,0,0,Arsenal,Stoke,Man City,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Duffy,DEF,BHA,4500000,2,13,3.3,7.33333333333333e-07,2.8888888888888903e-06,0,7911,0,5,0,0,0,0,0,2.9,2605,0,0,13,0,0.9,0,4.0,3,0,1,0,0,0.6,14964,0,0,0,1,360,5913,0,0,76,Bournemouth,Newcastle,Arsenal,Everton,West Ham,3.2,3.4,1.6,3.5,2.1,3.4,4.9,4.6,1.9,4.6,4.9,2.9,4.9,2.9,3.5,2.8,3.0,4.2,3.6,3.3,3.4,4.9,2.5,2.4,4.9,2.2,2.4,3.7,4.1,4.2,3.4,2.7,3.1,1.7,18.2
Paul,Dummett,DEF,NEW,4400000,0,1,0.0833333333333333,1.8939393939393898e-08,2.2727272727272702e-07,0,28321,0,0,0,0,0,0,0,0.2,2596,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,433,0,0,0,0,7,17,0,0,4,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4500000,2,8,2.0,4.44444444444444e-07,1.77777777777778e-06,0,28216,0,5,0,0,0,0,0,1.8,5227,0,0,8,0,0.7,0,3.0,0,0,1,0,0,1.3,11303,1,0,0,0,360,2309,0,0,68,Bournemouth,Newcastle,Arsenal,Everton,West Ham,1.5,1.6,1.0,1.6,1.0,1.6,2.6,2.4,1.0,2.8,2.6,1.3,2.6,1.3,1.6,1.2,1.3,2.0,1.7,1.5,1.6,3.0,1.1,1.0,2.5,1.0,1.0,1.7,2.0,2.5,1.5,1.2,1.4,1.0,20.2
Nathan,Dyer,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,1200,0,0,0,0,0,0,0,0.0,219,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,465,0,0,0,0,0,78,0,0,0,Tottenham,Watford,West Ham,Huddersfield,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Ederson,GLK,MCI,5500000,2,12,3.0,5.454545454545451e-07,2.1818181818181803e-06,0,64108,0,2,0,8,0,0,0,2.2,19890,0,0,12,0,0.4,0,2.0,0,0,1,0,0,4.0,35788,0,0,0,0,315,3515,0,0,55,Watford,Crystal Palace,Chelsea,Stoke,Burnley,4.5,3.9,2.7,3.8,2.2,3.5,4.1,1.8,2.8,2.6,4.5,1.9,4.5,2.6,3.3,2.9,4.1,2.7,1.7,2.6,3.6,2.6,2.9,1.5,2.5,2.5,3.5,2.2,2.4,4.5,1.8,2.1,3.3,3.3,5.9
,Eduardo,GLK,CHE,4900000,0,0,0.0,0.0,0.0,0,1597,0,0,0,0,0,0,0,0.0,202,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,300,0,0,0,0,0,49,0,0,0,Arsenal,Stoke,Man City,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Elliot,GLK,NEW,4100000,8,19,4.8,1.17073170731707e-06,4.6341463414634106e-06,0,53988,0,3,0,12,0,0,0,4.8,7525,1,-1,19,-1,1.4,0,5.7,1,0,2,0,0,22.2,311743,0,0,0,1,360,102118,1,0,82,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,7.2,6.1,7.2,6.1,6.4,5.1,6.6,3.9,5.5,6.1,5.2,6.0,5.6,3.0,4.2,4.3,6.7,4.9,4.1,4.7,4.9,6.4,5.1,5.9,3.5,5.5,7.2,6.5,3.7,7.2,4.4,6.7,7.2,5.4,8.2
Mohamed,Elneny,MID,ARS,4500000,0,5,0.4166666666666671,9.259259259259259e-08,1.11111111111111e-06,0,100401,0,3,0,0,0,0,0,1.1,20175,0,0,5,0,0.0,0,0.0,0,0,0,0,1,3.2,102243,0,0,0,0,66,3006,0,0,21,Chelsea,West Brom,Brighton,Watford,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,6.3
Christian,Eriksen,MID,TOT,9700000,8,30,7.5,7.7319587628866e-07,3.09278350515464e-06,0,154052,0,2,0,0,0,1,0,3.1,26376,2,-1,30,-2,0.6,0,6.0,5,0,3,0,3,27.5,672602,0,0,0,1,337,291226,1,0,110,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,4.8,9.4,10.4,7.5,10.8,8.5,6.8,9.6,6.3,10.3,11.2,8.8,6.8,10.9,11.2,6.4,11.2,11.2,7.9,11.2,5.4,8.7,11.2,11.2,7.4,11.0,6.8,11.2,9.7,5.5,10.7,4.1,10.3,9.1,47.4
Jonny,Evans,DEF,WBA,4900000,1,1,1.0,2.04081632653061e-07,2.04081632653061e-07,0,17843,0,3,0,0,0,0,0,0.2,1906,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.7,13658,0,0,0,0,90,4526,0,0,17,West Ham,Arsenal,Watford,Leicester,Southampton,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.3,1.0,0.5,0.5,0.5,0.5,0.9,0.5,0.7,0.5,0.5,0.5,0.5,0.7,0.9,0.6,0.5,0.5,0.5,0.5,1.0,0.5,0.5,1.2,1.9
Lukasz,Fabianski,GLK,SWA,4500000,4,18,4.5,1e-06,4e-06,0,35766,0,5,0,16,0,0,0,4.0,8333,0,0,18,0,0.9,0,4.0,0,0,2,0,0,4.2,37089,0,0,0,0,360,8203,0,0,91,Tottenham,Watford,West Ham,Huddersfield,Leicester,6.8,2.2,5.1,3.0,2.5,3.8,3.3,5.9,3.1,6.0,5.6,3.3,2.2,5.2,3.0,4.4,6.8,2.2,6.2,4.4,4.2,4.5,2.2,6.8,6.5,6.1,2.2,4.8,6.8,2.2,5.5,2.2,6.5,3.8,10.6
Cesc,Fabregas,MID,CHE,6900000,2,12,4.0,5.79710144927536e-07,1.73913043478261e-06,0,266199,0,4,0,0,0,1,0,1.7,23779,-1,0,12,1,0.6,0,4.3,3,0,1,0,0,5.8,138151,0,0,0,1,247,39500,0,1,54,Arsenal,Stoke,Man City,Crystal Palace,Watford,6.0,3.0,3.5,5.1,2.7,5.0,3.4,3.3,2.5,3.9,4.8,3.0,3.4,3.9,4.9,4.2,5.2,3.2,5.6,3.6,5.7,4.7,3.9,2.4,3.7,5.2,4.3,2.6,6.0,4.3,4.5,6.0,6.0,4.7,24.5
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,50383,0,0,0,0,0,0,0,0.0,14514,0,0,0,0,0.0,0,0.0,0,0,0,0,0,4.1,8075,0,0,0,0,0,607,0,0,0,Brighton,Everton,Leicester,Tottenham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1207,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,58,0,0,0,0,0,1,0,0,0,West Brom,Tottenham,Swansea,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,0,8,0.666666666666667,1.36054421768707e-07,1.63265306122449e-06,0,15586,0,0,0,0,0,1,0,1.6,5683,-1,0,8,1,0.5,0,2.3,0,0,0,0,0,0.8,26571,0,0,0,0,45,18049,0,0,27,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,0.5,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.7,0.3,0.3,8.8
Leroy,Fer,MID,SWA,5500000,1,10,2.5,4.54545454545455e-07,1.81818181818182e-06,0,14883,3,5,0,0,0,0,0,1.8,4081,0,0,10,0,0.4,0,2.3,0,0,2,0,1,0.6,12107,0,0,0,0,360,1078,0,0,45,Tottenham,Watford,West Ham,Huddersfield,Leicester,3.3,1.2,2.0,1.2,1.3,2.1,1.2,2.9,1.6,2.7,2.0,1.2,1.2,3.3,1.2,1.7,3.1,1.2,3.1,1.7,2.4,2.4,1.2,2.4,2.9,2.3,1.2,1.6,2.2,1.6,2.5,1.2,3.5,1.2,14.0
Edimilson,Fernandes,MID,WHU,4500000,0,3,0.25,5.5555555555555594e-08,6.66666666666667e-07,0,6344,1,6,0,0,0,0,0,0.7,1832,0,0,3,0,0.2,0,0.7,0,0,0,0,0,0.3,2477,0,0,0,0,171,42,0,0,15,West Brom,Tottenham,Swansea,Burnley,Brighton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Federico,Fernandez,DEF,SWA,4500000,2,17,4.3,9.555555555555558e-07,3.77777777777778e-06,0,33185,0,5,0,0,0,0,0,3.8,6259,0,0,17,0,0.6,0,2.7,3,0,2,0,0,2.3,59406,0,0,0,0,360,2745,0,0,84,Tottenham,Watford,West Ham,Huddersfield,Leicester,6.4,2.2,4.8,2.8,2.3,3.5,3.0,5.5,2.8,5.6,5.3,3.1,2.2,4.9,2.9,4.1,6.4,2.2,5.9,4.1,3.9,4.2,2.2,6.4,6.1,5.7,2.2,4.4,6.4,2.2,5.1,2.2,6.1,3.5,11.1
,Fernandinho,MID,MCI,5000000,2,12,3.0,6e-07,2.4e-06,0,64608,1,2,0,0,0,0,0,2.4,15853,0,0,12,0,0.4,0,2.0,0,0,2,0,1,3.8,139281,0,0,0,0,360,19784,0,0,58,Watford,Crystal Palace,Chelsea,Stoke,Burnley,3.2,3.3,2.8,3.3,2.6,2.2,4.5,2.4,2.3,2.4,4.5,1.6,4.5,1.5,4.0,3.2,3.6,1.5,1.6,3.0,2.4,3.0,3.6,2.2,2.6,2.0,2.6,3.5,2.0,3.5,2.3,2.0,2.8,3.0,18.7
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,3258,0,0,0,0,0,0,0,0.0,201,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,224,0,0,0,0,0,33,0,0,0,Watford,Crystal Palace,Chelsea,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,6,0.5,1.11111111111111e-07,1.33333333333333e-06,0,7510,0,0,0,0,0,0,0,1.3,1529,0,0,6,0,0.2,0,1.0,0,0,2,0,0,0.3,14794,0,0,0,0,154,170,0,0,12,West Ham,Arsenal,Watford,Leicester,Southampton,0.6,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,1.6
Roberto,Firmino,FWD,LIV,8600000,2,28,7.0,8.13953488372093e-07,3.2558139534883703e-06,0,319942,0,5,0,0,0,2,0,3.3,97056,1,0,28,-1,0.6,0,5.3,6,0,2,0,2,31.9,742207,0,0,0,1,314,166155,0,0,104,Burnley,Leicester,Newcastle,Man Utd,Tottenham,10.5,3.6,3.6,10.5,6.3,10.5,3.5,10.0,10.0,3.5,4.3,10.5,10.5,4.2,3.5,8.4,10.5,4.8,9.9,8.4,3.5,8.4,4.5,10.5,9.9,3.5,8.2,4.7,4.0,10.5,3.8,10.5,3.5,10.5,37.0
Jon,Flanagan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,165,0,0,0,0,0,0,0,0.0,68,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,233,0,0,0,0,0,47,0,0,0,Burnley,Leicester,Newcastle,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,21063,0,0,0,0,0,0,0,0.0,2110,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1526,0,0,0,0,0,409,0,0,0,West Brom,Tottenham,Swansea,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,5000000,2,9,2.3,4.6e-07,1.8000000000000001e-06,0,17210,0,4,0,0,0,0,0,1.8,2797,0,0,9,0,0.5,0,2.3,0,0,1,0,0,0.7,3684,0,0,0,0,360,913,0,0,49,Newcastle,Chelsea,Southampton,Man City,Bournemouth,1.4,2.3,2.1,1.2,3.3,1.3,3.0,1.2,1.6,3.4,2.0,1.5,1.2,3.4,2.1,1.2,1.2,2.6,1.2,2.4,1.3,1.7,2.2,1.2,1.2,1.8,3.3,1.2,1.3,1.2,2.2,1.2,2.8,3.0,11.1
Phil,Foden,MID,MCI,4900000,0,0,0.0,0.0,0.0,0,1310,0,0,0,0,0,0,0,0.0,160,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,260,0,0,0,0,0,31,0,0,0,Watford,Crystal Palace,Chelsea,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4900000,10,11,5.5,1.12244897959184e-06,2.24489795918367e-06,0,38756,0,3,0,0,0,0,0,2.2,4183,-1,0,11,1,0.8,0,3.7,1,0,1,0,1,1.5,7114,0,0,0,0,180,2964,0,0,38,West Brom,Tottenham,Swansea,Burnley,Brighton,2.8,7.7,6.7,2.8,8.2,2.8,8.2,3.8,8.2,2.8,2.8,8.1,8.2,2.8,8.2,2.8,4.3,8.2,2.8,8.2,8.2,2.8,7.8,2.8,4.8,7.6,7.8,8.2,2.8,8.2,2.8,7.0,2.8,8.2,11.7
Fraser,Forster,GLK,SOU,5000000,1,21,5.3,1.06e-06,4.2000000000000004e-06,0,69527,0,4,0,13,0,0,0,4.2,21753,0,0,21,0,1.0,0,5.0,3,0,2,0,0,8.1,126466,0,0,0,1,360,27407,0,0,75,Crystal Palace,Man Utd,Stoke,Newcastle,West Brom,7.4,5.5,6.0,6.0,7.0,7.1,5.3,4.4,6.1,5.8,7.0,8.0,6.5,6.4,7.1,8.0,4.9,6.7,8.0,5.5,7.0,7.1,8.0,6.3,7.9,6.7,8.0,5.3,3.8,5.8,4.6,7.2,5.5,4.6,9.1
Ben,Foster,GLK,WBA,4500000,2,17,4.3,9.555555555555558e-07,3.77777777777778e-06,0,101835,0,4,0,6,0,0,0,3.8,32557,0,0,17,0,0.7,0,3.3,1,0,2,0,0,17.6,241257,0,0,0,0,360,22486,0,0,70,West Ham,Arsenal,Watford,Leicester,Southampton,6.4,2.2,5.1,2.8,5.0,3.9,4.3,4.8,6.4,5.0,6.0,6.4,2.7,4.6,3.8,5.1,6.4,3.3,6.1,3.4,3.7,5.0,4.2,5.9,6.4,5.3,4.7,4.4,3.6,3.0,6.4,4.5,5.0,5.5,5.0
Timothy,Fosu-Mensah,DEF,CRY,4500000,2,6,1.5,3.3333333333333304e-07,1.33333333333333e-06,0,30989,0,6,0,0,0,0,0,1.3,6990,0,0,6,0,0.4,0,1.7,0,0,0,0,0,1.6,23910,0,0,0,0,347,2355,0,0,61,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.9,0.8,0.8,0.9,0.9,2.2,1.8,0.9,1.5,1.1,1.2,1.2,0.9,0.8,1.8,1.6,0.8,1.1,0.8,0.8,0.8,0.9,0.8,0.9,0.8,0.8,0.9,1.7,1.0,1.3,1.7,1.0,0.8,1.3,9.1
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,106,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,226,0,0,0,0,0,106,0,0,0,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,0,2,0.166666666666667,3.78787878787879e-08,4.54545454545455e-07,0,79516,1,2,0,0,0,0,0,0.5,5798,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,1.3,4148,0,0,0,0,124,1333,0,0,22,Brighton,Everton,Leicester,Tottenham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.7
