FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,2947,0,0,0,0,0,0,0,0.0,1725,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,16366,0,0,0,0,0,9883,0,0,0,Bournemouth,Newcastle,Arsenal,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,5000000,2,2,0.166666666666667,3.33333333333333e-08,4e-07,0,1743,0,3,0,0,0,0,0,0.4,720,0,0,2,0,0.4,0,2.0,0,0,0,0,0,0.2,8056,0,0,0,0,90,1771,0,0,13,West Ham,Arsenal,Watford,Leicester,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.4
Alexandre,Lacazette,FWD,ARS,10400000,6,15,3.8,3.6538461538461497e-07,1.4423076923076901e-06,0,385700,0,5,0,0,0,2,0,1.4,90000,-1,0,15,1,0.3,0,3.0,0,0,1,0,0,12.1,125204,0,0,0,0,270,6906,0,0,77,Chelsea,West Brom,Brighton,Watford,Everton,1.9,4.9,5.6,1.9,1.9,3.4,1.9,3.5,1.9,4.8,4.8,1.9,1.9,4.3,5.7,2.2,1.9,4.4,2.0,5.7,3.1,5.7,2.1,4.3,1.9,3.3,1.9,5.7,4.4,1.9,5.7,1.9,5.1,1.9,27.8
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,10942,0,0,0,0,0,0,0,0.0,4540,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,23821,0,0,0,0,0,10856,0,0,0,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7400000,0,0,0.0,0.0,0.0,0,27731,0,0,0,0,0,0,0,0.0,1433,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,881,0,0,0,0,0,98,0,0,0,Burnley,Leicester,Newcastle,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik,Lamela,MID,TOT,6400000,0,0,0.0,0.0,0.0,0,2162,0,0,0,0,0,0,0,0.0,188,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,382,0,0,0,0,0,65,0,0,0,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel,Lanzini,MID,WHU,6900000,0,1,0.0833333333333333,1.2077294685990301e-08,1.44927536231884e-07,0,36135,0,2,0,0,0,0,0,0.1,5663,-1,0,1,1,0.0,0,0.3,0,0,0,0,0,0.7,5297,0,0,0,0,45,74,0,0,5,West Brom,Tottenham,Swansea,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Jamaal,Lascelles,DEF,NEW,4500000,15,23,5.8,1.2888888888888901e-06,5.11111111111111e-06,0,26456,1,3,0,0,0,1,0,5.1,8638,0,0,23,0,1.6,0,7.3,3,0,2,0,0,2.5,69201,0,0,0,1,353,64858,0,0,87,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,8.7,7.4,8.7,7.9,7.7,6.8,8.2,5.2,6.6,7.4,6.9,7.7,7.3,4.1,5.7,5.7,8.1,6.4,5.4,6.2,6.5,7.7,6.7,7.3,4.8,7.2,8.7,8.4,4.9,8.7,5.9,8.1,8.7,7.0,14.5
,Lee Chung-yong,MID,CRY,4400000,2,3,0.25,5.68181818181818e-08,6.81818181818182e-07,0,9308,0,2,0,0,0,0,0,0.7,5115,-1,0,3,1,0.2,0,1.0,0,0,0,0,0,0.7,30602,0,0,0,0,109,21355,0,0,8,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Florian,Lejeune,DEF,NEW,4400000,0,1,0.0833333333333333,1.8939393939393898e-08,2.2727272727272702e-07,0,21778,0,0,0,0,0,0,0,0.2,1402,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.3,1055,0,0,0,0,33,277,0,0,4,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,2537,0,0,0,0,0,0,0,0.0,500,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,537,0,0,0,0,0,5,0,0,0,West Ham,Arsenal,Watford,Leicester,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,0,5,0.4166666666666671,8.33333333333333e-08,1e-06,0,6819,0,1,0,0,0,0,0,1.0,1219,0,0,5,0,0.3,0,1.7,0,0,1,0,0,0.1,4075,0,0,0,0,127,302,0,0,24,Crystal Palace,Man Utd,Stoke,Newcastle,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.1
Aaron,Lennon,MID,EVE,5500000,0,1,0.0833333333333333,1.51515151515151e-08,1.81818181818182e-07,0,2583,0,0,0,0,0,0,0,0.2,455,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,789,0,0,0,0,7,155,0,0,4,Man Utd,Bournemouth,Burnley,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
,Lewis Cook,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,14193,0,0,0,0,0,0,0,0.0,2956,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.8,7764,0,0,0,0,0,2681,0,0,0,Brighton,Everton,Leicester,Tottenham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,5100000,0,0,0.0,0.0,0.0,0,210257,0,0,0,0,0,0,0,0.0,11162,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.5,5322,0,0,0,0,0,395,0,0,0,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5900000,1,6,0.5,8.47457627118644e-08,1.01694915254237e-06,0,9200,0,0,0,0,0,0,0,1.0,1180,-1,0,6,1,0.3,0,1.7,0,0,0,0,1,0.3,3385,0,0,0,0,22,455,0,0,21,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.2,5.0
Jake,Livermore,MID,WBA,5000000,2,10,2.5,5e-07,2e-06,0,4441,0,4,0,0,0,0,0,2.0,1158,0,0,10,0,0.5,0,2.3,0,0,2,0,0,0.3,5044,0,0,0,0,340,705,0,0,43,West Ham,Arsenal,Watford,Leicester,Southampton,3.8,1.4,1.3,1.6,2.0,1.7,1.5,2.2,2.5,2.5,2.8,3.8,1.2,1.7,1.2,3.4,3.8,1.3,2.2,2.5,1.6,2.0,1.8,2.3,2.2,3.0,2.7,2.2,2.0,1.2,3.5,2.2,1.2,2.5,9.9
Fernando,Llorente,FWD,TOT,7400000,0,0,0.0,0.0,0.0,0,5672,0,0,0,0,0,0,0,0.0,751,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2351,0,0,0,0,0,940,0,0,0,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hugo,Lloris,GLK,TOT,5500000,6,16,4.0,7.27272727272727e-07,2.90909090909091e-06,0,107542,0,3,0,6,0,0,0,2.9,18223,0,0,16,0,0.5,0,3.0,0,0,2,0,0,13.2,79021,0,0,0,0,360,22871,0,0,73,Swansea,West Ham,Huddersfield,Bournemouth,Liverpool,2.0,4.1,5.0,3.5,4.7,3.8,3.6,3.0,3.8,3.6,6.0,4.1,3.7,4.5,4.8,2.6,6.0,6.0,2.6,5.6,2.3,3.5,4.5,6.0,3.4,5.4,2.6,4.9,4.6,2.0,5.7,2.6,5.8,2.9,5.1
Ruben,Loftus-Cheek,MID,CRY,4500000,0,4,2.0,4.44444444444444e-07,8.888888888888891e-07,0,239759,0,4,0,0,0,0,0,0.9,47641,0,0,4,0,0.2,0,0.7,0,0,0,0,0,7.6,96527,0,0,0,0,180,7986,0,0,38,Southampton,Man City,Man Utd,Chelsea,Newcastle,1.3,1.2,1.0,1.4,1.7,3.0,1.9,2.4,1.9,1.2,1.1,2.4,1.0,1.2,3.0,3.0,1.1,1.5,1.4,1.0,1.0,1.7,1.9,1.0,1.1,1.4,1.1,2.5,2.1,1.4,1.7,2.1,1.0,1.3,10.2
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,4384,0,0,0,0,0,0,0,0.0,1774,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4022,0,0,0,0,0,3070,0,0,0,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,1441,0,0,0,0,0,0,0,0.0,411,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1118,0,0,0,0,0,718,0,0,0,Leicester,Burnley,Tottenham,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,46356,0,0,0,0,0,0,0,0.0,8831,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.6,21629,0,0,0,0,0,2752,0,0,0,Liverpool,Huddersfield,Everton,West Ham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5800000,1,3,1.0,1.7241379310344802e-07,5.17241379310345e-07,0,16640,0,0,0,0,0,0,0,0.5,1746,-2,0,3,2,0.2,0,1.0,0,0,0,0,0,0.4,2575,0,0,0,0,57,465,0,0,12,Crystal Palace,Man Utd,Stoke,Newcastle,West Brom,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.7,1.1,0.7,0.5,0.5,0.7,0.5,0.6,0.6,0.5,0.5,0.5,0.9,0.5,0.7,0.5,1.0,0.5,0.5,0.5,0.5,0.7,0.5,0.5,4.6
Ademola,Lookman,MID,EVE,5300000,0,0,0.0,0.0,0.0,0,4922,0,0,0,0,0,0,0,0.0,642,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.1,470,0,0,0,0,0,44,-1,0,0,Man Utd,Bournemouth,Burnley,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas,Lossl,GLK,HUD,4600000,1,24,6.0,1.30434782608696e-06,5.21739130434783e-06,0,49869,0,2,0,13,0,0,0,5.2,15788,1,0,24,-1,1.1,0,5.0,3,0,3,0,0,8.9,296092,0,0,0,1,360,58974,0,0,101,Leicester,Burnley,Tottenham,Swansea,Man Utd,8.6,6.2,7.3,9.0,7.7,4.2,8.9,6.8,6.7,3.5,5.3,8.9,8.0,9.0,7.5,9.0,7.4,4.4,9.0,5.9,9.0,4.7,9.0,6.9,9.0,6.4,8.6,6.8,6.9,7.5,6.3,8.3,5.7,9.0,9.1
Dejan,Lovren,DEF,LIV,5400000,0,7,2.3,4.25925925925926e-07,1.2962962962963e-06,0,35007,1,3,0,0,0,0,0,1.3,7241,-1,0,7,1,0.4,0,2.0,0,0,1,0,0,1.4,7900,0,0,0,0,181,901,0,0,41,Burnley,Leicester,Newcastle,Man Utd,Tottenham,2.1,1.2,1.2,2.2,1.7,3.0,1.2,2.4,2.4,1.2,1.2,2.5,3.1,1.2,1.2,1.7,2.7,1.2,1.9,1.7,1.2,2.4,1.2,3.4,2.5,1.2,2.5,1.5,1.2,3.0,1.2,3.3,1.2,3.1,7.2
Chris,Lowe,DEF,HUD,4500000,6,24,6.0,1.33333333333333e-06,5.333333333333329e-06,0,22469,0,0,0,0,0,0,0,5.3,9601,0,0,24,0,1.3,0,6.0,0,0,4,0,0,2.2,86923,0,0,0,0,332,49739,0,0,93,Leicester,Burnley,Tottenham,Swansea,Man Utd,8.6,6.2,7.3,9.0,7.7,4.2,8.9,6.8,6.7,3.5,5.3,8.9,8.0,9.0,7.5,9.0,7.4,4.4,9.0,5.9,9.0,4.7,9.0,6.9,9.0,6.4,8.6,6.8,6.9,7.5,6.3,8.3,5.7,9.0,7.3
Matthew,Lowton,DEF,BUR,4500000,6,14,3.5,7.77777777777778e-07,3.11111111111111e-06,0,13518,0,4,0,0,0,0,0,3.1,2860,0,0,14,0,0.7,0,3.3,0,0,1,0,1,1.1,14232,0,0,0,0,360,2609,0,0,69,Liverpool,Huddersfield,Everton,West Ham,Man City,2.1,4.2,2.8,5.2,3.0,3.4,4.0,2.4,5.0,3.8,2.2,3.5,4.8,4.1,3.4,2.4,3.5,5.2,4.7,3.1,3.6,2.5,5.2,3.4,3.5,2.6,3.3,4.2,5.2,3.7,3.1,4.4,1.8,4.2,14.3
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,743,0,0,0,0,0,0,0,0.0,71,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,97,0,0,0,0,0,15,0,0,0,Burnley,Leicester,Newcastle,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11700000,6,25,6.3,5.384615384615379e-07,2.13675213675214e-06,0,221187,0,2,0,0,0,4,0,2.1,104690,2,0,25,-2,0.3,1,4.0,3,0,3,0,0,56.4,549806,0,0,0,1,360,33876,0,0,97,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,9.4,7.0,9.0,5.0,5.2,6.2,6.0,7.6,9.3,7.8,5.8,7.6,9.4,6.3,6.4,8.8,7.8,6.9,9.4,7.7,8.7,8.3,6.0,7.8,7.6,9.4,5.6,6.2,6.6,8.6,7.1,9.4,7.2,6.0,53.3
Levi,Lumeka,MID,CRY,4500000,1,1,0.0833333333333333,1.85185185185185e-08,2.22222222222222e-07,0,42,0,0,0,0,0,0,0,0.2,42,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,100,0,0,0,0,25,100,0,0,3,Southampton,Man City,Man Utd,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,13738,0,0,0,0,0,0,0,0.0,2968,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.2,5722,0,0,0,0,0,2506,0,0,0,Bournemouth,Newcastle,Arsenal,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,1,20,5.0,9.80392156862745e-07,3.92156862745098e-06,0,87874,0,8,0,0,0,1,0,3.9,21691,1,0,20,-1,1.1,0,5.7,3,0,1,0,1,7.0,279339,0,0,0,1,360,41614,0,0,97,Huddersfield,Liverpool,Bournemouth,West Brom,Swansea,4.2,7.5,4.7,7.5,7.4,6.8,3.7,5.5,3.1,6.5,6.1,4.4,5.0,7.4,6.3,6.9,2.5,7.5,4.1,6.6,3.3,5.3,3.5,7.5,7.5,4.9,7.5,4.9,6.7,4.0,6.7,5.2,7.5,7.2,21.1
Riyad,Mahrez,MID,LEI,8500000,2,20,5.0,5.882352941176471e-07,2.3529411764705897e-06,0,90190,0,8,0,0,0,0,0,2.4,24905,0,0,20,0,0.6,0,5.0,2,0,1,0,3,5.5,164733,0,0,0,1,360,45063,0,0,65,Huddersfield,Liverpool,Bournemouth,West Brom,Swansea,3.4,7.5,4.8,6.3,7.5,7.5,2.9,5.8,3.0,4.6,6.7,5.0,4.6,7.4,5.7,5.0,2.5,6.9,4.2,4.7,4.7,6.2,3.8,7.5,7.5,3.3,7.5,3.6,7.3,4.6,6.3,5.2,7.5,5.5,27.5
Scott,Malone,DEF,HUD,4400000,0,0,0.0,0.0,0.0,0,4057,0,2,0,0,0,0,0,0.0,508,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,529,0,0,0,0,27,97,0,0,9,Leicester,Burnley,Tottenham,Swansea,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
Sadio,Mane,MID,LIV,9500000,-2,20,5.0,5.263157894736841e-07,2.10526315789474e-06,0,858984,1,8,0,0,0,3,0,2.1,736592,0,1,20,0,0.5,0,4.7,0,0,2,0,0,15.5,430646,0,0,0,0,289,1737,-1,1,78,Burnley,Leicester,Newcastle,Man Utd,Tottenham,0.0,0.0,3.1,6.1,3.6,7.3,2.5,6.7,7.1,2.5,2.5,7.5,6.7,3.0,2.5,6.7,7.5,2.8,6.2,6.7,2.5,5.0,2.8,7.5,7.5,2.5,5.1,3.3,2.9,7.5,2.5,7.5,2.5,7.0,38.5
Eliaquim,Mangala,DEF,MCI,5000000,1,1,0.0833333333333333,1.66666666666667e-08,2e-07,0,1411,0,0,0,0,0,0,0,0.2,314,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.1,1461,0,0,0,0,19,462,0,0,3,Watford,Crystal Palace,Chelsea,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Javier,Manquillo,DEF,NEW,4500000,7,16,4.0,8.888888888888891e-07,3.55555555555556e-06,0,18718,0,3,0,0,0,0,0,3.6,3547,0,0,16,0,1.1,0,5.0,1,0,2,0,0,1.2,13216,0,0,0,0,360,5703,0,0,73,Stoke,Brighton,Liverpool,Southampton,Crystal Palace,5.8,4.9,6.0,4.8,5.3,3.9,5.2,2.9,4.3,5.0,4.0,4.6,4.3,2.2,3.2,3.2,5.4,3.7,3.0,3.5,3.7,5.3,3.9,4.5,2.6,4.2,6.0,5.1,2.7,6.0,3.3,5.5,6.0,4.1,15.5
Solomon,March,MID,BHA,5000000,4,11,2.8,5.6e-07,2.2e-06,0,3373,1,5,0,0,0,0,0,2.2,963,0,0,11,0,0.6,0,3.0,0,0,1,0,1,0.2,3391,0,0,0,0,346,2176,0,0,53,Bournemouth,Newcastle,Arsenal,Everton,West Ham,3.2,3.0,1.7,3.9,1.5,2.4,4.2,3.3,1.4,3.3,4.0,1.8,2.9,2.6,1.5,2.2,2.6,3.9,1.7,2.6,2.4,4.2,1.5,2.3,4.2,2.9,2.0,3.6,2.8,3.0,1.5,2.4,2.0,1.4,20.0
Adrian,Mariappa,DEF,WAT,4000000,1,1,0.0833333333333333,2.08333333333333e-08,2.5e-07,0,52296,0,0,0,0,0,0,0,0.3,9680,0,0,1,0,0.1,0,0.3,0,0,0,0,0,3.1,20985,0,0,0,0,29,7355,0,0,4,Man City,Swansea,West Brom,Arsenal,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,509,0,0,0,0,0,0,0,0.0,56,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,154,0,0,0,0,0,17,0,0,0,Liverpool,Huddersfield,Everton,West Ham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,1,20,1.6666666666666698,2.0833333333333302e-07,2.5e-06,0,43119,0,0,0,0,0,2,0,2.5,13702,0,0,20,0,0.4,0,3.3,1,0,1,0,1,2.4,73466,0,0,0,0,118,19602,0,0,73,Everton,Southampton,Crystal Palace,Liverpool,Huddersfield,2.0,0.9,1.6,0.8,0.8,0.8,0.8,1.4,1.2,1.0,0.8,0.9,2.0,0.8,0.8,1.2,1.1,1.2,1.6,0.9,1.2,1.3,1.0,1.2,1.2,2.1,0.8,1.1,0.8,1.1,1.3,2.5,0.8,0.8,29.8
Cuco,Martina,DEF,EVE,4300000,1,1,0.0833333333333333,1.93798449612403e-08,2.3255813953488398e-07,0,15465,1,3,0,0,0,0,0,0.2,2127,-2,1,1,2,0.1,0,0.3,0,0,0,0,0,0.4,2459,0,0,0,0,135,1048,-1,0,15,Man Utd,Bournemouth,Burnley,Brighton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,14273,0,0,0,0,0,0,0,0.0,1964,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.8,396,0,0,0,0,0,81,0,0,0,Chelsea,West Brom,Brighton,Watford,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
