FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Anthony,Knockaert,MID,BHA,5500000,0,78,2.7,4.90909090909091e-07,1.41818181818182e-05,0,123313,4,22,0,0,0,3,0,14.2,217,-5,0,78,5,0.1,0,0.8,6,0,9,0,1,0.5,51735,0,0,0,0,2055,175,0,1,333,Burnley,Man Utd,Man City,Liverpool,,1.9,3.5,1.4,131.6
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2189,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,150,0,0,0,0,0,1,0,0,0,West Ham,Huddersfield,Brighton,Southampton,,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,5800000,0,87,2.5588235294117596,4.41176470588235e-07,1.4999999999999999e-05,0,1169057,3,26,0,0,0,1,0,15.0,2820,-2,0,87,2,0.1,0,0.3,6,0,8,0,4,6.1,828252,0,0,0,1,1836,67,0,0,423,Man Utd,Burnley,Leicester,Huddersfield,,1.3,4.0,1.5,101.6
Vincent,Kompany,DEF,MCI,5900000,6,58,3.6,6.10169491525424e-07,9.830508474576269e-06,0,282529,6,10,0,0,0,1,0,9.8,3941,-1,-1,58,1,0.8,0,5.0,2,0,6,0,1,3.4,170922,0,0,0,0,1304,25655,1,0,311,West Ham,Huddersfield,Brighton,Southampton,,4.0,9.1,4.0,55.6
Terence,Kongolo,DEF,HUD,4400000,0,19,0.558823529411765,1.2700534759358301e-07,4.31818181818182e-06,0,2796,0,10,0,0,0,0,0,4.3,168,-1,0,19,1,0.9,0,4.0,2,0,1,0,0,0.0,4660,0,0,0,0,687,525,0,0,118,Everton,Man City,Chelsea,Arsenal,,0.3,0.6,0.3,24.7
Laurent,Koscielny,DEF,ARS,6000000,2,100,4.0,6.66666666666667e-07,1.6666666666666698e-05,0,188699,4,32,0,0,0,2,0,16.7,2802,0,0,100,0,0.1,0,0.5,16,0,9,0,0,1.7,205132,0,0,0,3,2225,550,0,0,556,Man Utd,Burnley,Leicester,Huddersfield,,2.9,7.8,3.1,95.5
Cheikhou,Kouyate,MID,WHU,5000000,2,76,2.6,5.2e-07,1.52e-05,0,66614,5,51,0,0,0,2,0,15.2,387,0,0,76,0,0.6,0,2.8,2,0,5,0,3,0.3,77982,0,0,0,0,2438,394,0,0,322,Man City,Leicester,Man Utd,Everton,,1.5,3.7,3.1,94.4
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,39771,0,0,0,0,0,0,0,0.0,422,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,69506,0,0,0,0,0,108,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,4700000,0,53,1.5142857142857098,3.2218844984802396e-07,1.12765957446809e-05,0,28447,2,30,0,0,0,0,0,11.3,62,-3,0,53,3,0.1,0,0.5,4,0,3,0,3,0.1,32136,0,0,0,0,1557,7,0,0,245,Newcastle,Tottenham,Crystal Palace,,,0.8,0.8,0.8,56.9
Alexandre,Lacazette,FWD,ARS,10200000,13,126,4.2,4.1176470588235295e-07,1.2352941176470599e-05,0,1803801,1,28,0,0,0,13,0,12.4,17324,-3,0,126,3,0.7,0,6.8,10,0,8,0,4,6.7,1294847,0,0,0,2,2036,19371,0,0,492,Man Utd,Burnley,Leicester,Huddersfield,,2.9,9.0,3.5,239.2
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,160986,0,1,0,0,0,0,0,0.2,774,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.0,208541,0,0,0,0,16,23,0,0,3,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,0.2
Adam,Lallana,MID,LIV,7300000,0,12,1.1,1.50684931506849e-07,1.64383561643836e-06,0,41578,1,1,0,0,0,0,0,1.6,53,-2,0,12,2,0.0,0,0.3,0,0,1,0,0,0.3,9545,0,0,0,0,218,6,0,0,33,Stoke,Chelsea,Brighton,,,0.0,0.0,0.0,25.5
Erik,Lamela,MID,TOT,6300000,0,35,1.02941176470588,1.63398692810457e-07,5.55555555555556e-06,0,17603,3,8,0,0,0,0,0,5.6,372,-2,0,35,2,0.2,0,1.5,0,0,3,0,3,0.1,18538,0,0,0,0,650,472,0,0,119,Watford,West Brom,Newcastle,Leicester,,0.5,1.1,0.5,62.9
Manuel,Lanzini,MID,WHU,6600000,4,83,3.6,5.454545454545451e-07,1.25757575757576e-05,0,244582,4,39,0,0,0,3,0,12.6,500,-4,0,83,4,0.2,1,1.3,8,0,4,0,7,0.7,239622,0,0,0,2,1725,721,0,0,388,Man City,Leicester,Man Utd,Everton,,2.6,6.1,4.8,142.6
Aymeric,Laporte,DEF,MCI,5100000,6,24,0.7058823529411771,1.3840830449827e-07,4.7058823529411794e-06,0,95462,1,3,0,0,0,0,0,4.7,2177,-4,0,24,4,0.5,0,2.5,1,0,3,0,0,1.1,156379,0,0,0,0,536,11224,0,0,138,West Ham,Huddersfield,Brighton,Southampton,,0.4,0.8,0.4,15.3
Jamaal,Lascelles,DEF,NEW,4900000,2,105,3.6,7.3469387755102e-07,2.1428571428571398e-05,0,825006,5,27,0,0,0,3,0,21.9,8796,4,-1,105,-4,0.5,0,2.5,9,0,8,0,0,9.9,1268747,0,0,0,2,2567,34538,1,0,491,West Brom,Watford,Tottenham,Chelsea,,4.1,7.0,4.3,100.1
,Lee Chung-yong,MID,CRY,4200000,0,6,0.17142857142857096,4.08163265306122e-08,1.4285714285714301e-06,0,46043,0,3,0,0,0,0,0,1.4,322,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.3,48566,0,0,0,0,122,398,0,0,17,Leicester,Stoke,West Brom,,,0.1,0.1,0.1,4.4
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,5121,0,0,0,0,0,0,0,0.0,69,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9950,0,0,0,0,0,31,0,0,0,Brighton,Arsenal,Bournemouth,,,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4300000,2,50,2.5,5.81395348837209e-07,1.1627906976744199e-05,0,43254,3,28,0,0,0,0,0,11.6,2214,-2,0,50,2,1.0,0,4.5,4,0,4,0,1,0.9,58057,0,0,0,1,1743,11135,0,0,323,West Brom,Watford,Tottenham,Chelsea,,2.4,4.0,2.6,61.6
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4564,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1006,0,0,0,0,0,31,0,0,0,Newcastle,Tottenham,Crystal Palace,,,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4800000,0,52,1.52941176470588,3.18627450980392e-07,1.0833333333333301e-05,0,33026,2,30,0,0,0,1,0,10.8,211,-2,0,52,2,0.1,0,0.3,5,0,4,0,0,0.2,29146,0,0,0,0,1580,46,0,0,311,Bournemouth,Everton,Swansea,Man City,,1.0,1.7,0.8,58.6
Aaron,Lennon,MID,BUR,5400000,2,58,1.65714285714286,3.06878306878307e-07,1.07407407407407e-05,0,18837,2,24,0,0,0,0,0,10.7,2634,-1,0,58,1,0.4,0,2.4,0,0,5,0,4,0.3,26824,0,0,0,0,1675,308,0,0,182,Brighton,Arsenal,Bournemouth,,,1.1,0.8,1.2,68.5
,Lewis Cook,MID,BOU,4300000,0,54,2.0,4.65116279069767e-07,1.2558139534883699e-05,0,83246,4,40,0,0,0,0,0,12.6,1910,-2,0,54,2,0.4,0,1.8,0,0,2,0,2,1.3,99261,0,0,0,0,2054,527,0,0,314,Southampton,Swansea,Burnley,,,1.3,1.6,1.3,91.4
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,7089,0,0,0,0,0,0,0,0.0,128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15399,0,0,0,0,0,53,0,0,0,Brighton,Arsenal,Bournemouth,,,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,39,2.6,5.306122448979589e-07,7.95918367346939e-06,0,307474,1,13,0,0,0,0,0,8.0,664,-6,0,39,6,0.5,0,2.3,1,0,4,0,0,1.2,77988,0,0,0,0,1104,251,0,0,255,Arsenal,Brighton,West Ham,Watford,,3.0,4.3,3.2,28.3
Jesse,Lingard,MID,MUN,6000000,0,122,3.58823529411765,5.98039215686275e-07,2.03333333333333e-05,0,1321409,2,17,0,0,0,8,0,20.3,24470,0,0,122,0,0.6,0,3.8,10,0,8,0,6,10.2,1855128,0,0,0,2,1649,34536,0,0,423,Arsenal,Brighton,West Ham,Watford,,4.4,5.4,4.0,159.4
Jake,Livermore,MID,WBA,4800000,10,71,2.3,4.79166666666667e-07,1.47916666666667e-05,0,16887,4,39,0,0,0,1,0,14.8,477,-2,0,71,2,0.9,0,4.3,3,0,6,0,1,0.2,13560,0,0,0,1,2401,3960,0,0,315,Newcastle,Tottenham,Crystal Palace,,,1.4,1.6,1.3,79.4
Fernando,Llorente,FWD,TOT,7300000,0,21,1.4,1.91780821917808e-07,2.87671232876712e-06,0,28841,1,1,0,0,0,1,0,2.9,145,-2,0,21,2,0.0,0,0.3,2,0,1,0,0,0.2,25039,0,0,0,0,219,83,0,0,67,Watford,West Brom,Newcastle,Leicester,,1.1,1.8,1.0,20.5
Hugo,Lloris,GLK,TOT,5400000,0,124,3.9,7.22222222222222e-07,2.2962962962963e-05,0,598795,1,30,0,72,0,0,0,23.0,3842,-1,0,124,1,0.5,0,2.8,3,0,13,0,0,8.8,374184,0,0,0,0,2880,18394,0,0,602,Watford,West Brom,Newcastle,Leicester,,5.4,7.8,4.2,58.9
Jurgen,Locadia,FWD,BHA,6000000,0,14,0.411764705882353,6.86274509803922e-08,2.33333333333333e-06,0,4811,0,5,0,0,0,1,0,2.3,225,0,0,14,0,0.3,0,1.5,2,0,1,0,1,0.0,6742,0,0,0,0,148,39,0,0,45,Burnley,Man Utd,Man City,Liverpool,,0.2,0.4,0.2,15.7
Ruben,Loftus-Cheek,MID,CRY,4400000,2,61,1.74285714285714,3.96103896103896e-07,1.3863636363636402e-05,0,912268,1,29,0,0,0,1,0,13.9,2765,-1,0,61,1,0.4,0,1.8,2,0,4,0,4,3.1,514073,0,0,0,0,1606,2406,0,0,278,Leicester,Stoke,West Brom,,,1.2,1.0,1.4,106.2
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,16279,0,0,0,0,0,0,0,0.0,33,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,14241,0,0,0,0,0,21,0,0,0,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,0,11,1.8,4.1860465116279104e-07,2.55813953488372e-06,0,7942,1,5,0,0,0,1,0,2.6,24,-2,0,11,2,0.0,0,0.0,0,0,0,0,0,0.1,6842,0,0,0,0,217,1,0,0,28,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,11.8
Kevin,Long,DEF,BUR,4100000,2,50,1.42857142857143,3.4843205574912896e-07,1.2195121951219501e-05,0,374852,1,14,0,0,0,1,0,12.2,8388,1,-1,50,-1,0.8,0,3.2,6,0,3,0,2,7.2,647643,1,0,0,0,1170,22855,1,0,233,Brighton,Arsenal,Bournemouth,,,1.2,0.7,0.8,61.4
Shane,Long,FWD,SOU,5600000,0,50,1.9,3.39285714285714e-07,8.92857142857143e-06,0,62047,5,26,0,0,0,2,0,8.9,472,-4,0,50,4,0.4,0,2.5,0,0,4,0,2,0.4,46311,0,0,0,0,1473,2903,0,0,162,Bournemouth,Everton,Swansea,Man City,,1.7,2.4,1.3,98.3
Ademola,Lookman,MID,EVE,5100000,0,10,1.4,2.7450980392156895e-07,1.96078431372549e-06,0,9419,0,6,0,0,0,0,0,2.0,4,-4,0,10,4,0.0,0,0.0,0,0,0,0,1,0.1,2250,0,0,0,0,153,0,0,0,30,Huddersfield,Southampton,West Ham,,,0.0,0.0,0.0,7.5
Jonas,Lossl,GLK,HUD,4600000,0,122,3.6,7.826086956521741e-07,2.65217391304348e-05,0,472945,0,54,0,91,0,0,0,26.5,5777,1,0,122,-1,0.7,0,3.3,11,0,9,0,1,7.0,644346,1,0,2,2,3060,2884,0,0,635,Everton,Man City,Chelsea,Arsenal,,4.1,6.0,4.8,77.5
Dejan,Lovren,DEF,LIV,5300000,1,95,3.5,6.603773584905661e-07,1.7924528301886802e-05,0,152099,4,23,0,0,0,1,0,17.9,3097,-2,0,95,2,0.8,0,4.3,9,0,10,0,1,1.5,129231,0,0,0,2,1944,5529,0,0,483,Stoke,Chelsea,Brighton,,,4.5,3.3,4.7,87.0
Chris,Lowe,DEF,HUD,4400000,0,51,1.5,3.40909090909091e-07,1.1590909090909101e-05,0,278818,0,24,0,0,0,0,0,11.6,564,-1,0,51,1,0.0,0,0.0,0,0,6,0,0,1.1,277623,0,0,0,0,1357,75,0,0,272,Everton,Man City,Chelsea,Arsenal,,1.1,1.6,1.4,35.8
Matthew,Lowton,DEF,BUR,4400000,2,82,3.6,8.18181818181818e-07,1.86363636363636e-05,0,324707,1,19,0,0,0,0,0,18.6,10851,-1,0,82,1,0.4,0,1.6,4,0,7,0,3,5.4,567029,0,0,0,0,2025,6067,0,0,400,Brighton,Arsenal,Bournemouth,,,4.6,3.0,3.5,79.3
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1150,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,254,0,0,0,0,0,2,0,0,0,Stoke,Chelsea,Brighton,,,0.0,0.0,0.0,0.0
,Lucas Moura,MID,TOT,7700000,0,5,0.147058823529412,1.90985485103132e-08,6.49350649350649e-07,0,10915,0,1,0,0,0,0,0,0.6,109,-3,0,5,3,0.1,0,0.8,0,0,0,0,0,0.0,12586,0,0,0,0,121,140,0,0,22,Watford,West Brom,Newcastle,Leicester,,0.1,0.2,0.1,9.9
Romelu,Lukaku,FWD,MUN,11500000,0,161,4.9,4.26086956521739e-07,1.4000000000000001e-05,0,3969260,4,26,0,0,0,16,0,14.0,62155,0,0,161,0,0.4,1,4.3,18,0,14,0,7,26.9,2801655,0,0,0,3,2817,27582,0,0,588,Arsenal,Brighton,West Ham,Watford,,6.8,10.2,6.8,267.6
Dodi,Lukebakio,MID,WAT,4900000,0,1,0.0285714285714286,5.83090379008746e-09,2.04081632653061e-07,0,146,0,1,0,0,0,0,0,0.2,4,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,199,0,0,0,0,15,1,0,0,5,Tottenham,Newcastle,Man Utd,,,0.0,0.0,0.0,3.6
Levi,Lumeka,MID,CRY,4400000,0,1,0.0285714285714286,6.493506493506489e-09,2.2727272727272702e-07,0,734,0,0,0,0,0,0,0,0.2,11,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,811,0,0,0,0,25,4,0,0,3,Leicester,Stoke,West Brom,,,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,532,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,535,0,0,0,0,0,14,0,0,0,Man Utd,Burnley,Leicester,Huddersfield,,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,3900000,0,0,0.0,0.0,0.0,0,59855,0,0,0,0,0,0,0,0.0,2069,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.9,90710,0,0,0,0,0,5737,0,0,0,Burnley,Man Utd,Man City,Liverpool,,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5600000,0,114,3.4,6.071428571428571e-07,2.03571428571429e-05,0,871688,7,47,0,0,0,2,0,20.4,17829,6,0,114,-6,0.5,0,3.0,10,0,9,0,4,11.8,1372145,0,0,0,1,3060,6943,0,0,655,Crystal Palace,West Ham,Arsenal,Tottenham,,4.3,8.8,3.2,148.5
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,143,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,154,0,0,0,0,0,0,0,0,0,Southampton,Swansea,Burnley,,,0.0,0.0,0.0,0.0
Riyad,Mahrez,MID,LEI,8800000,0,171,5.3,6.02272727272727e-07,1.9431818181818202e-05,0,1674247,1,38,0,0,0,10,0,19.2,65624,3,1,171,-3,0.3,0,2.5,18,0,9,0,11,9.7,1992051,0,0,0,3,2588,9433,-1,0,588,Crystal Palace,West Ham,Arsenal,Tottenham,,5.3,14.2,4.5,242.5
Ainsley,Maitland-Niles,MID,ARS,4500000,0,20,0.588235294117647,1.30718954248366e-07,4.44444444444444e-06,0,12104,1,11,0,0,0,0,0,4.4,136,0,0,20,0,0.1,0,0.3,0,0,3,0,0,0.1,14583,0,0,0,0,710,118,0,0,113,Man Utd,Burnley,Leicester,Huddersfield,,0.3,0.6,0.3,27.1
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,422,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,521,0,0,0,0,0,1,0,0,0,Man City,Leicester,Man Utd,Everton,,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,38,1.11764705882353,2.59917920656635e-07,8.83720930232558e-06,0,21842,3,22,0,0,0,0,0,8.8,192,-2,0,38,2,0.1,0,0.3,4,0,3,0,1,0.2,21540,0,0,0,1,1065,21,0,0,205,Everton,Man City,Chelsea,Arsenal,,0.6,1.2,0.9,42.8
Sadio,Mane,MID,LIV,9500000,3,142,5.3,5.57894736842105e-07,1.49473684210526e-05,0,1964112,3,23,0,0,0,10,0,14.9,94671,0,0,142,0,0.5,0,5.0,8,0,14,0,8,9.5,1266378,0,0,0,3,2026,4258,0,1,477,Stoke,Chelsea,Brighton,,,0.0,4.9,6.9,212.9
Eliaquim,Mangala,DEF,EVE,5000000,0,22,2.0,4e-07,4.4e-06,0,30466,0,7,0,0,0,0,0,4.4,70,0,0,22,0,0.0,0,0.0,0,0,2,0,0,0.1,30986,0,0,0,0,617,14,0,0,118,Huddersfield,Southampton,West Ham,,,0.0,0.0,0.0,16.8
Javier,Manquillo,DEF,NEW,4200000,0,45,1.3235294117647098,3.15126050420168e-07,1.0714285714285699e-05,0,115503,2,29,0,0,0,0,0,10.7,539,-3,0,45,3,0.0,0,0.0,1,0,4,0,0,0.7,83534,0,0,0,0,1691,131,0,0,229,West Brom,Watford,Tottenham,Chelsea,,0.9,1.5,0.9,41.3
Solomon,March,MID,BHA,4800000,0,69,2.02941176470588,4.2279411764705895e-07,1.4375e-05,0,47806,3,25,0,0,0,1,0,14.4,363,-2,0,69,2,0.6,0,2.8,3,0,6,0,3,0.2,48526,0,0,0,0,1730,89,0,0,279,Burnley,Man Utd,Man City,Liverpool,,1.2,2.3,1.0,95.8
Adrian,Mariappa,DEF,WAT,4200000,5,54,2.2,5.23809523809524e-07,1.28571428571429e-05,0,421240,4,40,0,0,0,0,0,12.9,11377,2,0,54,-2,0.5,0,2.3,2,0,6,0,0,5.2,525020,0,0,0,1,2019,1446,0,0,338,Tottenham,Newcastle,Man Utd,,,1.5,1.9,1.3,56.0
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1476,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1117,0,0,0,0,0,22,0,0,0,Brighton,Arsenal,Bournemouth,,,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,7800000,0,122,3.58823529411765,4.6003016591251896e-07,1.5641025641025596e-05,0,569449,1,12,0,0,0,9,0,15.6,1922,-2,0,122,2,0.1,0,1.0,7,0,9,0,6,2.4,585133,0,0,0,1,1456,508,0,0,393,Arsenal,Brighton,West Ham,Watford,,4.4,5.4,4.0,169.9
