FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Pienaar,MID,SUN,4800000,0,13,0.206349206349206,4.2989417989418e-08,2.70833333333333e-06,0,960,4,11,0,0,0,0,0,2.7,22,-2,0,13,2,0.1,0,0.3,0,0,2,0,0,0.0,885,0,0,0,0,690,5,0,1,65,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Erik,Pieters,DEF,STK,4500000,2,57,2.9,6.44444444444444e-07,1.2666666666666699e-05,0,189024,3,29,0,0,0,0,0,12.7,13834,0,0,57,0,0.7,0,3.0,3,0,6,0,1,6.4,262352,0,388,0,0,1800,17096,0,0,362,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,2.2,3.1,2.7,3.3,2.3,3.0,2.5,2.9,1.8,1.9,3.7,3.3,2.7,4.1,2.7,3.6,3.0
Alex,Pike,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,859,0,0,0,0,0,0,0,0.0,204,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1712,0,0,0,0,0,12,0,0,0,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,18132,0,0,0,0,0,0,0,0.0,175,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1882,0,16,0,0,0,9,0,0,0,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul,Pogba,MID,MUN,8500000,2,81,4.0,4.7058823529411793e-07,9.52941176470588e-06,0,600124,6,19,0,0,0,4,0,9.5,41757,0,0,81,0,0.6,0,5.5,11,0,7,0,3,11.3,561446,0,0,0,1,1800,11521,0,0,349,Stoke,Hull City,Leicester,Watford,Man City,3.6,4.5,4.1,4.8,3.1,4.4,3.4,4.1,3.9,4.3,4.7,3.3,3.5,4.1,2.8,2.6,3.8
Nick,Pope,GLK,BUR,3900000,0,0,0.0,0.0,0.0,0,34326,0,0,0,0,0,0,0,0.0,1072,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.0,21783,0,0,0,0,0,3052,0,0,0,Arsenal,Leicester,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Pritchard,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,206,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,57,0,-4,0,0,0,4,0,0,0,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian,Prodl,DEF,WAT,4500000,6,55,2.8,6.22222222222222e-07,1.2222222222222199e-05,0,46243,4,27,0,0,0,1,0,12.2,3379,0,0,55,0,0.6,0,2.8,3,0,4,0,2,1.4,92300,0,181,0,1,1645,5130,0,0,284,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,2.4,2.9,3.5,1.8,4.0,3.8,2.1,2.7,2.9,3.3,2.0,2.9,2.4,3.7,1.5,1.9,3.0
Marc,Pugh,MID,BOU,4700000,1,18,0.28571428571428603,6.0790273556231e-08,3.82978723404255e-06,0,6092,0,2,0,0,0,1,0,3.8,233,-3,0,18,3,0.1,0,0.3,3,0,1,0,1,0.1,4724,0,245,0,1,186,39,0,0,67,Watford,Crystal Palace,Everton,Man City,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Puncheon,MID,CRY,5200000,2,47,2.5,4.807692307692311e-07,9.03846153846154e-06,0,92846,6,30,0,0,0,0,0,9.0,1371,-3,0,47,3,0.3,0,1.8,4,0,1,0,4,0.7,70315,0,381,0,0,1577,641,0,0,270,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,2.1,1.5,3.0,1.7,2.2,1.5,1.8,2.5,1.3,1.6,1.4,2.6,1.2,2.9,1.4,2.3,1.9
Domingos,Quina,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,73,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,121,0,0,0,0,0,10,0,0,0,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston,Ramirez,MID,MID,5300000,0,53,3.1,5.849056603773579e-07,1e-05,0,99453,7,12,0,0,0,2,0,10.0,4741,-2,0,53,2,0.2,0,1.0,6,0,6,0,3,0.7,74955,0,0,0,0,1189,179,0,0,196,West Ham,West Brom,Tottenham,Everton,Crystal Palace,2.7,2.8,1.6,3.1,2.4,2.3,4.1,2.8,2.7,2.6,4.0,2.0,2.1,2.5,1.8,3.0,1.6
Aaron,Ramsey,MID,ARS,7600000,3,15,0.23809523809523803,3.1328320802005e-08,1.97368421052632e-06,0,144751,3,8,0,0,0,0,0,2.0,776,-4,0,15,4,0.2,0,1.3,0,0,1,0,1,1.0,12750,0,558,0,0,447,770,0,0,59,Burnley,Watford,Chelsea,Hull City,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0.0,0.0,0.0,0,41927,0,0,0,0,0,0,0,0.0,2964,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.8,75789,0,30,0,0,0,5412,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Randolph,GLK,WHU,4400000,6,39,0.6190476190476191,1.40692640692641e-07,8.86363636363636e-06,0,24366,0,15,0,37,0,0,0,8.9,2510,-1,0,39,1,0.9,0,3.8,3,0,3,0,0,1.8,65984,0,56,0,0,900,8363,0,0,196,Middlesbrough,Man City,Southampton,West Brom,Watford,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3
Angel,Rangel,DEF,SWA,4300000,0,22,0.349206349206349,8.12107788851975e-08,5.11627906976744e-06,0,11647,1,24,0,0,0,1,0,5.1,510,-2,0,22,2,0.4,0,1.8,1,0,1,0,0,0.3,5598,0,194,0,0,770,193,0,0,171,Liverpool,Southampton,Man City,Leicester,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Tokelo,Rantie,FWD,BOU,4500000,0,0,0.0,0.0,0.0,0,13760,0,0,0,0,0,0,0,0.0,106,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1836,0,3,0,0,0,41,0,0,0,Watford,Crystal Palace,Everton,Man City,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,Rashford,FWD,MUN,6400000,0,37,0.587301587301587,9.1765873015873e-08,5.78125e-06,0,485180,2,12,0,0,0,3,0,5.8,7510,-6,0,37,6,0.2,0,1.3,0,0,2,0,1,4.2,409182,0,237,0,0,832,3075,0,0,157,Stoke,Hull City,Leicester,Watford,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Adam,Reach,MID,MID,4400000,0,0,0.0,0.0,0.0,0,2291,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,478,0,0,0,0,0,2,0,0,0,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,Redmond,MID,SOU,5800000,2,65,3.3,5.68965517241379e-07,1.1206896551724099e-05,0,598322,1,24,0,0,0,3,0,11.2,10539,-2,0,65,2,0.1,0,0.5,7,0,6,0,1,5.0,508178,0,379,0,0,1656,5951,0,1,240,Leicester,Swansea,West Ham,Sunderland,Arsenal,4.2,2.7,3.1,3.2,2.5,2.7,3.2,1.6,3.6,3.2,2.1,2.9,1.7,3.8,1.6,2.6,3.3
Harrison,Reed,MID,SOU,4300000,0,2,0.0317460317460317,7.382798080472501e-09,4.65116279069767e-07,0,2585,0,1,0,0,0,0,0,0.5,54,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,1716,0,1,0,0,58,34,0,0,11,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston,Reid,DEF,WHU,5100000,6,77,4.3,8.43137254901961e-07,1.5098039215686301e-05,0,141089,5,28,0,0,0,2,0,15.1,17687,1,0,77,-1,1.0,0,5.0,15,0,6,0,3,4.6,230303,0,294,0,2,1607,14798,0,1,415,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,5.6,4.9,5.9,4.2,5.4,4.6,5.0,4.6,5.2,5.3,3.5,5.6,4.9,5.9,6.4,3.4
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0.0,0.0,0.0,0,132,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,157,0,0,0,0,0,10,0,0,0,Burnley,Watford,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loic,Remy,FWD,CRY,6300000,1,1,0.0158730158730159,2.5195263290501397e-09,1.58730158730159e-07,0,22806,0,2,0,0,0,0,0,0.2,485,-2,0,1,2,0.0,0,0.3,0,0,0,0,0,0.2,16952,0,62,0,0,21,405,0,0,-1,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Rhodes,FWD,MID,5400000,0,8,0.126984126984127,2.35155790711346e-08,1.48148148148148e-06,0,38140,0,2,0,0,0,0,0,1.5,142,-6,0,8,6,0.0,0,0.0,0,0,0,0,0,0.2,3309,0,0,0,0,211,48,0,0,21,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Declan,Rice,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,87,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,218,0,0,0,0,0,46,0,0,0,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Robertson,DEF,HUL,4300000,6,28,1.8,4.1860465116279104e-07,6.511627906976741e-06,0,69832,2,31,0,0,0,0,0,6.5,1055,-2,0,28,2,0.5,0,2.0,2,0,1,0,1,0.9,56379,0,0,0,0,1323,2186,0,0,217,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,1.0,0.9,2.0,1.5,1.8,0.9,1.4,0.9,2.2,1.5,1.1,1.3,1.6,1.4,1.4,1.4,1.7
Paul,Robinson,GLK,BUR,4000000,0,3,0.0476190476190476,1.19047619047619e-08,7.5e-07,0,48414,0,4,0,5,0,0,0,0.8,2456,0,0,3,0,0.0,0,0.0,0,0,0,0,0,2.6,37372,0,0,0,0,180,1254,0,0,27,Arsenal,Leicester,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4700000,8,36,0.5714285714285711,1.21580547112462e-07,7.65957446808511e-06,0,7525,0,3,0,15,0,0,0,7.7,1265,-3,0,36,3,1.5,0,7.0,4,0,4,0,1,0.5,18160,0,110,0,1,477,8452,0,0,139,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Hal,Robson-Kanu,FWD,WBA,5000000,1,28,1.8,3.6e-07,5.6e-06,0,23704,1,5,0,0,0,1,0,5.6,3088,0,0,28,0,0.7,0,3.3,2,0,0,0,2,0.4,37901,0,0,0,0,236,2331,0,0,77,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,1.8,1.0,1.4,1.0,1.7,1.7,0.9,1.4,1.1,1.1,1.8,1.7,1.2,1.9,0.9,1.1,1.5
Jay,Rodriguez,MID,SOU,6300000,1,38,0.603174603174603,9.57420005039053e-08,6.031746031746029e-06,0,41910,0,10,0,0,0,3,0,6.0,7196,-2,0,38,2,0.2,0,1.5,5,0,1,0,0,0.6,46665,0,56,0,1,547,862,0,0,82,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,2,20,2.0,4.65116279069767e-07,4.65116279069767e-06,0,82403,3,19,0,0,0,0,0,4.7,841,-2,0,20,2,0.2,0,0.8,1,0,0,0,1,0.7,66443,0,112,0,0,793,239,0,0,98,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,1.4,1.0,1.7,1.0,1.3,1.1,2.3,1.2,1.1,1.5,1.4,1.0,1.7,1.1,1.6,1.0
Marcos,Rojo,DEF,MUN,5200000,2,40,3.1,5.961538461538459e-07,7.69230769230769e-06,0,30813,3,10,0,0,0,0,0,7.7,1655,-3,0,40,3,0.6,0,3.0,4,0,4,0,0,0.8,33084,0,192,0,0,1056,3054,0,0,232,Stoke,Hull City,Leicester,Watford,Man City,3.3,3.6,2.1,3.4,2.9,3.9,3.5,3.0,3.6,3.3,2.3,3.1,2.2,3.1,3.7,2.6,3.5
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,3362,0,0,0,0,0,0,0,0.0,73,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,830,0,40,0,0,0,26,0,0,0,Stoke,Hull City,Leicester,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6800000,2,84,4.0,5.882352941176471e-07,1.2352941176470599e-05,0,520435,1,26,0,0,0,7,0,12.4,29333,3,0,84,-3,0.4,0,2.5,8,0,4,0,3,9.3,786195,0,354,0,1,1717,58162,0,0,243,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,5.6,3.7,4.8,3.8,5.3,5.4,3.3,4.6,3.8,3.8,5.5,5.3,4.2,5.7,3.5,3.9,5.0
Wayne,Rooney,FWD,MUN,8600000,1,41,2.7,3.13953488372093e-07,4.76744186046512e-06,0,267081,4,10,0,0,0,1,0,4.8,1952,-4,0,41,4,0.0,0,0.3,3,0,3,0,5,2.3,136756,0,509,0,0,859,1125,0,0,169,Stoke,Hull City,Leicester,Watford,Man City,2.3,3.5,2.5,2.7,2.5,2.9,2.4,2.2,2.7,2.5,2.5,2.0,2.0,3.0,2.2,1.9,3.0
Danny,Rose,DEF,TOT,6100000,6,82,5.1,8.360655737704921e-07,1.3442622950819699e-05,0,292234,8,9,0,0,0,2,0,13.7,15532,1,-1,82,-1,0.9,0,5.3,6,0,8,0,3,9.7,362450,0,346,0,2,1403,30911,1,0,347,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,5.2,4.2,7.1,5.6,7.5,7.2,6.0,7.6,4.1,5.6,7.3,7.6,3.8,7.4,5.6,5.8,5.6
Jack,Rose,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,3910,0,0,0,0,0,0,0,0.0,239,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8493,0,0,0,0,0,137,0,0,0,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Routledge,MID,SWA,4600000,2,49,2.7,5.8695652173913e-07,1.06521739130435e-05,0,39981,1,31,0,0,0,2,0,10.4,1868,-4,1,49,4,0.4,0,1.8,1,0,4,0,1,0.4,32238,0,269,0,0,1313,396,-1,0,160,Liverpool,Southampton,Man City,Leicester,Chelsea,1.4,2.3,1.6,2.9,1.5,3.2,2.2,1.8,2.4,2.0,1.6,2.3,2.1,2.1,2.4,2.7,2.1
Charlie,Rowan,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,98,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,374,0,0,0,0,0,109,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacary,Sagna,DEF,MCI,5300000,0,27,0.42857142857142894,8.08625336927224e-08,5.09433962264151e-06,0,226980,2,14,0,0,0,0,0,5.1,1075,-2,0,27,2,0.4,0,2.0,1,0,2,0,1,1.8,28203,0,386,0,0,932,261,0,0,192,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.158730158730159,2.73672687465791e-08,1.72413793103448e-06,0,7396,0,2,0,0,0,1,0,1.7,109,-2,0,10,2,0.0,0,0.0,2,0,0,0,0,0.1,3780,0,286,0,0,125,48,0,0,29,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0.0,0.0,0.0,0,4126,0,0,0,0,0,0,0,0.0,108,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1619,0,273,0,0,0,91,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,5300000,0,4,0.0634920634920635,1.19796346211441e-08,7.54716981132075e-07,0,1038,0,3,0,0,0,0,0,0.8,29,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.0,506,0,220,0,0,63,13,0,0,14,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis,Sanchez,MID,ARS,11900000,11,154,7.3,6.1344537815126e-07,1.2941176470588199e-05,0,681854,3,21,0,0,0,14,0,12.9,19966,9,0,154,-9,0.6,1,6.8,17,0,7,0,8,37.2,1783809,0,690,0,6,1783,40246,0,0,495,Burnley,Watford,Chelsea,Hull City,Southampton,11.0,10.5,7.2,10.4,8.2,6.1,10.8,8.1,8.8,9.3,8.9,9.3,10.7,6.7,9.5,8.6,10.2
Leroy,Sane,MID,MCI,7500000,0,24,0.38095238095238104,5.07936507936508e-08,3.2e-06,0,31477,0,4,0,0,0,1,0,3.2,196,-5,0,24,5,0.0,0,0.0,3,0,0,0,1,0.2,9977,0,0,0,0,392,74,0,0,93,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0.0,0.0,0.0,0,8745,0,0,0,0,0,0,0,0.0,100,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3232,0,0,0,0,0,46,0,0,0,Burnley,Watford,Chelsea,Hull City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffrey,Schlupp,DEF,CRY,4800000,1,5,0.0793650793650794,1.6534391534391498e-08,1.04166666666667e-06,0,15263,0,3,0,0,0,0,0,1.0,306,-2,0,5,2,0.1,0,0.3,0,0,0,0,0,0.3,4833,0,236,0,0,151,1041,0,0,27,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper,Schmeichel,GLK,LEI,4900000,1,48,3.7,7.55102040816327e-07,9.79591836734694e-06,0,377305,1,18,0,47,0,0,0,9.8,3178,-1,0,48,1,0.8,0,4.0,5,0,4,0,0,5.6,78763,0,475,0,0,1136,858,0,0,255,Southampton,Burnley,Man Utd,Swansea,Liverpool,3.9,2.5,3.6,3.5,5.4,4.9,4.2,4.1,4.9,4.4,2.8,3.9,4.9,3.5,4.8,3.3,5.4
Morgan,Schneiderlin,MID,EVE,4600000,1,4,0.0634920634920635,1.3802622498274698e-08,8.695652173913041e-07,0,13917,0,1,0,0,0,0,0,0.9,1502,-4,0,4,4,0.1,0,0.3,0,0,0,0,0,0.7,24724,0,317,0,0,40,7543,0,0,10,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0.0,0.0,0.0,0,6462,0,0,0,0,0,0,0,0.0,89,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1190,0,200,0,0,0,59,0,0,0,Stoke,Hull City,Leicester,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,2,48,3.7,6.0655737704918e-07,7.868852459016389e-06,0,452478,1,10,0,0,0,3,0,7.9,4721,-4,0,48,4,0.2,0,1.0,5,0,5,0,0,3.2,234346,0,302,0,1,1000,921,0,0,155,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,3.6,4.0,2.8,3.5,2.2,4.0,2.6,3.0,3.5,3.0,2.8,4.2,3.5,3.5,2.8,2.7,2.9
Luke,Shaw,DEF,MUN,5200000,0,28,0.444444444444444,8.54700854700855e-08,5.3846153846153804e-06,0,837595,0,5,0,0,0,0,0,5.4,4394,-3,0,28,3,0.0,0,0.0,2,0,3,0,1,7.0,367485,0,92,0,1,525,154,0,0,132,Stoke,Hull City,Leicester,Watford,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,2,55,3.1,6.3265306122449e-07,1.12244897959184e-05,0,89896,3,30,0,0,0,1,0,11.2,2860,-1,0,55,1,0.9,0,4.3,5,0,4,0,2,1.8,72644,0,176,0,2,1620,1998,0,0,292,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,2.5,3.4,3.0,3.6,2.5,3.3,2.8,3.2,2.0,2.1,4.1,3.7,3.0,4.5,3.0,4.0,3.4
,Sheyi Ojo,MID,LIV,4700000,0,0,0.0,0.0,0.0,0,864,0,0,0,0,0,0,0,0.0,12,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,157,0,81,0,0,0,21,0,0,0,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,SWA,7200000,2,94,4.5,6.25e-07,1.30555555555556e-05,0,544159,1,49,0,0,0,5,0,12.9,40851,-3,1,94,3,0.5,0,3.3,10,0,2,0,6,5.1,445739,0,586,0,2,1797,2815,-1,0,363,Liverpool,Southampton,Man City,Leicester,Chelsea,2.9,5.0,3.8,5.9,3.5,6.4,4.8,4.0,5.2,4.4,3.8,5.0,4.6,4.7,5.1,5.6,4.7
David,Silva,MID,MCI,8700000,1,61,3.2,3.67816091954023e-07,7.01149425287356e-06,0,214082,4,23,0,0,0,1,0,7.0,4526,-3,0,61,3,0.3,0,2.3,5,0,4,0,5,2.1,71393,0,351,0,0,1560,621,0,0,310,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,2.8,2.0,3.1,2.1,3.0,3.2,3.0,2.3,1.7,1.8,3.5,2.2,3.0,2.7,2.9,3.9,2.8
Danny,Simpson,DEF,LEI,4900000,1,41,2.2,4.4897959183673497e-07,8.36734693877551e-06,0,78046,8,25,0,0,0,0,0,8.4,1332,-1,0,41,1,0.6,0,3.0,1,0,5,0,1,1.2,20081,0,390,0,0,1569,189,0,0,262,Southampton,Burnley,Man Utd,Swansea,Liverpool,1.8,1.1,1.6,1.5,2.7,2.4,2.0,2.1,2.4,2.1,1.2,1.8,2.4,1.5,2.3,1.4,2.7
Joshua,Sims,MID,SOU,4200000,1,9,0.14285714285714302,3.40136054421769e-08,2.1428571428571398e-06,0,13559,0,1,0,0,0,0,0,2.1,1984,-3,0,9,3,0.1,0,0.5,0,0,1,0,1,0.4,27100,0,0,0,0,143,2113,0,0,40,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jerome,Sinclair,FWD,WAT,4800000,0,6,0.0952380952380952,1.98412698412698e-08,1.25e-06,0,16331,0,1,0,0,0,0,0,1.3,331,-2,0,6,2,0.2,0,0.8,0,0,0,0,0,0.3,6928,0,0,0,0,116,202,0,0,11,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
