FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,714,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,144,0,0,0,0,0,8,0,0,0,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,41,2.2,4.4e-07,8.2e-06,0,386648,2,12,0,0,0,0,0,8.2,2904,-5,0,41,5,0.5,0,2.5,0,0,8,0,0,4.5,31121,0,526,0,0,1531,1708,0,0,238,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,1.1,1.6,2.0,1.1,1.8,2.0,1.1,2.0,1.1,1.3,2.3,2.0,1.3,1.3,1.1,1.8,1.2
Adama,Diomande,FWD,HUL,4500000,2,38,2.1,4.66666666666667e-07,8.444444444444439e-06,0,410710,1,24,0,0,0,2,0,8.4,13815,0,0,38,0,0.4,0,1.8,2,0,2,0,0,5.4,506040,0,0,0,0,1120,12435,0,0,121,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,1.0,1.4,2.1,1.4,2.5,1.5,2.2,1.1,2.0,1.8,1.5,1.4,2.0,1.5,2.3,1.9,1.9
Mame Biram,Diouf,FWD,STK,5700000,0,28,1.9,3.3333333333333304e-07,4.91228070175439e-06,0,33147,3,21,0,0,0,0,0,4.9,936,-3,0,28,3,0.3,0,1.8,0,0,3,0,2,0.3,16873,0,245,0,0,893,143,0,0,115,Man Utd,Everton,West Brom,Crystal Palace,Tottenham,0.0,1.5,1.3,1.8,1.0,1.4,1.4,1.1,1.4,1.1,1.8,2.2,1.8,1.7,1.1,1.4,1.3
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1142,0,0,0,0,0,0,0,0.0,13,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,96,0,0,0,0,0,4,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,23,1.4,3.25581395348837e-07,5.34883720930233e-06,0,11681,4,33,0,0,0,0,0,5.3,886,-2,0,23,2,0.1,0,0.5,0,0,2,0,0,0.3,11688,0,0,0,0,1487,504,0,1,270,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.7,1.2,0.8,1.5,0.7,1.1,0.7,1.3,0.7,0.7,0.7,1.6,0.9,1.4,0.7,1.0,0.7
Abdoulaye,Doucoure,MID,WAT,4600000,3,7,0.111111111111111,2.4154589371980698e-08,1.52173913043478e-06,0,912,1,7,0,0,0,0,0,1.5,19,-4,0,7,4,0.3,0,1.5,0,0,1,0,0,0.0,276,0,0,0,0,277,28,0,0,30,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Stewart,Downing,MID,MID,5000000,0,46,0.73015873015873,1.46031746031746e-07,9.2e-06,0,50834,1,14,0,0,0,1,0,9.2,880,-5,0,46,5,0.2,0,1.0,3,0,4,0,2,0.4,17740,0,0,0,0,1104,131,0,0,205,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,142,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,163,0,0,0,0,0,12,0,0,0,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,2,36,2.4,4.52830188679245e-07,6.79245283018868e-06,0,311797,2,25,0,0,0,0,0,6.8,1543,-2,0,36,2,0.2,0,1.3,2,0,4,0,1,3.8,69542,0,592,0,0,1293,272,0,0,220,Southampton,Burnley,Man Utd,Swansea,Liverpool,1.2,1.3,2.0,1.6,1.5,2.4,1.2,1.2,2.0,3.1,1.2,1.4,1.9,1.2,2.6,1.2,2.3
Nathan,Dyer,MID,SWA,4700000,1,10,0.158730158730159,3.37723741979061e-08,2.12765957446809e-06,0,7208,0,10,0,0,0,0,0,2.1,89,-3,0,10,3,0.4,0,2.0,0,0,0,0,1,0.1,1622,0,64,0,0,192,75,0,0,38,Liverpool,Southampton,Man City,Leicester,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Oviemuno,Ejaria,MID,LIV,4400000,0,2,0.0317460317460317,7.21500721500721e-09,4.54545454545455e-07,0,189,0,0,0,0,0,0,0,0.5,14,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,215,0,0,0,0,8,15,0,0,6,Swansea,Chelsea,Hull City,Tottenham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,415,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,834,0,0,0,0,0,53,0,0,0,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4700000,0,37,1.9,4.0425531914893603e-07,7.872340425531911e-06,0,21362,2,42,0,0,0,0,0,7.9,280,-3,0,37,3,0.5,0,2.3,1,0,1,0,1,0.2,7287,0,0,0,0,1648,36,0,1,279,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,1.1,1.0,1.0,2.0,1.1,1.4,1.0,1.2,1.5,1.0,1.0,1.7,1.0,2.1,1.0,1.2
Mohamed,Elneny,MID,ARS,4600000,0,21,0.33333333333333304,7.2463768115942e-08,4.56521739130435e-06,0,31128,1,8,0,0,0,0,0,4.6,315,-4,0,21,4,0.2,0,0.8,0,0,2,0,1,0.4,9464,0,134,0,0,534,39,0,0,114,Burnley,Watford,Chelsea,Hull City,Southampton,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,21,0,0,0,0,0,0,0,0.0,7,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,49,0,0,0,0,0,28,-1,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,23380,0,0,0,0,0,0,0,0.0,377,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,14564,0,4,0,0,0,263,0,0,0,Liverpool,Southampton,Man City,Leicester,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8700000,10,121,6.0,6.89655172413793e-07,1.39080459770115e-05,0,602105,0,14,0,0,0,5,0,14.1,26567,2,-1,121,-2,1.0,0,8.3,15,0,8,0,11,16.0,821868,0,738,0,3,1755,63923,1,0,451,Man City,Sunderland,Middlesbrough,Liverpool,Stoke,4.8,6.4,8.4,3.7,7.8,8.3,5.9,8.3,5.5,6.4,9.0,8.4,6.4,6.4,4.8,7.8,6.2
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,49,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,60,0,0,0,0,0,5,0,0,0,West Brom,Tottenham,Crystal Palace,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,5000000,1,1,0.0158730158730159,3.17460317460317e-09,2e-07,0,8,0,0,0,0,0,0,0,0.2,8,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,54,0,0,0,0,15,54,0,0,1,Chelsea,Man Utd,Liverpool,Arsenal,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny,Evans,DEF,WBA,4500000,0,44,2.6,5.77777777777778e-07,9.77777777777778e-06,0,315484,6,19,0,0,0,1,0,9.8,20476,0,0,44,0,0.3,0,1.3,3,0,3,0,0,5.3,227949,0,343,0,1,1469,997,0,0,262,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,2.9,2.8,3.3,2.9,1.7,3.2,1.6,2.0,3.4,3.3,2.0,2.3,1.5,2.6,2.2
Lukasz,Fabianski,GLK,SWA,4800000,1,57,2.7,5.625e-07,1.1875e-05,0,134407,1,49,0,65,0,0,0,11.9,5557,-2,0,57,2,0.3,0,1.5,5,0,3,0,0,3.6,136464,0,366,1,0,1890,185,0,0,355,Liverpool,Southampton,Man City,Leicester,Chelsea,2.8,3.4,2.4,2.3,2.3,3.1,2.6,2.5,2.6,2.9,3.2,2.3,2.9,1.9,2.6,1.9,2.9
,Fabio,DEF,MID,4400000,7,34,0.53968253968254,1.2265512265512302e-07,7.727272727272729e-06,0,6303,3,10,0,0,0,0,0,7.7,1659,-1,0,34,1,1.0,0,4.3,5,0,4,0,0,0.6,28412,0,0,0,0,795,13511,0,0,170,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,1,43,0.6825396825396819,9.891879457096849e-08,6.2318840579710094e-06,0,246085,3,6,0,0,0,1,0,6.2,11469,-6,0,43,6,0.6,0,4.3,5,0,2,0,6,1.9,72843,0,617,0,1,499,484,0,0,182,Hull City,Liverpool,Arsenal,Burnley,Swansea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4
Adam,Federici,GLK,BOU,4400000,0,8,0.126984126984127,2.8860028860028898e-08,1.81818181818182e-06,0,3085,1,3,0,5,0,0,0,1.8,108,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,1971,0,31,0,0,180,52,0,0,37,Watford,Crystal Palace,Everton,Man City,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,9,17,0.26984126984127,5.3968253968254005e-08,3.4e-06,0,136805,1,6,0,0,0,1,0,3.4,770,-5,0,17,5,0.6,0,3.0,1,0,1,0,1,0.7,10445,0,0,0,0,271,2984,0,1,69,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,1,22,1.4,2.41379310344828e-07,3.79310344827586e-06,0,17833,6,11,0,0,0,0,0,3.8,162,-2,0,22,2,0.2,0,1.3,0,0,4,0,0,0.2,10799,0,164,0,0,798,193,0,0,143,Stoke,Hull City,Leicester,Watford,Man City,0.7,0.9,0.8,1.0,0.7,0.8,0.7,0.7,0.7,0.8,0.9,0.7,0.7,0.7,0.7,0.7,0.7
Leroy,Fer,MID,SWA,4800000,0,65,3.8,7.91666666666667e-07,1.35416666666667e-05,0,601171,4,29,0,0,0,6,0,13.3,20377,-2,1,65,2,0.3,0,1.3,5,0,2,0,1,5.8,691616,0,107,0,2,1175,2176,-1,0,259,Liverpool,Southampton,Man City,Leicester,Chelsea,2.2,3.9,2.9,4.7,2.7,5.1,3.7,3.1,4.1,3.4,2.9,3.9,3.6,3.7,4.0,4.4,3.6
Edimilson,Fernandes,MID,WHU,4800000,1,15,0.23809523809523803,4.96031746031746e-08,3.125e-06,0,664,2,7,0,0,0,0,0,3.1,26,-2,0,15,2,0.2,0,1.0,0,0,1,0,0,0.0,729,0,0,0,0,403,19,0,0,52,Middlesbrough,Man City,Southampton,West Brom,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,0,13,1.3,3.0952380952381003e-07,3.0952380952381e-06,0,64248,3,20,0,0,0,0,0,3.1,857,-3,0,13,3,0.1,0,0.5,0,0,1,0,0,1.1,10230,0,333,0,0,900,260,0,0,144,Liverpool,Southampton,Man City,Leicester,Chelsea,0.9,1.2,0.7,0.7,0.7,1.0,0.8,0.8,0.8,0.9,1.1,0.7,0.9,0.6,0.8,0.6,0.9
,Fernandinho,MID,MCI,5300000,0,38,2.2,4.15094339622642e-07,7.16981132075472e-06,0,120645,3,17,0,0,0,1,0,7.2,1755,-2,0,38,2,0.2,0,0.8,3,0,3,0,1,1.3,69724,0,417,0,0,1471,91,0,2,239,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.0,0.0,1.7,1.1,1.6,1.8,1.6,1.2,1.1,1.1,2.0,1.2,1.6,1.5,1.6,2.3,1.5
,Fernando,MID,MCI,4700000,0,14,0.222222222222222,4.72813238770686e-08,2.97872340425532e-06,0,14345,3,8,0,0,0,0,0,3.0,504,-3,0,14,3,0.1,0,0.3,1,0,1,0,0,0.2,6937,0,236,0,0,532,61,0,0,90,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,1,5,0.0793650793650794,1.8037518037518002e-08,1.13636363636364e-06,0,575,1,1,0,0,0,0,0,1.1,12,-1,0,5,1,0.1,0,0.3,0,0,1,0,0,0.0,587,0,0,0,0,166,22,0,0,30,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8400000,1,98,4.9,5.83333333333333e-07,1.1666666666666698e-05,0,953163,3,23,0,0,0,6,0,11.7,34394,-1,0,98,1,0.5,0,4.0,10,0,6,0,5,10.5,959556,0,522,0,4,1772,22470,0,0,331,Swansea,Chelsea,Hull City,Tottenham,Leicester,5.9,5.0,4.9,5.5,5.0,4.5,7.4,3.8,6.2,6.3,4.5,4.1,5.6,5.1,6.1,3.8,6.3
Viktor,Fischer,MID,MID,4900000,0,21,0.33333333333333304,6.80272108843537e-08,4.28571428571429e-06,0,43438,0,6,0,0,0,0,0,4.3,110,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2099,0,0,0,0,407,30,0,0,74,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,0,8,0.126984126984127,2.9531192321890003e-08,1.86046511627907e-06,0,3769,0,4,0,0,0,0,0,1.9,395,-2,0,8,2,0.2,0,1.0,0,0,0,0,0,0.1,5672,0,0,0,0,237,201,0,0,33,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.126984126984127,2.9531192321890003e-08,1.86046511627907e-06,0,17235,2,4,0,0,0,0,0,1.9,336,-2,0,8,2,0.3,0,1.3,0,0,1,0,0,0.2,4472,0,67,0,0,315,96,0,0,51,Arsenal,Leicester,Watford,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ashley,Fletcher,FWD,WHU,5000000,1,12,0.19047619047619,3.80952380952381e-08,2.4e-06,0,10704,2,10,0,0,0,0,0,2.4,384,0,0,12,0,0.1,0,0.5,0,0,0,0,0,0.2,12352,0,0,0,0,310,287,0,0,20,Middlesbrough,Man City,Southampton,West Brom,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4400000,2,54,2.6,5.90909090909091e-07,1.2272727272727302e-05,0,454758,0,24,0,0,0,1,0,12.3,19542,-1,0,54,1,0.5,0,2.0,0,0,5,0,1,9.2,303180,0,403,0,0,1804,14575,0,0,240,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,3.3,1.9,2.2,1.3,2.5,2.1,1.5,1.6,1.8,1.9,2.4,1.6,1.3,2.9,1.6,1.8,1.9
Michael,Folivi,FWD,WAT,4500000,0,1,0.0158730158730159,3.5273368606701896e-09,2.22222222222222e-07,0,136,0,0,0,0,0,0,0,0.2,60,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,338,0,0,0,0,10,104,0,0,2,Bournemouth,Arsenal,Burnley,Man Utd,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,0,58,3.4,6.41509433962264e-07,1.09433962264151e-05,0,197692,2,21,0,0,0,0,0,10.9,20756,-2,1,58,2,0.1,0,0.3,6,0,7,0,0,3.9,138197,0,487,0,0,1530,1395,-1,0,323,Middlesbrough,Man City,Southampton,West Brom,Watford,0.0,4.0,3.6,4.3,2.9,3.9,3.2,3.6,3.3,3.9,3.8,2.4,4.0,3.5,4.3,4.8,2.3
Adam,Forshaw,MID,MID,4500000,3,54,2.6,5.77777777777778e-07,1.2e-05,0,21565,3,20,0,0,0,0,0,12.0,3847,0,0,54,0,0.6,0,2.5,3,0,7,0,2,0.9,52645,0,0,0,0,1777,6038,0,0,311,West Ham,West Brom,Tottenham,Everton,Crystal Palace,2.0,2.1,1.3,2.4,1.8,1.7,3.3,2.1,2.0,1.9,3.1,1.5,1.5,1.9,1.3,2.3,1.3
Fraser,Forster,GLK,SOU,5100000,2,65,3.1,6.078431372549021e-07,1.27450980392157e-05,0,157195,2,26,0,34,0,0,0,12.7,9456,1,0,65,-1,0.3,0,1.3,0,0,7,0,0,4.7,147684,0,233,0,0,1890,1737,0,0,311,Leicester,Swansea,West Ham,Sunderland,Arsenal,3.2,2.7,4.6,2.0,4.1,2.5,2.7,2.2,4.2,3.8,2.7,3.6,2.4,3.9,3.0,2.6,3.9
Ben,Foster,GLK,WBA,4700000,2,67,3.2,6.808510638297871e-07,1.42553191489362e-05,0,331436,1,28,0,77,0,0,0,14.3,18059,2,0,67,-2,0.6,0,3.0,4,0,3,0,0,15.1,586875,0,129,0,1,1890,15383,0,0,378,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,3.5,2.9,3.9,3.8,4.3,3.9,2.4,4.2,2.3,2.7,4.5,4.4,2.8,3.2,2.1,3.5,3.0
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0158730158730159,3.871467286101429e-09,2.4390243902438996e-07,0,8528,0,0,0,0,0,0,0,0.2,158,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,3264,0,40,0,0,1,169,0,0,2,Stoke,Hull City,Leicester,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,0,54,2.7,5.8695652173913e-07,1.17391304347826e-05,0,132606,3,34,0,0,0,0,0,11.7,16308,1,0,54,-1,0.3,0,1.3,5,0,6,0,1,2.1,158584,0,462,0,1,1791,678,0,1,402,Watford,Crystal Palace,Everton,Man City,West Brom,0.0,3.2,1.7,3.0,2.1,1.5,3.9,2.8,2.4,2.4,2.9,1.7,2.9,1.5,3.2,3.4,1.4
Ryan,Fraser,MID,BOU,4800000,4,51,0.8095238095238091,1.68650793650794e-07,1.0625e-05,0,20361,0,8,0,0,0,3,0,10.6,4955,-2,0,51,2,1.3,0,6.3,5,0,3,0,4,1.8,94314,0,0,0,2,560,24648,0,0,156,Watford,Crystal Palace,Everton,Man City,West Brom,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4400000,6,45,3.0,6.81818181818182e-07,1.0227272727272698e-05,0,228184,1,14,0,0,0,0,0,10.2,3178,-1,0,45,1,0.5,0,2.3,5,0,3,0,2,3.1,142642,0,0,0,0,1170,8967,0,0,259,West Ham,West Brom,Tottenham,Everton,Crystal Palace,4.3,3.5,2.4,3.2,3.2,3.1,3.1,2.4,2.8,2.9,3.7,3.8,2.8,3.2,2.5,4.1,3.1
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,63786,0,0,0,0,0,0,0,0.0,330,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,3773,0,0,0,0,0,175,0,0,0,West Ham,West Brom,Tottenham,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.14285714285714302,3.1746031746031705e-08,2e-06,0,769,0,7,0,0,0,0,0,2.0,39,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,945,0,0,0,0,188,14,0,0,38,Everton,Bournemouth,Sunderland,Stoke,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5300000,0,52,2.6,4.90566037735849e-07,9.81132075471698e-06,0,378130,6,32,0,0,0,1,0,9.8,6439,-2,0,52,2,0.3,0,1.8,4,0,4,0,2,4.9,126543,0,482,0,1,1708,370,0,0,362,Southampton,Burnley,Man Utd,Swansea,Liverpool,2.3,1.4,2.1,2.0,3.4,3.0,2.5,2.7,3.0,2.6,1.6,2.3,3.0,2.0,2.9,1.9,3.4
Jay,Fulton,MID,SWA,4400000,0,16,0.253968253968254,5.772005772005769e-08,3.63636363636364e-06,0,1348,2,14,0,0,0,0,0,3.6,42,-1,0,16,1,0.2,0,1.0,0,0,3,0,0,0.0,898,0,4,0,0,623,14,0,0,78,Liverpool,Southampton,Man City,Leicester,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4600000,6,39,0.6190476190476191,1.3457556935817802e-07,8.47826086956522e-06,0,83695,0,12,0,0,0,0,0,8.5,1400,-4,0,39,4,1.0,0,4.8,1,0,4,0,0,1.6,38531,0,304,0,0,923,12084,0,0,211,Crystal Palace,Stoke,Bournemouth,Middlesbrough,Sunderland,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Gabriel,DEF,ARS,4800000,6,25,0.396825396825397,8.26719576719577e-08,5.20833333333333e-06,0,18276,2,7,0,0,0,0,0,5.2,2137,-2,0,25,2,1.0,0,4.8,0,0,3,0,0,0.7,34748,0,244,0,0,732,8361,0,0,151,Burnley,Watford,Chelsea,Hull City,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4100000,0,9,0.14285714285714302,3.48432055749129e-08,2.19512195121951e-06,0,17138,0,3,0,0,0,0,0,2.2,367,-4,0,9,4,0.0,0,0.0,0,0,1,0,0,0.2,15055,0,126,0,0,247,330,0,0,44,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,27574,0,0,0,0,0,0,0,0.0,360,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,1954,0,0,0,0,0,13,0,0,0,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0476190476190476,9.52380952380952e-09,6e-07,0,397,0,1,0,0,0,0,0,0.6,21,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,395,0,0,0,0,29,17,0,0,11,Tottenham,West Ham,Swansea,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7136,1,6,0,0,0,0,0,2.7,100,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5057,0,244,0,0,218,14,0,0,52,Sunderland,Middlesbrough,Stoke,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,4719,0,0,0,0,0,0,0,0.0,193,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,5268,0,0,0,0,0,79,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,271,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,91,0,15,0,0,0,3,0,0,0,Leicester,Swansea,West Ham,Sunderland,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
