FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Saido,Berahino,FWD,STK,6000000,0,7,3.5,5.83333333333333e-07,1.16666666666667e-06,0,13583,0,1,0,0,0,0,0,1.2,5808,0,0,7,0,0.4,0,2.3,0,0,1,0,1,0.5,7588,0,0,0,0,136,1158,0,0,17,Man Utd,Newcastle,Chelsea,Southampton,Man City,3.3,1.8,3.8,3.8,1.8,5.2,1.9,5.2,2.2,2.1,4.9,2.7,2.5,3.2,5.2,3.4,1.8,1.8,5.2,1.8,3.0,3.2,2.0,4.6,1.8,1.8,3.9,5.2,1.8,3.6,2.2,4.4,1.8,5.2,2.7,7.3
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,158,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,12,0,0,0,0,0,5,0,0,0,Southampton,Man City,Swansea,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7800000,2,4,0.444444444444444,5.6980056980057e-08,5.128205128205129e-07,0,62030,0,1,0,0,0,0,0,0.5,12539,-2,0,4,2,0.2,0,1.3,0,0,0,0,0,1.1,9702,0,0,0,0,93,4509,0,0,24,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.5
Ryan,Bertrand,DEF,SOU,5500000,6,15,5.0,9.09090909090909e-07,2.7272727272727298e-06,0,128168,0,2,0,0,0,0,0,2.7,47867,0,0,15,0,0.9,0,5.0,2,0,2,0,0,15.6,165433,0,0,0,0,265,52819,0,0,63,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,5.8,6.6,5.0,4.6,7.2,6.3,7.2,4.7,3.5,7.5,6.5,6.0,7.5,7.5,5.2,5.5,7.5,4.7,6.8,7.5,5.7,6.3,7.2,6.4,7.3,7.5,4.4,7.5,5.5,4.2,5.7,3.2,7.0,3.3,5.1,15.4
Muhamed,Besic,MID,EVE,4500000,1,2,0.222222222222222,4.938271604938269e-08,4.44444444444444e-07,0,2765,0,0,0,0,0,0,0,0.4,773,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.2,1440,0,0,0,0,46,558,0,0,10,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0
Philip,Billing,MID,HUD,4500000,3,8,2.7,6e-07,1.77777777777778e-06,0,9561,1,0,0,0,0,0,0,1.8,5318,0,0,8,0,0.6,0,2.7,0,0,3,0,0,0.7,26491,0,0,0,0,240,13308,0,0,34,West Ham,Leicester,Burnley,Tottenham,Swansea,3.1,3.9,3.7,1.4,4.1,1.4,1.4,1.4,3.4,1.4,2.2,2.8,1.8,2.1,3.0,2.4,3.8,1.4,1.8,2.7,1.9,2.1,1.5,3.2,2.6,3.2,1.7,2.8,2.5,3.1,1.4,2.6,4.1,2.9,3.2,7.3
Daley,Blind,DEF,MUN,5500000,6,18,6.0,1.0909090909090901e-06,3.27272727272727e-06,0,31547,0,0,0,0,0,0,0,3.3,13645,0,0,18,0,1.1,0,6.0,0,0,3,0,0,3.5,108988,0,0,0,0,270,34647,0,0,81,Stoke,Everton,Southampton,Crystal Palace,Liverpool,6.2,9.0,7.4,8.0,4.9,8.3,6.7,7.0,9.0,7.4,9.0,5.7,6.5,8.5,8.7,4.5,6.0,7.7,4.6,9.0,9.0,9.0,6.9,6.0,7.2,8.0,8.1,7.3,5.4,8.4,7.4,7.6,9.0,8.7,6.9,14.8
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,621,0,0,0,0,0,0,0,0.2,262,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,501,0,0,0,0,17,53,0,0,1,Leicester,Arsenal,Stoke,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,3996,0,1,0,0,0,0,0,0.4,2082,0,0,2,0,0.1,0,0.7,0,0,0,0,0,0.1,1835,0,0,0,0,71,148,0,0,5,Man Utd,Newcastle,Chelsea,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6500000,0,0,0.0,0.0,0.0,0,2291,0,0,0,0,0,0,0,0.0,508,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,230,0,0,0,0,0,67,0,0,0,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaetan,Bong,DEF,BHA,4400000,0,0,0.0,0.0,0.0,0,2090,0,0,0,0,0,0,0,0.0,660,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,223,0,0,0,0,0,80,-1,0,0,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfried,Bony,FWD,SWA,6000000,0,0,0.0,0.0,0.0,0,5083,0,0,0,0,0,0,0,0.0,5083,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,27879,0,0,0,0,0,27879,0,0,0,Newcastle,Tottenham,Watford,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4400000,0,0,0.0,0.0,0.0,0,66964,0,0,0,0,0,0,0,0.0,17787,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,3.0,843,0,0,0,0,0,351,-1,0,0,Arsenal,Brighton,Everton,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5800000,0,1,0.111111111111111,1.91570881226054e-08,1.7241379310344802e-07,0,5493,0,0,0,0,0,0,0,0.2,1324,-2,1,1,2,0.1,0,0.3,0,0,0,0,0,0.1,664,0,0,0,0,19,139,-1,0,8,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
,Brad Smith,DEF,BOU,4000000,0,0,0.0,0.0,0.0,0,50204,0,0,0,0,0,0,0,0.0,16903,0,0,0,0,0.0,0,0.0,0,0,0,0,0,4.4,36057,0,0,0,0,0,5423,0,0,0,Arsenal,Brighton,Everton,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5500000,8,11,3.7,6.727272727272729e-07,2e-06,0,16829,1,4,0,0,0,0,0,2.0,12616,0,0,11,0,0.7,0,3.7,3,0,0,0,1,1.8,75019,0,0,0,0,257,69125,0,0,48,Crystal Palace,Liverpool,Huddersfield,Everton,West Ham,3.4,2.8,1.8,4.7,3.3,4.9,4.2,4.2,2.0,4.1,5.4,3.4,1.8,4.9,5.2,1.8,3.0,4.5,2.6,5.5,1.8,4.4,1.8,5.6,2.2,5.6,5.2,2.5,4.5,5.1,5.0,3.6,2.1,4.0,3.8,27.8
Claudio,Bravo,GLK,MCI,4900000,0,0,0.0,0.0,0.0,0,17225,0,0,0,0,0,0,0,0.0,4181,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,1602,0,0,0,0,0,350,0,0,0,Liverpool,Watford,Crystal Palace,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel,Britos,DEF,WAT,4500000,-2,10,3.3,7.33333333333333e-07,2.22222222222222e-06,0,76883,1,3,0,0,0,1,0,2.2,57260,0,0,10,0,0.7,0,3.3,0,0,1,0,0,1.9,111111,0,0,0,0,203,724,0,1,40,Southampton,Man City,Swansea,West Brom,Arsenal,0.0,0.0,0.0,4.9,3.2,3.5,4.5,2.2,2.3,3.0,1.6,2.6,4.9,4.9,1.8,4.9,3.8,1.6,4.4,2.2,2.2,3.1,1.9,3.7,3.6,2.4,2.8,2.4,2.8,1.6,4.3,3.3,4.9,3.0,3.2,11.1
Leon,Britton,MID,SWA,4500000,0,3,0.33333333333333304,7.40740740740741e-08,6.66666666666667e-07,0,2885,0,0,0,0,0,0,0,0.7,632,0,0,3,0,0.2,0,1.0,0,0,1,0,0,0.2,1911,0,0,0,0,73,212,0,0,6,Newcastle,Tottenham,Watford,West Ham,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7
Isaiah,Brown,MID,BHA,5400000,0,1,0.111111111111111,2.05761316872428e-08,1.85185185185185e-07,0,2321,0,0,0,0,0,0,0,0.2,463,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.0,92,0,0,0,0,23,25,0,0,4,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
,Bruno,DEF,BHA,4500000,0,2,0.7,1.5555555555555599e-07,4.44444444444444e-07,0,3719,1,4,0,0,0,0,0,0.4,1414,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.2,1218,0,0,0,0,225,168,0,0,29,West Brom,Bournemouth,Newcastle,Arsenal,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.6,0.4,0.4,1.0,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.5,0.4,0.4,4.7
Chris,Brunt,MID,WBA,5500000,3,14,4.7,8.54545454545455e-07,2.5454545454545503e-06,0,33581,0,1,0,0,0,0,0,2.5,15544,0,0,14,0,0.9,0,4.7,3,0,2,0,1,2.4,110746,0,0,0,0,270,33763,0,0,59,Brighton,West Ham,Arsenal,Watford,Leicester,6.6,5.9,5.1,2.9,4.4,5.4,3.6,5.8,4.9,6.7,6.9,5.6,7.0,3.6,2.7,4.6,7.0,6.8,6.5,4.3,5.5,6.3,4.4,5.9,3.5,6.5,7.0,6.4,3.6,4.1,3.8,5.0,5.7,2.7,6.7,15.7
Harry,Bunn,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,340,0,0,0,0,0,0,0,0.0,67,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,28,0,0,0,0,0,8,0,0,0,West Ham,Leicester,Burnley,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Burke,MID,WBA,5500000,1,1,0.111111111111111,2.02020202020202e-08,1.81818181818182e-07,0,556,0,0,0,0,0,0,0,0.2,493,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,2641,0,0,0,0,2,1459,0,0,3,Brighton,West Ham,Arsenal,Watford,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8
Jack,Butland,GLK,STK,5000000,2,16,5.3,1.06e-06,3.2e-06,0,23839,0,2,0,10,0,0,0,3.2,11914,0,0,16,0,1.1,0,5.3,3,0,1,0,0,3.8,60988,0,0,0,1,270,7870,0,0,60,Man Utd,Newcastle,Chelsea,Southampton,Man City,6.7,2.6,7.4,7.8,3.6,8.0,5.3,8.0,4.2,3.5,8.0,5.9,5.8,4.6,7.9,7.8,3.6,2.6,8.0,2.6,7.2,7.4,3.2,7.8,2.6,2.8,6.8,8.0,2.6,7.3,2.7,6.5,2.6,8.0,5.9,8.2
Sam,Byram,DEF,WHU,4400000,0,0,0.0,0.0,0.0,0,3313,0,0,0,0,0,0,0,0.0,968,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.2,337,0,0,0,0,0,140,-1,0,0,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy,Caballero,GLK,CHE,4900000,0,0,0.0,0.0,0.0,0,1878,0,0,0,0,0,0,0,0.0,494,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.1,241,0,0,0,0,0,86,-1,0,0,Leicester,Arsenal,Stoke,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yohan,Cabaye,MID,CRY,5500000,0,0,0.0,0.0,0.0,0,9953,1,0,0,0,0,0,0,0.0,2850,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1856,0,0,0,0,32,575,0,0,2,Burnley,Southampton,Man City,Man Utd,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Gary,Cahill,DEF,CHE,6300000,0,-3,-0.33333333333333304,-5.29100529100529e-08,-4.76190476190476e-07,0,435279,0,3,0,0,0,0,0,-0.5,37965,-2,1,-3,2,-0.2,0,-1.0,0,0,0,0,0,4.2,2019,0,0,0,0,13,490,-1,1,-7,Leicester,Arsenal,Stoke,Man City,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Callum Wilson,FWD,BOU,6000000,0,0,0.0,0.0,0.0,0,907,0,0,0,0,0,0,0,0.0,179,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,152,0,0,0,0,0,46,0,0,0,Arsenal,Brighton,Everton,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominic,Calvert-Lewin,FWD,EVE,5000000,1,11,3.7,7.4e-07,2.2e-06,0,36939,0,1,0,0,0,0,0,2.2,19888,0,0,11,0,0.7,0,3.7,0,0,1,0,2,2.1,98570,0,0,0,0,208,32102,0,0,36,Tottenham,Man Utd,Bournemouth,Burnley,Brighton,3.9,1.8,5.6,4.7,2.4,5.6,1.8,3.5,2.3,1.8,5.6,3.3,1.8,1.8,3.0,4.2,1.8,2.2,3.6,2.8,3.7,5.6,1.8,5.6,2.0,3.5,5.0,1.8,4.2,5.2,3.0,5.6,1.8,4.1,2.3,17.4
Geoff,Cameron,DEF,STK,4500000,2,10,3.3,7.33333333333333e-07,2.22222222222222e-06,0,7573,0,2,0,0,0,0,0,2.2,3019,0,0,10,0,0.7,0,3.3,0,0,1,0,0,0.7,15600,0,0,0,0,248,2795,0,0,42,Man Utd,Newcastle,Chelsea,Southampton,Man City,3.4,1.6,3.9,4.2,1.6,4.8,2.6,4.9,2.6,2.2,4.4,2.9,3.6,2.1,4.3,4.4,1.6,1.6,4.9,1.6,3.8,4.0,1.6,4.9,1.6,1.6,3.5,4.9,1.6,4.5,1.6,3.3,1.6,4.9,2.9,6.9
Emre,Can,MID,LIV,5000000,3,8,0.8888888888888891,1.77777777777778e-07,1.6e-06,0,134209,0,3,0,0,0,0,0,1.6,40054,0,0,8,0,0.5,0,2.7,0,0,1,0,1,7.4,129054,0,0,0,0,173,47784,0,0,49,Man City,Burnley,Leicester,Newcastle,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,1.3,0.4,0.4,0.4,0.4,1.1,0.4,0.4,0.7,0.4,0.4,0.4,0.7,0.9,0.4,0.4,0.4,0.4,0.9,0.4,1.1,0.4,0.4,11.3
Etienne,Capoue,MID,WAT,5400000,0,6,0.666666666666667,1.23456790123457e-07,1.11111111111111e-06,0,127981,0,0,0,0,0,1,0,1.1,41928,-1,0,6,1,0.4,0,2.0,0,0,0,0,0,4.6,31485,0,0,0,0,10,2944,0,0,21,Southampton,Man City,Swansea,West Brom,Arsenal,0.3,0.3,0.8,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,5.6
Michael,Carrick,MID,MUN,4400000,0,0,0.0,0.0,0.0,0,25983,0,0,0,0,0,0,0,0.0,8009,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.0,11814,0,0,0,0,0,3277,0,0,0,Stoke,Everton,Southampton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre,Carrillo,MID,WAT,5500000,1,1,0.111111111111111,2.02020202020202e-08,1.81818181818182e-07,0,136,0,0,0,0,0,0,0,0.2,120,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,496,0,0,0,0,43,362,0,0,2,Southampton,Man City,Swansea,West Brom,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Andy,Carroll,FWD,WHU,5900000,0,0,0.0,0.0,0.0,0,2398,0,0,0,0,0,0,0,0.0,565,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,801,0,0,0,0,0,418,0,0,0,Huddersfield,West Brom,Tottenham,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Carroll,MID,SWA,4500000,3,8,2.7,6e-07,1.77777777777778e-06,0,72555,0,4,0,0,0,0,0,1.8,38861,0,0,8,0,0.6,0,2.7,0,0,2,0,0,6.3,87347,0,0,0,0,270,46662,0,0,40,Newcastle,Tottenham,Watford,West Ham,Huddersfield,1.9,3.6,1.4,3.5,1.4,2.5,2.6,1.4,4.0,1.8,3.1,2.4,1.4,1.4,3.3,1.4,1.8,3.5,1.4,3.0,1.4,1.8,2.2,1.4,3.5,1.4,3.1,1.4,1.9,3.0,3.3,3.4,1.4,3.8,2.4,11.3
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,448,0,0,0,0,0,0,0,0.0,238,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,308,0,0,0,0,0,5,0,0,0,Everton,Swansea,West Ham,Huddersfield,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4500000,1,1,0.111111111111111,2.46913580246914e-08,2.22222222222222e-07,0,462,0,0,0,0,0,0,0,0.2,147,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,96,0,0,0,0,19,23,0,0,4,Southampton,Man City,Swansea,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
Santiago,Cazorla,MID,ARS,7000000,0,0,0.0,0.0,0.0,0,928,0,0,0,0,0,0,0,0.0,246,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,203,0,0,0,0,0,67,0,0,0,Bournemouth,Chelsea,West Brom,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5500000,2,6,2.0,3.63636363636364e-07,1.0909090909090901e-06,0,57115,0,8,0,9,0,0,0,1.1,19982,0,0,6,0,0.4,0,2.0,0,0,0,0,0,5.4,11583,0,0,0,0,270,5315,0,0,46,Bournemouth,Chelsea,West Brom,Brighton,Watford,2.3,1.0,2.1,2.7,1.6,1.0,1.2,1.0,2.7,1.3,1.7,1.5,1.0,1.0,2.4,2.1,1.8,1.3,1.8,1.0,3.0,1.8,2.8,2.7,1.5,2.0,1.8,1.0,3.0,1.9,1.0,2.0,1.0,1.4,1.0,9.6
,Cedric,DEF,SOU,5000000,6,13,4.3,8.6e-07,2.6e-06,0,109954,0,2,0,0,0,0,0,2.6,39108,0,0,13,0,0.9,0,4.3,0,0,2,0,0,12.0,115198,0,0,0,0,270,50808,0,0,58,Watford,Crystal Palace,Man Utd,Stoke,Newcastle,4.7,5.6,3.9,3.6,6.0,5.2,6.2,3.7,2.7,6.4,5.3,4.9,6.2,6.4,4.2,4.4,6.4,3.7,5.8,6.4,4.9,5.4,6.0,5.2,6.0,6.4,3.5,6.4,4.4,3.3,4.5,2.5,5.8,2.6,4.0,9.4
Nacer,Chadli,MID,WBA,5800000,0,0,0.0,0.0,0.0,0,18426,0,0,0,0,0,0,0,0.0,5058,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.4,2287,0,0,0,0,0,611,-1,0,0,Brighton,West Ham,Arsenal,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathaniel,Chalobah,MID,WAT,4500000,3,7,2.3,5.11111111111111e-07,1.55555555555556e-06,0,32782,1,3,0,0,0,0,0,1.6,17210,0,0,7,0,0.5,0,2.3,0,0,2,0,0,2.7,62148,0,0,0,0,270,33537,0,0,19,Southampton,Man City,Swansea,West Brom,Arsenal,2.0,1.2,3.4,2.2,2.1,2.3,2.6,2.4,1.7,2.2,1.2,1.2,3.1,3.0,1.2,2.7,2.7,1.2,2.5,1.2,1.6,1.7,1.2,2.7,3.3,1.2,1.9,1.2,2.1,1.2,2.2,1.7,2.7,2.2,1.3,10.5
