FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Michy,Batshuayi,FWD,CHE,8500000,0,24,1.5,1.7647058823529398e-07,2.82352941176471e-06,0,129753,0,0,0,0,0,1,0,2.8,149,-5,0,24,5,0.0,0,0.0,1,0,0,0,1,0.9,60874,0,0,0,0,110,118,0,0,66,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,1.0,1.0,0.8,0.8,1.3,0.8,1.1,0.8,1.4
Asmir,Begovic,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,6425,0,0,0,0,0,0,0,0.0,55,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,1727,0,150,0,0,0,107,0,0,0,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valon,Behrami,MID,WAT,4500000,1,42,1.8,4e-07,9.33333333333333e-06,0,17071,6,29,0,0,0,0,0,9.3,189,0,0,42,0,0.3,0,1.5,0,0,5,0,0,0.2,12854,0,127,0,0,1778,22,0,0,220,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.9,1.3,1.1,0.9,1.0,0.9,1.0
Hector,Bellerin,DEF,ARS,6500000,1,80,3.6,5.538461538461541e-07,1.23076923076923e-05,0,998634,1,27,0,0,0,0,0,12.3,4387,0,0,80,0,0.2,0,1.0,10,0,7,0,3,13.8,372191,0,541,0,1,1794,1590,0,0,388,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,4.0,5.1,4.3,3.4,4.0,2.9,3.4,3.8,4.1
Yohan,Benalouane,DEF,LEI,4000000,1,1,0.0114942528735632,2.8735632183908e-09,2.5e-07,0,8355,0,2,0,0,0,0,0,0.3,64,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.2,2317,0,15,0,0,90,468,0,0,10,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,4327,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,524,0,29,0,0,0,3,0,0,0,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saido,Berahino,FWD,STK,6000000,2,14,0.160919540229885,2.68199233716475e-08,2.33333333333333e-06,0,59728,1,3,0,0,0,0,0,2.3,710,-5,0,14,5,0.3,0,1.7,0,0,3,0,0,0.5,30925,0,226,0,0,481,575,0,0,19,Leicester,Burnley,Liverpool,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,92,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,43,0,55,0,0,0,0,0,0,0,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo,DEF,MID,4300000,1,23,0.264367816091954,6.148088746324509e-08,5.34883720930233e-06,0,3175,2,13,0,0,0,0,0,5.3,267,-2,0,23,2,0.2,0,1.0,3,0,2,0,0,0.1,6839,0,0,0,0,803,399,0,0,149,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Ryan,Bertrand,DEF,SOU,5500000,4,87,4.6,8.36363636363636e-07,1.58181818181818e-05,0,86739,2,25,0,0,0,1,0,16.1,1955,0,-1,87,0,0.5,0,2.5,8,0,8,0,5,2.9,166473,0,415,0,2,1697,40340,1,0,395,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,6.8,6.4,5.2,5.7,4.7,6.7,5.3,4.7,6.7
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1369,0,0,0,0,0,0,0,0.0,28,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,728,0,75,0,0,0,30,0,0,0,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5200000,0,79,4.6,8.846153846153851e-07,1.51923076923077e-05,0,450135,2,13,0,0,0,1,0,15.2,7537,-3,0,79,3,0.0,0,0.0,12,0,7,0,2,4.4,461846,0,477,0,1,1395,2329,0,0,417,West Brom,Everton,Sunderland,Chelsea,Burnley,6.5,5.4,4.8,5.7,9.7,5.7,5.9,4.7,6.1
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,682,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,549,0,0,0,0,0,3,0,0,0,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,3.3,6e-07,5.45454545454545e-06,0,109401,1,12,0,0,0,3,0,5.5,181,-5,0,30,5,0.0,1,0.0,4,0,0,0,0,0.7,46568,0,360,0,0,475,17,0,0,93,Leicester,Burnley,Liverpool,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick,Bolasie,MID,EVE,5700000,0,45,0.517241379310345,9.074410163339381e-08,7.89473684210526e-06,0,419455,3,14,0,0,0,1,0,7.9,394,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.7,292843,0,469,0,0,1048,41,0,0,172,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3
Wilfried,Bony,FWD,STK,6900000,0,29,0.33333333333333304,4.8309178743961296e-08,4.20289855072464e-06,0,130958,1,12,0,0,0,2,0,4.2,154,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,113525,0,249,0,1,684,62,0,0,92,Leicester,Burnley,Liverpool,Hull City,Swansea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabio,Borini,FWD,SUN,5100000,1,28,2.0,3.9215686274509797e-07,5.49019607843137e-06,0,84903,3,20,0,0,0,1,0,5.5,539,-4,0,28,4,0.3,0,1.5,1,0,4,0,0,0.6,27155,0,280,0,0,1058,354,0,0,101,Watford,Leicester,Man Utd,West Ham,Middlesbrough,1.3,1.4,1.5,1.9,1.2,2.0,1.6,2.1,1.0
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3039,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,118,0,123,0,0,0,2,0,0,0,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4500000,6,87,3.2,7.11111111111111e-07,1.93333333333333e-05,0,245444,2,51,0,81,0,0,0,19.3,3353,0,0,87,0,1.5,0,6.7,5,0,6,0,0,6.0,266021,0,281,2,2,2430,4002,0,0,487,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,3.1,3.4,3.7,2.3,3.7,2.4,4.2,3.9,1.9
Sofiane,Boufal,MID,SOU,6700000,0,31,0.35632183908046,5.3182364041859696e-08,4.62686567164179e-06,0,12726,4,16,0,0,0,1,0,4.6,57,-3,0,31,3,0.3,0,2.0,1,0,3,0,1,0.1,13075,0,0,0,0,756,66,0,0,124,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0574712643678161,1.27713920817369e-08,1.11111111111111e-06,0,5119,0,1,0,0,0,0,0,1.1,65,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5771,0,0,0,0,65,52,0,0,15,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,3,65,2.3,4.509803921568629e-07,1.27450980392157e-05,0,12525,2,36,0,0,0,1,0,12.7,301,-4,0,65,4,0.5,0,2.3,0,0,6,0,1,0.2,7975,0,0,0,0,2207,180,0,0,287,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,2.0,2.2,1.2,1.2,1.9,1.2,2.1,1.2,1.6
Robbie,Brady,MID,BUR,5500000,1,24,0.27586206896551696,5.01567398119122e-08,4.3636363636363605e-06,0,9627,0,3,0,0,0,1,0,4.4,3885,0,0,24,0,0.4,0,2.3,4,0,0,0,2,0.5,32217,0,0,0,0,288,285,0,0,78,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3552,0,0,0,0,0,0,0,0.0,47,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2778,0,27,0,0,0,14,0,0,0,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,0,59,3.1,6.2e-07,1.18e-05,0,118008,0,25,0,31,0,0,0,11.8,1076,-5,0,59,5,0.0,0,0.0,3,0,4,0,0,1.3,122801,0,0,1,1,1710,125,0,0,309,Arsenal,Chelsea,Hull City,Southampton,Man Utd,3.6,2.9,3.7,3.3,2.5,2.9,3.6,3.0,2.6
Miguel,Britos,DEF,WAT,4300000,2,51,2.2,5.11627906976744e-07,1.18604651162791e-05,0,39016,6,34,0,0,0,0,0,11.9,1122,-2,0,51,2,0.7,0,3.0,5,0,4,0,2,0.9,70840,0,205,0,1,2018,5160,0,1,339,Sunderland,West Brom,Tottenham,Swansea,Hull City,2.0,2.6,1.2,2.1,1.5,2.9,1.1,1.1,1.9
Leon,Britton,MID,SWA,4400000,0,20,0.22988505747126398,5.2246603970741904e-08,4.54545454545455e-06,0,3959,2,22,0,0,0,0,0,4.5,18,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1852,0,166,0,0,802,6,0,0,133,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,91,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,106,0,0,0,0,0,0,0,0,0,Hull City,Arsenal,Swansea,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,106713,0,0,0,0,0,0,0,0.0,2652,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,135962,0,22,0,0,0,137,0,0,0,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,7093,0,0,0,0,0,0,0,0.0,60,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4649,0,0,0,0,0,14,0,0,0,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5100000,2,79,0.908045977011494,1.78048230786567e-07,1.54901960784314e-05,0,101207,4,25,0,0,0,3,0,15.5,13102,1,0,79,-1,0.3,0,1.3,10,0,3,0,3,3.6,244300,0,230,0,2,1719,1441,0,0,344,Man Utd,Watford,Southampton,Liverpool,Leicester,0.5,0.5,0.7,0.8,0.0,0.5,0.5,0.5,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2671,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2470,0,0,0,0,0,7,0,0,0,Hull City,Arsenal,Swansea,Sunderland,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4500000,0,0,0.0,0.0,0.0,0,146788,0,0,0,0,0,0,0,0.0,313,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.8,3843,0,341,0,0,0,55,0,0,0,Leicester,Burnley,Liverpool,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,1,15,0.172413793103448,4.10509031198686e-08,3.5714285714285697e-06,0,32223,3,15,0,0,0,0,0,3.6,217,-3,0,15,3,0.5,0,2.0,0,0,1,0,1,0.3,15522,0,39,0,0,619,830,0,0,114,Hull City,Arsenal,Swansea,Sunderland,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,3,37,0.425287356321839,9.04866715578381e-08,7.872340425531911e-06,0,32299,0,5,0,16,0,0,0,7.9,923,-3,0,37,3,1.1,0,5.3,1,0,4,0,0,0.8,43121,0,45,0,0,810,2278,0,0,173,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yohan,Cabaye,MID,CRY,5600000,6,63,0.7241379310344829,1.29310344827586e-07,1.125e-05,0,137289,6,35,0,0,0,2,0,11.3,470,-4,0,63,4,1.1,1,6.0,4,0,5,0,3,1.1,30177,0,397,0,1,1657,1338,0,0,307,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,48,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,252,0,0,0,0,0,90,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6600000,8,135,4.8,7.27272727272727e-07,2.0454545454545498e-05,0,253179,2,21,0,0,0,4,0,20.8,2898,6,-1,135,-6,0.8,0,5.0,12,0,13,0,0,15.4,605839,1,283,0,2,2513,47077,1,0,586,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,6.7,6.0,5.6,4.6,7.1,4.2,6.4,5.6,6.1
Jonathan,Calleri,FWD,WHU,6600000,0,13,0.149425287356322,2.2640195053988198e-08,1.96969696969697e-06,0,3404,0,3,0,0,0,1,0,2.0,60,-4,0,13,4,0.0,0,0.0,0,0,0,0,0,0.0,3217,0,0,0,0,205,34,0,0,30,Hull City,Arsenal,Swansea,Sunderland,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,423089,0,25,0,0,0,6,0,10.5,992,-5,0,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354583,0,165,0,0,1361,78,0,0,170,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,2.9,3.5,4.1,2.8
Dominic,Calvert-Lewin,FWD,EVE,4500000,6,11,0.126436781609195,2.80970625798212e-08,2.44444444444444e-06,0,1982,0,1,0,0,0,1,0,2.4,134,0,0,11,0,0.5,0,2.3,1,0,0,0,0,0.0,2927,0,0,0,0,120,852,0,0,39,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Geoff,Cameron,DEF,STK,4200000,0,33,0.37931034482758597,9.0311986863711e-08,7.857142857142861e-06,0,25242,1,13,0,0,0,0,0,7.9,1061,-3,0,33,3,1.0,0,4.0,2,0,4,0,0,0.4,27420,0,293,0,0,909,4120,0,0,185,Leicester,Burnley,Liverpool,Hull City,Swansea,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.137931034482759,3.1347962382445095e-08,2.7272727272727298e-06,0,76938,0,3,0,0,0,1,0,2.7,1751,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.1,86605,0,12,0,0,120,1012,0,0,47,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5070,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,475,0,175,0,0,0,5,0,0,0,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,2,74,0.850574712643678,1.8097334311567602e-07,1.57446808510638e-05,0,175209,5,22,0,0,0,4,0,15.7,3144,-3,0,74,3,0.9,0,4.0,9,0,4,0,2,2.0,181838,0,399,0,1,1561,9944,0,0,314,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4500000,2,102,3.6,8e-07,2.2666666666666698e-05,0,1540025,3,45,0,0,0,5,0,22.7,25651,0,0,102,0,0.4,0,2.0,14,0,4,0,2,24.5,2259066,0,347,0,3,2446,17645,0,0,423,Sunderland,West Brom,Tottenham,Swansea,Hull City,4.8,3.9,1.9,3.9,3.4,3.0,3.0,2.5,3.0
Baily,Cargill,DEF,BOU,4000000,0,1,0.0114942528735632,2.8735632183908e-09,2.5e-07,0,355,0,0,0,0,0,0,0,0.3,105,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,1246,0,0,0,0,13,139,0,0,5,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4200000,2,25,0.28735632183908,6.841817186644769e-08,5.95238095238095e-06,0,118665,1,8,0,0,0,0,0,6.0,1930,-3,0,25,3,0.4,0,1.5,0,0,3,0,0,1.5,124725,0,275,0,0,982,3742,0,0,168,West Brom,Everton,Sunderland,Chelsea,Burnley,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Andy,Carroll,FWD,WHU,6300000,5,56,3.7,5.87301587301587e-07,8.88888888888889e-06,0,523908,2,22,0,0,0,6,0,8.9,12334,-2,0,56,2,0.5,0,3.0,5,0,3,0,1,4.6,426332,0,381,0,1,1069,18665,0,0,212,Hull City,Arsenal,Swansea,Sunderland,Everton,4.3,3.5,4.8,4.1,4.1,3.5,4.5,4.9,3.3
Tom,Carroll,MID,SWA,4300000,2,25,0.28735632183908,6.68270515904838e-08,5.81395348837209e-06,0,31609,0,12,0,0,0,0,0,5.8,3715,-2,0,25,2,0.8,0,3.3,1,0,1,0,2,1.7,92746,0,93,0,0,690,2430,0,0,125,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1922,0,0,0,0,0,0,0,0.0,15,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,889,0,0,0,0,0,20,0,0,0,Burnley,Swansea,Watford,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,2,13,0.149425287356322,3.4750066827051603e-08,3.02325581395349e-06,0,18913,3,17,0,0,0,0,0,3.0,44,-2,0,13,2,0.2,0,1.0,0,0,0,0,0,0.2,4358,0,335,0,0,892,119,0,0,99,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4200000,0,3,0.0344827586206897,8.210180623973729e-09,7.142857142857141e-07,0,6368,1,3,0,0,0,0,0,0.7,60,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.1,2499,0,246,0,0,175,45,0,0,17,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.43678160919540204,6.23973727422003e-08,5.4285714285714306e-06,0,372770,2,5,0,0,0,2,0,5.4,220,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330120,0,259,0,0,618,30,0,0,159,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
Petr,Cech,GLK,ARS,5400000,2,91,3.4,6.2962962962963e-07,1.68518518518519e-05,0,516852,2,32,0,81,0,0,0,16.9,38301,-1,0,91,1,0.4,0,2.0,0,0,8,0,0,12.3,293382,1,409,0,0,2377,153,0,0,472,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,3.9,3.1,3.6,2.7,3.1,3.4,3.7
,Cedric,DEF,SOU,4800000,1,65,3.3,6.875e-07,1.35416666666667e-05,0,153403,2,25,0,0,0,0,0,13.5,1443,-2,0,65,2,0.1,0,0.5,11,0,6,0,1,1.9,176577,0,320,0,1,1637,10086,0,0,389,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,4.5,4.2,3.2,3.6,2.8,4.3,3.6,2.9,4.3
Nacer,Chadli,MID,WBA,6000000,5,97,1.1149425287356298,1.85823754789272e-07,1.61666666666667e-05,0,310960,1,23,0,0,0,5,0,16.2,8839,-5,0,97,5,0.5,0,3.0,8,0,5,0,6,1.9,356924,0,173,0,2,1617,2629,0,0,314,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.6,0.6,0.6,0.0,0.8,0.6,0.6,0.6
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.11494252873563199,2.55427841634738e-08,2.22222222222222e-06,0,948,1,0,0,0,0,0,0,2.2,10,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,1007,0,0,0,0,79,5,0,0,35,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,2,64,0.7356321839080459,1.2683313515655998e-07,1.1034482758620698e-05,0,154990,0,19,0,0,0,2,0,11.0,521,-2,0,64,2,0.3,0,2.0,2,0,3,0,4,1.2,119800,0,186,0,1,1234,792,0,0,315,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4300000,0,66,3.5,8.13953488372093e-07,1.53488372093023e-05,0,281946,4,23,0,0,0,1,0,15.3,10728,-2,1,66,2,0.0,0,0.0,6,0,6,0,1,3.8,290526,0,70,0,0,1710,1067,-1,0,398,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.0,3.3,4.3,4.8,7.5,3.8,3.2,4.7,4.0
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4622,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,177,0,85,0,0,0,5,0,0,0,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,1,10,0.11494252873563199,2.67308206361935e-08,2.32558139534884e-06,0,8798,1,5,0,0,0,0,0,2.3,77,-2,0,10,2,0.1,0,0.5,0,0,1,0,0,0.1,4349,0,0,0,0,320,100,0,0,65,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3498,0,0,0,0,0,0,0,0.0,45,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3001,0,2,0,0,0,10,0,0,0,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7000000,2,87,3.3,4.71428571428571e-07,1.24285714285714e-05,0,900110,6,42,0,0,0,9,0,12.4,12188,-5,0,87,5,0.2,2,1.5,7,0,5,0,1,4.1,936963,0,315,0,1,2264,3128,0,0,222,Chelsea,Southampton,Arsenal,Leicester,Liverpool,2.4,3.3,3.4,4.3,7.1,4.2,3.4,4.5,3.1
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5590,0,0,0,0,0,0,0,0.0,68,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6720,0,0,0,0,0,1,0,0,0,West Ham,Middlesbrough,Man City,Stoke,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,25,0.28735632183908,6.24687656171914e-08,5.43478260869565e-06,0,4477,3,14,0,0,0,0,0,5.4,47,-4,0,25,4,0.1,0,0.5,0,0,1,0,1,0.1,2438,0,183,0,0,848,32,0,0,115,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Clayton,MID,MID,4300000,1,47,2.0,4.65116279069767e-07,1.0930232558139501e-05,0,59012,7,25,0,0,0,0,0,10.9,1670,-2,0,47,2,0.3,0,1.5,0,0,7,0,1,0.9,75452,0,0,0,0,1904,469,0,0,310,Swansea,Hull City,Burnley,Arsenal,Bournemouth,1.1,1.4,2.1,1.1,3.1,1.1,1.0,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,1,31,1.7,3.3333333333333304e-07,6.07843137254902e-06,0,10722,4,21,0,0,0,0,0,6.1,167,-4,0,31,4,0.3,0,1.5,0,0,0,0,2,0.2,5330,0,241,0,0,1040,112,0,0,168,Sunderland,West Brom,Tottenham,Swansea,Hull City,1.7,1.2,0.8,1.2,1.0,0.8,0.9,0.8,0.9
Gael,Clichy,DEF,MCI,5200000,1,62,3.6,6.92307692307692e-07,1.19230769230769e-05,0,60365,1,17,0,0,0,1,0,11.9,639,-3,0,62,3,1.0,0,5.3,8,0,5,0,0,1.2,34969,0,166,0,2,1444,2306,0,0,344,Arsenal,Chelsea,Hull City,Southampton,Man Utd,4.4,3.6,4.6,4.1,3.1,3.6,4.4,3.7,3.2
Sam,Clucas,MID,HUL,4700000,2,59,2.1,4.4680851063829794e-07,1.2553191489361699e-05,0,6122,6,54,0,0,0,1,0,12.6,443,-3,0,59,3,0.9,0,4.3,2,0,3,0,1,0.1,7991,0,0,0,0,2409,843,0,1,352,West Ham,Middlesbrough,Man City,Stoke,Watford,1.2,2.0,1.0,1.0,2.3,1.0,2.3,1.2,1.6
