FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Marouane,Fellaini,MID,MUN,5800000,7,33,1.6,2.75862068965517e-07,5.68965517241379e-06,0,19119,6,13,0,0,0,1,0,5.7,246,-2,0,33,2,0.7,0,4.0,0,0,4,0,0,0.3,12544,0,164,0,0,997,658,0,0,188,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,1.0,1.1,0.8,1.6,1.0,0.8,0.8,0.8
Leroy,Fer,MID,SWA,4800000,2,81,3.2,6.66666666666667e-07,1.6875e-05,0,660446,8,43,0,0,0,6,0,16.9,5648,-2,0,81,2,0.6,0,2.7,5,0,3,0,2,5.4,736672,0,107,0,2,1876,3812,0,0,367,Middlesbrough,Tottenham,West Ham,Watford,Stoke,3.4,2.9,1.9,3.0,3.2,2.6,3.3,3.2,3.1
Edimilson,Fernandes,MID,WHU,4700000,1,21,0.24137931034482799,5.1357300073367596e-08,4.4680851063829805e-06,0,810,2,9,0,0,0,0,0,4.4,8,-3,1,21,3,0.1,0,0.7,0,0,1,0,0,0.0,821,0,0,0,0,510,10,-1,0,70,Hull City,Arsenal,Swansea,Sunderland,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,1,30,1.7,4.0476190476190503e-07,7.142857142857139e-06,0,72024,4,34,0,0,0,0,0,7.1,1297,-3,0,30,3,0.2,0,1.0,1,0,2,0,1,1.8,47688,0,333,0,1,1620,2028,0,0,278,Middlesbrough,Tottenham,West Ham,Watford,Stoke,1.4,1.5,1.5,0.9,1.6,0.9,1.3,0.9,1.7
,Fernandinho,MID,MCI,5300000,2,52,2.3,4.33962264150943e-07,9.81132075471698e-06,0,127407,3,19,0,0,0,1,0,9.8,814,-2,0,52,2,0.5,0,2.7,3,0,6,0,1,1.4,79590,0,417,0,0,1945,412,0,2,332,Arsenal,Chelsea,Hull City,Southampton,Man Utd,1.2,1.2,2.4,1.3,1.5,1.7,1.6,2.3,1.9
,Fernando,MID,MCI,4700000,1,16,0.18390804597701102,3.91293714844705e-08,3.4042553191489397e-06,0,15428,3,8,0,0,0,0,0,3.4,89,-3,0,16,3,0.1,0,0.3,1,0,1,0,0,0.2,7752,0,236,0,0,541,59,0,0,96,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,1,8,0.0919540229885057,2.08986415882968e-08,1.81818181818182e-06,0,647,1,1,0,0,0,0,0,1.8,5,-1,0,8,1,0.1,0,0.3,0,0,1,0,0,0.0,653,0,0,0,0,172,4,0,0,43,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8400000,4,140,5.2,6.19047619047619e-07,1.6666666666666698e-05,0,1278343,4,34,0,0,0,9,0,16.7,13394,-1,0,140,1,0.6,0,5.3,14,0,7,0,8,9.8,1254448,0,522,0,5,2400,28248,0,0,477,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,6.8,6.5,4.7,4.3,6.1,5.8,6.4,3.9,7.1
Viktor,Fischer,MID,MID,4900000,0,21,0.24137931034482799,4.926108374384241e-08,4.28571428571429e-06,0,43851,0,6,0,0,0,0,0,4.3,25,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2160,0,0,0,0,407,6,0,0,74,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4200000,0,9,0.103448275862069,2.4630541871921204e-08,2.1428571428571398e-06,0,5383,0,4,0,0,0,0,0,2.1,110,-3,1,9,3,0.0,0,0.0,0,0,0,0,0,0.1,6193,0,0,0,0,238,30,-1,0,36,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.0919540229885057,2.13846565089548e-08,1.86046511627907e-06,0,18700,2,4,0,0,0,0,0,1.9,104,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,4907,0,67,0,0,315,42,0,0,51,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.149425287356322,2.98850574712644e-08,2.6e-06,0,12645,2,10,0,0,0,0,0,2.6,159,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.2,13677,0,0,0,0,322,70,0,0,24,Hull City,Arsenal,Swansea,Sunderland,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,2,82,2.8,6.22222222222222e-07,1.8222222222222197e-05,0,545496,0,33,0,0,0,2,0,18.2,12726,0,0,82,0,0.4,0,2.0,2,0,7,0,2,9.5,411815,0,403,0,1,2514,4892,0,0,364,Man Utd,Watford,Southampton,Liverpool,Leicester,1.9,2.3,2.6,2.0,0.0,3.4,1.8,2.2,1.9
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,359,0,0,0,0,0,0,0,0.2,9,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,450,0,0,0,0,10,4,0,0,2,Sunderland,West Brom,Tottenham,Swansea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,1,66,2.8,5.283018867924531e-07,1.2452830188679199e-05,0,232956,2,37,0,0,0,0,0,12.5,2200,-2,0,66,2,0.2,0,1.0,6,0,7,0,0,3.3,151489,0,487,0,0,2160,984,0,0,422,Hull City,Arsenal,Swansea,Sunderland,Everton,2.5,3.0,2.9,2.1,2.7,2.7,3.1,3.8,1.8
Adam,Forshaw,MID,MID,4500000,0,63,2.4,5.33333333333333e-07,1.4000000000000001e-05,0,43199,3,25,0,0,0,0,0,14.0,1645,0,0,63,0,0.0,0,0.0,3,0,7,0,2,0.5,60456,0,0,0,0,2127,194,0,0,354,Swansea,Hull City,Burnley,Arsenal,Bournemouth,1.6,1.8,2.8,1.5,4.0,1.5,1.2,2.0,1.2
Fraser,Forster,GLK,SOU,5000000,2,84,3.1,6.2e-07,1.6800000000000002e-05,0,200712,2,36,0,46,0,0,0,16.8,2244,0,0,84,0,0.3,0,1.5,1,0,9,0,0,4.0,160602,0,233,0,0,2430,3334,0,0,403,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,4.1,3.8,2.9,3.2,2.5,4.0,3.3,2.6,4.0
Ben,Foster,GLK,WBA,4700000,2,90,3.1,6.59574468085106e-07,1.9148936170212803e-05,0,418044,2,38,0,95,0,0,0,19.1,12228,2,0,90,-2,0.3,0,1.3,4,0,5,0,0,14.5,657225,0,129,0,2,2610,1942,0,0,503,Man Utd,Watford,Southampton,Liverpool,Leicester,2.2,2.2,4.1,4.5,0.0,3.3,1.9,3.6,2.6
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0114942528735632,2.80347631062518e-09,2.4390243902438996e-07,0,9459,0,0,0,0,0,0,0,0.2,62,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,3769,0,40,0,0,1,83,0,0,2,West Brom,Everton,Sunderland,Chelsea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4500000,6,63,2.5,5.55555555555556e-07,1.4000000000000001e-05,0,168398,3,41,0,0,0,0,0,14.0,849,0,0,63,0,0.5,0,2.3,5,0,7,0,1,1.3,163356,0,462,0,1,2128,669,0,1,463,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,2.1,2.4,2.6,1.5,2.6,1.6,3.0,2.7,1.3
Ryan,Fraser,MID,BOU,4800000,3,76,0.8735632183908051,1.8199233716475102e-07,1.58333333333333e-05,0,79414,1,25,0,0,0,3,0,15.8,14709,-2,0,76,2,0.5,0,2.3,8,0,4,0,6,1.7,148461,0,0,0,2,1248,962,0,0,256,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.4,0.4,0.5,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4300000,0,46,2.7,6.27906976744186e-07,1.06976744186047e-05,0,282130,2,19,0,0,0,0,0,10.7,3473,-2,0,46,2,0.0,0,0.0,5,0,3,0,2,2.0,148176,0,0,0,0,1350,65,0,0,276,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.0,2.2,3.0,3.4,5.2,2.6,2.1,3.3,2.8
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,65277,0,0,0,0,0,0,0,0.0,117,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4366,0,0,0,0,0,53,0,0,0,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.103448275862069,2.29885057471264e-08,2e-06,0,886,0,7,0,0,0,0,0,2.0,11,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,1020,0,0,0,0,188,9,0,0,38,Chelsea,Southampton,Arsenal,Leicester,Liverpool,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Christian,Fuchs,DEF,LEI,5200000,1,70,2.6,5e-07,1.3461538461538499e-05,0,402977,7,45,0,0,0,2,0,13.5,1817,-3,0,70,3,1.0,0,5.0,5,0,4,0,3,5.2,166517,0,482,0,1,2293,24847,0,0,474,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,3.2,2.7,1.4,2.4,2.3,2.0,2.7,1.9,3.3
Jay,Fulton,MID,SWA,4400000,0,17,0.195402298850575,4.4409613375130594e-08,3.86363636363636e-06,0,1488,2,14,0,0,0,0,0,3.9,8,-1,0,17,1,0.0,0,0.0,0,0,3,0,0,0.0,966,0,4,0,0,624,7,0,0,81,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4700000,1,69,3.0,6.382978723404259e-07,1.46808510638298e-05,0,148689,0,19,0,0,0,0,0,14.4,42843,-3,1,69,3,0.2,0,1.0,4,0,7,0,1,2.8,156751,0,304,0,0,1543,464,-1,0,365,Liverpool,Man Utd,Leicester,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,3.5,2.4,3.3,2.9
Manolo,Gabbiadini,FWD,SOU,6800000,1,26,0.298850574712644,4.3948613928329996e-08,3.823529411764711e-06,0,208527,1,6,0,0,0,4,0,3.8,134892,3,1,26,-3,0.4,0,3.0,4,0,1,0,0,7.2,519067,0,0,0,1,277,16766,-1,0,112,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Gabriel,DEF,ARS,4800000,0,28,0.32183908045977,6.70498084291188e-08,5.83333333333333e-06,0,39234,3,12,0,0,0,0,0,5.8,1134,-2,0,28,2,0.0,0,0.0,0,0,3,0,0,0.4,41505,0,244,0,0,986,35,0,0,196,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.103448275862069,2.5862068965517202e-08,2.25e-06,0,19255,0,3,0,0,0,0,0,2.3,102,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,16060,0,126,0,0,247,85,0,0,44,Man Utd,Watford,Southampton,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,28898,0,0,0,0,0,0,0,0.0,109,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,1994,0,0,0,0,0,1,0,0,0,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0344827586206897,6.896551724137929e-09,6e-07,0,574,0,1,0,0,0,0,0,0.6,13,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,552,0,0,0,0,29,6,0,0,11,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7393,1,6,0,0,0,0,0,2.7,19,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5090,0,244,0,0,218,1,0,0,52,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5594,0,0,0,0,0,0,0,0.0,78,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5666,0,0,0,0,0,35,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,308,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,125,0,15,0,0,0,3,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,5,12,0.137931034482759,2.93470286133529e-08,2.5531914893617e-06,0,3937,0,4,0,0,0,1,0,2.6,398,-3,0,12,3,0.7,0,3.5,0,0,0,0,0,0.1,8198,0,0,0,0,206,2885,0,0,51,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Kieran,Gibbs,DEF,ARS,4700000,0,17,0.195402298850575,4.1574957202249904e-08,3.61702127659574e-06,0,23881,3,1,0,0,0,0,0,3.6,303,-3,0,17,3,0.0,0,0.0,0,0,2,0,1,0.5,7942,0,69,0,0,297,31,0,0,82,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,1,91,3.3,6.73469387755102e-07,1.8571428571428602e-05,0,296859,3,33,0,0,0,1,0,18.6,10381,4,0,91,-4,0.2,0,1.0,9,0,8,0,0,8.7,601942,0,0,0,1,2520,11787,0,0,503,Swansea,Hull City,Burnley,Arsenal,Bournemouth,3.0,3.0,4.0,4.5,6.9,3.5,2.9,4.3,3.7
Darron,Gibson,MID,SUN,4300000,2,8,0.0919540229885057,2.13846565089548e-08,1.86046511627907e-06,0,6465,2,5,0,0,0,0,0,1.9,69,-2,0,8,2,0.5,0,2.0,0,0,1,0,0,0.1,3876,0,44,0,0,338,86,0,0,51,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Olivier,Giroud,FWD,ARS,8100000,1,80,4.2,5.18518518518519e-07,9.87654320987654e-06,0,681327,1,10,0,0,0,8,0,9.9,9681,-9,0,80,9,0.2,0,1.5,13,0,3,0,4,2.6,701156,0,629,0,2,764,3467,0,0,294,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,5.0,5.4,4.3,4.1,6.1,3.6,4.5,4.0,5.0
Shay,Given,GLK,STK,4200000,0,13,0.149425287356322,3.5577449370552796e-08,3.0952380952381e-06,0,24737,1,14,0,18,0,0,0,3.1,151,-3,0,13,3,0.0,0,0.0,3,0,0,0,0,0.5,20371,1,24,1,1,450,64,0,0,92,Leicester,Burnley,Liverpool,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,995,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,365,0,4,0,0,0,6,0,0,0,Man City,West Ham,Crystal Palace,Middlesbrough,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,2,79,2.8,5.714285714285711e-07,1.61224489795918e-05,0,92624,1,44,0,82,0,0,0,16.1,755,-1,0,79,1,0.4,0,2.0,4,0,4,0,0,1.6,37270,1,375,1,0,2437,1213,0,0,483,Sunderland,West Brom,Tottenham,Swansea,Hull City,2.9,3.6,1.9,3.0,2.3,3.9,1.6,1.7,2.8
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1310,0,0,0,0,0,0,0,0.0,29,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,723,0,58,0,0,0,24,0,0,0,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1844,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,586,0,242,0,0,0,22,0,0,0,Middlesbrough,Tottenham,West Ham,Watford,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.11494252873563199,2.73672687465791e-08,2.38095238095238e-06,0,8074,3,5,0,0,0,0,0,2.4,164,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,10597,0,0,0,0,323,133,0,0,38,Watford,Leicester,Man Utd,West Ham,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,3,41,0.4712643678160921,1.00269014428956e-07,8.72340425531915e-06,0,12059,6,22,0,0,0,2,0,8.7,108,-3,0,41,3,0.3,0,1.3,1,0,3,0,0,0.1,8262,0,331,0,0,1133,50,0,0,205,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,256145,0,2,0,0,0,0,0,1.4,3178,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.2,192088,0,124,0,0,60,323,0,0,17,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,1,6,0.0689655172413793,1.37931034482759e-08,1.2e-06,0,13345,1,0,0,0,0,0,0,1.2,8,-5,0,6,5,0.1,0,0.7,0,0,0,0,0,0.1,1124,0,155,0,0,99,8,0,0,20,Southampton,Liverpool,Chelsea,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,2,98,4.1,9.31818181818182e-07,2.22727272727273e-05,0,130870,1,28,0,77,0,0,0,22.3,5473,4,0,98,-4,1.1,0,5.0,9,0,9,0,0,9.1,491367,0,0,0,3,2160,12375,0,0,482,Leicester,Burnley,Liverpool,Hull City,Swansea,3.0,3.1,6.1,5.8,4.1,5.8,4.5,6.0,4.5
Andre,Gray,FWD,BUR,6100000,2,88,3.8,6.22950819672131e-07,1.4426229508196699e-05,0,668116,2,27,0,0,0,8,0,14.4,15025,-4,0,88,4,0.9,0,5.3,10,0,6,0,2,5.0,433546,0,0,0,1,1814,9948,0,0,253,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,5.1,5.0,2.9,2.3,4.3,3.1,5.0,3.0,5.1
Demarai,Gray,MID,LEI,4800000,0,42,0.482758620689655,1.00574712643678e-07,8.75e-06,0,53667,1,13,0,0,0,1,0,8.8,657,-2,0,42,2,0.1,0,0.5,0,0,2,0,3,0.5,38007,0,57,0,0,758,140,0,0,164,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kamil,Grosicki,MID,HUL,5500000,1,17,0.195402298850575,3.552769070010451e-08,3.09090909090909e-06,0,5269,0,9,0,0,0,0,0,3.1,1450,0,0,17,0,0.5,0,2.7,0,0,1,0,2,0.3,16614,0,0,0,0,435,269,0,0,54,West Ham,Middlesbrough,Man City,Stoke,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marko,Grujic,MID,LIV,4300000,0,2,0.0229885057471264,5.34616412723871e-09,4.65116279069767e-07,0,27379,0,0,0,0,0,0,0,0.5,42,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2604,0,0,0,0,30,4,0,0,6,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4900000,0,41,0.4712643678160921,9.61764015951208e-08,8.36734693877551e-06,0,22560,0,17,0,0,0,1,0,8.4,76,-6,0,41,6,0.0,0,0.0,3,0,3,0,2,0.1,13508,0,0,0,1,922,1,0,0,162,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adlene,Guedioura,MID,MID,4300000,0,25,0.28735632183908,6.68270515904838e-08,5.81395348837209e-06,0,7699,2,19,0,0,0,0,0,5.8,88,-2,0,25,2,0.1,0,0.5,0,0,0,0,1,0.1,7619,0,56,0,0,829,26,0,0,127,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,3,68,2.8,5.6e-07,1.36e-05,0,43845,7,19,0,0,0,1,0,13.6,1525,0,0,68,0,0.3,0,1.7,9,0,8,0,2,0.5,50684,0,270,0,1,2006,835,0,0,421,Liverpool,Man Utd,Leicester,Burnley,West Ham,1.4,1.8,3.4,3.6,1.4,2.2,1.8,3.4,1.4
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.4712643678160921,9.61764015951208e-08,8.36734693877551e-06,0,702536,0,8,0,0,0,3,0,8.4,583,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699836,0,0,0,1,704,37,0,0,196,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
Bradley,Guzan,GLK,MID,4200000,0,17,0.195402298850575,4.65243568691844e-08,4.04761904761905e-06,0,28545,0,1,0,10,0,0,0,4.0,230,-3,0,17,3,0.0,0,0.0,1,0,2,0,0,0.5,13690,0,188,0,1,270,74,0,0,69,Swansea,Hull City,Burnley,Arsenal,Bournemouth,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,388,0,0,0,0,0,0,0,0.0,10,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,351,0,0,0,0,0,8,0,0,0,Stoke,Sunderland,Everton,Crystal Palace,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,139,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,202,0,0,0,0,0,11,0,0,0,Man Utd,Watford,Southampton,Liverpool,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174055,0,0,0,0,0,0,0,0.0,109,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2763,0,360,0,0,0,38,0,0,0,Arsenal,Chelsea,Hull City,Southampton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,115,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,322,0,0,0,0,0,60,0,0,0,Bournemouth,Crystal Palace,West Brom,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3484,0,0,0,0,0,0,0,0.0,35,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,265,0,31,0,0,0,0,0,0,0,Leicester,Burnley,Liverpool,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10200000,0,163,6.3,6.17647058823529e-07,1.5980392156862697e-05,0,1916313,2,18,0,0,0,11,0,16.0,89769,2,0,163,-2,0.5,0,5.5,23,0,14,0,7,27.3,2156848,0,476,0,3,2155,16104,0,0,629,Crystal Palace,Man City,Bournemouth,Man Utd,Southampton,0.0,6.9,6.2,7.0,8.2,6.1,8.9,6.1,9.2
Tom,Heaton,GLK,BUR,5100000,10,119,4.6,9.019607843137251e-07,2.3333333333333302e-05,0,338478,1,35,0,111,0,0,0,23.3,4974,6,0,119,-6,0.7,0,3.7,21,0,7,0,0,19.3,881079,0,0,1,4,2340,20299,0,0,565,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,6.8,6.9,4.1,3.2,5.4,5.1,6.9,4.6,6.9
Jordan,Henderson,MID,LIV,6200000,0,73,0.839080459770115,1.35335558027438e-07,1.17741935483871e-05,0,115035,8,28,0,0,0,1,0,11.6,1501,-3,1,73,3,0.0,0,0.0,9,0,7,0,4,1.1,98927,0,250,0,0,2116,143,-1,0,467,Everton,Bournemouth,Stoke,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4
Jeff,Hendrick,MID,BUR,5300000,3,53,2.3,4.33962264150943e-07,1e-05,0,5705,5,34,0,0,0,2,0,10.0,35,-2,0,53,2,0.4,0,2.3,1,0,6,0,0,0.0,6710,0,0,0,0,1886,32,0,1,179,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,2.0,2.2,1.2,1.2,1.9,1.2,2.1,1.2,1.6
Wayne,Hennessey,GLK,CRY,4300000,7,62,3.3,7.674418604651159e-07,1.4418604651162803e-05,0,141111,1,29,0,55,0,0,0,14.4,1860,-2,0,62,2,1.5,0,6.5,4,0,5,0,0,2.6,72525,0,266,0,1,1710,3927,0,0,335,Chelsea,Southampton,Arsenal,Leicester,Liverpool,3.1,3.6,4.2,3.3,7.9,3.8,3.4,4.0,2.9
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4021,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,687,0,0,0,0,0,6,0,0,0,Tottenham,Stoke,Middlesbrough,Everton,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
