FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4400000,0,0,0.0,0.0,0.0,0,7361,0,0,0,0,0,0,0,0.0,976,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.2,2281,0,0,0,0,0,1166,-1,0,0,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tammy,Abraham,FWD,SWA,5600000,8,24,4.0,7.142857142857141e-07,4.28571428571429e-06,0,142787,0,5,0,0,0,2,0,4.3,24309,1,-1,24,-1,0.7,0,4.0,5,0,3,0,0,5.5,275094,0,0,0,0,445,81788,1,0,72,West Ham,Huddersfield,Leicester,Arsenal,Brighton,4.5,2.3,3.8,3.5,3.6,5.1,4.3,4.4,5.5,3.0,2.0,5.2,3.8,4.4,6.0,2.0,4.3,3.9,4.4,5.2,2.6,4.9,4.0,4.1,2.0,3.9,4.5,4.4,4.4,2.0,5.7,3.9,26.5
Charlie,Adam,MID,STK,4800000,0,0,0.0,0.0,0.0,0,3961,0,0,0,0,0,0,0,0.0,436,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1121,0,0,0,0,0,265,0,0,0,Southampton,Man City,Bournemouth,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adam Smith,DEF,BOU,4900000,1,6,1.0,2.04081632653061e-07,1.22448979591837e-06,0,25321,1,10,0,0,0,0,0,1.2,2380,-1,0,6,1,0.3,0,1.3,0,0,0,0,0,0.6,1565,0,0,0,0,460,149,0,0,67,Leicester,Tottenham,Stoke,Chelsea,Newcastle,0.5,0.6,0.5,0.5,0.5,0.7,0.6,0.5,0.5,1.0,0.5,0.7,0.5,0.9,0.6,0.5,0.8,0.5,0.5,0.8,0.5,0.7,0.5,0.5,0.9,0.8,1.2,0.5,0.5,0.7,0.5,0.5,11.7
,Adrian,GLK,WHU,4400000,0,0,0.0,0.0,0.0,0,9442,0,0,0,0,0,0,0,0.0,974,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,1085,0,0,0,0,0,220,0,0,0,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ibrahim,Afellay,MID,STK,4900000,1,1,0.0555555555555556,1.1337868480725601e-08,2.04081632653061e-07,0,647,0,2,0,0,0,0,0,0.2,72,-1,0,1,1,0.1,0,0.3,0,0,0,0,0,0.0,295,0,0,0,0,14,158,0,0,3,Southampton,Man City,Bournemouth,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Benik,Afobe,FWD,BOU,5700000,1,6,0.33333333333333304,5.84795321637427e-08,1.05263157894737e-06,0,23614,0,3,0,0,0,0,0,1.1,1488,-3,1,6,3,0.1,0,0.7,0,0,0,0,0,0.3,2602,0,0,0,0,169,235,-1,0,15,Leicester,Tottenham,Stoke,Chelsea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.3
Sergio,Aguero,FWD,MCI,11600000,11,52,8.7,7.5e-07,4.48275862068966e-06,0,1110396,0,1,0,0,0,6,0,4.4,859848,1,1,52,-1,1.1,0,13.3,8,0,4,0,3,11.6,1062806,0,0,0,1,466,118092,-1,0,219,Chelsea,Stoke,Burnley,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,10.9,10.5,9.7,13.0,10.1,13.0,9.7,12.3,11.0,11.8,9.5,10.3,12.3,12.5,11.9,12.5,9.2,9.6,11.0,12.7,10.5,11.0,13.0,9.2,10.2,11.4,13.0,80.0
Nathan,Ake,DEF,BOU,4900000,1,8,1.3,2.6530612244898e-07,1.63265306122449e-06,0,205424,1,11,0,0,0,0,0,1.6,18684,-1,1,8,1,0.3,0,1.3,1,0,0,0,0,4.1,27373,0,0,0,0,532,1814,-1,0,88,Leicester,Tottenham,Stoke,Chelsea,Newcastle,0.7,1.0,0.6,0.7,0.6,1.0,0.9,0.8,0.8,1.5,0.6,1.1,0.6,1.3,1.0,0.6,1.2,0.6,0.6,1.2,0.6,1.0,0.6,0.7,1.3,1.2,1.8,0.6,0.7,1.1,0.6,0.6,17.1
Marc,Albrighton,MID,LEI,5500000,1,13,2.2,4e-07,2.36363636363636e-06,0,95254,1,9,0,0,0,0,0,2.4,12624,0,0,13,0,0.2,0,1.3,0,0,1,0,1,2.1,107044,0,0,0,0,424,4492,0,0,52,Bournemouth,West Brom,Swansea,Everton,Stoke,1.6,2.1,2.7,3.0,1.1,1.2,1.1,1.2,1.8,1.3,1.9,2.5,1.4,1.9,1.1,2.0,1.4,1.2,1.6,2.0,1.1,2.0,2.6,1.1,3.2,1.1,2.3,1.4,1.4,1.9,2.7,1.5,18.6
Toby,Alderweireld,DEF,TOT,6000000,1,21,3.5,5.83333333333333e-07,3.5000000000000004e-06,0,193871,3,5,0,0,0,0,0,3.5,34305,0,0,21,0,0.7,0,4.0,2,0,3,0,0,12.9,117981,0,0,0,0,540,11983,0,0,124,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,4.1,3.0,3.4,3.0,3.8,2.4,3.9,2.9,5.2,3.6,3.8,3.1,4.2,2.5,3.9,5.1,3.0,5.2,2.1,3.2,3.8,5.2,3.1,3.8,3.2,4.1,4.3,1.8,4.2,2.2,4.6,2.3,19.9
Trent,Alexander-Arnold,DEF,LIV,4400000,0,1,0.0555555555555556,1.26262626262626e-08,2.2727272727272702e-07,0,105453,2,8,0,0,0,0,0,0.2,13097,-1,1,1,1,0.1,0,0.3,0,0,0,0,0,1.7,63793,0,0,0,0,270,2004,-1,0,38,Newcastle,Man Utd,Tottenham,Huddersfield,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7
Joe,Allen,MID,STK,5400000,2,15,2.5,4.62962962962963e-07,2.77777777777778e-06,0,100610,2,10,0,0,0,0,0,2.8,11027,-1,0,15,1,0.6,0,3.3,1,0,1,0,1,2.4,13766,0,0,0,0,533,3072,0,0,77,Southampton,Man City,Bournemouth,Watford,Leicester,1.7,1.2,3.1,2.4,2.8,1.3,2.3,2.6,2.3,2.0,1.7,3.2,2.5,1.4,1.9,2.8,1.2,2.4,1.4,2.0,2.5,1.6,2.4,1.5,3.5,1.3,1.5,1.4,2.2,1.2,2.9,3.3,22.5
Bamidele,Alli,MID,TOT,9500000,8,33,5.5,5.789473684210529e-07,3.47368421052632e-06,0,643050,0,5,0,0,0,2,0,3.5,107461,0,0,33,0,0.5,0,4.7,2,0,3,0,2,29.3,392238,0,0,0,1,531,42916,0,0,100,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,6.8,6.6,5.8,5.4,5.9,6.4,5.5,7.3,8.2,5.4,5.6,6.0,7.5,3.9,7.2,8.2,7.2,8.2,3.9,5.5,8.2,8.1,5.3,7.7,6.2,7.8,6.6,3.4,6.3,3.3,6.6,6.4,54.3
Marcos,Alonso,DEF,CHE,7000000,0,30,5.0,7.142857142857141e-07,4.28571428571429e-06,0,405222,3,5,0,0,0,2,0,4.2,149383,0,1,30,0,0.4,0,2.7,3,0,2,0,0,18.3,496579,0,0,0,1,508,9937,-1,0,128,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,3.8,7.0,5.0,5.7,4.8,6.5,4.9,4.0,6.3,5.6,6.2,5.4,4.8,7.1,6.9,3.8,5.2,6.4,6.1,7.5,7.0,4.6,4.7,6.3,6.3,5.1,7.3,7.5,6.3,7.5,6.6,6.0,39.7
Daniel,Amartey,MID,LEI,4400000,0,1,0.0555555555555556,1.26262626262626e-08,2.2727272727272702e-07,0,7874,0,2,0,0,0,0,0,0.2,1230,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,6038,0,0,0,0,18,1492,0,0,2,Bournemouth,West Brom,Swansea,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,6782,0,3,0,0,0,0,0,1.2,351,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.1,3609,0,0,0,0,198,5,0,0,11,West Brom,Arsenal,Chelsea,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,14266,0,0,0,0,0,0,0,0.0,5050,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,24009,0,0,0,0,0,7915,0,0,0,Man Utd,Chelsea,Newcastle,West Ham,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7500000,1,13,2.6,3.4666666666666697e-07,1.7333333333333302e-06,0,35169,1,5,0,0,0,0,0,1.7,9427,0,0,13,0,0.3,0,2.0,0,0,2,0,1,0.5,47913,0,0,0,0,364,1735,0,0,33,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,2.7,1.4,2.9,2.0,3.0,2.0,3.2,1.7,1.3,2.4,3.9,1.3,3.2,1.7,1.6,2.9,1.3,3.5,3.3,1.3,1.8,1.3,3.0,2.6,2.1,2.1,1.5,2.8,1.3,1.8,1.3,3.9,23.1
Scott,Arfield,MID,BUR,4900000,2,14,0.7777777777777779,1.58730158730159e-07,2.8571428571428602e-06,0,5117,2,3,0,0,0,1,0,2.9,2305,-1,0,14,1,0.8,0,4.0,3,0,1,0,0,0.2,12431,0,0,0,1,271,4009,0,0,40,Everton,West Ham,Man City,Newcastle,Southampton,0.4,0.5,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,10.7
Marko,Arnautovic,MID,WHU,6900000,2,3,0.166666666666667,2.4154589371980698e-08,4.3478260869565203e-07,0,84191,0,10,0,0,0,0,0,0.4,2849,-1,0,3,1,0.1,0,1.0,0,0,0,0,0,0.8,28583,0,0,0,0,219,4391,0,1,5,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.8
Harry,Arter,MID,BOU,4900000,0,8,1.6,3.26530612244898e-07,1.63265306122449e-06,0,22714,2,9,0,0,0,0,0,1.6,5683,-1,0,8,1,0.3,0,1.3,0,0,0,0,0,0.6,7536,0,0,0,0,450,239,0,0,63,Leicester,Tottenham,Stoke,Chelsea,Newcastle,0.0,0.9,0.8,1.0,0.8,1.2,1.8,1.1,0.8,1.2,0.8,1.3,0.8,1.7,1.9,0.8,2.1,0.8,0.9,1.2,0.8,1.4,0.8,0.8,1.2,1.2,1.5,0.8,0.8,1.2,1.1,0.8,13.8
Christian,Atsu,MID,NEW,5100000,2,22,3.7,7.254901960784309e-07,4.31372549019608e-06,0,137607,0,5,0,0,0,1,0,4.3,26035,1,0,22,-1,0.8,0,4.0,2,0,1,0,1,5.1,257787,0,0,0,0,481,30096,0,0,58,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,4.5,4.3,5.0,3.3,5.3,1.9,2.8,2.6,3.5,4.9,5.6,2.5,2.8,2.9,4.4,2.6,4.2,2.3,4.0,4.2,3.3,3.7,2.0,3.2,3.6,4.2,3.1,5.6,3.7,4.4,4.2,3.8,32.3
Serge,Aurier,DEF,TOT,5900000,-2,-1,-0.0555555555555556,-9.416195856873821e-09,-1.6949152542372902e-07,0,18836,0,2,0,0,0,0,0,-0.2,8155,-1,1,-1,1,-0.1,0,-0.3,0,0,0,0,0,0.2,22920,0,0,0,0,96,348,-1,1,2,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Charlie,Austin,FWD,SOU,6200000,1,10,0.555555555555556,8.96057347670251e-08,1.6129032258064501e-06,0,58338,0,0,0,0,0,1,0,1.6,4088,-3,1,10,3,0.1,0,0.7,2,0,0,0,0,0.4,16181,0,0,0,0,57,626,-1,0,35,Stoke,Newcastle,West Brom,Brighton,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.5
Andre,Ayew,MID,WHU,7000000,0,18,3.0,4.28571428571429e-07,2.5714285714285703e-06,0,53785,1,7,0,0,0,1,0,2.6,9163,0,0,18,0,0.6,0,4.0,2,0,0,0,1,1.4,23744,0,0,0,0,290,2604,0,0,67,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,3.4,1.8,3.5,2.5,3.6,2.5,3.9,2.1,1.5,3.0,4.5,1.5,3.8,2.1,2.1,3.5,1.5,4.2,4.0,1.5,2.2,1.5,3.7,3.2,2.6,2.6,1.9,3.4,1.5,2.3,1.7,4.5,15.5
Jordan,Ayew,FWD,SWA,5000000,2,16,2.7,5.4e-07,3.2e-06,0,106594,0,7,0,0,0,1,0,3.2,24213,0,0,16,0,0.4,0,2.0,0,0,3,0,0,3.2,152118,0,0,0,0,540,26578,0,0,63,West Ham,Huddersfield,Leicester,Arsenal,Brighton,2.5,1.4,2.0,1.8,1.9,3.0,2.4,2.5,3.2,1.6,1.4,3.0,2.3,2.4,3.8,1.4,2.4,2.1,2.4,3.0,1.4,2.8,2.2,2.2,1.4,2.1,2.5,2.4,2.4,1.4,3.5,2.1,19.7
Cesar,Azpilicueta,DEF,CHE,6600000,14,39,6.5,9.84848484848485e-07,5.90909090909091e-06,0,173728,1,5,0,0,0,0,0,6.0,22404,1,-1,39,-1,1.4,0,9.0,5,0,3,0,4,13.7,272271,0,0,0,1,540,170585,1,0,180,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,5.7,9.0,6.8,8.3,7.0,8.4,7.2,6.1,8.9,7.9,8.6,7.0,7.1,9.2,8.9,5.7,7.5,8.3,8.7,9.8,9.0,6.9,7.0,8.2,8.9,7.1,9.8,9.8,8.7,9.8,9.3,8.5,30.1
Eric,Bailly,DEF,MUN,6200000,6,38,6.3,1.01612903225806e-06,6.12903225806452e-06,0,172049,2,2,0,0,0,1,0,6.1,30554,2,0,38,-2,0.6,0,4.0,3,0,5,0,0,17.9,505716,0,0,0,1,540,78374,0,0,157,Crystal Palace,Liverpool,Huddersfield,Tottenham,Chelsea,8.8,5.9,7.4,7.8,7.6,9.4,9.4,9.4,4.5,6.4,9.2,7.2,5.4,8.4,7.7,5.8,9.4,7.7,9.4,9.3,7.3,7.7,7.9,9.4,6.7,6.8,5.7,9.4,6.9,9.4,7.1,7.6,23.2
Leighton,Baines,DEF,EVE,5900000,2,12,2.0,3.3898305084745803e-07,2.03389830508475e-06,0,203672,0,11,0,0,0,0,0,2.0,31432,-1,0,12,1,0.2,0,1.0,0,0,1,0,0,6.9,36052,0,0,0,0,540,4528,0,0,83,Burnley,Brighton,Arsenal,Leicester,Watford,1.7,1.1,2.5,1.0,1.6,2.2,1.9,2.5,2.1,1.0,1.0,1.2,1.5,1.3,1.0,1.5,1.7,2.6,1.6,1.0,2.9,2.0,1.1,2.5,1.1,1.1,2.2,1.6,2.1,1.0,1.7,1.0,19.9
Tiemoue,Bakayoko,MID,CHE,5000000,6,12,2.4,4.8e-07,2.4e-06,0,27940,0,2,0,0,0,0,0,2.4,5732,0,0,12,0,0.6,0,3.0,0,0,1,0,1,1.1,45908,0,0,0,0,330,19719,0,0,69,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,1.2,2.7,1.2,2.3,1.3,1.7,1.2,1.8,2.2,1.7,1.8,1.2,2.3,1.9,1.8,1.6,2.3,1.5,2.5,2.7,1.9,1.2,1.4,2.3,2.1,1.2,2.6,2.7,1.8,3.5,2.0,2.0,15.0
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,962,0,0,0,0,0,0,0,0.0,98,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,353,0,0,0,0,0,75,0,0,0,Arsenal,Everton,West Ham,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Bardsley,DEF,BUR,4400000,0,0,0.0,0.0,0.0,0,3771,0,0,0,0,0,0,0,0.0,455,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,620,0,0,0,0,0,105,0,0,0,Everton,West Ham,Man City,Newcastle,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,8186,0,0,0,0,0,0,0,0.0,408,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,562,0,0,0,0,0,39,0,0,0,Burnley,Brighton,Arsenal,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5300000,1,4,0.222222222222222,4.1928721174004196e-08,7.54716981132075e-07,0,26740,1,0,0,0,0,0,0,0.8,2144,-2,0,4,2,0.2,0,1.0,0,0,0,0,0,0.4,2529,0,0,0,0,116,340,0,0,11,Everton,West Ham,Man City,Newcastle,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.1
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,216,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,24,0,0,0,0,0,2,0,0,0,West Ham,Huddersfield,Leicester,Arsenal,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,2,12,2.4,5.33333333333333e-07,2.66666666666667e-06,0,49705,0,6,0,0,0,0,0,2.7,5595,0,0,12,0,0.5,0,2.3,0,0,2,0,0,1.6,30667,0,0,0,0,450,8435,0,0,59,Watford,Leicester,Southampton,Man City,Huddersfield,1.4,1.5,2.2,1.4,1.3,1.9,1.8,2.6,2.8,3.1,1.2,1.6,1.2,3.4,3.6,1.3,2.4,1.8,1.2,1.6,1.7,2.2,2.2,2.7,1.8,2.1,2.2,1.2,2.4,1.5,1.4,2.2,20.5
Kyle,Bartley,DEF,SWA,4400000,0,3,0.166666666666667,3.78787878787879e-08,6.81818181818182e-07,0,4255,0,1,0,0,0,0,0,0.7,328,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.1,635,0,0,0,0,75,18,0,0,18,West Ham,Huddersfield,Leicester,Arsenal,Brighton,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,0,1,0.3,3.7037037037037e-08,1.23456790123457e-07,0,63721,0,4,0,0,0,0,0,0.1,2510,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.5,5186,1,0,0,0,81,1101,0,0,1,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
Jan,Bednarek,DEF,SOU,4300000,0,0,0.0,0.0,0.0,0,6183,0,0,0,0,0,0,0,0.0,468,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,662,0,0,0,0,0,117,0,0,0,Stoke,Newcastle,West Brom,Brighton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,1,14,2.3,5.11111111111111e-07,3.11111111111111e-06,0,86759,0,11,0,23,0,0,0,3.1,11650,0,0,14,0,0.4,0,2.0,0,0,0,0,0,4.3,29242,0,0,0,0,540,1637,0,0,101,Leicester,Tottenham,Stoke,Chelsea,Newcastle,1.9,2.4,1.7,1.7,1.5,2.4,2.3,2.0,2.0,2.8,1.2,2.6,1.2,2.9,2.3,1.6,2.8,1.3,1.6,2.7,1.6,2.5,1.2,1.9,3.0,2.7,3.3,1.2,1.7,2.7,1.4,1.6,15.9
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,8125,0,0,0,0,0,0,0,0.0,433,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,561,0,0,0,0,0,14,0,0,0,West Brom,Arsenal,Chelsea,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,8,22,3.7,6.27118644067797e-07,3.72881355932203e-06,0,273055,1,8,0,0,0,0,0,3.7,21918,-1,0,22,1,1.1,0,6.3,2,0,3,0,0,10.4,96747,0,0,0,0,540,38577,0,0,111,Brighton,Watford,Everton,Swansea,Man City,5.6,3.6,1.8,3.7,1.8,4.5,1.9,5.3,4.2,3.4,1.8,5.3,5.5,2.8,2.3,4.2,1.8,5.6,2.9,5.1,3.0,3.5,1.9,4.4,1.8,5.6,4.7,1.8,5.6,1.8,4.7,1.8,28.2
Yohan,Benalouane,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,1843,0,0,0,0,0,0,0,0.0,184,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,343,0,0,0,0,0,67,0,0,0,Bournemouth,West Brom,Swansea,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7700000,2,9,1.5,1.94805194805195e-07,1.16883116883117e-06,0,346103,3,11,0,0,0,0,0,1.2,38513,-3,0,9,3,0.2,0,1.7,0,0,0,0,0,2.6,27321,0,0,0,0,521,223,0,0,-11,Man Utd,Chelsea,Newcastle,West Ham,Tottenham,0.0,0.0,0.0,0.0,0.0,1.5,1.3,0.8,0.8,1.5,0.8,0.9,1.2,1.5,0.8,1.2,0.9,0.8,0.8,0.9,0.9,0.8,0.8,0.8,0.8,1.3,1.2,1.2,1.4,1.3,1.0,1.0,21.3
Saido,Berahino,FWD,STK,5800000,0,8,2.7,4.6551724137931004e-07,1.37931034482759e-06,0,23571,0,1,0,0,0,0,0,1.4,2790,-2,1,8,2,0.1,0,0.3,0,0,1,0,1,0.4,9606,0,0,0,0,151,360,-1,0,22,Southampton,Man City,Bournemouth,Watford,Leicester,1.8,1.6,3.8,2.9,3.4,1.9,3.0,3.4,1.7,2.4,2.0,3.5,2.9,1.4,1.6,2.7,1.4,2.4,1.8,2.6,3.3,2.1,2.6,2.0,3.7,1.4,1.8,1.6,2.6,1.6,3.6,2.7,8.2
