FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Eric,Dier,MID,TOT,5000000,1,13,2.2,4.4e-07,2.6e-06,0,98417,2,4,0,0,0,0,0,2.6,15952,0,0,13,0,0.5,0,2.3,0,0,3,0,0,3.3,52288,0,0,0,0,517,9788,0,0,73,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,1.7,1.8,1.3,1.2,1.6,1.6,1.3,1.9,2.6,1.2,1.3,1.4,2.0,1.1,1.9,3.3,2.2,2.6,1.1,1.2,2.4,2.6,1.2,2.3,1.5,2.1,1.7,1.1,1.5,1.1,1.7,1.6,18.6
Mame Biram,Diouf,FWD,STK,5400000,2,13,2.6,4.81481481481482e-07,2.40740740740741e-06,0,14746,0,9,0,0,0,0,0,2.4,2530,-1,0,13,1,0.6,0,3.0,0,0,1,0,1,0.4,11474,0,0,0,0,450,3152,0,0,50,Southampton,Man City,Bournemouth,Watford,Leicester,1.7,1.5,3.6,2.7,3.2,1.7,2.9,3.3,1.6,2.2,1.9,3.4,2.7,1.3,1.5,2.5,1.3,2.2,1.7,2.4,3.1,1.9,2.4,1.8,3.6,1.3,1.7,1.5,2.4,1.5,3.4,2.5,19.3
Abdoulaye,Doucoure,MID,WAT,5200000,1,28,4.7,9.03846153846154e-07,5.3846153846153804e-06,0,203551,2,10,0,0,0,2,0,5.4,59319,2,0,28,-2,0.8,0,4.3,5,0,3,0,0,10.7,645226,0,0,0,0,540,60859,0,0,117,West Brom,Arsenal,Chelsea,Stoke,Everton,5.5,6.3,6.5,3.6,6.5,5.2,6.1,2.5,2.4,6.3,7.0,3.6,5.2,4.5,3.4,5.0,2.5,6.1,5.5,3.0,5.7,5.6,3.8,5.3,4.5,5.0,3.3,5.7,4.4,6.7,4.3,4.5,27.9
Aleksandar,Dragovic,DEF,LEI,5000000,0,0,0.0,0.0,0.0,0,396,0,0,0,0,0,0,0,0.0,124,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,639,0,0,0,0,0,134,0,0,0,Bournemouth,West Brom,Swansea,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4900000,0,0,0.0,0.0,0.0,0,11713,0,0,0,0,0,0,0,0.0,1301,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,4857,0,0,0,0,0,159,0,0,0,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Duffy,DEF,BHA,4500000,5,19,3.2,7.11111111111111e-07,4.2222222222222194e-06,0,13199,1,7,0,0,0,0,0,4.2,2249,0,0,19,0,0.6,0,2.7,3,0,2,0,0,0.6,20799,0,0,0,1,540,2419,0,0,111,Arsenal,Everton,West Ham,Southampton,Swansea,1.6,3.9,2.1,3.4,3.5,4.4,1.6,4.6,4.2,2.5,3.7,3.4,3.2,2.5,2.3,3.9,2.9,3.0,4.0,4.6,2.7,2.5,4.5,1.7,1.7,3.3,4.0,3.7,3.3,2.5,3.0,1.7,31.9
Paul,Dummett,DEF,NEW,4300000,0,1,0.0555555555555556,1.2919896640826898e-08,2.3255813953488398e-07,0,32201,0,0,0,0,0,0,0,0.2,1290,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.2,494,0,0,0,0,7,21,0,0,4,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4400000,6,15,2.5,5.68181818181818e-07,3.40909090909091e-06,0,39923,0,7,0,0,0,0,0,3.4,4749,-1,1,15,1,0.7,0,3.0,0,0,2,0,0,1.2,18376,1,0,0,0,540,5805,-1,0,104,Arsenal,Everton,West Ham,Southampton,Swansea,1.2,2.7,1.4,2.3,2.4,3.1,1.2,3.6,3.0,1.7,2.6,2.4,2.2,1.7,1.5,2.7,2.0,2.1,2.8,3.3,1.8,1.7,3.3,1.2,1.2,2.2,2.8,2.9,2.2,1.7,2.0,1.2,26.1
Nathan,Dyer,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,1700,0,0,0,0,0,0,0,0.0,269,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,956,0,0,0,0,0,402,-1,0,0,West Ham,Huddersfield,Leicester,Arsenal,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Ederson,GLK,MCI,5500000,6,24,4.0,7.27272727272727e-07,4.3636363636363605e-06,0,85049,0,2,0,9,0,0,0,4.4,10411,0,0,24,0,0.9,0,4.7,0,0,3,0,0,4.0,53787,0,0,0,0,495,6277,0,0,99,Chelsea,Stoke,Burnley,West Brom,Arsenal,4.4,5.3,4.1,4.9,5.5,3.0,4.4,4.0,5.6,3.1,5.6,3.9,4.6,4.2,5.4,3.8,3.3,4.8,5.7,4.4,3.9,2.5,3.6,4.6,5.5,3.2,3.6,5.8,3.0,3.9,4.8,6.0,7.3
,Eduardo,GLK,CHE,4900000,0,0,0.0,0.0,0.0,0,1974,0,0,0,0,0,0,0,0.0,172,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,423,0,0,0,0,0,56,0,0,0,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Elliot,GLK,NEW,4100000,2,24,4.0,9.756097560975609e-07,5.85365853658537e-06,0,86032,0,5,0,17,0,0,0,5.9,16251,1,0,24,-1,1.0,0,4.3,1,0,2,0,0,24.6,474054,0,0,0,1,540,70806,0,0,110,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,5.5,5.6,5.7,3.8,5.1,2.6,4.3,4.4,3.8,4.4,5.1,2.0,3.2,3.3,5.9,4.0,3.5,2.6,4.6,4.9,4.1,3.4,2.7,4.6,5.2,5.3,2.5,5.9,2.7,6.0,5.7,4.1,11.9
Mohamed,Elneny,MID,ARS,4500000,3,8,0.444444444444444,9.876543209876538e-08,1.77777777777778e-06,0,130606,1,3,0,0,0,0,0,1.8,12040,0,0,8,0,0.2,0,1.0,0,0,1,0,1,2.9,116210,0,0,0,0,166,10236,0,0,35,Brighton,Watford,Everton,Swansea,Man City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,12.6
Christian,Eriksen,MID,TOT,9700000,9,42,7.0,7.216494845360821e-07,4.32989690721649e-06,0,367685,0,3,0,0,0,2,0,4.3,114347,2,0,42,-2,0.7,0,6.7,7,0,4,0,3,25.9,820153,0,0,0,1,499,66764,0,0,163,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,9.5,8.4,8.2,7.7,7.5,8.8,7.9,9.7,10.5,7.7,7.9,8.5,10.3,5.7,9.6,10.5,9.2,10.5,5.8,7.8,10.5,10.4,7.6,9.8,8.4,10.5,9.2,5.0,8.8,4.9,9.2,8.6,68.5
Jonny,Evans,DEF,WBA,4900000,0,7,2.3,4.6938775510204106e-07,1.4285714285714301e-06,0,22335,1,5,0,0,0,0,0,1.4,2182,-1,0,7,1,0.5,0,2.3,0,0,1,0,0,0.8,22686,0,0,0,0,270,4698,0,0,45,Watford,Leicester,Southampton,Man City,Huddersfield,1.8,1.2,2.6,1.3,1.5,1.8,2.4,2.5,3.3,2.2,1.2,1.7,1.7,2.4,2.9,1.3,2.9,1.2,1.2,2.0,1.5,2.5,2.7,1.9,1.3,2.0,1.4,1.2,2.6,1.4,1.9,2.8,4.1
Lukasz,Fabianski,GLK,SWA,4500000,1,30,5.0,1.11111111111111e-06,6.66666666666667e-06,0,67640,0,7,0,26,0,0,0,6.7,20647,0,0,30,0,1.2,0,5.3,3,0,3,0,0,7.7,227041,0,0,0,1,540,41516,0,0,140,West Ham,Huddersfield,Leicester,Arsenal,Brighton,6.3,4.7,3.6,4.5,5.6,7.0,4.5,6.9,7.2,5.4,2.5,5.5,4.7,5.6,7.5,3.6,6.7,5.1,5.6,5.3,3.8,7.0,5.8,6.9,3.8,5.4,7.1,4.5,5.5,3.2,6.5,5.3,16.8
Cesc,Fabregas,MID,CHE,6900000,1,16,3.2,4.63768115942029e-07,2.3188405797101398e-06,0,351500,0,4,0,0,0,1,0,2.3,53169,-1,0,16,1,0.3,0,2.0,3,0,2,0,0,5.3,193492,0,0,0,1,359,12813,0,1,88,Man City,Crystal Palace,Watford,Bournemouth,Man Utd,1.8,4.0,1.7,3.6,2.1,2.6,2.0,2.8,3.3,2.8,2.8,2.0,3.6,3.0,2.9,2.5,3.5,2.5,3.8,4.0,3.0,2.0,2.3,3.5,3.2,1.7,3.9,4.1,2.9,4.8,3.1,3.1,35.7
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,73823,0,0,0,0,0,0,0,0.0,9289,0,0,0,0,0.0,0,0.0,0,0,0,0,0,3.5,10075,0,0,0,0,0,1010,0,0,0,Leicester,Tottenham,Stoke,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1293,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,63,0,0,0,0,0,3,0,0,0,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,3,14,0.7777777777777779,1.58730158730159e-07,2.8571428571428602e-06,0,39001,0,0,0,0,0,1,0,2.9,16904,-1,0,14,1,0.4,0,2.0,0,0,2,0,0,0.9,50564,0,0,0,0,225,6311,0,0,56,Crystal Palace,Liverpool,Huddersfield,Tottenham,Chelsea,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,17.4
Leroy,Fer,MID,SWA,5500000,2,13,2.2,4e-07,2.36363636363636e-06,0,22149,3,7,0,0,0,0,0,2.4,3256,0,0,13,0,0.2,0,1.3,0,0,2,0,1,0.4,14099,0,0,0,0,482,532,0,0,65,West Ham,Huddersfield,Leicester,Arsenal,Brighton,1.8,1.1,1.3,1.6,1.1,2.1,1.5,2.2,1.7,1.1,1.1,2.4,1.4,1.3,2.7,1.1,2.1,1.1,2.1,2.0,1.1,1.6,1.6,1.8,1.1,1.3,1.7,1.9,1.5,1.1,2.4,1.1,20.0
Edimilson,Fernandes,MID,WHU,4500000,0,3,0.166666666666667,3.7037037037037e-08,6.66666666666667e-07,0,8999,1,6,0,0,0,0,0,0.7,1068,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.2,2568,0,0,0,0,171,48,0,0,15,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.9
Federico,Fernandez,DEF,SWA,4500000,1,26,4.3,9.555555555555558e-07,5.7777777777777805e-06,0,50259,0,7,0,0,0,0,0,5.8,9826,0,0,26,0,0.8,0,3.7,5,0,3,0,0,2.9,104704,0,0,0,0,540,14710,0,0,132,West Ham,Huddersfield,Leicester,Arsenal,Brighton,5.1,3.7,2.8,3.6,4.5,5.7,3.5,5.6,5.9,4.7,2.2,4.4,4.0,4.5,6.4,2.8,5.4,4.0,4.5,4.2,3.0,5.8,4.7,5.6,2.9,4.3,6.1,3.5,4.4,2.5,5.2,4.3,18.2
,Fernandinho,MID,MCI,5000000,3,18,3.0,6e-07,3.6000000000000003e-06,0,102062,1,2,0,0,0,0,0,3.6,17822,0,0,18,0,0.5,0,2.7,0,0,4,0,1,3.7,171083,0,0,0,0,540,15357,0,0,97,Chelsea,Stoke,Burnley,West Brom,Arsenal,2.9,2.8,2.5,2.3,4.4,2.6,2.4,2.0,3.7,1.7,4.5,1.7,3.6,2.7,3.5,1.6,1.7,3.2,2.9,2.8,3.3,2.1,2.4,2.3,2.9,3.1,2.0,3.1,2.7,2.4,2.7,3.6,30.2
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,3620,0,0,0,0,0,0,0,0.0,170,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,291,0,0,0,0,0,41,0,0,0,Chelsea,Stoke,Burnley,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,6,0.33333333333333304,7.40740740740741e-08,1.33333333333333e-06,0,10062,0,0,0,0,0,0,0,1.3,1073,0,0,6,0,0.0,0,0.0,0,0,2,0,0,0.2,15025,0,0,0,0,154,125,0,0,12,Watford,Leicester,Southampton,Man City,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
Roberto,Firmino,FWD,LIV,8600000,2,32,5.3,6.16279069767442e-07,3.72093023255814e-06,0,852956,0,7,0,0,0,2,0,3.7,263122,1,1,32,-1,0.2,0,2.0,6,0,2,0,2,24.0,893950,0,0,0,1,455,60068,-1,0,116,Newcastle,Man Utd,Tottenham,Huddersfield,West Ham,3.7,6.6,5.5,6.8,3.9,5.8,5.7,4.9,4.4,8.0,7.7,4.9,2.7,5.4,8.0,4.8,6.1,6.1,3.4,5.8,5.8,8.0,7.4,3.2,5.8,5.5,4.6,8.0,3.9,8.0,3.8,8.0,50.3
Jon,Flanagan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,347,0,0,0,0,0,0,0,0.0,80,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,369,0,0,0,0,0,73,0,0,0,Newcastle,Man Utd,Tottenham,Huddersfield,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,24827,0,0,0,0,0,0,0,0.0,1734,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,2762,0,0,0,0,0,679,0,0,0,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,5000000,2,13,2.2,4.4e-07,2.6e-06,0,22593,0,10,0,0,0,0,0,2.6,2456,0,0,13,0,0.4,0,2.0,0,0,1,0,0,0.6,5017,0,0,0,0,540,726,0,0,68,Southampton,Man City,Bournemouth,Watford,Leicester,1.4,1.1,2.6,2.0,2.4,1.1,1.9,2.1,1.9,1.6,1.4,2.7,2.0,1.2,1.5,2.3,1.1,1.9,1.2,1.6,2.0,1.3,2.0,1.2,3.0,1.1,1.2,1.2,1.8,1.1,2.4,2.8,17.1
Phil,Foden,MID,MCI,4800000,0,0,0.0,0.0,0.0,0,1619,0,0,0,0,0,0,0,0.0,146,-2,1,0,2,0.0,0,0.0,0,0,0,0,0,0.0,335,0,0,0,0,0,42,-1,0,0,Chelsea,Stoke,Burnley,West Brom,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4900000,4,21,1.16666666666667,2.38095238095238e-07,4.28571428571429e-06,0,49859,0,6,0,0,0,0,0,4.3,6601,-1,0,21,1,1.4,0,6.7,1,0,2,0,2,1.9,35501,0,0,0,0,343,24276,0,0,84,Swansea,Burnley,Brighton,Crystal Palace,Liverpool,0.6,0.6,1.2,1.0,1.0,0.8,0.7,0.6,0.6,0.6,1.2,0.6,1.0,0.6,0.6,1.2,0.6,0.9,1.6,0.6,0.7,0.6,0.6,0.8,0.6,0.7,0.6,1.1,0.6,0.6,0.6,0.9,21.2
Fraser,Forster,GLK,SOU,5000000,3,31,5.2,1.04e-06,6.2e-06,0,114591,0,5,0,19,0,0,0,6.2,18826,0,0,31,0,0.7,0,3.7,3,0,3,0,0,8.1,175760,0,0,0,1,540,22550,0,0,116,Stoke,Newcastle,West Brom,Brighton,Burnley,7.4,5.5,6.1,7.2,4.5,5.8,5.2,5.7,6.7,6.4,4.2,7.1,5.4,7.8,5.6,5.3,7.8,4.2,6.3,7.3,5.8,7.2,6.0,6.9,7.8,6.5,4.7,3.8,5.4,5.2,5.7,2.9,13.7
Ben,Foster,GLK,WBA,4500000,2,24,4.0,8.888888888888891e-07,5.333333333333329e-06,0,175102,1,6,0,11,0,0,0,5.3,28380,0,0,24,0,0.7,0,3.0,1,0,3,0,0,16.4,273295,0,0,0,0,540,15599,0,0,107,Watford,Leicester,Southampton,Man City,Huddersfield,4.3,2.4,5.6,3.3,3.7,4.1,5.2,5.4,5.7,5.0,2.7,4.1,4.0,5.2,5.9,3.2,5.9,2.6,2.6,4.6,3.7,5.3,5.7,4.4,3.3,4.6,3.5,2.5,5.6,3.5,4.4,4.8,8.9
Timothy,Fosu-Mensah,DEF,CRY,4500000,0,8,1.3,2.88888888888889e-07,1.77777777777778e-06,0,51449,0,12,0,0,0,0,0,1.8,10997,0,0,8,0,0.3,0,1.3,0,0,0,0,0,1.2,25506,0,0,0,0,527,347,0,0,91,Man Utd,Chelsea,Newcastle,West Ham,Tottenham,0.0,0.6,0.7,1.2,1.2,0.8,1.0,0.7,0.9,0.8,0.6,0.6,1.1,1.1,0.6,1.3,0.7,0.6,0.6,0.9,0.6,0.6,0.6,0.7,0.7,1.0,0.6,1.1,1.3,0.6,0.8,1.2,14.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,277,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,444,0,0,0,0,0,118,0,0,0,Huddersfield,Bournemouth,Liverpool,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,1,5,0.277777777777778,6.313131313131309e-08,1.13636363636364e-06,0,90538,1,5,0,0,0,0,0,1.1,4307,-1,0,5,1,0.2,0,1.0,0,0,0,0,0,1.1,7606,0,0,0,0,304,1631,0,0,52,Leicester,Tottenham,Stoke,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,9.9
Ryan,Fraser,MID,BOU,5300000,0,7,0.38888888888888895,7.33752620545073e-08,1.32075471698113e-06,0,45950,0,5,0,0,0,0,0,1.3,3354,-2,1,7,2,0.2,0,1.0,0,0,0,0,0,0.5,6938,0,0,0,0,268,170,-1,0,29,Leicester,Tottenham,Stoke,Chelsea,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,12.0
Christian,Fuchs,DEF,LEI,4900000,0,8,2.0,4.08163265306122e-07,1.63265306122449e-06,0,92505,0,8,0,0,0,0,0,1.6,9764,-1,0,8,1,0.1,0,0.3,0,0,1,0,0,2.4,21671,0,0,0,0,360,1407,0,0,64,Bournemouth,West Brom,Swansea,Everton,Stoke,1.0,2.5,1.8,1.9,1.3,1.1,1.0,1.5,1.6,1.1,2.1,2.9,1.4,2.2,1.0,2.0,1.2,1.5,1.0,1.1,1.0,2.3,1.9,1.4,2.4,1.2,2.0,1.2,1.6,2.4,2.4,1.9,14.4
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,1492,1,0,0,0,0,0,0,0.0,444,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1832,0,0,0,0,16,1038,0,0,-2,West Ham,Huddersfield,Leicester,Arsenal,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,679,0,0,0,0,0,0,0,0.0,45,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,154,0,0,0,0,0,19,0,0,0,Burnley,Brighton,Arsenal,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6700000,1,15,2.5,3.73134328358209e-07,2.23880597014925e-06,0,294676,0,4,0,0,0,1,0,2.2,35946,-3,1,15,3,0.2,0,1.3,1,0,2,0,0,2.1,107155,0,0,0,0,303,2683,-1,0,46,Stoke,Newcastle,West Brom,Brighton,Burnley,2.8,1.4,1.5,2.4,1.3,2.1,2.4,2.1,3.1,2.3,2.0,2.1,1.2,2.9,1.8,2.2,3.3,1.2,1.9,2.1,2.1,2.6,2.1,2.1,3.2,2.1,1.6,1.2,2.6,2.4,2.6,1.2,11.3
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1539,0,0,0,0,0,0,0,0.0,103,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,278,0,0,0,0,0,12,0,0,0,Brighton,Watford,Everton,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,1,9,0.5,1.25e-07,2.25e-06,0,72507,0,0,0,0,0,0,0,2.3,15532,0,0,9,0,0.8,0,3.0,2,0,1,0,0,3.4,135449,0,0,0,0,97,34055,0,0,38,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,8.4
Dwight,Gayle,FWD,NEW,6200000,1,5,0.277777777777778,4.4802867383512505e-08,8.064516129032259e-07,0,91708,1,3,0,0,0,0,0,0.8,4728,-3,0,5,3,0.1,0,0.7,0,0,0,0,0,0.7,12980,0,0,0,0,169,492,0,0,8,Liverpool,Southampton,Crystal Palace,Burnley,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.8
Kieran,Gibbs,DEF,WBA,5000000,1,8,0.444444444444444,8.888888888888891e-08,1.6e-06,0,8076,0,3,0,0,0,0,0,1.6,1436,0,0,8,0,0.5,0,2.7,0,0,1,0,0,0.4,15544,0,0,0,0,207,4252,0,0,36,Watford,Leicester,Southampton,Man City,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,9.4
