FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1633,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1477,0,0,0,0,0,0,0,0,0,Southampton,Newcastle,West Ham,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,2,65,2.8,4.44444444444444e-07,1.0317460317460301e-05,0,100479,1,27,0,0,0,5,0,10.3,8784,-2,0,65,2,0.2,1,1.3,7,0,4,0,2,1.1,115798,0,0,0,1,1462,3532,0,1,230,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,2.7,2.2,3.0,1.8,3.0,1.7,98.2
Jermain,Defoe,FWD,BOU,7600000,6,50,1.5625,2.05592105263158e-07,6.5789473684210505e-06,0,212517,1,17,0,0,0,4,0,6.6,611,-4,0,50,4,0.4,0,2.7,5,0,2,0,1,1.4,52608,0,0,0,1,858,1666,0,0,163,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,1.2,1.9,0.0,1.1,1.1,0.9,70.7
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,34291,6,17,0,0,0,1,0,11.5,97,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26885,0,0,0,0,1998,4,0,0,353,Watford,Leicester,Chelsea,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,2.3,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.03125,7.440476190476189e-09,2.38095238095238e-07,0,24728,0,5,0,0,0,0,0,0.2,80,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,4562,0,0,0,0,95,72,0,0,19,Bournemouth,Brighton,Watford,Leicester,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,0,42,1.35483870967742,3.01075268817204e-07,9.33333333333333e-06,0,120570,1,12,0,0,0,1,0,9.3,244,0,0,42,0,0.0,0,0.0,0,0,5,0,1,0.4,118121,0,0,0,0,1282,273,0,0,294,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,0.7,0.7,0.8,0.7,1.8,0.7,52.3
Mousa,Dembele,MID,TOT,4900000,2,45,1.4516129032258098,2.96247531270573e-07,9.183673469387759e-06,0,173454,5,18,0,0,0,0,0,9.2,1408,-1,0,45,1,0.4,0,2.0,3,0,6,0,0,1.7,100955,0,0,0,0,1635,1836,0,0,288,Stoke,Man City,Brighton,Watford,West Brom,0.7,1.4,0.0,0.9,1.7,0.9,59.2
Laurent,Depoitre,FWD,HUD,5100000,2,80,3.0,5.882352941176471e-07,1.56862745098039e-05,0,639341,1,32,0,0,0,5,0,15.7,11303,-4,0,80,4,0.2,0,1.0,11,0,4,0,2,2.7,767427,0,0,0,1,1623,4112,0,0,244,Brighton,Watford,Everton,Man City,Chelsea,2.3,3.6,0.0,3.7,3.7,3.5,84.4
Gerard,Deulofeu,MID,WAT,5600000,0,21,0.65625,1.171875e-07,3.75e-06,0,242467,0,2,0,0,0,1,0,3.8,4764,-4,0,21,4,0.0,0,0.0,3,0,2,0,1,0.5,267771,0,0,0,1,311,24,0,0,79,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.3,27.4
Fousseni,Diabate,FWD,LEI,5000000,1,8,0.258064516129032,5.1612903225806397e-08,1.6e-06,0,9128,1,4,0,0,0,0,0,1.6,685,0,0,8,0,0.2,0,1.0,0,0,0,0,0,0.1,13811,0,0,0,0,259,309,0,0,22,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.1,0.2,0.0,0.1,0.2,0.1,9.1
Mohamed,Diame,MID,NEW,4600000,3,56,2.3,5e-07,1.21739130434783e-05,0,20025,1,21,0,0,0,2,0,12.2,656,-4,0,56,4,0.7,0,3.0,3,0,4,0,0,0.2,17663,0,0,0,0,1425,798,0,0,247,Leicester,Arsenal,Everton,West Brom,Watford,1.4,2.2,1.7,2.3,2.5,1.7,60.9
Grady,Diangana,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,57,0,0,0,0,0,57,0,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brahim,Diaz,MID,MCI,4700000,0,3,0.0967741935483871,2.05902539464653e-08,6.382978723404259e-07,0,4242,0,1,0,0,0,0,0,0.6,22,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1634,0,0,0,0,31,22,0,0,9,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,4.5
Eric,Dier,MID,TOT,4700000,7,77,2.6,5.53191489361702e-07,1.63829787234043e-05,0,283377,4,23,0,0,0,0,0,16.4,2174,-3,0,77,3,0.7,0,3.5,2,0,14,0,2,2.6,196117,0,0,0,0,2544,8179,0,0,433,Stoke,Man City,Brighton,Watford,West Brom,1.7,3.0,0.0,2.4,4.4,2.3,107.9
Mame Biram,Diouf,FWD,STK,5200000,2,79,2.7,5.19230769230769e-07,1.51923076923077e-05,0,611670,5,43,0,0,0,5,0,15.2,4294,-3,0,79,3,0.1,0,0.7,6,0,6,0,2,1.8,652377,0,0,0,0,2072,243,0,0,280,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.0,2.0,2.5,1.7,2.8,2.0,127.5
Abdoulaye,Doucoure,MID,WAT,5400000,1,122,3.9,7.22222222222222e-07,2.25925925925926e-05,0,1481801,8,56,0,0,0,7,0,22.2,48431,4,1,122,-4,0.3,0,1.7,16,0,8,0,3,14.1,2126524,0,0,0,1,2790,16334,-1,0,591,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,4.2,3.4,4.2,2.6,4.6,2.2,173.0
Aleksandar,Dragovic,DEF,LEI,4900000,0,21,0.67741935483871,1.3824884792626701e-07,4.28571428571429e-06,0,16903,1,10,0,0,0,0,0,4.3,863,-1,0,21,1,0.0,0,0.0,0,0,3,0,0,0.1,21759,0,0,0,0,584,34,0,0,132,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,0.3,0.6,0.0,0.4,0.8,0.3,17.7
Daniel,Drinkwater,MID,CHE,4800000,0,24,0.7741935483870971,1.61290322580645e-07,5e-06,0,23974,0,7,0,0,0,1,0,5.0,207,-2,0,24,2,0.0,0,0.0,1,0,1,0,0,0.2,15516,0,0,0,1,520,91,0,0,117,West Ham,Southampton,Burnley,Swansea,Liverpool,0.4,0.8,0.0,0.4,0.8,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,6,24,0.7741935483870971,1.72043010752688e-07,5.333333333333329e-06,0,8793,0,4,0,9,0,0,0,5.3,2133,0,0,24,0,1.3,0,6.0,2,0,3,0,0,0.5,36762,0,0,0,1,450,4839,0,0,96,Leicester,Arsenal,Everton,West Brom,Watford,0.4,0.5,0.4,0.4,0.8,0.4,7.6
Shane,Duffy,DEF,BHA,4600000,1,83,2.8,6.08695652173913e-07,1.80434782608696e-05,0,262014,6,41,0,0,0,0,0,18.0,5700,1,0,83,-1,0.2,0,1.0,7,0,8,0,2,3.3,430539,0,0,0,1,2682,9219,0,0,509,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,3.4,6.4,0.0,2.2,4.9,2.1,124.6
Paul,Dummett,DEF,NEW,4200000,6,36,1.16129032258065,2.7649769585253503e-07,8.571428571428571e-06,0,54403,1,11,0,0,0,0,0,8.6,2183,-3,0,36,3,1.4,0,6.0,0,0,4,0,0,0.8,57776,0,0,0,0,1005,6921,0,0,191,Leicester,Arsenal,Everton,West Brom,Watford,0.6,0.9,0.6,0.8,1.2,0.8,32.2
Lewis,Dunk,DEF,BHA,4500000,1,75,2.4,5.33333333333333e-07,1.6666666666666698e-05,0,238825,6,42,0,0,0,1,0,16.7,5786,0,0,75,0,0.2,0,1.0,5,0,8,0,0,3.2,337041,4,0,0,1,2790,9695,0,0,515,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,2.7,5.2,0.0,1.7,3.8,1.7,129.7
Nathan,Dyer,MID,SWA,4400000,1,35,1.12903225806452,2.56598240469208e-07,7.95454545454546e-06,0,18908,2,18,0,0,0,0,0,8.0,651,-1,0,35,1,0.1,0,0.5,0,0,3,0,1,0.2,27724,0,0,0,0,1069,176,0,0,125,West Brom,Everton,Man City,Chelsea,Bournemouth,0.6,0.9,0.6,0.6,1.2,0.6,32.7
,Ederson,GLK,MCI,5600000,2,140,4.5,8.035714285714291e-07,2.5e-05,0,377855,0,21,0,51,0,0,0,25.0,22352,1,0,140,-1,0.8,0,4.5,9,0,14,0,0,8.1,532209,0,0,2,2,2745,17865,0,0,588,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,5.6,4.9,5.5,5.5,12.4,5.5,49.8
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3500,0,0,0,0,0,0,0,0.0,21,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1150,0,0,0,0,0,14,0,0,0,West Ham,Southampton,Burnley,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.1875,4.6875e-08,1.5e-06,0,27560,0,15,0,0,0,0,0,1.5,750,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.4,48419,0,0,0,0,481,212,0,0,81,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9.000000000000001e-07,1.425e-05,0,962259,0,21,0,44,0,0,0,14.3,27346,0,0,57,0,0.0,0,0.0,4,0,3,0,0,15.6,894378,0,0,1,3,1440,2626,0,0,280,Leicester,Arsenal,Everton,West Brom,Watford,2.9,4.9,2.4,4.3,7.0,4.4,36.5
Mohamed,Elneny,MID,ARS,4200000,2,20,0.6451612903225811,1.5360983102918598e-07,4.76190476190476e-06,0,327387,3,8,0,0,0,0,0,4.8,3755,-3,0,20,3,0.6,0,2.5,0,0,3,0,1,3.2,297129,0,0,0,0,641,5354,0,0,120,Southampton,Newcastle,West Ham,Man Utd,Burnley,0.3,0.3,0.3,0.3,0.6,0.3,30.7
,Emerson,DEF,CHE,5200000,1,2,0.0645161290322581,1.2406947890818899e-08,3.84615384615385e-07,0,1580,0,0,0,0,0,0,0,0.4,65,-3,0,2,3,0.1,0,0.5,0,0,0,0,0,0.0,2066,0,0,0,0,15,59,0,0,7,West Ham,Southampton,Burnley,Swansea,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Christian,Eriksen,MID,TOT,9400000,9,162,5.4,5.744680851063829e-07,1.72340425531915e-05,0,2125466,0,23,0,0,0,8,0,17.2,11503,-1,0,162,1,0.7,0,7.0,20,0,15,0,9,15.0,2102191,0,0,0,2,2588,61079,0,0,655,Stoke,Man City,Brighton,Watford,West Brom,5.5,9.9,0.0,6.8,13.1,6.8,284.7
Jonny,Evans,DEF,WBA,4900000,5,76,2.9,5.91836734693878e-07,1.55102040816327e-05,0,121254,7,37,0,0,0,2,0,15.5,1440,-1,0,76,1,0.8,0,3.7,5,0,6,0,2,1.1,133173,1,0,0,1,2249,1397,0,0,451,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,3.2,1.8,3.3,1.9,3.2,3.5,84.8
Patrice,Evra,DEF,WHU,4300000,0,0,0.0,0.0,0.0,0,8389,0,6,0,0,0,0,0,0.0,1025,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,15763,0,0,0,0,135,224,0,0,17,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,2.6
Lukasz,Fabianski,GLK,SWA,4700000,2,125,4.0,8.51063829787234e-07,2.65957446808511e-05,0,424019,0,44,0,109,0,0,0,26.6,17456,2,0,125,-2,1.2,0,5.5,10,0,9,0,0,8.9,657290,0,0,1,2,2790,21403,0,0,622,West Brom,Everton,Man City,Chelsea,Bournemouth,3.6,4.4,3.5,5.1,8.5,5.4,83.8
Cesc,Fabregas,MID,CHE,6800000,2,69,2.6,3.82352941176471e-07,1.01470588235294e-05,0,702863,4,22,0,0,0,1,0,10.1,1018,-2,0,69,2,0.4,0,2.5,4,0,9,0,4,3.0,408634,0,0,0,1,1860,1343,0,1,436,West Ham,Southampton,Burnley,Swansea,Liverpool,2.6,3.8,0.0,1.8,4.6,1.8,200.7
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,142679,0,0,0,0,0,0,0,0.0,552,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.3,19635,0,0,0,0,0,159,0,0,0,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1432,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,91,0,0,0,0,0,0,0,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,36,1.16129032258065,2.47083047357584e-07,7.65957446808511e-06,0,206700,1,0,0,0,0,3,0,7.7,139,-3,0,36,3,0.1,0,0.5,3,0,3,0,0,0.5,191416,0,0,0,1,428,68,0,0,121,Man City,West Brom,Bournemouth,Arsenal,Brighton,0.6,1.5,0.0,0.8,1.2,0.7,45.0
Leroy,Fer,MID,SWA,5200000,0,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,39932,5,26,0,0,0,1,0,7.9,51,-3,0,41,3,0.0,0,0.0,0,0,4,0,1,0.2,17262,0,0,0,0,1394,2,0,0,201,West Brom,Everton,Man City,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,1.6,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,2799,0,0,0,0,0,0,0,0.0,107,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6168,0,0,0,0,0,139,0,0,0,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,3,12,0.387096774193548,9.00225056264066e-08,2.7906976744186e-06,0,17098,1,13,0,0,0,0,0,2.8,69,-2,0,12,2,0.3,0,1.5,0,0,1,0,0,0.2,6813,0,0,0,0,493,290,0,0,55,Chelsea,Stoke,Arsenal,Man City,Leicester,0.2,0.2,0.2,0.2,0.4,0.2,14.1
Federico,Fernandez,DEF,SWA,4500000,1,78,3.1,6.88888888888889e-07,1.7333333333333302e-05,0,259751,4,36,0,0,0,1,0,17.3,7383,0,0,78,0,0.8,0,3.5,10,0,7,0,1,3.9,377332,1,0,0,2,2250,2201,0,0,440,West Brom,Everton,Man City,Chelsea,Bournemouth,2.4,3.0,2.3,3.6,5.9,3.9,80.4
,Fernandinho,MID,MCI,5000000,2,95,3.3,6.6e-07,1.9e-05,0,717660,6,19,0,0,0,3,0,19.0,4861,0,0,95,0,0.5,0,2.5,5,0,13,0,4,4.5,806844,0,0,0,1,2430,5007,0,0,488,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,2.8,2.1,3.4,2.7,7.2,2.9,135.2
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4518,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,591,0,0,0,0,0,4,0,0,0,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4400000,0,23,0.71875,1.6335227272727302e-07,5.22727272727273e-06,0,21918,3,7,0,0,0,1,0,5.2,115,-1,0,23,1,0.2,0,0.7,2,0,4,0,0,0.1,21763,0,0,0,0,534,3,0,0,70,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,0.4,0.4,0.4,0.4,0.4,0.4,26.3
Roberto,Firmino,FWD,LIV,9600000,2,165,5.3,5.520833333333331e-07,1.71875e-05,0,2938941,1,29,0,0,0,14,0,17.0,198929,11,1,165,-11,0.4,0,3.7,27,0,13,0,8,45.7,4290608,0,0,0,3,2367,20883,-1,0,692,Everton,Bournemouth,West Brom,Stoke,Chelsea,5.7,7.5,6.1,7.7,4.6,7.8,283.0
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1500,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1175,0,0,0,0,0,1,0,0,0,Everton,Bournemouth,West Brom,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,36040,0,0,0,0,0,0,0,0.0,189,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,7284,0,0,0,0,0,48,0,0,0,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4700000,0,64,2.6,5.53191489361702e-07,1.3617021276595698e-05,0,58611,0,48,0,0,0,1,0,13.6,276,-3,0,64,3,0.0,0,0.0,3,0,4,0,1,0.4,29091,0,0,0,1,2110,41,0,0,319,Tottenham,West Ham,Burnley,Liverpool,Crystal Palace,1.9,1.7,2.2,1.3,2.2,1.8,73.7
Phil,Foden,MID,MCI,4700000,0,6,0.193548387096774,4.11805078929307e-08,1.27659574468085e-06,0,2641,0,1,0,0,0,0,0,1.3,31,-3,0,6,3,0.0,0,0.0,0,0,0,0,1,0.0,1023,0,0,0,0,18,30,0,0,18,Man Utd,Tottenham,Swansea,West Ham,Huddersfield,0.1,0.1,0.1,0.1,0.2,0.1,3.7
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,15846,0,0,0,0,0,0,0,0.0,142,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,22452,0,0,0,0,0,53,0,0,0,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,153515,0,11,0,0,0,0,0,7.2,175,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77178,0,0,0,0,688,1,0,0,156,Chelsea,Stoke,Arsenal,Man City,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4600000,0,73,3.6,7.826086956521741e-07,1.58695652173913e-05,0,527561,0,30,0,69,0,0,0,15.9,2575,-4,0,73,4,0.0,0,0.0,6,0,4,0,0,4.0,367120,0,0,1,1,1800,462,0,0,351,Arsenal,Chelsea,Leicester,Bournemouth,Everton,3.3,7.4,0.0,3.5,6.0,3.4,48.9
Ben,Foster,GLK,WBA,4400000,1,93,3.0,6.81818181818182e-07,2.11363636363636e-05,0,737505,2,50,0,84,0,0,0,21.1,13783,-1,0,93,1,0.3,0,1.3,6,0,7,0,0,9.8,496931,0,0,0,0,2790,2360,0,0,515,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,3.3,1.9,3.5,2.0,3.4,3.6,61.8
Timothy,Fosu-Mensah,DEF,CRY,4400000,1,39,1.9,4.31818181818182e-07,8.86363636363636e-06,0,103038,2,29,0,0,0,0,0,8.9,1124,-1,0,39,1,0.1,0,0.3,3,0,2,0,0,1.1,70234,0,0,0,0,1592,203,0,0,279,Bournemouth,Brighton,Watford,Leicester,Stoke,1.1,1.9,1.5,1.4,1.5,1.6,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1848,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1921,0,0,0,0,0,28,0,0,0,Stoke,Man City,Brighton,Watford,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,0,42,1.6,3.7209302325581396e-07,9.76744186046512e-06,0,189641,7,38,0,0,0,0,0,9.8,8595,-2,0,42,2,0.1,0,0.3,1,0,3,0,0,1.4,120145,0,0,0,0,2258,168,0,1,394,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,0.0,2.2,0.0,1.1,1.2,1.0,103.6
Ryan,Fraser,MID,BOU,5100000,2,71,2.21875,4.350490196078429e-07,1.3921568627451e-05,0,127462,0,28,0,0,0,4,0,13.9,2666,-4,0,71,4,0.1,0,0.7,8,0,1,0,2,0.7,102524,0,0,0,2,1463,758,0,0,277,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,1.7,2.6,0.0,1.5,1.9,1.5,108.7
Christian,Fuchs,DEF,LEI,4800000,1,56,2.5,5.20833333333333e-07,1.1666666666666698e-05,0,211327,1,27,0,0,0,0,0,11.7,1623,-2,0,56,2,0.1,0,0.5,8,0,4,0,1,1.9,111253,0,0,0,1,1647,633,0,0,323,Newcastle,Burnley,Southampton,Crystal Palace,West Ham,2.2,4.5,0.0,3.1,6.0,1.9,62.8
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4310,1,0,0,0,0,0,0,0.2,16,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3717,0,0,0,0,17,1,0,0,1,West Brom,Everton,Man City,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1326,0,0,0,0,0,0,0,0.0,38,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,788,0,0,0,0,0,32,0,0,0,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6200000,1,57,2.2,3.54838709677419e-07,9.19354838709677e-06,0,500236,2,17,0,0,0,4,0,9.2,977,-8,0,57,8,0.2,0,1.0,7,0,4,0,0,1.4,265690,0,0,0,1,1044,282,0,0,170,Arsenal,Chelsea,Leicester,Bournemouth,Everton,1.2,3.1,0.0,2.1,3.1,1.6,48.7
Ali,Gabr,DEF,WBA,4300000,0,0,0.0,0.0,0.0,0,4130,0,0,0,0,0,0,0,0.0,179,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,6521,0,0,0,0,0,46,0,0,0,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,2325,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,358,0,0,0,0,0,2,0,0,0,Southampton,Newcastle,West Ham,Man Utd,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,3900000,0,9,0.29032258064516103,7.444168734491321e-08,2.3076923076923098e-06,0,229623,0,0,0,0,0,0,0,2.3,1294,-1,0,9,1,0.0,0,0.0,2,0,1,0,0,1.5,201844,0,0,0,0,97,1151,0,0,38,Leicester,Arsenal,Everton,West Brom,Watford,0.0,0.0,0.0,0.0,0.0,0.1,8.4
Luke,Garbutt,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,358,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,888,0,0,0,0,0,108,0,0,0,Liverpool,Swansea,Newcastle,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwight,Gayle,FWD,NEW,6100000,2,78,2.51612903225806,4.1248016922263396e-07,1.27868852459016e-05,0,200359,2,26,0,0,0,5,0,12.8,6784,-4,0,78,4,0.6,0,3.5,7,0,5,0,3,1.2,144698,0,0,0,2,1512,1918,0,0,242,Leicester,Arsenal,Everton,West Brom,Watford,2.0,2.6,1.8,2.9,3.4,1.9,119.7
Paulo,Gazzaniga,GLK,TOT,4200000,0,9,0.29032258064516103,6.912442396313361e-08,2.1428571428571398e-06,0,5525,0,0,0,3,0,0,0,2.1,83,-3,0,9,3,0.0,0,0.0,2,0,1,0,0,0.1,6867,0,0,0,0,90,61,0,0,26,Stoke,Man City,Brighton,Watford,West Brom,0.1,0.2,0.0,0.1,0.2,0.1,2.7
Kieran,Gibbs,DEF,WBA,5000000,1,64,2.4,4.8e-07,1.28e-05,0,45790,2,39,0,0,0,0,0,12.8,704,0,0,64,0,0.1,0,0.7,1,0,5,0,2,0.4,51682,0,0,0,0,2301,210,0,0,377,Swansea,Man Utd,Liverpool,Newcastle,Tottenham,2.4,1.3,2.5,1.4,2.5,2.8,85.7
Olivier,Giroud,FWD,CHE,8200000,1,48,2.2,2.68292682926829e-07,5.85365853658537e-06,0,202723,0,7,0,0,0,4,0,5.9,4214,-3,0,48,3,0.2,0,1.5,4,0,3,0,1,1.4,157054,0,0,0,1,564,1479,0,0,164,West Ham,Southampton,Burnley,Swansea,Liverpool,2.1,3.3,0.0,1.4,4.1,1.5,83.5
Connor,Goldson,DEF,BHA,3900000,0,5,0.161290322580645,4.13564929693962e-08,1.28205128205128e-06,0,120513,1,4,0,0,0,0,0,1.3,3837,-1,0,5,1,0.0,0,0.0,0,0,1,0,0,2.7,236969,0,0,0,0,180,6071,0,0,33,Huddersfield,Crystal Palace,Tottenham,Burnley,Man Utd,0.1,0.2,0.0,0.1,0.2,0.1,9.7
Heurelho,Gomes,GLK,WAT,4500000,0,62,2.7,6e-07,1.3777777777777801e-05,0,165442,0,39,0,61,0,0,0,13.8,1482,0,0,62,0,0.0,0,0.0,4,0,5,0,0,1.3,134446,0,0,0,0,2038,291,0,0,386,Burnley,Huddersfield,Crystal Palace,Tottenham,Newcastle,2.7,2.0,3.9,2.1,2.6,1.7,45.1
Joseph,Gomez,DEF,LIV,4500000,0,76,3.6,8e-07,1.68888888888889e-05,0,619449,3,20,0,0,0,0,0,16.9,16421,0,0,76,0,0.4,0,1.7,6,0,8,0,2,2.7,690693,0,0,0,2,1721,77,0,0,435,Everton,Bournemouth,West Brom,Stoke,Chelsea,2.4,3.7,3.0,4.7,3.5,4.8,68.1
Dan,Gosling,MID,BOU,4800000,2,51,2.3,4.79166666666667e-07,1.0625e-05,0,9922,7,34,0,0,0,2,0,10.6,514,-2,0,51,2,0.4,0,1.7,4,0,1,0,1,0.1,11625,0,0,0,0,1632,252,0,0,223,Crystal Palace,Liverpool,Man Utd,Southampton,Swansea,1.8,2.8,0.0,1.6,2.0,1.6,81.8
