FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,73,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,26,0,55,0,0,0,0,0,0,0,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo,DEF,MID,4400000,0,0,0.0,0.0,0.0,0,652,0,0,0,0,0,0,0,0.0,19,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,334,0,0,0,0,0,9,0,0,0,Swansea,Burnley,Man Utd,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Bertrand,DEF,SOU,5400000,6,44,4.4,8.148148148148151e-07,8.14814814814815e-06,0,42973,2,9,0,0,0,0,0,8.1,1064,-1,0,44,1,0.7,0,3.8,3,0,6,0,1,1.2,51356,0,415,0,1,887,2145,0,0,191,Bournemouth,Tottenham,West Brom,Everton,Burnley,4.2,6.4,6.0,3.7,3.7,5.5,4.1,6.6,3.7,6.2,4.1,5.0,4.0,6.6,5.8,4.4,5.5,3.8,6.2,4.9,4.6,6.3
Muhamed,Besic,MID,EVE,4400000,0,0,0.0,0.0,0.0,0,1077,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,361,0,75,0,0,0,7,0,0,0,Liverpool,Leicester,Hull City,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5400000,2,49,4.5,8.33333333333333e-07,9.07407407407407e-06,0,291278,0,11,0,0,0,0,0,9.1,18180,-1,0,49,1,0.1,0,0.6,9,0,4,0,2,6.2,377618,0,477,0,1,927,2588,0,0,276,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,5.0,5.5,5.5,5.5,6.5,5.8,6.1,3.2,5.7,4.8,6.7,5.3,5.2,5.9,6.1,4.3,5.2,4.3,5.4,5.9,4.6,5.7
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,517,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,459,0,0,0,0,0,5,0,0,0,Chelsea,Watford,Arsenal,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,20,0.4166666666666671,7.57575757575758e-08,3.63636363636364e-06,0,100143,1,9,0,0,0,2,0,3.6,817,-5,1,20,5,0.0,1,0.0,2,0,0,0,0,0.9,43024,0,360,0,0,363,143,-1,0,61,Leicester,Liverpool,Chelsea,Watford,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yannick,Bolasie,MID,EVE,5800000,0,45,3.2,5.51724137931035e-07,7.75862068965517e-06,0,392656,3,14,0,0,0,1,0,7.8,14434,-2,0,45,2,0.2,0,1.2,3,0,3,0,4,2.4,291644,0,469,0,0,1048,107,0,0,172,Liverpool,Leicester,Hull City,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,2.1,2.1,3.9,2.6,4.5,1.6,3.3,3.4,1.6,2.2,4.5,4.3,1.7,2.7,2.1,3.8,1.6
Wilfried,Bony,FWD,STK,7100000,0,28,3.1,4.36619718309859e-07,3.9436619718309896e-06,0,121429,1,12,0,0,0,2,0,3.9,2957,-4,1,28,4,0.0,0,0.2,3,0,3,0,0,0.8,111944,0,249,0,1,677,448,-1,0,90,Leicester,Liverpool,Chelsea,Watford,Sunderland,4.2,3.0,2.3,3.3,3.2,3.0,3.6,2.8,3.5,2.4,3.0,3.2,2.6,3.0,2.7,3.6,4.2,3.5,3.8,2.3,2.9,2.4
Fabio,Borini,FWD,SUN,5100000,1,5,0.10416666666666699,2.0424836601307197e-08,9.80392156862745e-07,0,67407,1,3,0,0,0,0,0,1.0,181,-4,0,5,4,0.0,0,0.2,0,0,1,0,0,0.5,7001,0,280,0,0,234,998,0,0,8,Watford,Man Utd,Burnley,Liverpool,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,2923,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,88,0,123,0,0,0,2,0,0,0,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4600000,7,50,3.6,7.826086956521741e-07,1.0869565217391302e-05,0,151521,1,22,0,43,0,0,0,10.9,2579,1,0,50,-1,0.4,0,2.0,1,0,4,0,0,6.9,203974,0,281,1,1,1260,3069,0,0,263,Southampton,Chelsea,Swansea,Arsenal,Hull City,5.4,2.5,2.7,5.2,3.3,4.6,4.5,2.5,4.3,3.0,2.3,5.4,4.3,3.2,3.6,4.2,2.6,4.4,2.4,5.3,5.2,1.8
Sofiane,Boufal,MID,SOU,6800000,3,19,0.3958333333333329,5.8210784313725494e-08,2.79411764705882e-06,0,6446,1,2,0,0,0,1,0,2.8,401,-2,0,19,2,0.5,0,3.2,1,0,3,0,0,0.1,10783,0,0,0,0,378,1331,0,0,80,Bournemouth,Tottenham,West Brom,Everton,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,1,4,0.0833333333333333,1.85185185185185e-08,8.888888888888891e-07,0,3704,0,1,0,0,0,0,0,0.9,142,0,0,4,0,0.1,0,0.6,0,0,0,0,0,0.1,4620,0,0,0,0,60,97,0,0,11,West Ham,Man City,Everton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,2,33,2.2,4.313725490196079e-07,6.47058823529412e-06,0,8438,1,20,0,0,0,1,0,6.5,153,-4,0,33,4,0.5,0,2.6,0,0,2,0,0,0.1,2404,0,0,0,0,1085,174,0,0,143,Tottenham,Middlesbrough,Sunderland,Man City,Southampton,1.1,2.1,2.8,1.1,2.1,1.1,2.8,1.1,1.5,1.1,1.1,1.1,1.4,1.9,1.8,1.3,1.1,2.1,1.1,1.9,1.1,1.8
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,1811,0,0,0,0,0,0,0,0.0,71,-3,1,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1301,0,27,0,0,0,172,-1,0,0,Everton,Stoke,Man City,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5300000,6,46,3.5,6.603773584905661e-07,8.679245283018871e-06,0,73292,0,16,0,28,0,0,0,8.7,5345,-2,1,46,2,0.5,0,2.4,3,0,3,0,0,2.0,108268,0,0,1,1,1170,445,-1,0,234,Arsenal,Hull City,Liverpool,Burnley,Everton,4.7,3.9,4.2,4.6,3.0,4.5,4.4,3.7,3.4,3.2,3.0,4.7,4.9,4.7,3.1,4.3,3.8,4.1,3.7,3.9,3.6,3.4
Miguel,Britos,DEF,WAT,4400000,1,25,1.9,4.31818181818182e-07,5.68181818181818e-06,0,17355,4,20,0,0,0,0,0,5.7,834,-1,0,25,1,0.1,0,0.4,2,0,3,0,0,0.5,31417,0,205,0,1,1163,222,0,1,192,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,1.0,1.6,2.0,1.8,1.5,1.2,2.3,2.0,1.0,2.4,2.1,1.1,1.4,1.6,1.7,1.1,1.5,1.4,2.2,1.0,1.0,1.5
Leon,Britton,MID,SWA,4400000,2,14,0.29166666666666696,6.62878787878788e-08,3.18181818181818e-06,0,3025,2,13,0,0,0,0,0,3.2,51,-1,0,14,1,0.2,0,1.0,0,0,2,0,0,0.1,1362,0,166,0,0,578,35,0,0,86,Middlesbrough,West Ham,Bournemouth,Crystal Palace,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,18,0,0,0,0,0,10,0,0,0,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,41050,0,0,0,0,0,0,0,0.0,2391,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.4,81745,0,22,0,0,0,4162,0,0,0,Liverpool,Leicester,Hull City,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,4790,0,0,0,0,0,0,0,0.0,138,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,3947,0,0,0,0,0,51,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5000000,10,37,0.770833333333333,1.5416666666666698e-07,7.400000000000001e-06,0,6099,2,10,0,0,0,1,0,7.6,1683,0,-1,37,0,1.4,0,6.8,6,0,1,0,3,1.5,59840,0,230,0,1,679,16214,1,0,154,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.6,0.4,0.4,0.5,0.5,0.4,0.4,0.4,0.4,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2272,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2307,0,0,0,0,0,10,0,0,0,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4600000,0,0,0.0,0.0,0.0,0,136147,0,0,0,0,0,0,0,0.0,1045,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.1,3041,0,341,0,0,0,68,0,0,0,Leicester,Liverpool,Chelsea,Watford,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4300000,0,7,0.145833333333333,3.39147286821705e-08,1.62790697674419e-06,0,29339,2,6,0,0,0,0,0,1.6,260,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.3,11252,0,39,0,0,264,8,0,0,56,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4800000,0,6,0.125,2.60416666666667e-08,1.25e-06,0,25855,0,3,0,5,0,0,0,1.3,143,-2,0,6,2,0.0,0,0.0,0,0,0,0,0,0.4,20455,0,45,0,0,270,12,0,0,39,Arsenal,Hull City,Liverpool,Burnley,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yohan,Cabaye,MID,CRY,5600000,2,22,0.4583333333333329,8.18452380952381e-08,3.9285714285714305e-06,0,119576,5,25,0,0,0,1,0,3.9,642,-4,0,22,4,0.2,1,1.0,3,0,0,0,0,1.1,11684,0,397,0,1,838,263,0,0,138,Chelsea,Watford,Arsenal,Swansea,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Gary,Cahill,DEF,CHE,6300000,7,74,4.6,7.301587301587301e-07,1.1746031746031699e-05,0,122025,1,11,0,0,0,1,0,11.7,3436,3,0,74,-3,0.8,0,4.8,6,0,9,0,0,11.0,302453,1,283,0,1,1433,13104,0,0,338,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,5.5,6.9,6.3,4.7,3.3,6.3,5.6,6.2,4.4,5.6,5.6,5.9,5.9,5.9,5.5,5.0,4.1,6.9,4.5,5.6,5.1,5.7
Jonathan,Calleri,FWD,WHU,6700000,0,6,0.125,1.86567164179104e-08,8.955223880597009e-07,0,2571,0,2,0,0,0,0,0,0.9,49,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,2436,0,0,0,0,135,53,0,0,8,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6400000,1,51,3.4,5.3125e-07,7.96875e-06,0,278131,0,17,0,0,0,5,0,8.0,37685,-1,0,51,1,0.5,0,3.2,2,0,6,0,1,2.9,280736,0,165,0,0,1052,1664,0,0,142,Southampton,Chelsea,Swansea,Arsenal,Hull City,0.0,2.0,3.2,3.9,3.7,4.3,4.4,2.3,4.3,2.5,2.4,4.7,4.7,2.1,2.7,3.6,2.1,4.0,2.9,3.8,5.0,2.7
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,1,0.0208333333333333,4.6296296296296295e-09,2.22222222222222e-07,0,649,0,0,0,0,0,0,0,0.2,81,0,0,1,0,0.0,0,0.2,0,0,0,0,0,0.0,1170,0,0,0,0,12,129,0,0,2,Liverpool,Leicester,Hull City,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff,Cameron,DEF,STK,4400000,0,20,0.4166666666666671,9.469696969696972e-08,4.54545454545455e-06,0,19366,0,11,0,0,0,0,0,4.5,822,-1,0,20,1,0.0,0,0.0,2,0,2,0,0,0.3,14402,0,293,0,0,630,5,0,0,126,Leicester,Liverpool,Chelsea,Watford,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,1,8,0.166666666666667,3.78787878787879e-08,1.81818181818182e-06,0,39473,0,2,0,0,0,1,0,1.8,1951,-1,0,8,1,0.3,0,1.2,0,0,0,0,0,1.1,52701,0,12,0,0,39,2991,0,0,35,Chelsea,Watford,Arsenal,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,4821,0,0,0,0,0,0,0,0.0,19,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,312,0,175,0,0,0,15,0,0,0,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4900000,0,38,0.791666666666667,1.6156462585034e-07,7.755102040816329e-06,0,100090,2,9,0,0,0,3,0,7.6,18644,-1,1,38,1,0.7,0,3.4,2,0,3,0,1,2.1,113938,0,399,0,0,661,1689,-1,0,149,Everton,Stoke,Man City,Sunderland,Man Utd,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,5000000,1,75,4.7,9.4e-07,1.4999999999999999e-05,0,747352,2,27,0,0,0,5,0,15.0,48495,5,0,75,-5,0.7,0,3.4,14,0,3,0,1,36.9,1957456,0,347,0,3,1399,31887,0,0,283,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,5.6,5.0,5.3,4.5,5.7,3.9,3.4,6.8,4.6,5.2,5.8,3.5,4.4,6.9,5.4,3.2,5.5,4.5,4.0,4.7,4.0,4.5
Michael,Carrick,MID,MUN,4300000,2,12,0.25,5.8139534883720896e-08,2.7906976744186e-06,0,55704,0,4,0,0,0,0,0,2.8,1550,-2,0,12,2,0.4,0,1.8,0,0,1,0,0,1.4,59111,0,275,0,0,463,5028,0,0,88,West Brom,Sunderland,Middlesbrough,West Ham,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andy,Carroll,FWD,WHU,6200000,2,10,0.208333333333333,3.36021505376344e-08,1.6129032258064501e-06,0,273124,0,5,0,0,0,1,0,1.6,1189,-3,-1,10,3,0.3,0,1.6,0,0,1,0,0,2.5,84271,0,381,0,0,218,34617,1,0,40,Hull City,Swansea,Leicester,Man Utd,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Tom,Carroll,MID,TOT,4200000,0,1,0.0208333333333333,4.960317460317461e-09,2.38095238095238e-07,0,5971,0,0,0,0,0,0,0,0.2,162,-3,1,1,3,0.0,0,0.0,0,0,0,0,0,0.2,3787,0,93,0,0,1,248,-1,0,3,Burnley,Southampton,Watford,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1546,0,0,0,0,0,0,0,0.0,29,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,602,0,0,0,0,0,17,0,0,0,Burnley,Southampton,Watford,Chelsea,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,6,0.125,2.9069767441860498e-08,1.3953488372093e-06,0,17293,1,7,0,0,0,0,0,1.4,249,-2,0,6,2,0.0,0,0.0,0,0,0,0,0,0.2,3583,0,335,0,0,405,7,0,0,51,Sunderland,Crystal Palace,Tottenham,Stoke,Middlesbrough,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lee,Cattermole,MID,SUN,4300000,0,3,0.0625,1.45348837209302e-08,6.976744186046509e-07,0,5340,1,3,0,0,0,0,0,0.7,61,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.1,1473,0,246,0,0,175,10,0,0,17,Watford,Man Utd,Burnley,Liverpool,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.791666666666667,1.1309523809523801e-07,5.4285714285714306e-06,0,364484,2,5,0,0,0,2,0,5.4,1279,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.7,329570,0,259,0,0,618,50,0,0,159,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4
Petr,Cech,GLK,ARS,5500000,1,48,3.0,5.454545454545451e-07,8.72727272727273e-06,0,313148,2,17,0,43,0,0,0,8.7,27324,0,0,48,0,0.4,0,2.2,0,0,4,0,0,15.6,220311,1,409,0,0,1440,947,0,0,252,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,2.8,3.2,3.0,2.8,2.7,3.7,3.0,2.5,3.3,3.1,3.5,2.8,2.9,2.8,4.2,3.2,3.1,2.9,2.6,2.4,3.8,3.3
,Cedric,DEF,SOU,5000000,0,38,3.8,7.6e-07,7.6e-06,0,90896,1,9,0,0,0,0,0,7.6,14134,0,0,38,0,0.6,0,2.8,7,0,4,0,0,2.0,121217,0,320,0,0,822,801,0,0,203,Bournemouth,Tottenham,West Brom,Everton,Burnley,3.4,5.3,4.9,2.9,2.9,4.5,3.2,5.7,2.9,5.4,3.3,4.0,3.1,5.6,4.8,3.5,4.5,3.0,5.1,4.2,3.7,5.4
Nacer,Chadli,MID,WBA,6200000,3,54,4.9,7.90322580645161e-07,8.709677419354841e-06,0,238098,1,10,0,0,0,4,0,8.7,7040,-3,0,54,3,0.2,0,1.2,8,0,2,0,2,1.8,279548,0,173,0,2,718,1591,0,0,169,Man Utd,Arsenal,Southampton,Hull City,Tottenham,6.0,3.6,4.2,5.8,3.4,7.2,5.6,5.5,4.1,6.5,5.3,4.3,4.0,5.0,5.2,6.1,4.3,4.0,7.3,4.5,4.8,4.8
Nathaniel,Chalobah,MID,CHE,4500000,1,8,0.166666666666667,3.7037037037037e-08,1.77777777777778e-06,0,636,1,0,0,0,0,0,0,1.8,24,0,0,8,0,0.1,0,0.4,0,0,0,0,1,0.0,804,0,0,0,0,64,16,0,0,29,Crystal Palace,Bournemouth,Stoke,Tottenham,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,2,47,0.979166666666667,1.6882183908046e-07,8.10344827586207e-06,0,108463,0,8,0,0,0,2,0,8.1,5502,-2,0,47,2,0.9,0,5.0,2,0,1,0,4,2.0,106296,0,186,0,1,691,7430,0,0,205,Man City,West Brom,Crystal Palace,Bournemouth,Swansea,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5
Calum,Chambers,DEF,MID,4400000,1,29,2.6,5.90909090909091e-07,6.5909090909090896e-06,0,128290,3,16,0,0,0,1,0,6.6,2135,-1,0,29,1,0.5,0,2.2,1,0,2,0,0,3.1,105278,0,70,0,0,990,2499,0,0,193,Swansea,Burnley,Man Utd,Leicester,Watford,2.3,2.0,1.8,2.2,2.2,3.5,2.6,2.1,2.7,2.5,3.1,2.4,1.9,2.2,2.6,3.0,3.4,2.2,2.2,2.0,3.1,2.8
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4385,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,69,0,85,0,0,0,1,0,0,0,Man Utd,Arsenal,Southampton,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,6033,0,0,0,0,0,0,0,0.0,50,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,776,0,0,0,0,0,19,0,0,0,Stoke,Everton,West Ham,Middlesbrough,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,1732,0,0,0,0,0,0,0,0.0,91,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1379,0,2,0,0,0,163,0,0,0,Everton,Stoke,Man City,Sunderland,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7700000,2,64,4.6,5.974025974025971e-07,8.31168831168831e-06,0,389323,3,28,0,0,0,8,0,8.3,37489,2,0,64,-2,0.8,1,6.4,6,0,1,0,1,10.0,678484,0,315,0,1,1243,21539,0,0,210,Chelsea,Watford,Arsenal,Swansea,West Ham,4.8,5.2,5.4,6.3,5.8,6.2,4.3,6.5,5.2,5.3,5.1,5.9,5.8,4.4,4.5,5.2,6.9,5.4,6.8,5.7,6.3,5.0
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,3485,0,0,0,0,0,0,0,0.0,121,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,6234,0,0,0,0,0,78,0,0,0,West Ham,Man City,Everton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
