FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,4604,0,0,0,0,0,0,0,0.0,332,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,12594,0,0,0,0,0,561,0,0,0,Man Utd,Newcastle,Man City,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,27,2.7,5.510204081632651e-07,5.51020408163265e-06,0,286668,1,9,0,0,0,0,0,5.5,8356,-6,0,27,6,0.5,0,2.4,1,0,3,0,0,1.2,66622,0,0,0,0,743,891,0,0,166,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,2.2,1.8,3.2,2.0,3.2,3.1,2.8,2.4,2.5,1.8,3.2,1.7,3.1,2.3,3.0,19.5
Jesse,Lingard,MID,MUN,6400000,2,88,3.82608695652174,5.97826086956522e-07,1.375e-05,0,334722,2,9,0,0,0,7,0,13.8,126197,4,-1,88,-4,0.9,0,6.0,10,0,4,0,4,19.5,1371965,0,0,0,2,996,93340,1,0,271,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,3.1,2.4,5.1,3.6,3.9,2.8,3.5,2.9,4.8,2.1,4.8,3.4,4.6,2.7,3.8,110.0
Jake,Livermore,MID,WBA,4800000,1,48,2.2,4.58333333333333e-07,1e-05,0,14635,2,27,0,0,0,0,0,10.0,340,-2,0,48,2,0.4,0,2.0,0,0,5,0,1,0.1,9053,0,0,0,0,1743,97,0,0,218,Everton,Man City,Southampton,Chelsea,Huddersfield,1.5,1.1,1.8,1.1,2.3,1.3,1.8,1.4,1.9,2.2,1.1,1.4,1.5,1.5,1.1,51.8
Fernando,Llorente,FWD,TOT,7400000,0,19,1.5,2.02702702702703e-07,2.56756756756757e-06,0,23700,1,1,0,0,0,1,0,2.6,1262,-1,0,19,1,0.3,0,2.0,2,0,1,0,0,0.2,20446,0,0,0,0,213,368,0,0,59,Southampton,Man Utd,Liverpool,Arsenal,Crystal Palace,1.0,1.0,0.8,1.1,0.8,1.3,0.9,1.1,0.8,1.1,0.9,0.8,1.1,0.8,1.1,19.6
Hugo,Lloris,GLK,TOT,5500000,6,83,3.8,6.90909090909091e-07,1.50909090909091e-05,0,494168,0,21,0,46,0,0,0,15.1,21354,0,0,83,0,0.8,0,4.4,2,0,9,0,0,8.6,258724,0,0,0,0,1980,2402,0,0,405,Southampton,Man Utd,Liverpool,Arsenal,Crystal Palace,0.0,4.4,3.4,4.9,4.6,5.0,3.3,4.1,4.1,4.0,3.9,4.1,4.8,3.7,4.0,39.0
Ruben,Loftus-Cheek,MID,CRY,4600000,0,53,2.3043478260869596,5.00945179584121e-07,1.15217391304348e-05,0,752320,0,24,0,0,0,1,0,11.5,72891,1,0,53,-1,0.4,0,1.8,2,0,3,0,4,5.0,499518,0,0,0,0,1329,1113,0,0,236,Arsenal,West Ham,Newcastle,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,1.6,1.2,1.4,1.5,1.6,2.1,1.5,1.9,1.4,2.3,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,15403,0,0,0,0,0,0,0,0.0,148,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,13477,0,0,0,0,0,80,0,0,0,Arsenal,West Ham,Newcastle,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,7,11,0.4782608695652171,1.1122345803842301e-07,2.55813953488372e-06,0,5469,1,5,0,0,0,1,0,2.6,510,-2,0,11,2,0.5,0,2.0,0,0,0,0,0,0.1,6420,0,0,0,0,217,2362,0,0,28,Stoke,Liverpool,Man Utd,Bournemouth,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.8
Kevin,Long,DEF,BUR,4100000,0,27,1.17391304347826,2.86320254506893e-07,6.58536585365854e-06,0,236222,0,5,0,0,0,0,0,6.6,23394,1,0,27,-1,0.6,0,2.4,4,0,3,0,1,6.4,414803,0,0,0,0,450,14716,0,0,117,Man Utd,Newcastle,Man City,Swansea,Southampton,0.7,0.6,0.6,0.6,0.7,0.6,0.7,0.8,0.6,0.8,0.6,0.6,1.0,0.6,0.6,18.7
Shane,Long,FWD,SOU,5600000,2,34,2.0,3.5714285714285705e-07,6.0714285714285694e-06,0,45903,4,19,0,0,0,1,0,6.1,2854,-4,0,34,4,0.4,0,2.2,0,0,3,0,2,0.5,35737,0,0,0,0,1019,3431,0,0,110,Tottenham,Brighton,West Brom,Liverpool,Burnley,1.4,1.8,1.4,1.4,1.3,2.1,1.6,1.6,1.3,1.0,1.1,1.5,1.8,1.4,1.3,63.8
Ademola,Lookman,MID,EVE,5100000,0,10,0.43478260869565205,8.52514919011083e-08,1.96078431372549e-06,0,8845,0,6,0,0,0,0,0,2.0,101,-4,0,10,4,0.0,0,0.0,0,0,0,0,1,0.1,2204,0,0,0,0,153,40,0,0,30,West Brom,Leicester,Arsenal,Crystal Palace,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Jonas,Lossl,GLK,HUD,4600000,0,84,3.7,8.043478260869571e-07,1.8260869565217396e-05,0,335735,0,39,0,59,0,0,0,18.3,19247,1,0,84,-1,0.7,0,3.2,7,0,7,0,1,7.8,539170,0,0,1,1,2070,3851,0,0,443,Stoke,Liverpool,Man Utd,Bournemouth,West Brom,3.4,4.5,2.6,4.2,3.2,2.9,4.0,5.6,3.1,3.6,4.8,3.6,4.1,2.8,4.9,52.2
Dejan,Lovren,DEF,LIV,5300000,1,61,3.4,6.41509433962264e-07,1.15094339622642e-05,0,115054,4,18,0,0,0,1,0,11.5,7380,-2,0,61,2,0.4,0,2.2,4,0,6,0,1,1.2,76134,0,0,0,1,1385,3349,0,0,322,Swansea,Huddersfield,Tottenham,Southampton,West Ham,0.0,0.0,3.7,3.5,4.6,3.5,2.6,4.1,4.1,2.3,3.5,3.1,4.1,3.5,4.7,53.9
Chris,Lowe,DEF,HUD,4400000,0,49,2.7,6.13636363636364e-07,1.11363636363636e-05,0,249512,0,20,0,0,0,0,0,11.1,10321,-1,0,49,1,0.1,0,0.6,0,0,6,0,0,1.6,275168,0,0,0,0,1234,90,0,0,256,Stoke,Liverpool,Man Utd,Bournemouth,West Brom,0.0,2.8,1.6,2.7,1.9,1.7,2.5,4.1,1.9,2.2,3.1,2.2,2.5,1.7,3.2,30.6
Matthew,Lowton,DEF,BUR,4400000,0,53,4.1,9.31818181818182e-07,1.2045454545454499e-05,0,250182,0,10,0,0,0,0,0,12.0,12936,-1,0,53,1,0.0,0,0.0,2,0,6,0,1,1.9,286556,0,0,0,0,1170,3479,0,0,234,Man Utd,Newcastle,Man City,Swansea,Southampton,4.9,4.1,4.3,4.0,5.0,4.4,4.8,5.4,4.3,5.1,4.4,4.5,6.0,3.6,4.6,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1092,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,226,0,0,0,0,0,6,0,0,0,Swansea,Huddersfield,Tottenham,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11300000,5,104,4.7,4.1592920353982295e-07,9.203539823008851e-06,0,3226095,3,16,0,0,0,11,0,9.2,59165,-2,0,104,2,0.2,1,2.0,10,0,11,0,4,21.9,1817568,0,0,0,2,1903,19145,0,0,372,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,4.4,4.1,6.8,5.1,4.9,4.7,5.6,4.5,6.0,4.4,6.5,5.1,6.2,4.5,6.1,182.9
Levi,Lumeka,MID,CRY,4400000,0,1,0.0434782608695652,9.88142292490119e-09,2.2727272727272702e-07,0,557,0,0,0,0,0,0,0,0.2,31,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,611,0,0,0,0,25,25,0,0,3,Arsenal,West Ham,Newcastle,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,337,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,339,0,0,0,0,0,20,0,0,0,Crystal Palace,Swansea,Everton,Tottenham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,39898,0,0,0,0,0,0,0,0.0,1072,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.0,26713,0,0,0,0,0,353,0,0,0,Chelsea,Southampton,West Ham,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5400000,6,86,3.7,6.85185185185185e-07,1.59259259259259e-05,0,543687,4,32,0,0,0,2,0,15.9,19928,4,0,86,-4,0.7,0,3.8,8,0,6,0,4,12.0,1017917,0,0,0,1,2070,76036,0,0,477,Watford,Everton,Swansea,Man City,Stoke,4.6,2.7,3.8,3.2,4.6,4.0,3.6,4.7,4.0,3.9,3.8,4.4,4.5,5.2,3.3,95.9
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,87,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,131,0,0,0,0,0,17,0,0,0,West Ham,Chelsea,Stoke,Huddersfield,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riyad,Mahrez,MID,LEI,8600000,3,129,5.6,6.51162790697674e-07,1.4999999999999999e-05,0,689612,1,29,0,0,0,7,0,15.0,54000,1,0,129,-1,0.8,0,7.0,14,0,6,0,10,12.8,1148815,0,0,0,2,1849,104241,0,0,438,Watford,Everton,Swansea,Man City,Stoke,6.4,6.6,7.7,4.3,7.1,7.6,6.1,7.5,5.3,7.3,6.0,6.8,5.6,7.3,4.9,168.9
Ainsley,Maitland-Niles,MID,ARS,4500000,2,15,0.652173913043478,1.44927536231884e-07,3.3333333333333304e-06,0,4001,0,9,0,0,0,0,0,3.3,1228,0,0,15,0,0.4,0,1.6,0,0,2,0,0,0.1,11223,0,0,0,0,507,2883,0,0,81,Crystal Palace,Swansea,Everton,Tottenham,Man City,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.7
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,260,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,470,0,0,0,0,0,39,0,0,0,Bournemouth,Crystal Palace,Brighton,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,28,1.2173913043478302,2.8311425682507603e-07,6.511627906976741e-06,0,17209,3,18,0,0,0,0,0,6.5,732,-2,0,28,2,0.5,0,2.0,4,0,2,0,1,0.2,18906,0,0,0,1,785,483,0,0,162,Stoke,Liverpool,Man Utd,Bournemouth,West Brom,0.6,0.8,0.6,0.7,0.6,0.6,0.7,1.6,0.6,0.6,0.9,0.6,0.7,0.6,1.0,30.6
Sadio,Mane,MID,LIV,9300000,7,77,3.34782608695652,3.59981299672744e-07,8.27956989247312e-06,0,1597531,2,18,0,0,0,6,0,8.3,10422,-2,0,77,2,0.5,0,4.6,6,0,6,0,4,7.5,797014,0,0,0,2,1076,33473,0,1,277,Swansea,Huddersfield,Tottenham,Southampton,West Ham,3.5,2.7,2.9,2.8,3.5,3.6,1.8,3.0,2.4,3.1,3.8,2.7,3.4,2.3,3.6,117.7
Eliaquim,Mangala,DEF,MCI,5000000,0,21,0.91304347826087,1.82608695652174e-07,4.2000000000000004e-06,0,21187,0,2,0,0,0,0,0,4.2,1610,0,0,21,0,0.3,0,1.4,0,0,2,0,0,0.2,24483,0,0,0,0,483,196,0,0,104,Newcastle,West Brom,Burnley,Leicester,Arsenal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,13.1
Javier,Manquillo,DEF,NEW,4400000,0,43,2.4,5.454545454545451e-07,9.772727272727271e-06,0,98286,2,26,0,0,0,0,0,9.8,4973,-1,0,43,1,0.4,0,1.6,1,0,4,0,0,0.9,81775,0,0,0,0,1620,260,0,0,224,Man City,Burnley,Crystal Palace,Man Utd,Bournemouth,1.7,2.3,3.0,2.1,1.7,1.8,2.2,1.8,2.5,1.6,2.4,1.4,2.5,2.5,2.5,40.3
Solomon,March,MID,BHA,4900000,1,47,2.0434782608695703,4.1703637976929896e-07,9.59183673469388e-06,0,43648,2,16,0,0,0,1,0,9.6,569,-1,0,47,1,0.4,0,1.8,0,0,6,0,1,0.2,43992,0,0,0,0,1314,58,0,0,183,Chelsea,Southampton,West Ham,Stoke,Swansea,1.5,1.1,1.8,1.0,2.0,1.8,1.2,1.0,1.6,2.1,1.0,1.4,1.0,1.4,1.0,63.2
Adrian,Mariappa,DEF,WAT,4100000,0,22,1.6,3.9024390243902395e-07,5.365853658536589e-06,0,311477,2,24,0,0,0,0,0,5.4,19354,1,0,22,-1,0.0,0,0.0,0,0,2,0,0,4.5,361801,0,0,0,0,1029,3763,0,0,148,Leicester,Stoke,Chelsea,West Ham,Everton,0.8,1.1,1.3,1.3,0.9,1.3,0.8,0.9,0.9,1.2,1.0,2.1,0.9,0.9,0.8,25.8
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1144,0,0,0,0,0,0,0,0.0,53,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,754,0,0,0,0,0,68,0,0,0,Man Utd,Newcastle,Man City,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,12,98,4.26086956521739,5.32608695652174e-07,1.225e-05,0,324406,1,7,0,0,0,8,0,12.3,7972,0,0,98,0,0.7,0,5.8,5,0,7,0,5,2.6,356302,0,0,0,0,988,15959,0,0,319,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,3.7,2.9,5.8,4.2,4.6,3.4,4.1,3.5,5.6,2.5,5.6,4.1,5.3,3.2,4.5,125.1
Cuco,Martina,DEF,EVE,4400000,0,40,2.7,6.13636363636364e-07,9.09090909090909e-06,0,89139,2,19,0,0,0,0,0,9.1,7402,-1,0,40,1,0.6,0,2.6,0,0,5,0,0,2.0,164920,0,0,0,0,1290,13200,0,0,262,West Brom,Leicester,Arsenal,Crystal Palace,Watford,3.2,2.5,1.7,4.0,2.7,2.2,3.6,2.3,2.4,2.7,1.9,2.5,1.9,2.9,2.5,52.5
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,26747,0,0,0,0,0,0,0,0.0,420,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1299,0,0,0,0,0,40,0,0,0,Crystal Palace,Swansea,Everton,Tottenham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2933,0,0,0,0,0,0,0,0.0,415,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4136,0,0,0,0,0,703,0,0,0,Bournemouth,Crystal Palace,Brighton,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,1,6,0.260869565217391,5.3238686779059497e-08,1.22448979591837e-06,0,2309,1,18,0,0,0,0,0,1.2,62,-1,0,6,1,0.0,0,0.2,0,0,0,0,0,0.0,1858,0,0,0,0,578,192,0,0,90,Huddersfield,Watford,Bournemouth,Brighton,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.7
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,82934,0,0,0,0,0,0,0,0.0,4761,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.7,88197,0,0,0,0,0,214,0,0,0,Leicester,Stoke,Chelsea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4500000,2,38,1.6521739130434798,3.67149758454106e-07,8.444444444444439e-06,0,54008,4,23,0,0,0,0,0,8.4,6643,0,0,38,0,0.3,0,1.4,1,0,3,0,2,2.4,168943,0,0,0,0,1233,12704,0,0,241,Bournemouth,Crystal Palace,Brighton,Watford,Liverpool,1.2,2.4,1.1,1.4,0.8,0.9,1.4,1.3,1.3,1.1,1.5,0.8,1.1,0.8,1.1,55.1
Juan,Mata,MID,MUN,6800000,3,74,4.1,6.02941176470588e-07,1.08823529411765e-05,0,231729,0,7,0,0,0,3,0,10.9,11482,-2,0,74,2,0.8,0,5.2,6,0,11,0,3,2.4,189513,0,0,0,1,1256,4027,0,0,303,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,3.5,2.7,5.5,4.0,4.3,3.2,3.9,3.3,5.3,2.3,5.3,3.8,5.0,3.0,4.2,116.9
Nemanja,Matic,MID,MUN,4800000,3,58,2.5,5.20833333333333e-07,1.2083333333333301e-05,0,1005753,3,14,0,0,0,0,0,12.1,15159,-2,0,58,2,0.5,0,2.2,0,0,13,0,1,8.6,549514,0,0,0,0,2033,6506,0,0,352,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,1.5,1.2,2.8,1.8,2.0,1.4,1.8,1.4,2.6,1.2,2.6,1.7,2.5,1.3,2.0,76.9
Joel,Matip,DEF,LIV,5400000,1,58,3.4,6.2962962962963e-07,1.07407407407407e-05,0,209778,1,22,0,0,0,1,0,10.7,1984,-1,0,58,1,0.4,0,2.0,3,0,6,0,0,1.9,131070,0,0,0,1,1441,2518,0,0,343,Swansea,Huddersfield,Tottenham,Southampton,West Ham,2.9,2.9,3.7,3.5,4.6,3.5,2.6,4.1,4.1,2.3,3.5,3.1,4.1,3.5,4.7,61.9
Konstantinos,Mavropanos,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,90,0,0,0,0,0,0,0,0.0,70,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,343,0,0,0,0,0,170,0,0,0,Crystal Palace,Swansea,Everton,Tottenham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie,Mawson,DEF,SWA,5000000,1,65,2.8,5.6e-07,1.3000000000000001e-05,0,83405,1,35,0,0,0,1,0,13.0,3698,0,0,65,0,0.2,0,1.2,3,0,6,0,0,0.9,68813,0,0,0,0,2070,678,0,0,406,Liverpool,Arsenal,Leicester,Burnley,Brighton,2.6,3.0,2.1,2.9,2.8,3.4,2.3,2.8,2.1,2.5,2.3,2.2,3.1,2.2,3.0,64.2
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.8695652173913041,2.22965440356745e-07,5.12820512820513e-06,0,701728,0,11,0,0,0,0,0,5.1,23971,-1,0,20,1,0.2,0,0.6,3,0,1,0,0,12.7,1182740,0,0,0,1,670,51781,0,0,133,Man City,Burnley,Crystal Palace,Man Utd,Bournemouth,0.4,0.4,0.8,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.5,0.5,0.5,23.2
James,McArthur,MID,CRY,4300000,3,50,2.17391304347826,5.055611729019209e-07,1.1627906976744199e-05,0,269790,3,13,0,0,0,3,0,11.6,9930,-2,0,50,2,0.7,0,2.8,6,0,3,0,0,3.2,214520,0,0,0,1,1116,18786,0,0,192,Arsenal,West Ham,Newcastle,Everton,Tottenham,1.1,1.2,1.9,1.5,1.5,1.4,1.1,1.3,1.4,1.4,1.9,1.3,1.7,1.3,2.1,63.8
Gareth,McAuley,DEF,WBA,4600000,1,5,0.21739130434782603,4.7258979206049105e-08,1.08695652173913e-06,0,83380,0,9,0,0,0,0,0,1.1,570,-4,0,5,4,0.0,0,0.2,0,0,0,0,0,0.4,5792,0,0,0,0,264,204,0,0,50,Everton,Man City,Southampton,Chelsea,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Oliver,McBurnie,FWD,SWA,4600000,2,16,0.695652173913043,1.51228733459357e-07,3.47826086956522e-06,0,173558,0,5,0,0,0,0,0,3.6,12858,1,-1,16,-1,0.4,0,1.8,0,0,0,0,1,3.8,248995,0,0,0,0,267,52475,1,0,45,Liverpool,Arsenal,Leicester,Burnley,Brighton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,17.4
Alex,McCarthy,GLK,SOU,4400000,0,9,0.39130434782608703,8.89328063241107e-08,2.04545454545455e-06,0,3746,1,4,0,7,0,0,0,2.0,280,-1,0,9,1,0.4,0,1.8,1,0,1,0,0,0.1,3999,0,0,0,0,270,433,0,0,48,Tottenham,Brighton,West Brom,Liverpool,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.1
James,McCarthy,MID,EVE,4900000,2,4,0.17391304347826098,3.54924578527063e-08,8.16326530612245e-07,0,1988,0,5,0,0,0,0,0,0.8,34,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,0.0,598,0,0,0,0,144,88,0,0,25,West Brom,Leicester,Arsenal,Crystal Palace,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.2
James,McClean,MID,WBA,4800000,0,28,1.2173913043478302,2.53623188405797e-07,5.83333333333333e-06,0,9157,3,11,0,0,0,1,0,5.8,331,-2,0,28,2,0.4,0,1.8,1,0,3,0,0,0.1,5966,1,0,0,0,697,63,0,0,85,Everton,Man City,Southampton,Chelsea,Huddersfield,0.6,0.6,0.7,0.6,0.9,0.6,0.7,0.6,0.7,0.9,0.6,0.6,0.6,0.6,0.6,49.1
Sam,McQueen,DEF,SOU,4300000,0,12,0.5217391304347829,1.21334681496461e-07,2.7906976744186e-06,0,5345,0,1,0,0,0,0,0,2.8,289,-2,0,12,2,0.4,0,1.8,2,0,1,0,0,0.1,3653,0,0,0,0,126,89,0,0,40,Tottenham,Brighton,West Brom,Liverpool,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.6
Scott,McTominay,MID,MUN,4200000,1,5,0.21739130434782603,5.175983436853e-08,1.19047619047619e-06,0,34387,0,0,0,0,0,0,0,1.2,1123,-3,0,5,3,0.0,0,0.2,0,0,1,0,0,0.4,49308,0,0,0,0,101,1509,0,0,22,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Ben,Mee,DEF,BUR,4900000,2,72,3.4,6.93877551020408e-07,1.4693877551020401e-05,0,729301,3,20,0,0,0,0,0,14.7,46113,4,0,72,-4,0.4,0,2.0,6,0,8,0,0,14.4,1002859,0,0,0,1,1890,25843,0,0,370,Man Utd,Newcastle,Man City,Swansea,Southampton,3.7,3.1,3.2,3.0,3.9,3.3,3.7,4.2,3.2,3.9,3.3,3.4,4.7,2.7,3.5,83.3
Max,Melbourne,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,1128,0,0,0,0,0,0,0,0.0,142,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2377,0,0,0,0,0,278,0,0,0,Everton,Man City,Southampton,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Mendy,DEF,MCI,6300000,0,17,0.7391304347826091,1.17322291235335e-07,2.6984126984127003e-06,0,110775,2,1,0,0,0,0,0,2.7,160,-2,0,17,2,0.0,0,0.0,1,0,2,0,1,0.3,87746,0,0,0,0,298,43,0,0,84,Newcastle,West Brom,Burnley,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,19.7
Nampalys,Mendy,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,3839,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1293,0,0,0,0,0,5,0,0,0,Watford,Everton,Swansea,Man City,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel,Merino,MID,NEW,5000000,1,41,2.3,4.6e-07,8.2e-06,0,14386,4,15,0,0,0,1,0,8.2,289,0,0,41,0,0.2,0,0.8,4,0,3,0,1,0.1,14889,0,0,0,0,1145,27,0,0,237,Man City,Burnley,Crystal Palace,Man Utd,Bournemouth,1.2,1.8,1.4,1.4,1.8,1.2,1.7,1.2,2.3,1.5,2.0,1.8,2.1,1.6,1.6,66.4
Per,Mertesacker,DEF,ARS,4800000,0,15,0.652173913043478,1.35869565217391e-07,3.125e-06,0,42279,0,7,0,0,0,1,0,3.1,845,-2,0,15,2,0.0,0,0.2,2,0,0,0,0,0.5,29134,0,0,0,1,351,424,0,0,77,Crystal Palace,Swansea,Everton,Tottenham,Man City,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,15.7
Roque,Mesa,MID,SWA,4200000,0,18,0.7826086956521741,1.86335403726708e-07,4.28571428571429e-06,0,51795,3,16,0,0,0,0,0,4.3,2846,-3,1,18,3,0.2,0,0.8,0,0,2,0,0,0.6,48876,0,0,0,0,753,7392,-1,0,125,Liverpool,Arsenal,Leicester,Burnley,Brighton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,20.9
