FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tom,Ince,MID,HUD,5500000,2,60,2.7,4.90909090909091e-07,1.09090909090909e-05,0,89147,0,33,0,0,0,1,0,10.9,1284,-5,0,60,5,0.6,0,3.4,3,0,6,0,1,0.4,32466,0,0,0,0,1912,324,0,0,195,Stoke,Liverpool,Man Utd,Bournemouth,West Brom,1.7,2.1,1.4,2.9,1.7,1.4,3.0,2.6,2.0,1.4,2.3,1.4,3.2,1.4,2.8,99.8
Danny,Ings,FWD,LIV,5400000,0,2,0.0869565217391304,1.61030595813205e-08,3.7037037037037e-07,0,5809,0,0,0,0,0,0,0,0.4,179,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.1,3555,0,0,0,0,11,137,0,0,5,Swansea,Huddersfield,Tottenham,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Stephen,Ireland,MID,STK,4500000,1,1,0.0434782608695652,9.66183574879227e-09,2.22222222222222e-07,0,216,1,3,0,0,0,0,0,0.2,159,0,0,1,0,0.1,0,0.5,0,0,0,0,0,0.0,1657,0,0,0,0,90,1534,0,0,1,Huddersfield,Watford,Bournemouth,Brighton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7
Alex,Iwobi,MID,ARS,5100000,5,41,1.7826086956521698,3.4953111679454396e-07,8.03921568627451e-06,0,174853,1,11,0,0,0,1,0,8.0,1693,-4,0,41,4,0.5,0,2.4,1,0,6,0,2,0.6,57558,0,0,0,0,839,3849,0,0,203,Crystal Palace,Swansea,Everton,Tottenham,Man City,1.4,1.1,1.8,0.9,0.9,0.9,1.2,0.9,1.4,1.3,0.9,1.5,0.9,1.4,0.9,85.8
,Izquierdo,MID,BHA,5900000,1,46,2.0,3.3898305084745803e-07,7.796610169491521e-06,0,6077,1,14,0,0,0,2,0,7.8,600,-1,0,46,1,0.4,0,2.4,1,0,3,0,2,0.1,7672,0,0,0,0,834,139,0,0,136,Chelsea,Southampton,West Ham,Stoke,Swansea,1.5,1.1,1.7,1.0,1.9,1.8,1.2,1.0,1.6,2.1,1.0,1.3,1.0,1.3,1.0,50.8
Phil,Jagielka,DEF,EVE,4700000,-1,26,1.1304347826087,2.40518038852914e-07,5.5319148936170195e-06,0,337464,1,29,0,0,0,0,0,5.5,3401,-3,0,26,3,0.4,0,1.8,4,0,2,0,0,2.5,105610,0,0,0,1,1174,1821,0,0,234,West Brom,Leicester,Arsenal,Crystal Palace,Watford,0.9,0.6,0.6,1.4,0.7,0.6,1.0,0.6,0.6,0.7,0.6,0.6,0.6,0.7,0.6,38.1
Eldin,Jakupovic,GLK,LEI,4200000,0,0,0.0,0.0,0.0,0,8946,0,0,0,0,0,0,0,0.0,143,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1089,0,0,0,0,0,43,0,0,0,Watford,Everton,Swansea,Man City,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,2,14,0.608695652173913,1.3833992094861698e-07,3.18181818181818e-06,0,25420,2,6,0,0,0,0,0,3.2,194,-1,0,14,1,0.3,0,1.2,0,0,3,0,0,0.2,16916,0,0,0,0,519,58,0,0,66,Watford,Everton,Swansea,Man City,Stoke,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.8
Daryl,Janmaat,DEF,WAT,4800000,5,28,1.2173913043478302,2.53623188405797e-07,5.83333333333333e-06,0,24649,1,22,0,0,0,2,0,5.8,1251,-2,0,28,2,0.5,0,2.2,3,0,0,0,1,0.3,22326,0,0,0,1,855,1119,0,0,165,Leicester,Stoke,Chelsea,West Ham,Everton,0.6,0.7,0.8,0.8,0.6,0.8,0.6,0.6,0.6,0.7,0.6,1.5,0.6,0.6,0.6,46.4
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,8903,0,0,0,0,0,0,0,0.1,42,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,964,0,0,0,0,1,4,0,0,2,Southampton,Man Utd,Liverpool,Arsenal,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,13271,0,0,0,0,0,0,0,0.0,79,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,730,0,0,0,0,0,5,0,0,0,Crystal Palace,Swansea,Everton,Tottenham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5400000,0,26,1.1304347826087,2.09339774557166e-07,4.81481481481482e-06,0,582836,0,14,0,0,0,1,0,4.8,2040,-6,0,26,6,0.0,0,0.0,2,0,1,0,1,2.0,577606,0,0,0,1,482,13,0,0,77,Huddersfield,Watford,Bournemouth,Brighton,Leicester,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,0.6,0.6,0.6,0.6,0.6,0.6,0.6,34.7
,Jesus,FWD,MCI,9900000,0,77,4.3,4.3434343434343393e-07,7.777777777777781e-06,0,2228249,3,8,0,0,0,8,0,7.7,18090,-6,1,77,6,0.1,1,0.6,11,0,6,0,4,5.0,1832438,0,0,0,2,1007,281,-1,0,272,Newcastle,West Brom,Burnley,Leicester,Arsenal,0.0,0.0,0.0,5.3,3.6,3.9,5.5,5.6,4.6,4.8,4.1,5.0,4.4,5.7,5.1,136.5
,Joel Pereira,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,138636,0,0,0,0,0,0,0,0.0,9579,0,-1,0,0,0.0,0,0.0,0,0,0,0,0,6.7,398841,0,0,0,0,0,23231,1,0,0,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,474,0,0,0,0,0,0,0,0.0,42,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,774,0,0,0,0,0,46,0,0,0,Bournemouth,Crystal Palace,Brighton,Watford,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,1,0.0434782608695652,1.06044538706257e-08,2.4390243902438996e-07,0,32843,0,6,0,0,0,0,0,0.2,316,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,6719,0,0,0,0,149,106,0,0,23,Huddersfield,Watford,Bournemouth,Brighton,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Phil,Jones,DEF,MUN,5700000,6,92,5.1,8.947368421052629e-07,1.6140350877193e-05,0,1096703,1,8,0,0,0,0,0,16.1,36050,7,0,92,-7,0.8,0,4.6,13,0,12,0,0,16.5,1874936,0,0,0,2,1523,55602,0,0,430,Burnley,Tottenham,Huddersfield,Newcastle,Chelsea,5.7,5.1,7.5,5.3,7.5,5.9,6.8,5.8,6.2,4.9,7.5,4.8,7.4,5.7,7.1,38.7
,Joselu,FWD,NEW,5500000,7,59,3.0,5.454545454545451e-07,1.0727272727272698e-05,0,143993,2,21,0,0,0,4,0,10.7,5191,0,0,59,0,0.6,0,3.2,5,0,5,0,1,0.7,161768,0,0,0,0,1384,4729,0,0,194,Man City,Burnley,Crystal Palace,Man Utd,Bournemouth,2.5,2.8,2.7,2.8,3.0,2.2,3.1,2.3,3.5,2.8,3.0,2.7,3.3,3.1,2.2,94.0
Christian,Kabasele,DEF,WAT,4600000,1,52,2.4,5.217391304347829e-07,1.1304347826087e-05,0,119173,3,38,0,0,0,2,0,11.3,15237,1,0,52,-1,0.2,0,0.8,1,0,4,0,0,1.7,199523,1,0,0,1,1859,1333,0,0,327,Leicester,Stoke,Chelsea,West Ham,Everton,1.7,2.2,2.4,2.4,1.8,2.4,1.7,1.9,1.9,2.2,1.9,3.3,1.9,1.8,1.7,68.8
Younes,Kaboul,DEF,WAT,4300000,0,7,0.304347826086957,7.077856420626901e-08,1.62790697674419e-06,0,22783,0,3,0,0,0,0,0,1.6,146,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.1,3404,0,0,0,0,151,14,0,0,35,Leicester,Stoke,Chelsea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,5.0
Elias,Kachunga,MID,HUD,5700000,0,44,2.6,4.56140350877193e-07,7.719298245614039e-06,0,26277,1,23,0,0,0,1,0,7.7,155,-3,1,44,3,0.0,0,0.0,0,0,6,0,1,0.1,13802,0,0,0,0,1253,17,-1,0,146,Stoke,Liverpool,Man Utd,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,1.3,2.8,2.5,1.8,1.3,2.1,1.3,3.1,1.3,2.7,53.8
Sullay,Kaikai,MID,CRY,4300000,0,1,0.0434782608695652,1.01112234580384e-08,2.3255813953488398e-07,0,11583,0,0,0,0,0,0,0,0.2,123,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.1,13163,0,0,0,0,13,80,0,0,5,Arsenal,West Ham,Newcastle,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,13000000,13,147,6.7,5.153846153846151e-07,1.13076923076923e-05,0,2999967,4,20,0,0,0,20,0,11.3,29928,5,-1,147,-5,0.8,0,10.0,25,0,9,0,1,48.5,3853175,0,0,0,7,1861,150183,1,0,531,Southampton,Man Utd,Liverpool,Arsenal,Crystal Palace,8.5,9.1,7.3,9.6,8.1,10.0,8.2,9.3,6.4,8.2,8.7,7.8,9.1,7.9,9.6,278.8
N'Golo,Kante,MID,CHE,4900000,2,64,3.2,6.53061224489796e-07,1.30612244897959e-05,0,1045528,2,11,0,0,0,1,0,13.1,22578,-1,0,64,1,0.5,0,2.6,6,0,12,0,1,11.8,694850,0,0,0,0,1734,13996,0,0,395,Brighton,Bournemouth,Watford,West Brom,Man Utd,2.2,3.5,2.6,3.6,1.7,1.7,3.1,2.5,2.6,3.3,2.7,3.8,3.3,2.5,2.9,103.4
Loris,Karius,GLK,LIV,4800000,1,15,0.652173913043478,1.35869565217391e-07,3.125e-06,0,6995,0,4,0,2,0,0,0,3.1,311,-2,0,15,2,0.1,0,0.6,0,0,2,0,0,0.2,5213,0,0,0,0,360,2393,0,0,66,Swansea,Huddersfield,Tottenham,Southampton,West Ham,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,2.1
Orestis,Karnezis,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,526,0,3,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,603,0,0,0,0,31,21,0,0,4,Leicester,Stoke,Chelsea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Beram,Kayal,MID,BHA,4400000,1,6,0.260869565217391,5.92885375494071e-08,1.36363636363636e-06,0,5470,0,3,0,0,0,0,0,1.4,83,-1,0,6,1,0.2,0,0.8,0,0,0,0,0,0.1,2510,0,0,0,0,170,85,0,0,18,Chelsea,Southampton,West Ham,Stoke,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.9
Michael,Keane,DEF,EVE,5300000,0,35,2.2,4.15094339622642e-07,6.60377358490566e-06,0,545941,2,28,0,0,0,0,0,6.6,8457,-2,0,35,2,0.6,0,3.2,5,0,3,0,0,4.5,146445,0,0,0,0,1344,839,0,0,272,West Brom,Leicester,Arsenal,Crystal Palace,Watford,2.4,1.8,1.2,3.3,1.9,1.6,2.7,1.6,1.7,2.0,1.4,1.9,1.4,2.1,1.8,42.6
Martin,Kelly,DEF,CRY,4200000,6,29,1.26086956521739,3.00207039337474e-07,6.9047619047619004e-06,0,25076,1,7,0,0,0,0,0,6.9,4568,-3,0,29,3,0.8,0,3.2,1,0,4,0,0,0.9,57695,0,0,0,0,648,21329,0,0,131,Arsenal,West Ham,Newcastle,Everton,Tottenham,0.6,0.7,0.7,0.6,0.8,0.8,0.7,0.6,0.8,0.6,1.2,0.8,0.7,0.6,1.0,19.6
,Kenedy,MID,CHE,4700000,0,0,0.0,0.0,0.0,0,2912,0,0,0,0,0,0,0,0.0,51,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,1128,0,0,0,0,0,57,0,0,0,Brighton,Bournemouth,Watford,West Brom,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4600000,0,45,3.0,6.52173913043478e-07,9.78260869565217e-06,0,156748,2,23,0,0,0,0,0,9.8,27279,1,0,45,-1,0.6,0,2.6,2,0,5,0,2,5.7,457833,0,0,0,1,1274,13311,0,0,271,West Brom,Leicester,Arsenal,Crystal Palace,Watford,3.7,2.9,2.0,4.4,3.1,2.6,4.1,2.7,2.8,3.2,2.3,3.0,2.3,3.3,2.9,48.8
,Ki Sung-yueng,MID,SWA,4900000,2,20,1.8,3.6734693877551e-07,4.08163265306122e-06,0,1585,1,12,0,0,0,0,0,4.1,34,-1,0,20,1,0.1,0,0.4,0,0,2,0,0,0.0,1412,0,0,0,0,802,40,0,0,116,Liverpool,Arsenal,Leicester,Burnley,Brighton,0.9,1.3,1.0,1.2,0.9,1.2,1.1,1.1,0.9,1.1,1.6,0.9,1.0,1.2,1.2,29.4
,Kiko Femenia,DEF,WAT,4400000,0,51,3.4,7.72727272727273e-07,1.1590909090909101e-05,0,444061,2,22,0,0,0,0,0,11.6,11279,-1,0,51,1,0.0,0,0.0,9,0,5,0,1,1.6,483212,0,0,0,1,1214,193,0,0,298,Leicester,Stoke,Chelsea,West Ham,Everton,0.0,3.7,4.0,4.0,3.1,4.0,2.9,3.2,3.2,3.7,3.3,4.7,3.2,3.2,2.9,50.7
Andy,King,MID,LEI,4200000,0,23,1.0,2.38095238095238e-07,5.47619047619048e-06,0,289685,1,12,0,0,0,1,0,5.5,14348,-3,0,23,3,0.0,0,0.2,1,0,0,0,1,3.6,405408,0,0,0,0,533,17054,0,0,83,Watford,Everton,Swansea,Man City,Stoke,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.6
Joshua,King,FWD,BOU,7000000,0,52,2.9,4.14285714285714e-07,7.428571428571429e-06,0,325029,1,20,0,0,0,2,0,7.4,2029,-5,0,52,5,0.3,0,1.8,2,0,4,0,3,1.0,86053,0,0,0,0,1465,291,0,0,177,West Ham,Chelsea,Stoke,Huddersfield,Newcastle,0.0,1.6,3.7,2.3,3.0,2.5,2.7,3.3,2.8,3.2,2.0,2.8,2.8,2.9,2.2,110.9
Stephen,Kingsley,DEF,SWA,4500000,0,0,0.0,0.0,0.0,0,5850,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,216,0,0,0,0,0,1,0,0,0,Liverpool,Arsenal,Leicester,Burnley,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davy,Klaassen,MID,EVE,7000000,0,4,0.17391304347826098,2.4844720496894397e-08,5.714285714285711e-07,0,82169,0,4,0,0,0,0,0,0.6,198,-5,0,4,5,0.0,0,0.0,0,0,0,0,0,0.3,5383,0,0,0,0,187,69,0,0,10,West Brom,Leicester,Arsenal,Crystal Palace,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.8
Ragnar,Klavan,DEF,LIV,4400000,1,62,4.1,9.31818181818182e-07,1.40909090909091e-05,0,142092,0,13,0,0,0,1,0,14.1,30242,-1,0,62,1,0.9,0,4.0,7,0,6,0,0,3.2,281310,0,0,0,2,1172,20542,0,0,303,Swansea,Huddersfield,Tottenham,Southampton,West Ham,0.0,3.9,4.9,4.6,5.9,4.6,3.5,5.3,4.9,3.2,4.6,4.2,5.3,4.6,6.0,37.9
Anthony,Knockaert,MID,BHA,5600000,2,62,2.8,5e-07,1.10714285714286e-05,0,111549,4,17,0,0,0,2,0,11.1,1877,-4,0,62,4,0.5,0,3.0,5,0,8,0,1,0.6,45925,0,0,0,0,1606,359,0,0,270,Chelsea,Southampton,West Ham,Stoke,Swansea,2.5,1.9,2.9,1.8,3.1,3.0,2.1,1.4,2.7,3.3,1.6,2.3,1.8,2.3,1.4,108.1
Aleksandar,Kolarov,DEF,MCI,5500000,0,0,0.0,0.0,0.0,0,2123,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,131,0,0,0,0,0,0,0,0,0,Newcastle,West Brom,Burnley,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sead,Kolasinac,DEF,ARS,5900000,0,78,4.6,7.796610169491519e-07,1.32203389830508e-05,0,1086134,1,18,0,0,0,1,0,13.2,20232,-1,0,78,1,0.1,0,0.4,6,0,7,0,4,7.2,812673,0,0,0,1,1423,2931,0,0,344,Crystal Palace,Swansea,Everton,Tottenham,Man City,6.9,4.0,5.6,3.9,5.5,4.7,6.5,3.6,6.6,6.3,4.2,6.9,3.6,6.5,4.0,85.8
Vincent,Kompany,DEF,MCI,5800000,0,24,1.0434782608695699,1.7991004497751102e-07,4.13793103448276e-06,0,268099,4,4,0,0,0,0,0,4.1,1509,-2,0,24,2,0.2,0,1.4,0,0,3,0,0,1.8,73860,0,0,0,0,674,36,0,0,148,Newcastle,West Brom,Burnley,Leicester,Arsenal,0.0,0.0,0.0,0.5,0.5,0.7,0.5,0.8,0.5,0.5,0.5,0.5,0.6,0.7,0.6,26.1
Terence,Kongolo,DEF,HUD,4500000,1,1,0.0434782608695652,9.66183574879227e-09,2.22222222222222e-07,0,187,0,0,0,0,0,0,0,0.2,82,0,0,1,0,0.2,0,1.0,0,0,0,0,0,0.0,876,0,0,0,0,19,201,0,0,4,Stoke,Liverpool,Man Utd,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Laurent,Koscielny,DEF,ARS,6000000,0,76,4.2,7e-07,1.2666666666666699e-05,0,136619,3,20,0,0,0,0,0,12.7,12527,0,0,76,0,0.4,0,2.2,14,0,9,0,0,1.5,144147,0,0,0,2,1595,154,0,0,421,Crystal Palace,Swansea,Everton,Tottenham,Man City,0.0,3.5,5.0,3.4,4.8,4.2,5.8,3.1,5.8,5.6,3.6,6.3,3.1,5.7,3.5,62.5
Cheikhou,Kouyate,MID,WHU,5000000,5,49,2.7,5.4e-07,9.800000000000001e-06,0,55998,2,29,0,0,0,2,0,9.8,1477,0,0,49,0,0.5,0,2.4,2,0,3,0,1,0.4,70233,0,0,0,0,1456,1334,0,0,210,Bournemouth,Crystal Palace,Brighton,Watford,Liverpool,2.8,2.5,1.6,2.2,1.4,2.4,2.5,2.1,2.4,1.6,2.5,1.4,1.6,1.7,3.1,58.5
Tim,Krul,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,30066,0,0,0,0,0,0,0,0.0,1387,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.9,63388,0,0,0,0,0,1141,0,0,0,Chelsea,Southampton,West Ham,Stoke,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grzegorz,Krychowiak,MID,WBA,4800000,3,37,2.3,4.79166666666667e-07,7.70833333333333e-06,0,25604,2,21,0,0,0,0,0,7.7,270,-2,1,37,2,0.3,0,1.2,3,0,3,0,2,0.2,30217,0,0,0,0,1097,77,-1,0,180,Everton,Man City,Southampton,Chelsea,Huddersfield,1.6,1.2,1.9,1.2,2.5,1.4,1.9,1.5,2.0,2.3,1.2,1.5,1.6,1.6,1.2,37.9
Alexandre,Lacazette,FWD,ARS,10300000,2,88,3.8,3.68932038834951e-07,8.54368932038835e-06,0,1605798,1,20,0,0,0,8,0,8.5,47069,-2,0,88,2,0.4,0,3.8,3,0,8,0,4,8.5,1178235,0,0,0,1,1603,21352,0,0,336,Crystal Palace,Swansea,Everton,Tottenham,Man City,5.0,3.4,5.1,2.7,4.3,2.9,4.7,3.3,5.6,4.9,3.4,4.9,2.4,4.5,3.0,173.0
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,122606,0,1,0,0,0,0,0,0.2,3979,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.7,190251,0,0,0,0,16,7608,0,0,3,Arsenal,West Ham,Newcastle,Everton,Tottenham,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.6,0.5,0.6,0.2
Adam,Lallana,MID,LIV,7300000,1,6,0.260869565217391,3.57355568790947e-08,8.21917808219178e-07,0,38047,1,1,0,0,0,0,0,0.8,1150,-2,0,6,2,0.1,0,1.0,0,0,1,0,0,0.3,8045,0,0,0,0,128,410,0,0,21,Swansea,Huddersfield,Tottenham,Southampton,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,16.7
Erik,Lamela,MID,TOT,6300000,1,18,0.7826086956521741,1.2422360248447198e-07,2.8571428571428602e-06,0,10663,2,4,0,0,0,0,0,2.9,841,-2,0,18,2,0.3,0,1.8,0,0,2,0,2,0.1,9768,0,0,0,0,251,224,0,0,64,Southampton,Man Utd,Liverpool,Arsenal,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,29.3
Manuel,Lanzini,MID,WHU,6800000,14,71,4.2,6.17647058823529e-07,1.0441176470588199e-05,0,129097,3,26,0,0,0,3,0,10.4,9306,-2,0,71,2,0.6,1,4.4,8,0,3,0,6,3.0,224617,0,0,0,2,1386,59484,0,0,334,Bournemouth,Crystal Palace,Brighton,Watford,Liverpool,5.3,4.8,3.2,4.3,2.7,4.7,4.8,4.1,4.7,3.3,4.9,3.0,3.3,3.5,5.7,111.6
Jamaal,Lascelles,DEF,NEW,4600000,2,67,3.7,8.043478260869571e-07,1.4565217391304299e-05,0,675383,3,15,0,0,0,2,0,14.6,21739,1,0,67,-1,0.8,0,3.8,6,0,5,0,0,5.9,866757,0,0,0,1,1577,13771,0,0,309,Man City,Burnley,Crystal Palace,Man Utd,Bournemouth,3.4,4.4,4.7,4.1,3.3,3.5,4.2,3.5,4.7,3.2,4.5,2.9,4.7,4.6,4.6,61.1
,Lee Chung-yong,MID,CRY,4300000,0,4,0.17391304347826098,4.04448938321537e-08,9.30232558139535e-07,0,40513,0,2,0,0,0,0,0,0.9,555,-2,0,4,2,0.0,0,0.2,0,0,0,0,0,0.3,42239,0,0,0,0,110,86,0,0,11,Arsenal,West Ham,Newcastle,Everton,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,3811,0,0,0,0,0,0,0,0.0,181,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,8780,0,0,0,0,0,179,0,0,0,Man Utd,Newcastle,Man City,Swansea,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4300000,0,17,0.7391304347826091,1.7189079878665302e-07,3.9534883720930196e-06,0,34577,3,21,0,0,0,0,0,4.0,317,-2,0,17,2,0.0,0,0.0,0,0,1,0,0,0.1,5750,0,0,0,0,1023,18,0,0,173,Man City,Burnley,Crystal Palace,Man Utd,Bournemouth,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,36.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4274,0,0,0,0,0,0,0,0.0,37,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,668,0,0,0,0,0,30,0,0,0,Everton,Man City,Southampton,Chelsea,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4800000,1,30,1.30434782608696,2.71739130434783e-07,6.25e-06,0,26922,1,19,0,0,0,0,0,6.3,262,-2,0,30,2,0.3,0,1.2,0,0,3,0,0,0.1,21479,0,0,0,0,1040,67,0,0,202,Tottenham,Brighton,West Brom,Liverpool,Burnley,0.7,0.8,0.7,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.7,39.5
Aaron,Lennon,MID,EVE,5400000,1,31,1.3478260869565202,2.49597423510467e-07,5.74074074074074e-06,0,8684,0,14,0,0,0,0,0,5.7,353,-1,0,31,1,0.2,0,1.2,0,0,3,0,2,0.1,5879,0,0,0,0,788,193,0,0,84,West Brom,Leicester,Arsenal,Crystal Palace,Watford,1.0,0.8,0.7,0.8,0.7,0.7,0.9,0.7,0.7,0.7,0.8,0.9,0.7,0.8,0.7,22.7
,Lewis Cook,MID,BOU,4300000,2,27,1.8,4.1860465116279104e-07,6.2790697674418605e-06,0,53329,3,18,0,0,0,0,0,6.3,1593,-2,0,27,2,0.3,0,1.4,0,0,1,0,1,0.9,45097,0,0,0,0,1003,2310,0,0,174,West Ham,Chelsea,Stoke,Huddersfield,Newcastle,0.9,0.9,1.3,1.0,1.4,0.9,1.0,1.5,1.0,1.3,0.9,1.0,1.0,1.5,1.0,42.5
