FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Tomer,Hemed,FWD,BHA,4800000,1,33,2.8,5.83333333333333e-07,6.875e-06,0,208428,0,4,0,0,0,2,0,6.9,4912,-2,0,33,2,0.2,0,1.0,5,0,2,0,1,1.2,239895,0,0,0,0,582,3483,0,0,95,Watford,Chelsea,Newcastle,Bournemouth,West Brom,2.6,1.6,2.4,3.0,2.3,2.2,2.3,3.1,2.9,2.7,3.0,2.2,2.2,2.9,3.4,2.3,2.8,1.8,2.9,1.8,29.1
Jordan,Henderson,MID,LIV,5400000,3,45,3.0,5.55555555555556e-07,8.33333333333333e-06,0,139454,1,18,0,0,0,1,0,8.3,3491,-1,0,45,1,0.3,0,1.7,3,0,6,0,1,1.5,121904,0,0,0,0,1260,1266,0,0,223,Arsenal,Swansea,Leicester,Burnley,Man City,1.7,3.4,2.7,2.1,1.7,3.0,2.2,2.7,2.4,3.3,3.3,1.5,2.3,2.1,2.6,3.2,2.3,2.8,2.0,2.9,63.4
Jeff,Hendrick,MID,BUR,5400000,3,49,2.72222222222222,5.04115226337449e-07,9.07407407407407e-06,0,16560,0,8,0,0,0,2,0,9.1,1243,-1,0,49,1,0.4,0,2.2,1,0,7,0,1,0.3,20505,0,0,0,0,1172,460,0,0,158,Tottenham,Man Utd,Huddersfield,Liverpool,Crystal Palace,2.3,1.4,1.9,2.0,1.8,2.3,2.2,1.4,2.5,2.4,3.2,1.8,2.2,2.0,2.1,2.4,1.9,2.5,1.4,2.8,60.5
Wayne,Hennessey,GLK,CRY,4300000,0,30,3.3,7.674418604651159e-07,6.97674418604651e-06,0,70455,0,18,0,33,0,0,0,7.0,2316,-2,0,30,2,0.4,0,1.8,5,0,1,0,0,0.9,38085,0,0,0,0,810,414,0,0,164,Swansea,Arsenal,Man City,Southampton,Burnley,2.7,4.1,3.0,3.1,3.9,2.2,3.4,3.6,1.9,4.1,3.6,3.2,2.6,3.7,2.7,4.5,3.9,3.1,3.0,4.2,23.8
Dion,Henry,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,1433,0,0,0,0,0,0,0,0.0,162,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3805,0,0,0,0,0,321,0,0,0,Swansea,Arsenal,Man City,Southampton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,5100000,2,23,1.27777777777778,2.50544662309368e-07,4.50980392156863e-06,0,186922,4,10,0,0,0,0,0,4.5,1281,-4,0,23,4,0.3,0,1.3,0,0,2,0,1,1.3,24315,0,0,0,0,746,343,0,0,122,Leicester,Burnley,Southampton,Everton,Stoke,0.6,0.8,0.8,0.6,0.8,0.6,0.6,1.1,0.6,0.7,0.6,0.6,0.6,1.0,0.6,0.9,0.6,0.9,0.6,0.6,35.2
Wesley,Hoedt,DEF,SOU,5000000,2,19,1.05555555555556,2.1111111111111103e-07,3.8e-06,0,4200,1,12,0,0,0,0,0,3.8,185,0,0,19,0,0.2,0,1.2,1,0,1,0,0,0.0,5543,0,0,0,0,810,538,0,0,160,Huddersfield,Tottenham,Man Utd,Crystal Palace,Watford,0.7,0.5,0.5,1.3,0.7,0.7,0.8,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,31.0
Jonathan,Hogg,MID,HUD,4400000,-1,19,1.6,3.63636363636364e-07,4.31818181818182e-06,0,27600,2,17,0,0,0,0,0,4.3,2507,-1,0,19,1,0.2,0,1.0,0,0,3,0,0,0.3,39281,0,0,0,0,840,28,0,1,157,Southampton,Stoke,Burnley,Leicester,West Ham,0.0,1.2,1.2,0.8,1.4,0.8,0.9,0.8,1.3,0.8,0.8,1.4,1.2,0.8,0.8,0.9,0.8,1.6,0.8,1.4,21.9
Pierre-Emile,H?jbjerg,MID,SOU,4300000,2,9,0.5,1.1627906976744199e-07,2.09302325581395e-06,0,23766,0,4,0,0,0,0,0,2.1,1248,-2,0,9,2,0.3,0,1.3,0,0,0,0,0,0.4,24781,0,0,0,0,320,861,0,0,69,Huddersfield,Tottenham,Man Utd,Crystal Palace,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.8
Rob,Holding,DEF,ARS,4500000,0,8,0.444444444444444,9.876543209876538e-08,1.77777777777778e-06,0,96752,1,8,0,0,0,0,0,1.8,722,-5,0,8,5,0.0,0,0.0,0,0,1,0,0,0.6,15511,0,0,0,0,263,170,0,0,68,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,10.7
Jose,Holebas,DEF,WAT,4900000,1,33,2.4,4.89795918367347e-07,6.73469387755102e-06,0,51912,3,27,0,0,0,0,0,6.7,1763,-1,0,33,1,0.1,0,0.5,3,0,2,0,3,0.5,46789,0,0,0,0,1121,1282,0,0,191,Brighton,Leicester,Swansea,Man City,Southampton,2.5,1.5,1.7,1.9,1.9,1.8,2.2,2.0,2.5,1.5,2.3,1.6,2.0,1.7,2.1,1.9,3.2,2.1,1.9,1.5,63.9
Mason,Holgate,DEF,EVE,4200000,1,27,1.5,3.5714285714285705e-07,6.42857142857143e-06,0,88356,2,7,0,0,0,0,0,6.4,5214,-3,0,27,3,0.8,0,3.3,0,0,3,0,0,1.7,110388,0,0,0,0,810,18029,0,0,136,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,1.2,0.8,0.8,1.1,0.8,1.4,0.9,0.8,2.2,1.1,0.8,1.5,0.8,0.9,1.1,0.8,1.1,0.8,1.2,0.9,34.8
Mark,Hudson,DEF,HUD,4000000,0,0,0.0,0.0,0.0,0,17096,0,0,0,0,0,0,0,0.0,181,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1060,0,0,0,0,0,9,0,0,0,Southampton,Stoke,Burnley,Leicester,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Hughes,MID,WAT,4600000,0,26,1.44444444444444,3.14009661835749e-07,5.65217391304348e-06,0,59667,0,6,0,0,0,2,0,5.7,4314,-4,0,26,4,0.3,0,1.5,3,0,2,0,1,0.4,63711,0,0,0,1,323,241,0,0,89,Brighton,Leicester,Swansea,Man City,Southampton,0.0,0.7,0.9,0.7,0.7,0.8,0.8,0.7,0.8,1.0,0.8,0.7,0.7,0.8,0.7,0.8,0.7,0.7,0.9,0.7,30.3
Uwe,Hunemeier,DEF,BHA,3900000,0,1,0.0555555555555556,1.42450142450142e-08,2.56410256410256e-07,0,306355,0,1,0,0,0,0,0,0.3,10878,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,6.6,286562,0,0,0,0,17,4187,0,0,5,Watford,Chelsea,Newcastle,Bournemouth,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
Robert,Huth,DEF,LEI,4800000,0,0,0.0,0.0,0.0,0,4577,0,0,0,0,0,0,0,0.0,63,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,1166,0,0,0,0,0,28,0,0,0,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4800000,2,32,2.0,4.1666666666666704e-07,6.66666666666667e-06,0,39014,1,11,0,0,0,0,0,6.7,964,-2,0,32,2,0.3,0,1.3,0,0,2,0,3,0.4,30362,0,0,0,0,846,160,0,0,127,Man City,West Ham,Everton,Brighton,Arsenal,1.0,1.7,2.0,1.1,1.7,1.2,1.1,1.4,1.2,1.7,1.2,1.3,1.7,1.3,1.5,1.0,1.3,1.3,1.8,1.1,58.1
Vicente,Iborra,MID,LEI,5800000,2,30,2.7,4.6551724137931004e-07,5.17241379310345e-06,0,9248,0,11,0,0,0,1,0,5.2,311,-2,0,30,2,0.3,0,1.8,2,0,2,0,0,0.1,3592,0,0,0,0,898,129,0,0,173,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,2.1,2.2,1.5,3.0,1.8,1.9,2.3,2.8,1.4,2.3,2.6,2.1,2.7,1.8,2.8,1.9,2.3,1.9,2.7,1.6,35.1
Zlatan,Ibrahimovic,FWD,MUN,9700000,0,4,0.222222222222222,2.2909507445589904e-08,4.1237113402061897e-07,0,30586,0,0,0,0,0,0,0,0.4,2463,-3,1,4,3,0.1,0,0.5,0,0,0,0,0,0.2,34910,0,0,0,0,57,1479,-1,0,9,Leicester,Burnley,Southampton,Everton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.8
Kelechi,Iheanacho,FWD,LEI,6500000,0,10,0.555555555555556,8.54700854700855e-08,1.53846153846154e-06,0,134086,1,5,0,0,0,0,0,1.5,663,-5,0,10,5,0.0,0,0.0,0,0,0,0,0,0.6,12641,0,0,0,0,254,159,0,0,25,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,10.1
Giannelli,Imbula,MID,STK,4500000,0,0,0.0,0.0,0.0,0,8079,0,0,0,0,0,0,0,0.0,51,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,958,0,0,0,0,0,1,0,0,0,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Ince,MID,HUD,5500000,2,43,2.5,4.54545454545455e-07,7.818181818181821e-06,0,83567,0,24,0,0,0,0,0,7.8,1067,-5,1,43,5,0.3,0,1.8,0,0,6,0,1,0.5,27627,0,0,0,0,1498,323,-1,0,145,Southampton,Stoke,Burnley,Leicester,West Ham,1.5,2.4,2.4,1.4,2.7,1.4,1.9,1.2,2.6,1.5,1.2,2.8,2.4,1.6,1.2,1.9,1.2,3.1,1.2,2.7,83.0
Danny,Ings,FWD,LIV,5400000,1,2,0.111111111111111,2.05761316872428e-08,3.7037037037037e-07,0,4951,0,0,0,0,0,0,0,0.4,165,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,2740,0,0,0,0,11,179,0,0,5,Arsenal,Swansea,Leicester,Burnley,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.5
Alex,Iwobi,MID,ARS,5100000,3,29,1.61111111111111,3.15904139433551e-07,5.68627450980392e-06,0,166440,0,6,0,0,0,1,0,5.7,1465,-4,0,29,4,0.4,0,1.8,1,0,5,0,0,0.5,48167,0,0,0,0,614,952,0,0,153,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,1.0,0.8,0.8,1.1,0.8,1.3,0.8,1.7,0.8,0.8,0.8,1.0,0.8,1.2,1.2,0.8,1.5,0.8,1.2,0.8,69.5
,Izquierdo,MID,BHA,5900000,1,34,1.88888888888889,3.2015065913371e-07,5.7627118644067805e-06,0,4422,1,9,0,0,0,2,0,5.8,214,-1,0,34,1,0.2,0,1.3,1,0,3,0,0,0.0,5606,0,0,0,0,608,59,0,0,103,Watford,Chelsea,Newcastle,Bournemouth,West Brom,1.1,0.9,1.2,1.6,1.0,1.2,1.1,1.7,1.0,1.8,1.7,1.2,0.9,1.4,1.9,0.9,1.3,0.9,1.3,0.9,36.6
Phil,Jagielka,DEF,EVE,4700000,0,17,0.944444444444444,2.0094562647754103e-07,3.61702127659574e-06,0,317881,0,23,0,0,0,0,0,3.6,4055,-3,0,17,3,0.1,0,0.3,1,0,1,0,0,2.5,89252,0,0,0,0,904,470,0,0,171,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,0.6,0.5,0.5,0.5,0.5,0.7,0.5,0.5,1.2,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28.1
Eldin,Jakupovic,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,8204,0,0,0,0,0,0,0,0.0,159,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,842,0,0,0,0,0,26,0,0,0,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty,James,MID,LEI,4400000,0,8,0.444444444444444,1.01010101010101e-07,1.81818181818182e-06,0,24531,1,6,0,0,0,0,0,1.8,261,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,16541,0,0,0,0,338,9,0,0,35,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.3
Daryl,Janmaat,DEF,WAT,4800000,-1,17,0.944444444444444,1.9675925925925898e-07,3.5416666666666703e-06,0,16737,1,13,0,0,0,2,0,3.5,1830,-2,0,17,2,0.4,0,1.7,2,0,0,0,0,0.3,15106,0,0,0,1,405,1487,0,0,75,Brighton,Leicester,Swansea,Man City,Southampton,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,27.0
Vincent,Janssen,FWD,TOT,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,8750,0,0,0,0,0,0,0,0.1,26,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,931,0,0,0,0,1,4,0,0,2,Burnley,Southampton,Swansea,West Ham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,12861,0,0,0,0,0,0,0,0.0,92,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,709,0,0,0,0,0,1,0,0,0,Liverpool,Crystal Palace,West Brom,Chelsea,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Jese,MID,STK,5500000,0,26,1.44444444444444,2.62626262626263e-07,4.7272727272727305e-06,0,568527,0,14,0,0,0,1,0,4.7,5867,-5,0,26,5,0.1,0,0.3,2,0,1,0,1,2.3,577511,0,0,0,1,482,25,0,0,77,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,0.0,0.7,0.7,1.0,0.7,1.2,0.7,0.9,0.9,0.7,0.7,0.7,1.2,0.7,0.8,0.7,0.9,0.7,0.9,1.0,34.7
,Jesus,FWD,MCI,10200000,-1,74,4.6,4.509803921568629e-07,7.254901960784309e-06,0,1897331,3,8,0,0,0,8,0,7.3,89578,-3,1,74,3,0.2,1,2.0,11,0,5,0,4,10.5,1806437,0,0,0,2,906,48737,-1,0,260,Bournemouth,Newcastle,Crystal Palace,Watford,Liverpool,5.6,5.6,5.5,4.9,4.6,5.9,5.9,4.6,5.5,3.8,4.2,6.1,5.8,5.2,5.3,4.5,5.1,4.7,6.1,5.5,125.9
,Joel Pereira,GLK,MUN,3900000,0,0,0.0,0.0,0.0,0,87463,0,0,0,0,0,0,0,0.0,7850,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,4.3,226520,0,0,0,0,0,20191,0,0,0,Leicester,Burnley,Southampton,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Johnson,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,215,0,0,0,0,0,0,0,0.0,74,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,552,0,0,0,0,0,65,0,0,0,Newcastle,Bournemouth,West Brom,Tottenham,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4100000,0,1,0.0555555555555556,1.3550135501355002e-08,2.4390243902438996e-07,0,30454,0,6,0,0,0,0,0,0.2,602,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,6274,0,0,0,0,149,58,0,0,23,West Brom,Huddersfield,Chelsea,Newcastle,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
Phil,Jones,DEF,MUN,5500000,2,69,5.3,9.63636363636364e-07,1.25454545454545e-05,0,929416,1,4,0,0,0,0,0,12.8,14290,5,-1,69,-5,0.3,0,1.7,10,0,9,0,0,10.1,1357458,0,0,0,1,1073,102407,1,0,314,Leicester,Burnley,Southampton,Everton,Stoke,4.7,7.7,7.4,3.7,7.5,5.5,5.4,8.0,5.1,7.6,5.8,7.3,5.6,6.9,4.9,8.0,5.1,8.0,5.8,7.3,27.7
,Joselu,FWD,NEW,5500000,2,43,2.7,4.90909090909091e-07,7.818181818181821e-06,0,121530,2,18,0,0,0,3,0,7.8,3232,0,0,43,0,0.4,0,2.2,3,0,4,0,0,0.6,132114,0,0,0,0,1124,2036,0,0,137,West Ham,Man City,Brighton,Stoke,Swansea,1.8,2.3,2.9,2.8,2.5,2.1,2.4,2.3,2.6,2.4,1.8,2.6,1.7,3.1,2.3,2.8,2.1,3.0,2.5,2.0,81.9
Christian,Kabasele,DEF,WAT,4600000,0,48,2.8,6.08695652173913e-07,1.0434782608695699e-05,0,37533,2,29,0,0,0,2,0,10.4,15018,1,0,48,-1,0.6,0,2.8,1,0,4,0,0,2.6,167449,0,0,0,1,1409,9822,0,0,262,Brighton,Leicester,Swansea,Man City,Southampton,3.1,2.0,2.1,2.4,2.5,2.3,2.8,2.6,3.1,2.0,2.9,2.1,2.5,2.2,2.6,2.5,3.7,2.7,2.4,2.0,54.0
Younes,Kaboul,DEF,WAT,4300000,0,7,0.38888888888888895,9.04392764857881e-08,1.62790697674419e-06,0,21893,0,3,0,0,0,0,0,1.6,216,-2,0,7,2,0.0,0,0.0,0,0,1,0,0,0.1,3338,0,0,0,0,151,15,0,0,35,Brighton,Leicester,Swansea,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,5.0
Elias,Kachunga,MID,HUD,5800000,6,44,2.6,4.48275862068966e-07,7.58620689655172e-06,0,24804,1,23,0,0,0,1,0,7.6,931,-2,0,44,2,0.4,0,2.5,0,0,6,0,1,0.2,13681,0,0,0,0,1253,77,0,0,146,Southampton,Stoke,Burnley,Leicester,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.0,2.6,1.7,1.3,2.0,1.3,3.2,1.3,2.9,53.8
Sullay,Kaikai,MID,CRY,4400000,0,1,0.0555555555555556,1.26262626262626e-08,2.2727272727272702e-07,0,10870,0,0,0,0,0,0,0,0.2,196,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,12789,0,0,0,0,13,27,0,0,5,Swansea,Arsenal,Man City,Southampton,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Harry,Kane,FWD,TOT,12800000,1,97,5.7,4.453125e-07,7.578125e-06,0,2355425,4,17,0,0,0,12,0,7.6,107055,3,1,97,-3,0.4,0,5.2,16,0,7,0,1,38.7,2663129,0,0,0,4,1479,66807,-1,0,322,Burnley,Southampton,Swansea,West Ham,Everton,5.5,7.8,0.0,14.5,8.6,6.6,7.8,5.5,8.0,6.6,8.6,6.9,8.4,5.0,6.8,7.2,6.3,7.4,6.5,7.9,197.2
N'Golo,Kante,MID,CHE,4900000,3,51,3.4,6.93877551020408e-07,1.04081632653061e-05,0,937315,1,9,0,0,0,1,0,10.4,21111,-1,0,51,1,0.7,0,3.5,6,0,8,0,1,12.3,612819,0,0,0,0,1316,17231,0,0,309,Everton,Brighton,Stoke,Arsenal,Leicester,3.3,3.4,3.3,2.2,3.2,2.6,3.7,3.1,3.7,2.0,2.0,3.4,2.7,3.1,3.8,3.1,4.1,3.7,2.7,3.3,71.4
Loris,Karius,GLK,LIV,4800000,0,12,0.666666666666667,1.38888888888889e-07,2.5e-06,0,5987,0,0,0,1,0,0,0,2.5,172,-2,0,12,2,0.2,0,1.0,0,0,2,0,0,0.2,2352,0,0,0,0,180,71,0,0,48,Arsenal,Swansea,Leicester,Burnley,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.4,1.4
Orestis,Karnezis,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,413,0,3,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,527,0,0,0,0,31,11,0,0,4,Brighton,Leicester,Swansea,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Beram,Kayal,MID,BHA,4400000,0,2,0.111111111111111,2.5252525252525296e-08,4.54545454545455e-07,0,4996,0,1,0,0,0,0,0,0.5,120,-1,0,2,1,0.1,0,0.3,0,0,0,0,0,0.1,2103,0,0,0,0,77,50,0,0,8,Watford,Chelsea,Newcastle,Bournemouth,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.0
Michael,Keane,DEF,EVE,5300000,0,19,1.6,3.0188679245283e-07,3.58490566037736e-06,0,513522,1,24,0,0,0,0,0,3.6,5248,-2,0,19,2,0.1,0,0.3,2,0,1,0,0,4.9,127872,0,0,0,0,984,722,0,0,182,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,1.3,0.9,0.8,1.2,0.8,1.5,1.0,0.8,2.4,1.3,0.8,1.7,0.9,1.0,1.2,0.8,1.2,0.8,1.3,1.0,31.4
Martin,Kelly,DEF,CRY,4200000,7,13,0.7222222222222221,1.71957671957672e-07,3.0952380952381e-06,0,12284,0,2,0,0,0,0,0,3.1,882,-3,0,13,3,0.5,0,2.2,1,0,2,0,0,0.3,9662,0,0,0,0,229,4879,0,0,58,Swansea,Arsenal,Man City,Southampton,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,8.1
,Kenedy,MID,CHE,4700000,0,0,0.0,0.0,0.0,0,2660,0,0,0,0,0,0,0,0.0,48,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,928,0,0,0,0,0,37,0,0,0,Everton,Brighton,Stoke,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4400000,4,32,2.9,6.59090909090909e-07,7.272727272727271e-06,0,24324,2,17,0,0,0,0,0,7.3,8618,-1,0,32,1,1.1,0,4.7,2,0,3,0,2,3.1,180358,0,0,0,1,914,24662,0,0,210,Chelsea,West Brom,Bournemouth,Man Utd,Tottenham,3.3,2.5,2.1,3.1,2.2,3.6,2.6,1.7,4.3,3.1,2.3,3.8,2.4,2.5,3.1,2.1,3.1,2.0,3.2,2.7,39.5
,Ki Sung-yueng,MID,SWA,4900000,0,18,1.8,3.6734693877551e-07,3.6734693877551003e-06,0,1297,1,11,0,0,0,0,0,3.7,138,-1,0,18,1,0.4,0,1.8,0,0,2,0,0,0.0,1313,0,0,0,0,712,52,0,0,102,Crystal Palace,Liverpool,Watford,Tottenham,Newcastle,0.0,0.9,1.1,1.1,1.2,0.9,1.4,1.0,1.2,0.9,1.4,1.0,1.2,0.9,1.1,1.7,0.9,1.0,1.3,1.2,25.7
,Kiko Femenia,DEF,WAT,4500000,0,51,3.4,7.555555555555559e-07,1.1333333333333302e-05,0,341856,2,22,0,0,0,0,0,11.1,53025,0,1,51,0,0.4,0,1.7,9,0,5,0,1,3.5,481634,0,0,0,1,1214,210,-1,0,298,Brighton,Leicester,Swansea,Man City,Southampton,0.0,2.7,2.9,3.3,3.3,3.1,3.8,3.5,4.1,2.7,3.9,2.9,3.4,3.0,3.5,3.3,4.5,3.6,3.2,2.7,50.7
Andy,King,MID,LEI,4300000,1,22,1.22222222222222,2.8423772609819104e-07,5.11627906976744e-06,0,212697,0,10,0,0,0,1,0,5.1,11861,-2,0,22,2,0.3,0,1.3,1,0,0,0,1,3.0,303681,0,0,0,0,450,3926,0,0,80,Man Utd,Watford,Liverpool,Huddersfield,Chelsea,0.6,0.6,0.6,0.9,0.6,0.6,0.6,0.8,0.6,0.6,0.7,0.6,0.8,0.6,0.8,0.6,0.6,0.6,0.8,0.6,20.9
Joshua,King,FWD,BOU,7000000,1,43,2.7,3.85714285714286e-07,6.1428571428571404e-06,0,307721,1,19,0,0,0,2,0,6.1,8130,-5,0,43,5,0.4,0,2.5,2,0,4,0,1,1.2,79219,0,0,0,0,1363,575,0,0,150,Man City,West Ham,Everton,Brighton,Arsenal,0.0,0.0,3.0,2.2,2.6,2.0,1.7,3.2,2.0,2.9,2.4,2.5,2.9,2.7,2.9,1.9,2.5,2.4,2.4,1.9,94.6
