FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Tom,Heaton,GLK,BUR,5200000,7,134,4.6,8.846153846153851e-07,2.5769230769230802e-05,0,351482,1,37,0,121,0,0,0,25.8,6358,7,-1,134,-7,1.2,0,6.3,21,0,9,0,0,20.2,932343,0,0,1,4,2610,20003,1,0,636,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,3.3,5.2,5.1,6.9,4.8,6.9
Jordan,Henderson,MID,LIV,6200000,0,73,0.760416666666667,1.22647849462366e-07,1.17741935483871e-05,0,117072,8,28,0,0,0,1,0,11.8,735,-3,0,73,3,0.0,0,0.0,9,0,7,0,4,1.0,99130,0,250,0,0,2116,63,0,0,467,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.4
Jeff,Hendrick,MID,BUR,5300000,3,64,2.5,4.71698113207547e-07,1.2075471698113199e-05,0,5843,5,36,0,0,0,2,0,12.1,74,-2,0,64,2,0.7,0,3.5,1,0,8,0,1,0.0,7036,0,0,0,0,2156,68,0,1,216,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,1.2,2.1,1.3,2.4,1.2,1.9
Wayne,Hennessey,GLK,CRY,4300000,7,76,3.5,8.13953488372093e-07,1.76744186046512e-05,0,144595,1,33,0,72,0,0,0,17.7,1240,-2,0,76,2,1.2,0,5.3,4,0,6,0,0,2.9,92753,0,266,0,2,1980,14354,0,0,408,Leicester,Liverpool,Tottenham,Burnley,Man City,3.7,8.5,4.1,3.5,4.4,3.1
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4050,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,709,0,0,0,0,0,5,0,0,0,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,1,19,0.197916666666667,4.0391156462585e-08,3.8775510204081595e-06,0,1004,1,13,0,0,0,0,0,3.9,4,-6,0,19,6,0.2,0,0.8,0,0,0,0,0,0.0,996,0,0,0,0,619,7,0,0,71,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,1,68,3.2,5.42372881355932e-07,1.15254237288136e-05,0,150808,0,20,0,0,0,4,0,11.5,1831,-1,0,68,1,0.8,0,4.8,6,0,4,0,4,1.1,143245,0,0,0,2,1269,4646,0,0,192,Stoke,Watford,Southampton,Sunderland,Crystal Palace,2.4,4.1,2.5,4.3,2.6,3.8
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21418,1,8,0,0,0,0,0,0.7,71,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5958,0,0,0,0,327,4,0,0,50,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,6,67,2.8,4.44444444444444e-07,1.06349206349206e-05,0,62529,4,15,0,0,0,0,0,10.6,583,-2,0,67,2,0.3,0,2.0,6,0,10,0,4,0.7,64679,0,307,0,0,1997,1843,0,1,439,Chelsea,Burnley,Man City,Swansea,Arsenal,1.8,4.0,2.4,1.6,3.4,2.1
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,191,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,227,0,0,0,0,0,1,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1547,0,0,0,0,0,0,0,0.0,47,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2891,0,0,0,0,0,26,0,0,0,Burnley,West Ham,Chelsea,Swansea,Watford,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2522,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3201,0,0,0,0,0,36,0,0,0,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,13002,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1199,0,0,0,0,0,2,0,0,0,Swansea,Hull City,Liverpool,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,3,35,0.3645833333333329,8.68055555555555e-08,8.33333333333333e-06,0,150198,1,12,0,0,0,0,0,8.3,2576,-3,0,35,3,0.2,0,1.0,0,0,6,0,0,1.9,114360,0,0,0,0,1137,2817,0,0,206,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.2,0.2,0.2,0.4,0.4,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.0729166666666667,1.82291666666667e-08,1.75e-06,0,69531,1,5,0,0,0,0,0,1.8,236,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.5,47690,0,0,0,0,270,73,0,0,61,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4600000,0,78,2.8,6.08695652173913e-07,1.6956521739130403e-05,0,401730,12,49,0,0,0,2,0,17.0,3325,1,0,78,-1,0.7,0,3.3,7,0,6,0,4,3.5,513036,0,96,0,1,2459,5523,0,0,455,Swansea,Hull City,Liverpool,Leicester,Everton,3.2,2.0,3.9,1.4,3.7,2.9
Mason,Holgate,DEF,EVE,4100000,1,39,0.40625,9.90853658536585e-08,9.512195121951221e-06,0,407973,2,10,0,0,0,0,0,9.8,4454,-4,-1,39,4,0.2,0,1.0,3,0,4,0,1,6.8,644717,0,0,0,0,890,24621,1,0,200,Burnley,West Ham,Chelsea,Swansea,Watford,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,3,0.03125,6.94444444444444e-09,6.66666666666667e-07,0,174,1,3,0,0,0,0,0,0.7,0,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,215,0,0,0,0,121,1,0,0,23,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,0,55,2.1,4.56521739130435e-07,1.19565217391304e-05,0,24877,5,36,0,0,0,1,0,12.0,429,-4,0,55,4,-0.1,0,-0.3,5,0,4,0,2,0.3,23491,1,0,0,1,1823,157,0,1,314,Stoke,Watford,Southampton,Sunderland,Crystal Palace,1.0,2.4,1.0,2.4,1.1,1.5
James,Husband,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,40,0,3,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,132,0,0,0,0,58,54,0,0,3,Arsenal,Bournemouth,Sunderland,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,62,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,68,0,0,0,0,0,1,0,0,0,Leicester,Liverpool,Tottenham,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,-1,69,2.4,4.89795918367347e-07,1.40816326530612e-05,0,75338,8,46,0,0,0,1,0,14.1,2788,-1,0,69,1,0.9,0,4.5,0,0,7,0,2,1.9,88002,1,453,0,0,2566,2426,0,0,404,Crystal Palace,Arsenal,West Brom,Watford,Man City,2.0,1.9,1.8,2.6,4.3,3.0
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1343,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,669,0,0,0,0,0,0,0,0,0,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,1,33,0.34375,7.01530612244898e-08,6.73469387755102e-06,0,162712,0,22,0,0,0,0,0,6.7,197,-6,0,33,6,0.2,0,1.0,0,0,3,0,0,1.1,26093,0,184,0,0,1011,27,0,0,128,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11400000,12,163,6.0,5.263157894736841e-07,1.4298245614035098e-05,0,3043414,6,22,0,0,0,17,0,14.3,29797,-1,0,163,1,0.4,1,4.8,28,0,11,0,7,29.9,2460644,0,0,0,6,2430,42855,0,0,543,Chelsea,Burnley,Man City,Swansea,Arsenal,6.8,15.2,8.1,7.3,14.3,7.5
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,336395,1,29,0,0,0,1,0,5.7,389,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.5,94192,0,709,0,0,1291,29,0,0,84,Swansea,Hull City,Liverpool,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,1,49,2.9,4.83333333333333e-07,8.166666666666671e-06,0,788328,0,9,0,0,0,4,0,8.2,858,-10,0,49,10,0.1,0,0.3,6,0,1,0,3,2.3,760078,0,242,0,1,508,235,0,0,170,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,2.5,2.3,2.4,2.7,6.6,2.4
Giannelli,Imbula,MID,STK,4500000,0,24,0.25,5.5555555555555594e-08,5.333333333333329e-06,0,14035,1,20,0,0,0,0,0,5.3,39,-5,0,24,5,0.0,0,0.0,1,0,2,0,1,0.1,5520,1,194,0,0,796,16,0,0,126,Hull City,Swansea,West Ham,Bournemouth,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23453,0,0,0,0,0,0,0,0.0,27,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,4103,0,81,0,0,0,19,0,0,0,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9920,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3790,0,20,0,0,0,4,0,0,0,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,607,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,503,0,18,0,0,0,6,0,0,0,Hull City,Swansea,West Ham,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,248,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,321,0,0,0,0,0,14,0,0,0,Man City,Chelsea,Hull City,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,193346,2,9,0,0,0,0,0,4.1,415,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.7,34473,0,414,0,0,589,47,0,0,143,Man Utd,Southampton,Everton,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5400000,0,87,0.90625,1.67824074074074e-07,1.6111111111111098e-05,0,266499,1,20,0,0,0,3,0,15.8,6073,-6,1,87,6,0.1,0,0.5,8,0,9,0,5,1.4,257539,0,150,0,1,1411,636,-1,0,345,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.5,0.6,0.5,1.0,1.1,0.5
,J Pereira,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,37,0,0,0,0,0,37,0,0,0,Chelsea,Burnley,Man City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4700000,12,71,3.4,7.23404255319149e-07,1.5106382978723401e-05,0,267735,3,24,0,0,0,2,0,15.1,1163,-3,-1,71,3,1.7,0,7.8,9,0,4,0,2,5.7,406066,0,221,0,3,1711,102474,1,1,382,Burnley,West Ham,Chelsea,Swansea,Watford,4.3,3.8,4.1,3.0,4.1,3.5
Eldin,Jakupovic,GLK,HUL,4100000,3,63,3.7,9.024390243902441e-07,1.53658536585366e-05,0,471965,0,27,0,65,0,0,0,15.4,6927,1,0,63,-1,0.5,0,2.0,4,0,3,0,0,22.5,802293,0,0,1,2,1530,3078,0,0,334,Stoke,Watford,Southampton,Sunderland,Crystal Palace,3.6,4.6,3.8,4.5,4.0,5.0
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,346,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,400,0,0,0,0,0,9,0,0,0,Watford,Stoke,Man Utd,Everton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,237,0,0,0,0,0,0,0,0.2,5,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,218,0,0,0,0,1,2,0,0,3,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,0,33,0.34375,7.63888888888889e-08,7.33333333333333e-06,0,16603,1,19,0,0,0,1,0,7.3,210,-5,0,33,5,0.4,0,2.0,0,0,1,0,1,0.1,18870,0,0,0,0,1036,341,0,0,166,Swansea,Hull City,Liverpool,Leicester,Everton,0.2,0.2,0.2,0.2,0.4,0.2
Vincent,Janssen,FWD,TOT,7500000,2,47,2.0,2.66666666666667e-07,6.2666666666666705e-06,0,114736,0,8,0,0,0,1,0,6.3,1202,-5,0,47,5,0.3,0,2.3,3,0,3,0,3,0.8,64171,0,0,0,0,798,282,0,0,95,Bournemouth,Crystal Palace,Arsenal,West Ham,Man Utd,2.0,1.1,1.9,1.3,2.6,1.4
Adnan,Januzaj,MID,SUN,5300000,0,44,2.1,3.9622641509434e-07,8.30188679245283e-06,0,56947,3,36,0,0,0,0,0,8.3,207,-2,0,44,2,0.2,0,1.3,0,0,3,0,3,0.5,37718,0,33,0,0,1529,80,0,1,139,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,1.3,1.3,1.6,1.4,2.7,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25902,0,1,0,0,0,0,0,0.4,23,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1352,0,118,0,0,90,8,0,0,8,Leicester,Liverpool,Tottenham,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0208333333333333,4.34027777777778e-09,4.1666666666666704e-07,0,9973,0,1,0,0,0,0,0,0.4,18,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9682,0,178,0,0,82,6,0,0,12,Middlesbrough,Leicester,Tottenham,Man Utd,Southampton,0.0,0.0,0.0,0.0,0.0,0.0
,Jesus,FWD,MCI,8700000,0,26,0.27083333333333304,3.11302681992337e-08,2.98850574712644e-06,0,428891,1,1,0,0,0,3,0,3.0,1222,-3,0,26,3,0.0,0,0.0,6,0,1,0,1,0.5,442178,0,0,0,2,203,252,0,0,93,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,0.0,0.0,0.0,0.0,0.0,0.1
,Joe Williams,MID,EVE,4500000,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,31,0,0,0,0,0,18,0,0,0,Burnley,West Ham,Chelsea,Swansea,Watford,0.0,0.0,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4700000,1,46,2.6,5.53191489361702e-07,9.78723404255319e-06,0,19696,1,25,0,0,0,0,0,9.8,84,-3,0,46,3,0.1,0,0.5,3,0,5,0,0,0.1,13989,0,324,0,0,1507,230,0,0,304,Hull City,Swansea,West Ham,Bournemouth,Arsenal,3.1,2.0,3.5,2.2,3.4,2.3
,Jonathan Benteke,FWD,CRY,4300000,0,1,0.0104166666666667,2.4224806201550397e-09,2.3255813953488398e-07,0,28835,0,0,0,0,0,0,0,0.2,1158,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.4,39306,0,0,0,0,7,834,0,0,3,Leicester,Liverpool,Tottenham,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Billy,Jones,DEF,SUN,4400000,1,38,1.8,4.09090909090909e-07,8.63636363636364e-06,0,2759,6,37,0,0,0,0,0,8.6,105,-1,0,38,1,0.5,0,2.0,3,0,4,0,0,0.1,3649,0,211,0,0,1733,84,0,0,275,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,2.1,1.1,1.8,1.1,3.0,1.1
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,3023,1,1,0,0,0,0,0,0.2,3,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,189,0,0,0,0,86,1,0,0,8,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Phil,Jones,DEF,MUN,4500000,0,42,0.4375,9.722222222222221e-08,9.33333333333333e-06,0,224221,1,10,0,0,0,0,0,9.1,3589,-5,1,42,5,0.1,0,0.3,4,0,3,0,0,0.8,234266,0,64,0,0,1224,36,-1,0,269,Chelsea,Burnley,Man City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0,0.2
,Joselu,FWD,STK,5300000,0,0,0.0,0.0,0.0,0,6747,0,0,0,0,0,0,0,0.0,11,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,702,0,246,0,0,0,4,0,0,0,Hull City,Swansea,West Ham,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0
,Josh Robson,DEF,SUN,4000000,0,0,0.0,0.0,0.0,0,3669,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4991,0,0,0,0,0,15,0,0,0,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0
Lukas,Jutkiewicz,FWD,BUR,4300000,0,2,1.0,2.3255813953488398e-07,4.65116279069767e-07,0,30029,0,0,0,0,0,0,0,0.5,255,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.6,14264,0,0,0,0,13,136,0,0,5,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Kabasele,DEF,WAT,4800000,1,30,0.3125,6.51041666666667e-08,6.25e-06,0,3092,1,12,0,0,0,2,0,6.3,15,-2,0,30,2,0.1,0,0.3,1,0,1,0,0,0.0,1392,0,0,0,0,565,25,0,0,108,Swansea,Hull City,Liverpool,Leicester,Everton,0.2,0.2,0.2,0.2,0.4,0.2
Younes,Kaboul,DEF,WAT,4400000,0,57,2.5,5.68181818181818e-07,1.29545454545455e-05,0,59964,2,36,0,0,0,2,0,13.0,4198,-1,0,57,1,0.2,0,0.8,1,0,4,0,0,0.8,61667,0,231,0,0,1910,28,0,0,342,Swansea,Hull City,Liverpool,Leicester,Everton,0.0,0.0,0.0,0.0,0.0,2.5
Sullay,Kaikai,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,2278,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,207,0,9,0,0,0,2,0,0,0,Leicester,Liverpool,Tottenham,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Kane,FWD,TOT,11400000,1,153,6.7,5.87719298245614e-07,1.34210526315789e-05,0,2158309,1,15,0,0,0,19,0,13.5,4011,4,-2,153,-4,0.0,1,0.3,23,0,11,0,4,12.9,1990027,0,1053,0,6,1917,186618,2,0,622,Bournemouth,Crystal Palace,Arsenal,West Ham,Man Utd,10.0,7.7,10.0,7.5,15.8,7.1
N'Golo,Kante,MID,CHE,4700000,4,73,2.4,5.1063829787234e-07,1.5531914893617003e-05,0,773093,8,25,0,0,0,1,0,15.5,4422,-3,0,73,3,0.5,0,2.3,1,0,12,0,1,12.0,290833,0,501,0,0,2688,6056,0,0,471,Man Utd,Southampton,Everton,Middlesbrough,West Brom,1.7,1.8,1.3,2.2,4.1,2.7
Bartosz,Kapustka,MID,LEI,5000000,0,0,0.0,0.0,0.0,0,5821,0,0,0,0,0,0,0,0.0,12,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,566,0,0,0,0,0,6,0,0,0,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.0,0.0,0.0,0.0,0.0,0.0
Loris,Karius,GLK,LIV,4300000,0,32,0.33333333333333304,7.75193798449612e-08,7.44186046511628e-06,0,79822,0,12,0,20,0,0,0,7.4,322,-7,0,32,7,0.0,0,0.0,0,0,3,0,0,0.7,79027,0,0,0,0,900,45,0,0,153,West Brom,Crystal Palace,Watford,Southampton,West Ham,0.2,0.2,0.2,0.2,0.2,0.2
Michael,Keane,DEF,BUR,5100000,5,103,3.2,6.274509803921571e-07,2.01960784313726e-05,0,108084,4,44,0,0,0,2,0,20.2,3495,1,0,103,-1,1.0,0,5.0,8,0,9,0,1,4.2,223281,0,0,0,3,2880,10164,0,0,568,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,1.8,3.0,3.0,4.5,2.7,4.7
Will,Keane,FWD,HUL,4400000,0,8,0.0833333333333333,1.8939393939393898e-08,1.81818181818182e-06,0,39397,0,10,0,0,0,0,0,1.8,180,-1,0,8,1,0.0,0,0.0,0,0,1,0,0,0.2,41187,0,0,0,0,280,101,0,0,9,Stoke,Watford,Southampton,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0
Martin,Kelly,DEF,CRY,4200000,6,33,0.34375,8.18452380952381e-08,7.857142857142861e-06,0,46629,3,33,0,0,0,0,0,7.9,292,-3,0,33,3,0.5,0,2.0,0,0,1,0,2,0.5,48147,0,96,0,0,1509,2198,0,0,227,Leicester,Liverpool,Tottenham,Burnley,Man City,0.2,0.4,0.2,0.2,0.2,0.2
,Kenedy,MID,CHE,5100000,0,1,0.0104166666666667,2.0424836601307197e-09,1.9607843137254898e-07,0,2232,0,0,0,0,0,0,0,0.2,7,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,1257,0,86,0,0,16,3,0,0,2,Man Utd,Southampton,Everton,Middlesbrough,West Brom,0.0,0.0,0.0,0.0,0.0,0.0
Jonjoe,Kenny,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,877,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1579,0,0,0,0,0,40,0,0,0,Burnley,West Ham,Chelsea,Swansea,Watford,0.0,0.0,0.0,0.0,0.0,0.0
Wahbi,Khazri,MID,SUN,6000000,0,18,0.1875,3.125e-08,3e-06,0,11723,4,16,0,0,0,0,0,3.0,22,-5,0,18,5,0.1,0,0.5,0,0,1,0,0,0.1,1016,0,172,0,0,539,15,0,0,50,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.1,0.1,0.1,0.1,0.2,0.1
,Ki Sung-yueng,MID,SWA,5000000,0,24,0.25,5e-08,4.8e-06,0,4847,3,26,0,0,0,0,0,4.8,22,-5,0,24,5,0.1,0,0.5,0,0,1,0,0,0.0,1439,0,241,0,0,920,31,0,0,153,Watford,Stoke,Man Utd,Everton,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1
Michael,Kightly,MID,BUR,4200000,0,6,1.2,2.85714285714286e-07,1.4285714285714301e-06,0,32937,0,1,0,0,0,0,0,1.4,378,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.6,29204,0,0,0,0,104,28,0,0,20,Everton,Man Utd,Crystal Palace,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0
Andy,King,MID,LEI,4700000,1,34,0.3541666666666671,7.5354609929078e-08,7.23404255319149e-06,0,17937,3,22,0,0,0,1,0,7.2,99,-3,0,34,3,0.1,0,0.5,1,0,1,0,0,0.2,9828,0,174,0,0,1192,107,0,0,179,Crystal Palace,Arsenal,West Brom,Watford,Man City,0.2,0.2,0.2,0.2,0.4,0.2
Joshua,King,MID,BOU,6000000,9,143,4.6,7.66666666666667e-07,2.38333333333333e-05,0,158733,1,47,0,0,0,13,0,24.2,14734,5,-1,143,-5,1.1,1,6.8,12,0,7,0,2,15.4,794881,0,321,0,2,2271,71039,1,0,458,Tottenham,Middlesbrough,Sunderland,Stoke,Burnley,2.9,5.8,5.3,5.7,6.6,4.3
Stephen,Kingsley,DEF,SWA,3900000,0,20,0.208333333333333,5.34188034188034e-08,5.12820512820513e-06,0,496707,0,19,0,0,0,0,0,5.1,6524,-1,0,20,1,0.1,0,0.3,2,0,2,0,0,9.0,637568,0,75,0,1,855,2068,0,0,151,Watford,Stoke,Man Utd,Everton,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1
Jan,Kirchhoff,MID,SUN,4200000,0,12,0.125,2.97619047619048e-08,2.8571428571428602e-06,0,3706,1,11,0,0,0,0,0,2.9,38,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.0,1761,0,118,0,0,433,21,0,0,61,West Ham,Middlesbrough,Bournemouth,Hull City,Swansea,0.0,0.0,0.0,0.0,0.0,0.1
Ragnar,Klavan,DEF,LIV,4500000,1,42,2.2,4.88888888888889e-07,9.33333333333333e-06,0,84658,3,19,0,0,0,0,0,9.3,844,-5,0,42,5,0.3,0,1.5,4,0,3,0,0,0.8,67347,0,0,0,0,1406,519,0,0,289,West Brom,Crystal Palace,Watford,Southampton,West Ham,1.7,2.4,1.2,2.5,2.1,2.2
Aleksandar,Kolarov,DEF,MCI,5800000,2,85,3.3,5.68965517241379e-07,1.46551724137931e-05,0,212846,6,24,0,0,0,1,0,14.7,2552,-2,0,85,2,0.1,0,0.5,6,0,8,0,1,3.2,120211,1,429,0,2,2265,1421,0,0,500,Southampton,Man Utd,Middlesbrough,Crystal Palace,Leicester,3.7,2.7,3.2,4.0,7.6,2.6
