FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jefferson,Montero,MID,SWA,4900000,0,0,0.0,0.0,0.0,0,2996,0,0,0,0,0,0,0,0.0,10,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,246,0,0,0,0,0,1,0,0,0,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Mooy,MID,HUD,5400000,2,77,3.5,6.48148148148148e-07,1.4259259259259301e-05,0,734484,2,32,0,0,0,4,0,14.3,35837,-1,0,77,1,0.9,0,4.8,6,0,7,0,1,6.8,927266,0,0,0,2,1888,23678,0,0,379,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,4.3,2.5,3.2,1.8,4.3,2.6,2.0,4.4,3.8,2.9,2.1,3.4,2.1,4.6,1.8,4.1,128.7
Alvaro,Morata,FWD,CHE,10500000,2,96,5.1,4.857142857142861e-07,9.142857142857139e-06,0,3410582,4,8,0,0,0,10,0,9.1,163591,5,1,96,-5,0.2,0,2.2,13,0,10,0,4,16.6,3761800,0,0,0,2,1424,83169,-1,0,302,Leicester,Brighton,Bournemouth,Watford,West Brom,7.0,5.3,7.1,6.3,7.2,4.7,5.3,7.0,5.3,6.2,6.9,6.1,7.4,5.9,6.1,6.0,172.2
Alberto,Moreno,DEF,LIV,4400000,0,44,2.0,4.54545454545455e-07,1e-05,0,379388,0,17,0,0,0,0,0,10.0,7662,-1,0,44,1,0.0,0,0.0,3,0,5,0,1,1.4,333921,0,0,0,0,1080,889,0,0,287,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.0,0.0,1.2,1.7,1.5,2.2,1.6,1.1,1.9,2.4,1.0,1.6,1.4,1.9,1.5,2.3,53.7
Wes,Morgan,DEF,LEI,4500000,0,45,2.0,4.44444444444444e-07,1e-05,0,201281,3,32,0,0,0,0,0,10.0,42093,0,0,45,0,0.2,0,0.8,1,0,4,0,0,2.3,141289,0,0,0,0,1917,753,0,0,271,Chelsea,Watford,Everton,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,1.8,1.5,1.4,1.9,1.5,1.6,1.5,1.7,2.5,2.2,1.3,53.7
James,Morrison,MID,WBA,5400000,0,13,0.590909090909091,1.0942760942760901e-07,2.40740740740741e-06,0,3090,0,1,0,0,0,1,0,2.4,27,-1,0,13,1,0.0,0,0.0,0,0,2,0,0,0.0,2611,0,0,0,0,205,17,0,0,35,Brighton,Everton,Man City,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.5
Victor,Moses,DEF,CHE,6400000,1,56,2.54545454545455,3.97727272727273e-07,8.75e-06,0,79673,1,5,0,0,0,0,0,8.8,8556,-1,0,56,1,0.7,0,4.2,2,0,6,0,2,1.2,85012,0,0,0,1,1062,5156,0,0,215,Leicester,Brighton,Bournemouth,Watford,West Brom,2.1,2.2,2.3,2.6,2.8,1.6,1.8,3.7,2.1,2.4,3.1,2.2,2.9,1.9,2.5,2.0,54.5
Steve,Mounie,FWD,HUD,5700000,2,44,2.9,5.08771929824561e-07,7.719298245614039e-06,0,337092,2,18,0,0,0,4,0,7.7,4842,-3,0,44,3,0.2,0,1.0,6,0,4,0,0,0.9,307823,0,0,0,1,853,2882,0,0,140,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,3.4,2.7,2.9,1.6,3.5,2.1,1.8,3.2,3.4,2.3,1.9,3.2,1.4,3.4,1.9,3.2,60.3
Lys,Mousset,FWD,BOU,4900000,1,10,0.45454545454545503,9.27643784786642e-08,2.04081632653061e-06,0,9309,0,4,0,0,0,0,0,2.0,361,-1,0,10,1,0.1,0,0.6,0,0,1,0,0,0.1,7219,0,0,0,0,154,343,0,0,22,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.4
Erwin,Mulder,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,1684,0,0,0,0,0,0,0,0.0,344,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4568,0,0,0,0,0,773,0,0,0,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc,Muniesa,DEF,STK,4500000,0,0,0.0,0.0,0.0,0,4536,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,81,0,0,0,0,0,5,0,0,0,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl,Murphy,FWD,NEW,4500000,0,0,0.0,0.0,0.0,0,20079,0,0,0,0,0,0,0,0.0,906,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,6303,0,0,0,0,0,351,0,0,0,Swansea,Man City,Burnley,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob,Murphy,MID,NEW,5000000,6,28,1.27272727272727,2.5454545454545495e-07,5.6e-06,0,10393,0,17,0,0,0,0,0,5.6,209,-5,0,28,5,0.5,0,2.4,0,0,1,0,1,0.1,2202,0,0,0,0,730,554,0,0,92,Swansea,Man City,Burnley,Crystal Palace,Man Utd,0.8,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.9,0.6,0.7,0.7,0.8,0.6,0.6,31.6
Jamie,Murphy,MID,BHA,4700000,0,6,0.272727272727273,5.802707930367499e-08,1.27659574468085e-06,0,4247,0,4,0,0,0,0,0,1.3,122,-3,0,6,3,0.0,0,0.0,0,0,0,0,0,0.0,1827,0,0,0,0,166,87,0,0,25,West Brom,Chelsea,Southampton,West Ham,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.1
Glenn,Murray,FWD,BHA,5700000,8,59,3.0,5.263157894736841e-07,1.03508771929825e-05,0,299323,5,18,0,0,0,6,0,10.4,17668,-3,0,59,3,0.4,1,2.4,9,0,6,0,0,2.6,395456,0,0,0,1,1143,44543,0,0,162,West Brom,Chelsea,Southampton,West Ham,Stoke,2.4,2.5,2.6,3.5,3.1,3.2,3.3,2.3,2.1,3.5,3.8,2.5,3.0,2.1,3.1,1.8,72.0
Ahmed,Musa,MID,LEI,6200000,0,0,0.0,0.0,0.0,0,27097,0,0,0,0,0,0,0,0.0,341,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.4,4069,0,0,0,0,0,142,0,0,0,Chelsea,Watford,Everton,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charly,Musonda,MID,CHE,4800000,0,2,0.0909090909090909,1.8939393939393898e-08,4.1666666666666704e-07,0,4214,0,0,0,0,0,0,0,0.4,62,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.0,1558,0,0,0,0,26,20,0,0,-2,Leicester,Brighton,Bournemouth,Watford,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6
Shkodran,Mustafi,DEF,ARS,5400000,1,64,2.90909090909091,5.38720538720539e-07,1.1851851851851899e-05,0,293920,2,10,0,0,0,2,0,11.9,21425,-1,0,64,1,0.4,0,2.0,6,0,7,0,0,3.5,357848,0,0,0,1,1049,42833,0,0,313,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,1.8,4.4,2.0,2.8,2.0,2.7,2.4,3.6,1.6,3.5,3.3,2.1,4.0,1.7,3.4,1.9,59.5
Jordon,Mutch,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,515,0,0,0,0,0,0,0,0.0,38,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,577,0,0,0,0,0,29,0,0,0,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boaz,Myhill,GLK,WBA,4000000,0,1,0.0454545454545455,1.1363636363636399e-08,2.5e-07,0,94530,1,1,0,2,0,0,0,0.3,7791,0,0,1,0,0.0,0,0.0,0,0,0,0,0,3.7,89631,0,0,0,0,90,14517,0,0,7,Brighton,Everton,Man City,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Luciano,Narsingh,MID,SWA,4700000,1,25,1.1363636363636398,2.41779497098646e-07,5.3191489361702105e-06,0,3802,0,11,0,0,0,1,0,5.3,267,-3,0,25,3,0.6,0,2.8,3,0,1,0,0,0.0,2274,0,0,0,1,492,263,0,0,74,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,33.4
Kyle,Naughton,DEF,SWA,4500000,0,64,3.0,6.66666666666667e-07,1.4222222222222198e-05,0,461068,1,32,0,0,0,0,0,13.9,72035,0,1,64,0,0.2,0,1.0,8,0,6,0,1,3.0,494960,0,0,0,2,1876,224,-1,0,381,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.0,3.0,3.3,2.3,3.1,3.1,3.8,2.5,3.1,2.3,2.9,2.5,2.5,3.4,2.5,3.2,70.6
Wilfred,Ndidi,MID,LEI,4900000,3,54,2.5,5.102040816326529e-07,1.1020408163265301e-05,0,43942,3,32,0,0,0,0,0,11.0,2134,-1,0,54,1,0.3,0,1.4,2,0,5,0,3,0.5,36923,0,0,0,0,1950,1486,0,1,285,Chelsea,Watford,Everton,Swansea,Man City,1.4,1.8,2.0,2.5,1.2,2.1,2.4,1.8,2.3,1.4,2.3,1.7,2.1,1.6,2.4,1.3,73.6
Reiss,Nelson,MID,ARS,4800000,0,0,0.0,0.0,0.0,0,2952,0,0,0,0,0,0,0,0.0,80,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,1319,0,0,0,0,0,65,0,0,0,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julien,Ngoy,FWD,STK,4500000,0,1,0.0454545454545455,1.01010101010101e-08,2.22222222222222e-07,0,32155,0,2,0,0,0,0,0,0.2,4409,0,0,1,0,0.0,0,0.2,0,0,0,0,0,0.6,56857,0,0,0,0,19,7563,0,0,4,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Oumar,Niasse,FWD,EVE,4700000,2,47,2.13636363636364,4.54545454545455e-07,1e-05,0,483075,2,12,0,0,0,5,0,10.0,35592,-3,0,47,3,0.3,0,1.4,8,0,0,0,2,4.2,675655,0,0,0,2,567,69206,0,0,146,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,1.2,2.2,2.1,1.1,2.1,1.7,1.3,2.1,1.9,1.6,1.7,1.5,1.9,1.3,2.0,1.3,62.7
Edward,Nketiah,FWD,ARS,5000000,0,0,0.0,0.0,0.0,0,1868,0,0,0,0,0,0,0,0.0,258,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2305,0,0,0,0,0,301,0,0,0,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georges-Kevin,Nkoudou,MID,BUR,5400000,0,1,0.0454545454545455,8.417508417508421e-09,1.85185185185185e-07,0,1153,0,0,0,0,0,0,0,0.2,182,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,1365,0,0,0,0,1,898,0,0,3,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Mark,Noble,MID,WHU,5300000,2,29,1.3181818181818201,2.48713550600343e-07,5.47169811320755e-06,0,14573,3,17,0,0,0,1,0,5.5,203,-2,0,29,2,0.3,0,1.6,0,0,3,0,0,0.1,5699,0,0,0,0,960,245,0,0,180,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.7,0.9,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.7,1.1,39.6
,Nolito,MID,MCI,7000000,0,0,0.0,0.0,0.0,0,1574,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,59,0,0,0,0,0,5,0,0,0,Liverpool,Newcastle,West Brom,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer,Nordfeldt,GLK,SWA,4000000,0,0,0.0,0.0,0.0,0,25815,0,0,0,0,0,0,0,0.0,1472,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.0,13370,0,0,0,0,0,800,0,0,0,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,Norwood,MID,BHA,4500000,0,0,0.0,0.0,0.0,0,470,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,104,0,0,0,0,0,4,0,0,0,West Brom,Chelsea,Southampton,West Ham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan-Romeo,Nyom,DEF,WBA,4800000,0,46,2.7,5.625e-07,9.58333333333333e-06,0,175380,4,21,0,0,0,0,0,9.6,2903,-2,0,46,2,0.1,0,0.6,6,0,4,0,1,1.2,175052,0,0,0,0,1321,647,0,0,244,Brighton,Everton,Man City,Southampton,Chelsea,3.5,1.5,1.9,2.8,2.3,3.2,2.8,2.4,1.9,2.9,2.5,1.7,2.7,2.1,2.7,3.2,47.9
Tashan,Oakley-Boothe,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,1630,0,0,0,0,0,0,0,0.0,75,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1817,0,0,0,0,0,52,0,0,0,Everton,Southampton,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pedro,Obiang,MID,WHU,4400000,11,49,2.7,6.13636363636364e-07,1.11363636363636e-05,0,162252,3,27,0,0,0,2,0,11.1,9126,-1,0,49,1,0.8,0,3.4,6,0,5,0,0,1.4,187564,0,0,0,1,1378,23999,0,0,243,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,1.8,2.8,2.5,1.5,2.2,1.4,2.3,2.5,2.1,2.5,1.5,2.5,1.4,1.6,1.6,3.1,54.4
Angelo,Ogbonna,DEF,WHU,4500000,4,40,2.4,5.33333333333333e-07,8.88888888888889e-06,0,144807,2,36,0,0,0,1,0,8.9,30378,0,-1,40,0,0.5,0,2.2,4,0,3,0,0,6.2,422172,0,0,0,1,1530,25909,1,0,283,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,1.5,2.2,3.5,1.9,2.6,1.5,1.6,2.5,2.3,2.4,1.9,2.5,1.3,1.9,1.3,2.0,50.6
Stefano,Okaka,FWD,WAT,5300000,0,13,0.590909090909091,1.1149228130360201e-07,2.45283018867925e-06,0,62212,0,4,0,0,0,1,0,2.5,744,-2,0,13,2,0.2,0,1.0,1,0,1,0,0,0.3,47764,0,0,0,0,205,519,0,0,43,Southampton,Leicester,Stoke,Chelsea,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.0
Shinji,Okazaki,FWD,LEI,5500000,2,64,3.4,6.18181818181818e-07,1.16363636363636e-05,0,597161,1,13,0,0,0,6,0,11.6,40884,0,0,64,0,0.3,0,1.4,7,0,3,0,2,5.3,723507,0,0,0,1,919,36034,0,0,236,Chelsea,Watford,Everton,Swansea,Man City,2.1,3.7,3.0,3.7,2.9,4.5,4.1,3.2,3.8,2.9,3.7,2.8,3.9,3.3,4.0,2.7,84.2
Martin,Olsson,DEF,SWA,5000000,0,56,2.8,5.6e-07,1.12e-05,0,23451,3,30,0,0,0,0,0,11.2,803,0,0,56,0,0.2,0,0.8,0,0,7,0,1,0.3,18834,0,0,0,0,1796,387,0,0,285,Newcastle,Liverpool,Arsenal,Leicester,Burnley,2.5,2.7,3.0,2.0,2.8,2.8,3.4,2.2,2.8,2.1,2.6,2.3,2.2,3.1,2.2,2.9,45.8
Divock,Origi,FWD,LIV,7400000,0,1,1.0,1.35135135135135e-07,1.35135135135135e-07,0,21751,0,1,0,0,0,0,0,0.1,91,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1132,0,0,0,0,9,9,0,0,3,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Oriol Romeu,MID,SOU,4300000,2,44,2.2,5.11627906976744e-07,1.02325581395349e-05,0,243238,5,29,0,0,0,1,0,10.2,9393,-2,0,44,2,0.4,0,1.8,0,0,5,0,0,2.2,137887,0,0,0,0,1709,6665,0,0,301,Watford,Tottenham,Brighton,West Brom,Liverpool,1.5,1.4,1.8,1.5,1.3,1.5,1.6,1.7,1.9,1.4,1.1,1.5,1.4,1.9,1.7,1.1,72.6
David,Ospina,GLK,ARS,4800000,0,0,0.0,0.0,0.0,0,7986,0,0,0,0,0,0,0,0.0,157,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,1539,0,0,0,0,0,58,0,0,0,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas,Otamendi,DEF,MCI,6500000,2,112,5.3,8.153846153846151e-07,1.72307692307692e-05,0,977729,6,13,0,0,0,4,0,17.5,91614,10,-1,112,-10,0.8,0,5.2,16,0,10,0,0,33.2,2360723,1,0,0,4,1870,97909,1,0,497,Liverpool,Newcastle,West Brom,Burnley,Leicester,6.0,6.3,7.3,6.8,6.0,5.6,7.3,6.8,7.6,5.1,6.6,6.2,6.1,6.6,7.5,6.8,97.2
Mesut,Ozil,MID,ARS,9300000,1,81,4.5,4.83870967741936e-07,8.709677419354841e-06,0,260129,3,26,0,0,0,4,0,8.7,28871,-2,0,81,2,0.5,0,4.2,10,0,5,0,5,2.3,222509,0,0,0,2,1460,22310,0,0,358,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,0.0,0.0,4.7,6.4,3.0,3.8,3.2,5.0,3.4,5.5,5.5,4.2,6.0,2.5,5.4,3.7,180.2
Alex,Palmer,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,4049,0,0,0,0,0,0,0,0.0,376,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,11241,0,0,0,0,0,584,0,0,0,Brighton,Everton,Man City,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasey,Palmer,MID,CHE,5300000,0,4,0.18181818181818202,3.43053173241853e-08,7.54716981132075e-07,0,4534,2,2,0,0,0,0,0,0.8,60,-2,0,4,2,0.0,0,0.0,0,0,1,0,0,0.0,1022,0,0,0,0,168,39,0,0,9,Leicester,Brighton,Bournemouth,Watford,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.2
Costel,Pantilimon,GLK,WAT,4500000,0,0,0.0,0.0,0.0,0,5009,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,278,0,0,0,0,0,6,0,0,0,Southampton,Leicester,Stoke,Chelsea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Payne,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,495,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,111,0,0,0,0,0,6,0,0,0,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Pedro,MID,CHE,7700000,0,61,2.7727272727272703,3.60094451003542e-07,7.92207792207792e-06,0,291168,1,5,0,0,0,4,0,7.9,4828,-3,0,61,3,0.3,0,2.6,2,0,7,0,2,1.2,190494,0,0,0,1,940,3730,0,0,183,Leicester,Brighton,Bournemouth,Watford,West Brom,2.5,1.7,2.9,2.0,2.9,1.4,1.4,2.5,2.0,2.1,2.8,2.1,3.2,2.6,2.0,2.3,85.2
Matthew,Pennington,DEF,EVE,4000000,0,0,0.0,0.0,0.0,0,4690,0,0,0,0,0,0,0,0.0,128,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,1358,0,0,0,0,0,35,0,0,0,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas,Pereira,MID,MUN,4900000,0,0,0.0,0.0,0.0,0,3889,0,0,0,0,0,0,0,0.0,22,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,211,0,0,0,0,0,2,0,0,0,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Pereyra,MID,WAT,5800000,0,28,1.27272727272727,2.1943573667711602e-07,4.82758620689655e-06,0,12075,2,16,0,0,0,1,0,4.8,156,-2,0,28,2,0.2,0,1.2,0,0,0,0,1,0.1,3900,0,0,0,0,649,153,0,0,108,Southampton,Leicester,Stoke,Chelsea,West Ham,0.6,0.6,0.6,0.6,0.6,0.8,0.7,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.7,0.6,39.3
Ayoze,Perez,FWD,NEW,5200000,9,47,2.4,4.615384615384621e-07,9.03846153846154e-06,0,129880,1,15,0,0,0,2,0,9.0,6936,-3,0,47,3,0.5,0,2.6,5,0,4,0,1,1.2,122632,1,0,0,1,1236,37977,0,0,140,Swansea,Man City,Burnley,Crystal Palace,Man Utd,2.1,1.8,1.9,2.0,2.0,2.1,1.5,2.2,1.7,2.5,2.0,2.1,1.9,2.4,2.2,1.5,71.0
Lucas,Perez,FWD,ARS,7400000,0,0,0.0,0.0,0.0,0,8884,0,0,0,0,0,0,0,0.0,60,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,487,0,0,0,0,0,12,0,0,0,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Phillips,MID,WBA,5500000,0,45,3.0,5.454545454545451e-07,8.18181818181818e-06,0,177234,0,12,0,0,0,1,0,8.2,986,-5,0,45,5,0.2,0,1.2,0,0,6,0,3,0.4,70600,0,0,0,0,959,190,0,0,154,Brighton,Everton,Man City,Southampton,Chelsea,3.1,2.6,1.5,2.9,1.8,3.7,2.2,2.8,2.5,2.8,3.4,1.5,2.4,2.5,2.5,2.0,56.5
Jordan,Pickford,GLK,EVE,4900000,2,88,4.0,8.16326530612245e-07,1.7959183673469397e-05,0,372431,0,34,0,71,0,0,0,18.0,25143,-1,0,88,1,1.0,0,5.0,12,0,6,0,0,8.1,282244,0,0,1,2,1980,27271,0,0,442,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,3.7,5.3,4.3,3.3,5.8,4.9,4.2,5.8,4.2,4.1,4.8,3.7,4.6,3.6,4.9,4.4,56.6
Jeremy,Pied,DEF,SOU,4200000,5,7,0.31818181818181795,7.57575757575758e-08,1.66666666666667e-06,0,5604,0,3,0,0,0,0,0,1.7,364,-3,0,7,3,0.2,0,1.0,1,0,0,0,1,0.1,2648,0,0,0,0,180,491,0,0,47,Watford,Tottenham,Brighton,West Brom,Liverpool,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,10.0
Erik,Pieters,DEF,STK,4700000,6,35,1.8,3.8297872340425503e-07,7.4468085106383e-06,0,50313,1,37,0,0,0,0,0,7.4,1098,-3,0,35,3,0.3,0,1.6,0,0,3,0,0,0.3,14451,0,0,0,0,1660,90,0,0,251,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.0,1.7,1.6,1.0,1.9,0.9,1.3,1.1,1.1,0.9,1.4,1.4,1.5,1.0,2.6,1.1,45.8
Paul,Pogba,MID,MUN,7900000,12,75,6.3,7.974683544303799e-07,9.49367088607595e-06,0,2298231,1,10,0,0,0,3,0,9.5,32643,-1,0,75,1,0.5,0,3.8,7,0,6,0,9,13.7,1837333,0,0,0,3,1042,170783,0,1,276,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,8.4,6.8,5.7,9.4,7.5,8.0,6.4,7.4,6.6,8.9,5.0,9.2,7.4,8.8,6.0,7.7,117.7
Nick,Pope,GLK,BUR,4800000,2,93,4.9,1.02083333333333e-06,1.9375e-05,0,149313,2,15,0,64,0,0,0,19.4,24012,3,0,93,-3,0.7,0,3.4,12,0,9,0,0,8.2,553476,0,0,0,2,1674,78777,0,0,415,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,6.2,6.1,5.6,5.3,5.3,6.3,5.4,6.0,6.8,5.7,6.6,5.5,5.9,7.2,4.8,5.8,45.8
