FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Danny,Simpson,DEF,LEI,4400000,0,43,2.3,5.22727272727273e-07,9.772727272727271e-06,0,311394,1,27,0,0,0,0,0,9.8,22429,-1,0,43,1,0.0,0,0.2,0,0,4,0,0,1.8,148440,0,0,0,0,1659,157,0,0,255,Chelsea,Watford,Everton,Swansea,Man City,0.0,0.0,0.0,1.8,1.5,2.3,1.9,1.8,2.4,1.9,1.9,1.8,2.2,2.8,2.7,1.6,48.1
Jack,Simpson,DEF,BOU,4000000,0,1,0.0454545454545455,1.1363636363636399e-08,2.5e-07,0,3535,0,2,0,0,0,0,0,0.3,839,0,0,1,0,0.1,0,0.2,0,0,0,0,0,0.1,7970,0,0,0,0,71,1796,0,0,10,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Joshua,Sims,MID,SOU,4300000,0,0,0.0,0.0,0.0,0,5814,0,0,0,0,0,0,0,0.0,246,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,6031,0,0,0,0,0,245,0,0,0,Watford,Tottenham,Brighton,West Brom,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome,Sinclair,FWD,WAT,4900000,1,3,0.136363636363636,2.78293135435993e-08,6.12244897959184e-07,0,11510,0,0,0,0,0,0,0,0.6,397,-1,0,3,1,0.1,0,0.6,0,0,0,0,0,0.2,8926,0,0,0,0,28,388,0,0,8,Southampton,Leicester,Stoke,Chelsea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Moussa,Sissoko,MID,TOT,5400000,3,42,1.90909090909091,3.53535353535354e-07,7.777777777777781e-06,0,41649,2,12,0,0,0,1,0,7.8,1417,-1,0,42,1,0.3,0,1.8,0,0,6,0,1,0.4,34635,0,0,0,0,997,525,0,0,174,Everton,Southampton,Man Utd,Liverpool,Arsenal,1.8,1.2,1.1,1.0,1.5,1.0,1.8,1.3,1.5,1.0,1.1,1.0,1.0,1.2,1.1,1.3,63.4
Jiri,Skalak,MID,BHA,4700000,0,0,0.0,0.0,0.0,0,1926,0,0,0,0,0,0,0,0.0,48,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,564,0,0,0,0,0,6,0,0,0,West Brom,Chelsea,Southampton,West Ham,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Islam,Slimani,FWD,LEI,6600000,7,21,0.954545454545455,1.44628099173554e-07,3.18181818181818e-06,0,28068,0,3,0,0,0,1,0,3.2,1426,-4,0,21,4,0.3,0,1.8,1,0,1,0,1,0.3,16454,0,0,0,0,240,3312,0,0,61,Chelsea,Watford,Everton,Swansea,Man City,0.5,0.5,0.5,0.5,0.5,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,21.0
Chris,Smalling,DEF,MUN,5300000,0,49,3.5,6.603773584905661e-07,9.24528301886792e-06,0,299757,2,12,0,0,0,1,0,9.2,11932,-2,0,49,2,0.1,0,0.6,2,0,5,0,0,2.0,302170,0,0,0,0,1185,9348,0,0,243,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,4.3,3.3,3.0,4.6,3.1,4.5,4.1,4.1,3.5,3.7,2.8,4.5,2.8,4.4,3.5,4.4,39.9
Tommy,Smith,DEF,HUD,4800000,1,41,2.3,4.79166666666667e-07,8.54166666666667e-06,0,31350,4,22,0,0,0,0,0,8.5,720,-2,0,41,2,0.3,0,1.6,2,0,4,0,1,0.3,15949,0,0,0,0,1449,461,0,0,249,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,2.9,1.6,2.3,1.2,2.1,1.5,1.3,2.0,3.4,1.4,1.7,2.6,1.6,1.9,1.3,2.5,51.1
Robert,Snodgrass,MID,WHU,5800000,0,0,0.0,0.0,0.0,0,232653,0,0,0,0,0,0,0,0.0,361,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.5,1831,0,0,0,0,0,8,0,0,0,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramadan,Sobhi,MID,STK,4500000,0,37,1.6818181818181799,3.7373737373737395e-07,8.22222222222222e-06,0,54130,2,23,0,0,0,2,0,8.2,4848,-5,0,37,5,0.7,0,3.2,2,0,1,0,1,0.6,33864,0,0,0,0,855,2916,0,0,178,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.8,1.5,0.9,1.0,1.2,0.8,1.0,0.8,1.5,0.8,0.9,0.8,1.1,0.8,1.1,1.2,50.0
Dominic,Solanke,FWD,LIV,4700000,2,20,0.9090909090909091,1.93423597678917e-07,4.255319148936171e-06,0,196168,0,4,0,0,0,0,0,4.3,7643,-3,0,20,3,0.2,0,0.8,0,0,1,0,1,1.6,103626,0,0,0,0,374,7595,0,0,46,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,41.8
Heung-Min,Son,MID,TOT,8100000,12,99,4.7,5.80246913580247e-07,1.2222222222222199e-05,0,385809,0,9,0,0,0,7,0,12.2,112114,1,0,99,-1,0.8,0,6.2,8,0,8,0,4,13.1,1035293,0,0,0,4,1293,137370,0,0,312,Everton,Southampton,Man Utd,Liverpool,Arsenal,6.4,4.9,4.7,3.5,5.7,4.4,6.5,5.1,5.7,4.0,4.6,3.7,4.1,4.9,4.8,5.4,140.7
Pape,Souare,DEF,CRY,4500000,0,0,0.0,0.0,0.0,0,1186,0,0,0,0,0,0,0,0.0,77,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1076,0,0,0,0,0,110,0,0,0,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Souttar,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,6534,0,0,0,0,0,0,0,0.0,395,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,9944,0,0,0,0,0,362,0,0,0,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian,Speroni,GLK,CRY,4100000,0,36,1.6363636363636398,3.99113082039911e-07,8.78048780487805e-06,0,115066,0,14,0,30,0,0,0,8.8,16520,1,0,36,-1,0.5,0,2.2,3,0,2,0,0,5.4,280481,0,0,0,1,990,15131,0,0,175,Burnley,Arsenal,West Ham,Newcastle,Everton,1.3,0.8,1.1,1.1,0.8,1.2,1.2,1.1,0.8,1.2,0.8,1.7,1.3,1.0,1.1,1.4,21.3
Junior,Stanislas,MID,BOU,5900000,0,29,1.3181818181818201,2.2342064714946104e-07,4.91525423728814e-06,0,16338,1,11,0,0,0,1,0,4.9,276,-1,0,29,1,0.1,0,0.4,3,0,1,0,1,0.1,13294,0,0,0,1,675,56,0,0,110,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,0.0,0.7,0.7,0.7,0.7,0.8,0.7,0.7,0.9,0.7,0.7,0.7,0.7,0.7,0.9,0.7,49.7
Jon Gorenc,Stankovic,DEF,HUD,3900000,0,0,0.0,0.0,0.0,0,6533,0,0,0,0,0,0,0,0.0,540,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,5412,0,0,0,0,0,833,0,0,0,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maarten,Stekelenburg,GLK,EVE,4200000,0,0,0.0,0.0,0.0,0,20163,0,0,0,0,0,0,0,0.0,758,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.3,2280,0,0,0,0,0,72,0,0,0,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dale,Stephens,MID,BHA,4500000,2,53,2.4,5.33333333333333e-07,1.1777777777777802e-05,0,124462,2,27,0,0,0,0,0,11.8,7920,0,0,53,0,0.5,0,2.2,0,0,8,0,1,1.3,158936,0,0,0,0,1980,4865,0,0,340,West Brom,Chelsea,Southampton,West Ham,Stoke,1.5,1.9,1.5,2.4,1.4,2.5,2.3,1.7,1.2,2.1,2.7,1.3,1.8,1.4,1.8,1.2,63.8
Jack,Stephens,DEF,SOU,4500000,1,26,1.1818181818181799,2.62626262626263e-07,5.7777777777777805e-06,0,54087,2,14,0,0,0,0,0,5.8,650,-5,0,26,5,0.4,0,2.0,1,0,3,0,0,0.2,18441,0,0,0,0,900,763,0,0,168,Watford,Tottenham,Brighton,West Brom,Liverpool,0.8,0.6,1.0,0.6,0.7,0.7,0.7,0.6,0.6,0.7,0.6,0.8,0.6,0.6,0.6,0.6,28.5
Raheem,Sterling,MID,MCI,8900000,9,146,7.3,8.202247191011241e-07,1.64044943820225e-05,0,1119222,1,11,0,0,0,14,0,16.4,62289,9,-1,146,-9,1.0,0,9.2,16,0,7,0,7,38.1,2865624,0,0,0,5,1509,211917,1,1,465,Liverpool,Newcastle,West Brom,Burnley,Leicester,7.4,9.7,10.3,9.2,9.5,7.8,9.0,9.2,9.9,9.3,8.5,8.1,9.7,9.0,10.8,9.6,200.3
,Steve Cook,DEF,BOU,4700000,9,50,2.2727272727272703,4.83558994197292e-07,1.06382978723404e-05,0,88644,4,27,0,0,0,2,0,10.6,4635,-3,0,50,3,0.6,0,2.6,6,0,3,0,0,1.3,107983,0,0,0,2,1423,6502,0,0,249,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,2.3,1.9,1.9,2.2,1.5,1.9,1.3,2.0,2.4,2.3,3.2,1.5,2.0,1.9,1.8,1.8,62.1
John,Stones,DEF,MCI,5400000,6,52,4.0,7.407407407407409e-07,9.62962962962963e-06,0,675295,0,6,0,0,0,0,0,9.6,10434,-1,0,52,1,0.2,0,1.2,2,0,7,0,0,3.8,553901,0,0,0,0,950,38964,0,0,247,Liverpool,Newcastle,West Brom,Burnley,Leicester,4.0,4.2,5.0,4.6,4.0,3.7,5.0,4.6,5.5,3.3,4.4,4.1,4.1,4.8,5.2,4.6,32.1
Daniel,Sturridge,FWD,LIV,7900000,0,25,2.8,3.54430379746835e-07,3.16455696202532e-06,0,56721,0,3,0,0,0,2,0,3.2,701,-1,0,25,1,0.0,0,0.0,0,0,3,0,1,0.6,39658,0,0,0,0,427,149,0,0,108,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.0,2.4,2.0,2.6,2.5,3.0,2.8,1.8,2.8,2.4,2.2,3.1,2.3,3.5,1.5,3.1,56.8
Isaac,Success,MID,WAT,5300000,0,0,0.0,0.0,0.0,0,2850,0,0,0,0,0,0,0,0.0,57,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,770,0,0,0,0,0,58,0,0,0,Southampton,Leicester,Stoke,Chelsea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Surman,MID,BOU,4700000,0,66,3.9,8.29787234042553e-07,1.40425531914894e-05,0,546245,1,24,0,0,0,2,0,14.0,44889,2,0,66,-2,0.2,0,0.8,7,0,4,0,4,5.4,754533,0,0,0,1,1530,16137,0,0,295,Arsenal,West Ham,Chelsea,Stoke,Huddersfield,4.4,3.4,3.0,4.2,3.5,4.3,3.3,3.6,4.7,3.6,4.1,2.6,3.5,3.7,4.7,3.5,66.8
Markus,Suttner,DEF,BHA,4300000,1,37,3.1,7.2093023255814e-07,8.6046511627907e-06,0,68769,0,14,0,0,0,0,0,8.6,3039,-2,0,37,2,0.5,0,2.0,3,0,4,0,0,0.5,53512,0,0,0,1,1080,3737,0,0,193,West Brom,Chelsea,Southampton,West Ham,Stoke,2.6,3.9,2.7,4.2,2.7,3.1,3.8,1.8,2.2,3.1,4.0,3.6,3.4,2.7,3.4,2.3,28.5
Dusan,Tadic,MID,SOU,6300000,2,67,3.4,5.396825396825401e-07,1.06349206349206e-05,0,273086,2,21,0,0,0,3,0,10.6,4861,-2,0,67,2,0.4,0,2.6,5,0,6,0,2,1.6,181551,0,0,0,1,1522,2343,0,0,250,Watford,Tottenham,Brighton,West Brom,Liverpool,3.0,2.8,3.4,3.1,2.7,3.0,3.3,3.4,3.7,2.9,2.3,3.0,2.8,3.7,3.4,2.0,127.5
Matt,Targett,DEF,SOU,4300000,0,2,0.0909090909090909,2.11416490486258e-08,4.65116279069767e-07,0,6816,0,6,0,0,0,0,0,0.5,127,-2,0,2,2,0.1,0,0.4,0,0,0,0,0,0.1,1489,0,0,0,0,166,119,0,0,35,Watford,Tottenham,Brighton,West Brom,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1
James,Tarkowski,DEF,BUR,4700000,1,69,3.6,7.65957446808511e-07,1.46808510638298e-05,0,307110,3,14,0,0,0,0,0,14.7,36669,2,0,69,-2,0.3,0,1.4,1,0,9,0,0,4.6,537269,0,0,0,0,1710,83342,0,0,332,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.0,3.9,3.6,3.4,3.4,4.1,3.4,4.0,4.5,3.7,4.5,3.5,3.8,4.9,3.0,3.7,70.1
Charlie,Taylor,DEF,BUR,4200000,1,14,0.6363636363636359,1.51515151515152e-07,3.3333333333333304e-06,0,16398,2,7,0,0,0,0,0,3.3,2304,-3,0,14,3,0.6,0,2.6,0,0,2,0,0,0.4,21058,0,0,0,0,499,8903,0,0,79,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,12.7
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,10387,0,0,0,0,0,0,0,0.0,628,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,16115,0,0,0,0,0,763,0,0,0,Watford,Tottenham,Brighton,West Brom,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Thomas,MID,LEI,4500000,0,0,0.0,0.0,0.0,0,77,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,159,0,0,0,0,0,83,0,0,0,Chelsea,Watford,Everton,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tomkins,DEF,CRY,4300000,2,38,1.72727272727273,4.0169133192389e-07,8.83720930232558e-06,0,72731,2,13,0,0,0,1,0,8.8,9237,-2,0,38,2,1.1,0,4.6,1,0,3,0,0,1.6,89373,0,0,0,0,1042,55457,0,0,212,Burnley,Arsenal,West Ham,Newcastle,Everton,1.4,0.9,1.2,1.2,0.9,1.3,1.3,1.2,0.9,1.3,0.9,1.8,1.5,1.1,1.2,1.6,34.6
Fikayo,Tomori,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,761,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,407,0,0,0,0,0,8,0,0,0,Leicester,Brighton,Bournemouth,Watford,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cenk,Tosun,FWD,EVE,7500000,0,0,0.0,0.0,0.0,0,3352,0,0,0,0,0,0,0,0.0,3352,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,26692,0,0,0,0,0,26692,0,0,0,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros,Townsend,MID,CRY,5600000,5,72,3.3,5.892857142857139e-07,1.28571428571429e-05,0,138310,1,31,0,0,0,1,0,12.9,18053,-4,0,72,4,1.1,0,6.0,6,0,4,0,5,1.1,69893,0,0,0,0,1888,14352,0,0,335,Burnley,Arsenal,West Ham,Newcastle,Everton,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2.2,2.7,2.7,3.0,3.4,2.7,3.2,2.7,3.7,135.8
Kieran,Trippier,DEF,TOT,5300000,9,67,4.8,9.056603773584909e-07,1.26415094339623e-05,0,695095,0,14,0,0,0,0,0,12.6,24268,-2,0,67,2,0.3,0,1.8,12,0,5,0,4,4.4,722755,0,0,0,3,1173,20852,0,0,336,Everton,Southampton,Man Utd,Liverpool,Arsenal,5.4,5.7,6.0,5.0,6.5,5.9,6.8,4.9,5.8,5.7,5.6,5.3,5.7,6.4,5.5,5.5,75.8
Nathan,Trott,GLK,WHU,4000000,0,0,0.0,0.0,0.0,0,1802,0,0,0,0,0,0,0,0.0,435,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7180,0,0,0,0,0,1466,0,0,0,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel,Tuanzebe,DEF,MUN,3900000,1,1,0.0454545454545455,1.1655011655011699e-08,2.56410256410256e-07,0,113395,0,0,0,0,0,0,0,0.3,5104,-1,0,1,1,0.1,0,0.2,0,0,0,0,0,1.7,103604,0,0,0,0,1,5716,0,0,3,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayhaan,Tulloch,FWD,WBA,4500000,0,0,0.0,0.0,0.0,0,13303,0,0,0,0,0,0,0,0.0,3054,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,31468,0,0,0,0,0,6236,0,0,0,Brighton,Everton,Man City,Southampton,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Tymon,DEF,STK,4400000,0,0,0.0,0.0,0.0,0,1143,0,7,0,0,0,0,0,0.0,41,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,636,0,0,0,0,117,33,0,0,17,Man Utd,Huddersfield,Watford,Bournemouth,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Leonardo,Ulloa,FWD,LEI,4800000,0,4,0.18181818181818202,3.78787878787879e-08,8.33333333333333e-07,0,18561,0,1,0,0,0,0,0,0.8,748,-2,0,4,2,0.1,0,0.4,0,0,0,0,0,0.2,13270,0,0,0,0,19,570,0,0,13,Chelsea,Watford,Everton,Swansea,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4
Fredrik,Ulvestad,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,148,0,0,0,0,0,0,0,0.0,34,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,191,0,0,0,0,0,32,-1,0,0,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio,Valencia,DEF,MUN,6700000,0,94,5.2,7.76119402985075e-07,1.4029850746268697e-05,0,1018269,3,11,0,0,0,2,0,13.8,72867,2,1,94,-2,0.2,0,1.4,9,0,11,0,0,7.9,815244,0,0,0,1,1595,2892,-1,0,402,Stoke,Burnley,Tottenham,Huddersfield,Newcastle,0.0,0.0,5.4,7.7,5.6,7.6,6.1,7.0,5.9,6.5,5.2,7.6,5.1,7.5,5.9,7.2,68.7
Enner,Valencia,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2276,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,714,0,0,0,0,0,28,0,0,0,Huddersfield,Bournemouth,Crystal Palace,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,van Aanholt,DEF,CRY,5100000,1,14,0.6363636363636359,1.2477718360071302e-07,2.7450980392156897e-06,0,160377,4,16,0,0,0,0,0,2.7,1052,-4,0,14,4,0.3,0,1.4,0,0,1,0,0,0.8,17891,0,0,0,0,751,1269,0,0,100,Burnley,Arsenal,West Ham,Newcastle,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,27.9
Mike,van der Hoorn,DEF,SWA,4400000,0,29,1.3181818181818201,2.99586776859504e-07,6.5909090909090896e-06,0,8456,2,12,0,0,0,0,0,6.6,445,-1,0,29,1,0.0,0,0.0,1,0,4,0,0,0.1,7478,0,0,0,0,819,228,0,0,162,Newcastle,Liverpool,Arsenal,Leicester,Burnley,0.7,0.8,0.9,0.7,0.9,0.8,1.1,0.7,0.8,0.7,0.8,0.7,0.7,1.0,0.7,0.9,24.8
Virgil,van Dijk,DEF,LIV,5400000,0,25,1.1363636363636398,2.1043771043771e-07,4.62962962962963e-06,0,166174,0,18,0,0,0,0,0,4.6,15883,-1,0,25,1,0.0,0,0.0,4,0,1,0,0,4.5,283158,0,0,0,1,993,138688,0,0,199,Man City,Swansea,Huddersfield,Tottenham,Southampton,0.6,0.6,0.6,0.7,0.6,1.0,0.6,0.6,0.8,1.2,0.6,0.6,0.6,0.8,0.6,1.0,43.7
Rajiv,van La Parra,MID,HUD,4800000,2,34,1.9,3.9583333333333297e-07,7.08333333333333e-06,0,11925,2,20,0,0,0,1,0,7.1,295,-2,0,34,2,0.5,0,2.4,0,0,4,0,0,0.1,6837,0,0,0,0,1114,321,0,1,111,West Ham,Stoke,Liverpool,Man Utd,Bournemouth,1.7,1.0,1.2,1.0,1.7,1.0,1.0,1.8,1.5,1.1,1.0,1.3,1.0,1.9,1.0,1.6,57.2
Jamie,Vardy,FWD,LEI,8600000,0,97,4.6,5.348837209302331e-07,1.12790697674419e-05,0,1743116,1,29,0,0,0,9,0,11.3,177303,1,0,97,-1,0.5,1,4.2,16,0,4,0,2,15.0,2025049,0,0,0,2,1819,51581,0,0,342,Chelsea,Watford,Everton,Swansea,Man City,3.5,5.7,4.8,5.7,4.6,6.5,6.2,5.0,5.8,4.6,5.7,4.5,5.9,5.1,6.0,4.4,128.1
Jan,Vertonghen,DEF,TOT,6000000,9,76,3.5,5.83333333333333e-07,1.2666666666666699e-05,0,432804,4,21,0,0,0,0,0,12.7,32415,0,0,76,0,0.5,0,3.2,5,0,9,0,1,9.7,478220,0,0,0,0,1949,36166,0,0,453,Everton,Southampton,Man Utd,Liverpool,Arsenal,3.4,3.6,3.8,3.1,4.3,4.3,4.5,3.0,3.7,3.6,3.6,3.3,3.7,4.3,3.4,3.4,74.7
Nikola,Vlasic,MID,EVE,5400000,2,12,0.545454545454545,1.01010101010101e-07,2.22222222222222e-06,0,2291,0,10,0,0,0,0,0,2.2,57,-1,0,12,1,0.1,0,0.4,0,0,0,0,0,0.0,2446,0,0,0,0,393,36,0,0,58,Tottenham,West Brom,Leicester,Arsenal,Crystal Palace,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.4
Sam,Vokes,FWD,BUR,5700000,4,38,1.72727272727273,3.03030303030303e-07,6.66666666666667e-06,0,435030,2,7,0,0,0,3,0,6.7,3782,-3,0,38,3,0.2,0,1.4,6,0,1,0,1,2.0,326488,0,0,0,1,494,4147,0,0,118,Crystal Palace,Man Utd,Newcastle,Man City,Swansea,1.2,1.2,1.2,1.0,1.2,1.3,1.4,1.0,0.9,1.1,1.3,1.4,1.5,1.4,0.9,1.4,43.0
Michel,Vorm,GLK,TOT,4800000,0,0,0.0,0.0,0.0,0,8936,0,0,0,0,0,0,0,0.0,138,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,7351,0,0,0,0,0,40,0,0,0,Everton,Southampton,Man Utd,Liverpool,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molla,Wague,DEF,WAT,4500000,1,16,0.7272727272727271,1.6161616161616198e-07,3.55555555555556e-06,0,2106,0,5,0,0,0,1,0,3.6,462,0,0,16,0,0.7,0,3.0,0,0,1,0,0,0.1,4334,0,0,0,0,288,695,0,0,66,Southampton,Leicester,Stoke,Chelsea,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.4,0.4,12.5
Theo,Walcott,MID,ARS,7100000,1,5,0.22727272727272702,3.20102432778489e-08,7.04225352112676e-07,0,122018,0,0,0,0,0,0,0,0.7,666,-4,0,5,4,0.1,0,0.4,0,0,0,0,0,0.6,14604,0,0,0,0,49,598,0,0,11,Bournemouth,Crystal Palace,Swansea,Everton,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Kyle,Walker,DEF,MCI,6600000,2,87,4.3,6.51515151515152e-07,1.31818181818182e-05,0,1009269,2,12,0,0,0,0,0,13.2,70493,1,0,87,-1,0.7,0,4.6,5,0,10,0,4,12.9,606432,1,0,0,2,1753,14924,0,1,444,Liverpool,Newcastle,West Brom,Burnley,Leicester,4.5,4.7,5.6,5.1,4.4,4.1,5.6,5.1,6.1,3.7,4.9,4.6,4.5,5.3,5.7,5.1,64.4
Kyle,Walker-Peters,DEF,TOT,4100000,0,7,0.31818181818181795,7.76053215077605e-08,1.70731707317073e-06,0,125012,0,0,0,0,0,0,0,1.7,2277,-4,0,7,4,0.0,0,0.0,0,0,1,0,0,0.8,103319,0,0,0,0,98,1462,0,0,33,Everton,Southampton,Man Utd,Liverpool,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
