FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,4190,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,595,0,0,0,0,0,1,0,0,0,West Ham,Brighton,Everton,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,4900000,1,29,1.38095238095238,2.81827016520894e-07,5.91836734693878e-06,0,26250,1,18,0,0,0,0,0,5.9,161,-1,0,29,1,0.3,0,1.3,0,0,3,0,0,0.1,21263,0,0,0,0,1013,84,0,0,198,Crystal Palace,Watford,Tottenham,Brighton,West Brom,0.8,0.7,0.7,0.8,0.7,0.7,0.7,0.8,0.8,0.9,0.7,0.7,0.7,0.7,0.9,0.8,0.7,38.9
Aaron,Lennon,MID,EVE,5400000,2,29,1.38095238095238,2.55731922398589e-07,5.3703703703703696e-06,0,7767,0,11,0,0,0,0,0,5.4,314,-1,0,29,1,0.4,0,2.3,0,0,3,0,2,0.1,5532,0,0,0,0,727,117,0,0,78,Man Utd,Tottenham,West Brom,Leicester,Arsenal,0.7,0.7,1.0,0.8,0.7,0.9,0.7,0.7,0.9,0.7,0.7,0.7,0.8,1.0,0.7,0.8,0.7,22.2
,Lewis Cook,MID,BOU,4300000,2,23,1.0952380952381,2.54706533776301e-07,5.34883720930233e-06,0,49054,3,15,0,0,0,0,0,5.3,1521,-2,0,23,2,0.4,0,1.7,0,0,1,0,1,0.9,40014,0,0,0,0,823,1992,0,0,144,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.7,0.5,35.9
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,3681,0,0,0,0,0,0,0,0.0,273,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,10658,0,0,0,0,0,575,0,0,0,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,6,21,1.0,2.04081632653061e-07,4.28571428571429e-06,0,273602,1,9,0,0,0,0,0,4.3,2666,-6,0,21,6,0.3,0,1.3,1,0,2,0,0,1.2,55511,0,0,0,0,653,4229,0,0,141,Everton,Stoke,Burnley,Tottenham,Huddersfield,0.5,0.7,0.5,0.5,0.7,0.5,0.7,0.9,0.6,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.7,18.1
Jesse,Lingard,MID,MUN,6100000,2,78,3.71428571428571,6.08899297423888e-07,1.27868852459016e-05,0,167026,1,9,0,0,0,6,0,12.8,83403,1,0,78,-1,1.2,0,7.1,10,0,2,0,4,10.5,703550,0,0,0,2,831,87232,0,0,237,Everton,Stoke,Burnley,Tottenham,Huddersfield,3.3,4.1,2.9,2.3,4.9,3.3,3.8,2.7,3.4,2.8,4.7,2.0,4.6,3.3,4.4,2.5,3.6,94.2
Jake,Livermore,MID,WBA,4800000,2,45,2.3,4.79166666666667e-07,9.375e-06,0,13865,2,26,0,0,0,0,0,9.4,192,-2,0,45,2,0.5,0,2.3,0,0,5,0,1,0.1,8459,0,0,0,0,1668,178,0,0,210,West Ham,Brighton,Everton,Man City,Southampton,1.3,2.1,1.6,1.2,1.9,1.2,2.4,1.5,1.9,1.6,1.9,2.3,1.2,1.5,1.6,1.7,1.3,50.8
Fernando,Llorente,FWD,TOT,7400000,0,10,0.9,1.21621621621622e-07,1.35135135135135e-06,0,20268,1,1,0,0,0,0,0,1.4,706,-1,0,10,1,0.0,0,0.3,0,0,0,0,0,0.2,17515,0,0,0,0,138,2630,0,0,26,Swansea,West Ham,Everton,Southampton,Man Utd,0.9,0.5,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,9.6
Hugo,Lloris,GLK,TOT,5500000,0,69,3.6,6.54545454545455e-07,1.25454545454545e-05,0,451584,0,20,0,45,0,0,0,12.5,12126,0,0,69,0,0.7,0,3.8,2,0,7,0,0,9.2,243392,0,0,0,0,1710,67312,0,0,352,Swansea,West Ham,Everton,Southampton,Man Utd,8.2,3.7,3.6,4.1,3.0,4.6,4.3,4.6,3.0,4.1,3.6,3.5,3.5,3.8,4.6,3.5,3.6,36.6
Ruben,Loftus-Cheek,MID,CRY,4600000,0,53,2.52380952380952,5.48654244306418e-07,1.15217391304348e-05,0,599919,0,24,0,0,0,1,0,11.5,59704,1,0,53,-1,0.7,0,3.1,2,0,3,0,4,7.7,491832,0,0,0,0,1329,13265,0,0,236,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.0,2.2,1.3,1.6,2.4,1.9,1.9,1.9,1.4,1.7,1.8,1.9,2.3,1.7,2.2,1.6,2.6,91.7
Jason,Lokilo,MID,CRY,4300000,0,0,0.0,0.0,0.0,0,15001,0,0,0,0,0,0,0,0.0,140,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,13284,0,0,0,0,0,74,0,0,0,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4300000,0,3,0.14285714285714302,3.3222591362126203e-08,6.976744186046509e-07,0,4787,1,0,0,0,0,0,0,0.7,81,-2,0,3,2,0.1,0,0.4,0,0,0,0,0,0.1,3951,0,0,0,0,95,39,0,0,7,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Kevin,Long,DEF,BUR,4100000,6,27,1.28571428571429,3.1358885017421604e-07,6.58536585365854e-06,0,164876,0,5,0,0,0,0,0,6.8,17851,1,-1,27,-1,1.0,0,3.9,4,0,3,0,1,6.7,358164,0,0,0,0,450,68453,1,0,117,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,0.8,1.5,0.8,0.6,0.6,0.6,0.8,0.7,0.8,0.9,0.7,1.0,0.6,0.7,1.2,0.6,0.7,18.7
Shane,Long,FWD,SOU,5600000,2,26,1.7,3.0357142857142897e-07,4.64285714285714e-06,0,40311,4,15,0,0,0,0,0,4.6,909,-4,0,26,4,0.1,0,0.4,0,0,3,0,2,0.4,23051,0,0,0,0,839,3182,0,0,79,Crystal Palace,Watford,Tottenham,Brighton,West Brom,1.4,1.3,1.1,1.4,1.1,1.1,0.9,1.7,1.2,1.1,1.0,0.8,0.8,1.2,1.4,1.0,1.0,47.1
Ademola,Lookman,MID,EVE,5100000,0,10,0.47619047619047605,9.33706816059757e-08,1.96078431372549e-06,0,8575,0,6,0,0,0,0,0,2.0,69,-4,0,10,4,0.1,0,0.3,0,0,0,0,1,0.1,2044,0,0,0,0,153,16,0,0,30,Man Utd,Tottenham,West Brom,Leicester,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.5
Jonas,Lossl,GLK,HUD,4600000,9,83,4.0,8.695652173913041e-07,1.80434782608696e-05,0,293847,0,32,0,56,0,0,0,18.0,15564,1,0,83,-1,0.8,0,3.6,7,0,7,0,1,8.4,526561,0,0,1,1,1890,8138,0,0,415,Leicester,West Ham,Stoke,Liverpool,Man Utd,3.0,6.0,3.8,5.0,2.9,4.8,3.8,3.3,4.6,6.0,3.5,4.1,5.5,3.9,4.5,3.2,5.4,49.0
Dejan,Lovren,DEF,LIV,5300000,2,53,3.3,6.226415094339621e-07,1e-05,0,99187,4,14,0,0,0,1,0,10.0,4719,-2,0,53,2,0.7,0,3.6,2,0,6,0,0,1.2,63425,0,0,0,1,1205,2672,0,0,276,Burnley,Man City,Swansea,Huddersfield,Tottenham,3.1,3.1,2.7,2.7,3.7,3.2,4.6,3.6,2.3,4.1,3.9,2.1,3.5,3.1,4.0,3.2,4.6,44.1
Chris,Lowe,DEF,HUD,4400000,0,48,2.8,6.36363636363636e-07,1.09090909090909e-05,0,214262,0,18,0,0,0,0,0,10.7,8698,-1,1,48,1,0.3,0,1.4,0,0,6,0,0,2.3,274567,0,0,0,0,1159,843,-1,0,231,Leicester,West Ham,Stoke,Liverpool,Man Utd,1.7,3.8,2.2,3.0,1.6,2.9,2.1,1.8,2.7,4.2,2.0,2.4,3.4,2.2,2.7,1.8,3.4,27.4
Matthew,Lowton,DEF,BUR,4500000,0,53,4.1,9.111111111111108e-07,1.1777777777777802e-05,0,219273,0,10,0,0,0,0,0,11.8,14841,0,0,53,0,0.0,0,0.0,2,0,6,0,1,2.1,271350,0,0,0,0,1170,2109,0,0,234,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,4.8,5.1,4.8,4.2,4.1,3.9,5.0,4.3,4.9,5.3,4.4,5.4,4.2,4.4,6.0,3.5,4.6,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1065,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,211,0,0,0,0,0,0,0,0,0,Burnley,Man City,Swansea,Huddersfield,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11300000,1,99,4.7,4.1592920353982295e-07,8.76106194690265e-06,0,3027833,2,16,0,0,0,10,0,8.7,291795,-2,1,99,2,0.3,1,3.1,10,0,10,0,4,24.2,1733986,0,0,0,2,1813,1254,-1,0,345,Everton,Stoke,Burnley,Tottenham,Huddersfield,0.0,0.0,0.0,4.0,6.7,5.0,4.9,4.8,5.8,4.3,6.1,4.3,6.6,5.1,6.2,4.3,6.0,173.9
Levi,Lumeka,MID,CRY,4400000,0,1,0.0476190476190476,1.08225108225108e-08,2.2727272727272702e-07,0,501,0,0,0,0,0,0,0,0.2,19,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,559,0,0,0,0,25,19,0,0,3,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,267,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,286,0,0,0,0,0,22,0,0,0,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,36806,0,0,0,0,0,0,0,0.0,1275,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.0,25108,0,0,0,0,0,578,0,0,0,Bournemouth,West Brom,Chelsea,Southampton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5300000,0,74,3.5,6.603773584905661e-07,1.3962264150943399e-05,0,467944,4,32,0,0,0,2,0,14.0,41482,3,0,74,-3,0.6,0,3.3,8,0,4,0,4,10.8,876152,0,0,0,1,1890,58058,0,0,423,Huddersfield,Chelsea,Watford,Everton,Swansea,4.3,3.6,4.3,2.4,3.5,3.0,4.2,3.7,3.5,4.3,3.8,3.8,3.6,4.0,4.3,4.8,3.1,90.4
Connor,Mahoney,MID,BOU,4500000,0,0,0.0,0.0,0.0,0,40,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,77,0,0,0,0,0,22,0,0,0,Brighton,Arsenal,West Ham,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riyad,Mahrez,MID,LEI,8500000,5,112,5.3,6.23529411764706e-07,1.3176470588235301e-05,0,566126,1,29,0,0,0,6,0,13.2,36264,0,0,112,0,0.7,0,6.1,11,0,4,0,9,8.8,804898,0,0,0,1,1683,109281,0,0,378,Huddersfield,Chelsea,Watford,Everton,Swansea,7.5,4.9,5.7,6.2,7.2,4.1,6.4,7.0,5.8,6.8,5.0,6.9,5.6,6.4,5.3,7.0,4.6,150.0
Ainsley,Maitland-Niles,MID,ARS,4500000,1,11,0.523809523809524,1.1640211640211598e-07,2.44444444444444e-06,0,1486,0,5,0,0,0,0,0,2.4,238,0,0,11,0,0.3,0,1.4,0,0,2,0,0,0.0,2849,0,0,0,0,327,410,0,0,53,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,11.6
Moses,Makasi,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,153,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,317,0,0,0,0,0,60,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,7,28,1.33333333333333,3.10077519379845e-07,6.511627906976741e-06,0,15496,2,13,0,0,0,0,0,6.5,548,-2,0,28,2,0.4,0,1.7,4,0,2,0,1,0.2,17657,0,0,0,1,681,851,0,0,150,Leicester,West Ham,Stoke,Liverpool,Man Utd,0.7,1.4,0.7,0.9,0.7,0.9,0.7,0.7,0.8,1.9,0.7,0.7,1.1,0.7,0.8,0.7,1.1,29.1
Sadio,Mane,MID,LIV,9300000,6,62,2.9523809523809503,3.17460317460317e-07,6.66666666666667e-06,0,1568680,2,15,0,0,0,4,0,6.7,9284,-2,0,62,2,0.2,0,1.9,6,0,5,0,4,6.7,720160,0,0,0,2,915,18893,0,1,234,Burnley,Man City,Swansea,Huddersfield,Tottenham,2.1,1.8,2.7,2.2,2.5,2.3,3.1,3.1,1.5,2.4,2.0,2.5,3.2,2.3,2.8,1.8,3.0,103.2
Eliaquim,Mangala,DEF,MCI,5000000,6,21,1.0,2e-07,4.2000000000000004e-06,0,16042,0,2,0,0,0,0,0,4.2,1673,0,0,21,0,0.5,0,2.6,0,0,2,0,0,0.3,23371,0,0,0,0,483,2598,0,0,104,Watford,Liverpool,Newcastle,West Brom,Burnley,0.6,0.5,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.6,0.5,13.1
Javier,Manquillo,DEF,NEW,4400000,0,38,2.2,5e-07,8.63636363636364e-06,0,89206,1,26,0,0,0,0,0,8.6,4504,-1,0,38,1,0.3,0,1.3,1,0,3,0,0,1.0,77669,0,0,0,0,1530,513,0,0,203,Stoke,Swansea,Man City,Burnley,Crystal Palace,1.7,1.7,1.4,2.1,2.7,1.9,1.4,1.4,2.0,1.5,2.2,1.3,2.2,1.1,2.2,2.3,2.2,39.0
Solomon,March,MID,BHA,4900000,3,46,2.19047619047619,4.47035957240039e-07,9.38775510204082e-06,0,42187,2,15,0,0,0,1,0,9.4,433,-1,0,46,1,0.4,0,1.9,0,0,6,0,1,0.3,43783,0,0,0,0,1269,202,0,0,183,Bournemouth,West Brom,Chelsea,Southampton,West Ham,2.1,1.3,1.7,1.3,2.1,1.2,2.2,2.0,1.4,1.1,1.8,2.3,1.1,1.6,1.2,1.6,1.1,60.6
Adrian,Mariappa,DEF,WAT,4100000,0,22,1.6,3.9024390243902395e-07,5.365853658536589e-06,0,258411,2,24,0,0,0,0,0,5.4,31122,1,0,22,-1,0.2,0,0.7,0,0,2,0,0,5.3,349244,0,0,0,0,1029,4327,0,0,148,Man City,Southampton,Leicester,Stoke,Chelsea,0.9,1.1,0.9,1.1,1.2,1.3,0.9,1.2,0.8,0.9,0.9,1.1,1.0,2.2,1.0,1.0,0.8,25.8
Dean,Marney,MID,BUR,4400000,0,0,0.0,0.0,0.0,0,1043,0,0,0,0,0,0,0,0.0,27,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,618,0,0,0,0,0,32,0,0,0,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,1,75,3.5714285714285694,4.4642857142857105e-07,9.375e-06,0,306398,1,7,0,0,0,6,0,9.4,5739,0,0,75,0,0.3,0,2.4,1,0,5,0,4,2.2,315713,0,0,0,0,832,4775,0,0,255,Everton,Stoke,Burnley,Tottenham,Huddersfield,3.1,3.9,2.7,2.1,4.6,3.1,3.6,2.6,3.2,2.6,4.5,1.8,4.4,3.1,4.2,2.4,3.4,102.6
Cuco,Martina,DEF,EVE,4400000,1,39,3.0,6.81818181818182e-07,8.86363636363636e-06,0,68386,2,13,0,0,0,0,0,8.9,11471,-1,-1,39,1,0.9,0,4.0,0,0,5,0,0,1.9,137620,0,0,0,0,1110,12629,1,0,233,Man Utd,Tottenham,West Brom,Leicester,Arsenal,3.2,2.2,3.7,2.8,1.9,4.4,3.3,2.6,4.1,2.5,2.7,3.2,2.2,3.2,2.2,3.4,2.9,48.7
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,25640,0,0,0,0,0,0,0,0.0,403,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.6,1200,0,0,0,0,0,34,0,0,0,Chelsea,Bournemouth,Crystal Palace,Swansea,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2021,0,0,0,0,0,0,0,0.0,244,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2777,0,0,0,0,0,303,0,0,0,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,5,0.23809523809523803,4.8590864917395496e-08,1.0204081632653099e-06,0,2206,1,15,0,0,0,0,0,1.0,18,-1,0,5,1,0.0,0,0.1,0,0,0,0,0,0.0,1647,0,0,0,0,488,13,0,0,83,Newcastle,Man Utd,Huddersfield,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,15.3
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,69026,0,0,0,0,0,0,0,0.0,2967,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.9,83251,0,0,0,0,0,5636,0,0,0,Man City,Southampton,Leicester,Stoke,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4500000,0,33,1.65,3.6666666666666704e-07,7.33333333333333e-06,0,35888,3,20,0,0,0,0,0,7.3,5568,0,0,33,0,0.7,0,3.3,1,0,3,0,2,2.1,133100,0,0,0,0,981,26991,0,0,219,West Brom,Tottenham,Huddersfield,Bournemouth,Crystal Palace,2.4,0.8,1.2,2.4,1.1,1.5,0.8,0.8,1.4,1.3,1.4,1.0,1.5,0.8,1.0,0.8,1.1,48.2
Juan,Mata,MID,MUN,6800000,3,68,4.3,6.32352941176471e-07,1e-05,0,206740,0,7,0,0,0,3,0,10.0,10402,-2,0,68,2,0.7,0,4.7,6,0,9,0,3,2.4,168829,0,0,0,1,1084,7500,0,0,280,Everton,Stoke,Burnley,Tottenham,Huddersfield,4.2,5.1,3.7,2.9,5.9,4.1,4.7,3.5,4.3,3.6,5.7,2.5,5.6,4.1,5.4,3.2,4.5,105.4
Nemanja,Matic,MID,MUN,4800000,2,52,2.5,5.20833333333333e-07,1.0833333333333301e-05,0,966999,3,14,0,0,0,0,0,10.8,11912,-2,0,52,2,0.4,0,1.9,0,0,11,0,1,9.0,530481,0,0,0,0,1853,6539,0,0,321,Everton,Stoke,Burnley,Tottenham,Huddersfield,1.8,2.3,1.5,1.2,2.8,1.7,2.0,1.4,1.8,1.5,2.7,1.2,2.6,1.7,2.5,1.3,1.9,68.9
Joel,Matip,DEF,LIV,5400000,2,56,3.7,6.85185185185185e-07,1.03703703703704e-05,0,203486,1,19,0,0,0,1,0,10.4,1868,-1,0,56,1,0.2,0,1.1,3,0,6,0,0,1.9,127192,0,0,0,1,1350,2891,0,0,321,Burnley,Man City,Swansea,Huddersfield,Tottenham,3.7,3.6,3.2,3.2,4.3,3.8,5.3,4.2,2.8,4.7,4.4,2.5,4.1,3.7,4.6,3.8,5.3,59.6
Alfie,Mawson,DEF,SWA,5000000,2,63,3.0,6e-07,1.26e-05,0,74952,0,32,0,0,0,1,0,12.6,3627,0,0,63,0,0.4,0,2.0,3,0,6,0,0,1.0,65782,0,0,0,0,1890,700,0,0,382,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,3.1,2.6,3.0,3.4,2.3,3.2,3.1,3.9,2.5,3.1,2.2,2.8,2.6,2.4,3.4,2.4,3.3,59.6
Chancel,Mbemba,DEF,NEW,3900000,0,20,0.9523809523809521,2.44200244200244e-07,5.12820512820513e-06,0,620103,0,11,0,0,0,0,0,5.1,30449,-1,0,20,1,0.2,0,0.6,3,0,1,0,0,12.0,1064586,0,0,0,1,670,49199,0,0,133,Stoke,Swansea,Man City,Burnley,Crystal Palace,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.6,23.2
James,McArthur,MID,CRY,4300000,0,38,1.8095238095238102,4.2081949058693203e-07,8.83720930232558e-06,0,241936,3,12,0,0,0,2,0,8.8,14108,-2,0,38,2,0.6,0,2.4,4,0,2,0,0,2.8,162349,0,0,0,1,936,2621,0,0,155,Southampton,Burnley,Arsenal,West Ham,Newcastle,0.0,1.3,0.9,0.9,1.5,1.1,1.1,1.1,0.9,0.9,1.0,1.1,1.4,1.0,1.3,0.9,1.5,52.3
Gareth,McAuley,DEF,WBA,4600000,0,4,0.19047619047619,4.1407867494824e-08,8.695652173913041e-07,0,81761,0,9,0,0,0,0,0,0.9,440,-4,0,4,4,0.0,0,0.0,0,0,0,0,0,0.4,5348,0,0,0,0,258,74,0,0,47,West Ham,Brighton,Everton,Man City,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.1
Oliver,McBurnie,FWD,SWA,4500000,4,13,0.6190476190476191,1.37566137566138e-07,2.8888888888888903e-06,0,140557,0,3,0,0,0,0,0,2.9,11126,0,0,13,0,0.2,0,1.0,0,0,0,0,1,2.4,143019,0,0,0,0,177,31178,0,0,37,Tottenham,Newcastle,Liverpool,Arsenal,Leicester,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.0
Alex,McCarthy,GLK,SOU,4400000,8,8,0.38095238095238104,8.65800865800866e-08,1.81818181818182e-06,0,3032,0,0,0,3,0,0,0,1.8,355,-1,0,8,1,0.2,0,1.1,1,0,1,0,0,0.1,2569,0,0,0,0,90,1809,0,0,27,Crystal Palace,Watford,Tottenham,Brighton,West Brom,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.6
James,McCarthy,MID,EVE,4900000,1,1,0.0476190476190476,9.718172983479109e-09,2.04081632653061e-07,0,1902,0,1,0,0,0,0,0,0.2,8,-1,0,1,1,0.0,0,0.1,0,0,0,0,0,0.0,387,0,0,0,0,45,19,0,0,1,Man Utd,Tottenham,West Brom,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
James,McClean,MID,WBA,4800000,-1,20,0.9523809523809521,1.9841269841269802e-07,4.16666666666667e-06,0,8493,3,9,0,0,0,0,0,4.2,87,-2,0,20,2,0.2,0,1.1,0,0,3,0,0,0.1,5036,1,0,0,0,607,21,0,0,61,West Ham,Brighton,Everton,Man City,Southampton,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,39.6
Sam,McQueen,DEF,SOU,4300000,8,12,0.5714285714285711,1.32890365448505e-07,2.7906976744186e-06,0,4565,0,1,0,0,0,0,0,2.8,363,-2,0,12,2,0.3,0,1.3,2,0,1,0,0,0.1,3219,0,0,0,0,126,1805,0,0,40,Crystal Palace,Watford,Tottenham,Brighton,West Brom,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,6.6
Scott,McTominay,MID,MUN,4200000,0,4,0.19047619047619,4.53514739229025e-08,9.52380952380952e-07,0,31239,0,0,0,0,0,0,0,0.9,774,-3,1,4,3,0.1,0,0.6,0,0,1,0,0,0.4,45657,0,0,0,0,94,873,-1,0,19,Everton,Stoke,Burnley,Tottenham,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.8
Ben,Mee,DEF,BUR,4900000,5,69,3.6,7.3469387755102e-07,1.40816326530612e-05,0,587091,3,17,0,0,0,0,0,14.1,47993,4,0,69,-4,0.4,0,2.0,6,0,8,0,0,15.3,908395,0,0,0,1,1710,39555,0,0,339,Liverpool,Crystal Palace,Man Utd,Newcastle,Man City,4.0,4.4,4.0,3.4,3.4,3.2,4.2,3.5,4.1,4.4,3.7,4.5,3.5,3.7,5.0,2.9,3.8,78.0
