FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
David,de Gea,GLK,MUN,5400000,6,113,3.8,7.037037037037041e-07,2.0925925925925898e-05,0,920448,2,24,0,59,0,0,0,20.9,5469,-1,0,113,1,0.7,0,3.8,2,0,12,0,0,34.5,533224,0,368,0,1,2700,66536,0,0,483,Burnley,Man City,Swansea,Arsenal,Tottenham,7.4,4.5,4.8,8.3,4.7
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,5992,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,296,0,129,0,0,0,1,0,0,0,Arsenal,West Brom,Watford,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,15563,0,0,0,0,0,0,0,0.0,142,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15556,0,0,0,0,0,6,0,0,0,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0
Marten,de Roon,MID,MID,4400000,2,75,2.7,6.13636363636364e-07,1.7045454545454502e-05,0,120416,6,35,0,0,0,3,0,17.0,4254,-1,0,75,1,0.7,0,3.0,2,0,7,0,1,2.3,208208,0,0,0,1,2376,18751,0,0,341,Bournemouth,Sunderland,Man City,Chelsea,Southampton,4.8,1.8,1.4,2.2,1.4
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3461,0,0,0,0,0,0,0,0.0,15,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2416,0,0,0,0,0,1,0,0,0,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.0101010101010101,2.19587176108915e-09,2.1739130434782601e-07,0,10599,0,0,0,0,0,0,0,0.2,22,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,2060,0,11,0,0,15,21,0,0,2,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6800000,2,122,3.9,5.735294117647061e-07,1.79411764705882e-05,0,725799,6,47,0,0,0,10,0,17.7,54110,-2,1,122,2,0.5,0,3.5,18,0,6,0,4,6.2,787676,1,629,0,2,2617,8177,-1,0,432,Hull City,Liverpool,Leicester,Everton,Chelsea,3.9,5.5,3.4,5.3,4.8
Jermain,Defoe,FWD,SUN,7600000,2,152,4.8,6.31578947368421e-07,2e-05,0,1791233,1,57,0,0,0,14,0,20.0,87387,6,1,152,-6,0.3,0,2.0,24,0,5,0,3,18.1,2230430,0,595,0,6,2872,7725,-1,0,491,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,4.9,6.8,5.4,11.8,4.1
Steven,Defour,MID,BUR,5600000,0,53,0.5353535353535349,9.55988455988456e-08,9.46428571428571e-06,0,31290,1,13,0,0,0,1,0,9.5,34,-4,0,53,4,0.1,0,0.5,6,0,5,0,3,0.2,30822,0,0,0,0,1055,12,0,0,242,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,0.3,0.3,0.3,0.3,0.3
Damien,Delaney,DEF,CRY,4800000,0,48,1.9,3.9583333333333297e-07,1e-05,0,38355,7,34,0,0,0,0,0,10.0,304,-2,0,48,2,0.1,0,0.5,3,0,3,0,2,0.5,14870,0,366,0,1,1862,171,0,0,313,Liverpool,Tottenham,Burnley,Man City,Hull City,3.5,1.7,1.4,1.8,1.1
Fabian,Delph,MID,MCI,4700000,0,13,0.131313131313131,2.7938964109176897e-08,2.7659574468085098e-06,0,7345,1,4,0,0,0,1,0,2.8,430,-3,0,13,3,0.4,0,2.0,0,0,0,0,0,0.1,2950,0,156,0,0,224,95,0,0,62,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,0.1,0.1,0.1,0.2,0.1
Mousa,Dembele,MID,TOT,5400000,9,69,0.696969696969697,1.2906846240179602e-07,1.27777777777778e-05,0,29979,5,16,0,0,0,1,0,12.8,659,-1,0,69,1,0.7,0,3.8,6,0,11,0,2,0.6,38903,0,473,0,0,1853,2625,0,0,414,Crystal Palace,Arsenal,West Ham,Man Utd,Leicester,0.3,0.3,0.3,0.6,0.3
Jason,Denayer,DEF,SUN,4700000,1,47,2.2,4.68085106382979e-07,1e-05,0,4356,2,28,0,0,0,0,0,10.0,63,-3,0,47,3,0.3,0,1.3,2,0,5,0,0,0.1,2450,1,0,0,0,1679,43,0,0,280,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,1.5,2.5,1.5,4.1,1.5
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7859,1,1,0,0,0,0,0,0.4,16,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1093,0,259,0,0,24,9,0,0,6,Burnley,Man City,Swansea,Arsenal,Tottenham,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,133272,1,6,0,0,0,0,0,2.2,82,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19166,0,283,0,0,460,15,0,0,53,West Ham,Chelsea,Swansea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,861,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,291,0,0,0,0,0,7,0,0,0,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5000000,3,79,2.6,5.2e-07,1.58e-05,0,408744,6,20,0,0,0,2,0,15.8,4813,-5,0,79,5,1.2,0,6.0,4,0,14,0,0,4.9,73953,0,526,0,1,2521,6674,0,0,423,Crystal Palace,Arsenal,West Ham,Man Utd,Leicester,1.5,2.0,1.3,3.7,1.8
Adama,Diomande,FWD,HUL,4400000,0,42,1.9,4.31818181818182e-07,9.54545454545455e-06,0,510904,1,29,0,0,0,2,0,9.5,6580,-1,0,42,1,0.0,0,0.0,2,0,2,0,0,3.7,536532,0,0,0,0,1171,802,0,0,127,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,1.9,1.1,2.1,1.1,1.8
Mame Biram,Diouf,FWD,STK,5700000,1,38,1.7,2.98245614035088e-07,6.66666666666667e-06,0,35725,3,23,0,0,0,0,0,6.7,148,-3,0,38,3,0.2,0,1.0,0,0,4,0,2,0.3,18592,0,245,0,0,1173,88,0,0,149,Swansea,West Ham,Bournemouth,Arsenal,Southampton,1.1,1.6,1.0,1.4,0.9
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1178,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,111,0,0,0,0,0,0,0,0,0,Hull City,Liverpool,Leicester,Everton,Chelsea,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,24,0.24242424242424201,5.63777307963354e-08,5.58139534883721e-06,0,17110,4,35,0,0,0,0,0,5.6,114,-2,0,24,2,0.0,0,0.0,0,0,2,0,0,0.2,12196,0,0,0,0,1577,21,0,1,281,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,0.1,0.1,0.1,0.2,0.1
Abdoulaye,Doucoure,MID,WAT,4600000,3,27,0.272727272727273,5.92885375494071e-08,5.8695652173913e-06,0,1211,3,16,0,0,0,1,0,5.9,27,-4,0,27,4,0.5,0,2.3,0,0,4,0,0,0.0,697,0,0,0,0,830,28,0,0,135,Hull City,Liverpool,Leicester,Everton,Chelsea,0.1,0.1,0.1,0.2,0.1
Stewart,Downing,MID,MID,4900000,5,65,2.7,5.510204081632651e-07,1.3265306122449e-05,0,54071,1,25,0,0,0,1,0,13.3,369,-6,0,65,6,0.7,0,3.3,3,0,6,0,3,0.6,31506,0,0,0,0,1705,12236,0,0,307,Bournemouth,Sunderland,Man City,Chelsea,Southampton,4.8,1.8,1.4,2.2,1.4
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,241,0,0,0,0,0,0,0,0.0,18,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,341,0,0,0,0,0,21,0,0,0,Liverpool,Tottenham,Burnley,Man City,Hull City,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,1,62,2.4,4.52830188679245e-07,1.1698113207547199e-05,0,328002,5,43,0,0,0,1,0,11.7,1737,-2,0,62,2,0.4,0,2.3,3,0,6,0,1,3.8,86826,0,592,0,0,2220,324,0,0,355,Arsenal,West Brom,Watford,Man City,Tottenham,1.2,1.2,3.0,3.1,2.2
Nathan,Dyer,MID,SWA,4700000,0,12,1.5,3.1914893617021297e-07,2.5531914893617e-06,0,7807,0,11,0,0,0,0,0,2.6,22,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.1,1847,0,64,0,0,214,8,0,0,47,Stoke,Man Utd,Everton,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0
,Eduardo,GLK,CHE,4500000,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,5,0,0,0,0,0,5,0,0,0,Southampton,Everton,Middlesbrough,West Brom,Watford,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,238,0,0,0,0,0,0,0,0.0,24,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,550,0,0,0,0,0,23,0,0,0,Swansea,West Ham,Bournemouth,Arsenal,Southampton,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,1.0,2.2727272727272702e-07,4.54545454545455e-07,0,261,0,0,0,0,0,0,0,0.5,1,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,257,0,0,0,0,8,1,0,0,6,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,0.0,0.0,0.0,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4500000,0,14,0.141414141414141,3.14253647586981e-08,3.11111111111111e-06,0,951,0,9,0,0,0,0,0,3.1,117,0,0,14,0,0.0,0,0.0,0,0,1,0,0,0.0,1433,0,0,0,0,525,8,0,0,99,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,669,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1062,0,0,0,0,0,10,0,0,0,Hull City,Liverpool,Leicester,Everton,Chelsea,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,1,52,1.9,4.1304347826086996e-07,1.1304347826087e-05,0,22681,2,56,0,0,0,0,0,11.3,148,-4,0,52,4,0.3,0,1.3,1,0,1,0,2,0.2,8692,1,0,0,0,2149,60,0,1,370,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,2.1,1.0,2.0,1.0,1.3
Mohamed,Elneny,MID,ARS,4500000,0,26,0.26262626262626304,5.8361391694725e-08,5.7777777777777805e-06,0,32887,1,9,0,0,0,0,0,5.8,151,-5,0,26,5,0.2,0,1.0,0,0,3,0,1,0.4,10856,0,134,0,0,694,98,0,0,133,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.1,0.1,0.2,0.2,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,230,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,373,0,0,0,0,0,18,0,0,0,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25670,0,0,0,0,0,0,0,0.0,100,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15393,0,4,0,0,0,13,0,0,0,Stoke,Man Utd,Everton,Sunderland,West Brom,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8800000,7,182,5.9,6.70454545454545e-07,2.0681818181818202e-05,0,977030,0,21,0,0,0,7,0,20.7,28938,3,0,182,-3,0.8,0,7.3,23,0,14,0,16,18.0,1284526,0,738,0,5,2709,13603,0,0,665,Crystal Palace,Arsenal,West Ham,Man Utd,Leicester,5.5,6.9,4.4,13.2,6.2
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,123,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,141,0,0,0,0,0,1,0,0,0,Middlesbrough,Bournemouth,Hull City,Swansea,Arsenal,0.0,0.0,0.0,0.0,0.0
,Evandro,MID,HUL,4900000,0,11,0.111111111111111,2.2675736961451203e-08,2.24489795918367e-06,0,656,1,5,0,0,0,0,0,2.2,6,-1,0,11,1,0.1,0,0.3,0,0,2,0,0,0.0,769,0,0,0,0,365,4,0,0,63,Watford,Southampton,Sunderland,Crystal Palace,Tottenham,0.1,0.1,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,1,65,2.5,5.68181818181818e-07,1.4772727272727301e-05,0,377048,8,32,0,0,0,1,0,14.8,6267,-1,0,65,1,0.7,0,3.0,6,0,4,0,1,4.3,250486,0,343,0,1,2227,1141,0,0,393,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,2.3,1.4,4.5,2.0
Lukasz,Fabianski,GLK,SWA,4800000,4,90,2.7,5.625e-07,1.875e-05,0,158903,1,68,0,103,0,0,0,18.8,1406,-2,0,90,2,0.8,0,3.8,5,0,5,0,0,3.4,153932,0,366,1,0,2970,660,0,0,556,Stoke,Man Utd,Everton,Sunderland,West Brom,3.3,1.9,2.7,1.9,3.3
,Fabio,DEF,MID,4400000,1,56,0.565656565656566,1.28558310376492e-07,1.27272727272727e-05,0,33034,5,18,0,0,0,0,0,12.7,2180,-1,0,56,1,0.3,0,1.5,8,0,6,0,0,0.5,50166,0,0,0,0,1415,555,0,0,301,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.0,0.3,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,0,84,0.8484848484848492,1.2296881862099302e-07,1.21739130434783e-05,0,278971,7,12,0,0,0,4,0,12.2,3674,-6,0,84,6,0.5,0,3.3,11,0,2,0,9,1.9,102779,0,617,0,2,973,490,0,0,366,Southampton,Everton,Middlesbrough,West Brom,Watford,0.4,0.4,0.4,1.0,0.5
Adam,Federici,GLK,BOU,4400000,0,8,4.0,9.09090909090909e-07,1.81818181818182e-06,0,4193,1,3,0,5,0,0,0,1.8,48,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2161,0,31,0,0,180,21,0,0,37,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5000000,0,46,0.46464646464646503,9.29292929292929e-08,9.2e-06,0,156806,1,19,0,0,0,2,0,9.2,1884,-5,0,46,5,0.2,0,0.8,3,0,1,0,3,0.8,34790,0,0,0,1,916,49,0,1,189,Everton,Stoke,Tottenham,Liverpool,Burnley,0.2,0.2,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,3,42,1.7,2.9310344827586197e-07,7.24137931034483e-06,0,20051,8,14,0,0,0,1,0,7.2,244,-2,0,42,2,0.4,0,2.3,0,0,7,0,0,0.3,16187,0,164,0,0,1357,2360,0,0,228,Burnley,Man City,Swansea,Arsenal,Tottenham,1.8,1.1,0.8,1.6,0.9
Leroy,Fer,MID,SWA,4800000,2,89,3.1,6.45833333333333e-07,1.85416666666667e-05,0,683342,9,48,0,0,0,6,0,18.5,7163,-2,0,89,2,0.4,0,2.0,5,0,4,0,2,5.1,746791,0,107,0,2,2236,1774,0,0,392,Stoke,Man Utd,Everton,Sunderland,West Brom,3.2,2.4,3.2,3.0,3.0
Edimilson,Fernandes,MID,WHU,4700000,2,26,0.26262626262626304,5.58779282183537e-08,5.5319148936170195e-06,0,841,2,13,0,0,0,0,0,5.5,13,-3,0,26,3,0.3,0,1.3,0,0,1,0,0,0.0,855,0,0,0,0,641,10,0,0,92,Everton,Stoke,Tottenham,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,2,40,1.8,4.28571428571429e-07,9.52380952380952e-06,0,78693,5,39,0,0,0,0,0,9.5,2558,-3,0,40,3,0.6,0,2.5,1,0,3,0,1,1.7,52153,0,333,0,1,1980,541,0,0,333,Stoke,Man Utd,Everton,Sunderland,West Brom,1.9,1.0,1.4,1.0,1.9
,Fernandinho,MID,MCI,5300000,3,58,2.2,4.15094339622642e-07,1.09433962264151e-05,0,130402,4,23,0,0,0,1,0,10.9,740,-2,0,58,2,0.3,0,1.5,3,0,7,0,1,1.4,81393,0,417,0,0,2215,365,0,2,369,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,1.4,1.6,1.4,3.8,1.7
,Fernando,MID,MCI,4700000,0,17,0.17171717171717202,3.65355684504621e-08,3.61702127659574e-06,0,15706,3,9,0,0,0,0,0,3.6,86,-3,0,17,3,0.1,0,0.3,1,0,1,0,0,0.2,7939,0,236,0,0,558,26,0,0,99,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,0.1,0.1,0.1,0.2,0.1
Sam,Field,MID,WBA,4300000,0,8,0.0808080808080808,1.87925769321118e-08,1.86046511627907e-06,0,666,1,1,0,0,0,0,0,1.9,2,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.0,674,0,0,0,0,172,10,0,0,43,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8600000,11,166,5.4,6.27906976744186e-07,1.93023255813953e-05,0,1326711,5,37,0,0,0,11,0,19.3,7524,1,0,166,-1,0.8,0,6.5,17,0,8,0,10,13.4,1461111,0,522,0,6,2714,55244,0,0,580,Crystal Palace,Watford,Southampton,West Ham,Middlesbrough,6.3,6.0,6.4,4.3,7.3
Viktor,Fischer,MID,MID,4900000,0,21,0.212121212121212,4.32900432900433e-08,4.28571428571429e-06,0,43943,0,6,0,0,0,0,0,4.3,29,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2182,0,0,0,0,407,11,0,0,74,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.2,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4200000,0,11,0.111111111111111,2.64550264550265e-08,2.61904761904762e-06,0,5828,0,4,0,0,0,0,0,2.6,157,-3,0,11,3,0.1,0,0.5,0,0,0,0,0,0.1,7180,0,0,0,0,250,231,0,0,44,Liverpool,Tottenham,Burnley,Man City,Hull City,0.2,0.1,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,0,8,0.0808080808080808,1.87925769321118e-08,1.86046511627907e-06,0,19076,2,4,0,0,0,0,0,1.9,108,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.2,5050,0,67,0,0,315,34,0,0,51,Man Utd,Crystal Palace,West Brom,Bournemouth,West Ham,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.131313131313131,2.62626262626263e-08,2.6e-06,0,13099,2,10,0,0,0,0,0,2.6,136,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.1,13948,0,0,0,0,322,50,0,0,24,Everton,Stoke,Tottenham,Liverpool,Burnley,0.1,0.1,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,2,91,2.8,6.22222222222222e-07,2.02222222222222e-05,0,599915,0,37,0,0,0,2,0,20.2,24946,0,0,91,0,0.5,0,2.3,2,0,8,0,2,8.8,433503,0,403,0,1,2849,2871,0,0,400,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,3.3,1.9,3.7,2.0
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,384,0,0,0,0,0,0,0,0.2,6,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,466,0,0,0,0,10,4,0,0,2,Hull City,Liverpool,Leicester,Everton,Chelsea,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,1,74,2.6,4.90566037735849e-07,1.3962264150943399e-05,0,240753,3,44,0,0,0,0,0,14.0,2843,-2,0,74,2,0.4,0,2.0,6,0,8,0,0,3.2,154801,0,487,0,0,2520,256,0,0,492,Everton,Stoke,Tottenham,Liverpool,Burnley,2.5,2.3,2.9,3.4,1.6
Adam,Forshaw,MID,MID,4500000,0,67,2.4,5.33333333333333e-07,1.48888888888889e-05,0,47434,3,25,0,0,0,0,0,14.9,1029,0,0,67,0,0.2,0,1.0,3,0,8,0,2,0.5,61446,0,0,0,0,2243,591,0,0,365,Bournemouth,Sunderland,Man City,Chelsea,Southampton,4.0,1.5,1.2,1.8,1.2
Fraser,Forster,GLK,SOU,5000000,1,100,3.2,6.4e-07,2e-05,0,209835,3,40,0,58,0,0,0,20.0,3441,0,0,100,0,0.8,0,4.0,1,0,11,0,0,4.0,168729,0,233,0,0,2790,2793,0,0,478,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,2.9,4.0,7.9,5.7,4.2
Ben,Foster,GLK,WBA,4700000,2,102,3.1,6.59574468085106e-07,2.17021276595745e-05,0,466769,2,42,0,101,0,0,0,21.7,24525,2,0,102,-2,0.6,0,3.0,4,0,6,0,0,13.6,665573,0,129,0,2,2970,1255,0,0,559,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,3.2,2.1,6.3,2.7
Timothy,Fosu-Mensah,DEF,MUN,4100000,1,2,0.0202020202020202,4.927322000492729e-09,4.878048780487799e-07,0,9685,0,0,0,0,0,0,0,0.5,78,-4,0,2,4,0.1,0,0.3,0,0,0,0,0,0.2,4054,0,40,0,0,2,153,0,0,5,Burnley,Man City,Swansea,Arsenal,Tottenham,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4500000,0,71,2.4,5.33333333333333e-07,1.5777777777777803e-05,0,171734,3,50,0,0,0,0,0,15.8,1085,0,0,71,0,0.4,0,2.0,5,0,8,0,1,1.3,165910,0,462,0,1,2488,1069,0,1,531,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,2.4,1.5,2.9,2.6,1.2
Ryan,Fraser,MID,BOU,4600000,0,81,0.818181818181818,1.77865612648221e-07,1.7608695652173898e-05,0,102016,3,29,0,0,0,3,0,17.6,6151,-4,1,81,4,0.3,0,1.3,8,0,5,0,6,1.3,153889,0,0,0,2,1473,1296,-1,0,273,Middlesbrough,Sunderland,Stoke,Burnley,Leicester,0.4,0.4,0.4,0.5,0.4
George,Friend,DEF,MID,4200000,1,47,2.6,6.19047619047619e-07,1.1190476190476199e-05,0,289997,2,21,0,0,0,0,0,11.2,926,-3,0,47,3,0.1,0,0.3,5,0,3,0,2,1.9,153442,0,0,0,0,1424,5063,0,0,290,Bournemouth,Sunderland,Man City,Chelsea,Southampton,5.0,2.4,2.1,3.1,2.7
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,65795,0,0,0,0,0,0,0,0.0,201,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4499,0,0,0,0,0,42,0,0,0,Bournemouth,Sunderland,Man City,Chelsea,Southampton,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.0909090909090909,2.02020202020202e-08,2e-06,0,923,0,7,0,0,0,0,0,2.0,15,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,1045,0,0,0,0,188,13,0,0,38,Liverpool,Tottenham,Burnley,Man City,Hull City,0.0,0.0,0.0,0.0,0.0
Christian,Fuchs,DEF,LEI,5300000,4,86,2.9,5.47169811320755e-07,1.62264150943396e-05,0,420396,8,47,0,0,0,2,0,16.2,5639,-2,0,86,2,0.8,0,4.0,6,0,6,0,4,5.4,194184,0,482,0,1,2563,2461,0,0,558,Arsenal,West Brom,Watford,Man City,Tottenham,2.6,2.5,3.4,5.8,3.9
Jay,Fulton,MID,SWA,4400000,2,19,0.191919191919192,4.36179981634527e-08,4.31818181818182e-06,0,1526,2,15,0,0,0,0,0,4.3,10,-1,0,19,1,0.1,0,0.5,0,0,3,0,0,0.0,987,0,4,0,0,690,7,0,0,92,Stoke,Man Utd,Everton,Sunderland,West Brom,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4500000,0,69,3.0,6.66666666666667e-07,1.53333333333333e-05,0,203583,0,19,0,0,0,0,0,15.0,6237,-5,1,69,5,0.0,0,0.0,4,0,7,0,1,1.6,156933,0,304,0,0,1543,48,-1,0,365,West Ham,Chelsea,Swansea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6400000,1,27,0.272727272727273,4.26136363636364e-08,4.21875e-06,0,402005,1,7,0,0,0,4,0,4.2,27375,-1,1,27,1,0.0,0,0.3,4,0,1,0,0,3.3,537879,0,0,0,1,336,8140,-1,0,119,Chelsea,Hull City,Liverpool,Arsenal,Middlesbrough,0.1,0.1,0.2,0.2,0.1
,Gabriel,DEF,ARS,4800000,1,39,0.393939393939394,8.20707070707071e-08,8.125e-06,0,41965,4,16,0,0,0,0,0,8.1,1058,-2,0,39,2,0.6,0,2.8,2,0,4,0,0,0.5,48020,0,244,0,0,1301,1422,0,0,264,Leicester,Tottenham,Man Utd,Southampton,Stoke,0.2,0.2,0.4,0.4,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.0909090909090909,2.2727272727272702e-08,2.25e-06,0,19590,0,3,0,0,0,0,0,2.3,114,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,16243,0,126,0,0,247,35,0,0,44,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0,0.0
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,29212,0,0,0,0,0,0,0,0.0,94,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,2002,0,0,0,0,0,3,0,0,0,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0303030303030303,6.060606060606059e-09,6e-07,0,606,0,1,0,0,0,0,0,0.6,8,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,580,0,0,0,0,29,11,0,0,11,Man Utd,Middlesbrough,Crystal Palace,Leicester,West Brom,0.0,0.0,0.0,0.0,0.0
