FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Yannick,Bolasie,MID,EVE,5700000,0,45,0.483870967741936,8.488964346349749e-08,7.89473684210526e-06,0,419793,3,14,0,0,0,1,0,7.9,179,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.7,292884,0,469,0,0,1048,22,0,0,172,Leicester,Burnley,West Ham,Chelsea,Swansea,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Wilfried,Bony,FWD,STK,6900000,0,29,0.31182795698924703,4.5192457534673496e-08,4.20289855072464e-06,0,131120,1,12,0,0,0,2,0,4.2,76,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,113628,0,249,0,1,684,44,0,0,92,Liverpool,Hull City,Swansea,West Ham,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fabio,Borini,FWD,SUN,5100000,2,32,2.0,3.9215686274509797e-07,6.27450980392157e-06,0,85689,3,23,0,0,0,1,0,6.3,453,-4,0,32,4,0.3,0,1.7,1,0,4,0,0,0.6,28079,0,280,0,0,1238,397,0,0,114,Man Utd,West Ham,Middlesbrough,Bournemouth,Hull City,1.5,2.0,1.2,2.0,1.5,2.1,1.0
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3045,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,120,0,123,0,0,0,0,0,0,0,Sunderland,Chelsea,Burnley,Man City,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4500000,3,98,3.4,7.555555555555559e-07,2.1777777777777803e-05,0,250449,2,53,0,91,0,0,0,21.8,2790,0,0,98,0,1.1,0,4.8,6,0,7,0,0,5.9,269482,0,281,2,2,2610,1663,0,0,536,Chelsea,Tottenham,Middlesbrough,Sunderland,Stoke,4.0,2.7,4.0,2.7,4.6,4.2,2.1
Sofiane,Boufal,MID,SOU,6700000,0,32,0.34408602150537604,5.13561226127427e-08,4.77611940298507e-06,0,12862,4,16,0,0,0,1,0,4.8,74,-3,0,32,3,0.0,0,0.3,1,0,3,0,1,0.1,13112,0,0,0,0,784,11,0,0,127,West Brom,Man City,Chelsea,Hull City,Liverpool,0.0,0.2,0.2,0.2,0.2,0.2,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0537634408602151,1.194743130227e-08,1.11111111111111e-06,0,5198,0,1,0,0,0,0,0,1.1,44,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5859,0,0,0,0,65,47,0,0,15,Man City,Stoke,Watford,Southampton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,8,75,2.5,4.90196078431373e-07,1.4705882352941199e-05,0,12930,3,37,0,0,0,2,0,14.7,171,-4,0,75,4,0.7,0,3.8,1,0,7,0,1,0.2,9727,0,0,0,0,2370,1442,0,0,320,Middlesbrough,Everton,Man Utd,Crystal Palace,West Brom,1.4,1.2,2.2,1.4,2.5,1.2,1.9
Robbie,Brady,MID,BUR,5500000,1,26,0.279569892473118,5.0830889540567005e-08,4.7272727272727305e-06,0,15409,0,4,0,0,0,1,0,4.7,2932,0,0,26,0,0.2,0,1.0,4,0,0,0,2,0.4,32442,0,0,0,0,339,68,0,0,87,Middlesbrough,Everton,Man Utd,Crystal Palace,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3614,0,0,0,0,0,0,0,0.0,35,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2802,0,27,0,0,0,12,0,0,0,Stoke,West Brom,Crystal Palace,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,0,59,3.1,6.2e-07,1.18e-05,0,119171,0,25,0,31,0,0,0,11.8,609,-5,0,59,5,0.0,0,0.0,3,0,4,0,0,1.3,123107,0,0,1,1,1710,248,0,0,309,Hull City,Southampton,Man Utd,Middlesbrough,Crystal Palace,3.7,3.3,2.5,2.9,3.5,3.1,2.4
Miguel,Britos,DEF,WAT,4300000,3,69,2.8,6.51162790697674e-07,1.6046511627907e-05,0,50800,6,34,0,0,0,1,0,16.0,11037,-2,0,69,2,1.6,0,6.7,8,0,6,0,2,1.1,91770,0,205,0,2,2172,921,0,2,396,Tottenham,Swansea,Hull City,Liverpool,Leicester,0.0,0.0,2.0,3.9,1.4,1.6,2.9
Leon,Britton,MID,SWA,4400000,0,20,0.21505376344086,4.88758553274682e-08,4.54545454545455e-06,0,3996,2,22,0,0,0,0,0,4.5,21,-1,0,20,1,0.0,0,0.0,0,0,2,0,0,0.1,1856,0,166,0,0,802,4,0,0,133,West Ham,Watford,Stoke,Man Utd,Everton,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,92,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,107,0,0,0,0,0,0,0,0,0,Swansea,Sunderland,Everton,Stoke,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,110178,0,0,0,0,0,0,0,0.0,1754,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.3,136094,0,22,0,0,0,86,0,0,0,Leicester,Burnley,West Ham,Chelsea,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,7168,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4676,0,0,0,0,0,17,0,0,0,Man City,Stoke,Watford,Southampton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,5100000,1,86,0.9247311827956991,1.81319839763863e-07,1.68627450980392e-05,0,111669,4,27,0,0,0,3,0,16.9,6818,1,0,86,-1,0.5,0,2.5,10,0,4,0,3,3.5,249123,0,230,0,2,1899,2250,0,0,378,Southampton,Liverpool,Leicester,Burnley,Chelsea,0.7,0.8,0.0,0.5,0.5,0.5,0.5
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2681,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2479,0,0,0,0,0,4,0,0,0,Swansea,Sunderland,Everton,Stoke,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack,Butland,GLK,STK,4500000,0,0,0.0,0.0,0.0,0,147125,0,0,0,0,0,0,0,0.0,184,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.8,3909,0,341,0,0,0,29,0,0,0,Liverpool,Hull City,Swansea,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,0,16,0.17204301075268802,4.09626216077829e-08,3.80952380952381e-06,0,32573,4,20,0,0,0,0,0,3.8,165,-3,0,16,3,0.4,0,1.5,0,0,1,0,1,0.3,16271,0,39,0,0,799,509,0,0,136,Swansea,Sunderland,Everton,Stoke,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,6,44,0.47311827956989294,1.0066346373827501e-07,9.36170212765957e-06,0,33393,0,9,0,19,0,0,0,9.4,404,-3,0,44,3,0.7,0,3.3,1,0,4,0,0,0.9,51410,0,45,1,0,990,7464,0,0,206,Hull City,Southampton,Man Utd,Middlesbrough,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yohan,Cabaye,MID,CRY,5600000,1,66,2.4,4.28571428571429e-07,1.1785714285714301e-05,0,139053,6,37,0,0,0,2,0,11.8,1412,-4,0,66,4,0.5,1,3.0,4,0,5,0,3,1.1,30808,0,397,0,1,1792,95,0,0,334,Arsenal,Leicester,Liverpool,Tottenham,Burnley,0.0,0.0,0.0,2.5,1.4,2.6,1.8
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,111,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,313,0,0,0,0,0,33,0,0,0,West Brom,Man City,Chelsea,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6600000,2,137,4.6,6.96969696969697e-07,2.07575757575758e-05,0,272259,3,24,0,0,0,4,0,20.8,7332,6,0,137,-6,0.5,0,3.3,12,0,13,0,0,15.4,626957,1,283,0,2,2693,11477,0,0,616,Bournemouth,Man Utd,Southampton,Everton,Middlesbrough,5.5,4.5,6.7,4.1,6.0,5.4,5.8
Jonathan,Calleri,FWD,WHU,6600000,0,14,0.150537634408602,2.2808732486151804e-08,2.12121212121212e-06,0,3478,0,3,0,0,0,1,0,2.1,37,-4,0,14,4,0.0,0,0.3,0,0,0,0,0,0.0,3289,0,0,0,0,206,44,0,0,32,Swansea,Sunderland,Everton,Stoke,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,423899,0,25,0,0,0,6,0,10.5,416,-5,0,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354653,0,165,0,0,1361,27,0,0,170,Chelsea,Tottenham,Middlesbrough,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,4.0,2.5
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,14,0.150537634408602,3.3452807646355996e-08,3.11111111111111e-06,0,2421,0,5,0,0,0,1,0,3.1,292,0,0,14,0,0.6,0,2.5,1,0,0,0,0,0.1,4942,0,0,0,0,212,887,0,0,38,Leicester,Burnley,West Ham,Chelsea,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Geoff,Cameron,DEF,STK,4200000,2,35,0.376344086021505,8.96057347670251e-08,8.33333333333333e-06,0,27043,1,14,0,0,0,0,0,8.3,427,-3,0,35,3,0.2,0,0.7,2,0,4,0,0,0.4,28027,0,293,0,0,999,454,0,0,205,Liverpool,Hull City,Swansea,West Ham,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,12,0.129032258064516,2.93255131964809e-08,2.7272727272727298e-06,0,79652,0,3,0,0,0,1,0,2.7,1393,-1,0,12,1,0.0,0,0.0,0,0,0,0,0,1.0,87232,0,12,0,0,120,164,0,0,47,Arsenal,Leicester,Liverpool,Tottenham,Burnley,0.0,0.0,0.0,0.1,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5078,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,478,0,175,0,0,0,0,0,0,0,Crystal Palace,Middlesbrough,Leicester,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,2,77,0.827956989247312,1.7616106154198101e-07,1.63829787234043e-05,0,182435,6,25,0,0,0,4,0,16.4,3997,-3,0,77,3,0.7,0,3.5,9,0,4,0,2,2.3,200584,0,399,0,1,1741,9434,0,0,326,Stoke,West Brom,Crystal Palace,Watford,Southampton,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Etienne,Capoue,MID,WAT,4500000,3,107,3.6,8e-07,2.37777777777778e-05,0,1604288,4,45,0,0,0,5,0,23.8,46057,0,0,107,0,0.5,0,2.3,14,0,6,0,2,23.4,2274711,0,347,0,3,2626,4758,0,0,455,Tottenham,Swansea,Hull City,Liverpool,Leicester,0.0,0.0,3.1,3.0,2.7,2.4,3.2
Baily,Cargill,DEF,BOU,4000000,0,1,0.010752688172043001,2.68817204301075e-09,2.5e-07,0,464,0,0,0,0,0,0,0,0.3,46,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1296,0,0,0,0,13,19,0,0,5,Chelsea,Tottenham,Middlesbrough,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael,Carrick,MID,MUN,4200000,2,30,0.32258064516129,7.68049155145929e-08,7.142857142857139e-06,0,121887,1,9,0,0,0,0,0,7.1,1767,-3,0,30,3,0.5,0,2.3,0,0,4,0,0,1.7,136846,0,275,0,0,1136,7545,0,0,201,Sunderland,Chelsea,Burnley,Man City,Swansea,0.2,0.2,0.4,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,WHU,6300000,2,64,3.8,6.03174603174603e-07,1.0158730158730198e-05,0,564746,3,25,0,0,0,7,0,10.2,30782,-2,0,64,2,0.6,0,3.8,6,0,3,0,1,4.8,473242,0,381,0,1,1222,14189,0,0,238,Swansea,Sunderland,Everton,Stoke,Tottenham,0.0,4.2,4.3,3.5,4.6,5.1,3.4
Tom,Carroll,MID,SWA,4300000,2,30,0.32258064516129,7.50187546886722e-08,6.97674418604651e-06,0,37356,0,15,0,0,0,0,0,7.0,2797,-2,0,30,2,0.5,0,2.3,1,0,2,0,2,1.6,95861,0,93,0,0,870,1418,0,0,148,West Ham,Watford,Stoke,Man Utd,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,1946,0,0,0,0,0,0,0,0.0,14,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,913,0,0,0,0,0,15,0,0,0,Watford,Bournemouth,Crystal Palace,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,7,31,0.33333333333333304,7.75193798449612e-08,7.209302325581401e-06,0,19346,3,17,0,0,0,0,0,7.2,370,-2,0,31,2,1.6,0,6.7,3,0,2,0,1,0.4,12278,0,335,0,1,1072,7035,0,0,169,Tottenham,Swansea,Hull City,Liverpool,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lee,Cattermole,MID,SUN,4200000,1,4,0.043010752688172005,1.0240655401945699e-08,9.52380952380952e-07,0,6428,2,4,0,0,0,0,0,1.0,39,-3,0,4,3,0.1,0,0.3,0,0,0,0,0,0.1,2858,0,246,0,0,247,257,0,0,25,Man Utd,West Ham,Middlesbrough,Bournemouth,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,0.408602150537634,5.8371735791090596e-08,5.4285714285714306e-06,0,372959,2,5,0,0,0,2,0,5.4,97,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330148,0,259,0,0,618,13,0,0,159,Crystal Palace,Middlesbrough,Leicester,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Petr,Cech,GLK,ARS,5400000,0,91,3.4,6.2962962962963e-07,1.68518518518519e-05,0,549800,2,32,0,81,0,0,0,16.9,17273,-1,0,91,1,0.1,0,0.7,0,0,8,0,0,11.6,293622,1,409,0,0,2377,143,0,0,472,Crystal Palace,Middlesbrough,Leicester,Tottenham,Man Utd,0.0,3.1,3.7,2.8,3.1,3.4,3.8
,Cedric,DEF,SOU,4800000,4,75,3.4,7.08333333333333e-07,1.5625e-05,0,155636,3,26,0,0,0,0,0,15.6,1316,-2,0,75,2,0.8,0,3.7,11,0,7,0,2,2.0,185081,0,320,0,1,1817,4397,0,0,437,West Brom,Man City,Chelsea,Hull City,Liverpool,3.4,3.8,3.1,4.5,3.7,3.0,4.6
Nacer,Chadli,MID,WBA,6000000,2,102,1.09677419354839,1.8279569892473102e-07,1.7e-05,0,318716,1,25,0,0,0,5,0,17.0,4281,-5,0,102,5,0.5,0,3.0,8,0,6,0,6,1.9,363774,0,173,0,2,1773,2711,0,0,322,Southampton,Liverpool,Leicester,Burnley,Chelsea,0.6,0.5,0.0,0.8,0.5,0.5,0.5
Nathaniel,Chalobah,MID,CHE,4500000,0,10,0.10752688172043,2.389486260454e-08,2.22222222222222e-06,0,953,1,0,0,0,0,0,0,2.2,4,0,0,10,0,0.0,0,0.0,0,0,0,0,1,0.0,1016,0,0,0,0,79,4,0,0,35,Bournemouth,Man Utd,Southampton,Everton,Middlesbrough,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Chamberlain,MID,ARS,5800000,4,68,0.7311827956989251,1.26065999258435e-07,1.17241379310345e-05,0,156154,0,19,0,0,0,2,0,11.7,389,-2,0,68,2,0.3,0,2.0,2,0,3,0,5,1.2,120477,0,186,0,1,1244,450,0,0,330,Crystal Palace,Middlesbrough,Leicester,Tottenham,Man Utd,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,MID,4300000,0,66,3.5,8.13953488372093e-07,1.53488372093023e-05,0,295838,4,23,0,0,0,1,0,15.3,7327,-2,0,66,2,0.0,0,0.0,6,0,6,0,1,3.5,291536,0,70,0,0,1710,425,0,0,398,Burnley,Arsenal,Bournemouth,Sunderland,Man City,0.0,4.8,7.7,3.8,3.3,4.7,4.0
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4633,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,183,0,85,0,0,0,1,0,0,0,Southampton,Liverpool,Leicester,Burnley,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,11,0.11827956989247301,2.75068767191798e-08,2.55813953488372e-06,0,8955,1,5,0,0,0,0,0,2.6,85,-2,0,11,2,0.2,0,0.7,0,0,1,0,0,0.1,4453,0,0,0,0,324,43,0,0,68,Everton,Crystal Palace,Arsenal,West Brom,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3544,0,0,0,0,0,0,0,0.0,26,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3014,0,2,0,0,0,6,0,0,0,Stoke,West Brom,Crystal Palace,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Christian Benteke,FWD,CRY,7100000,5,102,3.6,5.07042253521127e-07,1.4366197183098599e-05,0,911970,8,46,0,0,0,11,0,14.4,9134,-4,-1,102,4,0.8,2,5.7,9,0,5,0,2,6.9,1074548,0,315,0,2,2444,53991,1,0,283,Arsenal,Leicester,Liverpool,Tottenham,Burnley,3.9,4.8,8.0,4.6,3.9,5.0,3.5
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5674,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6723,0,0,0,0,0,2,0,0,0,Man City,Stoke,Watford,Southampton,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,25,0.26881720430107503,5.84385226741468e-08,5.43478260869565e-06,0,4523,3,14,0,0,0,0,0,5.4,22,-4,0,25,4,0.0,0,0.0,0,0,1,0,1,0.1,2459,0,183,0,0,848,10,0,0,115,West Brom,Man City,Chelsea,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Clayton,MID,MID,4300000,1,51,2.0,4.65116279069767e-07,1.18604651162791e-05,0,61041,8,29,0,0,0,0,0,11.9,1034,-2,0,51,2,0.4,0,1.7,0,0,8,0,1,0.9,76604,0,0,0,0,2084,677,0,0,326,Burnley,Arsenal,Bournemouth,Sunderland,Man City,2.1,1.1,3.1,1.1,1.0,1.4,1.0
Tom,Cleverley,MID,WAT,5100000,3,37,1.9,3.72549019607843e-07,7.254901960784309e-06,0,11050,4,21,0,0,0,0,0,7.3,217,-4,0,37,4,0.5,0,2.3,0,0,2,0,2,0.2,5429,0,241,0,0,1220,33,0,0,196,Tottenham,Swansea,Hull City,Liverpool,Leicester,0.0,1.5,1.1,1.1,1.0,1.0,1.1
Gael,Clichy,DEF,MCI,5200000,0,63,3.3,6.346153846153849e-07,1.2115384615384599e-05,0,61337,2,21,0,0,0,1,0,12.1,531,-3,0,63,3,0.1,0,0.7,8,0,5,0,0,1.3,39193,0,166,0,2,1624,3451,0,0,370,Hull City,Southampton,Man Utd,Middlesbrough,Crystal Palace,4.0,3.6,2.8,3.2,3.9,3.4,2.6
Sam,Clucas,MID,HUL,4700000,1,62,2.1,4.4680851063829794e-07,1.31914893617021e-05,0,7087,7,57,0,0,0,1,0,13.2,613,-3,0,62,3,0.4,0,1.8,2,0,3,0,1,0.1,8956,0,0,0,0,2589,177,0,1,384,Man City,Stoke,Watford,Southampton,Sunderland,1.0,1.0,2.4,1.0,2.4,1.1,1.5
Nathaniel,Clyne,DEF,LIV,5800000,1,92,3.1,5.344827586206899e-07,1.58620689655172e-05,0,522069,0,38,0,0,0,0,0,15.9,6701,3,0,92,-3,0.3,0,1.8,9,0,7,0,2,9.6,480202,0,387,0,1,2700,3780,0,0,564,Stoke,West Brom,Crystal Palace,Watford,Southampton,2.8,2.9,3.8,2.1,4.1,3.5,3.6
Seamus,Coleman,DEF,EVE,5800000,0,133,5.1,8.79310344827586e-07,2.2931034482758603e-05,0,872550,3,28,0,0,0,4,0,22.9,54154,3,0,133,-3,0.5,0,3.0,15,0,10,0,4,5.8,941901,0,327,0,4,2316,1320,0,0,548,Leicester,Burnley,West Ham,Chelsea,Swansea,0.0,0.0,0.0,0.0,0.0,7.0,5.8
James,Collins,DEF,WHU,4200000,1,34,0.36559139784946204,8.70455709165386e-08,8.09523809523809e-06,0,365488,1,22,0,0,0,1,0,8.1,954,-3,0,34,3,0.1,0,0.5,3,0,2,0,0,3.6,348326,0,217,0,1,1025,1029,0,0,212,Swansea,Sunderland,Everton,Stoke,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Cook,MID,BOU,4200000,0,2,0.021505376344086002,5.12032770097286e-09,4.76190476190476e-07,0,35237,0,3,0,0,0,0,0,0.5,454,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.8,26412,0,0,0,0,80,503,0,0,10,Chelsea,Tottenham,Middlesbrough,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve,Cook,DEF,BOU,4800000,2,94,3.0,6.25e-07,1.9583333333333302e-05,0,135074,5,56,0,0,0,2,0,19.6,1847,-2,0,94,2,0.9,0,4.5,17,0,8,0,0,2.7,206168,1,443,0,1,2790,4959,0,0,641,Chelsea,Tottenham,Middlesbrough,Sunderland,Stoke,3.4,2.2,3.4,2.2,3.9,3.6,1.7
Francis,Coquelin,MID,ARS,4300000,0,43,0.46236559139785,1.0752688172042999e-07,1e-05,0,171512,5,26,0,0,0,0,0,10.0,1556,-2,0,43,2,0.1,0,0.3,1,0,4,0,1,1.9,147380,0,246,0,0,1568,441,0,0,262,Crystal Palace,Middlesbrough,Leicester,Tottenham,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jack,Cork,MID,SWA,4600000,2,46,1.7,3.69565217391304e-07,1e-05,0,4547,7,50,0,0,0,0,0,10.0,38,-4,0,46,4,0.4,0,2.0,0,0,3,0,1,0.1,1966,2,376,0,0,2136,51,0,0,324,West Ham,Watford,Stoke,Man Utd,Everton,0.8,1.1,1.2,0.9,1.3,1.2,1.2
,Costa,FWD,CHE,10500000,2,158,5.6,5.33333333333333e-07,1.5047619047619e-05,0,2640791,7,24,0,0,0,17,0,14.9,100001,10,1,158,-10,0.1,1,1.3,22,0,11,0,7,34.4,3622391,0,533,0,3,2482,13791,-1,0,548,Bournemouth,Man Utd,Southampton,Everton,Middlesbrough,6.6,6.3,8.0,5.4,7.6,6.1,8.2
Thibaut,Courtois,GLK,CHE,5900000,4,117,3.9,6.61016949152542e-07,1.98305084745763e-05,0,363482,1,24,0,59,0,0,0,19.8,7451,4,0,117,-4,0.4,0,2.3,0,0,13,0,0,15.0,488746,0,230,0,1,2700,3708,0,0,513,Bournemouth,Man Utd,Southampton,Everton,Middlesbrough,4.3,3.5,5.4,3.2,4.8,4.3,4.6
Philippe,Coutinho,MID,LIV,8400000,7,120,1.29032258064516,1.5360983102918598e-07,1.42857142857143e-05,0,2501868,2,25,0,0,0,8,0,14.3,132452,4,-1,120,-4,0.7,0,5.8,14,0,4,0,7,20.8,2494921,0,459,0,3,1723,32957,1,0,458,Stoke,West Brom,Crystal Palace,Watford,Southampton,0.0,0.0,0.7,0.6,0.7,0.6,0.9
Aaron,Cresswell,DEF,WHU,5200000,0,50,2.4,4.615384615384621e-07,9.61538461538462e-06,0,35616,2,30,0,0,0,0,0,9.6,2985,-3,0,50,3,0.3,0,1.8,1,0,4,0,2,0.4,34179,0,514,0,0,1788,72,0,1,282,Swansea,Sunderland,Everton,Stoke,Tottenham,0.0,1.6,2.2,2.0,2.5,3.0,1.4
Peter,Crouch,FWD,STK,4700000,1,61,2.8,5.95744680851064e-07,1.2978723404255301e-05,0,296764,1,19,0,0,0,4,0,13.0,13728,-3,0,61,3,0.1,0,0.7,6,0,3,0,3,3.9,413682,0,47,0,2,1078,3771,0,0,180,Liverpool,Hull City,Swansea,West Ham,Bournemouth,3.6,3.8,2.5,3.3,2.1,3.0,2.1
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,54006,0,0,0,0,0,0,0,0.0,28,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.6,761,0,8,0,0,0,1,0,0,0,Bournemouth,Man Utd,Southampton,Everton,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4726,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1109,0,0,0,0,0,16,0,0,0,Swansea,Sunderland,Everton,Stoke,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,5100000,1,108,4.0,7.843137254901959e-07,2.11764705882353e-05,0,570040,1,42,0,0,0,3,0,21.2,7913,1,0,108,-1,0.7,0,3.5,12,0,8,0,3,8.8,743583,0,491,0,4,2430,11044,0,0,559,Chelsea,Tottenham,Middlesbrough,Sunderland,Stoke,5.1,3.5,5.1,3.4,5.7,5.3,2.7
Scott,Dann,DEF,CRY,5200000,0,61,2.7,5.19230769230769e-07,1.1730769230769198e-05,0,296956,2,36,0,0,0,3,0,11.7,3458,-3,0,61,3,0.1,0,0.7,4,0,2,0,1,2.3,109953,0,480,0,2,1752,47,0,0,310,Arsenal,Leicester,Liverpool,Tottenham,Burnley,0.0,0.0,0.0,2.8,2.4,3.0,2.1
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2245,0,0,0,0,0,0,0,0.0,24,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1062,0,0,0,0,0,24,0,0,0,Middlesbrough,Everton,Man Utd,Crystal Palace,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0
