FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Ben,Davies,DEF,TOT,5800000,7,119,5.2,8.965517241379309e-07,2.05172413793103e-05,0,1587696,1,15,0,0,0,2,0,20.5,5518,3,-1,119,-3,1.2,0,6.7,14,0,9,0,6,23.2,2430873,0,0,0,4,1783,195625,1,0,501,Huddersfield,Bournemouth,Chelsea,Stoke,Man City,7.4,5.2,0.0,5.9,6.2,6.1,6.0,7.4,5.4,6.7,129.7
Tom,Davies,MID,EVE,5100000,2,44,1.8,3.5294117647058796e-07,8.62745098039216e-06,0,66876,6,19,0,0,0,1,0,8.6,537,-4,0,44,4,0.6,0,3.3,0,0,4,0,2,0.4,36761,0,0,0,0,1351,713,0,0,165,Burnley,Brighton,Stoke,Man City,Liverpool,0.9,1.4,0.9,0.9,1.0,0.9,1.5,0.9,1.3,0.9,50.8
Steven,Davis,MID,SOU,4700000,0,70,3.2,6.808510638297871e-07,1.48936170212766e-05,0,436286,0,21,0,0,0,3,0,14.9,6864,-3,0,70,3,0.1,0,0.3,6,0,4,0,2,1.7,482190,0,0,0,2,1483,47,0,0,334,Stoke,Newcastle,West Ham,Arsenal,Chelsea,0.0,0.0,0.0,2.7,2.3,2.6,2.7,3.1,3.1,1.9,82.4
Craig,Dawson,DEF,WBA,4800000,7,59,3.3,6.875e-07,1.22916666666667e-05,0,316356,4,25,0,0,0,2,0,12.3,1298,-2,0,59,2,0.6,0,3.0,3,0,5,0,0,1.4,114998,0,0,0,1,1610,3446,0,0,275,Watford,Leicester,Bournemouth,Burnley,Swansea,3.2,3.6,2.4,4.0,3.7,2.3,3.9,2.5,3.8,3.8,70.2
Kevin,De Bruyne,MID,MCI,10400000,3,177,6.3,6.05769230769231e-07,1.7019230769230803e-05,0,2034088,1,19,0,0,0,7,0,17.0,24765,4,0,177,-4,0.6,0,6.0,25,0,14,0,16,24.6,1870136,0,0,0,5,2401,46234,0,0,731,Chelsea,Stoke,Everton,Man Utd,Tottenham,7.4,7.1,0.0,7.6,7.3,6.2,8.5,7.3,9.1,7.7,299.3
David,de Gea,GLK,MUN,5900000,4,141,5.0,8.474576271186441e-07,2.38983050847458e-05,0,876033,0,20,0,93,0,0,0,23.9,10826,4,0,141,-4,0.7,0,4.0,10,0,15,0,0,43.3,1209068,0,0,0,0,2520,16814,0,0,598,Crystal Palace,Liverpool,Swansea,Man City,West Brom,5.6,6.9,0.0,6.6,4.4,7.1,4.5,7.5,5.3,7.3,65.7
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9722,0,0,0,0,0,0,0,0.0,5,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,525,0,0,0,0,0,0,0,0,0,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1565,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1471,0,0,0,0,0,0,0,0,0,Brighton,Watford,Stoke,Southampton,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,9,52,2.7,4.28571428571429e-07,8.25396825396825e-06,0,73267,1,19,0,0,0,4,0,8.3,991,-2,0,52,2,0.9,0,5.7,4,0,3,0,2,0.7,68442,0,0,0,0,1123,16959,0,1,190,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,3.0,1.7,1.8,2.9,2.5,2.2,2.9,1.8,2.7,1.7,83.8
Jermain,Defoe,FWD,BOU,7600000,1,42,1.5,1.97368421052632e-07,5.52631578947368e-06,0,209382,1,15,0,0,0,3,0,5.5,194,-4,0,42,4,0.0,0,0.3,4,0,2,0,1,1.2,46971,0,0,0,1,804,278,0,0,132,Leicester,Tottenham,West Brom,Watford,Crystal Palace,0.9,0.9,1.2,0.9,1.2,0.8,1.0,1.0,1.0,0.8,61.9
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,33525,6,17,0,0,0,1,0,11.5,299,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26828,0,0,0,0,1998,19,0,0,353,Everton,West Ham,West Brom,Watford,Leicester,0.0,0.0,0.0,0.0,0.0,2.4,1.8,2.3,1.5,2.4,78.4
Damien,Delaney,DEF,CRY,4200000,1,1,0.0357142857142857,8.50340136054422e-09,2.38095238095238e-07,0,24354,0,5,0,0,0,0,0,0.2,88,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,4168,0,0,0,0,95,143,0,0,19,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,0,42,1.5,3.3333333333333304e-07,9.33333333333333e-06,0,118680,1,12,0,0,0,1,0,9.3,640,0,0,42,0,0.0,0,0.0,0,0,5,0,1,0.4,117435,0,0,0,0,1282,77,0,0,294,Chelsea,Stoke,Everton,Man Utd,Tottenham,0.0,0.8,0.0,0.9,0.8,0.8,1.0,0.8,1.2,0.8,52.3
Mousa,Dembele,MID,TOT,4900000,2,38,1.35714285714286,2.76967930029155e-07,7.755102040816329e-06,0,166258,5,16,0,0,0,0,0,7.8,1215,-1,0,38,1,0.5,0,2.3,3,0,5,0,0,1.6,91709,0,0,0,0,1379,4438,0,0,247,Huddersfield,Bournemouth,Chelsea,Stoke,Man City,1.0,0.7,0.0,0.7,0.7,0.7,0.7,0.8,0.7,0.9,52.0
Laurent,Depoitre,FWD,HUD,5200000,1,76,3.2,6.153846153846151e-07,1.46153846153846e-05,0,585172,1,31,0,0,0,5,0,14.6,14095,-3,0,76,3,0.2,0,1.0,11,0,4,0,2,2.9,717305,0,0,0,1,1514,3185,0,0,231,Tottenham,Swansea,Crystal Palace,Newcastle,Brighton,2.0,3.6,3.9,2.7,2.5,3.8,1.8,4.1,2.3,3.8,79.3
Gerard,Deulofeu,MID,WAT,5900000,3,21,0.75,1.27118644067797e-07,3.55932203389831e-06,0,157704,0,2,0,0,0,1,0,3.5,124328,-1,1,21,1,1.0,0,6.0,3,0,2,0,1,2.0,267514,0,0,0,1,311,1366,-1,0,79,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,27.4
Fousseni,Diabate,FWD,LEI,5000000,1,5,0.178571428571429,3.57142857142857e-08,1e-06,0,4875,1,4,0,0,0,0,0,1.0,1255,0,0,5,0,0.3,0,1.3,0,0,0,0,0,0.1,12554,0,0,0,0,212,554,0,0,14,Bournemouth,West Brom,Brighton,Newcastle,Burnley,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7.4
Mohamed,Diame,MID,NEW,4600000,2,48,1.7142857142857097,3.72670807453416e-07,1.0434782608695699e-05,0,16386,1,19,0,0,0,2,0,10.4,742,-4,0,48,4,1.0,0,4.7,3,0,2,0,0,0.2,14137,0,0,0,0,1167,1898,0,0,210,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,0.9,1.0,0.0,1.4,0.9,1.3,1.1,1.4,0.9,1.0,51.5
Brahim,Diaz,MID,MCI,4700000,0,3,0.107142857142857,2.27963525835866e-08,6.382978723404259e-07,0,4118,0,1,0,0,0,0,0,0.6,32,-3,0,3,3,0.1,0,0.3,0,0,0,0,0,0.0,1546,0,0,0,0,31,24,0,0,9,Chelsea,Stoke,Everton,Man Utd,Tottenham,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.5
Eric,Dier,MID,TOT,4700000,3,67,2.4,5.1063829787234e-07,1.42553191489362e-05,0,263069,4,22,0,0,0,0,0,14.3,2971,-3,0,67,3,0.5,0,2.3,0,0,13,0,1,2.6,182726,0,0,0,0,2374,4966,0,0,386,Huddersfield,Bournemouth,Chelsea,Stoke,Man City,2.5,1.7,0.0,1.3,1.5,1.3,1.3,1.9,1.6,2.2,97.8
Mame Biram,Diouf,FWD,STK,5300000,1,76,2.8,5.283018867924531e-07,1.4339622641509399e-05,0,560716,5,43,0,0,0,5,0,14.3,9963,-2,1,76,2,0.2,0,1.3,6,0,5,0,2,2.6,650950,0,0,0,0,1990,2163,-1,0,272,Southampton,Man City,Everton,Arsenal,Tottenham,2.7,2.6,3.3,1.7,2.6,2.1,2.7,1.8,3.1,2.1,122.5
Abdoulaye,Doucoure,MID,WAT,5500000,3,114,4.2,7.636363636363641e-07,2.0727272727272698e-05,0,1301422,7,46,0,0,0,7,0,20.7,22687,5,-1,114,-5,0.9,0,5.0,16,0,7,0,3,15.7,2034181,0,0,0,1,2430,51071,1,0,539,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,5.3,3.4,3.0,4.9,4.6,4.0,4.6,3.2,4.9,2.7,158.4
Aleksandar,Dragovic,DEF,LEI,4900000,0,21,0.75,1.53061224489796e-07,4.28571428571429e-06,0,11128,1,10,0,0,0,0,0,4.3,2685,-1,0,21,1,0.1,0,0.7,0,0,3,0,0,0.2,21582,0,0,0,0,584,118,0,0,132,Bournemouth,West Brom,Brighton,Newcastle,Burnley,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.5,0.5,0.4,17.7
Daniel,Drinkwater,MID,CHE,4800000,2,22,0.7857142857142858,1.63690476190476e-07,4.58333333333333e-06,0,22849,0,6,0,0,0,1,0,4.6,188,-2,0,22,2,0.1,0,0.7,1,0,1,0,0,0.2,14557,0,0,0,1,430,254,0,0,104,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.4,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,23.3
Martin,Dubravka,GLK,NEW,4500000,2,11,0.3928571428571429,8.73015873015873e-08,2.44444444444444e-06,0,1655,0,2,0,6,0,0,0,2.4,719,0,0,11,0,0.8,0,3.7,2,0,1,0,0,0.2,14440,0,0,0,1,180,1918,0,0,40,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.8
Shane,Duffy,DEF,BHA,4600000,2,75,2.8,6.08695652173913e-07,1.6304347826087e-05,0,230857,6,36,0,0,0,0,0,16.3,8727,1,0,75,-1,0.4,0,2.0,6,0,8,0,1,3.7,400814,0,0,0,1,2412,3626,0,0,463,Arsenal,Everton,Leicester,Huddersfield,Crystal Palace,3.7,1.5,0.0,2.9,3.3,3.2,3.0,2.4,3.1,2.2,112.3
Paul,Dummett,DEF,NEW,4200000,1,23,0.8214285714285708,1.95578231292517e-07,5.47619047619048e-06,0,44502,1,9,0,0,0,0,0,5.5,912,-3,0,23,3,0.6,0,2.7,0,0,2,0,0,0.5,29297,0,0,0,0,735,2418,0,0,134,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,0.4,0.4,0.0,0.4,0.4,0.5,0.4,0.4,0.4,0.4,25.3
Lewis,Dunk,DEF,BHA,4500000,0,65,2.3,5.11111111111111e-07,1.44444444444444e-05,0,207572,6,37,0,0,0,0,0,14.4,10406,0,0,65,0,0.2,0,1.0,5,0,8,0,0,3.3,300956,4,0,0,0,2520,1437,0,0,456,Arsenal,Everton,Leicester,Huddersfield,Crystal Palace,2.8,1.2,0.0,2.1,2.5,2.6,2.2,1.7,2.3,1.6,112.9
Nathan,Dyer,MID,SWA,4400000,1,33,1.17857142857143,2.67857142857143e-07,7.499999999999999e-06,0,13711,2,15,0,0,0,0,0,7.5,1046,-1,0,33,1,0.5,0,2.0,0,0,3,0,1,0.3,26792,0,0,0,0,1012,968,0,0,121,West Ham,Huddersfield,Man Utd,West Brom,Everton,0.7,0.6,0.0,0.6,0.6,0.9,0.6,0.6,0.6,0.6,31.4
,Ederson,GLK,MCI,5600000,15,125,4.5,8.035714285714291e-07,2.2321428571428602e-05,0,332923,0,20,0,49,0,0,0,22.3,6145,1,0,125,-1,1.1,0,6.3,8,0,12,0,0,7.5,443078,0,0,2,2,2475,9325,0,0,529,Chelsea,Stoke,Everton,Man Utd,Tottenham,5.7,5.3,0.0,3.8,5.7,4.7,5.3,5.4,5.9,5.6,47.3
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3395,0,0,0,0,0,0,0,0.0,26,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1085,0,0,0,0,0,14,0,0,0,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.214285714285714,5.3571428571428604e-08,1.5e-06,0,23229,0,15,0,0,0,0,0,1.5,1169,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.5,46937,0,0,0,0,481,792,0,0,81,Southampton,Man City,Everton,Arsenal,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4100000,0,57,3.6,8.78048780487805e-07,1.3902439024390198e-05,0,805741,0,21,0,44,0,0,0,13.9,15203,1,0,57,-1,0.0,0,0.0,4,0,3,0,0,17.5,883714,0,0,1,3,1440,3819,0,0,280,Liverpool,Southampton,Huddersfield,Leicester,Arsenal,3.6,4.1,0.0,4.4,3.1,4.9,2.6,4.3,4.0,4.2,36.5
Mohamed,Elneny,MID,ARS,4200000,0,15,0.535714285714286,1.27551020408163e-07,3.5714285714285697e-06,0,304567,2,8,0,0,0,0,0,3.6,5460,-3,0,15,3,0.2,0,0.7,0,0,1,0,1,3.4,283379,0,0,0,0,476,5032,0,0,89,Brighton,Watford,Stoke,Southampton,Newcastle,0.3,0.3,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.5
,Emerson,DEF,CHE,5400000,0,0,0.0,0.0,0.0,0,1144,0,0,0,0,0,0,0,0.0,237,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1837,0,0,0,0,0,51,-1,0,0,Man City,Crystal Palace,Tottenham,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,9300000,6,145,5.4,5.80645161290323e-07,1.55913978494624e-05,0,1977793,0,21,0,0,0,7,0,15.6,13383,-2,0,145,2,0.4,0,3.7,18,0,14,0,8,17.0,2012783,0,0,0,2,2318,74019,0,0,578,Huddersfield,Bournemouth,Chelsea,Stoke,Man City,7.7,5.9,0.0,4.9,5.4,4.9,4.9,6.5,5.7,7.0,254.8
Jonny,Evans,DEF,WBA,4900000,0,63,2.7,5.510204081632651e-07,1.28571428571429e-05,0,110019,7,34,0,0,0,2,0,12.9,3588,-1,0,63,1,0.0,0,0.0,4,0,5,0,1,1.2,127543,1,0,0,1,1993,1053,0,0,386,Watford,Leicester,Bournemouth,Burnley,Swansea,2.4,2.7,1.7,3.0,2.7,1.6,2.9,1.8,2.8,3.1,75.5
Patrice,Evra,DEF,WHU,4500000,0,0,0.0,0.0,0.0,0,4049,0,4,0,0,0,0,0,0.0,2021,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,13532,0,0,0,0,90,1255,0,0,9,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
Lukasz,Fabianski,GLK,SWA,4700000,0,112,4.0,8.51063829787234e-07,2.3829787234042604e-05,0,356646,0,41,0,101,0,0,0,23.8,9444,2,-1,112,-2,0.6,0,3.0,8,0,8,0,0,9.2,603238,0,0,1,2,2520,7440,1,0,566,West Ham,Huddersfield,Man Utd,West Brom,Everton,5.7,3.7,0.0,3.4,3.7,4.5,3.5,4.9,3.6,5.3,77.5
Cesc,Fabregas,MID,CHE,6800000,1,62,2.6,3.82352941176471e-07,9.11764705882353e-06,0,697583,4,18,0,0,0,1,0,9.1,2128,-2,0,62,2,0.2,0,1.3,4,0,8,0,4,2.8,405438,0,0,0,1,1593,373,0,1,386,Man City,Crystal Palace,Tottenham,West Ham,Southampton,1.3,2.3,0.0,2.0,2.6,2.0,2.8,1.9,1.7,2.0,185.8
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,139547,0,0,0,0,0,0,0,0.0,585,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,18531,0,0,0,0,0,250,0,0,0,Leicester,Tottenham,West Brom,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1429,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,90,0,0,0,0,0,0,0,0,0,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4700000,0,35,1.25,2.6595744680851103e-07,7.4468085106383e-06,0,205987,1,0,0,0,0,3,0,7.4,294,-3,0,35,3,0.0,0,0.0,3,0,3,0,0,0.5,190996,0,0,0,1,408,9,0,0,120,Crystal Palace,Liverpool,Swansea,Man City,West Brom,0.0,0.0,0.0,0.8,0.6,0.9,0.6,0.9,0.6,0.7,44.2
Leroy,Fer,MID,SWA,5200000,0,41,2.0,3.84615384615385e-07,7.88461538461538e-06,0,39652,5,26,0,0,0,1,0,7.9,108,-3,0,41,3,0.1,0,0.3,0,0,4,0,1,0.2,17243,0,0,0,0,1394,6,0,0,201,West Ham,Huddersfield,Man Utd,West Brom,Everton,0.0,0.0,0.0,0.0,0.0,2.1,1.0,1.3,1.3,1.6,56.0
Nathan,Ferguson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,2149,0,0,0,0,0,0,0,0.0,170,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5360,0,0,0,0,0,307,0,0,0,Watford,Leicester,Bournemouth,Burnley,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edimilson,Fernandes,MID,WHU,4300000,0,9,0.32142857142857106,7.47508305647841e-08,2.09302325581395e-06,0,16853,1,13,0,0,0,0,0,2.0,46,-2,1,9,2,0.0,0,0.0,0,0,0,0,0,0.1,6453,0,0,0,0,412,6,-1,0,44,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,10.6
Federico,Fernandez,DEF,SWA,4500000,0,69,3.1,6.88888888888889e-07,1.53333333333333e-05,0,219076,4,33,0,0,0,1,0,15.3,9167,0,0,69,0,1.2,0,5.3,10,0,6,0,1,4.4,364870,1,0,0,2,1980,12942,0,0,391,West Ham,Huddersfield,Man Utd,West Brom,Everton,4.1,2.5,0.0,2.3,2.5,3.1,2.3,3.5,2.4,3.8,68.1
,Fernandinho,MID,MCI,5100000,0,90,3.3,6.47058823529412e-07,1.7647058823529397e-05,0,659416,6,18,0,0,0,3,0,17.6,61371,1,0,90,-1,0.3,0,1.3,5,0,12,0,4,5.3,794418,0,0,0,1,2250,2003,0,0,459,Chelsea,Stoke,Everton,Man Utd,Tottenham,0.0,0.0,0.0,3.2,2.8,2.2,3.4,2.7,3.8,3.0,124.5
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4486,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,577,0,0,0,0,0,11,0,0,0,Chelsea,Stoke,Everton,Man Utd,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,0,20,0.7142857142857142,1.58730158730159e-07,4.44444444444444e-06,0,21526,3,3,0,0,0,1,0,4.4,56,0,0,20,0,0.0,0,0.0,2,0,4,0,0,0.1,21715,0,0,0,0,492,13,0,0,61,Watford,Leicester,Bournemouth,Burnley,Swansea,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,21.7
Roberto,Firmino,FWD,LIV,9400000,8,149,5.5,5.851063829787229e-07,1.5851063829787197e-05,0,2599149,1,26,0,0,0,13,0,16.0,14133,9,-1,149,-9,0.8,0,7.3,26,0,11,0,7,42.5,3710838,0,0,0,3,2022,95020,1,0,606,Newcastle,Man Utd,Watford,Crystal Palace,Everton,7.5,5.3,7.5,6.6,6.2,7.7,6.4,7.9,4.9,8.0,239.2
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,1453,0,0,0,0,0,0,0,0.0,15,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1170,0,0,0,0,0,1,0,0,0,Newcastle,Man Utd,Watford,Crystal Palace,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,35244,0,0,0,0,0,0,0,0.0,212,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,7080,0,0,0,0,0,57,0,0,0,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4800000,0,64,2.6,5.41666666666667e-07,1.3333333333333301e-05,0,57187,0,48,0,0,0,1,0,13.3,328,-2,0,64,2,0.1,0,0.3,3,0,4,0,1,0.4,28766,0,0,0,1,2110,73,0,0,319,Southampton,Man City,Everton,Arsenal,Tottenham,1.9,1.5,3.1,1.4,2.0,1.7,2.3,1.3,2.3,1.9,73.7
Phil,Foden,MID,MCI,4700000,0,5,0.178571428571429,3.79939209726444e-08,1.0638297872340401e-06,0,2528,0,1,0,0,0,0,0,1.1,15,-3,0,5,3,0.3,0,1.3,0,0,0,0,1,0.0,907,0,0,0,0,17,33,0,0,15,Chelsea,Stoke,Everton,Man Utd,Tottenham,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.6
Michael,Folivi,FWD,WAT,4500000,0,0,0.0,0.0,0.0,0,15021,0,0,0,0,0,0,0,0.0,250,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,22263,0,0,0,0,0,47,0,0,0,West Brom,Arsenal,Liverpool,Bournemouth,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4700000,0,34,4.3,9.148936170212771e-07,7.23404255319149e-06,0,152474,0,11,0,0,0,0,0,7.2,437,-3,0,34,3,0.0,0,0.0,3,0,3,0,2,0.8,77177,0,0,0,0,688,7,0,0,156,Swansea,Burnley,Southampton,Chelsea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.4
Fraser,Forster,GLK,SOU,4700000,0,73,3.6,7.65957446808511e-07,1.5531914893617003e-05,0,512669,0,30,0,69,0,0,0,15.5,4261,-3,0,73,3,0.0,0,0.0,6,0,4,0,0,4.1,365313,0,0,1,1,1800,522,0,0,351,Stoke,Newcastle,West Ham,Arsenal,Chelsea,4.4,3.3,0.0,4.1,3.7,4.0,3.2,3.5,2.8,3.3,48.9
Ben,Foster,GLK,WBA,4400000,2,87,3.2,7.27272727272727e-07,1.97727272727273e-05,0,686980,2,41,0,74,0,0,0,19.8,9446,-1,0,87,1,0.4,0,1.7,6,0,7,0,0,9.6,476832,0,0,0,0,2430,4783,0,0,460,Watford,Leicester,Bournemouth,Burnley,Swansea,3.1,3.5,2.3,3.9,3.5,2.2,3.7,2.3,3.6,3.7,53.9
Timothy,Fosu-Mensah,DEF,CRY,4400000,2,38,1.9,4.31818181818182e-07,8.63636363636364e-06,0,98082,2,29,0,0,0,0,0,8.6,3591,-1,0,38,1,0.3,0,1.3,3,0,2,0,0,1.1,68721,0,0,0,0,1590,260,0,0,276,Man Utd,Chelsea,Huddersfield,Liverpool,Bournemouth,0.0,1.3,1.1,1.6,1.0,1.9,1.5,1.5,1.4,1.7,47.4
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,1728,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1810,0,0,0,0,0,34,0,0,0,Huddersfield,Bournemouth,Chelsea,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4300000,1,39,1.6,3.7209302325581396e-07,9.06976744186047e-06,0,168292,7,33,0,0,0,0,0,9.1,3245,-2,0,39,2,0.2,0,0.7,1,0,3,0,0,1.5,109793,0,0,0,0,2062,1765,0,1,356,Leicester,Tottenham,West Brom,Watford,Crystal Palace,0.8,1.2,1.3,1.1,2.0,1.0,1.2,1.1,1.1,1.1,93.5
Ryan,Fraser,MID,BOU,5100000,2,69,3.6,7.058823529411759e-07,1.35294117647059e-05,0,103162,0,26,0,0,0,4,0,13.5,4866,-4,0,69,4,0.6,0,3.0,8,0,1,0,2,1.1,98383,0,0,0,2,1373,1465,0,0,255,Leicester,Tottenham,West Brom,Watford,Crystal Palace,3.0,3.3,4.3,3.0,3.7,2.3,3.3,3.3,4.0,3.1,101.2
Christian,Fuchs,DEF,LEI,4800000,0,52,2.6,5.41666666666667e-07,1.0833333333333301e-05,0,203321,1,26,0,0,0,0,0,10.8,3138,-2,0,52,2,0.2,0,1.0,7,0,4,0,1,2.0,107977,0,0,0,1,1564,1095,0,0,301,Bournemouth,West Brom,Brighton,Newcastle,Burnley,2.3,1.8,0.0,2.1,2.3,2.2,2.7,3.1,3.2,1.8,58.6
Jay,Fulton,MID,SWA,4300000,0,1,0.5,1.1627906976744199e-07,2.3255813953488398e-07,0,4196,1,0,0,0,0,0,0,0.2,35,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.0,3707,0,0,0,0,17,7,0,0,1,West Ham,Huddersfield,Man Utd,West Brom,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,1163,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,549,0,0,0,0,0,8,0,0,0,Burnley,Brighton,Stoke,Man City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6200000,8,54,2.3,3.70967741935484e-07,8.709677419354841e-06,0,495635,2,14,0,0,0,4,0,8.7,516,-8,0,54,8,0.4,0,2.7,7,0,4,0,0,1.3,263288,0,0,0,1,949,3062,0,0,162,Stoke,Newcastle,West Ham,Arsenal,Chelsea,2.4,2.0,0.0,1.7,1.4,1.4,1.9,2.1,1.8,1.7,46.1
