FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Steven,Pienaar,MID,SUN,4800000,0,13,0.21666666666666698,4.51388888888889e-08,2.70833333333333e-06,0,934,4,11,0,0,0,0,0,2.7,35,-2,0,13,2,0.1,0,0.3,0,0,2,0,0,0.0,880,0,0,0,0,690,23,0,1,65,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Erik,Pieters,DEF,STK,4500000,7,55,2.9,6.44444444444444e-07,1.2222222222222199e-05,0,174456,3,28,0,0,0,0,0,12.2,18173,0,0,55,0,0.6,0,2.5,3,0,6,0,1,6.3,242652,0,388,0,0,1710,61075,0,0,340,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,1.9,2.3,3.0,2.6,3.2,2.3,3.1,2.5,3.0,1.7,1.8,3.7,3.5,2.6,4.1,2.6,3.7,3.0
Alex,Pike,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,650,0,0,0,0,0,0,0,0.0,252,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1700,0,0,0,0,0,336,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastien,Pocognoli,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,17931,0,0,0,0,0,0,0,0.0,374,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1873,0,16,0,0,0,17,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul,Pogba,MID,MUN,8500000,3,79,4.2,4.941176470588239e-07,9.29411764705882e-06,0,557228,6,18,0,0,0,4,0,9.3,37015,0,-1,79,0,0.7,0,5.8,11,0,7,0,3,12.0,547778,0,0,0,1,1710,58942,1,0,351,Liverpool,Stoke,Hull City,Leicester,Watford,3.3,3.9,4.5,4.3,5.2,3.3,4.7,3.7,4.3,4.4,4.8,5.0,3.7,3.9,4.4,2.9,2.8,4.0
Nick,Pope,GLK,BUR,3900000,0,0,0.0,0.0,0.0,0,33161,0,0,0,0,0,0,0,0.0,2168,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,1.9,18478,0,0,0,0,0,6747,-1,0,0,Southampton,Arsenal,Leicester,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Pritchard,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,202,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,52,0,-4,0,0,0,7,0,0,0,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian,Prodl,DEF,WAT,4500000,1,49,2.6,5.77777777777778e-07,1.0888888888888901e-05,0,42610,4,27,0,0,0,1,0,10.9,7389,0,0,49,0,0.3,0,1.5,3,0,3,0,2,1.4,86867,0,181,0,1,1555,7128,0,0,265,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,2.7,2.1,2.7,3.0,1.5,3.7,3.4,1.8,2.4,2.6,2.8,1.9,2.6,2.3,3.3,1.3,1.7,2.6
Marc,Pugh,MID,BOU,4700000,0,17,0.28333333333333305,6.02836879432624e-08,3.61702127659574e-06,0,5837,0,2,0,0,0,1,0,3.6,625,-3,0,17,3,0.1,0,0.3,3,0,1,0,1,0.1,4683,0,245,0,1,164,125,0,0,60,Hull City,Watford,Crystal Palace,Everton,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Jason,Puncheon,MID,CRY,5200000,2,45,2.5,4.807692307692311e-07,8.65384615384615e-06,0,91255,6,27,0,0,0,0,0,8.7,3505,-3,0,45,3,0.3,0,1.8,4,0,1,0,4,0.7,69649,0,381,0,0,1487,1184,0,0,263,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,2.1,1.6,3.0,1.7,2.1,1.7,1.7,2.4,1.3,1.6,1.4,2.7,1.2,2.8,1.4,2.0,1.9
Domingos,Quina,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,66,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,110,0,0,0,0,0,16,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaston,Ramirez,MID,MID,5300000,2,53,3.1,5.849056603773579e-07,1e-05,0,94263,7,12,0,0,0,2,0,10.0,8798,-2,0,53,2,0.5,0,2.5,6,0,6,0,3,0.8,74765,0,0,0,0,1189,3025,0,0,196,Watford,West Ham,West Brom,Tottenham,Everton,0.0,2.7,2.9,1.6,3.2,2.4,2.3,4.2,2.8,2.6,2.4,4.0,2.1,2.1,2.3,1.7,3.0,1.6
Aaron,Ramsey,MID,ARS,7600000,1,12,0.2,2.63157894736842e-08,1.57894736842105e-06,0,143947,3,8,0,0,0,0,0,1.6,863,-4,0,12,4,0.1,0,0.5,0,0,0,0,1,1.0,11824,0,558,0,0,357,2727,0,0,52,Swansea,Burnley,Watford,Chelsea,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Connor,Randall,DEF,LIV,3900000,0,0,0.0,0.0,0.0,0,38811,0,0,0,0,0,0,0,0.0,5055,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.8,70118,0,30,0,0,0,10089,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Randolph,GLK,WHU,4400000,2,33,0.55,1.25e-07,7.499999999999999e-06,0,21625,0,15,0,36,0,0,0,7.5,6052,-1,0,33,1,1.0,0,4.3,3,0,2,0,0,1.6,56978,0,56,0,0,810,22325,0,0,174,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Angel,Rangel,DEF,SWA,4300000,7,22,0.3666666666666671,8.52713178294574e-08,5.11627906976744e-06,0,11098,1,24,0,0,0,1,0,5.1,820,-2,0,22,2,0.5,0,2.0,1,0,1,0,0,0.3,5298,0,194,0,0,770,2134,0,0,171,Arsenal,Liverpool,Southampton,Man City,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Tokelo,Rantie,FWD,BOU,4500000,0,0,0.0,0.0,0.0,0,13647,0,0,0,0,0,0,0,0.0,173,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,1790,0,3,0,0,0,55,0,0,0,Hull City,Watford,Crystal Palace,Everton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus,Rashford,FWD,MUN,6400000,4,37,2.3,3.59375e-07,5.78125e-06,0,477383,2,12,0,0,0,3,0,5.8,7406,-6,0,37,6,0.2,0,1.5,0,0,2,0,1,4.3,405507,0,237,0,0,832,10688,0,0,157,Liverpool,Stoke,Hull City,Leicester,Watford,2.3,1.7,2.8,1.8,2.2,1.9,2.2,1.7,1.8,2.0,2.0,1.9,1.6,1.7,2.4,1.7,1.5,2.3
Adam,Reach,MID,MID,4400000,0,0,0.0,0.0,0.0,0,2274,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,476,0,0,0,0,0,1,0,0,0,Watford,West Ham,West Brom,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan,Redmond,MID,SOU,5800000,2,63,3.3,5.68965517241379e-07,1.08620689655172e-05,0,587241,1,23,0,0,0,3,0,10.9,14731,-2,0,63,2,0.2,0,1.3,7,0,6,0,1,5.1,500924,0,379,0,0,1577,21787,0,1,234,Burnley,Leicester,Swansea,West Ham,Sunderland,2.3,4.3,2.7,3.1,3.2,2.5,2.8,3.2,1.6,3.6,3.0,2.4,2.7,1.8,3.4,1.6,2.7,3.3
Harrison,Reed,MID,SOU,4300000,0,2,0.0333333333333333,7.751937984496121e-09,4.65116279069767e-07,0,2530,0,1,0,0,0,0,0,0.5,94,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.1,1681,0,1,0,0,58,88,0,0,11,Burnley,Leicester,Swansea,West Ham,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Winston,Reid,DEF,WHU,5100000,1,71,4.2,8.235294117647059e-07,1.3921568627451e-05,0,122888,5,28,0,0,0,2,0,13.9,18950,1,0,71,-1,1.1,0,5.8,15,0,5,0,3,4.6,214410,0,294,0,2,1517,30579,0,1,392,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,5.5,4.4,5.1,5.0,5.5,4.1,5.1,4.5,4.9,4.9,5.2,5.1,3.4,5.2,5.1,5.7,6.1,3.3
Jeff,Reine-Adelaide,MID,ARS,4500000,0,0,0.0,0.0,0.0,0,121,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,147,0,0,0,0,0,16,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Loic,Remy,FWD,CRY,6300000,0,0,0.0,0.0,0.0,0,22311,0,0,0,0,0,0,0,0.0,329,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,16446,0,62,0,0,0,1484,0,0,0,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Rhodes,FWD,MID,5400000,0,8,0.133333333333333,2.46913580246914e-08,1.48148148148148e-06,0,37993,0,2,0,0,0,0,0,1.5,248,-6,0,8,6,0.0,0,0.0,0,0,0,0,0,0.2,3258,0,0,0,0,211,87,0,0,21,Watford,West Ham,West Brom,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Declan,Rice,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,64,0,0,0,0,0,0,0,0.0,30,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,171,0,0,0,0,0,72,0,0,0,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Robertson,DEF,HUL,4300000,0,22,1.5,3.48837209302326e-07,5.11627906976744e-06,0,68687,2,30,0,0,0,0,0,5.1,2175,-2,0,22,2,0.2,0,1.0,1,0,1,0,0,0.9,54120,0,0,0,0,1233,1845,0,0,192,Bournemouth,Chelsea,Man Utd,Liverpool,Arsenal,1.4,0.8,0.8,1.4,1.2,1.3,0.8,1.0,0.8,1.7,1.1,0.9,1.1,1.1,1.1,1.1,1.1,1.3
Paul,Robinson,GLK,BUR,4000000,0,3,0.05,1.25e-08,7.5e-07,0,45769,0,4,0,5,0,0,0,0.8,4499,0,0,3,0,0.0,0,0.0,0,0,0,0,0,2.7,35985,0,0,0,0,180,3782,0,0,27,Southampton,Arsenal,Leicester,Watford,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Robles,GLK,EVE,4700000,7,28,0.46666666666666706,9.9290780141844e-08,5.95744680851064e-06,0,6178,0,3,0,11,0,0,0,6.0,1410,-3,0,28,3,1.1,0,5.3,3,0,3,0,1,0.3,9451,0,110,0,1,387,3200,0,0,108,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Hal,Robson-Kanu,FWD,WBA,5000000,1,27,0.45,9e-08,5.400000000000001e-06,0,20336,1,3,0,0,0,1,0,5.4,6155,0,0,27,0,0.7,0,3.3,2,0,0,0,2,0.4,35400,0,0,0,0,207,3875,0,0,75,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jay,Rodriguez,MID,SOU,6300000,2,37,0.616666666666667,9.788359788359789e-08,5.87301587301587e-06,0,34380,0,9,0,0,0,3,0,5.9,7366,-2,0,37,2,0.8,0,5.0,5,0,1,0,0,0.7,45191,0,56,0,1,524,9794,0,0,78,Burnley,Leicester,Swansea,West Ham,Sunderland,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Jack,Rodwell,MID,SUN,4300000,1,18,2.0,4.65116279069767e-07,4.18604651162791e-06,0,81487,3,16,0,0,0,0,0,4.2,1108,-2,0,18,2,0.1,0,0.3,1,0,0,0,1,0.7,66163,0,112,0,0,703,1054,0,0,93,Stoke,West Brom,Tottenham,Crystal Palace,Southampton,1.6,1.0,1.4,1.0,1.6,1.0,1.3,1.1,2.3,1.1,1.1,1.5,1.4,1.0,1.7,1.0,1.6,1.0
Marcos,Rojo,DEF,MUN,5200000,7,38,3.2,6.153846153846151e-07,7.307692307692309e-06,0,28900,3,9,0,0,0,0,0,7.3,6090,-3,0,38,3,0.8,0,4.0,4,0,4,0,0,0.8,29993,0,192,0,0,966,2796,0,0,214,Liverpool,Stoke,Hull City,Leicester,Watford,0.0,3.7,3.8,2.1,3.5,3.1,4.1,3.6,3.1,3.6,3.4,2.4,3.3,2.3,3.3,3.9,2.9,3.6
Sergio,Romero,GLK,MUN,4700000,0,0,0.0,0.0,0.0,0,3285,0,0,0,0,0,0,0,0.0,99,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,802,0,40,0,0,0,47,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salomon,Rondon,FWD,WBA,6800000,5,82,4.1,6.02941176470588e-07,1.2058823529411801e-05,0,487915,1,22,0,0,0,7,0,12.1,74733,3,-1,82,-3,0.3,0,2.3,8,0,4,0,3,8.7,726405,0,354,0,1,1627,41153,1,0,236,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,3.5,5.7,4.1,4.9,4.6,5.3,5.4,3.7,4.8,4.0,4.2,5.1,5.4,4.4,5.9,3.9,4.2,5.1
Wayne,Rooney,FWD,MUN,8600000,0,40,0.666666666666667,7.75193798449612e-08,4.65116279069767e-06,0,265054,4,10,0,0,0,1,0,4.7,3084,-4,0,40,4,0.2,0,1.3,3,0,3,0,5,2.3,135439,0,509,0,0,814,2023,0,0,169,Liverpool,Stoke,Hull City,Leicester,Watford,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Danny,Rose,DEF,TOT,6000000,5,76,5.1,8.5e-07,1.2666666666666699e-05,0,276201,8,9,0,0,0,2,0,12.7,16418,0,0,76,0,1.1,0,6.5,6,0,7,0,3,9.2,328085,0,346,0,2,1313,64398,0,0,321,West Brom,Man City,Sunderland,Middlesbrough,Liverpool,7.3,5.3,4.2,7.2,5.6,7.5,7.0,6.1,7.6,4.0,5.5,7.2,7.6,3.7,7.5,5.7,5.8,5.8
Jack,Rose,GLK,WBA,4000000,0,0,0.0,0.0,0.0,0,3659,0,0,0,0,0,0,0,0.0,433,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,8341,0,0,0,0,0,383,0,0,0,Tottenham,Sunderland,Middlesbrough,Stoke,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wayne,Routledge,MID,SWA,4700000,3,47,2.8,5.95744680851064e-07,1e-05,0,37941,1,27,0,0,0,2,0,10.0,4057,-3,0,47,3,0.4,0,1.8,1,0,4,0,1,0.4,31793,0,269,0,0,1223,1112,0,0,154,Arsenal,Liverpool,Southampton,Man City,Leicester,1.7,1.4,2.4,1.7,3.2,1.5,3.3,2.1,1.8,2.6,2.1,1.8,2.4,2.4,2.2,2.6,2.7,2.4
Charlie,Rowan,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,56,0,0,0,0,0,0,0,0.0,48,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,261,0,0,0,0,0,191,0,0,0,Middlesbrough,Bournemouth,Arsenal,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacary,Sagna,DEF,MCI,5300000,1,27,0.45,8.49056603773585e-08,5.09433962264151e-06,0,225861,2,10,0,0,0,0,0,5.1,1461,-2,0,27,2,0.4,0,2.3,1,0,2,0,1,1.8,27924,0,386,0,0,842,407,0,0,176,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Diafra,Sakho,FWD,WHU,5800000,0,10,0.166666666666667,2.8735632183907997e-08,1.72413793103448e-06,0,7282,0,2,0,0,0,1,0,1.7,185,-2,0,10,2,0.0,0,0.0,2,0,0,0,0,0.1,3729,0,286,0,0,125,89,0,0,29,Crystal Palace,Middlesbrough,Man City,Southampton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mamadou,Sakho,DEF,LIV,4700000,0,0,0.0,0.0,0.0,0,4015,0,0,0,0,0,0,0,0.0,175,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1527,0,273,0,0,0,108,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bakary,Sako,MID,CRY,5300000,1,4,0.0666666666666667,1.2578616352201299e-08,7.54716981132075e-07,0,1009,0,3,0,0,0,0,0,0.8,36,-2,0,4,2,0.1,0,0.3,0,0,0,0,0,0.0,492,0,220,0,0,63,39,0,0,14,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis,Sanchez,MID,ARS,11900000,7,143,7.2,6.050420168067229e-07,1.20168067226891e-05,0,659736,3,21,0,0,0,13,0,12.0,59404,9,0,143,-9,0.4,1,5.3,14,0,6,0,8,36.7,1740249,0,690,0,5,1705,70662,0,0,461,Swansea,Burnley,Watford,Chelsea,Hull City,9.0,10.8,10.4,6.9,9.8,7.9,5.8,10.8,8.3,8.4,9.2,8.6,9.0,10.8,6.4,9.4,8.3,10.2
Leroy,Sane,MID,MCI,7500000,0,24,0.4,5.33333333333333e-08,3.2e-06,0,31263,0,4,0,0,0,1,0,3.2,639,-5,0,24,5,0.3,0,2.0,3,0,0,0,1,0.2,9898,0,0,0,0,392,111,0,0,93,Everton,Tottenham,West Ham,Swansea,Bournemouth,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Yaya,Sanogo,FWD,ARS,4700000,0,0,0.0,0.0,0.0,0,8641,0,0,0,0,0,0,0,0.0,153,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3185,0,0,0,0,0,61,0,0,0,Swansea,Burnley,Watford,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeffrey,Schlupp,DEF,CRY,4800000,0,4,0.0666666666666667,1.3888888888888899e-08,8.33333333333333e-07,0,14937,0,2,0,0,0,0,0,0.8,347,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.2,3515,0,236,0,0,141,2125,0,0,23,West Ham,Everton,Bournemouth,Sunderland,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasper,Schmeichel,GLK,LEI,4900000,6,47,3.9,7.959183673469391e-07,9.59183673469388e-06,0,373948,1,15,0,47,0,0,0,9.6,4327,-1,0,47,1,0.9,0,4.3,5,0,4,0,0,5.7,77787,0,475,0,0,1046,3447,0,0,247,Chelsea,Southampton,Burnley,Man Utd,Swansea,4.9,4.1,2.5,4.0,3.6,5.8,5.5,4.4,4.3,5.6,4.9,3.0,4.1,5.4,3.6,5.1,3.5,5.7
Morgan,Schneiderlin,MID,EVE,4600000,0,3,0.05,1.08695652173913e-08,6.52173913043478e-07,0,12338,0,1,0,0,0,0,0,0.7,1250,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.5,16271,0,317,0,0,14,14354,0,0,9,Man City,Crystal Palace,Stoke,Bournemouth,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bastian,Schweinsteiger,MID,MUN,5100000,0,0,0.0,0.0,0.0,0,6370,0,0,0,0,0,0,0,0.0,125,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1127,0,200,0,0,0,106,0,0,0,Liverpool,Stoke,Hull City,Leicester,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xherdan,Shaqiri,MID,STK,6100000,0,46,0.766666666666667,1.2568306010929e-07,7.540983606557381e-06,0,447457,1,9,0,0,0,3,0,7.5,8428,-4,1,46,4,0.1,0,0.5,5,0,5,0,0,3.3,233325,0,302,0,1,912,2437,-1,0,134,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Luke,Shaw,DEF,MUN,5200000,0,28,0.46666666666666706,8.974358974358971e-08,5.3846153846153804e-06,0,832866,0,5,0,0,0,0,0,5.4,7456,-3,0,28,3,0.0,0,0.0,2,0,3,0,1,7.2,367324,0,92,0,1,525,214,0,0,132,Liverpool,Stoke,Hull City,Leicester,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Shawcross,DEF,STK,4900000,15,53,3.1,6.3265306122449e-07,1.0816326530612199e-05,0,86916,3,29,0,0,0,1,0,10.8,3362,-1,0,53,1,0.8,0,4.0,5,0,4,0,2,1.8,70326,0,176,0,2,1530,9340,0,0,281,Sunderland,Man Utd,Everton,West Brom,Crystal Palace,2.2,2.5,3.3,2.9,3.6,2.6,3.4,2.8,3.3,1.9,2.0,4.1,3.8,2.9,4.5,2.9,4.1,3.3
,Sheyi Ojo,MID,LIV,4700000,0,0,0.0,0.0,0.0,0,851,0,0,0,0,0,0,0,0.0,8,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,135,0,81,0,0,0,8,0,0,0,Man Utd,Swansea,Chelsea,Hull City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gylfi,Sigurdsson,MID,SWA,7300000,7,92,4.6,6.301369863013699e-07,1.26027397260274e-05,0,500860,1,45,0,0,0,5,0,12.4,57246,-2,1,92,2,0.5,0,3.3,10,0,2,0,6,6.1,442380,0,586,0,2,1707,14319,-1,0,350,Arsenal,Liverpool,Southampton,Man City,Leicester,3.9,2.9,5.1,3.8,6.3,3.5,6.5,4.6,4.1,5.4,4.6,4.0,5.0,5.0,4.7,5.4,5.6,5.0
David,Silva,MID,MCI,8700000,0,60,3.3,3.7931034482758603e-07,6.89655172413793e-06,0,209342,3,19,0,0,0,1,0,6.9,6925,-3,0,60,3,0.4,0,3.3,5,0,4,0,5,2.2,70652,0,351,0,0,1470,3718,0,0,301,Everton,Tottenham,West Ham,Swansea,Bournemouth,2.6,2.8,2.3,3.1,2.3,3.0,3.4,3.1,2.3,1.9,2.0,3.2,2.4,3.1,2.9,2.8,4.1,3.0
Danny,Simpson,DEF,LEI,4900000,6,40,2.2,4.4897959183673497e-07,8.16326530612245e-06,0,76614,8,25,0,0,0,0,0,8.2,1855,-1,0,40,1,0.6,0,2.8,1,0,5,0,1,1.2,19870,0,390,0,0,1555,478,0,0,259,Chelsea,Southampton,Burnley,Man Utd,Swansea,2.1,1.7,1.1,1.6,1.4,2.7,2.5,1.9,2.1,2.6,2.1,1.1,1.7,2.5,1.4,2.3,1.4,2.7
Joshua,Sims,MID,SOU,4200000,0,8,0.133333333333333,3.1746031746031705e-08,1.9047619047619e-06,0,11442,0,1,0,0,0,0,0,1.9,3471,-3,0,8,3,0.1,0,0.3,0,0,1,0,1,0.3,24812,0,0,0,0,132,5746,0,0,35,Burnley,Leicester,Swansea,West Ham,Sunderland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
