FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Michael,Carrick,MID,MUN,4200000,0,1,0.0294117647058824,7.0028011204481796e-09,2.38095238095238e-07,0,117374,0,0,0,0,0,0,0,0.2,474,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.8,89546,0,0,0,0,24,266,0,0,0,Arsenal,Brighton,West Ham,Watford,,0.0,0.0,0.0,0.0,5.1
Andre,Carrillo,MID,WAT,5400000,0,63,2.3,4.25925925925926e-07,1.1666666666666698e-05,0,11734,2,31,0,0,0,1,0,11.7,60,-1,0,63,1,0.1,0,0.3,4,0,4,0,3,0.1,13227,0,0,0,0,1522,40,0,0,270,Crystal Palace,Tottenham,Newcastle,Man Utd,,1.8,1.2,2.1,1.2,85.8
Guido,Carrillo,FWD,SOU,6000000,0,15,0.44117647058823495,7.35294117647059e-08,2.5e-06,0,13295,0,8,0,0,0,0,0,2.5,433,-5,1,15,5,0.1,0,0.3,0,0,1,0,1,0.0,15579,0,0,0,0,449,17,-1,0,40,Bournemouth,Everton,Swansea,Man City,,0.0,0.2,0.4,0.2,29.4
Andy,Carroll,FWD,WHU,5700000,8,33,2.5,4.3859649122807e-07,5.78947368421053e-06,0,103653,5,12,0,0,0,3,0,5.8,206,-3,0,33,3,0.5,0,2.7,6,0,3,0,1,0.3,106250,0,0,0,1,699,2850,0,1,98,Arsenal,Man City,Leicester,Man Utd,Everton,1.3,2.2,4.3,2.7,56.4
Tom,Carroll,MID,SWA,4300000,8,77,2.4,5.58139534883721e-07,1.7906976744185998e-05,0,662485,3,31,0,0,0,0,0,17.9,4628,-2,0,77,2,0.9,0,3.7,6,0,7,0,4,4.2,586440,0,0,0,0,2257,6452,0,0,384,Man City,Chelsea,Bournemouth,Southampton,Stoke,1.2,1.9,3.7,2.1,119.8
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,703,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,378,0,0,0,0,0,0,0,0,0,Watford,West Brom,Newcastle,Leicester,,0.0,0.0,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,2,4,0.11764705882352902,2.67379679144385e-08,9.09090909090909e-07,0,1193,0,2,0,0,0,0,0,0.9,15,-1,0,4,1,0.2,0,1.0,0,0,0,0,0,0.0,455,0,0,0,0,135,65,0,0,24,Crystal Palace,Tottenham,Newcastle,Man Utd,,0.1,0.1,0.1,0.1,3.2
Diego,Cavalieri,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,311,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,966,0,0,0,0,0,73,0,0,0,Watford,Leicester,Stoke,West Brom,,0.0,0.0,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2585,0,0,0,0,0,0,0,0.0,25,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1088,0,0,0,0,0,28,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5300000,1,115,3.6,6.79245283018868e-07,2.16981132075472e-05,0,277639,1,45,0,81,0,0,0,21.7,2273,-2,0,115,2,0.2,0,1.0,7,0,10,0,0,4.8,177439,0,0,1,1,2859,13836,0,0,576,West Ham,Man Utd,Burnley,Leicester,Huddersfield,5.3,2.4,6.6,2.6,65.4
,Cedric,DEF,SOU,4700000,7,72,2.6,5.53191489361702e-07,1.53191489361702e-05,0,718730,1,41,0,0,0,0,0,15.3,4433,-3,0,72,3,0.9,0,4.3,2,0,6,0,2,3.3,282757,0,0,0,1,2434,2667,0,0,421,Bournemouth,Everton,Swansea,Man City,,0.0,2.1,3.6,2.1,99.0
Nacer,Chadli,MID,WBA,5600000,0,13,0.38235294117647106,6.82773109243697e-08,2.32142857142857e-06,0,39652,1,2,0,0,0,1,0,2.3,20,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9747,0,0,0,1,174,12,0,0,30,Liverpool,Newcastle,Tottenham,Crystal Palace,,0.0,0.2,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,2.4,5.714285714285711e-07,2.8571428571428602e-06,0,206578,1,7,0,0,0,0,0,2.9,333,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.8,130235,0,0,0,0,429,64,0,0,37,Crystal Palace,Tottenham,Newcastle,Man Utd,,0.0,0.0,0.0,0.0,19.6
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0.0,0.0,0.0,0,453,0,0,0,0,0,0,0,0.0,75,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1116,0,0,0,0,0,85,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.0,0.0,0.0,0.0
,Chamberlain,MID,LIV,5600000,5,90,2.64705882352941,4.726890756302521e-07,1.6071428571428602e-05,0,435974,3,26,0,0,0,3,0,16.1,3775,-4,0,90,4,0.4,0,2.3,5,0,5,0,6,3.1,402738,0,0,0,0,1694,12916,0,0,406,West Brom,Stoke,Chelsea,Brighton,,2.0,2.5,1.6,2.5,160.4
Calum,Chambers,DEF,ARS,4700000,1,15,0.45454545454545503,9.671179883945839e-08,3.1914893617021303e-06,0,27031,1,12,0,0,0,0,0,3.2,472,-3,0,15,3,0.6,0,2.7,0,0,1,0,0,0.4,16398,0,0,0,0,696,3027,0,0,117,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.2,0.2,0.4,0.2,34.5
,Chicharito,FWD,WHU,6700000,1,91,3.5,5.22388059701493e-07,1.35820895522388e-05,0,1938337,3,33,0,0,0,8,0,13.6,4772,-3,0,91,3,0.4,0,2.7,14,0,6,0,2,7.5,1265962,0,0,0,2,1483,4380,0,0,306,Arsenal,Man City,Leicester,Man Utd,Everton,2.3,3.7,7.1,4.4,109.5
Benjamin,Chilwell,DEF,LEI,4400000,8,65,2.8,6.36363636363636e-07,1.4772727272727301e-05,0,111111,1,25,0,0,0,0,0,14.8,23614,-1,0,65,1,1.1,0,5.0,4,0,6,0,2,3.6,320564,0,0,0,1,1758,4745,0,1,353,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,3.5,6.7,2.4,74.3
Hamza,Choudhury,MID,LEI,4400000,3,5,0.147058823529412,3.34224598930481e-08,1.13636363636364e-06,0,403,0,3,0,0,0,0,0,1.1,33,-1,0,5,1,0.2,0,1.0,0,0,0,0,0,0.0,607,0,0,0,0,146,14,0,0,22,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.1,0.2,0.1,3.6
Eric Maxim,Choupo-Moting,MID,STK,5300000,0,107,3.6,6.79245283018868e-07,2.0188679245283e-05,0,796187,3,45,0,0,0,5,0,20.2,5576,-2,0,107,2,0.0,0,0.0,9,0,5,0,5,2.1,847027,0,0,0,2,2241,36,0,0,341,Burnley,Liverpool,Crystal Palace,Swansea,,0.0,0.0,0.0,0.0,168.1
Andreas,Christensen,DEF,CHE,5300000,1,76,3.0,5.66037735849057e-07,1.4339622641509399e-05,0,494756,0,19,0,0,0,0,0,14.3,14117,-2,0,76,2,0.1,0,0.5,4,0,8,0,0,2.1,583033,0,0,0,0,1887,1170,0,0,440,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,2.4,7.0,2.2,55.2
Ciaran,Clark,DEF,NEW,4300000,0,64,3.2,7.441860465116279e-07,1.4883720930232598e-05,0,273633,3,30,0,0,0,2,0,14.9,2243,-2,0,64,2,0.0,0,0.0,6,0,4,0,1,1.6,294273,0,0,0,1,1745,493,0,0,317,Everton,West Brom,Watford,Tottenham,Chelsea,2.1,3.5,6.0,3.6,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18838,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4028,0,0,0,0,0,1,0,0,0,Bournemouth,Everton,Swansea,Man City,,0.0,0.0,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5e-07,1.1599999999999999e-05,0,102783,1,33,0,0,0,1,0,11.6,141,0,0,58,0,0.0,1,0.0,3,0,6,0,2,0.4,102452,0,0,0,1,1900,9,0,1,300,Crystal Palace,Tottenham,Newcastle,Man Utd,,0.0,0.0,0.0,0.0,92.1
Sam,Clucas,MID,SWA,4700000,0,69,2.8,5.95744680851064e-07,1.46808510638298e-05,0,48579,2,27,0,0,0,3,0,14.7,2526,-3,0,69,3,0.4,0,2.0,4,0,5,0,1,0.4,68101,0,0,0,1,1812,49,0,0,280,Man City,Chelsea,Bournemouth,Southampton,Stoke,0.0,2.4,4.8,2.7,68.7
Nathaniel,Clyne,DEF,LIV,5300000,0,6,0.17647058823529396,3.3296337402885697e-08,1.13207547169811e-06,0,28425,0,0,0,0,0,0,0,1.1,195,-2,0,6,2,0.4,0,2.0,0,0,1,0,0,0.2,2114,0,0,0,0,90,21,0,0,19,West Brom,Stoke,Chelsea,Brighton,,0.0,0.0,0.0,0.1,1.9
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,117599,0,0,0,0,0,0,0,0.0,416,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.7,113552,0,0,0,0,0,10,0,0,0,Everton,West Brom,Watford,Tottenham,Chelsea,0.0,0.0,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,3900000,0,0,0.0,0.0,0.0,0,98917,0,0,0,0,0,0,0,0.0,4992,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,3.9,209216,0,0,0,0,0,1004,-1,0,0,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,2,24,0.7058823529411771,1.1029411764705901e-07,3.75e-06,0,28077,0,8,0,0,0,0,0,3.8,670,-1,0,24,1,0.5,0,3.0,0,0,2,0,1,0.6,34262,0,0,0,0,675,4408,0,0,123,Newcastle,Huddersfield,Southampton,West Ham,,0.4,0.4,0.4,0.4,24.6
James,Collins,DEF,WHU,4300000,0,35,1.06060606060606,2.4665257223396804e-07,8.139534883720931e-06,0,34486,3,19,0,0,0,1,0,8.1,741,-2,0,35,2,0.0,0,0.0,3,0,3,0,0,0.2,31650,0,0,0,0,1047,5,0,0,198,Arsenal,Man City,Leicester,Man Utd,Everton,0.0,0.5,1.1,0.5,44.4
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,41391,0,6,0,0,0,0,0,1.6,63,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15797,0,0,0,0,164,1,0,0,35,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.0,0.0,0.0,0.0,4.8
Jack,Cork,MID,BUR,4500000,4,91,2.7,6e-07,2.02222222222222e-05,0,381891,7,31,0,0,0,2,0,20.2,7495,0,0,91,0,0.8,0,3.8,6,0,11,0,1,3.8,534909,0,0,0,1,3060,8759,0,0,483,Stoke,Brighton,Arsenal,Bournemouth,,2.1,2.4,1.7,2.5,107.2
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66535,0,0,0,0,0,0,0,0.0,26,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.4,2452,0,0,0,0,0,5,0,0,0,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.0,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5300000,4,119,3.7,6.981132075471699e-07,2.24528301886792e-05,0,882529,1,31,0,65,0,0,0,22.5,12498,-2,0,119,2,0.3,0,1.5,2,0,13,0,0,10.2,505894,0,0,0,0,2880,1361,0,0,562,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,3.4,9.3,3.0,47.7
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1730220,0,14,0,0,0,7,0,11.3,517,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.0,1531117,0,0,0,4,1109,3,0,0,381,West Brom,Stoke,Chelsea,Brighton,,0.0,0.0,0.0,0.0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75e-07,5e-07,0,25192,0,7,0,0,0,0,0,0.5,119,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,24158,0,0,0,0,179,6,0,0,35,Everton,Man City,Chelsea,Arsenal,,0.0,0.0,0.0,0.0,4.7
Aaron,Cresswell,DEF,WHU,4900000,4,99,3.2,6.53061224489796e-07,2.02040816326531e-05,0,308279,6,51,0,0,0,0,0,20.2,3810,-1,1,99,1,0.8,0,4.0,10,0,8,0,7,2.2,429262,0,0,0,0,2622,13463,-1,0,523,Arsenal,Man City,Leicester,Man Utd,Everton,2.2,3.1,5.9,3.3,130.2
Peter,Crouch,FWD,STK,4800000,6,63,2.3,4.79166666666667e-07,1.3125e-05,0,390706,2,25,0,0,0,4,0,13.1,2449,-2,0,63,2,0.6,0,2.7,6,0,0,0,2,2.4,369371,0,0,0,0,1241,4748,0,0,189,Burnley,Liverpool,Crystal Palace,Swansea,,1.9,1.2,2.2,1.6,88.5
Josh,Cullen,MID,WHU,4500000,0,2,0.0606060606060606,1.3468013468013501e-08,4.44444444444444e-07,0,471,0,0,0,0,0,0,0,0.4,13,0,0,2,0,0.2,0,0.7,0,0,0,0,0,0.0,774,0,0,0,0,6,7,0,0,7,Arsenal,Man City,Leicester,Man Utd,Everton,0.0,0.0,0.0,0.0,0.8
James,Daly,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,1179,0,0,0,0,0,0,0,0.0,606,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3094,0,0,0,0,0,732,0,0,0,Watford,Leicester,Stoke,West Brom,,0.0,0.0,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,4700000,2,82,2.6,5.53191489361702e-07,1.74468085106383e-05,0,1149367,0,47,0,0,0,1,0,17.4,18654,-3,0,82,3,0.2,0,1.0,4,0,5,0,2,6.9,588516,0,0,0,0,2731,869,0,0,529,Southampton,Swansea,Burnley,,,0.0,2.4,2.5,2.1,113.7
,Danilo,DEF,MCI,5000000,0,73,2.21212121212121,4.42424242424242e-07,1.4599999999999999e-05,0,437726,2,10,0,0,0,2,0,14.6,3140,-5,0,73,5,0.1,0,0.3,5,0,7,0,1,2.5,321961,0,0,0,1,1041,2728,0,0,298,Swansea,West Ham,Huddersfield,Brighton,Southampton,1.9,2.0,4.5,1.9,52.5
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826086996e-07,6.95652173913044e-06,0,87968,4,26,0,0,0,1,0,7.0,75,-4,0,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39468,0,0,0,0,1434,13,0,0,211,Watford,Leicester,Stoke,West Brom,,0.0,0.0,0.0,0.0,67.0
Karl,Darlow,GLK,NEW,4300000,0,33,1.0,2.3255813953488398e-07,7.674418604651159e-06,0,31435,0,15,0,35,0,0,0,7.7,419,-2,0,33,2,0.0,0,0.0,2,0,2,0,0,0.3,25341,1,0,0,1,900,170,0,0,172,Everton,West Brom,Watford,Tottenham,Chelsea,0.5,0.5,1.0,0.6,25.9
Matteo,Darmian,DEF,MUN,4900000,6,16,0.47058823529411803,9.603841536614651e-08,3.26530612244898e-06,0,33624,0,2,0,0,0,0,0,3.3,53,-6,0,16,6,0.3,0,1.5,0,0,2,0,0,0.2,7327,0,0,0,0,286,81,0,0,75,Arsenal,Brighton,West Ham,Watford,,0.0,0.2,0.4,0.2,8.2
,David Luiz,DEF,CHE,5700000,0,32,0.941176470588235,1.65118679050568e-07,5.6140350877193e-06,0,1194681,3,13,0,0,0,1,0,5.6,721,-3,0,32,3,0.0,0,0.0,0,0,3,0,2,8.1,326778,0,0,0,0,838,21,0,1,186,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.5,1.1,0.5,29.6
,David Silva,MID,MCI,8200000,2,156,5.8,7.073170731707321e-07,1.9024390243902398e-05,0,2447466,5,18,0,0,0,8,0,19.0,15346,2,0,156,-2,0.6,0,5.0,24,0,12,0,11,12.4,2712780,0,0,0,5,2251,80542,0,0,617,Swansea,West Ham,Huddersfield,Brighton,Southampton,7.5,6.5,15.7,6.9,268.0
Ben,Davies,DEF,TOT,5800000,2,131,4.9,8.448275862068971e-07,2.25862068965517e-05,0,1900256,3,20,0,0,0,2,0,22.6,86920,3,1,131,-3,0.3,0,1.5,14,0,10,0,7,20.5,2638100,0,0,0,4,2143,9982,-1,0,563,Watford,West Brom,Newcastle,Leicester,,0.0,7.1,10.8,5.8,144.4
Tom,Davies,MID,EVE,5100000,0,53,1.8,3.5294117647058796e-07,1.0392156862745098e-05,0,72169,6,20,0,0,0,1,0,10.4,288,-4,0,53,4,0.3,0,1.3,0,0,6,0,2,0.4,41595,0,0,0,0,1655,240,0,0,179,Newcastle,Huddersfield,Southampton,West Ham,,1.5,0.9,1.3,0.9,54.0
Steven,Davis,MID,SOU,4700000,1,71,2.08823529411765,4.44305381727159e-07,1.5106382978723401e-05,0,454815,0,21,0,0,0,3,0,15.1,988,-3,0,71,3,0.1,0,0.3,6,0,4,0,2,1.4,482719,0,0,0,2,1515,45,0,0,337,Bournemouth,Everton,Swansea,Man City,,0.0,1.7,2.9,1.0,82.5
Craig,Dawson,DEF,WBA,4800000,6,70,2.9,6.04166666666667e-07,1.4583333333333301e-05,0,331214,5,35,0,0,0,2,0,14.6,805,-2,0,70,2,0.6,0,3.0,3,0,6,0,0,1.5,122661,0,0,0,1,2150,606,0,0,375,Liverpool,Newcastle,Tottenham,Crystal Palace,,3.3,1.9,3.2,3.5,93.4
Kevin,De Bruyne,MID,MCI,10300000,1,190,5.8,5.63106796116505e-07,1.8446601941747602e-05,0,2382249,2,21,0,0,0,7,0,18.4,28414,3,0,190,-3,0.2,0,2.3,25,0,16,0,17,22.7,2056112,0,0,0,5,2763,50293,0,0,810,Swansea,West Ham,Huddersfield,Brighton,Southampton,7.5,6.5,15.7,6.9,340.6
David,De Gea,GLK,MUN,5900000,9,161,4.7,7.96610169491525e-07,2.72881355932203e-05,0,1061694,0,26,0,108,0,0,0,27.3,55498,4,0,161,-4,0.7,0,4.3,10,0,17,0,0,43.4,1422449,0,0,0,0,3060,8638,0,0,706,Arsenal,Brighton,West Ham,Watford,,0.0,6.8,10.5,7.0,78.6
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9752,0,0,0,0,0,0,0,0.0,1,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,528,0,0,0,0,0,0,0,0,0,Everton,West Brom,Watford,Tottenham,Chelsea,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1645,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1479,0,0,0,0,0,2,0,0,0,West Ham,Man Utd,Burnley,Leicester,Huddersfield,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,2,69,2.8,4.44444444444444e-07,1.0952380952381e-05,0,114036,1,29,0,0,0,5,0,11.0,3221,-2,0,69,2,0.3,1,2.0,7,0,5,0,2,1.1,124914,0,0,0,1,1632,6913,0,1,231,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.1,1.9,3.1,1.8,104.5
Jermain,Defoe,FWD,BOU,7600000,3,55,1.57142857142857,2.0676691729323302e-07,7.236842105263161e-06,0,214265,1,21,0,0,0,4,0,7.2,841,-4,0,55,4,0.4,0,2.8,5,0,2,0,1,1.4,53770,0,0,0,1,1025,246,0,0,172,Southampton,Swansea,Burnley,,,0.0,1.1,1.1,0.9,81.8
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,34445,6,17,0,0,0,1,0,11.5,64,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26906,0,0,0,0,1998,9,0,0,353,Stoke,Brighton,Arsenal,Bournemouth,,0.0,0.0,0.0,0.0,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0294117647058824,7.0028011204481796e-09,2.38095238095238e-07,0,24899,0,5,0,0,0,0,0,0.2,76,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,4699,0,0,0,0,95,52,0,0,19,Watford,Leicester,Stoke,West Brom,,0.0,0.0,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,1,45,1.3636363636363602,3.03030303030303e-07,1e-05,0,121133,2,16,0,0,0,1,0,10.0,247,0,0,45,0,0.2,0,1.0,0,0,5,0,1,0.4,119411,0,0,0,0,1462,644,0,0,324,Swansea,West Ham,Huddersfield,Brighton,Southampton,0.8,0.7,1.8,0.7,56.3
Mousa,Dembele,MID,TOT,4900000,2,49,1.44117647058824,2.94117647058824e-07,1e-05,0,177215,6,22,0,0,0,0,0,10.0,2247,-1,0,49,1,0.3,0,1.5,3,0,6,0,0,1.7,104699,0,0,0,0,1813,589,0,0,335,Watford,West Brom,Newcastle,Leicester,,0.0,0.9,1.7,0.9,65.1
Laurent,Depoitre,FWD,HUD,5100000,1,82,2.8,5.49019607843137e-07,1.6078431372549e-05,0,661411,1,32,0,0,0,5,0,16.1,9293,-4,0,82,4,0.3,0,1.3,11,0,4,0,2,2.4,769754,0,0,0,1,1643,563,0,0,250,Everton,Man City,Chelsea,Arsenal,,0.0,3.3,3.4,3.2,84.6
Gerard,Deulofeu,MID,WAT,5500000,0,21,5.3,9.63636363636364e-07,3.81818181818182e-06,0,246971,0,2,0,0,0,1,0,3.8,1425,-5,0,21,5,0.0,0,0.0,3,0,2,0,1,0.4,267808,0,0,0,1,311,24,0,0,79,Crystal Palace,Tottenham,Newcastle,Man Utd,,0.0,0.0,0.0,0.0,27.4
Fousseni,Diabate,FWD,LEI,4900000,2,12,0.3529411764705879,7.202881152460981e-08,2.44897959183673e-06,0,10360,1,6,0,0,0,0,0,2.4,632,-1,1,12,1,0.3,0,1.3,0,0,0,0,0,0.1,14683,0,0,0,0,374,137,-1,0,37,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.2,0.4,0.2,13.6
Mohamed,Diame,MID,NEW,4600000,2,61,2.3,5e-07,1.32608695652174e-05,0,21240,1,22,0,0,0,2,0,13.3,383,-4,0,61,4,0.6,0,2.7,3,0,5,0,0,0.2,19073,0,0,0,0,1595,789,0,0,266,Everton,West Brom,Watford,Tottenham,Chelsea,1.7,2.3,2.5,1.8,63.0
Grady,Diangana,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,61,0,0,0,0,0,0,0,0.0,26,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,201,0,0,0,0,0,50,0,0,0,Arsenal,Man City,Leicester,Man Utd,Everton,0.0,0.0,0.0,0.0,0.0
Brahim,Diaz,MID,MCI,4700000,0,3,0.0909090909090909,1.93423597678917e-08,6.382978723404259e-07,0,4289,0,1,0,0,0,0,0,0.6,23,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1690,0,0,0,0,31,38,0,0,9,Swansea,West Ham,Huddersfield,Brighton,Southampton,0.0,0.0,0.0,0.0,4.5
Eric,Dier,MID,TOT,4700000,2,80,2.5,5.31914893617021e-07,1.70212765957447e-05,0,292563,4,26,0,0,0,0,0,17.0,5441,-3,0,80,3,0.5,0,2.5,2,0,14,0,2,2.5,204401,0,0,0,0,2642,965,0,0,451,Watford,West Brom,Newcastle,Leicester,,0.0,2.2,4.2,2.2,111.2
Mame Biram,Diouf,FWD,STK,5200000,2,89,2.9,5.57692307692308e-07,1.71153846153846e-05,0,615756,5,45,0,0,0,6,0,17.1,1725,-3,0,89,3,0.8,0,4.0,8,0,7,0,2,1.9,663026,0,0,0,0,2248,6539,0,0,314,Burnley,Liverpool,Crystal Palace,Swansea,,2.8,1.9,3.1,2.3,143.9
Abdoulaye,Doucoure,MID,WAT,5300000,2,125,3.8,7.16981132075472e-07,2.3584905660377398e-05,0,1577816,9,59,0,0,0,7,0,23.6,23696,3,1,125,-3,0.2,0,1.3,16,0,8,0,3,12.8,2146837,0,0,0,1,2964,12550,-1,0,613,Crystal Palace,Tottenham,Newcastle,Man Utd,,3.9,2.5,4.4,2.2,184.3
Aleksandar,Dragovic,DEF,LEI,4900000,6,27,0.7941176470588229,1.62064825930372e-07,5.51020408163265e-06,0,17930,1,10,0,0,0,0,0,5.5,321,-1,0,27,1,0.3,0,1.5,0,0,4,0,0,0.1,21891,0,0,0,0,674,68,0,0,158,Crystal Palace,West Ham,Arsenal,Tottenham,,0.0,0.6,0.9,0.4,19.6
Daniel,Drinkwater,MID,CHE,4700000,0,24,0.7058823529411771,1.50187734668335e-07,5.1063829787234e-06,0,24363,0,7,0,0,0,1,0,5.0,167,-3,1,24,3,0.0,0,0.0,1,0,1,0,0,0.2,15691,0,0,0,1,520,44,-1,0,117,Swansea,Liverpool,Huddersfield,Newcastle,,0.0,0.4,0.8,0.4,25.7
Martin,Dubravka,GLK,NEW,4500000,2,28,0.8484848484848492,1.8855218855218898e-07,6.22222222222222e-06,0,11879,0,6,0,11,0,0,0,6.2,1024,0,0,28,0,0.7,0,3.3,2,0,3,0,0,0.8,53588,0,0,0,1,630,13628,0,0,116,Everton,West Brom,Watford,Tottenham,Chelsea,0.4,0.4,0.8,0.4,9.0
Shane,Duffy,DEF,BHA,4600000,3,87,2.6,5.65217391304348e-07,1.89130434782609e-05,0,281702,7,46,0,0,0,0,0,18.9,12174,1,0,87,-1,0.3,0,1.3,7,0,8,0,2,3.0,440159,0,0,0,1,2952,474,0,0,540,Burnley,Man Utd,Man City,Liverpool,,0.0,1.9,4.3,1.9,134.9
Paul,Dummett,DEF,NEW,4200000,2,40,1.21212121212121,2.88600288600289e-07,9.52380952380952e-06,0,58077,1,13,0,0,0,0,0,9.5,871,-3,0,40,3,0.8,0,3.3,0,0,4,0,0,0.9,67981,0,0,0,0,1185,5364,0,0,213,Everton,West Brom,Watford,Tottenham,Chelsea,0.6,0.8,1.3,0.8,34.9
Lewis,Dunk,DEF,BHA,4500000,5,82,2.4,5.33333333333333e-07,1.8222222222222197e-05,0,256143,7,47,0,0,0,1,0,18.2,10824,0,0,82,0,0.4,0,2.0,5,0,8,0,1,2.9,348617,4,0,0,1,3060,1167,0,0,562,Burnley,Man Utd,Man City,Liverpool,,0.0,1.7,3.8,1.6,147.2
Nathan,Dyer,MID,SWA,4400000,1,37,1.12121212121212,2.54820936639118e-07,8.40909090909091e-06,0,20104,2,18,0,0,0,0,0,8.4,425,-1,0,37,1,0.2,0,1.0,0,0,3,0,1,0.2,27942,0,0,0,0,1143,68,0,0,125,Man City,Chelsea,Bournemouth,Southampton,Stoke,0.6,0.6,1.2,0.6,33.6
