FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
John,Stones,DEF,MCI,5500000,0,46,3.8,6.90909090909091e-07,8.36363636363636e-06,0,643235,0,6,0,0,0,0,0,8.4,9524,0,0,46,0,0.0,0,0.2,2,0,6,0,0,3.5,505577,0,0,0,0,884,158,0,0,226,Tottenham,Bournemouth,Newcastle,Crystal Palace,Watford,0.0,0.0,3.8,4.7,4.3,3.9,4.0,4.8,4.0,3.6,3.2,4.2,4.1,5.0,2.9,4.1,4.0,3.7,4.5,5.2,4.4,28.7
Daniel,Sturridge,FWD,LIV,8000000,0,25,2.8,3.5e-07,3.125e-06,0,53457,0,3,0,0,0,2,0,3.1,1035,0,0,25,0,0.0,0,0.3,0,0,3,0,1,0.6,39139,0,0,0,0,427,35,0,0,108,Bournemouth,Arsenal,Swansea,Leicester,Burnley,0.0,1.4,2.7,3.0,1.8,2.5,2.2,1.9,2.7,2.4,3.3,3.2,1.6,2.6,2.3,2.2,3.0,2.2,3.6,1.7,3.2,56.8
Isaac,Success,MID,WAT,5300000,0,0,0.0,0.0,0.0,0,2640,0,0,0,0,0,0,0,0.0,20,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,565,0,0,0,0,0,26,0,0,0,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Surman,MID,BOU,4800000,0,62,4.1,8.54166666666667e-07,1.29166666666667e-05,0,263350,1,16,0,0,0,2,0,12.9,26510,3,0,62,-3,0.8,0,3.8,7,0,4,0,4,9.3,686298,0,0,0,1,1350,27502,0,0,273,Liverpool,Man City,West Ham,Everton,Brighton,3.9,2.7,5.4,5.6,3.4,5.0,3.7,3.5,4.5,3.7,5.0,3.6,4.1,5.0,4.0,5.0,2.9,4.2,4.1,5.2,3.6,64.2
Markus,Suttner,DEF,BHA,4300000,0,27,3.0,6.976744186046509e-07,6.2790697674418605e-06,0,58412,0,10,0,0,0,0,0,6.3,1677,-2,0,27,2,0.3,0,1.2,1,0,3,0,0,0.5,40491,0,0,0,0,810,310,0,0,139,Burnley,Watford,Chelsea,Newcastle,Bournemouth,3.4,3.4,2.7,2.3,3.0,2.7,3.3,2.7,4.3,2.5,2.8,3.5,1.7,2.1,2.8,4.1,3.4,3.4,2.5,3.2,2.3,19.5
Dusan,Tadic,MID,SOU,6300000,2,54,3.4,5.396825396825401e-07,8.571428571428571e-06,0,250690,2,18,0,0,0,2,0,8.6,5327,-2,0,54,2,0.7,0,4.2,5,0,5,0,2,1.9,170781,0,0,0,1,1265,2051,0,0,217,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,2.8,4.2,2.5,2.1,3.6,3.2,2.9,3.2,3.1,2.7,2.9,3.2,3.4,3.9,3.0,2.4,2.7,2.9,3.6,3.5,1.9,106.4
Matt,Targett,DEF,SOU,4300000,0,0,0.0,0.0,0.0,0,6338,0,0,0,0,0,0,0,0.0,57,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,981,0,0,0,0,0,13,0,0,0,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tarkowski,DEF,BUR,4700000,6,62,3.6,7.65957446808511e-07,1.31914893617021e-05,0,32838,3,12,0,0,0,0,0,13.2,6020,2,-1,62,-2,0.9,0,4.0,1,0,8,0,0,5.8,333408,0,0,0,0,1530,124183,1,0,303,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,3.8,4.4,2.5,3.2,4.3,4.2,4.1,3.2,3.3,3.1,4.0,3.5,3.9,4.2,3.6,4.3,3.6,3.5,4.9,2.6,3.8,65.7
Charlie,Taylor,DEF,BUR,4200000,1,1,0.0588235294117647,1.4005602240896397e-08,2.38095238095238e-07,0,11531,0,0,0,0,0,0,0,0.2,246,-3,0,1,3,0.0,0,0.2,0,0,0,0,0,0.2,4055,0,0,0,0,49,625,0,0,2,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Stuart,Taylor,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,8421,0,0,0,0,0,0,0,0.0,250,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,14099,0,0,0,0,0,175,0,0,0,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Tomkins,DEF,CRY,4300000,3,15,0.882352941176471,2.05198358413133e-07,3.4883720930232598e-06,0,57464,2,8,0,0,0,0,0,3.5,451,-2,0,15,2,0.4,0,1.7,1,0,1,0,0,0.4,8071,0,0,0,0,592,269,0,0,106,Leicester,Swansea,Arsenal,Man City,Southampton,0.4,0.4,0.6,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.6,19.5
Fikayo,Tomori,DEF,CHE,4500000,0,0,0.0,0.0,0.0,0,696,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,372,0,0,0,0,0,2,0,0,0,Southampton,Everton,Brighton,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andros,Townsend,MID,CRY,5600000,2,42,2.5,4.4642857142857105e-07,7.499999999999999e-06,0,108223,1,26,0,0,0,0,0,7.4,2467,-4,1,42,4,0.5,0,3.0,2,0,2,0,2,0.9,28100,0,0,0,0,1444,553,-1,0,219,Leicester,Swansea,Arsenal,Man City,Southampton,1.4,2.1,2.6,1.4,1.6,2.3,1.2,1.5,2.6,1.8,2.1,2.1,1.4,1.4,1.9,1.8,2.3,1.6,2.3,1.4,2.6,94.1
Kieran,Trippier,DEF,TOT,5500000,0,58,4.8,8.72727272727273e-07,1.05454545454545e-05,0,510405,0,10,0,0,0,0,0,10.4,56248,0,1,58,0,0.3,0,1.7,9,0,4,0,4,6.7,661529,0,0,0,2,993,2277,-1,0,283,Man City,Burnley,Southampton,Swansea,West Ham,4.5,5.1,6.1,0.0,12.0,5.5,5.5,6.2,4.9,6.7,5.5,7.2,4.7,6.0,5.5,5.2,5.1,5.6,6.4,5.4,5.5,65.3
Nathan,Trott,GLK,WHU,4000000,0,0,0.0,0.0,0.0,0,405,0,0,0,0,0,0,0,0.0,140,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2508,0,0,0,0,0,623,0,0,0,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Axel,Tuanzebe,DEF,MUN,3900000,0,0,0.0,0.0,0.0,0,98303,0,0,0,0,0,0,0,0.0,2244,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.7,88864,0,0,0,0,0,1110,0,0,0,West Brom,Leicester,Burnley,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayhaan,Tulloch,FWD,WBA,4500000,0,0,0.0,0.0,0.0,0,2023,0,0,0,0,0,0,0,0.0,1103,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6727,0,0,0,0,0,3078,0,0,0,Man Utd,Stoke,Everton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Tymon,DEF,STK,4400000,0,0,0.0,0.0,0.0,0,974,0,0,0,0,0,0,0,0.0,36,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,488,0,0,0,0,0,14,0,0,0,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo,Ulloa,FWD,LEI,4800000,1,2,0.11764705882352902,2.45098039215686e-08,4.1666666666666704e-07,0,16101,0,0,0,0,0,0,0,0.4,318,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.2,11059,0,0,0,0,8,230,0,0,7,Crystal Palace,Man Utd,Watford,Liverpool,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Fredrik,Ulvestad,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,39,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,84,0,0,0,0,0,37,0,0,0,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio,Valencia,DEF,MUN,6800000,6,87,5.1,7.5e-07,1.2794117647058802e-05,0,467716,3,11,0,0,0,2,0,12.8,10439,3,0,87,-3,0.6,0,4.3,8,0,10,0,0,17.5,794611,0,0,0,1,1530,53480,0,0,377,West Brom,Leicester,Burnley,Southampton,Everton,5.4,4.1,7.3,6.9,3.6,7.3,5.1,5.0,7.6,4.8,7.1,5.3,7.2,5.2,6.4,4.5,7.6,4.6,7.5,5.5,7.1,66.6
Enner,Valencia,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,2127,0,0,0,0,0,0,0,0.0,18,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,601,0,0,0,0,0,4,0,0,0,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick,van Aanholt,DEF,CRY,5100000,0,7,0.411764705882353,8.07381776239908e-08,1.37254901960784e-06,0,156033,3,16,0,0,0,0,0,1.4,823,-4,0,7,4,0.0,0,0.0,0,0,0,0,0,0.8,14750,0,0,0,0,611,168,0,0,74,Leicester,Swansea,Arsenal,Man City,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,23.9
Mike,van der Hoorn,DEF,SWA,4400000,0,29,1.70588235294118,3.87700534759358e-07,6.5909090909090896e-06,0,6251,1,10,0,0,0,0,0,6.6,464,-1,0,29,1,0.6,0,2.5,1,0,4,0,0,0.2,6740,0,0,0,0,729,265,0,0,156,Everton,Crystal Palace,Liverpool,Watford,Tottenham,0.9,2.5,1.0,1.5,1.4,1.0,1.3,1.4,0.9,1.3,1.3,1.9,1.0,1.2,0.9,1.2,1.0,0.9,1.3,1.0,1.3,22.9
Virgil,van Dijk,DEF,SOU,5400000,0,25,2.1,3.88888888888889e-07,4.62962962962963e-06,0,117874,0,18,0,0,0,0,0,4.6,6022,-1,0,25,1,0.3,0,1.5,4,0,1,0,0,1.9,96337,0,0,0,1,993,1514,0,0,199,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,1.8,2.3,1.6,1.1,3.0,2.2,1.8,2.2,1.7,1.8,1.6,1.8,1.5,1.5,1.9,1.2,1.7,1.3,1.5,1.1,1.2,43.7
Rajiv,van La Parra,MID,HUD,4800000,0,22,1.29411764705882,2.69607843137255e-07,4.58333333333333e-06,0,10982,2,15,0,0,0,1,0,4.6,148,-2,0,22,2,0.0,0,0.2,0,0,2,0,0,0.1,5947,0,0,0,0,750,86,0,1,68,Watford,Southampton,Stoke,Burnley,Leicester,0.6,0.6,0.9,0.9,0.6,1.1,0.6,0.7,0.6,1.0,0.6,0.6,1.1,1.0,0.6,0.6,0.7,0.6,1.2,0.6,1.0,37.5
Jamie,Vardy,FWD,LEI,8700000,5,76,4.5,5.17241379310345e-07,8.73563218390805e-06,0,1214901,1,22,0,0,0,7,0,8.8,34249,2,-1,76,-2,0.5,1,4.0,11,0,4,0,2,18.3,1674760,0,0,0,1,1482,119104,1,0,279,Crystal Palace,Man Utd,Watford,Liverpool,Huddersfield,6.5,5.5,5.2,4.1,6.4,3.9,5.1,4.7,5.2,4.6,6.4,5.8,4.8,5.6,4.9,6.0,4.1,5.3,4.9,6.2,4.0,104.8
Jan,Vertonghen,DEF,TOT,6000000,6,60,3.5,5.83333333333333e-07,1e-05,0,315632,4,14,0,0,0,0,0,9.8,20097,0,1,60,0,0.3,0,1.8,4,0,7,0,1,8.0,263457,0,0,0,0,1499,3452,-1,0,344,Man City,Burnley,Southampton,Swansea,West Ham,2.8,3.2,3.9,0.0,8.1,3.4,3.5,4.0,3.0,4.4,4.0,5.0,2.8,3.9,3.4,3.2,3.2,3.6,4.2,3.4,3.5,60.0
Nikola,Vlasic,MID,EVE,5500000,1,10,0.588235294117647,1.06951871657754e-07,1.81818181818182e-06,0,2007,0,8,0,0,0,0,0,1.8,32,0,0,10,0,0.1,0,0.5,0,0,0,0,0,0.0,2324,0,0,0,0,303,29,0,0,46,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,17.4
Sam,Vokes,FWD,BUR,5800000,1,31,1.8235294117647098,3.14401622718053e-07,5.3448275862069e-06,0,417880,1,4,0,0,0,3,0,5.3,4104,-2,0,31,2,0.1,0,0.5,6,0,1,0,0,2.2,317581,0,0,0,1,407,830,0,0,101,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,1.2,1.3,0.9,0.9,1.4,1.2,1.4,1.2,1.2,1.1,1.4,1.7,0.9,1.0,1.1,1.3,1.5,1.5,1.7,0.9,1.6,33.1
Michel,Vorm,GLK,TOT,4800000,0,0,0.0,0.0,0.0,0,8390,0,0,0,0,0,0,0,0.0,96,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,7192,0,0,0,0,0,20,0,0,0,Man City,Burnley,Southampton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Molla,Wague,DEF,WAT,4500000,0,1,0.0588235294117647,1.30718954248366e-08,2.22222222222222e-07,0,771,0,1,0,0,0,0,0,0.2,37,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,562,0,0,0,0,45,23,0,0,5,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Theo,Walcott,MID,ARS,7100000,0,3,0.17647058823529396,2.48550124275062e-08,4.2253521126760605e-07,0,119827,0,0,0,0,0,0,0,0.4,478,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.6,13304,0,0,0,0,46,206,0,0,5,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5
Kyle,Walker,DEF,MCI,6600000,0,64,4.3,6.51515151515152e-07,9.6969696969697e-06,0,851344,2,10,0,0,0,0,0,9.6,39219,1,1,64,-1,0.4,0,2.7,4,0,7,0,4,13.6,487995,1,0,0,2,1303,3936,-1,1,325,Tottenham,Bournemouth,Newcastle,Crystal Palace,Watford,5.3,4.6,4.6,5.4,5.1,4.6,4.7,5.6,4.8,4.3,3.9,5.0,4.9,5.9,3.5,4.9,4.8,4.4,5.3,6.1,5.2,52.1
Kyle,Walker-Peters,DEF,TOT,4100000,0,7,0.411764705882353,1.0043041606886699e-07,1.70731707317073e-06,0,116061,0,0,0,0,0,0,0,1.7,1394,-4,0,7,4,0.0,0,0.0,0,0,1,0,0,0.9,98520,0,0,0,0,98,513,0,0,33,Man City,Burnley,Southampton,Swansea,West Ham,0.2,0.2,0.2,0.0,0.4,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,4.4
Jonathan,Walters,MID,BUR,5100000,0,2,0.11764705882352902,2.3068050749711602e-08,3.9215686274509797e-07,0,30099,0,1,0,0,0,0,0,0.4,67,-4,0,2,4,0.0,0,0.0,0,0,0,0,0,0.1,1423,0,0,0,0,27,3,0,0,0,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8
Victor,Wanyama,MID,TOT,4800000,0,3,0.17647058823529396,3.67647058823529e-08,6.25e-07,0,39715,0,2,0,0,0,0,0,0.6,150,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.3,4398,0,0,0,0,98,14,0,0,14,Man City,Burnley,Southampton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.2
Danny,Ward,GLK,LIV,4500000,0,0,0.0,0.0,0.0,0,619,0,0,0,0,0,0,0,0.0,27,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,583,0,0,0,0,0,15,0,0,0,Bournemouth,Arsenal,Swansea,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joel,Ward,DEF,CRY,4800000,0,27,1.9,3.9583333333333297e-07,5.625e-06,0,26579,3,20,0,0,0,0,0,5.6,1755,-2,0,27,2,0.6,0,2.8,0,0,2,0,1,0.2,9514,1,0,0,0,1214,40,0,0,207,Leicester,Swansea,Arsenal,Man City,Southampton,0.0,1.0,1.9,1.2,1.2,1.8,1.0,1.3,1.6,1.0,1.8,1.7,1.2,1.0,1.8,1.0,2.1,1.5,1.4,1.1,2.0,43.4
Stephen,Ward,DEF,BUR,5100000,1,76,4.5,8.823529411764709e-07,1.49019607843137e-05,0,497202,1,12,0,0,0,1,0,14.6,193857,6,1,76,-6,0.6,0,3.3,9,0,7,0,1,22.0,1457873,0,0,0,1,1470,6752,-1,0,318,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.0,6.0,3.6,4.5,5.8,5.2,5.6,4.5,4.6,4.4,5.5,4.9,5.1,5.7,5.0,5.9,5.0,4.8,6.5,3.7,5.3,51.5
James,Ward-Prowse,MID,SOU,5000000,1,24,1.4117647058823501,2.82352941176471e-07,4.8e-06,0,116394,0,6,0,0,0,0,0,4.8,594,-5,0,24,5,0.3,0,1.7,0,0,1,0,2,0.5,16650,0,0,0,0,508,118,0,0,97,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,0.7,1.2,0.7,0.7,0.9,0.8,0.7,0.8,0.7,0.7,0.7,0.8,0.8,1.0,0.7,0.7,0.7,0.7,0.9,0.9,0.7,35.8
Ben,Watson,MID,WAT,4400000,0,2,0.11764705882352902,2.67379679144385e-08,4.54545454545455e-07,0,12099,0,2,0,0,0,0,0,0.5,241,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.2,12277,0,0,0,0,11,55,0,0,8,Huddersfield,Brighton,Leicester,Swansea,Man City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Danny,Welbeck,FWD,ARS,7300000,1,34,3.1,4.2465753424657504e-07,4.65753424657534e-06,0,183993,1,8,0,0,0,3,0,4.7,1236,-2,0,34,2,0.1,0,0.8,3,0,3,0,1,0.8,148846,0,0,0,1,554,580,0,0,132,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,3.9,3.5,2.3,2.2,2.8,2.3,4.3,2.1,4.0,1.7,3.1,2.2,3.3,2.1,4.3,3.4,2.4,4.0,1.6,3.3,1.8,51.3
Nahki,Wells,FWD,BUR,4900000,0,0,0.0,0.0,0.0,0,3482,0,0,0,0,0,0,0,0.0,85,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1830,0,0,0,0,0,110,0,0,0,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Westwood,MID,BUR,4400000,0,7,0.411764705882353,9.358288770053481e-08,1.59090909090909e-06,0,6080,0,1,0,0,0,0,0,1.6,168,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.1,4808,0,0,0,0,56,82,0,0,26,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.1
Glenn,Whelan,MID,STK,4500000,0,0,0.0,0.0,0.0,0,797,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,117,0,0,0,0,0,2,0,0,0,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean,Whitehead,MID,HUD,4300000,1,3,0.17647058823529396,4.10396716826265e-08,6.976744186046509e-07,0,6080,0,3,0,0,0,0,0,0.7,192,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.1,4837,0,0,0,0,65,168,0,0,13,Watford,Southampton,Stoke,Burnley,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.7
Alfie,Whiteman,GLK,TOT,4000000,0,0,0.0,0.0,0.0,0,1408,0,0,0,0,0,0,0,0.0,129,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3424,0,0,0,0,0,203,0,0,0,Man City,Burnley,Southampton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor,Wickham,FWD,CRY,5400000,0,0,0.0,0.0,0.0,0,1496,0,0,0,0,0,0,0,0.0,41,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,573,0,0,0,0,0,26,0,0,0,Leicester,Swansea,Arsenal,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Georginio,Wijnaldum,MID,LIV,6700000,3,40,2.9,4.32835820895522e-07,5.97014925373134e-06,0,249989,1,12,0,0,0,1,0,6.0,2003,-3,0,40,3,0.3,0,2.3,0,0,7,0,1,2.3,49424,0,0,0,0,1126,466,0,0,168,Bournemouth,Arsenal,Swansea,Leicester,Burnley,2.4,1.6,3.3,2.7,1.9,1.7,2.8,2.0,2.5,2.2,3.5,3.1,1.4,2.3,1.9,2.5,3.1,2.1,2.8,1.9,2.8,59.8
Ashley,Williams,DEF,EVE,5200000,7,42,3.0,5.76923076923077e-07,8.07692307692308e-06,0,179411,3,18,0,0,0,1,0,8.1,2654,-3,0,42,3,0.9,0,4.7,3,0,4,0,0,2.8,75986,0,0,0,1,1113,26679,0,0,228,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,2.9,3.3,2.6,2.1,3.3,2.4,3.8,2.8,1.8,4.5,3.2,2.4,3.9,2.5,2.5,3.4,2.2,3.1,2.3,3.2,2.8,46.7
Danny,Williams,MID,HUD,4900000,2,17,1.0,2.04081632653061e-07,3.4693877551020403e-06,0,3220,2,14,0,0,0,0,0,3.5,57,-1,0,17,1,0.3,0,1.5,0,0,0,0,0,0.0,925,0,0,0,0,700,34,0,0,79,Watford,Southampton,Stoke,Burnley,Leicester,0.5,0.5,0.6,0.6,0.5,0.8,0.5,0.5,0.5,0.7,0.5,0.5,0.7,0.7,0.5,0.5,0.5,0.5,0.8,0.5,0.7,15.8
,Willian,MID,CHE,6600000,16,56,3.2941176470588194,4.991087344028521e-07,8.48484848484848e-06,0,1030261,0,7,0,0,0,2,0,8.5,6281,-4,0,56,4,0.7,0,4.7,4,0,5,0,4,7.1,532656,0,0,0,1,801,80792,0,0,224,Southampton,Everton,Brighton,Stoke,Arsenal,2.9,3.3,3.1,3.2,2.2,3.1,2.5,3.5,3.0,3.5,1.9,2.0,3.5,2.7,2.8,3.9,3.0,4.1,3.7,2.6,3.2,80.2
Jack,Wilshere,MID,ARS,5400000,3,10,0.588235294117647,1.08932461873638e-07,1.8518518518518502e-06,0,11787,1,1,0,0,0,0,0,1.9,618,-1,0,10,1,0.1,0,0.8,0,0,1,0,1,0.3,21032,0,0,0,0,176,5635,0,0,49,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.0
Kane,Wilson,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,18107,0,0,0,0,0,0,0,0.0,210,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,15122,0,0,0,0,0,8,0,0,0,Man Utd,Stoke,Everton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
