FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4300000,1,3,0.17647058823529396,4.10396716826265e-08,6.976744186046509e-07,0,14351,0,1,0,0,0,0,0,0.7,874,-2,0,3,2,0.1,0,0.5,0,0,0,0,0,0.2,9463,0,0,0,0,66,1073,0,0,15,Arsenal,West Ham,Man City,Brighton,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.7
Tammy,Abraham,FWD,SWA,5800000,1,58,3.6,6.20689655172414e-07,1e-05,0,940189,0,17,0,0,0,4,0,9.8,59741,3,1,58,-3,0.3,0,1.7,8,0,4,0,2,9.1,1247272,0,0,0,1,1131,6652,-1,0,177,Everton,Crystal Palace,Liverpool,Watford,Tottenham,3.5,4.7,3.1,4.0,3.6,3.9,3.7,3.9,3.6,3.6,3.7,4.4,3.1,3.7,2.7,3.6,4.4,3.5,3.0,3.7,4.8,71.8
Charlie,Adam,MID,STK,4700000,0,2,0.11764705882352902,2.50312891113892e-08,4.25531914893617e-07,0,6107,0,0,0,0,0,0,0,0.4,107,-3,0,2,3,0.0,0,0.2,0,0,0,0,0,0.1,2253,0,0,0,0,7,57,0,0,2,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3
,Adam Smith,DEF,BOU,4800000,2,27,1.8,3.75e-07,5.625e-06,0,36965,4,15,0,0,0,0,0,5.6,440,-2,0,27,2,0.4,0,1.7,0,0,2,0,0,0.4,4191,0,0,0,0,1136,85,0,0,190,Liverpool,Man City,West Ham,Everton,Brighton,1.5,1.0,2.1,1.1,1.4,1.6,1.4,1.3,1.5,1.1,1.3,0.9,1.5,1.7,1.6,2.7,1.1,1.4,1.3,1.2,1.2,41.5
,Adrian,GLK,WHU,4300000,8,15,0.882352941176471,2.05198358413133e-07,3.4883720930232598e-06,0,14755,2,2,0,11,0,0,0,3.5,670,-2,0,15,2,0.6,0,2.5,1,0,2,0,0,0.8,26739,0,0,0,0,270,14636,0,0,67,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,0.4,0.5,0.4,0.0,1.0,0.4,0.4,1.3,0.4,0.5,0.4,0.4,0.5,0.5,0.5,0.4,0.5,0.4,0.4,0.4,0.4,6.7
Ibrahim,Afellay,MID,STK,4900000,0,4,0.23529411764705901,4.801920768307321e-08,8.16326530612245e-07,0,1345,1,6,0,0,0,0,0,0.8,34,-1,0,4,1,0.1,0,0.3,0,0,0,0,0,0.0,929,0,0,0,0,92,24,0,0,12,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9
Benik,Afobe,FWD,BOU,5700000,1,18,1.05882352941176,1.85758513931889e-07,3.1578947368421102e-06,0,30204,0,5,0,0,0,0,0,3.2,278,-3,0,18,3,0.1,0,0.7,0,0,0,0,1,0.2,5603,0,0,0,0,374,71,0,0,55,Liverpool,Man City,West Ham,Everton,Brighton,0.5,0.5,0.7,0.7,0.5,0.6,0.5,0.5,0.8,0.5,0.7,0.5,0.5,0.7,0.5,0.8,0.5,0.6,0.5,0.5,0.5,16.9
Sergio,Aguero,FWD,MCI,11600000,6,85,7.1,6.12068965517241e-07,7.32758620689655e-06,0,2316050,0,4,0,0,0,10,0,7.3,66026,1,0,85,-1,0.3,0,3.0,13,0,7,0,3,16.4,2514229,0,0,0,1,951,35431,0,0,349,Tottenham,Bournemouth,Newcastle,Crystal Palace,Watford,9.3,9.6,9.3,8.9,8.9,8.6,9.6,9.9,8.6,9.7,7.4,8.0,9.3,9.9,9.0,9.6,8.5,9.3,8.7,10.6,9.8,139.3
Nathan,Ake,DEF,BOU,4900000,2,48,2.8,5.714285714285711e-07,9.79591836734694e-06,0,280275,1,20,0,0,0,0,0,9.8,7165,-1,0,48,1,0.6,0,3.0,5,0,4,0,0,3.9,93189,0,0,0,0,1522,2207,0,0,296,Liverpool,Man City,West Ham,Everton,Brighton,2.9,2.0,3.9,2.3,2.7,3.1,2.7,2.6,3.0,2.2,2.7,1.9,3.0,3.3,3.1,4.2,2.2,2.8,2.6,2.5,2.4,49.5
Marc,Albrighton,MID,LEI,5500000,1,50,2.9,5.27272727272727e-07,9.09090909090909e-06,0,160854,2,17,0,0,0,1,0,9.1,6447,0,0,50,0,0.9,0,4.8,6,0,3,0,3,2.0,168477,0,0,0,1,1139,10051,0,0,198,Crystal Palace,Man Utd,Watford,Liverpool,Huddersfield,3.1,2.5,2.3,1.6,3.6,2.0,2.2,2.6,3.3,1.5,2.7,3.1,2.2,3.1,1.9,3.1,2.0,2.5,2.0,3.4,1.7,63.4
Toby,Alderweireld,DEF,TOT,5800000,0,38,2.23529411764706,3.85395537525355e-07,6.55172413793103e-06,0,607245,3,7,0,0,0,0,0,6.6,9309,-2,0,38,2,0.0,0,0.0,3,0,5,0,0,5.5,160397,0,0,0,0,900,36,0,0,200,Man City,Burnley,Southampton,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.3,2.5,2.7,1.4,2.0,1.7,1.6,1.5,1.8,2.2,1.7,1.7,27.7
Trent,Alexander-Arnold,DEF,LIV,4200000,7,17,1.0,2.38095238095238e-07,4.04761904761905e-06,0,164585,2,9,0,0,0,0,0,4.0,2159,-3,0,17,3,0.6,0,2.7,2,0,2,0,0,1.2,96669,0,0,0,0,529,4330,0,0,112,Bournemouth,Arsenal,Swansea,Leicester,Burnley,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.9,0.5,0.5,0.6,1.1,0.5,0.5,0.5,0.6,0.5,0.8,34.4
Joe,Allen,MID,STK,5100000,2,40,2.5,4.90196078431373e-07,7.84313725490196e-06,0,162743,4,29,0,0,0,0,0,7.7,1664,-4,1,40,4,0.6,0,3.0,4,0,2,0,2,1.3,21102,0,0,0,0,1422,765,-1,0,229,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,2.8,2.5,1.6,1.5,2.5,1.2,2.9,1.7,2.0,2.2,1.6,1.8,1.3,2.9,1.3,1.9,1.6,2.2,1.2,2.5,2.3,60.9
Bamidele,Alli,MID,TOT,9100000,1,68,4.3,4.72527472527473e-07,7.47252747252747e-06,0,1683762,1,13,0,0,0,3,0,7.5,40987,-4,0,68,4,0.4,0,3.2,5,0,6,0,4,12.4,588985,0,0,0,1,1312,1336,0,0,206,Man City,Burnley,Southampton,Swansea,West Ham,2.8,3.7,4.7,0.0,10.9,6.1,4.2,4.6,2.9,5.5,3.6,6.2,4.4,5.5,3.6,3.8,3.3,3.5,4.2,4.0,4.9,113.1
Marcos,Alonso,DEF,CHE,6900000,6,76,4.5,6.52173913043478e-07,1.10144927536232e-05,0,815761,4,14,0,0,0,3,0,11.0,12457,-1,0,76,1,0.7,0,5.0,6,0,6,0,1,15.5,743014,0,0,0,2,1439,26664,0,0,323,Southampton,Everton,Brighton,Stoke,Arsenal,5.3,3.7,6.3,5.7,4.0,4.7,5.6,5.0,6.2,6.1,3.9,4.5,6.6,5.0,5.7,6.7,5.4,6.6,4.7,5.6,4.8,97.5
Daniel,Amartey,MID,LEI,4300000,0,1,0.0588235294117647,1.3679890560875499e-08,2.3255813953488398e-07,0,14938,0,2,0,0,0,0,0,0.2,422,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.2,10981,0,0,0,0,18,329,0,0,2,Crystal Palace,Man Utd,Watford,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
Ethan,Ampadu,MID,CHE,4500000,1,1,0.0588235294117647,1.30718954248366e-08,2.22222222222222e-07,0,316,0,1,0,0,0,0,0,0.2,14,0,0,1,0,0.0,0,0.2,0,0,0,0,0,0.0,421,0,0,0,0,10,13,0,0,6,Southampton,Everton,Brighton,Stoke,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7497,0,3,0,0,0,0,0,1.2,14,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3619,0,0,0,0,198,0,0,0,11,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,39468,0,0,0,0,0,0,0,0.0,974,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,51875,0,0,0,0,0,443,0,0,0,Leicester,Swansea,Arsenal,Man City,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michail,Antonio,MID,WHU,7400000,3,36,2.8,3.7837837837837795e-07,4.86486486486486e-06,0,75176,1,14,0,0,0,1,0,4.9,458,-1,0,36,1,0.2,0,1.5,1,0,5,0,1,0.3,74507,0,0,0,0,936,1580,0,0,96,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,1.6,3.2,2.0,0.0,4.6,1.6,3.2,3.2,1.5,2.3,1.4,2.4,2.8,2.6,2.6,1.5,2.8,1.4,1.7,1.6,3.6,54.9
Scott,Arfield,MID,BUR,4900000,6,37,2.17647058823529,4.44177671068427e-07,7.55102040816327e-06,0,18188,3,7,0,0,0,2,0,7.6,593,-1,0,37,1,0.6,0,3.0,6,0,4,0,1,0.3,27684,0,0,0,2,735,3228,0,0,113,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,1.2,1.6,1.1,1.3,1.4,1.2,1.6,1.5,1.1,1.8,1.6,2.3,1.3,1.5,1.4,1.4,1.7,1.3,1.7,1.1,2.0,35.3
Marko,Arnautovic,MID,WHU,6800000,3,23,1.3529411764705903,1.98961937716263e-07,3.3823529411764703e-06,0,100419,2,19,0,0,0,1,0,3.4,784,-2,0,23,2,0.4,0,2.7,0,0,2,0,0,0.7,42292,0,0,0,0,747,7761,0,1,70,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,0.7,1.0,0.7,0.0,1.7,0.7,1.0,1.0,0.7,0.7,0.7,0.7,0.9,0.8,0.8,0.7,0.9,0.7,0.7,0.7,1.2,48.7
Harry,Arter,MID,BOU,4800000,1,24,2.2,4.58333333333333e-07,5e-06,0,34512,4,11,0,0,0,1,0,4.9,598,-2,1,24,2,0.4,0,2.0,0,0,3,0,0,0.4,11950,0,0,0,0,877,139,-1,0,137,Liverpool,Man City,West Ham,Everton,Brighton,1.4,1.1,2.3,2.3,1.2,2.0,1.4,1.3,1.7,1.4,2.0,1.3,1.5,2.0,1.5,2.0,1.1,1.6,1.5,2.1,1.3,25.5
Christian,Atsu,MID,NEW,4900000,2,40,3.1,6.3265306122449e-07,8.16326530612245e-06,0,416278,0,11,0,0,0,1,0,8.2,3687,-1,0,40,1,0.1,0,0.5,2,0,3,0,2,1.3,339833,0,0,0,0,1029,565,0,0,121,Arsenal,West Ham,Man City,Brighton,Stoke,1.9,2.4,1.8,3.0,2.4,3.6,1.7,3.0,2.3,2.7,2.8,1.8,2.8,1.9,3.9,2.3,3.4,2.9,3.4,2.6,2.5,62.5
Serge,Aurier,DEF,TOT,5900000,15,25,1.47058823529412,2.49252243270189e-07,4.2372881355932194e-06,0,39790,0,6,0,0,0,1,0,4.2,1029,-1,0,25,1,0.5,0,2.7,3,0,2,0,0,0.4,48037,0,0,0,1,546,3059,0,1,92,Man City,Burnley,Southampton,Swansea,West Ham,0.7,0.8,1.0,0.0,2.3,0.9,0.9,1.1,0.7,1.2,1.7,1.5,0.7,1.0,0.9,0.8,0.8,0.9,1.1,0.8,0.9,28.0
Charlie,Austin,FWD,SOU,6200000,1,44,2.58823529411765,4.17457305502846e-07,7.0967741935483906e-06,0,121345,1,9,0,0,0,5,0,7.1,35872,-3,0,44,3,0.8,0,5.0,7,0,1,0,0,4.4,292413,0,0,0,1,489,27308,0,0,141,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,1.7,2.9,1.8,1.6,2.9,2.5,2.1,2.6,2.3,2.2,1.9,3.0,2.4,2.2,1.9,1.5,1.7,2.2,2.4,2.2,1.9,56.2
Andre,Ayew,MID,WHU,6800000,0,38,2.23529411764706,3.28719723183391e-07,5.58823529411765e-06,0,88288,2,19,0,0,0,2,0,5.6,1159,-2,0,38,2,0.1,0,0.7,2,0,1,0,2,1.0,40330,0,0,0,0,716,169,0,0,133,Stoke,Newcastle,Bournemouth,West Brom,Tottenham,1.1,2.3,1.4,0.0,3.4,1.1,2.3,2.3,1.1,1.6,1.1,1.6,2.0,1.8,1.9,1.1,2.0,1.1,1.2,1.1,2.6,34.6
Jordan,Ayew,FWD,SWA,5000000,2,42,2.5,5e-07,8.400000000000001e-06,0,294154,0,22,0,0,0,1,0,8.4,13494,0,0,42,0,0.3,0,1.7,0,0,5,0,2,3.2,336509,0,0,0,0,1375,5694,0,0,138,Everton,Crystal Palace,Liverpool,Watford,Tottenham,2.0,2.9,1.7,2.3,2.1,2.2,2.1,2.3,2.0,2.0,2.1,2.6,1.7,2.1,1.4,2.1,2.6,2.0,1.6,2.1,2.9,70.5
Cesar,Azpilicueta,DEF,CHE,6900000,2,82,5.1,7.391304347826091e-07,1.18840579710145e-05,0,495745,1,14,0,0,0,1,0,11.9,35629,4,0,82,-4,0.4,0,2.5,11,0,6,0,5,21.6,953186,1,0,0,2,1440,20678,0,0,404,Southampton,Everton,Brighton,Stoke,Arsenal,6.3,4.5,7.2,6.7,4.9,5.7,6.4,6.0,7.1,7.2,4.7,5.4,7.5,6.0,6.8,7.6,6.4,7.6,5.7,6.6,5.7,74.4
Eric,Bailly,DEF,MUN,6000000,0,46,5.8,9.66666666666667e-07,7.66666666666667e-06,0,812577,2,3,0,0,0,1,0,7.7,18535,0,0,46,0,0.0,0,0.0,3,0,6,0,0,6.7,580428,0,0,0,1,720,70,0,0,198,West Brom,Leicester,Burnley,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,8.6,6.2,6.1,8.7,5.8,8.3,6.1,8.5,5.9,7.7,5.5,8.7,5.6,8.7,6.3,8.1,28.3
Leighton,Baines,DEF,EVE,5700000,0,36,2.8,4.91228070175439e-07,6.31578947368421e-06,0,391556,1,25,0,0,0,2,0,6.3,7418,-3,0,36,3,0.2,0,1.3,2,0,1,0,1,3.6,64778,0,0,0,1,1099,81,0,0,189,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,2.6,3.0,2.3,1.9,2.9,2.1,3.4,2.5,1.6,4.2,2.9,2.2,3.6,2.2,2.3,3.1,2.0,2.8,2.0,2.9,2.5,51.0
Tiemoue,Bakayoko,MID,CHE,5000000,9,49,3.3,6.6e-07,9.800000000000001e-06,0,217043,2,10,0,0,0,2,0,9.8,4130,0,0,49,0,0.5,0,2.7,5,0,4,0,2,2.6,302040,0,0,0,1,1075,16903,0,0,213,Southampton,Everton,Brighton,Stoke,Arsenal,2.9,3.3,3.1,3.2,2.2,3.1,2.5,3.5,3.0,3.5,1.9,2.0,3.5,2.7,2.8,3.9,3.0,4.2,3.7,2.6,3.2,62.6
Sam,Baldock,FWD,BHA,4900000,0,0,0.0,0.0,0.0,0,1638,0,0,0,0,0,0,0,0.0,53,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1060,0,0,0,0,0,47,0,0,0,Burnley,Watford,Chelsea,Newcastle,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beni,Baningime,MID,EVE,4500000,0,3,0.17647058823529396,3.92156862745098e-08,6.66666666666667e-07,0,192,0,1,0,0,0,0,0,0.7,21,0,0,3,0,0.0,0,0.2,0,0,0,0,0,0.0,296,0,0,0,0,104,11,0,0,10,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Phil,Bardsley,DEF,BUR,4300000,6,14,0.823529411764706,1.9151846785225698e-07,3.2558139534883703e-06,0,6324,2,2,0,0,0,0,0,3.3,571,-2,0,14,2,0.5,0,2.3,0,0,2,0,0,0.2,7490,0,0,0,0,360,2368,0,0,76,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,0.4,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,11.4
Ross,Barkley,MID,EVE,7400000,0,0,0.0,0.0,0.0,0,9526,0,0,0,0,0,0,0,0.0,82,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,838,0,0,0,0,0,24,0,0,0,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Barnes,FWD,BUR,5200000,6,28,1.8,3.46153846153846e-07,5.3846153846153804e-06,0,44819,2,4,0,0,0,2,0,5.4,1483,-3,0,28,3,0.6,0,3.0,2,0,2,0,0,0.6,29064,0,0,0,0,569,5483,0,0,87,Brighton,Tottenham,Man Utd,Huddersfield,Liverpool,1.1,1.3,0.9,0.9,1.3,1.2,1.4,1.2,1.2,1.1,1.3,1.7,0.9,1.0,1.1,1.3,1.5,1.4,1.7,0.9,1.5,37.1
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,250,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,46,0,0,0,0,0,1,0,0,0,Everton,Crystal Palace,Liverpool,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,0,32,2.3,5.11111111111111e-07,7.11111111111111e-06,0,106313,2,19,0,0,0,0,0,7.1,3073,0,0,32,0,0.2,0,1.0,0,0,2,0,2,1.0,57595,0,0,0,0,1125,97,0,0,159,Man Utd,Stoke,Everton,Arsenal,West Ham,1.8,1.3,2.6,2.2,1.4,2.0,1.7,1.2,1.8,1.3,2.7,1.5,1.9,1.6,2.0,2.4,1.2,1.6,1.6,1.8,1.3,46.9
Kyle,Bartley,DEF,SWA,4300000,0,3,0.17647058823529396,4.10396716826265e-08,6.976744186046509e-07,0,5166,0,1,0,0,0,0,0,0.7,42,-2,0,3,2,0.0,0,0.0,0,0,0,0,0,0.0,720,0,0,0,0,75,5,0,0,18,Everton,Crystal Palace,Liverpool,Watford,Tottenham,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.9
Michy,Batshuayi,FWD,CHE,8100000,1,17,2.1,2.5925925925925896e-07,2.09876543209877e-06,0,159919,0,7,0,0,0,2,0,2.1,5753,-4,0,17,4,0.0,0,0.2,3,0,0,0,0,0.6,105440,1,0,0,1,215,842,0,0,56,Southampton,Everton,Brighton,Stoke,Arsenal,1.6,1.5,2.0,2.2,1.0,1.8,1.6,1.8,1.8,2.0,1.1,1.5,2.2,1.3,1.6,2.0,1.7,2.2,1.5,1.6,1.7,16.6
Jan,Bednarek,DEF,SOU,4200000,0,0,0.0,0.0,0.0,0,8223,0,0,0,0,0,0,0,0.0,108,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1434,0,0,0,0,0,39,0,0,0,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,2,63,3.7,8.22222222222222e-07,1.4000000000000001e-05,0,155997,2,20,0,53,0,0,0,14.0,7777,0,0,63,0,1.0,0,4.5,4,0,4,0,0,4.8,123366,0,0,1,3,1530,3510,0,0,309,Liverpool,Man City,West Ham,Everton,Brighton,4.4,3.2,5.5,3.6,4.1,4.6,4.1,3.9,4.4,3.5,4.0,2.9,4.5,4.8,4.6,5.5,3.5,4.2,4.0,3.8,3.6,39.7
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,9540,0,0,0,0,0,0,0,0.0,55,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,620,0,0,0,0,0,6,0,0,0,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,6,63,3.7,6.27118644067797e-07,1.06779661016949e-05,0,474944,3,20,0,0,0,0,0,10.7,7282,-1,0,63,1,0.7,0,4.2,4,0,8,0,1,9.6,247570,0,0,0,1,1530,16614,0,0,306,Newcastle,Liverpool,Crystal Palace,West Brom,Chelsea,4.5,4.8,3.6,3.1,4.7,2.6,5.6,2.7,4.1,2.8,3.8,3.4,4.8,2.3,4.9,4.6,2.7,5.6,2.1,4.9,2.7,74.0
Yohan,Benalouane,DEF,LEI,4300000,0,0,0.0,0.0,0.0,0,2843,0,0,0,0,0,0,0,0.0,63,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,874,0,0,0,0,0,28,0,0,0,Crystal Palace,Man Utd,Watford,Liverpool,Huddersfield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,2,16,1.3,1.71052631578947e-07,2.10526315789474e-06,0,390013,4,15,0,0,0,0,0,2.1,3517,-4,0,16,4,0.2,1,1.2,0,0,2,0,0,2.0,45323,0,0,0,0,941,624,0,0,-16,Leicester,Swansea,Arsenal,Man City,Southampton,0.6,0.6,0.9,0.7,0.6,0.8,0.6,0.6,1.0,0.6,0.8,0.9,0.6,0.6,0.8,0.6,1.1,0.6,0.9,0.8,1.1,45.6
Saido,Berahino,FWD,STK,5600000,0,11,0.647058823529412,1.15546218487395e-07,1.96428571428571e-06,0,31598,0,1,0,0,0,0,0,2.0,273,-4,0,11,4,0.0,1,0.0,0,0,2,0,1,0.3,12382,0,0,0,0,246,77,0,0,22,West Ham,West Brom,Huddersfield,Chelsea,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,12.3
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,218,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,29,0,0,0,0,0,0,0,0,0,Huddersfield,Brighton,Leicester,Swansea,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7400000,6,32,1.88235294117647,2.54372019077901e-07,4.32432432432432e-06,0,100423,0,2,0,0,0,1,0,4.3,539,-6,0,32,6,0.2,0,1.7,0,0,2,0,2,0.6,20901,0,0,0,0,450,388,0,0,137,Tottenham,Bournemouth,Newcastle,Crystal Palace,Watford,1.1,1.4,1.4,1.1,1.0,0.9,1.4,1.4,1.1,1.2,0.9,1.0,1.1,1.2,1.4,1.1,0.9,1.6,1.2,1.8,1.3,49.3
Ryan,Bertrand,DEF,SOU,5400000,3,55,3.2,5.92592592592593e-07,1.01851851851852e-05,0,568826,0,23,0,0,0,0,0,10.2,15685,-1,0,55,1,0.6,0,3.2,4,0,4,0,3,8.0,265305,0,0,0,1,1525,4043,0,0,306,Chelsea,Huddersfield,Tottenham,Man Utd,Crystal Palace,3.4,4.1,3.1,2.3,4.6,4.0,3.5,3.9,3.3,3.4,3.1,3.4,2.9,2.9,3.5,2.4,3.2,2.5,2.9,2.2,2.5,79.5
Muhamed,Besic,MID,EVE,4300000,0,2,0.11764705882352902,2.7359781121750998e-08,4.65116279069767e-07,0,11028,0,0,0,0,0,0,0,0.5,327,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.2,9408,0,0,0,0,46,204,0,0,10,Swansea,Chelsea,West Brom,Bournemouth,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.0
Philip,Billing,MID,HUD,4400000,0,12,0.7058823529411771,1.60427807486631e-07,2.7272727272727298e-06,0,35409,2,5,0,0,0,0,0,2.7,376,-1,1,12,1,0.0,0,0.0,0,0,3,0,0,0.2,31582,0,0,0,0,420,6,-1,0,52,Watford,Southampton,Stoke,Burnley,Leicester,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,12.6
Daley,Blind,DEF,MUN,5200000,0,19,1.11764705882353,2.1493212669683298e-07,3.65384615384615e-06,0,175898,0,0,0,0,0,0,0,3.7,1184,-3,0,19,3,0.0,0,0.0,0,0,3,0,0,1.0,132724,0,0,0,0,271,276,0,0,84,West Brom,Leicester,Burnley,Southampton,Everton,0.6,0.6,0.8,0.7,0.6,0.8,0.6,0.6,1.0,0.6,0.7,1.2,0.8,0.6,0.6,0.6,0.9,0.6,0.8,0.6,0.8,14.8
