FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast,ICTIndex
Geoff,Cameron,DEF,STK,4300000,0,33,1.6,3.7209302325581396e-07,7.674418604651159e-06,0,43558,2,30,0,0,0,0,0,7.7,280,-2,0,33,2,0.1,0,0.3,0,0,2,0,0,0.2,31642,0,0,0,0,1522,32,0,0,220,Crystal Palace,Swansea,,,,1.9,0.9,39.0
Tyrese,Campbell,FWD,STK,4500000,0,3,0.0833333333333333,1.85185185185185e-08,6.66666666666667e-07,0,18826,0,1,0,0,0,0,0,0.7,1932,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0.5,41967,0,0,0,0,62,2086,0,0,6,Crystal Palace,Swansea,,,,0.0,0.0,4.1
Emre,Can,MID,LIV,4900000,0,92,3.5,7.142857142857141e-07,1.87755102040816e-05,0,732357,8,29,0,0,0,3,0,18.8,5008,-1,0,92,1,0.0,0,0.0,10,0,8,0,6,4.1,550092,0,0,0,2,2089,22,0,0,499,Chelsea,Brighton,,,,0.0,0.0,120.6
Etienne,Capoue,MID,WAT,4800000,2,46,1.27777777777778,2.66203703703704e-07,9.58333333333333e-06,0,300522,3,28,0,0,0,1,0,9.6,382,-7,0,46,7,0.5,0,2.3,0,0,4,0,1,1.4,42644,0,0,0,0,1447,70,0,0,243,Newcastle,Man Utd,,,,0.8,0.6,55.9
Michael,Carrick,MID,MUN,4200000,0,1,0.0285714285714286,6.80272108843537e-09,2.38095238095238e-07,0,118337,0,0,0,0,0,0,0,0.2,532,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.8,90434,0,0,0,0,24,501,0,0,0,Brighton,West Ham,Watford,,,0.0,0.0,5.1
Andre,Carrillo,MID,WAT,5400000,1,64,2.3,4.25925925925926e-07,1.1851851851851899e-05,0,11871,2,31,0,0,0,1,0,11.9,44,-1,0,64,1,0.1,0,0.5,4,0,4,0,3,0.0,13246,0,0,0,0,1529,9,0,0,275,Newcastle,Man Utd,,,,0.0,1.2,90.3
Guido,Carrillo,FWD,SOU,5900000,0,15,0.42857142857142894,7.26392251815981e-08,2.54237288135593e-06,0,13685,0,8,0,0,0,0,0,2.5,159,-6,1,15,6,0.0,0,0.0,0,0,1,0,1,0.0,15643,0,0,0,0,449,39,-1,0,40,Everton,Swansea,Man City,,,0.4,0.2,29.4
Andy,Carroll,FWD,WHU,5700000,0,34,2.4,4.21052631578947e-07,5.96491228070175e-06,0,105185,5,13,0,0,0,3,0,6.0,739,-3,0,34,3,0.4,0,2.3,6,0,3,0,1,0.3,108158,0,0,0,1,703,1095,0,1,101,Leicester,Man Utd,Everton,,,4.0,2.5,56.4
Tom,Carroll,MID,SWA,4300000,1,80,2.4,5.58139534883721e-07,1.8604651162790697e-05,0,674876,3,36,0,0,0,0,0,18.6,5689,-2,0,80,2,0.8,0,3.3,6,0,7,0,4,4.6,617488,0,0,0,0,2374,14758,0,0,397,Bournemouth,Southampton,Stoke,,,3.8,2.1,123.9
Cameron,Carter-Vickers,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,703,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,380,0,0,0,0,0,1,0,0,0,West Brom,Newcastle,Leicester,,,0.0,0.0,0.0
Craig,Cathcart,DEF,WAT,4400000,1,10,0.277777777777778,6.313131313131309e-08,2.2727272727272702e-06,0,1230,1,4,0,0,0,0,0,2.3,13,-1,0,10,1,0.5,0,2.0,0,0,1,0,0,0.0,553,0,0,0,0,315,30,0,0,56,Newcastle,Man Utd,,,,0.1,0.1,9.0
Diego,Cavalieri,GLK,CRY,4000000,0,0,0.0,0.0,0.0,0,390,0,0,0,0,0,0,0,0.0,50,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1082,0,0,0,0,0,63,0,0,0,Stoke,West Brom,,,,0.0,0.0,0.0
Santiago,Cazorla,MID,ARS,6900000,0,0,0.0,0.0,0.0,0,2641,0,0,0,0,0,0,0,0.0,27,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1139,0,0,0,0,0,23,0,0,0,Burnley,Leicester,Huddersfield,,,0.0,0.0,0.0
Petr,Cech,GLK,ARS,5300000,0,115,3.6,6.79245283018868e-07,2.16981132075472e-05,0,292534,1,45,0,81,0,0,0,21.7,4462,-2,0,115,2,0.2,0,0.8,7,0,10,0,0,4.4,180646,0,0,1,1,2859,1955,0,0,576,Burnley,Leicester,Huddersfield,,,6.6,2.7,65.4
,Cedric,DEF,SOU,4700000,1,73,2.5,5.31914893617021e-07,1.5531914893617003e-05,0,724726,2,42,0,0,0,0,0,15.5,2905,-3,0,73,3,0.9,0,4.3,2,0,6,0,2,4.1,329258,0,0,0,1,2524,25452,0,0,429,Everton,Swansea,Man City,,,3.4,2.0,101.1
Nacer,Chadli,MID,WBA,5600000,0,13,0.36111111111111105,6.4484126984127e-08,2.32142857142857e-06,0,39678,1,2,0,0,0,1,0,2.3,8,-4,0,13,4,0.0,0,0.0,3,0,1,0,0,0.2,9765,0,0,0,1,174,7,0,0,30,Tottenham,Crystal Palace,,,,0.2,0.2,10.1
Nathaniel,Chalobah,MID,WAT,4200000,0,12,2.4,5.714285714285711e-07,2.8571428571428602e-06,0,207153,1,7,0,0,0,0,0,2.9,278,-3,0,12,3,0.0,0,0.0,0,0,3,0,0,0.8,130472,0,0,0,0,429,134,0,0,37,Newcastle,Man Utd,,,,0.0,0.0,19.6
Trevoh,Chalobah,DEF,CHE,4000000,0,0,0.0,0.0,0.0,0,602,0,0,0,0,0,0,0,0.0,89,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1338,0,0,0,0,0,111,0,0,0,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,0.0
,Chamberlain,MID,LIV,5600000,0,94,2.7,4.821428571428571e-07,1.6785714285714302e-05,0,483341,3,28,0,0,0,3,0,16.8,15927,-4,0,94,4,0.4,0,2.5,5,0,5,0,7,2.4,405812,0,0,0,0,1718,94,0,0,423,Chelsea,Brighton,,,,0.0,0.0,166.5
Calum,Chambers,DEF,ARS,4700000,1,17,0.48571428571428604,1.0334346504559301e-07,3.61702127659574e-06,0,28542,1,14,0,0,0,0,0,3.6,517,-3,0,17,3,0.2,0,1.0,0,0,1,0,0,0.4,24022,0,0,0,0,788,7025,0,0,139,Burnley,Leicester,Huddersfield,,,0.4,0.2,38.6
,Chicharito,FWD,WHU,6700000,1,93,3.3,4.92537313432836e-07,1.38805970149254e-05,0,1948312,3,36,0,0,0,8,0,13.9,3737,-3,0,93,3,0.4,0,2.5,14,0,6,0,2,7.4,1271721,0,0,0,2,1537,4112,0,0,309,Leicester,Man Utd,Everton,,,6.6,3.9,115.0
Benjamin,Chilwell,DEF,LEI,4400000,0,65,2.7,6.13636363636364e-07,1.4772727272727301e-05,0,147403,1,30,0,0,0,0,0,14.8,27989,-1,0,65,1,0.5,0,2.3,4,0,6,0,2,4.4,374542,0,0,0,1,1848,17845,0,1,381,West Ham,Arsenal,Tottenham,,,0.0,0.0,78.0
Hamza,Choudhury,MID,LEI,4400000,1,6,0.17142857142857096,3.8961038961039e-08,1.36363636363636e-06,0,444,0,5,0,0,0,0,0,1.4,20,-1,0,6,1,0.3,0,1.3,0,0,0,0,0,0.0,717,0,0,0,0,191,91,0,0,27,West Ham,Arsenal,Tottenham,,,0.2,0.1,4.0
Eric Maxim,Choupo-Moting,MID,STK,5300000,0,107,3.6,6.79245283018868e-07,2.0188679245283e-05,0,803051,3,45,0,0,0,5,0,20.2,2835,-2,0,107,2,0.0,0,0.0,9,0,5,0,5,2.0,847078,0,0,0,2,2241,21,0,0,341,Crystal Palace,Swansea,,,,0.0,0.0,168.1
Andreas,Christensen,DEF,CHE,5300000,0,76,2.17142857142857,4.0970350404312703e-07,1.4339622641509399e-05,0,520332,0,19,0,0,0,0,0,14.3,16817,-2,0,76,2,0.1,0,0.3,4,0,8,0,0,2.0,586835,0,0,0,0,1887,1260,0,0,440,Liverpool,Huddersfield,Newcastle,,,4.3,1.3,55.2
Ciaran,Clark,DEF,NEW,4300000,0,64,3.2,7.441860465116279e-07,1.4883720930232598e-05,0,278650,3,30,0,0,0,2,0,14.9,2629,-2,0,64,2,0.0,0,0.0,6,0,4,0,1,1.6,295889,0,0,0,1,1745,856,0,0,317,Watford,Tottenham,Chelsea,,,6.0,3.6,67.5
Jordy,Clasie,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,18858,0,0,0,0,0,0,0,0.0,13,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,4035,0,0,0,0,0,5,0,0,0,Everton,Swansea,Man City,,,0.0,0.0,0.0
Tom,Cleverley,MID,WAT,5000000,0,58,2.5,5e-07,1.1599999999999999e-05,0,102986,1,33,0,0,0,1,0,11.6,98,0,0,58,0,0.0,1,0.0,3,0,6,0,2,0.4,102457,0,0,0,1,1900,3,0,1,300,Newcastle,Man Utd,,,,0.0,0.0,92.1
Sam,Clucas,MID,SWA,4700000,2,72,2.7,5.744680851063829e-07,1.53191489361702e-05,0,50813,2,29,0,0,0,3,0,15.3,812,-3,0,72,3,0.4,0,2.0,4,0,5,0,1,0.4,70281,0,0,0,1,1927,1809,0,0,295,Bournemouth,Southampton,Stoke,,,4.5,2.5,74.4
Nathaniel,Clyne,DEF,LIV,5300000,1,7,0.19444444444444395,3.66876310272537e-08,1.32075471698113e-06,0,28621,0,0,0,0,0,0,0,1.3,100,-2,0,7,2,0.3,0,1.8,0,0,1,0,0,0.2,2356,0,0,0,0,115,66,0,0,21,Chelsea,Brighton,,,,0.1,0.1,6.1
Jack,Colback,MID,NEW,4200000,0,0,0.0,0.0,0.0,0,118316,0,0,0,0,0,0,0,0.0,354,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.7,113599,0,0,0,0,0,30,0,0,0,Watford,Tottenham,Chelsea,,,0.0,0.0,0.0
Joel,Coleman,GLK,HUD,3900000,0,0,0.0,0.0,0.0,0,109015,0,0,0,0,0,0,0,0.0,6839,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.9,216783,0,0,0,0,0,3879,0,0,0,Man City,Chelsea,Arsenal,,,0.0,0.0,0.0
Seamus,Coleman,DEF,EVE,6400000,6,36,1.0,1.5625e-07,5.625e-06,0,32307,0,8,0,0,0,0,0,5.6,2351,-1,0,36,1,0.8,0,5.0,0,0,4,0,1,0.5,36428,0,0,0,0,855,743,0,0,176,Southampton,West Ham,,,,0.6,0.5,34.2
James,Collins,DEF,WHU,4300000,0,35,2.9,6.74418604651163e-07,8.139534883720931e-06,0,35840,3,19,0,0,0,1,0,8.1,654,-2,0,35,2,0.0,0,0.0,3,0,3,0,0,0.2,31663,0,0,0,0,1047,7,0,0,198,Leicester,Man Utd,Everton,,,0.0,0.0,44.4
Francis,Coquelin,MID,ARS,4300000,0,7,1.0,2.3255813953488398e-07,1.62790697674419e-06,0,41462,0,6,0,0,0,0,0,1.6,34,-2,0,7,2,0.0,0,0.0,0,0,0,0,0,0.5,15802,0,0,0,0,164,3,0,0,35,Burnley,Leicester,Huddersfield,,,0.0,0.0,4.8
Jack,Cork,MID,BUR,4500000,3,96,2.7,6e-07,2.13333333333333e-05,0,411595,7,32,0,0,0,2,0,21.3,18452,0,0,96,0,0.8,0,3.8,6,0,12,0,1,3.6,549441,0,0,0,1,3240,5139,0,0,509,Arsenal,Bournemouth,,,,1.7,2.5,115.9
,Costa,FWD,CHE,9500000,0,0,0.0,0.0,0.0,0,66560,0,0,0,0,0,0,0,0.0,16,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.4,2458,0,0,0,0,0,3,0,0,0,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,0.0
Thibaut,Courtois,GLK,CHE,5300000,8,127,3.8,7.16981132075472e-07,2.39622641509434e-05,0,892318,1,31,0,68,0,0,0,24.0,4572,-2,0,127,2,0.7,0,3.5,3,0,14,0,0,10.4,523575,0,0,0,0,2970,11278,0,0,590,Liverpool,Huddersfield,Newcastle,,,9.5,3.3,49.6
Philippe,Coutinho,MID,LIV,9100000,0,103,7.4,8.131868131868129e-07,1.13186813186813e-05,0,1730821,0,14,0,0,0,7,0,11.3,293,1,0,103,-1,0.0,0,0.0,15,0,5,0,7,3.0,1531120,0,0,0,4,1109,1,0,0,381,Chelsea,Brighton,,,,0.0,0.0,169.4
Martin,Cranie,DEF,HUD,4000000,0,2,0.7,1.75e-07,5e-07,0,25411,0,7,0,0,0,0,0,0.5,121,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.2,24171,0,0,0,0,179,7,0,0,35,Man City,Chelsea,Arsenal,,,0.0,0.0,4.7
Aaron,Cresswell,DEF,WHU,4900000,6,105,3.2,6.53061224489796e-07,2.1428571428571398e-05,0,317734,6,59,0,0,0,1,0,21.4,3124,-1,0,105,1,0.6,0,3.0,10,0,8,0,7,2.5,458671,0,0,0,0,2802,23382,0,0,557,Leicester,Man Utd,Everton,,,5.9,3.3,136.9
Peter,Crouch,FWD,STK,4800000,1,66,2.3,4.79166666666667e-07,1.375e-05,0,398548,3,26,0,0,0,4,0,13.8,4155,-2,0,66,2,0.5,0,2.5,6,0,1,0,2,2.3,380190,0,0,0,0,1395,6288,0,0,198,Crystal Palace,Swansea,,,,2.1,1.6,92.2
Josh,Cullen,MID,WHU,4500000,0,2,0.0571428571428571,1.26984126984127e-08,4.44444444444444e-07,0,496,0,0,0,0,0,0,0,0.4,15,0,0,2,0,0.1,0,0.3,0,0,0,0,0,0.0,799,0,0,0,0,6,14,0,0,7,Leicester,Man Utd,Everton,,,0.0,0.0,0.8
James,Daly,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,2120,0,0,0,0,0,0,0,0.0,490,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5000,0,0,0,0,0,1164,0,0,0,Stoke,West Brom,,,,0.0,0.0,0.0
Charlie,Daniels,DEF,BOU,4700000,1,83,2.5,5.31914893617021e-07,1.7659574468085103e-05,0,1173627,0,49,0,0,0,1,0,17.7,13970,-3,0,83,3,0.2,0,1.0,4,0,5,0,2,6.6,591069,0,0,0,0,2821,1011,0,0,541,Swansea,Burnley,,,,2.4,2.0,117.1
,Danilo,DEF,MCI,5000000,1,83,4.0,8e-07,1.66e-05,0,444352,2,10,0,0,0,2,0,16.6,4204,-5,0,83,5,0.5,0,2.5,5,0,8,0,2,2.8,346948,0,0,0,2,1160,14835,0,0,340,Huddersfield,Brighton,Southampton,,,10.4,4.7,60.3
Scott,Dann,DEF,CRY,4600000,0,32,1.9,4.1304347826086996e-07,6.95652173913044e-06,0,88142,4,26,0,0,0,1,0,7.0,97,-4,0,32,4,0.0,0,0.0,0,0,1,0,0,0.3,39522,0,0,0,0,1434,38,0,0,211,Stoke,West Brom,,,,0.0,0.0,67.0
Karl,Darlow,GLK,NEW,4300000,0,33,0.942857142857143,2.19269102990033e-07,7.674418604651159e-06,0,32286,0,15,0,35,0,0,0,7.7,490,-2,0,33,2,0.0,0,0.0,2,0,2,0,0,0.2,25622,1,0,0,1,900,111,0,0,172,Watford,Tottenham,Chelsea,,,1.0,0.5,25.9
Matteo,Darmian,DEF,MUN,4900000,0,16,0.4571428571428571,9.32944606413994e-08,3.26530612244898e-06,0,33744,0,2,0,0,0,0,0,3.3,74,-6,0,16,6,0.3,0,1.5,0,0,2,0,0,0.2,7519,0,0,0,0,286,96,0,0,75,Brighton,West Ham,Watford,,,0.4,0.2,8.2
,David Luiz,DEF,CHE,5700000,0,32,0.9142857142857141,1.60401002506266e-07,5.6140350877193e-06,0,1195654,3,13,0,0,0,1,0,5.6,501,-3,0,32,3,0.0,0,0.0,0,0,3,0,2,8.1,326832,0,0,0,0,838,22,0,1,186,Liverpool,Huddersfield,Newcastle,,,0.0,0.5,29.6
,David Silva,MID,MCI,8300000,0,166,5.9,7.108433734939759e-07,2e-05,0,2524358,5,18,0,0,0,9,0,20.0,61357,3,0,166,-3,0.4,0,3.5,26,0,13,0,11,12.5,2808239,0,0,0,6,2341,25940,0,0,656,Huddersfield,Brighton,Southampton,,,15.9,7.0,279.7
Ben,Davies,DEF,TOT,5800000,6,137,4.9,8.448275862068971e-07,2.36206896551724e-05,0,1941455,3,20,0,0,0,2,0,23.6,15133,3,0,137,-3,0.3,0,2.0,14,0,11,0,7,22.4,2758317,0,0,0,4,2233,58064,0,0,591,West Brom,Newcastle,Leicester,,,10.9,5.9,147.8
Tom,Davies,MID,EVE,5100000,1,55,1.8,3.5294117647058796e-07,1.0784313725490199e-05,0,72856,6,20,0,0,0,1,0,10.8,354,-4,0,55,4,0.3,0,1.3,0,0,6,0,2,0.4,41726,0,0,0,0,1720,50,0,0,187,Southampton,West Ham,,,,1.3,0.9,56.3
Steven,Davis,MID,SOU,4700000,0,71,2.02857142857143,4.3161094224924004e-07,1.5106382978723401e-05,0,456847,0,21,0,0,0,3,0,15.1,1159,-3,0,71,3,0.1,0,0.3,6,0,4,0,2,1.3,482881,0,0,0,2,1515,4,0,0,337,Everton,Swansea,Man City,,,2.7,1.0,82.5
Craig,Dawson,DEF,WBA,4800000,7,81,3.1,6.45833333333333e-07,1.6875e-05,0,334247,5,37,0,0,0,2,0,16.9,1773,-2,0,81,2,1.0,0,4.8,4,0,7,0,1,1.5,124160,0,0,0,1,2330,895,0,0,419,Tottenham,Crystal Palace,,,,3.5,3.8,101.0
Kevin,De Bruyne,MID,MCI,10300000,2,200,5.7,5.533980582524271e-07,1.9417475728155302e-05,0,2438717,2,22,0,0,0,8,0,19.4,27324,3,0,200,-3,0.3,0,3.0,25,0,17,0,17,22.1,2101503,0,0,0,5,2917,27152,0,0,849,Huddersfield,Brighton,Southampton,,,15.2,6.6,357.4
David,De Gea,GLK,MUN,5900000,2,163,4.7,7.96610169491525e-07,2.7627118644067798e-05,0,1090420,0,27,0,110,0,0,0,27.6,9415,4,0,163,-4,0.6,0,3.3,10,0,17,0,0,45.3,1486266,0,0,0,0,3150,43596,0,0,719,Brighton,West Ham,Watford,,,10.6,7.0,80.4
Siem,de Jong,MID,NEW,4900000,0,0,0.0,0.0,0.0,0,9758,0,0,0,0,0,0,0,0.0,1,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,529,0,0,0,0,0,0,0,0,0,Watford,Tottenham,Chelsea,,,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4500000,0,0,0.0,0.0,0.0,0,1656,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1484,0,0,0,0,0,2,0,0,0,Burnley,Leicester,Huddersfield,,,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6300000,1,72,2.7,4.28571428571429e-07,1.14285714285714e-05,0,129851,1,29,0,0,0,5,0,11.4,4434,-2,0,72,2,0.3,1,1.8,7,0,6,0,2,0.8,126628,0,0,0,1,1748,939,0,1,241,Newcastle,Man Utd,,,,2.9,1.7,114.2
Jermain,Defoe,FWD,BOU,7600000,1,56,1.55555555555556,2.04678362573099e-07,7.368421052631579e-06,0,215207,1,21,0,0,0,4,0,7.4,483,-4,0,56,4,0.2,0,1.5,5,0,2,0,1,1.4,54228,0,0,0,1,1051,191,0,0,176,Swansea,Burnley,,,,1.1,0.9,83.9
Steven,Defour,MID,BUR,5400000,0,62,2.6,4.81481481481482e-07,1.14814814814815e-05,0,34538,6,17,0,0,0,1,0,11.5,37,-1,0,62,1,0.0,0,0.0,0,0,12,0,1,0.3,26918,0,0,0,0,1998,5,0,0,353,Arsenal,Bournemouth,,,,0.0,0.0,78.4
Damien,Delaney,DEF,CRY,4200000,0,1,0.0277777777777778,6.613756613756611e-09,2.38095238095238e-07,0,25028,0,5,0,0,0,0,0,0.2,75,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.2,4770,0,0,0,0,95,42,0,0,19,Stoke,West Brom,,,,0.0,0.0,4.0
Fabian,Delph,MID,MCI,4500000,2,53,1.5142857142857098,3.36507936507937e-07,1.1777777777777802e-05,0,122327,2,17,0,0,0,1,0,11.8,751,0,0,53,0,0.6,0,2.8,0,0,6,0,2,0.5,124841,0,0,0,0,1626,2626,0,0,376,Huddersfield,Brighton,Southampton,,,2.1,0.8,66.5
Mousa,Dembele,MID,TOT,4900000,3,52,1.4857142857142902,3.03206997084548e-07,1.0612244897959199e-05,0,180854,6,22,0,0,0,0,0,10.6,2482,-1,0,52,1,0.4,0,1.8,3,0,7,0,0,1.7,105834,0,0,0,0,1875,304,0,0,358,West Brom,Newcastle,Leicester,,,0.0,1.0,68.5
Laurent,Depoitre,FWD,HUD,5000000,1,83,2.8,5.6e-07,1.66e-05,0,672235,1,33,0,0,0,5,0,16.6,4919,-5,0,83,5,0.2,0,1.0,11,0,4,0,2,2.3,776210,0,0,0,1,1658,4507,0,0,252,Man City,Chelsea,Arsenal,,,3.5,3.2,86.9
Gerard,Deulofeu,MID,WAT,5500000,1,22,0.6111111111111109,1.11111111111111e-07,4e-06,0,248424,0,2,0,0,0,1,0,4.0,499,-5,0,22,5,0.1,0,0.3,3,0,2,0,1,0.4,268162,0,0,0,1,337,346,0,0,82,Newcastle,Man Utd,,,,0.3,0.3,31.1
Fousseni,Diabate,FWD,LEI,4900000,1,13,0.37142857142857105,7.5801749271137e-08,2.6530612244897998e-06,0,11075,1,9,0,0,0,0,0,2.7,340,-1,0,13,1,0.3,0,1.3,0,0,0,0,0,0.1,15442,0,0,0,0,419,551,0,0,40,West Ham,Arsenal,Tottenham,,,0.4,0.2,14.3
Mohamed,Diame,MID,NEW,4600000,1,64,2.3,5e-07,1.39130434782609e-05,0,22248,2,24,0,0,0,2,0,13.9,505,-4,0,64,4,0.4,0,2.0,3,0,5,0,0,0.3,20749,0,0,0,0,1775,642,0,0,293,Watford,Tottenham,Chelsea,,,2.5,1.7,75.9
Grady,Diangana,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,141,0,0,0,0,0,0,0,0.0,51,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,357,0,0,0,0,0,98,0,0,0,Leicester,Man Utd,Everton,,,0.0,0.0,0.0
Brahim,Diaz,MID,MCI,4700000,0,3,0.0857142857142857,1.82370820668693e-08,6.382978723404259e-07,0,4320,0,1,0,0,0,0,0,0.6,16,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.0,1715,0,0,0,0,31,8,0,0,9,Huddersfield,Brighton,Southampton,,,0.0,0.0,4.5
Eric,Dier,MID,TOT,4700000,3,83,2.5,5.31914893617021e-07,1.7659574468085103e-05,0,297416,4,26,0,0,0,0,0,17.7,2066,-3,0,83,3,0.3,0,1.5,2,0,15,0,2,2.6,211330,0,0,0,0,2732,4048,0,0,464,West Brom,Newcastle,Leicester,,,4.2,2.2,114.6
Mame Biram,Diouf,FWD,STK,5200000,1,95,2.9,5.57692307692308e-07,1.8269230769230803e-05,0,622699,6,46,0,0,0,6,0,18.3,3573,-3,0,95,3,0.8,0,4.0,8,0,8,0,3,1.9,671385,0,0,0,0,2412,4954,0,0,336,Crystal Palace,Swansea,,,,3.0,2.4,154.2
Abdoulaye,Doucoure,MID,WAT,5200000,2,129,3.7,7.115384615384621e-07,2.4807692307692302e-05,0,1667725,10,61,0,0,0,7,0,24.3,44653,2,1,129,-2,0.3,0,1.8,16,0,9,0,3,11.3,2153306,0,0,0,1,3144,3249,-1,0,638,Newcastle,Man Utd,,,,4.3,2.1,191.0
Aleksandar,Dragovic,DEF,LEI,4900000,0,27,0.7714285714285709,1.5743440233236197e-07,5.51020408163265e-06,0,18393,1,13,0,0,0,0,0,5.5,227,-1,0,27,1,0.3,0,1.5,0,0,4,0,0,0.1,22035,0,0,0,0,713,82,0,0,162,West Ham,Arsenal,Tottenham,,,0.9,0.4,20.4
Daniel,Drinkwater,MID,CHE,4700000,0,24,0.6857142857142859,1.45896656534954e-07,5.1063829787234e-06,0,24574,0,7,0,0,0,1,0,5.1,109,-3,0,24,3,0.0,0,0.0,1,0,1,0,0,0.2,15779,0,0,0,1,520,41,0,0,117,Liverpool,Huddersfield,Newcastle,,,0.6,0.3,25.7
Martin,Dubravka,GLK,NEW,4500000,2,32,0.9142857142857141,2.03174603174603e-07,7.11111111111111e-06,0,16677,0,8,0,12,0,0,0,7.1,2790,0,0,32,0,0.4,0,2.0,2,0,3,0,0,1.0,72911,0,0,0,1,810,4266,0,0,133,Watford,Tottenham,Chelsea,,,1.0,0.5,10.3
Shane,Duffy,DEF,BHA,4600000,6,93,2.7,5.8695652173913e-07,2.02173913043478e-05,0,295143,7,46,0,0,0,0,0,20.2,7032,1,0,93,-1,0.5,0,2.5,7,0,9,0,2,3.0,443750,0,0,0,1,3042,2481,0,0,566,Man Utd,Man City,Liverpool,,,4.6,2.0,138.0
Paul,Dummett,DEF,NEW,4200000,1,43,1.22857142857143,2.92517006802721e-07,1.0238095238095199e-05,0,61638,1,15,0,0,0,0,0,10.2,1941,-3,0,43,3,0.4,0,1.8,0,0,4,0,0,1.1,84160,0,0,0,0,1332,2881,0,0,235,Watford,Tottenham,Chelsea,,,1.3,0.8,37.9
Lewis,Dunk,DEF,BHA,4500000,6,88,2.5,5.55555555555556e-07,1.95555555555556e-05,0,270344,7,47,0,0,0,1,0,19.6,7706,0,0,88,0,0.7,0,3.3,5,0,9,0,1,2.9,353835,4,0,0,1,3150,3190,0,0,582,Man Utd,Man City,Liverpool,,,4.1,1.8,149.1
Nathan,Dyer,MID,SWA,4400000,1,38,1.08571428571429,2.4675324675324695e-07,8.63636363636364e-06,0,20978,2,18,0,0,0,0,0,8.6,378,-1,0,38,1,0.2,0,0.8,0,0,3,0,1,0.2,28169,0,0,0,0,1175,135,0,0,130,Bournemouth,Southampton,Stoke,,,1.0,0.6,34.6
,Ederson,GLK,MCI,5700000,2,151,4.3,7.543859649122809e-07,2.64912280701754e-05,0,429782,0,26,0,55,0,0,0,26.5,8430,2,0,151,-2,0.5,0,2.8,9,0,15,0,0,9.1,637161,0,0,2,2,3105,29180,0,0,642,Huddersfield,Brighton,Southampton,,,11.4,5.2,53.7
,Eduardo,GLK,CHE,4700000,0,0,0.0,0.0,0.0,0,3557,0,0,0,0,0,0,0,0.0,14,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1204,0,0,0,0,0,11,0,0,0,Liverpool,Huddersfield,Newcastle,,,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,6,0.166666666666667,4.1666666666666696e-08,1.5e-06,0,30617,0,15,0,0,0,0,0,1.5,756,0,0,6,0,0.0,0,0.0,0,0,0,0,0,0.3,49018,0,0,0,0,481,111,0,0,81,Crystal Palace,Swansea,,,,0.1,0.1,12.7
Robert,Elliot,GLK,NEW,4000000,0,57,3.6,9.000000000000001e-07,1.425e-05,0,1066361,0,21,0,44,0,0,0,14.3,27679,0,0,57,0,0.0,0,0.0,4,0,3,0,0,14.0,909630,0,0,1,3,1440,3463,0,0,280,Watford,Tottenham,Chelsea,,,7.2,4.3,36.5
