FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,1,0.0111111111111111,2.710027100271e-09,2.4390243902438996e-07,0,9500,0,0,0,0,0,0,0,0.2,41,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.1,3807,0,40,0,0,1,36,0,0,2,Everton,Sunderland,Chelsea,Burnley,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4500000,6,69,2.7,6e-07,1.53333333333333e-05,0,168948,3,41,0,0,0,0,0,15.3,471,0,0,69,0,1.0,0,4.3,5,0,8,0,1,1.3,163801,0,462,0,1,2218,399,0,1,489,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,2.7,2.9,1.8,2.9,1.8,3.4,3.0,1.4
Ryan,Fraser,MID,BOU,4800000,3,79,0.8777777777777779,1.8287037037037001e-07,1.64583333333333e-05,0,84786,1,25,0,0,0,3,0,16.5,4178,-2,0,79,2,0.6,0,2.7,8,0,5,0,6,1.6,149569,0,0,0,2,1338,1103,0,0,266,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4
George,Friend,DEF,MID,4300000,0,46,0.5111111111111111,1.18863049095607e-07,1.06976744186047e-05,0,284286,2,19,0,0,0,0,0,10.7,1904,-2,0,46,2,0.0,0,0.0,5,0,3,0,2,1.9,148221,0,0,0,0,1350,38,0,0,276,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.0,0.3,0.3,0.6,0.3,0.3,0.3,0.3
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,65367,0,0,0,0,0,0,0,0.0,83,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4388,0,0,0,0,0,22,0,0,0,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.1,2.2222222222222204e-08,2e-06,0,892,0,7,0,0,0,0,0,2.0,6,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,1022,0,0,0,0,188,2,0,0,38,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Fuchs,DEF,LEI,5200000,5,75,2.7,5.19230769230769e-07,1.44230769230769e-05,0,404190,8,45,0,0,0,2,0,14.4,1144,-3,0,75,3,0.6,0,3.0,5,0,5,0,3,5.5,179859,0,482,0,1,2383,11657,0,0,502,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,2.9,1.4,2.5,2.4,2.1,3.0,2.0,3.5
Jay,Fulton,MID,SWA,4400000,0,17,0.188888888888889,4.2929292929292897e-08,3.86363636363636e-06,0,1501,2,14,0,0,0,0,0,3.9,9,-1,0,17,1,0.0,0,0.0,0,0,3,0,0,0.0,968,0,4,0,0,624,2,0,0,81,Tottenham,West Ham,Watford,Stoke,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4700000,0,69,3.0,6.382978723404259e-07,1.46808510638298e-05,0,172325,0,19,0,0,0,0,0,14.7,20331,-3,0,69,3,0.1,0,0.7,4,0,7,0,1,2.3,156781,0,304,0,0,1543,24,0,0,365,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,2.4,3.4,2.9
Manolo,Gabbiadini,FWD,SOU,6800000,0,26,0.288888888888889,4.2483660130719e-08,3.823529411764711e-06,0,288104,1,6,0,0,0,4,0,3.8,69312,3,0,26,-3,0.1,0,0.5,4,0,1,0,0,5.5,521933,0,0,0,1,277,2653,0,0,112,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,Gabriel,DEF,ARS,4800000,1,29,0.32222222222222197,6.71296296296296e-08,6.04166666666667e-06,0,39708,3,12,0,0,0,0,0,6.0,408,-2,0,29,2,0.1,0,0.5,0,0,3,0,0,0.4,42263,0,244,0,0,1031,757,0,0,203,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Brendan,Galloway,DEF,WBA,4000000,0,9,0.1,2.5e-08,2.25e-06,0,19318,0,3,0,0,0,0,0,2.3,60,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,16088,0,126,0,0,247,27,0,0,44,Watford,Southampton,Liverpool,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,28961,0,0,0,0,0,0,0,0.0,55,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,1995,0,0,0,0,0,1,0,0,0,Watford,Southampton,Liverpool,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,0,3,0.0333333333333333,6.66666666666667e-09,6e-07,0,579,0,1,0,0,0,0,0,0.6,5,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,557,0,0,0,0,29,5,0,0,11,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7400,1,6,0,0,0,0,0,2.7,5,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5092,0,244,0,0,218,2,0,0,52,Watford,Southampton,Liverpool,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5629,0,0,0,0,0,0,0,0.0,34,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5679,0,0,0,0,0,12,0,0,0,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,312,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,127,0,15,0,0,0,1,0,0,0,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4700000,0,12,0.133333333333333,2.83687943262411e-08,2.5531914893617e-06,0,4415,1,4,0,0,0,1,0,2.6,463,-3,0,12,3,0.5,0,2.5,0,0,0,0,0,0.1,9299,0,0,0,0,258,956,0,0,51,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Kieran,Gibbs,DEF,ARS,4700000,0,17,0.188888888888889,4.01891252955083e-08,3.61702127659574e-06,0,23965,3,1,0,0,0,0,0,3.6,73,-3,0,17,3,0.0,0,0.0,0,0,2,0,1,0.5,7973,0,69,0,0,297,31,0,0,82,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ben,Gibson,DEF,MID,4900000,8,99,3.4,6.93877551020408e-07,2.02040816326531e-05,0,300751,3,33,0,0,0,1,0,20.2,3410,4,0,99,-4,0.9,0,4.5,11,0,9,0,0,8.9,614561,0,0,0,1,2610,12045,0,0,531,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,3.2,4.1,4.6,7.4,3.7,3.1,4.5,3.9
Darron,Gibson,MID,SUN,4300000,2,10,0.111111111111111,2.5839793281653704e-08,2.32558139534884e-06,0,6514,2,6,0,0,0,0,0,2.3,44,-2,0,10,2,0.5,0,2.0,0,0,1,0,0,0.1,3921,0,44,0,0,398,43,0,0,60,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Olivier,Giroud,FWD,ARS,8100000,1,81,4.0,4.938271604938271e-07,1e-05,0,686470,1,10,0,0,0,8,0,10.0,4624,-9,0,81,9,0.1,0,1.0,13,0,3,0,4,2.6,706624,0,629,0,2,787,5277,0,0,294,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,5.1,4.1,3.8,5.7,3.3,4.1,3.8,4.7
Shay,Given,GLK,STK,4200000,0,13,0.144444444444444,3.43915343915344e-08,3.0952380952381e-06,0,24828,1,14,0,18,0,0,0,3.1,85,-3,0,13,3,0.0,0,0.0,3,0,0,0,0,0.5,20408,1,24,1,1,450,35,0,0,92,Burnley,Liverpool,Hull City,Swansea,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,1004,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,368,0,4,0,0,0,3,0,0,0,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,7,86,3.0,6.12244897959184e-07,1.75510204081633e-05,0,93115,1,44,0,85,0,0,0,17.6,465,-1,0,86,1,0.9,0,4.5,4,0,5,0,0,1.6,37597,1,375,1,0,2527,254,0,0,511,West Brom,Tottenham,Swansea,Hull City,Liverpool,4.0,2.1,3.4,2.5,4.3,1.7,1.8,3.2
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1324,0,0,0,0,0,0,0,0.0,14,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,739,0,58,0,0,0,16,0,0,0,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1852,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,592,0,242,0,0,0,6,0,0,0,Tottenham,West Ham,Watford,Stoke,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4200000,0,10,0.111111111111111,2.64550264550265e-08,2.38095238095238e-06,0,8171,3,5,0,0,0,0,0,2.4,88,-3,0,10,3,0.0,0,0.0,0,0,1,0,0,0.1,10669,0,0,0,0,323,68,0,0,38,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Dan,Gosling,MID,BOU,4700000,3,44,0.48888888888888893,1.04018912529551e-07,9.36170212765957e-06,0,12106,6,22,0,0,0,2,0,9.4,42,-3,0,44,3,0.5,0,2.3,1,0,4,0,0,0.1,8291,0,331,0,0,1223,28,0,0,217,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,257790,0,2,0,0,0,0,0,1.4,1502,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.2,192368,0,124,0,0,60,271,0,0,17,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,6,0.0666666666666667,1.33333333333333e-08,1.2e-06,0,13357,1,0,0,0,0,0,0,1.2,10,-5,0,6,5,0.1,0,0.3,0,0,0,0,0,0.1,1126,0,155,0,0,99,2,0,0,20,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,3,101,4.0,9.09090909090909e-07,2.2954545454545498e-05,0,134289,1,30,0,85,0,0,0,23.0,3117,4,0,101,-4,0.8,0,3.7,9,0,9,0,0,9.2,496991,0,0,0,3,2250,5040,0,0,507,Burnley,Liverpool,Hull City,Swansea,West Ham,3.0,6.0,5.7,3.9,5.8,4.3,5.8,4.3
Andre,Gray,FWD,BUR,6100000,1,89,3.7,6.0655737704918e-07,1.4590163934426199e-05,0,676716,2,27,0,0,0,8,0,14.6,7703,-4,0,89,4,0.3,0,1.7,10,0,6,0,2,5.3,451470,0,0,0,1,1869,17322,0,0,256,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,4.8,2.8,2.3,4.0,3.1,4.7,3.0,4.9
Demarai,Gray,MID,LEI,4800000,3,45,0.5,1.04166666666667e-07,9.375e-06,0,53905,1,13,0,0,0,1,0,9.4,210,-2,0,45,2,0.3,0,1.5,0,0,3,0,3,0.6,39587,0,57,0,0,844,1568,0,0,173,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Kamil,Grosicki,MID,HUL,5500000,7,24,0.266666666666667,4.848484848484849e-08,4.3636363636363605e-06,0,5668,0,9,0,0,0,0,0,4.4,307,0,0,24,0,0.6,0,3.3,0,0,1,0,4,0.3,19540,0,0,0,0,480,2904,0,0,72,Middlesbrough,Man City,Stoke,Watford,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marko,Grujic,MID,LIV,4300000,0,2,0.0222222222222222,5.16795865633075e-09,4.65116279069767e-07,0,27399,0,0,0,0,0,0,0,0.5,20,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2612,0,0,0,0,30,8,0,0,6,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4900000,0,41,0.45555555555555605,9.297052154195009e-08,8.36734693877551e-06,0,22585,0,17,0,0,0,1,0,8.4,24,-6,0,41,6,0.0,0,0.0,3,0,3,0,2,0.1,13509,0,0,0,1,922,1,0,0,162,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Adlene,Guedioura,MID,MID,4300000,0,25,0.277777777777778,6.459948320413441e-08,5.81395348837209e-06,0,7750,2,19,0,0,0,0,0,5.8,50,-2,0,25,2,0.0,0,0.0,0,0,0,0,1,0.1,7633,0,56,0,0,829,11,0,0,127,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,2,70,2.8,5.6e-07,1.4000000000000001e-05,0,44852,7,22,0,0,0,1,0,14.0,934,0,0,70,0,0.4,0,2.0,9,0,8,0,2,0.5,51066,0,270,0,1,2096,347,0,0,446,Man Utd,Leicester,Burnley,West Ham,Chelsea,1.8,3.5,3.5,1.4,2.2,1.8,3.5,1.4
Ilkay,Gundogan,MID,MCI,4900000,0,41,0.45555555555555605,9.297052154195009e-08,8.36734693877551e-06,0,702799,0,8,0,0,0,3,0,8.4,232,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699858,0,0,0,1,704,19,0,0,196,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2
Bradley,Guzan,GLK,MID,4200000,0,17,0.188888888888889,4.4973544973545004e-08,4.04761904761905e-06,0,28671,0,1,0,10,0,0,0,4.0,115,-3,0,17,3,0.0,0,0.0,1,0,2,0,0,0.5,13719,0,188,0,1,270,27,0,0,69,Hull City,Burnley,Arsenal,Bournemouth,Sunderland,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,390,0,0,0,0,0,0,0,0.0,2,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,353,0,0,0,0,0,2,0,0,0,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,141,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,210,0,0,0,0,0,8,0,0,0,Watford,Southampton,Liverpool,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174103,0,0,0,0,0,0,0,0.0,47,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2780,0,360,0,0,0,14,0,0,0,Chelsea,Hull City,Southampton,Man Utd,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,125,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,349,0,0,0,0,0,26,0,0,0,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3498,0,0,0,0,0,0,0,0.0,10,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,267,0,31,0,0,0,1,0,0,0,Burnley,Liverpool,Hull City,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10200000,5,168,6.2,6.078431372549021e-07,1.64705882352941e-05,0,1936981,2,20,0,0,0,11,0,16.5,15883,2,0,168,-2,0.5,0,5.3,23,0,14,0,8,27.5,2186735,0,476,0,3,2245,28810,0,0,658,Man City,Bournemouth,Man Utd,Southampton,Everton,6.7,6.2,7.0,7.9,6.2,8.6,6.2,9.1
Tom,Heaton,GLK,BUR,5100000,2,121,4.5,8.823529411764709e-07,2.37254901960784e-05,0,341807,1,37,0,116,0,0,0,23.7,3051,6,0,121,-6,0.8,0,4.3,21,0,7,0,0,19.5,892911,0,0,1,4,2430,10944,0,0,584,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,6.8,4.2,3.2,5.2,5.1,6.8,4.7,6.7
Jordan,Henderson,MID,LIV,6200000,0,73,0.8111111111111109,1.3082437275985698e-07,1.17741935483871e-05,0,115685,8,28,0,0,0,1,0,11.8,595,-3,0,73,3,0.0,0,0.0,9,0,7,0,4,1.1,99006,0,250,0,0,2116,73,0,0,467,Bournemouth,Stoke,West Brom,Crystal Palace,Watford,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
Jeff,Hendrick,MID,BUR,5300000,2,55,2.3,4.33962264150943e-07,1.0377358490566001e-05,0,5728,5,36,0,0,0,2,0,10.4,19,-2,0,55,2,0.4,0,2.3,1,0,6,0,0,0.0,6764,0,0,0,0,1976,51,0,1,188,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,2.2,1.3,1.2,1.9,1.2,2.1,1.2,1.6
Wayne,Hennessey,GLK,CRY,4300000,5,67,3.4,7.90697674418605e-07,1.5581395348837196e-05,0,141863,1,30,0,65,0,0,0,15.6,656,-2,0,67,2,1.4,0,6.0,4,0,5,0,0,2.6,76221,0,266,0,1,1800,3533,0,0,365,Southampton,Arsenal,Leicester,Liverpool,Tottenham,3.8,4.4,3.5,8.2,3.8,3.5,4.2,3.1
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4032,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,698,0,0,0,0,0,11,0,0,0,Stoke,Middlesbrough,Everton,Man Utd,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,1,17,0.188888888888889,3.85487528344671e-08,3.4693877551020403e-06,0,996,1,12,0,0,0,0,0,3.5,4,-6,0,17,6,0.1,0,0.3,0,0,0,0,0,0.0,981,0,0,0,0,583,6,0,0,67,Middlesbrough,Man City,Stoke,Watford,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,2,53,2.8,4.7457627118644104e-07,8.98305084745763e-06,0,147154,0,17,0,0,0,3,0,9.0,719,-1,0,53,1,0.5,0,3.0,3,0,4,0,2,1.0,133239,0,0,0,1,1186,2612,0,0,142,Middlesbrough,Man City,Stoke,Watford,Southampton,3.0,2.3,1.9,3.3,2.1,3.6,2.2,3.1
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21289,1,8,0,0,0,0,0,0.7,45,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5951,0,0,0,0,327,6,0,0,50,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6300000,0,59,2.7,4.28571428571429e-07,9.36507936507936e-06,0,61576,4,14,0,0,0,0,0,9.4,279,-2,0,59,2,0.0,0,0.0,6,0,9,0,3,0.6,61778,0,307,0,0,1817,935,0,1,403,Everton,Sunderland,Chelsea,Burnley,Man City,2.4,2.6,1.7,3.8,2.3,1.5,1.4,2.0
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,179,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,219,0,0,0,0,0,1,0,0,0,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1469,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2835,0,0,0,0,0,25,0,0,0,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2451,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3106,0,0,0,0,0,29,0,0,0,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,12934,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1196,0,0,0,0,0,3,0,0,0,West Brom,Tottenham,Swansea,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,31,0.344444444444445,8.201058201058201e-08,7.380952380952381e-06,0,145454,1,12,0,0,0,0,0,7.4,2171,-3,0,31,3,0.0,0,0.0,0,0,5,0,0,1.9,108424,0,0,0,0,1043,1442,0,0,186,Crystal Palace,West Brom,Man City,Chelsea,Hull City,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Rob,Holding,DEF,ARS,4000000,0,7,0.0777777777777778,1.94444444444444e-08,1.75e-06,0,69138,1,5,0,0,0,0,0,1.8,143,-5,0,7,5,0.0,0,0.0,0,0,1,0,0,0.5,47558,0,0,0,0,270,44,0,0,61,West Ham,Crystal Palace,Middlesbrough,Leicester,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4600000,7,72,2.8,6.08695652173913e-07,1.56521739130435e-05,0,395563,12,45,0,0,0,2,0,15.7,1616,1,0,72,-1,0.8,0,3.5,7,0,5,0,4,3.5,504631,0,96,0,1,2279,2207,0,0,410,West Brom,Tottenham,Swansea,Hull City,Liverpool,3.6,1.9,3.1,2.2,3.9,1.5,1.6,2.9
Mason,Holgate,DEF,EVE,4000000,1,36,0.4,1e-07,9e-06,0,401100,2,7,0,0,0,0,0,9.0,2971,-5,0,36,5,0.1,0,0.3,3,0,4,0,1,5.8,593642,0,0,0,0,710,10098,0,0,176,Man Utd,Leicester,Burnley,West Ham,Chelsea,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
George,Honeyman,MID,SUN,4500000,0,3,0.0333333333333333,7.407407407407409e-09,6.66666666666667e-07,0,174,1,3,0,0,0,0,0,0.7,4,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,214,0,0,0,0,121,1,0,0,23,Leicester,Man Utd,West Ham,Middlesbrough,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,0,55,2.1,4.56521739130435e-07,1.19565217391304e-05,0,23226,5,36,0,0,0,1,0,12.0,1540,-4,0,55,4,0.0,0,0.0,5,0,4,0,2,0.3,23316,1,0,0,1,1823,9,0,1,314,Middlesbrough,Man City,Stoke,Watford,Southampton,0.0,0.0,1.0,2.3,1.0,2.4,1.1,1.6
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,62,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,67,0,0,0,0,0,0,0,0,0,Southampton,Arsenal,Leicester,Liverpool,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,6,64,2.4,4.89795918367347e-07,1.30612244897959e-05,0,70874,7,42,0,0,0,1,0,13.1,543,-1,0,64,1,1.3,0,6.5,0,0,6,0,2,1.8,78642,1,453,0,0,2386,8493,0,0,375,Sunderland,Everton,Crystal Palace,Arsenal,West Brom,2.5,1.2,2.1,2.0,1.8,2.5,1.6,3.0
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1332,0,0,0,0,0,0,0,0.0,1,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,669,0,0,0,0,0,1,0,0,0,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,0,30,0.33333333333333304,6.80272108843537e-08,6.1224489795918405e-06,0,162365,0,20,0,0,0,0,0,6.1,125,-6,0,30,6,0.1,0,0.3,0,0,3,0,0,1.1,26026,0,184,0,0,931,14,0,0,123,Liverpool,Chelsea,Tottenham,Middlesbrough,Sunderland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11400000,0,144,5.8,5.08771929824561e-07,1.26315789473684e-05,0,3006107,6,21,0,0,0,15,0,12.6,3495,-1,0,144,1,0.0,1,0.0,24,0,10,0,6,28.0,2335968,0,0,0,5,2250,118990,0,0,478,Everton,Sunderland,Chelsea,Burnley,Man City,7.5,7.4,6.6,14.6,7.9,7.1,6.3,7.1
