FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Rolando,Aarons,MID,NEW,4300000,0,5,1.3,3.0232558139534897e-07,1.16279069767442e-06,0,19842,0,2,0,0,0,0,0,1.2,144,-2,0,5,2,0.0,0,0.0,0,0,0,0,0,0.2,11798,0,0,0,0,136,2,0,0,19,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6
Tammy,Abraham,FWD,SWA,5400000,1,71,3.0,5.55555555555556e-07,1.31481481481481e-05,0,1322359,0,28,0,0,0,4,0,13.1,4224,-1,0,71,1,0.4,0,2.0,8,0,4,0,3,3.5,1310610,0,0,0,1,1448,3071,0,0,201,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,2.0,2.6,3.6,2.3,2.5,2.9,3.6,89.0
Charlie,Adam,MID,STK,4700000,0,12,0.4,8.51063829787234e-08,2.5531914893617e-06,0,7601,2,7,0,0,0,0,0,2.6,77,-3,0,12,3,0.0,1,0.0,0,0,2,0,0,0.1,3477,0,0,0,0,376,53,0,0,62,Everton,Arsenal,Tottenham,West Ham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,27.1
,Adam Smith,DEF,BOU,4800000,3,56,1.8666666666666698,3.88888888888889e-07,1.1666666666666698e-05,0,45836,5,37,0,0,0,1,0,11.7,814,-2,0,56,2,0.8,0,4.0,3,0,2,0,3,2.2,35585,0,0,0,0,2011,24480,0,0,371,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,1.6,1.4,2.3,1.3,1.5,1.5,1.5,1.3,93.3
Oluwatosin,Adarabioyo,DEF,MCI,4000000,0,0,0.0,0.0,0.0,0,1904,0,0,0,0,0,0,0,0.0,138,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3297,0,0,0,0,0,125,0,0,0,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Adrian,GLK,WHU,4300000,0,48,3.2,7.441860465116279e-07,1.11627906976744e-05,0,116398,2,24,0,50,0,0,0,10.9,18319,-2,1,48,2,0.2,0,1.0,1,0,4,0,0,2.2,255973,0,0,0,0,1350,361,-1,0,276,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,3.7,2.8,4.0,2.6,3.1,2.3,3.4,34.3
Ibrahim,Afellay,MID,STK,4800000,0,6,0.2,4.1666666666666696e-08,1.25e-06,0,1811,1,9,0,0,0,0,0,1.3,18,-2,0,6,2,0.0,0,0.0,0,0,0,0,0,0.0,1330,0,0,0,0,162,22,0,0,29,Everton,Arsenal,Tottenham,West Ham,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8
Benik,Afobe,FWD,BOU,5700000,0,24,1.4,2.4561403508771896e-07,4.21052631578947e-06,0,33721,0,12,0,0,0,0,0,4.2,46,-3,0,24,3,0.0,0,0.0,0,0,0,0,1,0.2,7418,0,0,0,0,534,3,0,0,73,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3
Sergio,Aguero,FWD,MCI,11800000,0,169,7.0,5.932203389830511e-07,1.43220338983051e-05,0,3487265,1,12,0,0,0,21,0,14.2,308968,3,1,169,-3,0.2,0,2.3,22,0,13,0,6,19.3,4101882,0,0,0,4,1946,20816,-1,0,739,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,9.9,8.0,9.7,8.7,10.4,9.2,298.8
Nathan,Ake,DEF,BOU,5100000,0,85,2.8,5.49019607843137e-07,1.6666666666666698e-05,0,410344,4,46,0,0,0,2,0,16.7,6233,1,-1,85,-1,0.4,0,2.0,8,0,5,0,2,11.8,442022,0,0,0,1,2632,89696,1,0,515,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,3.0,2.7,4.0,2.4,2.8,2.7,2.7,2.5,101.5
Marc,Albrighton,MID,LEI,5600000,4,101,3.4,6.071428571428571e-07,1.8035714285714302e-05,0,353638,5,35,0,0,0,2,0,18.0,16939,1,0,101,-1,0.7,0,3.7,12,0,6,0,8,2.9,422351,0,0,0,2,2220,3216,0,0,424,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,2.4,3.7,2.8,3.4,2.7,3.9,2.1,150.0
Toby,Alderweireld,DEF,TOT,5800000,0,38,1.26666666666667,2.1839080459770103e-07,6.55172413793103e-06,0,655973,3,7,0,0,0,0,0,6.6,908,-2,0,38,2,0.0,0,0.0,3,0,5,0,0,5.0,166008,0,0,0,0,900,32,0,0,200,Chelsea,Stoke,Man City,Brighton,Watford,0.0,0.6,0.7,0.7,0.6,1.0,0.6,0.7,27.7
Trent,Alexander-Arnold,DEF,LIV,4300000,1,54,1.8,4.1860465116279104e-07,1.2558139534883699e-05,0,298241,3,15,0,0,0,1,0,12.6,9290,-2,0,54,2,0.9,0,4.0,7,0,5,0,1,3.6,391660,0,0,0,2,1148,14994,0,0,279,Watford,Crystal Palace,Everton,Bournemouth,West Brom,1.7,1.8,0.9,1.3,1.0,1.7,1.1,1.8,64.9
Joe,Allen,MID,STK,5100000,1,89,3.2,6.274509803921571e-07,1.74509803921569e-05,0,232056,7,44,0,0,0,2,0,17.5,2812,-4,0,89,4,0.5,0,2.7,10,0,5,0,5,2.1,123342,0,0,0,2,2502,5815,0,0,426,Everton,Arsenal,Tottenham,West Ham,Burnley,4.1,2.1,2.7,2.6,3.0,1.8,3.2,2.6,127.6
Bamidele,Alli,MID,TOT,8900000,11,138,4.8,5.393258426966289e-07,1.55056179775281e-05,0,2142850,6,23,0,0,0,6,0,15.5,24908,-6,0,138,6,0.7,0,6.3,8,0,13,0,12,11.6,1022153,0,0,0,2,2442,1117,0,0,433,Chelsea,Stoke,Man City,Brighton,Watford,0.0,4.0,4.6,4.0,4.1,5.7,4.8,5.8,220.9
Marcos,Alonso,DEF,CHE,7200000,2,143,5.1,7.08333333333333e-07,1.98611111111111e-05,0,1497304,5,23,0,0,0,6,0,19.9,27514,2,0,143,-2,0.2,0,1.7,13,0,12,0,1,18.4,1588376,0,0,0,4,2413,11663,0,0,559,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,6.8,7.5,6.3,7.3,5.4,7.0,5.1,175.8
Daniel,Amartey,MID,LEI,4300000,0,13,0.4333333333333329,1.0077519379845001e-07,3.02325581395349e-06,0,26378,0,7,0,0,0,0,0,3.0,1027,-2,0,13,2,0.1,0,0.3,0,0,3,0,0,0.2,23704,0,0,0,0,486,6,0,1,53,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,9.2
Ethan,Ampadu,MID,CHE,4500000,0,1,0.0333333333333333,7.407407407407409e-09,2.22222222222222e-07,0,675,0,1,0,0,0,0,0,0.2,21,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,773,0,0,0,0,10,7,0,0,6,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Nordin,Amrabat,MID,WAT,5000000,0,6,2.0,4e-07,1.2e-06,0,7647,0,3,0,0,0,0,0,1.2,6,0,0,6,0,0.0,0,0.0,0,0,1,0,0,0.0,3627,0,0,0,0,198,1,0,0,11,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,51496,0,0,0,0,0,0,0,0.0,261,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,59673,0,0,0,0,0,31,0,0,0,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Andre Ayew,MID,SWA,6800000,2,59,1.96666666666667,2.8921568627451e-07,8.67647058823529e-06,0,102301,4,28,0,0,0,3,0,8.7,1350,-2,0,59,2,0.6,1,4.0,2,0,3,0,4,1.0,54407,0,0,0,0,1120,330,0,0,189,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,1.0,1.2,2.1,1.0,1.3,1.3,1.5,61.7
Michail,Antonio,MID,WHU,7400000,2,61,2.03333333333333,2.7477477477477497e-07,8.243243243243241e-06,0,86149,1,23,0,0,0,3,0,8.2,1244,-1,0,61,1,0.6,0,4.7,1,0,7,0,2,0.2,84893,0,0,0,0,1342,499,0,0,185,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,1.6,1.0,1.6,1.0,1.0,1.1,2.2,92.4
Scott,Arfield,MID,BUR,4900000,0,56,1.8666666666666698,3.80952380952381e-07,1.14285714285714e-05,0,42922,3,15,0,0,0,2,0,11.4,653,-1,0,56,1,0.0,0,0.0,6,0,6,0,2,0.2,47978,0,0,0,2,1330,8,0,0,185,West Brom,Watford,Leicester,Stoke,Brighton,0.0,1.1,1.0,1.3,1.1,1.4,0.9,1.4,60.1
Marko,Arnautovic,MID,WHU,6900000,2,93,4.0,5.79710144927536e-07,1.34782608695652e-05,0,970298,3,39,0,0,0,7,0,13.3,54321,-1,1,93,1,0.2,0,1.7,7,0,4,0,4,3.4,1189038,0,0,0,2,1612,2240,-1,1,291,Southampton,Chelsea,Stoke,Arsenal,Man City,0.0,4.4,2.9,4.6,2.8,3.1,3.3,5.6,157.1
Harry,Arter,MID,BOU,4700000,0,27,0.9,1.9148936170212802e-07,5.74468085106383e-06,0,41003,4,13,0,0,0,1,0,5.7,167,-3,0,27,3,0.0,0,0.0,0,0,3,0,0,0.4,13846,0,0,0,0,959,105,0,0,156,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,29.2
Christian,Atsu,MID,NEW,4800000,1,76,2.9,6.04166666666667e-07,1.58333333333333e-05,0,518723,1,21,0,0,0,2,0,15.8,5421,-2,0,76,2,0.3,0,1.3,5,0,6,0,4,1.5,451742,0,0,0,1,1727,284,0,0,236,Huddersfield,Leicester,Arsenal,Everton,West Brom,0.0,3.3,2.1,3.1,2.4,3.2,2.0,2.5,112.4
Pierre-Emerick,Aubameyang,FWD,ARS,10500000,9,26,0.866666666666667,8.25396825396825e-08,2.4761904761904802e-06,0,175022,0,7,0,0,0,3,0,2.5,20400,0,-1,26,0,0.6,1,6.0,3,0,1,0,1,5.6,537088,0,0,0,0,450,113314,1,0,95,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,0.6,0.5,0.4,0.5,0.4,0.4,0.4,37.6
Serge,Aurier,DEF,TOT,5900000,13,74,2.46666666666667,4.1807909604519794e-07,1.25423728813559e-05,0,86869,0,11,0,0,0,2,0,12.5,1813,-1,0,74,1,1.5,0,8.7,9,0,6,0,2,0.8,117827,0,0,0,3,1247,13751,0,1,311,Chelsea,Stoke,Man City,Brighton,Watford,0.0,1.9,2.1,2.0,1.9,2.8,1.7,2.2,76.5
Charlie,Austin,FWD,SOU,5800000,0,53,1.76666666666667,3.0459770114942496e-07,9.137931034482761e-06,0,446442,1,10,0,0,0,6,0,9.0,466,-7,1,53,7,0.0,0,0.0,9,0,1,0,0,0.6,399767,0,0,0,1,596,37,-1,0,163,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,1.1,0.9,1.0,1.2,1.4,1.1,1.1,69.5
Cesar,Azpilicueta,DEF,CHE,6900000,3,142,4.9,7.10144927536232e-07,2.05797101449275e-05,0,986876,1,27,0,0,0,1,0,20.6,27609,4,0,142,-4,0.3,0,2.0,19,0,13,0,6,19.0,1369406,1,0,0,3,2610,8528,0,0,730,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,6.5,7.2,5.9,7.0,5.1,6.7,4.8,129.2
Daniel,Bachmann,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,3602,0,0,0,0,0,0,0,0.0,164,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,8190,0,0,0,0,0,117,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Badou Ndiaye,MID,STK,5300000,2,13,0.4333333333333329,8.17610062893082e-08,2.45283018867925e-06,0,856,1,5,0,0,0,0,0,2.5,87,-2,1,13,2,0.4,0,2.3,0,0,1,0,1,0.0,2165,0,0,0,0,418,354,-1,0,48,Everton,Arsenal,Tottenham,West Ham,Burnley,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,21.7
Eric,Bailly,DEF,MUN,6000000,0,47,1.5666666666666698,2.61111111111111e-07,7.83333333333333e-06,0,877944,2,4,0,0,0,1,0,7.8,851,0,0,47,0,0.1,0,0.3,3,0,6,0,0,5.7,592037,1,0,0,1,819,4324,0,0,207,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,1.2,0.8,1.4,0.8,1.6,0.8,1.5,30.4
Leighton,Baines,DEF,EVE,5600000,12,48,1.6,2.85714285714286e-07,8.571428571428571e-06,0,435279,1,25,0,0,0,2,0,8.6,1136,-4,0,48,4,0.7,0,4.0,5,0,2,0,2,7.7,127485,0,0,0,2,1189,59985,0,0,227,Stoke,Man City,Liverpool,Swansea,Newcastle,0.9,1.1,1.4,0.8,1.2,0.8,1.4,1.0,58.1
Tiemoue,Bakayoko,MID,CHE,4900000,1,68,2.7,5.510204081632651e-07,1.38775510204082e-05,0,347038,2,20,0,0,0,2,0,13.9,1512,-1,0,68,1,0.1,0,0.3,5,0,9,0,2,1.2,357974,0,0,0,1,1761,36,0,1,309,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,2.1,2.8,2.0,3.0,1.9,2.0,2.0,100.1
Sam,Baldock,FWD,BHA,4900000,0,1,0.0333333333333333,6.80272108843537e-09,2.04081632653061e-07,0,2752,0,0,0,0,0,0,0,0.2,48,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,2340,0,0,0,0,24,41,0,0,1,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Beni,Baningime,MID,EVE,4500000,0,5,0.166666666666667,3.7037037037037e-08,1.11111111111111e-06,0,465,0,1,0,0,0,0,0,1.1,15,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.0,595,0,0,0,0,145,24,0,0,17,Stoke,Man City,Liverpool,Swansea,Newcastle,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.6
Phil,Bardsley,DEF,BUR,4300000,0,33,1.1,2.55813953488372e-07,7.674418604651159e-06,0,61910,5,13,0,0,0,0,0,7.7,2497,-2,0,33,2,0.0,0,0.0,0,0,4,0,0,0.4,79436,0,0,0,0,1125,41,0,0,193,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.6,0.6,0.6,0.6,0.8,0.6,0.6,38.3
Ross,Barkley,MID,CHE,7300000,0,1,0.0333333333333333,4.5662100456620995e-09,1.36986301369863e-07,0,14389,0,1,0,0,0,0,0,0.1,95,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.2,5501,0,0,0,0,53,15,0,0,4,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
Ashley,Barnes,FWD,BUR,5300000,7,66,2.3,4.33962264150943e-07,1.2452830188679199e-05,0,107187,7,16,0,0,0,6,0,12.5,5339,-2,-1,66,2,1.3,0,6.7,5,0,4,0,0,1.6,158845,0,0,0,0,1612,34637,1,0,208,West Brom,Watford,Leicester,Stoke,Brighton,0.0,1.8,1.7,2.3,2.0,2.4,1.3,2.2,111.9
Modou,Barrow,MID,SWA,5000000,0,0,0.0,0.0,0.0,0,269,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,52,0,0,0,0,0,0,0,0,0,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gareth,Barry,MID,WBA,4500000,0,56,2.2,4.88888888888889e-07,1.24444444444444e-05,0,131133,4,35,0,0,0,1,0,12.4,2261,0,0,56,0,0.2,0,0.7,0,0,4,0,2,0.9,70599,0,0,0,0,1921,15,0,0,287,Bournemouth,Burnley,Swansea,Man Utd,Liverpool,0.0,1.8,2.0,1.1,1.5,1.3,1.6,1.2,82.0
Kyle,Bartley,DEF,SWA,4300000,0,4,0.133333333333333,3.1007751937984505e-08,9.30232558139535e-07,0,5688,1,2,0,0,0,0,0,0.9,26,-2,0,4,2,0.0,0,0.0,0,0,0,0,0,0.1,1323,0,0,0,0,165,22,0,0,24,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8.1
Michy,Batshuayi,FWD,CHE,8100000,0,25,2.1,2.5925925925925896e-07,3.08641975308642e-06,0,181509,0,7,0,0,0,2,0,3.1,132,-4,0,25,4,0.0,0,0.0,3,0,1,0,1,0.5,121627,1,0,0,1,351,3,0,0,77,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7
Moritz,Bauer,DEF,STK,4500000,1,23,0.766666666666667,1.7037037037037e-07,5.11111111111111e-06,0,12776,2,9,0,0,0,0,0,5.1,687,0,0,23,0,0.7,0,3.0,0,0,3,0,0,1.1,59847,0,0,0,0,720,4523,0,0,125,Everton,Arsenal,Tottenham,West Ham,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,26.4
Jan,Bednarek,DEF,SOU,4100000,0,0,0.0,0.0,0.0,0,9616,0,0,0,0,0,0,0,0.0,64,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,2584,0,0,0,0,0,32,0,0,0,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Asmir,Begovic,GLK,BOU,4500000,1,88,2.9,6.44444444444444e-07,1.95555555555556e-05,0,243805,2,48,0,85,0,0,0,19.6,2489,0,0,88,0,0.4,0,1.7,4,0,5,0,0,6.5,209127,0,0,1,3,2700,34948,0,0,489,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,3.1,2.8,4.1,2.6,3.0,2.9,2.9,2.6,62.7
Valon,Behrami,MID,WAT,4500000,0,0,0.0,0.0,0.0,0,9991,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,646,0,0,0,0,0,1,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hector,Bellerin,DEF,ARS,5900000,0,101,3.5,5.932203389830511e-07,1.71186440677966e-05,0,901909,4,39,0,0,0,2,0,17.1,32125,-1,1,101,1,0.1,0,0.7,7,0,9,0,2,9.5,655845,0,0,0,1,2527,1426,-1,0,510,Stoke,Southampton,Newcastle,West Ham,Man Utd,0.0,4.7,4.4,2.4,5.1,2.2,4.3,2.5,137.0
Yohan,Benalouane,DEF,LEI,4200000,0,0,0.0,0.0,0.0,0,3609,0,0,0,0,0,0,0,0.0,35,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1546,0,0,0,0,0,18,0,0,0,Brighton,Newcastle,Burnley,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Benteke,FWD,CRY,7600000,1,72,3.0,3.9473684210526293e-07,9.47368421052632e-06,0,456318,5,34,0,0,0,2,0,9.5,3063,-4,0,72,4,0.4,1,2.7,5,0,5,0,7,5.0,179199,0,0,0,0,1973,51860,0,0,138,Huddersfield,Liverpool,Bournemouth,Brighton,Watford,2.5,2.8,2.9,3.6,2.5,3.5,2.9,3.6,135.3
Saido,Berahino,FWD,STK,5600000,0,18,0.6,1.07142857142857e-07,3.21428571428571e-06,0,35254,0,9,0,0,0,0,0,3.2,144,-4,0,18,4,0.0,1,0.0,0,0,2,0,1,0.3,15117,0,0,0,0,440,317,0,0,38,Everton,Arsenal,Tottenham,West Ham,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,21.3
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,238,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,39,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo Silva,MID,MCI,7500000,1,84,2.8,3.7333333333333297e-07,1.12e-05,0,156535,0,6,0,0,0,4,0,11.2,18419,-5,0,84,5,0.9,0,6.7,3,0,7,0,5,1.6,144525,0,0,0,1,1129,4607,0,0,342,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,2.4,2.1,1.6,2.6,2.2,3.1,2.3,105.1
Ryan,Bertrand,DEF,SOU,5300000,1,76,2.8,5.283018867924531e-07,1.4339622641509399e-05,0,789337,1,38,0,0,0,0,0,14.3,4056,-2,0,76,2,0.6,0,3.0,4,0,5,0,4,5.1,302837,0,0,0,1,2425,772,0,0,436,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,2.9,2.3,3.0,2.1,2.4,1.8,2.3,112.3
Muhamed,Besic,MID,EVE,4200000,0,2,1.0,2.38095238095238e-07,4.76190476190476e-07,0,15130,0,0,0,0,0,0,0,0.5,146,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.2,11583,0,0,0,0,46,19,0,0,10,Stoke,Man City,Liverpool,Swansea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Philip,Billing,MID,HUD,4400000,0,16,0.5333333333333329,1.2121212121212098e-07,3.63636363636364e-06,0,38263,3,9,0,0,0,0,0,3.6,63,-1,0,16,1,0.1,0,0.3,0,0,3,0,0,0.2,32086,0,0,0,0,600,24,0,0,70,Crystal Palace,Newcastle,Brighton,Watford,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,15.0
Daley,Blind,DEF,MUN,5100000,0,20,0.666666666666667,1.30718954248366e-07,3.92156862745098e-06,0,188885,0,0,0,0,0,0,0,3.9,222,-4,0,20,4,0.0,0,0.0,0,0,3,0,0,0.9,135741,0,0,0,0,274,13,0,0,88,Swansea,Man City,West Brom,Bournemouth,Arsenal,0.0,0.3,0.3,0.3,0.3,0.4,0.3,0.4,15.1
Jeremie,Boga,MID,CHE,6000000,0,1,1.0,1.66666666666667e-07,1.66666666666667e-07,0,995,0,0,0,0,0,0,0,0.2,1,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,543,0,0,0,0,17,0,0,0,1,Tottenham,West Ham,Southampton,Huddersfield,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,2,2.0,3.63636363636364e-07,3.63636363636364e-07,0,6598,0,1,0,0,0,0,0,0.4,1,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.0,1879,0,0,0,0,71,0,0,0,5,Everton,Arsenal,Tottenham,West Ham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
Yannick,Bolasie,MID,EVE,6400000,6,18,0.6,9.375e-08,2.8125e-06,0,9793,0,9,0,0,0,0,0,2.8,551,-1,0,18,1,0.4,0,2.7,0,0,2,0,1,0.6,13408,0,0,0,0,423,6633,0,0,40,Stoke,Man City,Liverpool,Swansea,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,12.7
Gaetan,Bong,DEF,BHA,4400000,-1,43,2.5,5.68181818181818e-07,9.772727272727271e-06,0,12386,1,22,0,0,0,0,0,9.8,561,-1,0,43,1,0.2,0,1.0,3,0,4,0,0,0.1,12745,1,0,0,1,1522,27,0,0,271,Leicester,Huddersfield,Crystal Palace,Tottenham,Burnley,0.0,2.3,2.9,2.8,2.6,1.8,2.6,1.7,35.8
Wilfried,Bony,FWD,SWA,5600000,0,33,1.1,1.96428571428571e-07,5.89285714285714e-06,0,87928,2,8,0,0,0,2,0,5.9,113,-4,0,33,4,0.0,0,0.0,3,0,2,0,1,0.1,87678,0,0,0,0,701,19,0,0,103,Man Utd,West Brom,Everton,Man City,Chelsea,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.8,39.3
Artur,Boruc,GLK,BOU,4100000,0,0,0.0,0.0,0.0,0,155778,0,0,0,0,0,0,0,0.0,957,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,1.4,8714,0,0,0,0,0,402,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Boufal,MID,SOU,5700000,0,54,1.8,3.15789473684211e-07,9.47368421052632e-06,0,23022,1,24,0,0,0,2,0,9.5,246,-3,0,54,3,0.1,0,0.7,2,0,1,0,2,0.2,17577,0,0,0,0,1183,51,0,0,214,West Ham,Arsenal,Chelsea,Leicester,Bournemouth,0.0,1.1,0.9,1.1,1.0,1.3,1.2,0.9,98.9
,Brad Smith,DEF,BOU,3900000,0,0,0.0,0.0,0.0,0,191186,0,0,0,0,0,0,0,0.0,2614,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,3.1,98010,0,0,0,0,0,2072,0,0,0,West Brom,Watford,Crystal Palace,Liverpool,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie,Brady,MID,BUR,5300000,0,56,1.8666666666666698,3.52201257861635e-07,1.05660377358491e-05,0,212314,3,12,0,0,0,1,0,10.6,137,-2,0,56,2,0.0,0,0.0,7,0,6,0,4,0.5,198955,0,0,0,1,1277,7,0,0,216,West Brom,Watford,Leicester,Stoke,Brighton,0.0,0.0,0.0,0.0,0.0,1.4,0.9,1.4,97.3
Claudio,Bravo,GLK,MCI,4600000,0,1,0.0333333333333333,7.2463768115942e-09,2.1739130434782601e-07,0,39819,0,0,0,0,0,0,0,0.2,124,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.5,8703,0,0,0,0,44,62,0,0,4,Everton,Man Utd,Tottenham,Swansea,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Miguel,Britos,DEF,WAT,4300000,1,22,0.733333333333333,1.70542635658915e-07,5.11627906976744e-06,0,145366,3,12,0,0,0,1,0,5.1,73,-2,0,22,2,0.2,0,0.7,0,0,2,0,0,0.5,115303,0,0,0,0,715,44,0,1,135,Liverpool,Bournemouth,Burnley,Huddersfield,Crystal Palace,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,24.5
