FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast
Baily,Cargill,DEF,BOU,4000000,0,1,0.009259259259259259,2.3148148148148102e-09,2.5e-07,0,734,0,0,0,0,0,0,0,0.3,54,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,1430,0,0,0,0,13,27,0,0,5,Burnley,Leicester,,,,0.0,0.0
Michael,Carrick,MID,MUN,4200000,2,39,0.36111111111111105,8.5978835978836e-08,9.28571428571429e-06,0,137876,1,12,0,0,0,0,0,9.3,2186,-3,0,39,3,0.4,0,1.8,0,0,5,0,0,1.7,151246,0,275,0,0,1438,3765,0,0,263,Tottenham,Southampton,Crystal Palace,,,0.4,0.2
Andy,Carroll,FWD,WHU,5900000,0,69,3.8,6.44067796610169e-07,1.16949152542373e-05,0,698684,3,27,0,0,0,7,0,11.7,4781,-6,1,69,6,0.2,0,1.3,6,0,3,0,2,2.1,486997,0,381,0,1,1312,194,-1,0,256,Liverpool,Burnley,,,,0.0,3.4
Tom,Carroll,MID,SWA,4100000,3,47,0.435185185185185,1.06142728093948e-07,1.1463414634146301e-05,0,64902,1,17,0,0,0,1,0,11.5,6357,-4,0,47,4,1.0,0,4.0,4,0,4,0,2,2.3,153034,0,93,0,0,1209,24593,0,0,218,Sunderland,West Brom,,,,0.2,0.2
Cameron,Carter-Vickers,DEF,TOT,4300000,0,0,0.0,0.0,0.0,0,2069,0,0,0,0,0,0,0,0.0,23,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,980,0,0,0,0,0,18,0,0,0,Man Utd,Leicester,Hull City,,,0.0,0.0
Craig,Cathcart,DEF,WAT,4300000,0,31,0.287037037037037,6.67527993109388e-08,7.209302325581401e-06,0,27204,3,21,0,0,0,0,0,7.2,1225,-2,0,31,2,0.0,0,0.0,3,0,2,0,1,0.3,15540,0,335,0,1,1162,7,0,0,183,Everton,Chelsea,Man City,,,0.2,0.1
Lee,Cattermole,MID,SUN,4200000,0,9,0.0833333333333333,1.98412698412698e-08,2.1428571428571398e-06,0,6989,3,9,0,0,0,0,0,2.1,139,-3,0,9,3,0.2,0,0.8,0,0,0,0,0,0.1,3408,0,246,0,0,470,22,0,0,50,Swansea,Arsenal,Chelsea,,,0.0,0.0
Santiago,Cazorla,MID,ARS,7000000,0,38,4.8,6.85714285714286e-07,5.4285714285714306e-06,0,373562,2,5,0,0,0,2,0,5.4,77,-5,0,38,5,0.0,0,0.0,5,0,4,0,2,1.4,330214,0,259,0,0,618,12,0,0,159,Stoke,Sunderland,Everton,,,0.0,0.0
Petr,Cech,GLK,ARS,5300000,16,121,3.8,7.16981132075472e-07,2.28301886792453e-05,0,581905,2,35,0,104,0,0,0,22.8,3183,-2,0,121,2,1.1,0,6.0,2,0,11,0,0,13.7,423387,1,409,0,0,2827,55397,0,0,597,Stoke,Sunderland,Everton,,,8.3,4.6
,Cedric,DEF,SOU,4900000,6,95,3.4,6.93877551020408e-07,1.9387755102040803e-05,0,172574,6,35,0,0,0,0,0,19.4,3035,-1,-1,95,1,0.6,0,3.0,11,0,10,0,3,3.0,246614,0,320,0,1,2357,19335,1,0,556,Middlesbrough,Man Utd,Stoke,,,6.2,4.5
Nacer,Chadli,MID,WBA,5800000,0,108,1.0,1.7241379310344802e-07,1.86206896551724e-05,0,344498,1,28,0,0,0,5,0,18.6,2725,-7,1,108,7,0.2,0,1.3,8,0,6,0,6,1.4,370054,0,173,0,2,2013,2240,-1,0,353,Chelsea,Man City,Swansea,,,1.0,0.5
Nathaniel,Chalobah,MID,CHE,4500000,1,11,0.101851851851852,2.2633744855967097e-08,2.44444444444444e-06,0,995,1,0,0,0,0,0,0,2.4,8,0,0,11,0,0.1,0,0.3,0,0,0,0,1,0.0,1071,0,0,0,0,89,23,0,0,38,West Brom,Watford,Sunderland,,,0.2,0.1
,Chamberlain,MID,ARS,5800000,11,83,0.7685185185185179,1.3250319284802e-07,1.43103448275862e-05,0,171961,1,22,0,0,0,2,0,14.3,12822,-2,0,83,2,0.5,0,2.8,3,0,4,0,7,1.8,160702,0,186,0,1,1564,18593,0,0,393,Stoke,Sunderland,Everton,,,0.0,0.4
Calum,Chambers,DEF,MID,4300000,1,81,3.5,8.13953488372093e-07,1.8837209302325603e-05,0,318985,4,32,0,0,0,2,0,18.8,4614,-2,0,81,2,0.7,0,3.0,7,0,7,0,1,3.4,309571,0,70,0,0,2070,4728,0,0,467,Southampton,Liverpool,,,,4.7,4.1
James,Chester,DEF,WBA,4500000,0,0,0.0,0.0,0.0,0,4667,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,200,0,85,0,0,0,1,0,0,0,Chelsea,Man City,Swansea,,,0.0,0.0
Benjamin,Chilwell,DEF,LEI,4300000,0,12,0.111111111111111,2.5839793281653704e-08,2.7906976744186e-06,0,9406,1,9,0,0,0,0,0,2.8,107,-2,0,12,2,0.1,0,0.3,0,0,1,0,0,0.1,4908,0,0,0,0,429,71,0,0,84,Man City,Tottenham,Bournemouth,,,0.2,0.1
Pedro,Chirivella,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3676,0,0,0,0,0,0,0,0.0,18,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,3051,0,2,0,0,0,3,0,0,0,West Ham,Middlesbrough,,,,0.0,0.0
,Christian Benteke,FWD,CRY,7200000,2,127,3.7,5.138888888888891e-07,1.76388888888889e-05,0,1172136,10,56,0,0,0,14,0,17.4,84234,-3,1,127,3,0.6,2,4.6,12,0,6,0,2,9.5,1447330,0,315,0,3,2951,14053,-1,0,350,Hull City,Man Utd,,,,5.0,3.5
Josh,Clackstone,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,5914,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6734,0,0,0,0,0,2,0,0,0,Crystal Palace,Tottenham,,,,0.0,0.0
Jordy,Clasie,MID,SOU,4600000,0,36,0.33333333333333304,7.2463768115942e-08,7.82608695652174e-06,0,5528,3,14,0,0,0,1,0,7.8,177,-4,0,36,4,0.0,0,0.0,3,0,2,0,1,0.1,4153,0,183,0,1,932,62,0,0,148,Middlesbrough,Man Utd,Stoke,,,0.4,0.2
Adam,Clayton,MID,MID,4300000,2,67,2.1,4.88372093023256e-07,1.5581395348837196e-05,0,68753,9,40,0,0,0,0,0,15.6,1724,-2,0,67,2,0.6,0,2.6,0,0,10,0,2,0.8,80944,0,0,0,0,2624,169,0,0,412,Southampton,Liverpool,,,,1.5,1.0
Tom,Cleverley,MID,WAT,5100000,2,48,1.9,3.72549019607843e-07,9.41176470588235e-06,0,11838,4,31,0,0,0,0,0,9.4,206,-4,0,48,4,0.5,0,2.3,0,0,3,0,2,0.1,5853,0,241,0,0,1668,120,0,0,268,Everton,Chelsea,Man City,,,2.0,1.1
Gael,Clichy,DEF,MCI,5200000,6,79,3.4,6.538461538461541e-07,1.51923076923077e-05,0,69900,2,23,0,0,0,1,0,15.2,1083,-3,0,79,3,0.7,0,3.5,9,0,7,0,0,2.0,77094,0,166,0,2,1943,22551,0,0,458,Leicester,West Brom,Watford,,,7.8,2.8
Sam,Clucas,MID,HUL,4700000,1,79,2.3,4.8936170212766e-07,1.68085106382979e-05,0,10600,8,64,0,0,0,2,0,16.8,1574,-3,0,79,3,0.9,0,4.0,4,0,5,0,1,0.2,14487,0,0,0,0,3006,570,0,1,470,Crystal Palace,Tottenham,,,,1.3,1.8
Nathaniel,Clyne,DEF,LIV,5800000,6,116,3.3,5.68965517241379e-07,2e-05,0,564144,0,41,0,0,0,0,0,20.0,14923,3,0,116,-3,0.8,0,4.8,12,0,10,0,2,9.2,504295,0,387,0,1,3143,2198,0,0,676,West Ham,Middlesbrough,,,,3.9,3.9
Seamus,Coleman,DEF,EVE,5600000,0,133,5.1,9.107142857142858e-07,2.375e-05,0,953456,3,28,0,0,0,4,0,23.8,5006,1,0,133,-1,0.0,0,0.0,15,0,10,0,4,4.1,945824,0,327,0,4,2316,294,0,0,548,Watford,Arsenal,,,,0.0,0.0
James,Collins,DEF,WHU,4200000,6,69,0.6388888888888891,1.5211640211640198e-07,1.6428571428571398e-05,0,375331,1,24,0,0,0,2,0,16.4,3718,-3,0,69,3,1.7,0,7.0,7,0,6,0,0,4.4,392428,0,217,0,2,1475,17740,0,0,348,Liverpool,Burnley,,,,0.4,0.3
Francis,Coquelin,MID,ARS,4200000,2,49,0.45370370370370394,1.08024691358025e-07,1.1666666666666698e-05,0,181044,5,26,0,0,0,0,0,11.7,1941,-3,0,49,3,0.3,0,1.2,1,0,5,0,1,1.9,155168,0,246,0,0,1660,1508,0,0,285,Stoke,Sunderland,Everton,,,0.4,0.2
Jack,Cork,MID,SWA,4600000,1,49,1.7,3.69565217391304e-07,1.06521739130435e-05,0,4860,7,51,0,0,0,0,0,10.7,15,-4,0,49,4,0.1,0,0.3,0,0,3,0,1,0.1,2022,2,376,0,0,2218,25,0,0,345,Sunderland,West Brom,,,,1.1,1.2
,Costa,FWD,CHE,10500000,6,190,5.8,5.52380952380952e-07,1.80952380952381e-05,0,2957475,9,29,0,0,0,20,0,18.1,11276,10,-1,190,-10,0.6,1,6.0,25,0,13,0,10,36.1,4021200,0,533,0,4,2932,159268,1,0,647,West Brom,Watford,Sunderland,,,15.5,8.3
Thibaut,Courtois,GLK,CHE,5900000,6,133,3.9,6.61016949152542e-07,2.2542372881355898e-05,0,438879,1,27,0,65,0,0,0,22.5,5907,4,0,133,-4,0.6,0,3.5,0,0,15,0,0,14.2,522680,0,230,0,1,3060,17000,0,0,583,West Brom,Watford,Sunderland,,,9.4,4.5
Philippe,Coutinho,MID,LIV,8500000,3,142,1.31481481481481,1.54684095860566e-07,1.67058823529412e-05,0,2783209,2,27,0,0,0,10,0,16.7,71023,5,0,142,-5,0.4,0,3.5,16,0,6,0,7,18.8,2682609,0,459,0,3,2050,7197,0,0,528,West Ham,Middlesbrough,,,,0.7,0.9
Aaron,Cresswell,DEF,WHU,5100000,6,58,2.4,4.7058823529411793e-07,1.13725490196078e-05,0,39112,2,30,0,0,0,0,0,11.4,368,-4,0,58,4,0.4,0,2.0,1,0,5,0,2,0.3,34676,0,514,0,0,1935,178,0,1,314,Liverpool,Burnley,,,,3.0,1.4
Peter,Crouch,FWD,STK,4500000,0,68,2.7,6e-07,1.5111111111111099e-05,0,359329,2,21,0,0,0,5,0,15.1,10026,-5,0,68,5,0.4,0,1.8,6,0,3,0,3,3.1,441994,0,47,0,2,1222,4454,0,0,211,Arsenal,Southampton,,,,2.9,2.0
Juan,Cuadrado,MID,CHE,6900000,0,0,0.0,0.0,0.0,0,54165,0,0,0,0,0,0,0,0.0,23,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.5,778,0,8,0,0,0,3,0,0,0,West Brom,Watford,Sunderland,,,0.0,0.0
Josh,Cullen,MID,WHU,4400000,0,0,0.0,0.0,0.0,0,4842,0,0,0,0,0,0,0,0.0,26,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,1193,0,0,0,0,0,21,0,0,0,Liverpool,Burnley,,,,0.0,0.0
Charlie,Daniels,DEF,BOU,5200000,1,130,4.1,7.88461538461538e-07,2.5e-05,0,636874,1,51,0,0,0,4,0,25.0,27819,2,0,130,-2,1.0,0,5.3,14,0,10,0,3,9.6,846552,0,491,0,5,2880,10498,0,0,670,Burnley,Leicester,,,,5.1,2.8
Scott,Dann,DEF,CRY,5100000,0,61,2.7,5.294117647058821e-07,1.19607843137255e-05,0,305290,2,36,0,0,0,3,0,11.7,811,-4,1,61,4,0.0,0,0.0,4,0,2,0,1,2.1,110369,0,480,0,2,1752,38,-1,0,310,Hull City,Man Utd,,,,0.0,0.0
Tendayi,Darikwa,DEF,BUR,4200000,0,0,0.0,0.0,0.0,0,2386,0,0,0,0,0,0,0,0.0,20,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,1164,0,0,0,0,0,24,0,0,0,Bournemouth,West Ham,,,,0.0,0.0
Matteo,Darmian,DEF,MUN,5000000,1,63,0.583333333333333,1.1666666666666698e-07,1.26e-05,0,90387,3,8,0,0,0,0,0,12.6,1796,-5,0,63,5,0.8,0,4.2,5,0,8,0,0,1.0,55764,0,257,0,1,1243,3459,0,0,292,Tottenham,Southampton,Crystal Palace,,,0.6,0.3
,David Luiz,DEF,CHE,6200000,6,122,3.9,6.29032258064516e-07,1.9677419354838698e-05,0,199524,6,25,0,0,0,1,0,19.7,4736,2,1,122,-2,0.6,0,4.0,8,0,14,0,1,5.0,336395,0,0,0,1,2774,14742,-1,0,630,West Brom,Watford,Sunderland,,,9.4,4.5
Ben,Davies,DEF,TOT,4900000,2,71,0.657407407407407,1.3416477702192e-07,1.44897959183673e-05,0,56366,1,10,0,0,0,0,0,14.5,5414,-1,0,71,1,1.2,0,5.8,4,0,8,0,1,4.5,239837,0,192,0,0,1469,30927,0,0,350,Man Utd,Leicester,Hull City,,,0.6,0.3
Curtis,Davies,DEF,HUL,4900000,0,39,1.6,3.26530612244898e-07,7.95918367346939e-06,0,110883,3,48,0,0,0,0,0,8.0,193,-1,0,39,1,0.0,0,0.0,3,0,1,0,2,1.3,100147,1,0,0,1,2049,33,0,0,355,Crystal Palace,Tottenham,,,,1.1,1.5
Tom,Davies,MID,EVE,4400000,2,59,0.5462962962962961,1.24158249158249e-07,1.34090909090909e-05,0,114964,4,16,0,0,0,2,0,13.4,10669,-1,0,59,1,0.4,0,1.8,0,0,7,0,3,2.4,217887,0,0,0,0,1429,1721,0,0,238,Watford,Arsenal,,,,0.3,0.3
Steven,Davis,MID,SOU,5100000,5,71,2.4,4.7058823529411793e-07,1.3921568627451e-05,0,41476,3,36,0,0,0,0,0,13.9,296,-4,0,71,4,0.4,0,2.2,0,0,9,0,3,0.5,9377,0,535,0,0,2446,786,0,0,415,Middlesbrough,Man Utd,Stoke,,,3.5,2.2
Craig,Dawson,DEF,WBA,4800000,7,99,2.9,6.04166666666667e-07,2.0625e-05,0,103662,9,44,0,0,0,4,0,20.6,2542,-2,0,99,2,0.8,0,3.7,6,0,6,0,0,2.3,92161,0,433,0,1,3006,8195,0,0,476,Chelsea,Man City,Swansea,,,5.6,2.4
Michael,Dawson,DEF,HUL,4200000,0,48,2.4,5.714285714285711e-07,1.14285714285714e-05,0,55314,3,33,0,0,0,3,0,11.4,1276,-3,0,48,3,0.2,0,0.8,4,0,1,0,0,0.5,69454,1,0,0,2,1542,266,0,0,287,Crystal Palace,Tottenham,,,,2.1,2.7
Kevin,De Bruyne,MID,MCI,10400000,17,175,5.3,5.09615384615385e-07,1.68269230769231e-05,0,1247683,4,32,0,0,0,5,0,16.8,2073,-1,0,175,1,0.8,1,8.5,30,0,10,0,18,9.7,1325126,0,546,0,5,2616,125058,0,0,731,Leicester,West Brom,Watford,,,13.6,6.3
David,de Gea,GLK,MUN,5500000,1,134,3.9,7.09090909090909e-07,2.4363636363636398e-05,0,987143,2,27,0,70,0,0,0,24.4,25019,0,0,134,0,1.0,0,5.4,5,0,14,0,0,34.1,579968,0,368,0,2,3060,6979,0,0,560,Tottenham,Southampton,Crystal Palace,,,8.6,4.8
Ritchie,de Laet,DEF,LEI,4400000,0,0,0.0,0.0,0.0,0,6013,0,0,0,0,0,0,0,0.0,6,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,303,0,129,0,0,0,1,0,0,0,Man City,Tottenham,Bournemouth,,,0.0,0.0
Carlos,De Pena,MID,MID,4200000,0,0,0.0,0.0,0.0,0,15935,0,0,0,0,0,0,0,0.0,115,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.2,15573,0,0,0,0,0,5,0,0,0,Southampton,Liverpool,,,,0.0,0.0
Marten,de Roon,MID,MID,4300000,2,90,2.8,6.51162790697674e-07,2.09302325581395e-05,0,151324,7,42,0,0,0,4,0,20.9,9367,-2,1,90,2,0.8,0,3.4,5,0,8,0,1,1.9,218798,0,0,0,2,2683,2577,-1,0,387,Southampton,Liverpool,,,,2.4,1.4
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,3485,0,0,0,0,0,0,0,0.0,10,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,2423,0,0,0,0,0,4,0,0,0,Southampton,Liverpool,,,,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4600000,0,1,0.009259259259259259,2.01288244766506e-09,2.1739130434782601e-07,0,10671,0,0,0,0,0,0,0,0.2,16,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.2,2154,0,11,0,0,15,35,0,0,2,Stoke,Sunderland,Everton,,,0.0,0.0
Troy,Deeney,FWD,WAT,6700000,1,127,3.7,5.522388059701489e-07,1.8955223880597e-05,0,787726,6,51,0,0,0,10,0,19.0,14531,-3,0,127,3,0.3,0,1.8,18,0,6,0,4,5.4,811919,1,629,0,2,2821,9889,0,0,435,Everton,Chelsea,Man City,,,4.8,4.4
Jermain,Defoe,FWD,SUN,7500000,6,162,4.6,6.13333333333333e-07,2.1600000000000003e-05,0,1889277,1,59,0,0,0,15,0,21.6,15231,5,0,162,-5,0.4,0,3.0,24,0,6,0,3,16.8,2270802,0,595,0,6,3142,21137,0,0,522,Swansea,Arsenal,Chelsea,,,10.9,4.0
Steven,Defour,MID,BUR,5600000,0,53,0.49074074074074103,8.763227513227509e-08,9.46428571428571e-06,0,31385,1,13,0,0,0,1,0,9.5,32,-4,0,53,4,0.0,0,0.0,6,0,5,0,3,0.2,30892,0,0,0,0,1055,15,0,0,242,Bournemouth,West Ham,,,,0.2,0.2
Damien,Delaney,DEF,CRY,4800000,-1,50,1.7,3.5416666666666705e-07,1.0416666666666699e-05,0,38997,8,39,0,0,0,0,0,10.4,213,-2,0,50,2,0.1,0,0.4,3,0,3,0,2,0.5,15155,0,366,0,1,2009,64,0,0,340,Hull City,Man Utd,,,,1.6,1.0
Fabian,Delph,MID,MCI,4700000,0,13,0.12037037037037,2.5610717100078798e-08,2.7659574468085098e-06,0,7848,1,4,0,0,0,1,0,2.8,153,-3,0,13,3,0.0,0,0.0,0,0,0,0,0,0.1,3069,0,156,0,0,224,31,0,0,62,Leicester,West Brom,Watford,,,0.2,0.1
Mousa,Dembele,MID,TOT,5400000,1,72,0.666666666666667,1.23456790123457e-07,1.3333333333333301e-05,0,33568,5,16,0,0,0,1,0,13.3,648,-1,0,72,1,0.6,0,3.0,6,0,11,0,2,0.6,41843,0,473,0,0,1934,1306,0,0,424,Man Utd,Leicester,Hull City,,,0.6,0.3
Jason,Denayer,DEF,SUN,4700000,6,55,2.4,5.1063829787234e-07,1.17021276595745e-05,0,4559,2,29,0,0,0,0,0,11.7,22,-3,0,55,3,0.5,0,2.3,2,0,6,0,0,0.1,2631,1,0,0,0,1859,97,0,0,318,Swansea,Arsenal,Chelsea,,,4.6,1.8
Memphis,Depay,MID,MUN,7100000,0,3,0.8,1.12676056338028e-07,4.2253521126760605e-07,0,7896,1,1,0,0,0,0,0,0.4,11,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,1107,0,259,0,0,24,3,0,0,6,Tottenham,Southampton,Crystal Palace,,,0.0,0.0
Gerard,Deulofeu,MID,EVE,5900000,0,13,1.2,2.03389830508475e-07,2.20338983050847e-06,0,133448,1,6,0,0,0,0,0,2.2,53,-6,0,13,6,0.0,0,0.0,0,0,0,0,0,0.8,19197,0,283,0,0,460,11,0,0,53,Watford,Arsenal,,,,0.0,0.0
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,886,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,307,0,0,0,0,0,3,0,0,0,Crystal Palace,Tottenham,,,,0.0,0.0
Eric,Dier,MID,TOT,5000000,2,87,2.6,5.2e-07,1.74e-05,0,420112,6,21,0,0,0,2,0,17.4,3469,-5,0,87,5,0.6,0,2.8,4,0,16,0,0,5.1,95059,0,526,0,1,2791,7067,0,0,457,Man Utd,Leicester,Hull City,,,3.7,1.7
Adama,Diomande,FWD,HUL,4400000,0,42,1.9,4.31818181818182e-07,9.54545454545455e-06,0,520850,1,29,0,0,0,2,0,9.5,3010,-1,0,42,1,0.0,0,0.0,2,0,2,0,0,3.6,539438,0,0,0,0,1171,1264,0,0,127,Crystal Palace,Tottenham,,,,1.2,1.7
Mame Biram,Diouf,FWD,STK,5700000,8,47,1.9,3.3333333333333304e-07,8.24561403508772e-06,0,36060,3,24,0,0,0,1,0,8.2,112,-3,0,47,3,0.4,0,2.5,2,0,4,0,2,0.3,19129,0,245,0,0,1256,385,0,0,181,Arsenal,Southampton,,,,1.7,1.1
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1186,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,116,0,0,0,0,0,2,0,0,0,Everton,Chelsea,Man City,,,0.0,0.0
Papy,Djilobodji,DEF,SUN,4200000,0,24,0.222222222222222,5.29100529100529e-08,5.71428571428571e-06,0,17394,4,35,0,0,0,0,0,5.7,98,-3,1,24,3,0.0,0,0.0,0,0,2,0,0,0.2,12261,0,0,0,0,1577,29,-1,1,281,Swansea,Arsenal,Chelsea,,,0.2,0.1
Abdoulaye,Doucoure,MID,WAT,4600000,2,33,0.305555555555556,6.64251207729469e-08,7.173913043478259e-06,0,1286,3,22,0,0,0,1,0,7.2,23,-4,0,33,4,0.5,0,2.3,0,0,4,0,0,0.0,794,0,0,0,0,1082,60,0,0,185,Everton,Chelsea,Man City,,,0.4,0.2
Stewart,Downing,MID,MID,4800000,2,74,2.6,5.41666666666667e-07,1.5416666666666698e-05,0,62841,1,34,0,0,0,1,0,15.4,1885,-7,1,74,7,0.6,0,2.8,3,0,7,0,3,0.4,32491,0,0,0,0,2065,75,-1,0,345,Southampton,Liverpool,,,,2.2,1.3
Luke,Dreher,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,268,0,0,0,0,0,0,0,0.0,9,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,382,0,0,0,0,0,11,0,0,0,Hull City,Man Utd,,,,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,3,69,2.4,4.52830188679245e-07,1.3018867924528301e-05,0,332118,6,44,0,0,0,1,0,13.0,2230,-2,0,69,2,0.4,0,2.0,3,0,8,0,1,3.7,88407,0,592,0,0,2466,547,0,0,384,Man City,Tottenham,Bournemouth,,,0.0,0.0
Nathan,Dyer,MID,SWA,4700000,0,12,1.5,3.1914893617021297e-07,2.5531914893617e-06,0,7861,0,11,0,0,0,0,0,2.6,21,-3,0,12,3,0.0,0,0.0,0,0,0,0,1,0.1,1862,0,64,0,0,214,6,0,0,47,Sunderland,West Brom,,,,0.0,0.0
,Eduardo,GLK,CHE,4500000,0,0,0.0,0.0,0.0,0,22,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,27,0,0,0,0,0,6,0,0,0,West Brom,Watford,Sunderland,,,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,291,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,607,0,0,0,0,0,20,0,0,0,Arsenal,Southampton,,,,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4400000,0,2,1.0,2.2727272727272702e-07,4.54545454545455e-07,0,274,0,0,0,0,0,0,0,0.5,4,-1,0,2,1,0.0,0,0.0,0,0,0,0,0,0.0,265,0,0,0,0,8,3,0,0,6,West Ham,Middlesbrough,,,,0.0,0.0
Omar,Elabdellaoui,DEF,HUL,4400000,0,14,0.12962962962963,2.94612794612795e-08,3.18181818181818e-06,0,1098,0,9,0,0,0,0,0,3.2,40,-1,0,14,1,0.0,0,0.0,0,0,1,0,0,0.0,1445,0,0,0,0,525,3,0,0,99,Crystal Palace,Tottenham,,,,0.1,0.1
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,720,0,0,0,0,0,0,0,0.0,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1107,0,0,0,0,0,20,0,0,0,Everton,Chelsea,Man City,,,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4600000,1,59,1.9,4.1304347826086996e-07,1.2826086956521699e-05,0,22956,3,57,0,0,0,0,0,12.8,128,-4,0,59,4,0.4,0,2.0,1,0,3,0,2,0.2,8940,1,0,0,0,2414,58,0,1,407,Crystal Palace,Tottenham,,,,1.0,1.3
Mohamed,Elneny,MID,ARS,4500000,0,26,0.24074074074074103,5.34979423868313e-08,5.7777777777777805e-06,0,33190,1,9,0,0,0,0,0,5.8,122,-5,0,26,5,0.0,0,0.0,0,0,3,0,1,0.4,11091,0,134,0,0,694,68,0,0,133,Stoke,Sunderland,Everton,,,0.2,0.1
Elliot,Embleton,MID,SUN,4400000,0,0,0.0,0.0,0.0,0,259,0,0,0,0,0,0,0,0.0,14,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,435,0,0,0,0,0,28,0,0,0,Swansea,Arsenal,Chelsea,,,0.0,0.0
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25878,0,0,0,0,0,0,0,0.0,63,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15430,0,4,0,0,0,15,0,0,0,Sunderland,West Brom,,,,0.0,0.0
