FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW37Forecast,GW38Forecast
Chuba,Akpom,FWD,ARS,5100000,0,0,0.0,0.0,0.0,0,8984,0,0,0,0,0,0,0,0.0,9,-4,0,0,4,0.0,0,0.0,0,0,0,0,0,0.1,1386,0,0,0,0,0,3,0,0,0,Stoke,Sunderland,Everton,,,0.0,0.0
Marc,Albrighton,MID,LEI,4900000,8,88,2.9,5.91836734693878e-07,1.7959183673469397e-05,0,92483,3,38,0,0,0,2,0,18.0,3161,-6,0,88,6,0.8,0,3.8,3,0,8,0,5,2.5,123658,0,519,0,0,2171,30872,0,0,428,Man City,Tottenham,Bournemouth,,,4.1,2.8
Toby,Alderweireld,DEF,TOT,6300000,2,108,4.0,6.349206349206351e-07,1.7142857142857098e-05,0,655831,1,14,0,0,0,0,0,17.1,2254,-2,0,108,2,0.8,0,5.0,4,0,14,0,0,9.5,153888,0,598,0,0,2331,3361,0,0,551,Man Utd,Leicester,Hull City,,,6.8,3.6
Trent,Alexander-Arnold,MID,LIV,4300000,0,8,0.0740740740740741,1.72265288544358e-08,1.86046511627907e-06,0,1908,0,2,0,0,0,0,0,1.9,25,-2,0,8,2,0.1,0,0.3,0,0,0,0,0,0.0,1964,0,0,0,0,167,29,0,0,32,West Ham,Middlesbrough,,,,0.0,0.0
Joe,Allen,MID,STK,4900000,2,115,3.4,6.93877551020408e-07,2.3469387755102e-05,0,1151362,8,47,0,0,0,6,0,23.5,10374,-1,0,115,1,0.4,0,1.8,10,0,9,0,3,6.5,1306006,0,132,0,1,2781,3320,0,0,507,Arsenal,Southampton,,,,3.1,2.3
Bamidele,Alli,MID,TOT,9200000,2,207,6.1,6.6304347826087e-07,2.25e-05,0,1007075,4,19,0,0,0,17,0,22.5,55112,7,0,207,-7,0.5,0,4.8,16,0,17,0,9,33.8,1984170,0,666,0,4,2784,13725,0,0,610,Man Utd,Leicester,Hull City,,,13.7,6.4
Ryan,Allsop,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,1620,0,0,0,0,0,0,0,0.0,54,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3546,0,0,0,0,0,63,0,0,0,Burnley,Leicester,,,,0.0,0.0
Marcos,Alonso,DEF,CHE,6800000,14,167,5.8,8.529411764705879e-07,2.45588235294118e-05,0,366001,2,18,0,0,0,6,0,24.6,5067,8,0,167,-8,0.9,0,6.0,9,0,14,0,5,16.3,995911,0,0,0,3,2513,53408,0,0,635,West Brom,Watford,Sunderland,,,15.4,7.8
Daniel,Amartey,MID,LEI,4300000,0,49,2.3,5.348837209302331e-07,1.13953488372093e-05,0,27106,3,29,0,0,0,1,0,11.4,150,-2,1,49,2,0.0,0,0.0,3,0,4,0,1,0.2,28041,0,23,0,1,1528,108,-1,0,241,Man City,Tottenham,Bournemouth,,,3.1,2.0
Jordi,Amat,DEF,SWA,3900000,0,21,1.2,3.07692307692308e-07,5.3846153846153804e-06,0,508544,5,36,0,0,0,0,0,5.4,9178,-1,0,21,1,0.0,0,0.0,0,0,2,0,0,7.3,427045,0,63,0,0,1409,1396,0,0,237,Sunderland,West Brom,,,,0.6,1.0
Nordin,Amrabat,MID,WAT,5000000,2,62,2.4,4.8e-07,1.24e-05,0,17250,3,42,0,0,0,0,0,12.4,55,0,0,62,0,0.5,0,2.3,5,0,4,0,3,0.1,16271,0,74,0,0,1923,205,0,0,247,Everton,Chelsea,Man City,,,2.4,1.7
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,2557,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1846,0,0,0,0,0,4,0,0,0,Hull City,Man Utd,,,,0.0,0.0
,Angelino,DEF,MCI,4300000,0,0,0.0,0.0,0.0,0,2833,0,0,0,0,0,0,0,0.0,6,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,977,0,0,0,0,0,2,0,0,0,Leicester,West Brom,Watford,,,0.0,0.0
Victor,Anichebe,FWD,SUN,4300000,1,47,0.435185185185185,1.01205857019811e-07,1.0930232558139501e-05,0,322064,2,20,0,0,0,3,0,10.9,4032,-2,0,47,2,0.4,0,1.8,5,0,3,0,1,2.5,411678,0,0,0,1,1183,23316,0,0,164,Swansea,Arsenal,Chelsea,,,0.4,0.2
Michail,Antonio,MID,WHU,6700000,0,132,4.6,6.86567164179104e-07,1.9701492537313398e-05,0,1372378,4,43,0,0,0,9,0,19.7,3565,-3,0,132,3,0.0,0,0.0,8,0,7,0,8,5.4,1367080,0,452,0,3,2433,86,0,1,410,Liverpool,Burnley,,,,0.0,0.0
Ikechi,Anya,MID,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,6137,0,0,0,0,0,0,0,0.2,8,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,397,0,176,0,0,10,2,0,0,3,Everton,Chelsea,Man City,,,0.0,0.0
Alvaro,Arbeloa,DEF,WHU,4500000,0,0,0.0,0.0,0.0,0,5898,3,9,0,0,0,0,0,0.0,26,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,5550,0,0,0,0,258,33,0,0,34,Liverpool,Burnley,,,,0.0,0.0
Scott,Arfield,MID,BUR,5200000,2,65,2.2,4.23076923076923e-07,1.25e-05,0,8188,3,33,0,0,0,1,0,12.5,28,-3,0,65,3,0.3,0,1.3,3,0,6,0,2,0.1,4765,0,0,0,1,1939,14,0,0,247,Bournemouth,West Ham,,,,1.1,1.5
Giedrius,Arlauskis,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,224,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,530,0,0,0,0,0,53,0,0,0,Everton,Chelsea,Man City,,,0.0,0.0
Marko,Arnautovic,MID,STK,7100000,8,112,3.6,5.07042253521127e-07,1.57746478873239e-05,0,144214,9,39,0,0,0,6,0,15.8,6612,-4,0,112,4,0.8,1,5.8,8,0,9,0,6,1.1,107994,0,528,0,3,2633,1953,0,1,375,Arsenal,Southampton,,,,3.3,2.6
Harry,Arter,MID,BOU,5000000,1,81,2.4,4.8e-07,1.62e-05,0,24351,11,62,0,0,0,1,0,16.2,711,0,0,81,0,0.6,1,3.0,6,0,8,0,4,0.3,26322,0,188,0,0,2876,284,0,1,497,Burnley,Leicester,,,,2.6,1.5
Takuma,Asano,FWD,ARS,4900000,0,0,0.0,0.0,0.0,0,4505,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,674,0,0,0,0,0,6,0,0,0,Stoke,Sunderland,Everton,,,0.0,0.0
Joel,Asoro,MID,SUN,4400000,0,1,0.009259259259259259,2.1043771043771e-09,2.2727272727272702e-07,0,664,0,0,0,0,0,0,0,0.2,3,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,563,0,0,0,0,10,1,0,0,3,Swansea,Arsenal,Chelsea,,,0.0,0.0
Charlie,Austin,FWD,SOU,6300000,0,59,4.5,7.142857142857141e-07,9.36507936507936e-06,0,901241,1,7,0,0,0,6,0,9.4,321,-2,0,59,2,0.0,0,0.0,10,0,6,0,1,1.8,870424,0,32,0,1,866,314,0,0,211,Middlesbrough,Man Utd,Stoke,,,0.0,6.0
Daniel,Ayala,DEF,MID,4800000,0,30,2.3,4.79166666666667e-07,6.25e-06,0,12669,3,16,0,0,0,1,0,6.3,257,-2,0,30,2,0.0,0,0.2,0,0,3,0,0,0.1,7726,0,0,0,0,900,6,0,0,169,Southampton,Liverpool,,,,0.0,0.0
Andre,Ayew,MID,WHU,7100000,6,74,0.6851851851851851,9.65049556598852e-08,1.04225352112676e-05,0,283517,1,20,0,0,0,5,0,10.4,679,-4,0,74,4,0.7,0,4.8,2,0,6,0,2,1.0,19021,0,524,0,0,1273,367,0,0,220,Liverpool,Burnley,,,,0.3,0.3
Jordan,Ayew,FWD,SWA,5000000,5,29,0.268518518518519,5.37037037037037e-08,5.7999999999999995e-06,0,10510,1,6,0,0,0,0,0,5.8,1563,0,0,29,0,0.8,0,4.0,0,0,4,0,4,0.5,30385,0,0,0,0,687,8362,0,0,82,Sunderland,West Brom,,,,0.1,0.1
Cesar,Azpilicueta,DEF,CHE,6400000,10,148,4.2,6.5625e-07,2.3125e-05,0,614879,4,29,0,0,0,0,0,23.1,6164,4,0,148,-4,0.7,0,4.3,18,0,15,0,4,17.1,772645,0,470,0,1,3150,22336,0,0,787,West Brom,Watford,Sunderland,,,10.4,5.0
,Baba Rahman,DEF,CHE,5500000,0,0,0.0,0.0,0.0,0,1455,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,364,0,138,0,0,0,6,0,0,0,West Brom,Watford,Sunderland,,,0.0,0.0
Eric,Bailly,DEF,MUN,5500000,0,92,4.2,7.636363636363641e-07,1.67272727272727e-05,0,589822,3,13,0,0,0,0,0,16.7,19143,0,0,92,0,0.9,0,4.8,13,0,11,0,0,8.9,416085,0,0,0,1,1788,7487,0,0,492,Tottenham,Southampton,Crystal Palace,,,9.7,5.3
Leighton,Baines,DEF,EVE,5800000,2,125,4.2,7.24137931034483e-07,2.1551724137931e-05,0,747638,3,31,0,0,0,2,0,21.6,40424,3,1,125,-3,0.7,1,3.8,14,0,10,0,4,11.2,853086,0,212,0,1,2639,4219,-1,0,593,Watford,Arsenal,,,,5.6,4.7
Mario,Balotelli,FWD,LIV,6300000,0,0,0.0,0.0,0.0,0,12069,0,0,0,0,0,0,0,0.0,19,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2119,0,0,0,0,0,17,0,0,0,West Ham,Middlesbrough,,,,0.0,0.0
Patrick,Bamford,FWD,MID,4900000,0,11,0.101851851851852,2.07860922146636e-08,2.24489795918367e-06,0,6199,1,3,0,0,0,0,0,2.2,68,-1,0,11,1,0.0,0,0.0,0,0,0,0,0,0.1,7178,0,0,0,0,146,70,0,0,30,Southampton,Liverpool,,,,0.1,0.1
Alex,Baptiste,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,3734,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2619,0,0,0,0,0,5,0,0,0,Southampton,Liverpool,,,,0.0,0.0
Phil,Bardsley,DEF,STK,4300000,0,27,0.25,5.8139534883720896e-08,6.2790697674418605e-06,0,11885,4,17,0,0,0,0,0,6.3,89,-2,0,27,2,0.0,0,0.0,0,0,3,0,0,0.1,9190,0,107,0,0,1168,25,0,1,174,Arsenal,Southampton,,,,0.1,0.1
Ross,Barkley,MID,EVE,7000000,1,132,3.9,5.57142857142857e-07,1.88571428571429e-05,0,834413,5,34,0,0,0,4,0,18.9,14707,-5,0,132,5,0.4,0,2.5,9,0,11,0,11,6.7,713490,0,654,0,2,2756,1606,0,0,495,Watford,Arsenal,,,,5.6,2.2
Ashley,Barnes,FWD,BUR,4600000,4,79,0.7314814814814821,1.59017713365539e-07,1.7173913043478303e-05,0,234924,6,26,0,0,0,6,0,17.2,10174,1,-1,79,-1,0.9,0,4.3,10,0,6,0,3,4.2,393979,0,0,0,2,1716,23613,1,1,232,Bournemouth,West Ham,,,,0.4,0.4
Antonio,Barragan,DEF,MID,4400000,0,71,2.7,6.13636363636364e-07,1.6136363636363597e-05,0,132271,5,32,0,0,0,0,0,16.1,8002,-1,0,71,1,0.0,0,0.2,8,0,7,0,0,1.0,150473,0,0,0,0,2193,91,0,0,455,Southampton,Liverpool,,,,3.3,2.8
Modou,Barrow,FWD,SWA,5000000,0,34,1.9,3.8e-07,6.8e-06,0,123030,1,23,0,0,0,0,0,6.8,148,0,0,34,0,0.0,0,0.0,0,0,4,0,2,0.6,111784,0,120,0,0,1145,9,0,0,136,Sunderland,West Brom,,,,0.0,0.0
Gareth,Barry,MID,EVE,4300000,2,66,2.1,4.88372093023256e-07,1.53488372093023e-05,0,388522,10,27,0,0,0,2,0,15.3,2329,-2,0,66,2,0.2,0,0.8,3,0,7,0,1,3.3,388017,0,418,0,0,2053,496,0,0,356,Watford,Arsenal,,,,2.4,1.0
Joey,Barton,MID,BUR,4100000,0,37,2.6,6.34146341463415e-07,9.02439024390244e-06,0,18007,4,16,0,0,0,1,0,9.0,1024,-4,1,37,4,0.2,0,1.0,0,0,4,0,2,0.2,23613,0,0,0,0,1105,322,-1,0,205,Bournemouth,West Ham,,,,0.0,0.0
Borja,Baston,FWD,SWA,6600000,1,32,0.296296296296296,4.48933782267116e-08,4.8484848484848505e-06,0,10231,0,11,0,0,0,1,0,4.8,19,-4,0,32,4,0.1,0,0.8,1,0,1,0,2,0.0,6887,0,0,0,0,561,17,0,0,83,Sunderland,West Brom,,,,0.1,0.1
Michy,Batshuayi,FWD,CHE,8400000,0,25,1.5,1.78571428571429e-07,2.97619047619048e-06,0,130368,0,0,0,0,0,1,0,3.0,66,-6,0,25,6,0.0,0,0.0,1,0,0,0,1,0.9,61080,0,0,0,0,127,48,0,0,68,West Brom,Watford,Sunderland,,,2.1,1.3
Asmir,Begovic,GLK,CHE,4700000,0,1,0.009259259259259259,1.97005516154452e-09,2.1276595744680897e-07,0,6869,0,2,0,1,0,0,0,0.2,62,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,2058,0,150,0,0,90,23,0,0,9,West Brom,Watford,Sunderland,,,0.0,0.0
Valon,Behrami,MID,WAT,4500000,0,43,1.8,4e-07,9.55555555555555e-06,0,17562,6,29,0,0,0,0,0,9.6,37,0,0,43,0,0.1,0,0.3,0,0,5,0,0,0.2,12982,0,127,0,0,1780,36,0,0,224,Everton,Chelsea,Man City,,,1.8,1.0
Hector,Bellerin,DEF,ARS,6500000,1,97,3.2,4.92307692307692e-07,1.4923076923076901e-05,0,1024142,3,32,0,0,0,0,0,14.9,5654,0,0,97,0,0.3,0,2.0,11,0,9,0,3,13.7,393455,0,541,0,1,2233,2641,0,0,485,Stoke,Sunderland,Everton,,,6.5,3.6
Yohan,Benalouane,DEF,LEI,4000000,6,26,0.24074074074074103,6.01851851851852e-08,6.5000000000000004e-06,0,15136,2,9,0,0,0,0,0,6.5,1489,0,0,26,0,0.8,0,3.3,0,0,4,0,0,1.0,44552,0,15,0,0,704,13790,0,0,136,Man City,Tottenham,Bournemouth,,,0.2,0.1
Nabil,Bentaleb,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,4363,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,543,0,29,0,0,0,1,0,0,0,Man Utd,Leicester,Hull City,,,0.0,0.0
Saido,Berahino,FWD,STK,6000000,0,25,0.231481481481481,3.85802469135802e-08,4.16666666666667e-06,0,65766,1,11,0,0,0,0,0,4.2,652,-5,0,25,5,0.2,0,1.3,0,0,4,0,0,0.5,35504,0,226,0,0,933,88,0,0,46,Arsenal,Southampton,,,,0.1,0.1
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,94,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,45,0,55,0,0,0,0,0,0,0,Everton,Chelsea,Man City,,,0.0,0.0
,Bernardo,DEF,MID,4200000,0,35,0.324074074074074,7.716049382716051e-08,8.33333333333333e-06,0,7205,2,13,0,0,0,0,0,8.1,710,-3,1,35,3,0.0,0,0.0,3,0,4,0,0,0.1,10295,0,0,0,0,975,15,-1,0,198,Southampton,Liverpool,,,,0.2,0.2
Ryan,Bertrand,DEF,SOU,5500000,6,119,4.6,8.36363636363636e-07,2.1636363636363602e-05,0,133482,3,34,0,0,0,2,0,21.6,6089,0,0,119,0,0.7,0,4.0,9,0,12,0,5,4.3,271635,0,415,0,2,2327,20246,0,0,546,Middlesbrough,Man Utd,Stoke,,,9.8,6.7
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1527,0,0,0,0,0,0,0,0.0,38,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,974,0,75,0,0,0,73,0,0,0,Watford,Arsenal,,,,0.0,0.0
Daley,Blind,DEF,MUN,5200000,0,97,4.4,8.46153846153846e-07,1.86538461538462e-05,0,488487,2,15,0,0,0,1,0,18.7,10896,-3,0,97,3,0.6,0,3.2,14,0,9,0,2,4.7,517409,0,477,0,2,1740,5609,0,0,509,Tottenham,Southampton,Crystal Palace,,,10.3,5.7
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,711,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,570,0,0,0,0,0,1,0,0,0,Hull City,Man Utd,,,,0.0,0.0
,Bojan,MID,STK,5500000,0,30,3.3,6e-07,5.45454545454545e-06,0,109986,1,12,0,0,0,3,0,5.5,58,-5,0,30,5,0.0,1,0.0,4,0,0,0,0,0.7,46635,0,360,0,0,475,15,0,0,93,Arsenal,Southampton,,,,0.0,0.0
Yannick,Bolasie,MID,EVE,5600000,0,45,3.2,5.714285714285711e-07,8.03571428571429e-06,0,420812,3,14,0,0,0,1,0,8.0,130,-4,1,45,4,0.0,0,0.0,3,0,3,0,4,1.7,293013,0,469,0,0,1048,19,-1,0,172,Watford,Arsenal,,,,0.0,0.0
Wilfried,Bony,FWD,STK,6900000,0,29,0.268518518518519,3.89157273215244e-08,4.20289855072464e-06,0,131624,1,12,0,0,0,2,0,4.2,69,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,113799,0,249,0,1,684,27,0,0,92,Arsenal,Southampton,,,,0.1,0.1
Fabio,Borini,FWD,SUN,5100000,2,44,2.1,4.1176470588235295e-07,8.62745098039216e-06,0,89014,4,25,0,0,0,2,0,8.6,553,-4,0,44,4,0.5,0,2.8,3,0,5,0,0,0.7,34366,0,280,0,0,1472,2500,0,0,160,Swansea,Arsenal,Chelsea,,,3.4,1.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3076,0,0,0,0,0,0,0,0.0,4,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,133,0,123,0,0,0,2,0,0,0,Tottenham,Southampton,Crystal Palace,,,0.0,0.0
Artur,Boruc,GLK,BOU,4500000,1,118,3.5,7.77777777777778e-07,2.62222222222222e-05,0,277875,2,62,0,113,0,0,0,26.2,11326,0,0,118,0,1.0,0,4.5,7,0,9,0,0,6.2,311199,0,281,2,2,3060,4556,0,0,646,Burnley,Leicester,,,,4.1,2.2
Sofiane,Boufal,MID,SOU,6700000,2,38,0.351851851851852,5.2515201768933094e-08,5.67164179104478e-06,0,13100,4,22,0,0,0,1,0,5.7,77,-3,0,38,3,0.2,0,1.2,1,0,3,0,1,0.1,13488,0,0,0,0,1019,86,0,0,160,Middlesbrough,Man Utd,Stoke,,,0.4,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0462962962962963,1.02880658436214e-08,1.11111111111111e-06,0,5441,0,1,0,0,0,0,0,1.1,33,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,6025,0,0,0,0,65,49,0,0,15,Crystal Palace,Tottenham,,,,0.0,0.0
George,Boyd,MID,BUR,5100000,2,91,2.6,5.098039215686279e-07,1.7843137254902e-05,0,15986,3,44,0,0,0,2,0,17.8,917,-4,0,91,4,0.6,0,3.3,2,0,9,0,2,0.2,13789,0,0,0,0,2783,393,0,0,385,Bournemouth,West Ham,,,,1.3,2.0
Robbie,Brady,MID,BUR,5500000,4,37,0.342592592592593,6.228956228956231e-08,6.72727272727273e-06,0,23493,0,9,0,0,0,1,0,6.7,919,0,0,37,0,0.4,0,2.0,4,0,1,0,3,0.2,32874,0,0,0,0,617,95,0,0,137,Bournemouth,West Ham,,,,0.2,0.2
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3768,0,0,0,0,0,0,0,0.0,24,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2838,0,27,0,0,0,10,0,0,0,West Ham,Middlesbrough,,,,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,0,73,3.3,6.6e-07,1.4599999999999999e-05,0,125356,0,26,0,33,0,0,0,14.6,1194,-5,0,73,5,0.6,0,3.0,3,0,6,0,0,1.2,126601,0,0,1,1,1968,150,0,0,366,Leicester,West Brom,Watford,,,0.0,0.0
Rhian,Brewster,FWD,LIV,4500000,0,0,0.0,0.0,0.0,0,61,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,206,0,0,0,0,0,93,0,0,0,West Ham,Middlesbrough,,,,0.0,0.0
Miguel,Britos,DEF,WAT,4300000,0,71,2.6,6.046511627906979e-07,1.65116279069767e-05,0,74935,6,36,0,0,0,1,0,16.5,7297,-2,0,71,2,0.1,0,0.5,8,0,6,0,2,0.7,98804,0,205,0,2,2280,85,0,2,413,Everton,Chelsea,Man City,,,3.2,2.6
Leon,Britton,MID,SWA,4400000,3,27,0.25,5.68181818181818e-08,6.13636363636364e-06,0,4105,3,23,0,0,0,0,0,6.1,21,-1,0,27,1,0.4,0,1.8,0,0,4,0,0,0.1,1967,0,166,0,0,1022,61,0,0,164,Sunderland,West Brom,,,,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,101,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,111,0,0,0,0,0,0,0,0,0,Liverpool,Burnley,,,,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,121245,0,0,0,0,0,0,0,0.0,2252,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.1,136531,0,22,0,0,0,98,0,0,0,Watford,Arsenal,,,,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,7416,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4732,0,0,0,0,0,12,0,0,0,Crystal Palace,Tottenham,,,,0.0,0.0
Chris,Brunt,DEF,WBA,4800000,5,95,0.87962962962963,1.83256172839506e-07,1.97916666666667e-05,0,173320,5,31,0,0,0,3,0,19.8,4642,-2,1,95,2,0.6,0,2.7,11,0,4,0,4,2.3,256833,0,230,0,2,2207,3945,-1,0,434,Chelsea,Man City,Swansea,,,0.9,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2728,0,0,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2494,0,0,0,0,0,5,0,0,0,Liverpool,Burnley,,,,0.0,0.0
Jack,Butland,GLK,STK,4500000,1,10,0.0925925925925926,2.05761316872428e-08,2.22222222222222e-06,0,148973,0,4,0,9,0,0,0,2.2,849,-5,0,10,5,0.6,0,2.5,0,0,1,0,0,0.9,10305,0,341,0,0,270,577,0,0,59,Arsenal,Southampton,,,,0.0,0.0
Sam,Byram,DEF,WHU,4200000,5,27,0.25,5.95238095238095e-08,6.42857142857143e-06,0,35104,5,22,0,0,0,0,0,6.4,180,-3,0,27,3,0.2,0,0.8,2,0,3,0,1,0.3,17905,0,39,0,0,1069,183,0,1,184,Liverpool,Burnley,,,,0.1,0.1
Willy,Caballero,GLK,MCI,4800000,6,53,0.49074074074074103,1.0223765432098801e-07,1.1041666666666698e-05,0,51910,0,11,0,25,0,0,0,11.3,1807,-2,-1,53,2,0.5,0,2.3,1,0,5,0,0,3.7,193027,0,45,1,0,1182,78706,1,0,248,Leicester,West Brom,Watford,,,0.4,0.2
Yohan,Cabaye,MID,CRY,5600000,0,89,2.9,5.178571428571429e-07,1.5892857142857098e-05,0,160372,6,41,0,0,0,4,0,15.9,5982,-4,0,89,4,0.5,1,3.0,6,0,6,0,4,1.2,56546,0,397,0,1,2064,197,0,0,410,Hull City,Man Utd,,,,0.0,0.0
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,278,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,476,0,0,0,0,0,40,0,0,0,Middlesbrough,Man Utd,Stoke,,,0.0,0.0
Gary,Cahill,DEF,CHE,6700000,6,166,4.7,7.01492537313433e-07,2.47761194029851e-05,0,363332,5,29,0,0,0,6,0,24.8,5657,7,-1,166,-7,1.0,0,6.8,15,0,15,0,0,15.5,717703,1,283,0,3,3143,24547,1,0,729,West Brom,Watford,Sunderland,,,12.0,5.9
Jonathan,Calleri,FWD,WHU,6600000,2,22,1.5,2.2727272727272702e-07,3.3333333333333304e-06,0,3694,0,3,0,0,0,1,0,3.3,47,-4,0,22,4,0.3,0,1.8,0,0,3,0,0,0.1,3590,0,0,0,0,486,101,0,0,49,Liverpool,Burnley,,,,1.2,0.8
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,425730,0,25,0,0,0,6,0,10.5,259,-5,0,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354938,0,165,0,0,1361,73,0,0,170,Burnley,Leicester,,,,0.0,0.0
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,17,1.5,3.3333333333333304e-07,3.77777777777778e-06,0,4534,1,7,0,0,0,1,0,3.8,376,0,0,17,0,0.2,0,0.8,1,0,0,0,0,0.1,6674,0,0,0,0,347,313,0,0,46,Watford,Arsenal,,,,0.0,0.0
Geoff,Cameron,DEF,STK,4200000,1,46,0.42592592592592604,1.0141093474426802e-07,1.0952380952381e-05,0,30601,1,21,0,0,0,0,0,11.0,1231,-3,0,46,3,0.6,0,2.5,2,0,5,0,0,0.4,30778,0,293,0,0,1449,165,0,0,285,Arsenal,Southampton,,,,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,0,15,0.138888888888889,3.1565656565656605e-08,3.40909090909091e-06,0,84986,0,4,0,0,0,1,0,3.4,667,-1,0,15,1,0.1,0,0.6,0,0,0,0,0,1.0,89231,0,12,0,0,153,628,0,0,53,Hull City,Man Utd,,,,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5160,0,0,0,0,0,0,0,0.0,32,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,555,0,175,0,0,0,34,0,0,0,Stoke,Sunderland,Everton,,,0.0,0.0
Emre,Can,MID,LIV,4800000,3,98,0.907407407407407,1.89043209876543e-07,2.0416666666666698e-05,0,213306,6,28,0,0,0,5,0,20.4,7965,-2,-1,98,2,1.0,0,4.8,12,0,7,0,2,2.6,244996,0,399,0,2,2191,11987,1,0,406,West Ham,Middlesbrough,,,,0.5,0.5
Etienne,Capoue,MID,WAT,4500000,2,120,3.5,7.77777777777778e-07,2.66666666666667e-05,0,1713918,5,50,0,0,0,6,0,26.7,17540,0,0,120,0,0.7,0,3.3,14,0,7,0,2,23.1,2377091,0,347,0,3,2944,23933,0,0,495,Everton,Chelsea,Man City,,,4.0,3.1
