FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Kieran,Gibbs,DEF,ARS,4700000,8,25,0.24509803921568601,5.2148518982060896e-08,5.3191489361702105e-06,0,24353,3,1,0,0,0,0,0,5.3,110,-3,0,25,3,0.3,0,1.6,2,0,3,0,1,0.5,8619,0,69,0,0,364,464,0,0,114,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.1,0.2,0.2,0.1
Ben,Gibson,DEF,MID,5100000,7,118,3.5,6.86274509803922e-07,2.31372549019608e-05,0,374588,3,43,0,0,0,1,0,23.1,55478,6,-1,118,-6,0.9,0,4.5,14,0,11,0,1,11.3,794254,0,0,0,1,3060,1789,1,0,634,Man City,Chelsea,Southampton,Liverpool,,3.9,3.1,4.7,4.1
Darron,Gibson,MID,SUN,4300000,1,14,0.137254901960784,3.1919744642042896e-08,3.2558139534883703e-06,0,6794,3,9,0,0,0,0,0,3.3,81,-2,0,14,2,0.3,0,1.2,0,0,1,0,0,0.1,4109,0,44,0,0,563,33,0,0,86,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.1,0.2,0.1
Olivier,Giroud,FWD,ARS,8000000,1,90,3.8,4.75e-07,1.125e-05,0,713005,1,13,0,0,0,9,0,11.1,5251,-10,1,90,10,0.3,0,2.0,13,0,3,0,4,2.5,724665,0,629,0,2,941,3700,-1,0,329,Tottenham,Man Utd,Southampton,Stoke,Sunderland,2.9,7.4,8.8,4.4
Shay,Given,GLK,STK,4200000,0,13,0.127450980392157,3.03454715219421e-08,3.0952380952381e-06,0,25317,1,14,0,18,0,0,0,3.1,89,-3,0,13,3,0.0,0,0.0,3,0,0,0,0,0.4,20572,1,24,1,1,450,22,0,0,92,West Ham,Bournemouth,Arsenal,Southampton,,0.1,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,1039,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,384,0,4,0,0,0,1,0,0,0,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,1,102,3.1,6.3265306122449e-07,2.08163265306122e-05,0,97937,1,50,0,94,0,0,0,20.8,1582,-1,0,102,1,0.9,0,4.6,6,0,7,0,0,1.7,43881,1,375,1,1,2887,736,0,0,589,Liverpool,Leicester,Everton,Chelsea,Man City,4.5,1.6,4.1,3.4
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1407,0,0,0,0,0,0,0,0.0,24,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,808,0,58,0,0,0,14,0,0,0,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1907,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,636,0,242,0,0,0,8,0,0,0,Man Utd,Everton,Sunderland,West Brom,,0.0,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4100000,0,10,0.0980392156862745,2.39120038259206e-08,2.4390243902438998e-06,0,8680,3,5,0,0,0,0,0,2.4,111,-4,1,10,4,0.0,0,0.0,0,0,1,0,0,0.1,11078,0,0,0,0,323,163,-1,0,38,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Dan,Gosling,MID,BOU,4700000,1,45,0.44117647058823495,9.386733416770961e-08,9.57446808510638e-06,0,12704,6,22,0,0,0,2,0,9.6,104,-3,0,45,3,0.2,0,0.8,1,0,4,0,0,0.1,8333,0,331,0,0,1266,7,0,0,229,Sunderland,Stoke,Burnley,Leicester,,0.0,0.0,0.0,0.2
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,267134,0,2,0,0,0,0,0,1.4,1834,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.0,193097,0,124,0,0,60,101,0,0,17,Sunderland,Stoke,Burnley,Leicester,,0.0,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,0,7,0.0686274509803921,1.3725490196078402e-08,1.4e-06,0,13398,2,0,0,0,0,0,0,1.4,7,-5,0,7,5,0.0,0,0.2,0,0,0,0,0,0.1,1151,0,155,0,0,114,7,0,0,22,Sunderland,Stoke,Burnley,Leicester,,0.0,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,0,106,3.8,8.63636363636364e-07,2.40909090909091e-05,0,189284,1,34,0,91,0,0,0,24.1,27868,4,0,106,-4,0.4,0,1.6,9,0,9,0,0,8.7,530795,0,0,0,3,2520,2199,0,0,546,West Ham,Bournemouth,Arsenal,Southampton,,5.6,3.8,5.6,4.1
Andre,Gray,FWD,BUR,6000000,2,96,3.4,5.66666666666667e-07,1.6e-05,0,746800,2,30,0,0,0,8,0,16.0,8153,-5,0,96,5,0.3,0,1.6,10,0,8,0,2,4.1,468808,0,0,0,1,2114,3251,0,0,260,Crystal Palace,West Brom,Bournemouth,West Ham,,2.8,4.2,2.6,4.3
Demarai,Gray,MID,LEI,4800000,1,55,0.53921568627451,1.1233660130718999e-07,1.1458333333333301e-05,0,56401,1,17,0,0,0,1,0,11.5,600,-2,0,55,2,0.5,0,2.6,0,0,4,0,4,0.6,42164,0,57,0,0,982,193,0,0,199,West Brom,Watford,Man City,Tottenham,Bournemouth,0.3,0.3,0.6,0.3
Kamil,Grosicki,MID,HUL,5500000,3,36,0.3529411764705879,6.41711229946524e-08,6.54545454545455e-06,0,10871,0,17,0,0,0,0,0,6.5,1131,0,0,36,0,0.7,0,3.8,0,0,2,0,5,0.3,23150,0,0,0,0,836,681,0,0,107,Southampton,Sunderland,Crystal Palace,Tottenham,,0.2,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.0196078431372549,4.55996352029184e-09,4.65116279069767e-07,0,27482,1,0,0,0,0,0,0,0.5,16,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2673,0,0,0,0,37,10,0,0,4,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4800000,1,42,0.411764705882353,8.57843137254902e-08,8.75e-06,0,22709,0,17,0,0,0,1,0,8.8,16,-7,0,42,7,0.0,0,0.2,3,0,3,0,2,0.1,13540,0,0,0,1,951,15,0,0,168,Crystal Palace,West Brom,Bournemouth,West Ham,,0.2,0.2,0.2,0.2
Adlene,Guedioura,MID,MID,4300000,0,26,0.254901960784314,5.92795257637939e-08,6.04651162790698e-06,0,7967,2,20,0,0,0,0,0,6.0,44,-2,0,26,2,0.0,0,0.2,0,0,0,0,1,0.1,7690,0,56,0,0,861,7,0,0,131,Man City,Chelsea,Southampton,Liverpool,,0.1,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,0,73,2.5,5e-07,1.4599999999999999e-05,0,49856,10,25,0,0,0,1,0,14.6,1145,0,0,73,0,0.2,0,1.0,9,0,8,0,2,0.5,53252,0,270,0,1,2366,157,0,0,482,Chelsea,Swansea,Watford,Arsenal,,1.9,1.4,3.1,1.2
Ilkay,Gundogan,MID,MCI,4900000,0,41,4.1,8.367346938775509e-07,8.36734693877551e-06,0,704129,0,8,0,0,0,3,0,8.4,247,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699957,0,0,0,1,704,20,0,0,196,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.0,0.0,0.0,0.0
Bradley,Guzan,GLK,MID,4200000,11,29,0.28431372549019607,6.769374416433241e-08,6.9047619047619004e-06,0,32132,0,7,0,22,0,0,0,6.9,2531,-3,0,29,3,0.5,0,2.0,3,0,3,0,0,0.7,27664,0,188,0,1,540,353,0,0,133,Man City,Chelsea,Southampton,Liverpool,,0.1,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,411,0,0,0,0,0,0,0,0.0,4,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,369,0,0,0,0,0,7,0,0,0,West Brom,Watford,Man City,Tottenham,Bournemouth,0.0,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,169,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,253,0,0,0,0,0,7,0,0,0,Leicester,Burnley,Chelsea,Man City,Swansea,0.0,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174415,0,0,0,0,0,0,0,0.0,60,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2880,0,360,0,0,0,17,0,0,0,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.0,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,199,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,432,0,0,0,0,0,14,0,0,0,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.0,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3554,0,0,0,0,0,0,0,0.0,12,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,274,0,31,0,0,0,2,0,0,0,West Ham,Bournemouth,Arsenal,Southampton,,0.0,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10500000,9,202,6.5,6.19047619047619e-07,1.92380952380952e-05,0,1983598,2,25,0,0,0,15,0,19.4,7502,5,-1,202,-5,0.7,1,7.8,31,0,14,0,8,32.4,2446455,0,476,0,5,2596,71685,1,0,781,Everton,Middlesbrough,West Brom,Watford,Sunderland,6.6,9.3,16.6,9.6
Tom,Heaton,GLK,BUR,5200000,2,138,4.5,8.653846153846149e-07,2.6538461538461498e-05,0,380551,1,42,0,130,0,0,0,26.5,14861,7,0,138,-7,0.7,0,3.8,21,0,9,0,0,19.9,949371,0,0,1,4,2790,5422,0,0,673,Crystal Palace,West Brom,Bournemouth,West Ham,,5.1,6.8,4.6,6.7
Jordan,Henderson,MID,LIV,6200000,0,73,3.0,4.83870967741936e-07,1.17741935483871e-05,0,118089,8,28,0,0,0,1,0,11.8,420,-3,0,73,3,0.0,0,0.0,9,0,7,0,4,1.0,99270,0,250,0,0,2116,56,0,0,467,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.0,0.0,0.0
Jeff,Hendrick,MID,BUR,5300000,1,67,2.4,4.52830188679245e-07,1.26415094339623e-05,0,5996,6,41,0,0,0,2,0,12.6,60,-2,0,67,2,0.5,0,2.8,1,0,8,0,1,0.0,7155,0,0,0,0,2331,52,0,1,240,Crystal Palace,West Brom,Bournemouth,West Ham,,1.3,2.2,1.2,1.8
Wayne,Hennessey,GLK,CRY,4300000,5,82,3.3,7.674418604651159e-07,1.90697674418605e-05,0,151451,1,37,0,75,0,0,0,19.1,3475,-2,0,82,2,0.8,0,3.3,4,0,6,0,0,3.4,119937,0,266,0,2,2250,7709,0,0,437,Burnley,Man City,Hull City,Man Utd,,3.7,3.4,4.1,3.0
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4063,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,721,0,0,0,0,0,4,0,0,0,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,0,19,0.186274509803922,3.8015206082432994e-08,3.8775510204081595e-06,0,1019,1,13,0,0,0,0,0,3.9,4,-6,0,19,6,0.1,0,0.6,0,0,0,0,0,0.0,1004,0,0,0,0,619,0,0,0,71,Southampton,Sunderland,Crystal Palace,Tottenham,,0.1,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,1,70,3.0,5.084745762711859e-07,1.1864406779661e-05,0,159014,0,21,0,0,0,4,0,11.9,3165,-1,0,70,1,0.6,0,3.8,6,0,4,0,4,1.0,148025,0,0,0,2,1335,1246,0,0,196,Southampton,Sunderland,Crystal Palace,Tottenham,,2.3,4.1,2.4,3.4
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21555,1,8,0,0,0,0,0,0.7,64,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5964,0,0,0,0,327,2,0,0,50,West Brom,Watford,Man City,Tottenham,Bournemouth,0.0,0.0,0.0,0.0
Ander,Herrera,MID,MUN,6400000,10,90,3.3,5.15625e-07,1.40625e-05,0,69691,5,15,0,0,0,1,0,14.3,5605,-1,-1,90,1,0.8,0,5.2,10,0,13,0,6,2.8,163507,0,307,0,1,2267,20879,1,1,520,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,3.2,2.1,4.5,2.7
Jake,Hesketh,MID,SOU,4500000,0,0,0.0,0.0,0.0,0,196,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,236,0,0,0,0,0,5,0,0,0,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.0,0.0,0.0,0.0
Mateusz,Hewelt,GLK,EVE,4000000,0,0,0.0,0.0,0.0,0,1625,0,0,0,0,0,0,0,0.0,23,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2934,0,0,0,0,0,16,0,0,0,Chelsea,Swansea,Watford,Arsenal,,0.0,0.0,0.0,0.0
Ben,Hinchcliffe,FWD,HUL,4500000,0,0,0.0,0.0,0.0,0,2592,0,0,0,0,0,0,0,0.0,28,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,3253,0,0,0,0,0,21,0,0,0,Southampton,Sunderland,Crystal Palace,Tottenham,,0.0,0.0,0.0,0.0
Tommie,Hoban,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,13100,0,0,0,0,0,0,0,0.0,45,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1206,0,0,0,0,0,4,0,0,0,Liverpool,Leicester,Everton,Chelsea,Man City,0.0,0.0,0.0,0.0
Pierre-Emile,H?jbjerg,MID,SOU,4200000,0,36,0.3529411764705879,8.40336134453782e-08,8.571428571428571e-06,0,156125,2,15,0,0,0,0,0,8.6,2354,-3,0,36,3,0.2,0,1.0,0,0,6,0,0,1.8,115858,0,0,0,0,1227,270,0,0,218,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.2,0.4,0.4,0.2
Rob,Holding,DEF,ARS,4000000,0,9,0.0882352941176471,2.20588235294118e-08,2.25e-06,0,70600,1,6,0,0,0,0,0,2.3,782,-5,0,9,5,0.1,0,0.4,0,0,1,0,0,0.6,53015,0,0,0,0,360,4409,0,0,75,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.0,0.0,0.0,0.0
Jose,Holebas,DEF,WAT,4600000,1,87,2.9,6.30434782608696e-07,1.89130434782609e-05,0,413462,12,51,0,0,0,2,0,18.9,6846,1,0,87,-1,1.0,0,4.4,9,0,7,0,4,3.5,525281,0,96,0,1,2635,3127,0,0,506,Liverpool,Leicester,Everton,Chelsea,Man City,4.1,1.4,3.7,3.1
Mason,Holgate,DEF,EVE,4100000,8,49,0.480392156862745,1.1716881874701099e-07,1.19512195121951e-05,0,420967,2,11,0,0,0,0,0,12.0,4777,-4,0,49,4,0.7,0,2.8,5,0,5,0,1,7.0,666223,0,0,0,0,1070,12626,0,0,252,Chelsea,Swansea,Watford,Arsenal,,0.2,0.2,0.2,0.2
Nathan,Holland,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,7,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,42,0,0,0,0,0,42,0,0,0,Stoke,Tottenham,Liverpool,Burnley,,0.0,0.0,0.0,0.0
George,Honeyman,MID,SUN,4500000,0,3,0.0294117647058824,6.5359477124183e-09,6.66666666666667e-07,0,178,1,3,0,0,0,0,0,0.7,2,0,0,3,0,0.0,0,0.0,0,0,0,0,0,0.0,219,0,0,0,0,121,2,0,0,23,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,0.0,0.0,0.0,0.0
Tom,Huddlestone,MID,HUL,4600000,1,58,2.1,4.56521739130435e-07,1.26086956521739e-05,0,25741,5,38,0,0,0,1,0,12.6,358,-4,0,58,4,0.1,0,0.6,5,0,4,0,2,0.3,23723,1,0,0,1,1901,66,0,1,328,Southampton,Sunderland,Crystal Palace,Tottenham,,1.0,2.4,1.1,1.5
James,Husband,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,81,0,3,0,0,0,0,0,0.0,12,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,223,0,0,0,0,58,28,0,0,3,Man City,Chelsea,Southampton,Liverpool,,0.0,0.0,0.0,0.0
Noor,Husin,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,63,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,69,0,0,0,0,0,1,0,0,0,Burnley,Man City,Hull City,Man Utd,,0.0,0.0,0.0,0.0
Robert,Huth,DEF,LEI,4900000,-1,76,2.5,5.102040816326529e-07,1.55102040816327e-05,0,80277,9,49,0,0,0,2,0,15.5,2509,-1,0,76,1,0.7,0,3.6,1,0,7,0,2,2.1,99109,2,453,0,0,2746,5329,0,0,432,West Brom,Watford,Man City,Tottenham,Bournemouth,1.9,2.8,4.6,3.2
Emerson,Hyndman,MID,BOU,4400000,0,0,0.0,0.0,0.0,0,1352,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,671,0,0,0,0,0,1,0,0,0,Sunderland,Stoke,Burnley,Leicester,,0.0,0.0,0.0,0.0
Jordon,Ibe,MID,BOU,4900000,0,33,0.323529411764706,6.60264105642257e-08,6.73469387755102e-06,0,163029,0,22,0,0,0,0,0,6.7,139,-6,0,33,6,0.1,0,0.6,0,0,3,0,0,1.1,26152,0,184,0,0,1011,19,0,0,128,Sunderland,Stoke,Burnley,Leicester,,0.2,0.2,0.2,0.2
Zlatan,Ibrahimovic,FWD,MUN,11400000,0,163,5.8,5.08771929824561e-07,1.4298245614035098e-05,0,3398303,7,22,0,0,0,17,0,14.3,84819,-1,0,163,1,0.3,1,3.2,28,0,11,0,7,23.8,2545522,0,0,0,6,2438,156,0,0,540,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,0.0,0.0,0.0,0.0
Odion,Ighalo,FWD,WAT,6800000,0,39,2.2,3.23529411764706e-07,5.73529411764706e-06,0,336998,1,29,0,0,0,1,0,5.7,242,-7,0,39,7,0.0,0,0.0,2,0,2,0,1,2.4,94238,0,709,0,0,1291,17,0,0,84,Liverpool,Leicester,Everton,Chelsea,Man City,0.0,0.0,0.0,0.0
Kelechi,Iheanacho,FWD,MCI,6000000,0,50,2.8,4.66666666666667e-07,8.33333333333333e-06,0,789799,0,9,0,0,0,4,0,8.3,624,-10,0,50,10,0.1,0,0.4,6,0,1,0,3,2.3,760621,0,242,0,1,510,322,0,0,173,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,2.3,2.5,6.2,2.2
Giannelli,Imbula,MID,STK,4500000,0,24,0.23529411764705901,5.22875816993464e-08,5.333333333333329e-06,0,14097,1,20,0,0,0,0,0,5.3,21,-5,0,24,5,0.0,0,0.0,1,0,2,0,1,0.1,5546,1,194,0,0,796,11,0,0,126,West Ham,Bournemouth,Arsenal,Southampton,,0.1,0.1,0.1,0.1
Danny,Ings,FWD,LIV,5400000,0,0,0.0,0.0,0.0,0,23540,0,0,0,0,0,0,0,0.0,40,-6,0,0,6,0.0,0,0.0,0,0,0,0,0,0.2,4160,0,81,0,0,0,25,0,0,0,Watford,Southampton,West Ham,Middlesbrough,,0.0,0.0,0.0,0.0
Gokhan,Inler,MID,LEI,4400000,0,0,0.0,0.0,0.0,0,9946,0,0,0,0,0,0,0,0.0,12,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3794,0,20,0,0,0,2,0,0,0,West Brom,Watford,Man City,Tottenham,Bournemouth,0.0,0.0,0.0,0.0
Stephen,Ireland,MID,STK,4400000,0,0,0.0,0.0,0.0,0,640,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,533,0,18,0,0,0,17,0,0,0,West Ham,Bournemouth,Arsenal,Southampton,,0.0,0.0,0.0,0.0
Lloyd,Isgrove,MID,SOU,4400000,0,0,0.0,0.0,0.0,0,266,0,0,0,0,0,0,0,0.0,8,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,337,0,0,0,0,0,4,0,0,0,Hull City,Liverpool,Arsenal,Middlesbrough,Man Utd,0.0,0.0,0.0,0.0
Branislav,Ivanovic,DEF,CHE,5600000,0,23,1.8,3.2142857142857103e-07,4.10714285714286e-06,0,194012,2,9,0,0,0,0,0,4.1,262,-4,0,23,4,0.0,0,0.0,2,0,1,0,1,2.7,34535,0,414,0,0,589,27,0,0,143,Everton,Middlesbrough,West Brom,Watford,Sunderland,0.0,0.0,0.0,0.0
Alex,Iwobi,MID,ARS,5300000,0,87,0.852941176470588,1.60932297447281e-07,1.64150943396226e-05,0,274151,1,20,0,0,0,3,0,16.4,2603,-7,1,87,7,0.0,0,0.2,8,0,9,0,5,1.2,258337,0,150,0,1,1411,425,-1,0,345,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.4,0.8,1.0,0.4
,J Pereira,GLK,MUN,4000000,0,0,0.0,0.0,0.0,0,37,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,108,0,0,0,0,0,25,0,0,0,Swansea,Arsenal,Tottenham,Southampton,Crystal Palace,0.0,0.0,0.0,0.0
Phil,Jagielka,DEF,EVE,4800000,7,89,3.9,8.125e-07,1.85416666666667e-05,0,278547,3,25,0,0,0,3,0,18.5,7119,-2,0,89,2,1.8,0,8.4,13,0,5,0,2,7.5,496588,0,221,0,4,1891,22392,0,1,444,Chelsea,Swansea,Watford,Arsenal,,5.0,3.5,5.1,4.3
Eldin,Jakupovic,GLK,HUL,4100000,6,70,3.7,9.024390243902441e-07,1.70731707317073e-05,0,492880,0,30,0,68,0,0,0,17.1,9588,1,0,70,-1,0.7,0,2.8,4,0,4,0,0,22.2,812757,0,0,1,2,1710,6609,0,0,368,Southampton,Sunderland,Crystal Palace,Tottenham,,3.8,4.6,3.9,4.9
Daniel,James,MID,SWA,4500000,0,0,0.0,0.0,0.0,0,358,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,416,0,0,0,0,0,5,0,0,0,Man Utd,Everton,Sunderland,West Brom,,0.0,0.0,0.0,0.0
Matthew,James,MID,LEI,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,244,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,221,0,0,0,0,1,1,0,0,3,West Brom,Watford,Man City,Tottenham,Bournemouth,0.0,0.0,0.0,0.0
Daryl,Janmaat,DEF,WAT,4500000,1,40,0.3921568627450979,8.71459694989107e-08,8.88888888888889e-06,0,16999,1,21,0,0,0,1,0,8.9,231,-5,0,40,5,0.4,0,1.8,0,0,2,0,1,0.1,19421,0,0,0,0,1216,195,0,0,201,Liverpool,Leicester,Everton,Chelsea,Man City,0.2,0.2,0.4,0.2
Vincent,Janssen,FWD,TOT,7500000,0,52,2.2,2.93333333333333e-07,6.93333333333333e-06,0,115794,0,8,0,0,0,2,0,6.9,389,-5,0,52,5,0.3,0,2.6,3,0,3,0,3,0.8,64671,0,0,0,0,802,122,0,0,121,Arsenal,West Ham,Man Utd,Leicester,Hull City,2.1,1.5,3.1,1.5
Adnan,Januzaj,MID,SUN,5300000,1,46,2.0,3.77358490566038e-07,8.679245283018871e-06,0,57330,3,36,0,0,0,0,0,8.7,158,-2,0,46,2,0.2,0,0.8,0,0,3,0,3,0.5,37795,0,33,0,0,1558,43,0,1,144,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,1.5,1.2,2.7,1.0
Mile,Jedinak,MID,CRY,4500000,0,2,2.0,4.44444444444444e-07,4.44444444444444e-07,0,25948,0,1,0,0,0,0,0,0.4,14,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0.1,1373,0,118,0,0,90,7,0,0,8,Burnley,Man City,Hull City,Man Utd,,0.0,0.0,0.0,0.0
Carl,Jenkinson,DEF,ARS,4800000,0,2,0.0196078431372549,4.084967320261439e-09,4.1666666666666704e-07,0,10001,0,1,0,0,0,0,0,0.4,11,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.1,9695,0,178,0,0,82,3,0,0,12,Tottenham,Man Utd,Southampton,Stoke,Sunderland,0.0,0.0,0.0,0.0
,Jesus,FWD,MCI,8600000,0,26,0.254901960784314,2.9639762881896902e-08,3.02325581395349e-06,0,431436,2,1,0,0,0,3,0,3.0,1624,-4,0,26,4,0.0,0,0.0,6,0,1,0,1,1.5,489326,0,0,0,2,208,46092,0,0,90,Middlesbrough,Crystal Palace,Leicester,West Brom,Watford,0.1,0.1,0.2,0.1
,Joe Williams,MID,EVE,4500000,0,0,0.0,0.0,0.0,0,19,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,55,0,0,0,0,0,8,0,0,0,Chelsea,Swansea,Watford,Arsenal,,0.0,0.0,0.0,0.0
Glen,Johnson,DEF,STK,4700000,1,49,2.5,5.31914893617021e-07,1.0425531914893598e-05,0,19945,1,28,0,0,0,0,0,10.4,90,-3,0,49,3,0.2,0,1.0,3,0,5,0,0,0.1,14233,0,324,0,0,1687,96,0,0,329,West Ham,Bournemouth,Arsenal,Southampton,,3.3,2.0,3.3,2.2
,Jonathan Benteke,FWD,CRY,4300000,0,1,1.0,2.3255813953488398e-07,2.3255813953488398e-07,0,31111,0,0,0,0,0,0,0,0.2,776,-2,0,1,2,0.0,0,0.0,0,0,0,0,0,0.4,40423,0,0,0,0,7,508,0,0,3,Burnley,Man City,Hull City,Man Utd,,0.0,0.0,0.0,0.0
Billy,Jones,DEF,SUN,4400000,1,40,1.7,3.8636363636363604e-07,9.09090909090909e-06,0,3189,7,40,0,0,0,0,0,9.1,227,-1,0,40,1,0.2,0,1.0,3,0,4,0,0,0.1,4428,0,211,0,0,1910,702,0,0,290,Bournemouth,Hull City,Swansea,Arsenal,Chelsea,1.8,1.0,2.8,0.9
David,Jones,MID,BUR,5000000,0,1,1.0,2e-07,2e-07,0,3027,1,1,0,0,0,0,0,0.2,2,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,190,0,0,0,0,86,0,0,0,8,Crystal Palace,West Brom,Bournemouth,West Ham,,0.0,0.0,0.0,0.0
