FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Brahim,Diaz,MID,MCI,4700000,0,0,0.0,0.0,0.0,0,3402,0,0,0,0,0,0,0,0.0,41,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,956,0,0,0,0,0,28,0,0,0,West Ham,Man Utd,Swansea,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,4800000,2,30,2.1,4.375e-07,6.25e-06,0,180966,3,10,0,0,0,0,0,6.3,7485,-2,0,30,2,0.4,0,2.0,0,0,6,0,0,2.7,106517,0,0,0,0,1156,2579,0,0,170,Watford,Stoke,Brighton,Man City,Burnley,1.4,1.5,1.5,1.0,1.3,1.5,2.1,1.8,2.3,1.3,1.6,1.0,2.0,1.2,2.2,1.6,1.9,1.3,1.3,1.0,1.1,1.1,1.3,1.7,49.6
Mame Biram,Diouf,FWD,STK,5500000,2,47,3.6,6.54545454545455e-07,8.54545454545455e-06,0,187349,1,27,0,0,0,3,0,8.5,26123,0,0,47,0,0.4,0,2.0,4,0,2,0,2,5.3,424734,0,0,0,0,1148,25116,0,0,190,Swansea,Tottenham,Burnley,West Ham,West Brom,3.5,3.0,3.4,4.6,4.5,3.2,2.9,4.2,2.5,4.6,3.2,3.7,4.0,3.7,3.6,3.4,4.8,2.2,3.4,3.6,3.3,2.9,4.9,3.5,69.5
Abdoulaye,Doucoure,MID,WAT,5400000,7,65,4.6,8.51851851851852e-07,1.2037037037037e-05,0,588016,4,25,0,0,0,5,0,12.0,28240,4,0,65,-4,0.7,0,4.0,11,0,5,0,0,15.9,1303016,0,0,0,1,1260,43813,0,0,304,Tottenham,Burnley,Crystal Palace,Huddersfield,Brighton,4.1,5.4,5.2,5.6,4.8,4.5,5.2,4.0,4.1,5.2,5.3,3.7,5.4,5.9,4.7,4.1,4.0,4.9,4.0,5.2,5.1,4.9,5.0,3.6,83.0
Aleksandar,Dragovic,DEF,LEI,4900000,0,0,0.0,0.0,0.0,0,959,0,0,0,0,0,0,0,0.0,37,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,1002,0,0,0,0,0,33,0,0,0,Burnley,Newcastle,Southampton,Crystal Palace,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4800000,1,6,0.42857142857142894,8.928571428571429e-08,1.25e-06,0,15292,0,1,0,0,0,0,0,1.3,333,-2,0,6,2,0.3,0,1.3,0,0,0,0,0,0.2,7219,0,0,0,0,127,309,0,0,22,Newcastle,West Ham,Huddersfield,Southampton,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,8.1
Shane,Duffy,DEF,BHA,4600000,6,48,3.4,7.391304347826091e-07,1.0434782608695699e-05,0,57065,4,13,0,0,0,0,0,10.4,6732,1,0,48,-1,0.8,0,3.8,5,0,6,0,0,2.9,180621,0,0,0,1,1242,10436,0,0,242,Liverpool,Huddersfield,Tottenham,Burnley,Watford,4.2,3.2,3.1,3.7,3.7,3.4,3.0,3.5,3.3,3.5,3.3,4.7,3.3,3.4,4.4,2.1,2.5,3.4,4.9,3.9,3.9,3.3,3.9,2.8,58.1
Paul,Dummett,DEF,NEW,4200000,0,1,0.0714285714285714,1.70068027210884e-08,2.38095238095238e-07,0,35849,0,0,0,0,0,0,0,0.2,192,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,1218,0,0,0,0,7,72,0,0,4,Chelsea,Leicester,Everton,Arsenal,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4400000,5,36,2.6,5.90909090909091e-07,8.18181818181818e-06,0,76937,3,14,0,0,0,0,0,8.2,4741,-1,0,36,1,0.6,0,2.8,0,0,5,0,0,2.6,125544,2,0,0,0,1260,12815,0,0,225,Liverpool,Huddersfield,Tottenham,Burnley,Watford,2.9,2.1,2.0,2.5,2.4,2.2,1.9,2.3,2.2,2.4,2.2,3.3,2.2,2.3,3.1,1.4,1.6,2.2,3.4,3.0,2.6,2.2,2.6,1.8,58.0
Nathan,Dyer,MID,SWA,4400000,0,6,0.42857142857142894,9.74025974025974e-08,1.36363636363636e-06,0,5594,1,3,0,0,0,0,0,1.4,407,-1,0,6,1,0.2,0,0.8,0,0,0,0,0,0.1,7807,0,0,0,0,236,152,0,0,25,Stoke,West Brom,Man City,Everton,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.4
,Ederson,GLK,MCI,5500000,2,52,3.7,6.727272727272729e-07,9.45454545454545e-06,0,158785,0,9,0,17,0,0,0,9.5,6652,0,0,52,0,0.5,0,3.0,2,0,6,0,0,5.2,167802,0,0,0,0,1215,10453,0,0,229,West Ham,Man Utd,Swansea,Tottenham,Bournemouth,5.0,2.7,3.8,4.1,3.7,3.7,4.6,3.8,3.5,4.1,4.6,4.1,3.5,2.9,3.7,4.1,4.7,2.8,4.1,3.9,3.6,4.1,5.2,4.1,15.7
,Eduardo,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,2699,0,0,0,0,0,0,0,0.0,37,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,703,0,0,0,0,0,23,0,0,0,Newcastle,West Ham,Huddersfield,Southampton,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,1076,0,3,0,0,0,0,0,0.0,130,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2417,0,0,0,0,52,210,0,0,12,Swansea,Tottenham,Burnley,West Ham,West Brom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Robert,Elliot,GLK,NEW,4200000,0,42,3.2,7.61904761904762e-07,1e-05,0,236609,0,17,0,31,0,0,0,10.0,32960,2,0,42,-2,0.3,0,1.3,2,0,3,0,0,25.9,727545,0,0,0,2,1170,8972,0,0,212,Chelsea,Leicester,Everton,Arsenal,West Ham,3.1,3.1,3.2,2.0,3.1,2.6,4.1,3.0,3.1,2.2,3.4,3.7,3.6,2.6,2.5,3.4,2.8,4.5,2.3,4.1,1.9,4.0,3.8,3.3,25.0
Mohamed,Elneny,MID,ARS,4300000,0,11,0.7857142857142858,1.8272425249169397e-07,2.55813953488372e-06,0,199170,1,5,0,0,0,0,0,2.6,6482,-2,0,11,2,0.0,0,0.0,0,0,1,0,1,2.5,160488,0,0,0,0,263,3789,0,0,54,Man Utd,Southampton,West Ham,Newcastle,Liverpool,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,14.8
Christian,Eriksen,MID,TOT,9300000,2,69,4.9,5.268817204301079e-07,7.41935483870968e-06,0,1221122,0,10,0,0,0,3,0,7.3,136783,-2,1,69,2,0.2,0,2.3,10,0,7,0,3,15.8,1157848,0,0,0,2,1179,5030,-1,0,277,Watford,Stoke,Brighton,Man City,Burnley,5.3,5.5,5.5,3.6,5.1,5.5,6.8,6.2,7.3,5.1,5.7,3.6,6.7,4.8,7.0,5.7,6.4,5.0,5.0,3.9,4.4,4.5,4.9,5.9,121.4
Jonny,Evans,DEF,WBA,4900000,-1,19,1.7,3.46938775510204e-07,3.8775510204081595e-06,0,43199,3,19,0,0,0,1,0,3.9,1700,-1,0,19,1,0.2,0,0.8,0,0,1,0,0,0.7,37153,1,0,0,0,931,1128,0,0,170,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,2.6,1.0,0.9,1.4,1.1,1.2,1.7,1.1,1.7,0.8,0.8,1.3,1.1,1.9,1.5,1.1,0.9,1.3,1.2,0.8,1.5,0.9,1.4,1.9,28.3
Lukasz,Fabianski,GLK,SWA,4600000,5,62,4.4,9.56521739130435e-07,1.34782608695652e-05,0,165525,0,16,0,60,0,0,0,13.5,5072,1,0,62,-1,1.0,0,4.8,5,0,5,0,0,8.2,352893,0,0,0,2,1260,22953,0,0,304,Stoke,West Brom,Man City,Everton,Crystal Palace,5.2,5.8,3.9,3.6,6.4,4.6,6.2,5.3,4.8,5.7,5.9,4.2,5.0,5.5,6.3,5.1,5.1,3.6,5.2,4.7,4.1,4.8,4.7,5.2,41.6
Cesc,Fabregas,MID,CHE,6900000,3,43,3.3,4.78260869565217e-07,6.2318840579710094e-06,0,524871,1,9,0,0,0,1,0,6.2,15015,-1,0,43,1,0.6,0,3.8,3,0,6,0,3,4.9,345299,0,0,0,1,969,11467,0,1,232,Newcastle,West Ham,Huddersfield,Southampton,Everton,3.4,3.1,2.9,2.8,3.5,2.8,2.8,2.2,3.0,2.6,3.4,3.2,3.2,1.9,2.1,3.5,3.1,2.7,3.7,3.1,3.9,3.9,2.7,3.2,106.5
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,110685,0,0,0,0,0,0,0,0.0,2482,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.7,12242,0,0,0,0,0,118,0,0,0,Southampton,Crystal Palace,Man Utd,Liverpool,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1398,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,76,0,0,0,0,0,1,0,0,0,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,0,32,2.28571428571429,4.66472303206997e-07,6.53061224489796e-06,0,177891,1,0,0,0,0,3,0,6.5,11109,-1,0,32,1,0.1,0,0.5,3,0,3,0,0,1.0,188312,0,0,0,1,373,173,0,0,110,Arsenal,Man City,Bournemouth,West Brom,Leicester,0.0,1.3,2.4,1.1,1.1,1.9,2.0,1.4,2.0,1.2,1.1,2.7,1.2,1.8,1.1,1.9,1.1,2.5,1.1,2.3,1.4,2.6,1.1,1.5,43.7
Leroy,Fer,MID,SWA,5300000,1,24,1.8,3.39622641509434e-07,4.52830188679245e-06,0,35022,4,14,0,0,0,0,0,4.5,560,-2,0,24,2,0.3,0,1.5,0,0,3,0,1,0.2,16162,0,0,0,0,912,68,0,0,121,Stoke,West Brom,Man City,Everton,Crystal Palace,1.1,1.3,0.9,1.3,1.4,0.9,1.2,1.1,1.2,1.0,1.5,1.1,1.0,0.9,1.5,1.0,1.1,0.9,1.1,1.7,0.9,0.9,1.3,1.1,34.7
Edimilson,Fernandes,MID,WHU,4400000,0,7,0.5,1.13636363636364e-07,1.59090909090909e-06,0,13283,1,11,0,0,0,0,0,1.6,359,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.2,6117,0,0,0,0,322,63,0,0,33,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,9.2
Federico,Fernandez,DEF,SWA,4500000,0,37,3.1,6.88888888888889e-07,8.22222222222222e-06,0,151607,1,15,0,0,0,0,0,8.2,18526,0,0,37,0,0.1,0,0.5,6,0,4,0,0,2.3,172894,1,0,0,0,1080,37,0,0,219,Stoke,West Brom,Man City,Everton,Crystal Palace,0.0,3.6,2.2,2.1,4.5,2.7,3.9,3.2,2.8,3.5,3.7,2.4,3.0,3.3,4.0,3.1,3.0,2.0,3.1,2.8,2.4,2.9,2.8,3.1,35.2
,Fernandinho,MID,MCI,5200000,2,53,3.8,7.307692307692309e-07,1.01923076923077e-05,0,271615,4,9,0,0,0,2,0,10.2,33466,2,0,53,-2,0.5,0,2.8,3,0,7,0,3,7.9,552433,0,0,0,1,1229,19809,0,0,261,West Ham,Man Utd,Swansea,Tottenham,Bournemouth,4.6,2.3,4.6,3.5,4.2,3.9,3.5,2.8,2.6,4.3,4.1,3.7,3.9,2.6,3.2,3.6,3.5,4.2,3.7,3.3,4.4,3.7,4.8,3.8,76.5
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4152,0,0,0,0,0,0,0,0.0,33,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,441,0,0,0,0,0,16,0,0,0,West Ham,Man Utd,Swansea,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,9,18,1.28571428571429,2.85714285714286e-07,4e-06,0,14440,0,2,0,0,0,1,0,4.0,533,0,0,18,0,0.7,0,3.0,2,0,3,0,0,0.2,18614,0,0,0,0,303,3170,0,0,52,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,0.9,0.8,0.6,0.7,0.6,1.1,1.0,0.6,0.7,0.6,0.6,0.7,0.6,1.1,0.6,0.8,0.6,0.7,0.9,0.6,0.7,0.6,0.7,0.6,10.1
Roberto,Firmino,FWD,LIV,8400000,2,54,4.2,5e-07,6.42857142857143e-06,0,1646908,0,12,0,0,0,3,0,6.4,68702,-1,1,54,1,0.3,0,2.3,8,0,6,0,3,16.7,1320563,0,0,0,1,964,26863,-1,0,218,Brighton,Everton,West Brom,Bournemouth,Arsenal,3.8,6.2,6.0,4.0,2.3,4.9,5.6,3.7,4.7,3.8,3.4,4.8,3.9,6.1,5.6,2.7,4.5,4.3,4.1,5.3,4.3,6.1,3.1,5.5,101.0
Jon,Flanagan,DEF,LIV,4400000,0,0,0.0,0.0,0.0,0,743,0,0,0,0,0,0,0,0.0,33,-1,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,670,0,0,0,0,0,42,-1,0,0,Brighton,Everton,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,30126,0,0,0,0,0,0,0,0.0,289,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,4966,0,0,0,0,0,128,0,0,0,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4900000,2,38,2.7,5.510204081632651e-07,7.755102040816329e-06,0,40381,0,29,0,0,0,1,0,7.8,2036,-1,0,38,1,0.4,0,2.0,3,0,2,0,0,0.7,24446,0,0,0,1,1254,601,0,0,186,Swansea,Tottenham,Burnley,West Ham,West Brom,2.8,1.8,2.1,2.9,2.5,2.0,2.1,2.6,1.4,3.0,1.6,2.5,2.1,2.0,2.2,1.4,3.2,1.4,2.1,2.1,2.1,1.4,2.7,2.8,51.9
Phil,Foden,MID,MCI,4700000,0,0,0.0,0.0,0.0,0,2093,0,0,0,0,0,0,0,0.0,37,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,562,0,0,0,0,0,24,0,0,0,West Ham,Man Utd,Swansea,Tottenham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4800000,0,34,2.42857142857143,5.05952380952381e-07,7.08333333333333e-06,0,132519,0,11,0,0,0,0,0,7.1,4429,-2,0,34,2,0.0,0,0.0,3,0,3,0,2,1.2,76592,0,0,0,0,688,21,0,0,156,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,1.5,1.6,2.8,1.7,2.2,3.6,1.9,2.3,1.4,1.6,2.4,2.5,2.4,1.8,2.5,1.2,1.8,1.3,2.2,33.4
Fraser,Forster,GLK,SOU,5000000,5,60,4.3,8.6e-07,1.2e-05,0,274391,0,17,0,45,0,0,0,12.0,11118,0,1,60,0,0.6,0,2.8,6,0,4,0,0,8.0,334874,0,0,1,1,1260,5627,-1,0,257,Bournemouth,Arsenal,Leicester,Chelsea,Huddersfield,4.5,5.8,4.4,5.1,6.3,4.8,3.4,6.2,6.0,5.1,5.8,5.1,5.5,5.1,5.1,4.6,4.7,5.1,3.6,4.7,4.0,4.6,3.5,3.7,32.4
Ben,Foster,GLK,WBA,4400000,2,36,2.8,6.36363636363636e-07,8.18181818181818e-06,0,449550,2,20,0,31,0,0,0,8.2,14227,-1,0,36,1,0.4,0,1.8,1,0,3,0,0,11.0,300695,0,0,0,0,1170,6888,0,0,201,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,4.2,2.2,2.0,3.0,2.4,2.6,3.4,2.4,3.4,1.5,1.8,2.8,2.5,3.8,3.1,2.5,2.1,2.8,2.6,1.5,3.2,2.1,3.0,3.2,21.6
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,12,0.857142857142857,1.94805194805195e-07,2.7272727272727298e-06,0,71398,0,15,0,0,0,0,0,2.7,1712,-1,0,12,1,0.1,0,0.5,0,0,0,0,0,0.9,29429,0,0,0,0,701,302,0,0,130,West Brom,Bournemouth,Watford,Leicester,Swansea,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.4,0.4,0.5,0.4,0.6,0.4,0.4,0.4,0.6,21.1
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,832,0,0,0,0,0,0,0,0.0,46,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,958,0,0,0,0,0,34,0,0,0,Watford,Stoke,Brighton,Man City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,1,21,1.5,3.40909090909091e-07,4.77272727272727e-06,0,123802,3,10,0,0,0,0,0,4.8,1787,-1,0,21,1,0.3,0,1.3,1,0,2,0,0,1.2,44474,0,0,0,0,892,2169,0,1,157,Southampton,Crystal Palace,Man Utd,Liverpool,Man City,1.0,1.8,0.8,1.2,0.8,1.4,0.9,1.0,1.3,1.0,1.0,1.0,0.9,1.1,0.8,1.1,1.2,1.3,2.2,0.8,1.1,1.0,0.9,1.0,35.8
Ryan,Fraser,MID,BOU,5100000,1,9,0.6428571428571429,1.2605042016806702e-07,1.76470588235294e-06,0,57762,0,5,0,0,0,0,0,1.8,411,-4,0,9,4,0.1,0,0.3,0,0,0,0,0,0.3,7424,0,0,0,0,291,58,0,0,33,Southampton,Crystal Palace,Man Utd,Liverpool,Man City,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.4
Christian,Fuchs,DEF,LEI,4900000,0,36,3.3,6.73469387755102e-07,7.346938775510201e-06,0,137232,1,15,0,0,0,0,0,7.3,5351,-1,0,36,1,0.2,0,1.0,6,0,3,0,1,2.6,72987,0,0,0,1,990,2936,0,0,193,Burnley,Newcastle,Southampton,Crystal Palace,Man Utd,3.5,2.9,3.2,4.9,3.7,4.0,2.7,4.7,3.3,3.5,2.1,3.2,2.4,3.7,3.3,3.2,4.2,3.4,3.7,3.2,3.5,3.9,4.5,3.0,36.1
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,3036,1,0,0,0,0,0,0,0.0,94,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3224,0,0,0,0,16,18,0,0,-2,Stoke,West Brom,Man City,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,873,0,0,0,0,0,0,0,0.0,15,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,285,0,0,0,0,0,15,0,0,0,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6500000,0,35,2.9,4.46153846153846e-07,5.3846153846153804e-06,0,440077,1,8,0,0,0,3,0,5.4,14010,-5,1,35,5,0.1,0,0.8,4,0,4,0,0,1.9,242287,0,0,0,1,671,1570,-1,0,110,Bournemouth,Arsenal,Leicester,Chelsea,Huddersfield,2.7,3.0,3.0,2.1,3.3,2.2,1.8,3.6,3.1,2.4,2.9,2.9,2.8,2.5,3.4,2.7,2.6,2.6,1.6,1.8,2.7,2.8,2.8,2.4,34.3
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1895,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,308,0,0,0,0,0,3,0,0,0,Man Utd,Southampton,West Ham,Newcastle,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.6428571428571429,1.60714285714286e-07,2.25e-06,0,147719,0,0,0,0,0,0,0,2.3,5197,0,0,9,0,0.0,0,0.0,2,0,1,0,0,2.8,180886,0,0,0,0,97,1438,0,0,38,Chelsea,Leicester,Everton,Arsenal,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,8.4
Dwight,Gayle,FWD,NEW,6100000,0,19,1.35714285714286,2.2248243559719e-07,3.1147540983606602e-06,0,106480,1,12,0,0,0,1,0,3.1,2620,-4,0,19,4,0.5,0,2.8,1,0,0,0,0,0.6,23802,0,0,0,0,465,429,0,0,51,Chelsea,Leicester,Everton,Arsenal,West Ham,0.7,1.0,1.2,0.7,0.7,0.7,0.9,1.0,0.8,0.7,0.7,0.8,1.0,0.7,0.7,0.8,0.7,1.2,0.7,1.0,0.7,1.1,0.8,0.7,33.2
Paulo,Gazzaniga,GLK,TOT,4400000,0,9,0.6428571428571429,1.46103896103896e-07,2.04545454545455e-06,0,2729,0,0,0,3,0,0,0,2.0,368,-1,0,9,1,0.5,0,2.3,2,0,1,0,0,0.1,4946,0,0,0,0,90,92,0,0,26,Watford,Stoke,Brighton,Man City,Burnley,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.7
Kieran,Gibbs,DEF,WBA,5000000,5,22,2.0,4e-07,4.4e-06,0,18285,1,17,0,0,0,0,0,4.4,1430,0,0,22,0,0.4,0,2.0,0,0,1,0,1,0.4,23751,0,0,0,0,916,1511,0,0,130,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,0.0,1.3,1.1,1.8,1.4,1.5,2.1,1.4,2.1,1.0,1.0,1.7,1.4,2.4,1.9,1.5,1.2,1.7,1.5,1.0,2.0,1.2,1.8,2.3,35.1
Olivier,Giroud,FWD,ARS,8200000,11,25,1.7857142857142903,2.1777003484320601e-07,3.0487804878048803e-06,0,90985,0,3,0,0,0,3,0,3.0,1382,-3,0,25,3,0.4,0,3.0,2,0,0,0,0,1.3,42410,0,0,0,1,221,11724,0,0,96,Man Utd,Southampton,West Ham,Newcastle,Liverpool,1.7,0.9,0.9,1.8,1.7,0.9,0.9,1.1,0.9,2.2,0.9,2.1,0.9,1.4,0.9,1.3,0.9,2.0,1.5,0.9,2.0,0.9,1.4,0.9,35.3
Connor,Goldson,DEF,BHA,3900000,0,0,0.0,0.0,0.0,0,32787,0,0,0,0,0,0,0,0.0,1235,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.0,33635,0,0,0,0,0,1640,0,0,0,Liverpool,Huddersfield,Tottenham,Burnley,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4500000,0,46,3.3,7.33333333333333e-07,1.02222222222222e-05,0,68087,0,22,0,36,0,0,0,10.2,3139,0,0,46,0,0.9,0,4.0,4,0,5,0,0,2.2,86331,0,0,0,0,1228,3618,0,0,259,Tottenham,Burnley,Crystal Palace,Huddersfield,Brighton,3.0,3.8,4.4,4.0,4.0,2.5,2.5,3.0,2.8,3.0,3.8,2.7,3.8,2.6,3.4,2.7,3.3,2.6,2.8,3.7,4.4,3.6,3.0,2.6,27.0
