FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Olayinka Fredrick Oladotun,Ladapo,FWD,CRY,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,85624,0,1,0,0,0,0,0,0.2,3481,0,0,1,0,0.0,0,0.0,0,0,0,0,0,1.7,155157,0,0,0,0,16,1971,0,0,3,West Brom,Bournemouth,Watford,Leicester,Swansea,0.5,0.6,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.5,0.7,0.2
Adam,Lallana,MID,LIV,7300000,0,1,0.0714285714285714,9.78473581213307e-09,1.36986301369863e-07,0,33157,0,0,0,0,0,0,0,0.1,447,-2,0,1,2,0.0,0,0.3,0,0,0,0,0,0.3,3505,0,0,0,0,1,399,0,0,2,Brighton,Everton,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Erik,Lamela,MID,TOT,6300000,3,3,0.214285714285714,3.40136054421769e-08,4.76190476190476e-07,0,3320,1,0,0,0,0,0,0,0.5,265,-2,0,3,2,0.1,0,0.8,0,0,0,0,1,0.1,3827,0,0,0,0,13,2714,0,0,14,Watford,Stoke,Brighton,Man City,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.9
Manuel,Lanzini,MID,WHU,6800000,0,23,2.6,3.82352941176471e-07,3.3823529411764703e-06,0,56117,1,19,0,0,0,1,0,3.4,3377,-2,0,23,2,0.6,1,3.8,2,0,0,0,1,0.6,22574,0,0,0,0,700,366,0,0,138,Man City,Chelsea,Arsenal,Stoke,Newcastle,1.3,2.1,3.0,1.6,2.8,1.9,1.4,2.7,1.5,2.8,2.9,1.3,1.8,1.3,2.2,2.3,2.4,2.3,1.6,2.3,1.3,1.5,1.5,3.3,57.1
Jamaal,Lascelles,DEF,NEW,4700000,0,44,4.0,8.51063829787234e-07,9.36170212765957e-06,0,533889,3,9,0,0,0,2,0,9.4,45864,2,0,44,-2,0.1,0,0.3,4,0,3,0,0,6.6,753815,0,0,0,1,947,198,0,0,185,Chelsea,Leicester,Everton,Arsenal,West Ham,4.3,4.3,4.4,2.9,4.3,3.6,5.5,4.2,4.3,3.2,4.6,4.6,4.9,3.7,3.6,4.7,4.0,6.0,3.3,5.5,2.8,5.4,5.2,4.5,39.8
,Lee Chung-yong,MID,CRY,4300000,0,3,0.214285714285714,4.9833887043189404e-08,6.976744186046509e-07,0,34200,0,2,0,0,0,0,0,0.7,1092,-2,1,3,2,0.0,0,0.0,0,0,0,0,0,0.4,41152,0,0,0,0,109,18,-1,0,8,West Brom,Bournemouth,Watford,Leicester,Swansea,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2358,0,0,0,0,0,0,0,0.0,108,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,6986,0,0,0,0,0,100,0,0,0,Leicester,Watford,Stoke,Brighton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,1,12,0.857142857142857,1.94805194805195e-07,2.7272727272727298e-06,0,29602,2,13,0,0,0,0,0,2.7,561,-1,0,12,1,0.2,0,0.8,0,0,1,0,0,0.2,5265,0,0,0,0,663,89,0,0,129,Chelsea,Leicester,Everton,Arsenal,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.9,0.4,0.4,0.4,0.4,0.4,0.7,0.4,0.5,0.4,0.5,0.5,0.4,23.5
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,3968,0,0,0,0,0,0,0,0.0,41,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,583,0,0,0,0,0,1,0,0,0,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,2,20,1.42857142857143,2.85714285714286e-07,4e-06,0,24143,0,8,0,0,0,0,0,4.0,336,0,0,20,0,0.2,0,0.8,0,0,3,0,0,0.1,20595,0,0,0,0,674,300,0,0,149,Bournemouth,Arsenal,Leicester,Chelsea,Huddersfield,0.9,1.0,0.8,0.7,1.1,0.7,0.7,1.0,0.8,0.7,0.7,0.7,0.7,0.8,0.7,0.8,1.0,0.7,0.7,0.7,0.7,0.9,0.9,0.7,29.6
Aaron,Lennon,MID,EVE,5400000,3,13,0.9285714285714292,1.71957671957672e-07,2.40740740740741e-06,0,5242,0,8,0,0,0,0,0,2.4,155,-1,0,13,1,0.5,0,2.8,0,0,1,0,1,0.1,2465,0,0,0,0,310,541,0,0,36,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,9.7
,Lewis Cook,MID,BOU,4400000,1,11,0.7857142857142858,1.78571428571429e-07,2.5e-06,0,39561,1,4,0,0,0,0,0,2.5,1387,-1,0,11,1,0.2,0,0.8,0,0,1,0,0,0.9,31959,0,0,0,0,373,239,0,0,71,Southampton,Crystal Palace,Man Utd,Liverpool,Man City,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,14.7
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,2105,0,0,0,0,0,0,0,0.0,171,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,7555,0,0,0,0,0,360,0,0,0,Leicester,Watford,Stoke,Brighton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,1,12,0.857142857142857,1.7492711370262402e-07,2.44897959183673e-06,0,245080,0,5,0,0,0,0,0,2.4,1532,-6,0,12,6,0.5,0,2.5,1,0,1,0,0,1.1,24561,0,0,0,0,338,6726,0,0,78,Arsenal,Man City,Bournemouth,West Brom,Leicester,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.4,0.4,0.8,0.4,0.4,0.8,0.6,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.5,8.6
Jesse,Lingard,MID,MUN,5800000,12,28,2.0,3.44827586206897e-07,4.82758620689655e-06,0,19081,0,4,0,0,0,1,0,4.8,459,-2,0,28,2,0.6,0,3.3,2,0,0,0,3,0.3,12484,0,0,0,0,316,2757,0,0,88,Arsenal,Man City,Bournemouth,West Brom,Leicester,1.0,1.0,2.0,1.0,1.0,1.6,1.6,1.1,1.6,1.0,1.0,2.3,1.0,1.4,1.0,1.6,1.0,2.1,1.0,1.9,1.1,2.1,1.0,1.2,38.5
Jake,Livermore,MID,WBA,4900000,2,29,2.2,4.4897959183673497e-07,5.91836734693878e-06,0,11719,1,19,0,0,0,0,0,5.9,393,-1,0,29,1,0.6,0,2.8,0,0,2,0,1,0.2,7382,0,0,0,0,1060,366,0,0,138,Crystal Palace,Swansea,Liverpool,Man Utd,Stoke,2.2,1.9,1.1,1.7,1.3,2.5,2.2,1.3,1.7,1.6,1.1,1.7,1.3,2.4,1.5,1.9,1.6,1.6,2.2,1.1,1.6,1.4,1.7,1.3,29.0
Fernando,Llorente,FWD,TOT,7400000,1,8,0.9,1.21621621621622e-07,1.08108108108108e-06,0,16766,1,1,0,0,0,0,0,1.1,506,-1,0,8,1,0.1,0,1.0,0,0,0,0,0,0.1,12949,0,0,0,0,131,194,0,0,19,Watford,Stoke,Brighton,Man City,Burnley,0.4,0.6,0.5,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.5,0.4,0.5,0.4,0.6,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.5,7.5
Hugo,Lloris,GLK,TOT,5500000,1,46,3.5,6.36363636363636e-07,8.36363636363636e-06,0,370063,0,12,0,24,0,0,0,8.4,12543,0,0,46,0,0.2,0,1.3,0,0,5,0,0,9.1,150457,0,0,0,0,1170,2099,0,0,224,Watford,Stoke,Brighton,Man City,Burnley,4.4,4.0,4.5,2.7,3.6,3.8,4.9,3.2,3.6,3.6,4.0,3.0,4.6,4.1,5.0,3.1,4.0,3.6,3.6,2.9,3.8,3.8,3.5,3.5,21.7
Ruben,Loftus-Cheek,MID,CRY,4600000,3,31,3.1,6.73913043478261e-07,6.739130434782611e-06,0,435197,0,17,0,0,0,1,0,6.7,8001,1,-1,31,-1,0.9,0,4.3,0,0,1,0,2,7.6,315616,0,0,0,0,810,38849,1,0,146,West Brom,Bournemouth,Watford,Leicester,Swansea,2.1,3.6,2.3,2.1,3.0,3.8,2.0,2.3,2.9,1.6,2.2,3.6,2.6,3.0,3.1,2.2,2.1,2.9,2.6,3.0,2.4,3.3,2.2,3.4,55.6
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,13741,0,0,0,0,0,0,0,0.0,233,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,13076,0,0,0,0,0,22,0,0,0,West Brom,Bournemouth,Watford,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,4020,0,0,0,0,0,0,0,0.0,120,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3505,0,0,0,0,0,36,0,0,0,Everton,Brighton,Chelsea,Watford,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,3900000,0,0,0.0,0.0,0.0,0,103629,0,0,0,0,0,0,0,0.0,3103,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.5,74364,0,0,0,0,0,3624,0,0,0,Leicester,Watford,Stoke,Brighton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5700000,1,23,1.8,3.15789473684211e-07,4.03508771929825e-06,0,34330,3,10,0,0,0,0,0,4.0,1350,-3,0,23,3,0.2,0,1.3,0,0,2,0,2,0.4,17032,0,0,0,0,670,689,0,0,68,Bournemouth,Arsenal,Leicester,Chelsea,Huddersfield,0.0,1.4,1.4,0.9,1.6,1.0,0.9,1.8,1.5,1.1,1.4,1.4,1.3,1.1,1.7,1.2,1.2,1.2,0.9,0.9,1.3,1.3,1.3,1.1,35.1
Ademola,Lookman,MID,EVE,5100000,1,8,0.5714285714285711,1.1204481792717099e-07,1.56862745098039e-06,0,7685,0,6,0,0,0,0,0,1.6,111,-4,0,8,4,0.4,0,1.8,0,0,0,0,1,0.1,1457,0,0,0,0,123,49,0,0,25,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,4.5
Jonas,Lossl,GLK,HUD,4600000,0,58,4.1,8.91304347826087e-07,1.26086956521739e-05,0,205570,0,24,0,35,0,0,0,12.6,15824,1,0,58,-1,0.5,0,2.5,5,0,5,0,1,9.5,488821,0,0,1,1,1260,5985,0,0,286,Everton,Brighton,Chelsea,Watford,Southampton,2.4,6.0,5.0,4.8,3.8,5.4,5.1,2.8,6.1,3.8,5.7,2.3,5.0,3.8,3.5,4.9,6.1,3.3,4.0,5.1,3.9,4.9,2.8,6.0,33.1
Dejan,Lovren,DEF,LIV,5300000,6,28,2.8,5.283018867924531e-07,5.28301886792453e-06,0,74436,3,8,0,0,0,0,0,5.3,720,-2,0,28,2,0.6,0,3.0,1,0,4,0,0,0.8,15680,0,0,0,0,665,2024,0,0,147,Brighton,Everton,West Brom,Bournemouth,Arsenal,2.4,2.7,3.5,1.9,1.4,2.7,2.7,2.2,2.2,2.0,2.2,3.1,2.2,3.8,3.1,1.4,2.9,3.0,1.4,2.8,2.2,3.1,2.3,3.5,23.3
Chris,Lowe,DEF,HUD,4500000,0,38,2.9,6.44444444444444e-07,8.444444444444439e-06,0,162050,0,14,0,0,0,0,0,8.4,9788,0,0,38,0,0.1,0,0.5,0,0,5,0,0,3.2,267703,0,0,0,0,877,683,0,0,173,Everton,Brighton,Chelsea,Watford,Southampton,1.4,3.8,3.1,2.9,2.2,3.3,3.2,1.6,4.1,2.2,3.6,1.4,3.0,2.2,2.0,2.9,4.4,1.9,2.4,3.1,2.2,3.0,1.6,3.8,18.0
Matthew,Lowton,DEF,BUR,4700000,0,53,4.1,8.723404255319151e-07,1.12765957446809e-05,0,97174,0,10,0,0,0,0,0,11.3,38911,2,0,53,-2,0.7,0,3.5,2,0,6,0,1,4.0,246155,0,0,0,0,1170,1384,0,0,234,Leicester,Watford,Stoke,Brighton,Tottenham,0.0,0.0,4.7,5.0,4.8,3.2,4.7,5.1,5.1,4.8,4.3,3.4,4.4,4.5,4.2,4.8,4.3,4.8,5.7,4.1,4.8,5.4,3.4,4.3,38.9
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,1009,0,0,0,0,0,0,0,0.0,11,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,190,0,0,0,0,0,3,0,0,0,Brighton,Everton,West Brom,Bournemouth,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11400000,5,77,5.5,4.82456140350877e-07,6.75438596491228e-06,0,1986906,1,8,0,0,0,8,0,6.8,227631,-1,1,77,1,0.3,1,3.8,8,0,9,0,4,37.4,1382586,0,0,0,2,1260,8723,-1,0,268,Arsenal,Man City,Bournemouth,West Brom,Leicester,3.2,7.2,7.9,5.6,5.4,7.1,7.5,5.4,8.1,5.0,4.4,8.2,5.4,6.1,5.4,7.9,5.3,7.3,5.1,8.2,5.4,8.1,5.2,6.9,139.5
Levi,Lumeka,MID,CRY,4500000,0,1,0.0714285714285714,1.5873015873015902e-08,2.22222222222222e-07,0,360,0,0,0,0,0,0,0,0.2,20,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,449,0,0,0,0,25,6,0,0,3,West Brom,Bournemouth,Watford,Leicester,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Matt,Macey,GLK,ARS,5000000,0,0,0.0,0.0,0.0,0,125,0,0,0,0,0,0,0,0.0,20,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,157,0,0,0,0,0,20,0,0,0,Man Utd,Southampton,West Ham,Newcastle,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,30553,0,0,0,0,0,0,0,0.0,846,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.1,22041,0,0,0,0,0,248,0,0,0,Liverpool,Huddersfield,Tottenham,Burnley,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5200000,2,51,3.6,6.92307692307692e-07,9.80769230769231e-06,0,283222,1,20,0,0,0,1,0,9.8,11461,2,0,51,-2,0.4,0,2.0,4,0,3,0,3,7.8,524308,0,0,0,1,1260,24145,0,0,278,Burnley,Newcastle,Southampton,Crystal Palace,Man Utd,4.0,3.3,3.7,5.4,4.2,4.5,3.1,5.2,3.7,3.9,2.4,3.7,2.8,4.1,3.8,3.7,4.7,3.9,4.2,3.7,4.0,4.2,5.1,3.4,56.2
Riyad,Mahrez,MID,LEI,8400000,9,69,4.9,5.83333333333333e-07,8.214285714285711e-06,0,326800,0,18,0,0,0,3,0,8.2,6408,-1,0,69,1,0.6,0,5.0,6,0,3,0,6,4.7,348583,0,0,0,1,1092,29864,0,0,222,Burnley,Newcastle,Southampton,Crystal Palace,Man Utd,5.5,5.2,5.1,6.6,5.7,5.3,3.6,7.0,4.9,4.5,5.6,6.6,3.6,5.6,6.4,4.9,6.7,4.3,6.4,5.1,5.6,4.8,6.9,4.5,82.8
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0714285714285714,1.5873015873015902e-08,2.22222222222222e-07,0,619,0,0,0,0,0,0,0,0.2,37,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,810,0,0,0,0,1,18,0,0,3,Man Utd,Southampton,West Ham,Newcastle,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,0,16,1.14285714285714,2.6578073089701e-07,3.72093023255814e-06,0,10542,1,10,0,0,0,0,0,3.7,964,-2,0,16,2,0.8,0,3.3,3,0,1,0,1,0.3,14957,0,0,0,1,379,1597,0,0,96,Everton,Brighton,Chelsea,Watford,Southampton,0.6,1.0,0.7,0.6,0.6,0.8,0.7,0.6,1.1,0.6,0.9,0.6,0.7,0.6,0.6,0.7,1.7,0.6,0.6,0.7,0.6,0.7,0.6,1.0,17.1
Sadio,Mane,MID,LIV,9400000,13,49,3.5,3.72340425531915e-07,5.21276595744681e-06,0,1418103,2,10,0,0,0,4,0,5.3,5571,-1,-1,49,1,0.7,0,6.8,5,0,4,0,3,8.4,657237,0,0,0,2,600,56370,1,1,175,Brighton,Everton,West Brom,Bournemouth,Arsenal,2.2,4.9,4.1,3.1,1.8,4.4,3.9,2.7,2.5,3.5,2.5,3.6,2.7,4.6,4.3,1.8,2.9,2.5,3.1,4.2,2.6,3.6,2.6,3.6,72.5
Eliaquim,Mangala,DEF,MCI,5000000,0,3,0.214285714285714,4.2857142857142904e-08,6e-07,0,5941,0,0,0,0,0,0,0,0.6,611,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0.1,6119,0,0,0,0,79,327,0,0,16,West Ham,Man Utd,Swansea,Tottenham,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.1
Javier,Manquillo,DEF,NEW,4400000,0,29,2.6,5.90909090909091e-07,6.5909090909090896e-06,0,65480,1,15,0,0,0,0,0,6.6,5894,-1,0,29,1,0.2,0,0.8,1,0,3,0,0,1.3,67209,0,0,0,0,990,1140,0,0,138,Chelsea,Leicester,Everton,Arsenal,West Ham,2.2,2.2,2.3,1.4,2.2,1.8,3.1,2.2,2.3,1.6,2.5,3.0,2.6,1.9,1.8,2.5,2.0,3.4,1.6,3.1,1.3,3.0,2.8,2.4,26.0
Solomon,March,MID,BHA,5000000,1,33,2.35714285714286,4.71428571428571e-07,6.6e-06,0,36239,1,10,0,0,0,1,0,6.6,1761,0,0,33,0,0.3,0,1.3,0,0,3,0,1,0.4,43041,0,0,0,0,825,110,0,0,120,Liverpool,Huddersfield,Tottenham,Burnley,Watford,1.8,1.5,1.3,1.8,1.4,1.5,1.7,2.3,1.5,1.6,1.6,2.5,1.5,2.4,2.4,1.8,1.2,2.0,2.6,1.5,1.8,1.6,1.9,1.2,42.6
Adrian,Mariappa,DEF,WAT,4100000,-1,17,1.7,4.1463414634146297e-07,4.14634146341463e-06,0,139402,2,18,0,0,0,0,0,4.1,7691,1,0,17,-1,0.7,0,3.0,0,0,2,0,0,5.4,234675,0,0,0,0,731,19399,0,0,116,Tottenham,Burnley,Crystal Palace,Huddersfield,Brighton,1.0,1.4,2.3,1.5,1.5,0.8,0.8,1.0,1.0,1.0,1.4,0.9,1.4,0.8,1.2,0.9,1.2,0.9,0.9,1.4,2.3,1.3,1.0,0.8,19.6
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,880,0,0,0,0,0,0,0,0.0,17,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,455,0,0,0,0,0,13,0,0,0,Leicester,Watford,Stoke,Brighton,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,8,58,4.142857142857141,5.178571428571429e-07,7.25e-06,0,182272,1,3,0,0,0,6,0,7.3,5268,0,0,58,0,0.6,0,4.8,1,0,4,0,2,2.7,218641,0,0,0,0,505,13730,0,0,196,Arsenal,Man City,Bournemouth,West Brom,Leicester,2.1,3.4,5.5,3.0,3.0,4.7,4.8,3.6,4.8,3.2,2.7,6.0,3.3,4.4,2.9,4.7,3.1,5.7,2.1,5.4,3.6,5.8,2.6,3.9,76.6
Cuco,Martina,DEF,EVE,4300000,6,11,0.7857142857142858,1.8272425249169397e-07,2.55813953488372e-06,0,46818,1,9,0,0,0,0,0,2.6,474,-2,0,11,2,0.3,0,1.5,0,0,1,0,0,0.3,32255,0,0,0,0,480,1128,0,0,92,Huddersfield,Liverpool,Newcastle,Swansea,Chelsea,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,1.1,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,23.8
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,22984,0,0,0,0,0,0,0,0.0,380,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,999,0,0,0,0,0,21,0,0,0,Man Utd,Southampton,West Ham,Newcastle,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Martinez,FWD,WHU,5000000,0,0,0.0,0.0,0.0,0,329,0,0,0,0,0,0,0,0.0,132,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,760,0,0,0,0,0,205,0,0,0,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,4,0.28571428571428603,5.83090379008746e-08,8.16326530612245e-07,0,1834,1,14,0,0,0,0,0,0.8,47,-1,0,4,1,0.0,0,0.0,0,0,0,0,0,0.0,1563,0,0,0,0,436,71,0,0,72,Swansea,Tottenham,Burnley,West Ham,West Brom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,14.7
Brandon,Mason,DEF,WAT,3900000,0,0,0.0,0.0,0.0,0,48982,0,0,0,0,0,0,0,0.0,2154,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.5,48343,0,0,0,0,0,4898,0,0,0,Tottenham,Burnley,Crystal Palace,Huddersfield,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4400000,0,13,0.9285714285714292,2.11038961038961e-07,2.95454545454545e-06,0,12775,1,12,0,0,0,0,0,3.0,506,-1,0,13,1,0.2,0,0.8,0,0,0,0,2,0.3,10412,0,0,0,0,441,219,0,0,99,Man City,Chelsea,Arsenal,Stoke,Newcastle,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.5,0.5,1.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,25.1
Juan,Mata,MID,MUN,6900000,0,35,3.5,5.07246376811594e-07,5.07246376811594e-06,0,171825,0,3,0,0,0,1,0,5.1,4785,-1,0,35,1,0.3,0,2.0,2,0,7,0,1,2.0,115077,0,0,0,0,634,358,0,0,149,Arsenal,Man City,Bournemouth,West Brom,Leicester,1.8,2.6,4.4,2.3,2.2,3.7,3.8,2.8,3.8,2.4,2.0,4.9,2.5,3.4,2.2,3.7,2.3,4.6,1.8,4.3,2.8,4.6,1.9,3.0,49.1
Nemanja,Matic,MID,MUN,4900000,1,39,2.8,5.714285714285711e-07,7.95918367346939e-06,0,831744,0,6,0,0,0,0,0,7.8,101995,-1,1,39,1,0.4,0,2.0,0,0,9,0,1,10.9,493524,0,0,0,0,1223,672,-1,0,218,Arsenal,Man City,Bournemouth,West Brom,Leicester,0.0,1.8,3.2,1.6,1.5,2.7,2.7,1.9,2.7,1.6,1.4,3.6,1.7,2.4,1.5,2.6,1.6,3.4,1.4,3.1,1.9,3.4,1.4,2.1,42.4
