FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,25792,0,0,0,0,0,0,0,0.0,40,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.3,15412,0,4,0,0,0,9,0,0,0,Everton,Sunderland,West Brom,,,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8900000,6,199,6.0,6.74157303370787e-07,2.23595505617978e-05,0,1002162,0,21,0,0,0,8,0,22.4,10416,4,-1,199,-4,1.0,0,8.6,26,0,16,0,17,18.7,1340644,0,738,0,5,2889,24208,1,0,715,West Ham,Man Utd,Leicester,Hull City,,4.7,13.5,6.4
,Ethan Robson,MID,SUN,4500000,0,0,0.0,0.0,0.0,0,127,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,148,0,0,0,0,0,4,0,0,0,Hull City,Swansea,Arsenal,Chelsea,,0.0,0.0,0.0
,Evandro,MID,HUL,4900000,3,15,0.14285714285714302,2.91545189504373e-08,3.0612244897959202e-06,0,674,1,5,0,0,0,0,0,3.1,4,-1,0,15,1,0.2,0,1.0,0,0,3,0,0,0.0,784,0,0,0,0,481,11,0,0,78,Sunderland,Crystal Palace,Tottenham,,,0.1,0.1,0.1
Jonny,Evans,DEF,WBA,4400000,2,67,2.5,5.68181818181818e-07,1.52272727272727e-05,0,381529,8,33,0,0,0,1,0,15.2,2088,-1,0,67,1,0.3,0,1.3,6,0,4,0,1,4.3,255163,0,343,0,1,2317,1662,0,0,416,Burnley,Chelsea,Man City,Swansea,,1.5,4.4,1.9
Lukasz,Fabianski,GLK,SWA,4800000,3,102,2.9,6.04166666666667e-07,2.125e-05,0,160926,1,69,0,111,0,0,0,21.3,800,-2,0,102,2,0.9,0,4.2,7,0,6,0,0,3.4,155728,0,366,1,0,3150,322,0,0,599,Everton,Sunderland,West Brom,,,3.0,2.2,3.7
,Fabio,DEF,MID,4300000,0,56,0.5333333333333329,1.2403100775193802e-07,1.30232558139535e-05,0,35705,7,22,0,0,0,0,0,13.0,974,-2,1,56,2,0.0,0,0.2,8,0,6,0,0,0.4,50338,0,0,0,0,1595,81,-1,0,312,Chelsea,Southampton,Liverpool,,,0.3,0.3,0.3
Cesc,Fabregas,MID,CHE,6900000,4,92,0.876190476190476,1.26984126984127e-07,1.3333333333333301e-05,0,281188,8,13,0,0,0,4,0,13.3,798,-6,0,92,6,0.3,0,2.2,11,0,2,0,11,1.9,105530,0,617,0,2,1058,1091,0,0,407,Middlesbrough,West Brom,Watford,Sunderland,,0.4,1.0,0.6
Adam,Federici,GLK,BOU,4400000,0,8,4.0,9.09090909090909e-07,1.81818181818182e-06,0,4251,1,3,0,5,0,0,0,1.8,27,-1,0,8,1,0.0,0,0.0,1,0,1,0,0,0.1,2182,0,31,0,0,180,11,0,0,37,Stoke,Burnley,Leicester,,,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5000000,0,46,0.438095238095238,8.76190476190476e-08,9.2e-06,0,158639,1,19,0,0,0,2,0,9.2,412,-5,0,46,5,0.0,0,0.2,3,0,1,0,3,0.7,34820,0,0,0,1,916,9,0,1,189,Tottenham,Liverpool,Burnley,,,0.2,0.2,0.2
Marouane,Fellaini,MID,MUN,5800000,0,45,1.7,2.9310344827586197e-07,7.75862068965517e-06,0,22789,8,14,0,0,0,1,0,7.8,615,-2,0,45,2,0.3,0,1.7,0,0,9,0,0,0.3,16475,0,164,0,0,1530,25,0,1,241,Arsenal,Tottenham,Southampton,Crystal Palace,,0.0,1.7,0.9
Leroy,Fer,MID,SWA,4800000,1,91,2.9,6.04166666666667e-07,1.89583333333333e-05,0,696024,9,48,0,0,0,6,0,19.0,2371,-2,0,91,2,0.3,0,1.6,5,0,4,0,2,4.8,747285,0,107,0,2,2285,313,0,0,400,Everton,Sunderland,West Brom,,,2.9,2.7,2.7
Edimilson,Fernandes,MID,WHU,4700000,3,31,0.29523809523809497,6.28166160081054e-08,6.595744680851059e-06,0,848,3,13,0,0,0,0,0,6.6,3,-3,0,31,3,0.4,0,1.8,0,0,3,0,0,0.0,868,0,0,0,0,821,5,0,0,111,Tottenham,Liverpool,Burnley,,,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4200000,1,47,2.0,4.76190476190476e-07,1.1190476190476199e-05,0,82164,6,40,0,0,0,0,0,11.2,1568,-3,0,47,3,0.5,0,2.2,1,0,4,0,1,1.7,53506,0,333,0,1,2160,591,0,0,369,Everton,Sunderland,West Brom,,,1.7,1.2,2.2
,Fernandinho,MID,MCI,5300000,2,63,2.3,4.33962264150943e-07,1.18867924528302e-05,0,131415,4,25,0,0,0,1,0,11.9,343,-2,0,63,2,0.4,0,2.0,3,0,8,0,1,1.4,82928,0,417,0,0,2395,783,0,2,397,Crystal Palace,Leicester,West Brom,Watford,,1.5,4.0,1.8
,Fernando,MID,MCI,4700000,0,17,0.161904761904762,3.44478216818642e-08,3.61702127659574e-06,0,15804,3,9,0,0,0,0,0,3.6,41,-3,0,17,3,0.0,0,0.2,1,0,1,0,0,0.2,8029,0,236,0,0,558,36,0,0,99,Crystal Palace,Leicester,West Brom,Watford,,0.1,0.2,0.1
Sam,Field,MID,WBA,4300000,0,8,0.0761904761904762,1.7718715393133997e-08,1.86046511627907e-06,0,675,1,1,0,0,0,0,0,1.9,6,-2,0,8,2,0.0,0,0.0,0,0,1,0,0,0.0,680,0,0,0,0,172,2,0,0,43,Burnley,Chelsea,Man City,Swansea,,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8700000,3,171,5.2,5.97701149425287e-07,1.9655172413793102e-05,0,1377969,5,39,0,0,0,11,0,19.7,27678,2,0,171,-2,0.6,0,5.2,17,0,9,0,10,13.1,1497679,0,522,0,6,2894,9654,0,0,608,Southampton,West Ham,Middlesbrough,,,6.0,4.2,7.0
Viktor,Fischer,MID,MID,4900000,0,21,0.2,4.08163265306122e-08,4.28571428571429e-06,0,43976,0,6,0,0,0,0,0,4.3,11,-6,0,21,6,0.0,0,0.0,0,0,1,0,2,0.2,2186,0,0,0,0,407,2,0,0,74,Chelsea,Southampton,Liverpool,,,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4200000,0,11,0.104761904761905,2.49433106575964e-08,2.61904761904762e-06,0,6009,0,4,0,0,0,0,0,2.6,61,-3,0,11,3,0.1,0,0.3,0,0,0,0,0,0.1,7341,0,0,0,0,250,57,0,0,44,Man City,Hull City,Man Utd,,,0.1,0.1,0.1
Jon,Flanagan,DEF,BUR,4300000,1,9,0.0857142857142857,1.99335548172757e-08,2.09302325581395e-06,0,19168,2,4,0,0,0,0,0,2.1,25,-2,0,9,2,0.0,0,0.2,0,0,1,0,0,0.2,5107,0,67,0,0,360,39,0,0,55,West Brom,Bournemouth,West Ham,,,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,0,13,0.12380952380952401,2.47619047619048e-08,2.6e-06,0,13233,2,10,0,0,0,0,0,2.6,50,0,0,13,0,0.0,0,0.0,0,0,0,0,0,0.1,14043,0,0,0,0,322,49,0,0,24,Tottenham,Liverpool,Burnley,,,0.1,0.1,0.1
Darren,Fletcher,MID,WBA,4500000,1,92,2.7,6e-07,2.04444444444444e-05,0,617700,0,37,0,0,0,2,0,20.4,6869,0,0,92,0,0.4,0,1.8,2,0,8,0,2,8.4,438407,0,403,0,1,2871,1406,0,0,404,Burnley,Chelsea,Man City,Swansea,,2.0,3.5,1.9
Michael,Folivi,FWD,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,394,0,0,0,0,0,0,0,0.2,4,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,472,0,0,0,0,10,2,0,0,2,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,5300000,9,88,2.9,5.47169811320755e-07,1.66037735849057e-05,0,242549,4,44,0,0,0,0,0,16.6,665,-2,0,88,2,0.8,0,4.4,9,0,10,0,0,3.2,155687,0,487,0,1,2700,575,0,0,543,Tottenham,Liverpool,Burnley,,,3.3,3.9,2.0
Adam,Forshaw,MID,MID,4500000,1,73,2.4,5.33333333333333e-07,1.62222222222222e-05,0,48847,4,29,0,0,0,0,0,16.2,468,0,0,73,0,0.3,0,1.5,3,0,9,0,2,0.4,61555,0,0,0,0,2491,23,0,0,397,Chelsea,Southampton,Liverpool,,,1.2,1.9,1.2
Fraser,Forster,GLK,SOU,5000000,6,107,3.2,6.4e-07,2.14e-05,0,215453,3,44,0,62,0,0,0,21.4,2654,0,0,107,0,0.7,0,3.4,1,0,12,0,0,4.3,189753,0,233,0,0,2970,8635,0,0,517,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,8.2,5.6,4.2
Ben,Foster,GLK,WBA,4700000,2,104,3.1,6.59574468085106e-07,2.2127659574468102e-05,0,488454,2,43,0,101,0,0,0,22.1,10444,2,0,104,-2,0.4,0,1.8,4,0,6,0,0,13.2,669420,0,129,0,2,3060,1159,0,0,567,Burnley,Chelsea,Man City,Swansea,,2.2,6.2,2.7
Timothy,Fosu-Mensah,DEF,MUN,4100000,0,3,1.0,2.4390243902438996e-07,7.317073170731709e-07,0,9890,0,0,0,0,0,0,0,0.7,77,-4,0,3,4,0.1,0,0.3,0,0,0,0,0,0.1,4129,0,40,0,0,7,16,0,0,8,Arsenal,Tottenham,Southampton,Crystal Palace,,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4500000,8,85,2.7,6e-07,1.88888888888889e-05,0,173327,3,50,0,0,0,0,0,18.9,757,0,0,85,0,0.7,0,3.2,7,0,10,0,1,1.4,169493,0,462,0,1,2668,1701,0,1,590,Stoke,Burnley,Leicester,,,3.4,2.9,1.4
Ryan,Fraser,MID,BOU,4600000,6,93,0.8857142857142858,1.92546583850932e-07,2.02173913043478e-05,0,106121,3,29,0,0,0,3,0,20.2,1490,-4,0,93,4,0.6,0,2.8,8,0,7,0,8,1.4,162225,0,0,0,2,1633,4923,0,0,321,Stoke,Burnley,Leicester,,,0.4,0.5,0.4
George,Friend,DEF,MID,4200000,4,56,2.7,6.428571428571429e-07,1.3333333333333301e-05,0,293500,4,27,0,0,0,0,0,13.3,1452,-3,0,56,3,0.4,0,1.7,6,0,4,0,3,1.9,154462,0,0,0,0,1694,333,0,0,336,Chelsea,Southampton,Liverpool,,,2.1,3.3,2.8
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,65979,0,0,0,0,0,0,0,0.0,52,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.5,4550,0,0,0,0,0,20,0,0,0,Chelsea,Southampton,Liverpool,,,0.0,0.0,0.0
Ezekiel,Fryers,DEF,CRY,4500000,0,9,0.0857142857142857,1.9047619047619002e-08,2e-06,0,935,0,7,0,0,0,0,0,2.0,6,0,0,9,0,0.0,0,0.0,0,0,0,0,1,0.0,1053,0,0,0,0,188,2,0,0,38,Man City,Hull City,Man Utd,,,0.0,0.0,0.0
Christian,Fuchs,DEF,LEI,5300000,8,95,3.0,5.66037735849057e-07,1.7924528301886802e-05,0,425614,9,48,0,0,0,2,0,17.9,1637,-2,0,95,2,0.8,0,4.0,8,0,7,0,4,5.4,200669,0,482,0,1,2743,4060,0,0,602,Watford,Man City,Tottenham,Bournemouth,,3.5,6.0,4.0
Jay,Fulton,MID,SWA,4400000,0,19,0.180952380952381,4.11255411255411e-08,4.31818181818182e-06,0,1541,2,15,0,0,0,0,0,4.3,4,-1,0,19,1,0.1,0,0.4,0,0,3,0,0,0.0,991,0,4,0,0,690,2,0,0,92,Everton,Sunderland,West Brom,,,0.1,0.1,0.1
Ramiro,Funes Mori,DEF,EVE,4500000,0,69,3.0,6.66666666666667e-07,1.53333333333333e-05,0,208133,0,19,0,0,0,0,0,15.3,1370,-5,0,69,5,0.0,0,0.0,4,0,7,0,1,1.5,156981,0,304,0,0,1543,16,0,0,365,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6500000,1,33,0.314285714285714,4.83516483516484e-08,5.0769230769230795e-06,0,421883,1,10,0,0,0,4,0,5.1,13707,0,0,33,0,0.2,0,1.4,4,0,1,0,1,7.7,752589,0,0,0,1,479,48601,0,0,129,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.4,0.4,0.2
,Gabriel,DEF,ARS,4800000,0,45,0.42857142857142894,8.928571428571429e-08,9.375e-06,0,47378,5,18,0,0,0,0,0,9.4,3751,-2,0,45,2,0.7,0,3.2,2,0,5,0,0,1.5,97935,0,244,0,0,1465,32326,0,0,291,Man Utd,Southampton,Stoke,Sunderland,Everton,0.4,0.4,0.2
Brendan,Galloway,DEF,EVE,4000000,0,9,3.0,7.5e-07,2.25e-06,0,19726,0,3,0,0,0,0,0,2.3,60,-5,0,9,5,0.0,0,0.0,0,0,1,0,0,0.2,16308,0,126,0,0,247,20,0,0,44,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
Cristian,Gamboa,DEF,WBA,4000000,0,0,0.0,0.0,0.0,0,29316,0,0,0,0,0,0,0,0.0,36,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.4,2007,0,0,0,0,0,2,0,0,0,Burnley,Chelsea,Man City,Swansea,,0.0,0.0,0.0
,Garcia,MID,MCI,5000000,1,4,0.0380952380952381,7.619047619047621e-09,8e-07,0,617,0,2,0,0,0,0,0,0.8,5,0,0,4,0,0.0,0,0.2,0,0,0,0,0,0.0,590,0,0,0,0,77,6,0,0,25,Crystal Palace,Leicester,West Brom,Watford,,0.0,0.0,0.0
Craig,Gardner,MID,WBA,5100000,0,14,1.6,3.13725490196078e-07,2.7450980392156897e-06,0,7429,1,6,0,0,0,0,0,2.7,5,-4,0,14,4,0.0,0,0.0,0,0,1,0,1,0.1,5100,0,244,0,0,218,2,0,0,52,Burnley,Chelsea,Man City,Swansea,,0.0,0.0,0.0
Florin,Gardos,DEF,SOU,4000000,0,0,0.0,0.0,0.0,0,5891,0,0,0,0,0,0,0,0.0,44,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5781,0,0,0,0,0,28,0,0,0,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.0,0.0,0.0
Paulo,Gazzaniga,GLK,SOU,4500000,0,0,0.0,0.0,0.0,0,331,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,146,0,15,0,0,0,3,0,0,0,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.0,0.0,0.0
Rudy,Gestede,FWD,MID,4600000,1,19,0.180952380952381,3.93374741200828e-08,4.1304347826087e-06,0,9396,2,9,0,0,0,1,0,4.1,369,-4,0,19,4,0.3,0,1.2,0,0,1,0,0,0.1,13667,0,0,0,0,453,106,0,0,72,Chelsea,Southampton,Liverpool,,,0.1,0.1,0.1
Kieran,Gibbs,DEF,ARS,4700000,1,26,0.24761904761904802,5.2684903748733494e-08,5.5319148936170195e-06,0,24748,3,3,0,0,0,0,0,5.5,392,-3,0,26,3,0.4,0,1.8,2,0,3,0,1,0.5,11778,0,69,0,0,454,3153,0,0,123,Man Utd,Southampton,Stoke,Sunderland,Everton,0.2,0.2,0.1
Ben,Gibson,DEF,MID,5100000,1,119,3.4,6.66666666666667e-07,2.3333333333333302e-05,0,406614,3,45,0,0,0,1,0,23.3,30664,6,0,119,-6,0.6,0,3.3,14,0,11,0,1,10.6,795141,0,0,0,1,3150,861,0,0,647,Chelsea,Southampton,Liverpool,,,3.1,4.6,3.9
Darron,Gibson,MID,SUN,4300000,0,14,0.133333333333333,3.1007751937984505e-08,3.2558139534883703e-06,0,6836,3,9,0,0,0,0,0,3.3,41,-2,0,14,2,0.2,0,0.8,0,0,1,0,0,0.1,4111,0,44,0,0,563,2,0,0,86,Hull City,Swansea,Arsenal,Chelsea,,0.0,0.2,0.1
Olivier,Giroud,FWD,ARS,8000000,1,91,3.6,4.5e-07,1.1375e-05,0,715411,2,15,0,0,0,9,0,11.4,2306,-10,0,91,10,0.3,0,2.0,13,0,3,0,4,2.8,740034,0,629,0,2,1021,15312,0,0,332,Man Utd,Southampton,Stoke,Sunderland,Everton,6.8,8.0,4.1
Shay,Given,GLK,STK,4200000,0,13,0.12380952380952401,2.9478458049886602e-08,3.0952380952381e-06,0,25389,1,14,0,18,0,0,0,3.1,69,-3,0,13,3,0.0,0,0.0,3,0,0,0,0,0.4,20583,1,24,1,1,450,10,0,0,92,Bournemouth,Arsenal,Southampton,,,0.1,0.1,0.1
Serge,Gnabry,MID,ARS,5000000,0,0,0.0,0.0,0.0,0,1044,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,387,0,4,0,0,0,2,0,0,0,Man Utd,Southampton,Stoke,Sunderland,Everton,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4900000,4,106,3.1,6.3265306122449e-07,2.16326530612245e-05,0,98663,1,51,0,101,0,0,0,21.6,699,-1,0,106,1,0.8,0,4.0,6,0,7,0,0,1.7,44319,1,375,1,1,2977,425,0,0,613,Leicester,Everton,Chelsea,Man City,,1.6,4.3,3.3
Joseph,Gomez,DEF,LIV,4800000,0,0,0.0,0.0,0.0,0,1413,0,0,0,0,0,0,0,0.0,6,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,819,0,58,0,0,0,11,0,0,0,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
Bafetimbi,Gomis,FWD,SWA,6500000,0,0,0.0,0.0,0.0,0,1913,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,641,0,242,0,0,0,5,0,0,0,Everton,Sunderland,West Brom,,,0.0,0.0,0.0
Lynden,Gooch,MID,SUN,4100000,0,10,0.0952380952380952,2.32288037166086e-08,2.4390243902438998e-06,0,8822,3,5,0,0,0,0,0,2.4,140,-4,0,10,4,0.0,0,0.0,0,0,1,0,0,0.1,11576,0,0,0,0,323,493,0,0,38,Hull City,Swansea,Arsenal,Chelsea,,0.0,0.0,0.0
Dan,Gosling,MID,BOU,4700000,0,45,1.8,3.8297872340425503e-07,9.57446808510638e-06,0,12762,6,22,0,0,0,2,0,9.6,56,-3,0,45,3,0.0,0,0.2,1,0,4,0,0,0.1,8342,0,331,0,0,1266,9,0,0,229,Stoke,Burnley,Leicester,,,0.0,0.0,0.0
Lewis,Grabban,FWD,BOU,4300000,0,6,2.0,4.65116279069767e-07,1.3953488372093e-06,0,268178,0,2,0,0,0,0,0,1.4,999,-2,0,6,2,0.0,0,0.0,0,0,0,0,1,3.0,193208,0,124,0,0,60,108,0,0,17,Stoke,Burnley,Leicester,,,0.0,0.0,0.0
Max,Gradel,MID,BOU,5000000,1,8,0.0761904761904762,1.52380952380952e-08,1.6e-06,0,13403,2,0,0,0,0,0,0,1.6,5,-5,0,8,5,0.1,0,0.4,0,0,0,0,0,0.1,1156,0,155,0,0,115,5,0,0,24,Stoke,Burnley,Leicester,,,0.0,0.0,0.0
Lee,Grant,GLK,STK,4400000,0,106,3.8,8.63636363636364e-07,2.40909090909091e-05,0,215715,1,34,0,91,0,0,0,24.1,25771,4,0,106,-4,0.2,0,1.0,9,0,9,0,0,8.1,531493,0,0,0,3,2520,665,0,0,546,Bournemouth,Arsenal,Southampton,,,3.9,5.7,4.1
Andre,Gray,FWD,BUR,6000000,5,101,3.5,5.83333333333333e-07,1.68333333333333e-05,0,749176,2,30,0,0,0,9,0,16.8,2202,-5,0,101,5,0.4,0,2.4,10,0,8,0,2,4.2,475497,0,0,0,1,2126,6619,0,0,286,West Brom,Bournemouth,West Ham,,,4.3,2.9,4.4
Demarai,Gray,MID,LEI,4800000,0,55,0.523809523809524,1.09126984126984e-07,1.1458333333333301e-05,0,56800,1,17,0,0,0,1,0,11.5,385,-2,0,55,2,0.4,0,2.0,0,0,4,0,4,0.6,42255,0,57,0,0,982,87,0,0,199,Watford,Man City,Tottenham,Bournemouth,,0.3,0.6,0.3
Kamil,Grosicki,MID,HUL,5500000,3,39,0.37142857142857105,6.75324675324675e-08,7.09090909090909e-06,0,11491,0,17,0,0,0,0,0,7.1,575,0,0,39,0,0.5,0,3.0,0,0,3,0,5,0.3,24174,0,0,0,0,918,997,0,0,105,Sunderland,Crystal Palace,Tottenham,,,0.2,0.2,0.2
Marko,Grujic,MID,LIV,4300000,0,2,0.019047619047619,4.429678848283499e-09,4.65116279069767e-07,0,27496,1,0,0,0,0,0,0,0.5,14,-7,0,2,7,0.0,0,0.0,0,0,0,0,0,0.2,2677,0,0,0,0,37,4,0,0,4,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
Johann Berg,Gudmundsson,MID,BUR,4800000,0,42,0.4,8.33333333333333e-08,8.75e-06,0,22723,0,17,0,0,0,1,0,8.8,14,-7,0,42,7,0.0,0,0.2,3,0,3,0,2,0.1,13549,0,0,0,1,951,8,0,0,168,West Brom,Bournemouth,West Ham,,,0.2,0.2,0.2
Adlene,Guedioura,MID,MID,4200000,0,26,0.24761904761904802,5.8956916099773205e-08,6.190476190476191e-06,0,7992,2,20,0,0,0,0,0,6.2,24,-3,1,26,3,0.0,0,0.2,0,0,0,0,1,0.1,7716,0,56,0,0,861,26,-1,0,131,Chelsea,Southampton,Liverpool,,,0.1,0.1,0.1
Idrissa,Gueye,MID,EVE,5000000,1,74,2.5,5e-07,1.4800000000000002e-05,0,50310,11,28,0,0,0,1,0,14.8,439,0,0,74,0,0.2,0,0.8,9,0,8,0,2,0.5,53399,0,270,0,1,2456,146,0,0,498,Swansea,Watford,Arsenal,,,1.5,3.1,1.2
Ilkay,Gundogan,MID,MCI,4900000,0,41,4.1,8.367346938775509e-07,8.36734693877551e-06,0,704286,0,8,0,0,0,3,0,8.4,151,-6,0,41,6,0.0,0,0.0,2,0,3,0,1,1.4,699969,0,0,0,1,704,12,0,0,196,Crystal Palace,Leicester,West Brom,Watford,,0.0,0.0,0.0
Angus,Gunn,GLK,MCI,4000000,0,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,25,0,0,0,0,0,25,0,0,0,Crystal Palace,Leicester,West Brom,Watford,,0.0,0.0,0.0
Bradley,Guzan,GLK,MID,4200000,1,30,0.28571428571428603,6.80272108843537e-08,7.142857142857139e-06,0,33230,0,9,0,24,0,0,0,7.1,1042,-3,0,30,3,0.5,0,2.2,3,0,3,0,0,0.7,27846,0,188,0,1,630,175,0,0,146,Chelsea,Southampton,Liverpool,,,0.1,0.1,0.1
Ben,Hamer,GLK,LEI,4300000,0,0,0.0,0.0,0.0,0,415,0,0,0,0,0,0,0,0.0,4,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,372,0,0,0,0,0,3,0,0,0,Watford,Man City,Tottenham,Bournemouth,,0.0,0.0,0.0
Rekeem,Harper,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,176,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,257,0,0,0,0,0,4,0,0,0,Burnley,Chelsea,Man City,Swansea,,0.0,0.0,0.0
Joe,Hart,GLK,MCI,5300000,0,0,0.0,0.0,0.0,0,174455,0,0,0,0,0,0,0,0.0,39,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,1.0,2891,0,360,0,0,0,10,0,0,0,Crystal Palace,Leicester,West Brom,Watford,,0.0,0.0,0.0
Mouez,Hassen,GLK,SOU,4000000,0,0,0.0,0.0,0.0,0,206,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,445,0,0,0,0,0,13,0,0,0,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.0,0.0,0.0
Jakob,Haugaard,GLK,STK,4300000,0,0,0.0,0.0,0.0,0,3562,0,0,0,0,0,0,0,0.0,7,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,278,0,31,0,0,0,2,0,0,0,Bournemouth,Arsenal,Southampton,,,0.0,0.0,0.0
Eden,Hazard,MID,CHE,10500000,5,207,6.5,6.19047619047619e-07,1.97142857142857e-05,0,1993862,3,25,0,0,0,15,0,19.7,10073,5,0,207,-5,0.7,1,7.8,31,0,15,0,9,33.3,2497383,0,476,0,5,2680,49362,0,0,791,Middlesbrough,West Brom,Watford,Sunderland,,9.3,16.8,9.5
Tom,Heaton,GLK,BUR,5200000,7,145,4.5,8.653846153846149e-07,2.78846153846154e-05,0,393658,1,42,0,135,0,0,0,27.9,12701,7,0,145,-7,0.9,0,4.8,21,0,10,0,0,19.7,954414,0,0,1,4,2880,4962,0,0,702,West Brom,Bournemouth,West Ham,,,6.7,4.9,6.7
Jordan,Henderson,MID,LIV,6200000,0,73,3.0,4.83870967741936e-07,1.17741935483871e-05,0,118300,8,28,0,0,0,1,0,11.8,207,-3,0,73,3,0.0,0,0.0,9,0,7,0,4,1.0,99298,0,250,0,0,2116,26,0,0,467,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
Jeff,Hendrick,MID,BUR,5300000,3,70,2.4,4.52830188679245e-07,1.32075471698113e-05,0,6034,6,41,0,0,0,2,0,13.2,36,-2,0,70,2,0.6,0,3.0,1,0,9,0,1,0.0,7214,0,0,0,0,2421,58,0,1,250,West Brom,Bournemouth,West Ham,,,2.1,1.2,1.7
Wayne,Hennessey,GLK,CRY,4300000,1,83,3.2,7.441860465116279e-07,1.93023255813953e-05,0,157175,1,39,0,76,0,0,0,19.3,5641,-2,0,83,2,0.6,0,2.7,4,0,6,0,0,3.3,121068,0,266,0,2,2340,939,0,0,445,Man City,Hull City,Man Utd,,,3.1,3.9,2.8
Rouwen,Hennings,FWD,BUR,4500000,0,0,0.0,0.0,0.0,0,4069,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,725,0,0,0,0,0,4,0,0,0,West Brom,Bournemouth,West Ham,,,0.0,0.0,0.0
Markus,Henriksen,MID,HUL,4900000,1,20,0.19047619047619,3.88726919339164e-08,4.08163265306122e-06,0,1021,1,13,0,0,0,0,0,4.1,2,-6,0,20,6,0.1,0,0.6,0,0,0,0,0,0.0,1007,0,0,0,0,638,3,0,0,75,Sunderland,Crystal Palace,Tottenham,,,0.1,0.1,0.1
Abel,Hernandez,FWD,HUL,5900000,0,70,3.0,5.084745762711859e-07,1.1864406779661e-05,0,160428,0,21,0,0,0,4,0,11.9,1356,-1,0,70,1,0.6,0,3.4,6,0,4,0,4,1.1,150195,0,0,0,2,1335,2152,0,0,196,Sunderland,Crystal Palace,Tottenham,,,4.0,2.4,3.4
Luis,Hernandez,DEF,LEI,4200000,0,3,0.8,1.9047619047619e-07,7.142857142857141e-07,0,21579,1,8,0,0,0,0,0,0.7,24,-3,0,3,3,0.0,0,0.0,0,0,0,0,0,0.3,5968,0,0,0,0,327,4,0,0,50,Watford,Man City,Tottenham,Bournemouth,,0.0,0.0,0.0
