FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW36Forecast,GW37Forecast,GW38Forecast
Joe,Allen,MID,STK,4900000,3,113,3.4,6.93877551020408e-07,2.3061224489795898e-05,0,1136936,8,45,0,0,0,6,0,23.1,4401,-1,0,113,1,0.3,0,1.6,10,0,9,0,3,6.7,1301038,0,132,0,1,2691,2978,0,0,493,Bournemouth,Arsenal,Southampton,,,2.1,3.1,2.2
Bamidele,Alli,MID,TOT,9200000,8,205,6.2,6.73913043478261e-07,2.22826086956522e-05,0,936041,4,18,0,0,0,17,0,22.3,15862,7,0,205,-7,0.8,0,7.4,16,0,17,0,9,34.9,1959976,0,666,0,4,2694,16909,0,0,600,West Ham,Man Utd,Leicester,Hull City,,5.0,14.2,6.6
Ryan,Allsop,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,1541,0,0,0,0,0,0,0,0.0,22,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3470,0,0,0,0,0,14,0,0,0,Stoke,Burnley,Leicester,,,0.0,0.0,0.0
Marcos,Alonso,DEF,CHE,6800000,6,153,5.5,8.08823529411765e-07,2.25e-05,0,355489,2,18,0,0,0,5,0,22.5,7318,8,0,153,-8,0.6,0,4.0,7,0,13,0,5,15.1,932677,0,0,0,2,2423,13544,0,0,595,Middlesbrough,West Brom,Watford,Sunderland,,7.7,14.3,7.4
Daniel,Amartey,MID,LEI,4400000,0,49,2.3,5.22727272727273e-07,1.11363636363636e-05,0,26895,3,29,0,0,0,1,0,11.1,82,-1,0,49,1,0.1,0,0.4,3,0,4,0,1,0.2,27896,0,23,0,1,1528,31,0,0,241,Watford,Man City,Tottenham,Bournemouth,,2.8,3.0,2.0
Jordi,Amat,DEF,SWA,3900000,0,21,1.2,3.07692307692308e-07,5.3846153846153804e-06,0,494307,5,36,0,0,0,0,0,5.4,7586,-1,0,21,1,0.0,0,0.0,0,0,2,0,0,7.5,424926,0,63,0,0,1409,813,0,0,237,Everton,Sunderland,West Brom,,,0.7,0.6,1.0
Nordin,Amrabat,MID,WAT,5000000,2,60,2.4,4.8e-07,1.2e-05,0,17164,3,39,0,0,0,0,0,12.0,32,0,0,60,0,0.5,0,2.4,5,0,4,0,3,0.1,16045,0,74,0,0,1833,32,0,0,227,Leicester,Everton,Chelsea,Man City,,1.4,2.4,1.7
Keshi,Anderson,FWD,CRY,4500000,0,0,0.0,0.0,0.0,0,2549,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,1841,0,0,0,0,0,2,0,0,0,Man City,Hull City,Man Utd,,,0.0,0.0,0.0
,Angelino,DEF,MCI,4300000,0,0,0.0,0.0,0.0,0,2826,0,0,0,0,0,0,0,0.0,5,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,973,0,0,0,0,0,2,0,0,0,Crystal Palace,Leicester,West Brom,Watford,,0.0,0.0,0.0
Victor,Anichebe,FWD,SUN,4300000,2,46,0.438095238095238,1.0188261351052e-07,1.06976744186047e-05,0,315938,1,20,0,0,0,3,0,10.7,3234,-2,0,46,2,0.4,0,1.8,5,0,2,0,1,1.8,376909,0,0,0,1,1093,10533,0,0,155,Hull City,Swansea,Arsenal,Chelsea,,0.2,0.4,0.2
Michail,Antonio,MID,WHU,6700000,0,132,4.6,6.86567164179104e-07,1.9701492537313398e-05,0,1367331,4,43,0,0,0,9,0,19.7,3063,-3,0,132,3,0.1,0,0.4,8,0,7,0,8,5.5,1366963,0,452,0,3,2433,56,0,1,410,Tottenham,Liverpool,Burnley,,,0.0,0.0,0.0
Ikechi,Anya,MID,WAT,4500000,0,1,1.0,2.22222222222222e-07,2.22222222222222e-07,0,6128,0,0,0,0,0,0,0,0.2,2,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,395,0,176,0,0,10,3,0,0,3,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.0
Alvaro,Arbeloa,DEF,WHU,4500000,0,0,0.0,0.0,0.0,0,5865,3,9,0,0,0,0,0,0.0,20,-5,0,0,5,0.0,0,0.0,0,0,0,0,0,0.1,5507,0,0,0,0,258,33,0,0,34,Tottenham,Liverpool,Burnley,,,0.0,0.0,0.0
Scott,Arfield,MID,BUR,5200000,3,63,2.3,4.4230769230769206e-07,1.2115384615384599e-05,0,8156,3,31,0,0,0,1,0,12.1,3,-3,0,63,3,0.1,0,0.6,3,0,6,0,2,0.1,4734,0,0,0,1,1857,15,0,0,235,West Brom,Bournemouth,West Ham,,,2.0,1.2,1.6
Giedrius,Arlauskis,GLK,WAT,4000000,0,0,0.0,0.0,0.0,0,211,0,0,0,0,0,0,0,0.0,14,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,474,0,0,0,0,0,11,0,0,0,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.0
Marko,Arnautovic,MID,STK,7100000,3,104,3.5,4.92957746478873e-07,1.4647887323943699e-05,0,132838,9,37,0,0,0,6,0,14.6,5078,-4,0,104,4,0.5,1,3.8,8,0,9,0,4,1.3,105655,0,528,0,3,2544,509,0,1,354,Bournemouth,Arsenal,Southampton,,,2.2,3.3,2.3
Harry,Arter,MID,BOU,5000000,2,80,2.4,4.8e-07,1.6e-05,0,23432,10,60,0,0,0,1,0,16.0,240,0,0,80,0,0.8,1,4.0,6,0,8,0,4,0.3,25623,0,188,0,0,2786,364,0,1,481,Stoke,Burnley,Leicester,,,2.3,2.6,1.5
Takuma,Asano,FWD,ARS,4900000,0,0,0.0,0.0,0.0,0,4498,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,666,0,0,0,0,0,5,0,0,0,Man Utd,Southampton,Stoke,Sunderland,Everton,0.0,0.0,0.0
Joel,Asoro,MID,SUN,4400000,0,1,0.00952380952380952,2.16450216450216e-09,2.2727272727272702e-07,0,656,0,0,0,0,0,0,0,0.2,1,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.0,560,0,0,0,0,10,4,0,0,3,Hull City,Swansea,Arsenal,Chelsea,,0.0,0.0,0.0
Charlie,Austin,FWD,SOU,6300000,0,59,4.5,7.142857142857141e-07,9.36507936507936e-06,0,900804,1,7,0,0,0,6,0,9.4,218,-2,0,59,2,0.0,0,0.0,10,0,6,0,1,1.8,870045,0,32,0,1,866,47,0,0,211,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.0,0.0,0.0
Daniel,Ayala,DEF,MID,4800000,0,30,0.28571428571428603,5.95238095238095e-08,6.25e-06,0,12234,3,16,0,0,0,1,0,6.3,222,-2,0,30,2,0.3,0,1.2,0,0,3,0,0,0.1,7719,0,0,0,0,900,6,0,0,169,Chelsea,Southampton,Liverpool,,,0.0,0.1,0.1
Andre,Ayew,MID,WHU,7100000,3,68,0.647619047619048,9.121395036887999e-08,9.57746478873239e-06,0,282398,1,20,0,0,0,5,0,9.6,545,-4,0,68,4,0.5,0,3.4,2,0,5,0,1,1.1,18557,0,524,0,0,1190,109,0,0,202,Tottenham,Liverpool,Burnley,,,0.3,0.3,0.3
Jordan,Ayew,FWD,SWA,5000000,5,24,0.22857142857142898,4.57142857142857e-08,4.8e-06,0,8488,1,6,0,0,0,0,0,4.8,636,0,0,24,0,0.7,0,3.4,0,0,3,0,3,0.3,19300,0,0,0,0,597,3864,0,0,60,Everton,Sunderland,West Brom,,,0.1,0.1,0.1
Cesar,Azpilicueta,DEF,CHE,6400000,5,138,4.1,6.40625e-07,2.15625e-05,0,603464,4,29,0,0,0,0,0,21.6,7166,4,0,138,-4,0.5,0,3.0,17,0,14,0,3,16.7,743917,0,470,0,1,3060,7702,0,0,752,Middlesbrough,West Brom,Watford,Sunderland,,5.2,10.1,5.0
,Baba Rahman,DEF,CHE,5500000,0,0,0.0,0.0,0.0,0,1448,0,0,0,0,0,0,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,354,0,138,0,0,0,5,0,0,0,Middlesbrough,West Brom,Watford,Sunderland,,0.0,0.0,0.0
Eric,Bailly,DEF,MUN,5500000,6,92,4.2,7.636363636363641e-07,1.67272727272727e-05,0,559712,3,13,0,0,0,0,0,16.7,25869,0,0,92,0,1.0,0,5.7,13,0,11,0,0,9.3,404251,0,0,0,1,1788,3727,0,0,492,Arsenal,Tottenham,Southampton,Crystal Palace,,5.3,9.7,5.2
Leighton,Baines,DEF,EVE,5900000,1,123,4.2,7.118644067796609e-07,2.0847457627118602e-05,0,696011,3,30,0,0,0,2,0,20.8,17578,4,0,123,-4,0.5,1,3.0,14,0,10,0,4,12.2,847375,0,212,0,1,2549,2574,0,0,583,Swansea,Watford,Arsenal,,,4.1,5.5,4.7
Mario,Balotelli,FWD,LIV,6300000,0,0,0.0,0.0,0.0,0,12039,0,0,0,0,0,0,0,0.0,15,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.2,2091,0,0,0,0,0,8,0,0,0,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
Patrick,Bamford,FWD,MID,4900000,0,11,0.104761904761905,2.1379980563654e-08,2.24489795918367e-06,0,6110,0,2,0,0,0,0,0,2.2,39,-1,0,11,1,0.1,0,0.3,0,0,0,0,0,0.1,7094,0,0,0,0,112,28,0,0,31,Chelsea,Southampton,Liverpool,,,0.1,0.1,0.1
Alex,Baptiste,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,3723,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,2614,0,0,0,0,0,1,0,0,0,Chelsea,Southampton,Liverpool,,,0.0,0.0,0.0
Phil,Bardsley,DEF,STK,4300000,0,27,0.25714285714285695,5.980066445182719e-08,6.2790697674418605e-06,0,11749,4,17,0,0,0,0,0,6.3,57,-2,0,27,2,0.0,0,0.0,0,0,3,0,0,0.1,9157,0,107,0,0,1168,7,0,1,174,Bournemouth,Arsenal,Southampton,,,0.1,0.1,0.1
Ross,Barkley,MID,EVE,7100000,2,131,4.0,5.63380281690141e-07,1.8450704225352103e-05,0,814209,5,34,0,0,0,4,0,18.5,6759,-4,0,131,4,0.5,0,3.4,9,0,11,0,11,7.1,710901,0,654,0,2,2711,1521,0,0,491,Swansea,Watford,Arsenal,,,3.3,5.7,2.3
Ashley,Barnes,FWD,BUR,4500000,9,75,0.7142857142857142,1.58730158730159e-07,1.6666666666666698e-05,0,222103,5,24,0,0,0,6,0,16.7,3732,0,0,75,0,0.7,0,3.0,10,0,6,0,2,3.5,351235,0,0,0,2,1638,18833,0,1,212,West Brom,Bournemouth,West Ham,,,0.4,0.4,0.4
Antonio,Barragan,DEF,MID,4400000,0,71,2.7,6.13636363636364e-07,1.6136363636363597e-05,0,120356,5,32,0,0,0,0,0,16.1,5921,-1,0,71,1,0.3,0,1.2,8,0,7,0,0,1.3,150350,0,0,0,0,2193,46,0,0,455,Chelsea,Southampton,Liverpool,,,2.1,3.3,2.8
Modou,Barrow,FWD,SWA,5000000,0,34,1.9,3.8e-07,6.8e-06,0,122837,1,23,0,0,0,0,0,6.8,112,0,0,34,0,0.0,0,0.0,0,0,4,0,2,0.6,111773,0,120,0,0,1145,6,0,0,136,Everton,Sunderland,West Brom,,,0.0,0.0,0.0
Gareth,Barry,MID,EVE,4300000,0,64,2.1,4.88372093023256e-07,1.4883720930232598e-05,0,385116,10,26,0,0,0,2,0,14.9,1377,-2,0,64,2,0.1,0,0.6,3,0,7,0,1,3.3,387309,0,418,0,0,1989,316,0,0,343,Swansea,Watford,Arsenal,,,1.1,2.4,1.0
Joey,Barton,MID,BUR,4200000,0,37,2.6,6.19047619047619e-07,8.80952380952381e-06,0,16436,4,16,0,0,0,1,0,8.8,975,-3,0,37,3,0.4,0,1.8,0,0,4,0,2,0.2,23272,0,0,0,0,1105,40,0,0,205,West Brom,Bournemouth,West Ham,,,0.0,0.0,0.0
Borja,Baston,FWD,SWA,6600000,0,31,0.29523809523809497,4.4733044733044694e-08,4.6969696969697e-06,0,10207,0,11,0,0,0,1,0,4.7,14,-4,0,31,4,0.1,0,0.4,1,0,1,0,2,0.0,6861,0,0,0,0,557,6,0,0,79,Everton,Sunderland,West Brom,,,0.1,0.1,0.1
Michy,Batshuayi,FWD,CHE,8400000,0,25,1.5,1.78571428571429e-07,2.97619047619048e-06,0,130287,0,0,0,0,0,1,0,2.9,43,-6,1,25,6,0.0,0,0.0,1,0,0,0,1,0.9,61025,0,0,0,0,127,12,-1,0,68,Middlesbrough,West Brom,Watford,Sunderland,,1.1,2.1,1.4
Asmir,Begovic,GLK,CHE,4700000,0,1,0.00952380952380952,2.0263424518743696e-09,2.1276595744680897e-07,0,6794,0,2,0,1,0,0,0,0.2,31,-3,0,1,3,0.0,0,0.2,0,0,0,0,0,0.2,2028,0,150,0,0,90,11,0,0,9,Middlesbrough,West Brom,Watford,Sunderland,,0.0,0.0,0.0
Valon,Behrami,MID,WAT,4500000,0,43,1.8,4e-07,9.55555555555555e-06,0,17510,6,29,0,0,0,0,0,9.6,24,0,0,43,0,0.0,0,0.2,0,0,5,0,0,0.2,12938,0,127,0,0,1780,13,0,0,224,Leicester,Everton,Chelsea,Man City,,0.9,1.8,1.0
Hector,Bellerin,DEF,ARS,6500000,1,96,3.4,5.23076923076923e-07,1.4769230769230802e-05,0,1017262,2,32,0,0,0,0,0,14.8,2507,0,0,96,0,0.5,0,3.0,11,0,9,0,3,13.8,388996,0,541,0,1,2171,2446,0,0,470,Man Utd,Southampton,Stoke,Sunderland,Everton,6.8,7.1,3.9
Yohan,Benalouane,DEF,LEI,4000000,5,20,0.19047619047619,4.76190476190476e-08,5e-06,0,12465,2,9,0,0,0,0,0,5.0,1060,0,0,20,0,0.7,0,2.6,0,0,3,0,0,0.6,25539,0,15,0,0,614,6812,0,0,111,Watford,Man City,Tottenham,Bournemouth,,0.1,0.2,0.1
Nabil,Bentaleb,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,4357,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,542,0,29,0,0,0,4,0,0,0,West Ham,Man Utd,Leicester,Hull City,,0.0,0.0,0.0
Saido,Berahino,FWD,STK,6000000,2,25,0.23809523809523803,3.96825396825397e-08,4.16666666666667e-06,0,64662,1,11,0,0,0,0,0,4.2,317,-5,0,25,5,0.3,0,1.8,0,0,4,0,0,0.5,35369,0,226,0,0,933,115,0,0,46,Bournemouth,Arsenal,Southampton,,,0.1,0.1,0.1
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,94,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,45,0,55,0,0,0,0,0,0,0,Leicester,Everton,Chelsea,Man City,,0.0,0.0,0.0
,Bernardo,DEF,MID,4300000,0,35,0.33333333333333304,7.75193798449612e-08,8.139534883720931e-06,0,6150,2,13,0,0,0,0,0,8.1,565,-2,0,35,2,0.2,0,1.0,3,0,4,0,0,0.1,10277,0,0,0,0,975,5,0,0,198,Chelsea,Southampton,Liverpool,,,0.2,0.2,0.2
Ryan,Bertrand,DEF,SOU,5500000,7,113,4.7,8.54545454545455e-07,2.0545454545454502e-05,0,124796,2,32,0,0,0,2,0,20.5,3806,0,0,113,0,0.7,0,4.0,9,0,11,0,5,3.7,236583,0,415,0,2,2147,16916,0,0,504,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,12.7,10.0,7.0
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1484,0,0,0,0,0,0,0,0.0,5,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,879,0,75,0,0,0,21,0,0,0,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5200000,2,97,4.4,8.46153846153846e-07,1.86538461538462e-05,0,472935,2,15,0,0,0,1,0,18.7,5021,-3,0,97,3,0.6,0,3.0,14,0,9,0,2,4.9,508815,0,477,0,2,1740,7562,0,0,509,Arsenal,Tottenham,Southampton,Crystal Palace,,5.6,10.4,5.5
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,709,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,568,0,0,0,0,0,5,0,0,0,Man City,Hull City,Man Utd,,,0.0,0.0,0.0
,Bojan,MID,STK,5500000,0,30,3.3,6e-07,5.45454545454545e-06,0,109915,1,12,0,0,0,3,0,5.5,44,-5,0,30,5,0.0,1,0.0,4,0,0,0,0,0.7,46619,0,360,0,0,475,4,0,0,93,Bournemouth,Arsenal,Southampton,,,0.0,0.0,0.0
Yannick,Bolasie,MID,EVE,5700000,0,45,3.2,5.6140350877193e-07,7.89473684210526e-06,0,420639,3,14,0,0,0,1,0,7.9,105,-3,0,45,3,0.0,0,0.0,3,0,3,0,4,1.7,292988,0,469,0,0,1048,11,0,0,172,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
Wilfried,Bony,FWD,STK,6900000,0,29,0.276190476190476,4.00276052449966e-08,4.20289855072464e-06,0,131525,1,12,0,0,0,2,0,4.2,46,-6,0,29,6,0.0,0,0.0,3,0,3,0,0,0.6,113765,0,249,0,1,684,14,0,0,92,Bournemouth,Arsenal,Southampton,,,0.1,0.1,0.1
Fabio,Borini,FWD,SUN,5100000,1,42,2.1,4.1176470588235295e-07,8.23529411764706e-06,0,88197,4,25,0,0,0,2,0,8.2,513,-4,0,42,4,0.5,0,2.4,3,0,4,0,0,0.6,31487,0,280,0,0,1382,418,0,0,152,Hull City,Swansea,Arsenal,Chelsea,,1.5,3.4,1.1
Cameron,Borthwick-Jackson,DEF,MUN,4400000,0,0,0.0,0.0,0.0,0,3070,0,0,0,0,0,0,0,0.0,3,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,131,0,123,0,0,0,3,0,0,0,Arsenal,Tottenham,Southampton,Crystal Palace,,0.0,0.0,0.0
Artur,Boruc,GLK,BOU,4500000,7,117,3.5,7.77777777777778e-07,2.6000000000000002e-05,0,264156,2,60,0,111,0,0,0,26.0,3010,0,0,117,0,1.0,0,4.4,7,0,9,0,0,6.4,303230,0,281,2,2,2970,6712,0,0,633,Stoke,Burnley,Leicester,,,4.9,4.1,2.2
Sofiane,Boufal,MID,SOU,6700000,1,36,0.34285714285714297,5.11727078891258e-08,5.37313432835821e-06,0,13004,4,21,0,0,0,1,0,5.4,38,-3,0,36,3,0.1,0,0.8,1,0,3,0,1,0.1,13346,0,0,0,0,939,90,0,0,150,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.4,0.4,0.2
Jarrod,Bowen,FWD,HUL,4500000,0,5,0.0476190476190476,1.05820105820106e-08,1.11111111111111e-06,0,5400,0,1,0,0,0,0,0,1.1,35,0,0,5,0,0.0,0,0.0,0,0,0,0,0,0.1,5965,0,0,0,0,65,15,0,0,15,Sunderland,Crystal Palace,Tottenham,,,0.0,0.0,0.0
George,Boyd,MID,BUR,5100000,7,89,2.6,5.098039215686279e-07,1.74509803921569e-05,0,14783,3,42,0,0,0,2,0,17.5,201,-4,0,89,4,0.9,0,4.4,2,0,9,0,2,0.2,12768,0,0,0,0,2701,1740,0,0,378,West Brom,Bournemouth,West Ham,,,2.4,1.3,2.0
Robbie,Brady,MID,BUR,5500000,0,33,0.314285714285714,5.71428571428571e-08,6e-06,0,22079,0,9,0,0,0,1,0,6.0,692,0,0,33,0,0.3,0,1.6,4,0,1,0,2,0.3,32735,0,0,0,0,609,45,0,0,121,West Brom,Bournemouth,West Ham,,,0.2,0.2,0.2
Cameron,Brannagan,MID,LIV,4200000,0,0,0.0,0.0,0.0,0,3733,0,0,0,0,0,0,0,0.0,20,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,2827,0,27,0,0,0,5,0,0,0,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
Claudio,Bravo,GLK,MCI,5000000,0,73,3.3,6.6e-07,1.4599999999999999e-05,0,123749,0,26,0,33,0,0,0,14.6,1144,-5,0,73,5,0.6,0,2.8,3,0,6,0,0,1.3,126415,0,0,1,1,1968,68,0,0,366,Crystal Palace,Leicester,West Brom,Watford,,0.0,0.0,0.0
Rhian,Brewster,FWD,LIV,4500000,0,0,0.0,0.0,0.0,0,18,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,95,0,0,0,0,0,43,0,0,0,Southampton,West Ham,Middlesbrough,,,0.0,0.0,0.0
Miguel,Britos,DEF,WAT,4300000,1,71,2.6,6.046511627906979e-07,1.65116279069767e-05,0,64694,6,36,0,0,0,1,0,16.5,2213,-2,0,71,2,0.2,0,1.0,8,0,6,0,2,1.0,98698,0,205,0,2,2280,754,0,2,413,Leicester,Everton,Chelsea,Man City,,0.0,3.2,2.6
Leon,Britton,MID,SWA,4400000,1,24,0.22857142857142898,5.1948051948051906e-08,5.45454545454545e-06,0,4068,3,23,0,0,0,0,0,5.5,9,-1,0,24,1,0.2,0,0.8,0,0,3,0,0,0.1,1894,0,166,0,0,950,12,0,0,156,Everton,Sunderland,West Brom,,,0.1,0.1,0.1
Marcus,Browne,MID,WHU,4500000,0,0,0.0,0.0,0.0,0,99,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,110,0,0,0,0,0,0,0,0,0,Tottenham,Liverpool,Burnley,,,0.0,0.0,0.0
Tyias,Browning,DEF,EVE,3900000,0,0,0.0,0.0,0.0,0,118096,0,0,0,0,0,0,0,0.0,1197,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,2.1,136399,0,22,0,0,0,57,0,0,0,Swansea,Watford,Arsenal,,,0.0,0.0,0.0
Alex,Bruce,DEF,HUL,4000000,0,0,0.0,0.0,0.0,0,7343,0,0,0,0,0,0,0,0.0,29,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,4717,0,0,0,0,0,7,0,0,0,Sunderland,Crystal Palace,Tottenham,,,0.0,0.0,0.0
Chris,Brunt,DEF,WBA,4900000,2,90,0.857142857142857,1.7492711370262402e-07,1.83673469387755e-05,0,165366,5,29,0,0,0,3,0,18.4,4906,-1,0,90,1,0.3,0,1.3,10,0,4,0,3,2.4,252459,0,230,0,2,2117,553,0,0,406,Burnley,Chelsea,Man City,Swansea,,0.4,0.8,0.4
Reece,Burke,DEF,WHU,4000000,0,0,0.0,0.0,0.0,0,2715,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2488,0,0,0,0,0,1,0,0,0,Tottenham,Liverpool,Burnley,,,0.0,0.0,0.0
Jack,Butland,GLK,STK,4500000,7,9,0.0857142857142857,1.9047619047619002e-08,2e-06,0,147868,0,2,0,8,0,0,0,2.0,243,-5,0,9,5,0.4,0,1.8,0,0,1,0,0,0.9,9067,0,341,0,0,180,1557,0,0,46,Bournemouth,Arsenal,Southampton,,,0.0,0.0,0.0
Sam,Byram,DEF,WHU,4200000,0,22,0.20952380952381,4.9886621315192696e-08,5.23809523809524e-06,0,34833,4,22,0,0,0,0,0,5.2,145,-3,0,22,3,0.3,0,1.2,2,0,2,0,1,0.3,17711,0,39,0,0,979,20,0,1,164,Tottenham,Liverpool,Burnley,,,0.1,0.1,0.1
Willy,Caballero,GLK,MCI,4700000,2,47,0.44761904761904797,9.52380952380952e-08,1e-05,0,47779,0,11,0,23,0,0,0,10.0,2213,-3,0,47,3,0.4,0,1.8,1,0,4,0,0,1.7,100002,0,45,1,0,1092,24404,0,0,225,Crystal Palace,Leicester,West Brom,Watford,,0.2,0.4,0.2
Yohan,Cabaye,MID,CRY,5600000,0,89,2.9,5.178571428571429e-07,1.5892857142857098e-05,0,148944,6,41,0,0,0,4,0,15.9,5999,-4,0,89,4,0.7,1,4.0,6,0,6,0,4,1.4,56266,0,397,0,1,2064,283,0,0,410,Man City,Hull City,Man Utd,,,0.0,3.3,2.4
Martin,Caceres,DEF,SOU,5000000,0,0,0.0,0.0,0.0,0,233,0,0,0,0,0,0,0,0.0,19,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,418,0,0,0,0,0,25,0,0,0,Liverpool,Arsenal,Middlesbrough,Man Utd,Stoke,0.0,0.0,0.0
Gary,Cahill,DEF,CHE,6600000,14,160,4.7,7.12121212121212e-07,2.42424242424242e-05,0,355537,5,29,0,0,0,6,0,24.2,2385,6,0,160,-6,0.8,0,5.0,15,0,14,0,0,14.7,676317,1,283,0,3,3053,29300,0,0,699,Middlesbrough,West Brom,Watford,Sunderland,,6.3,11.9,6.0
Jonathan,Calleri,FWD,WHU,6600000,2,20,0.19047619047619,2.8860028860028898e-08,3.03030303030303e-06,0,3636,0,3,0,0,0,1,0,3.0,20,-4,0,20,4,0.2,0,1.2,0,0,2,0,0,0.0,3439,0,0,0,0,398,28,0,0,46,Tottenham,Liverpool,Burnley,,,0.1,0.1,0.1
,Callum Wilson,FWD,BOU,6000000,0,63,3.1,5.16666666666667e-07,1.05e-05,0,425383,0,25,0,0,0,6,0,10.5,181,-5,0,63,5,0.0,0,0.0,2,0,6,0,1,1.2,354840,0,165,0,0,1361,27,0,0,170,Stoke,Burnley,Leicester,,,0.0,0.0,0.0
Dominic,Calvert-Lewin,FWD,EVE,4500000,1,16,0.152380952380952,3.38624338624339e-08,3.55555555555556e-06,0,4073,1,6,0,0,0,1,0,3.6,134,0,0,16,0,0.1,0,0.6,1,0,0,0,0,0.1,6161,0,0,0,0,302,212,0,0,44,Swansea,Watford,Arsenal,,,0.1,0.1,0.1
Geoff,Cameron,DEF,STK,4200000,6,45,0.42857142857142894,1.0204081632653099e-07,1.0714285714285699e-05,0,29108,1,19,0,0,0,0,0,10.7,372,-3,0,45,3,0.6,0,2.4,2,0,5,0,0,0.4,30420,0,293,0,0,1359,241,0,0,272,Bournemouth,Arsenal,Southampton,,,0.2,0.2,0.2
Fraizer,Campbell,FWD,CRY,4400000,1,15,0.14285714285714302,3.24675324675325e-08,3.40909090909091e-06,0,84062,0,4,0,0,0,1,0,3.4,402,-1,0,15,1,0.1,0,0.5,0,0,0,0,0,1.0,88428,0,12,0,0,153,250,0,0,53,Man City,Hull City,Man Utd,,,0.1,0.1,0.1
Joel,Campbell,MID,ARS,5900000,0,0,0.0,0.0,0.0,0,5119,0,0,0,0,0,0,0,0.0,2,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,511,0,175,0,0,0,4,0,0,0,Man Utd,Southampton,Stoke,Sunderland,Everton,0.0,0.0,0.0
Emre,Can,MID,LIV,4700000,11,95,0.9047619047619051,1.92502532928065e-07,2.02127659574468e-05,0,203776,6,28,0,0,0,5,0,20.2,1987,-3,0,95,3,0.9,0,4.0,12,0,6,0,2,2.3,222819,0,399,0,2,2101,7927,0,0,396,Southampton,West Ham,Middlesbrough,,,0.5,0.5,0.5
